patent_id,compound_number,smiles,activity_raw,activity_score,murcko_scaffold,mw,logp,tpsa,hbd,hba
WO2022204227,66,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ncc1-c1ccccc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,386.5,4.3,71.1,1,4
WO2022204227,67,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-n1cnc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-n2ccnc2)cc1,393.4,3.56,76.0,1,4
WO2022204227,68,CCOc1ccc(C(=O)N(C)Cc2cccc3cn[nH]c23)cc1-c1ccn[nH]1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1cccc(-c2ccn[nH]2)c1,375.4,3.62,86.9,2,4
WO2022204227,69,CCOc1ccc(C(=O)N(C)Cc2cccc3cn[nH]c23)cc1-c1ccccc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1cccc(-c2ccccc2)c1,385.5,4.9,58.2,1,3
WO2022204227,70,CCOc1cc(C(=O)N(C)Cc2cccc3nn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2nn[nH]c12)c1ccc(-c2ccccc2)cc1,404.4,4.43,71.1,1,4
WO2022204227,73,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2ccccc2)c2c1COC2,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c2c1COC2,383.5,4.53,58.2,1,3
WO2022204227,74,COc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(C#N)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,396.5,4.38,82.0,1,4
WO2022204227,77,CCCOc1cc(C(=O)N(C)[C@H](C)c2cccc3cn[nH]c23)ccc1-c1ccccc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,413.5,5.85,58.2,1,3
WO2022204227,78,CCOc1c(-c2ccccc2)ccc(C(=O)N(C)Cc2cccc3cn[nH]c23)c1F,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,403.5,5.04,58.2,1,3
WO2022204227,79,CCOc1nc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccc(C#N)cc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,411.5,4.17,94.9,1,5
WO2022204227,81,CCOc1nc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccccc1C#N,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,411.5,4.17,94.9,1,5
WO2022204227,84,CCOc1nc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccccc1F,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,404.4,4.43,71.1,1,4
WO2022204227,86,COc1nc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cc(F)cc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,408.4,4.18,71.1,1,4
WO2022204227,15,CCCOc1cccc(C(=O)N(C)Cc2cccc3cn[nH]c23)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccccc1,323.4,3.62,58.2,1,3
WO2022204227,16,CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1C,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccccc1,337.4,3.93,58.2,1,3
WO2022204227,87,CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1C1CC1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(C2CC2)cc1,363.5,4.5,58.2,1,3
WO2022204227,88,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1C(F)(F)F,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccccc1,377.4,4.25,58.2,1,3
WO2022204227,89,CCCOc1cncc(C(=O)N(C)Cc2cccc3cn[nH]c23)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1cccnc1,324.4,3.02,71.1,1,4
WO2022204227,90,CCCOc1ccnc(C(=O)N(C)Cc2cccc3cn[nH]c23)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccccn1,324.4,3.02,71.1,1,4
WO2022204227,91,CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1C,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccccc1,337.4,3.93,58.2,1,3
WO2022204227,92,CCCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccn1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccncc1,324.4,3.02,71.1,1,4
WO2022204227,94,CCCOc1cccc(C(=O)N(C)Cc2cccc3cn[nH]c23)n1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccccn1,324.4,3.02,71.1,1,4
WO2022204227,96,CCOc1ccc(C(=O)N(C)Cc2cccc3cn[nH]c23)cc1F,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccccc1,327.4,3.37,58.2,1,3
WO2022204227,97,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)cc2[nH]ncc12,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc2cn[nH]c2c1,349.4,3.11,86.9,2,4
WO2022204227,99,CCOc1cc(C(=O)N(C)Cc2ccc3nn(C)cc3c2)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1ccc2n[nH]cc2c1)c1ccc(-c2ccccc2)cc1,417.5,5.05,47.4,0,3
WO2022204227,102,CCOc1cc(C(=O)N(C)Cc2ccc3cn[nH]c3c2)ccc1F,+,1.0,O=C(NCc1ccc2cn[nH]c2c1)c1ccccc1,327.4,3.37,58.2,1,3
WO2022204227,103,CCOc1cc(C(=O)N(C)Cc2ccc3[nH]ncc3c2)ccc1F,+,1.0,O=C(NCc1ccc2[nH]ncc2c1)c1ccccc1,327.4,3.37,58.2,1,3
WO2022204227,104,CCOc1cc(C(=O)N(C)Cc2ccc3cn[nH]c3c2)ccc1-n1cccn1,+,1.0,O=C(NCc1ccc2cn[nH]c2c1)c1ccc(-n2cccn2)cc1,375.4,3.42,76.0,1,4
WO2022204227,106,CCOc1cc(C(=O)N(C)Cc2ccc3[nH]ncc3c2)ccc1C(F)(F)F,+,1.0,O=C(NCc1ccc2[nH]ncc2c1)c1ccccc1,377.4,4.25,58.2,1,3
WO2022204227,107,CCOc1cc(C(=O)N(C)Cc2ccc3[nH]ncc3c2)ccc1-n1cccn1,+,1.0,O=C(NCc1ccc2[nH]ncc2c1)c1ccc(-n2cccn2)cc1,375.4,3.42,76.0,1,4
WO2022204227,108,CCOc1cc(C(=O)N(C)Cc2ccc3cn[nH]c3c2)ccc1C1CC1,+,1.0,O=C(NCc1ccc2cn[nH]c2c1)c1ccc(C2CC2)cc1,349.4,4.11,58.2,1,3
WO2022204227,109,CCOc1cc(C(=O)N(C)Cc2ccc3[nH]ncc3c2)ccc1C1CC1,+,1.0,O=C(NCc1ccc2[nH]ncc2c1)c1ccc(C2CC2)cc1,349.4,4.11,58.2,1,3
WO2022204227,110,CCOc1cc(C(=O)N(C)Cc2ccc3cn[nH]c3c2)ccc1-c1ccn[nH]1,+,1.0,O=C(NCc1ccc2cn[nH]c2c1)c1ccc(-c2ccn[nH]2)cc1,375.4,3.62,86.9,2,4
WO2022204227,111,CCOc1cc(C(=O)N(C)Cc2ccc3[nH]ncc3c2)ccc1-c1ccn[nH]1,+,1.0,O=C(NCc1ccc2[nH]ncc2c1)c1ccc(-c2ccn[nH]2)cc1,375.4,3.62,86.9,2,4
WO2022204227,112,CCOc1cc(C(=O)N(C)Cc2ccc3[nH]ncc3c2)ccc1C(F)(F)F,+,1.0,O=C(NCc1ccc2[nH]ncc2c1)c1ccccc1,377.4,4.25,58.2,1,3
WO2022204227,113,CCOc1cc(CN(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,c1ccc(-c2ccc(CNCc3cccc4cn[nH]c34)cc2)cc1,389.5,5.4,41.1,1,3
WO2022204227,115,CCOc1cc(CC(=O)N(C)Cc2cccc3cn[nH]c23)ccc1F,+,1.0,O=C(Cc1ccccc1)NCc1cccc2cn[nH]c12,341.4,3.3,58.2,1,3
WO2022204227,121,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1CC(F)(F)F,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccccc1,391.4,4.34,58.2,1,3
WO2022204227,122,COCc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccccc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,385.5,4.65,58.2,1,3
WO2022204227,123,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2ccccc2)c(OCC(F)F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,421.4,5.15,58.2,1,3
WO2022204227,125,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC2(C)CC2)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)c1,429.5,5.57,58.2,1,3
WO2022204227,129,CN(Cc1ccc(F)c2cn[nH]c12)C(=O)c1cnc(-c2cc(F)cc(C#N)c2)c(OC2CC2)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1cnc(-c2ccccc2)c(OC2CC2)c1,459.5,4.59,94.9,1,5
WO2022204227,135,CCOc1cc(C(=O)N(C)Cc2ccc(Cl)c3cn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,437.9,5.69,58.2,1,3
WO2022204227,139,CCOc1nc(C(=O)N(C)Cc2ccc(C#N)c3cn[nH]c23)ccc1-c1cc(F)cc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,447.4,4.45,94.9,1,5
WO2022204227,140,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cncc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2cccnc2)cc1,404.4,4.43,71.1,1,4
WO2022204227,141,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cncc(C#N)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2cccnc2)cc1,411.5,4.17,94.9,1,5
WO2022204227,142,CCOc1cc(C(=O)N(C)Cc2ccc(C#N)c3cn[nH]c23)ccc1-c1cncc(C#N)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2cccnc2)cc1,436.5,4.04,118.7,1,6
WO2022204227,143,CCOc1cc(C(=O)N(C)Cc2cccc3c(CO)n[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,433.5,4.53,78.4,2,4
WO2022204227,146,CCOc1nc(C(=O)N(C)Cc2ccc(OC)c3cn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,434.5,4.44,80.3,1,5
WO2022204227,148,CCOc1cc(C(=O)N(C)Cc2ccc(C3CC3)c3cn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1ccc(C2CC2)c2cn[nH]c12)c1ccc(-c2ccccc2)cc1,443.5,5.92,58.2,1,3
WO2022204227,149,CCOc1cc(C(=O)N(C)Cc2ccc(COC)c3cn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,447.5,5.19,67.4,1,4
WO2022204227,150,CCOc1nc(C(=O)N(C)Cc2ccc(F)c3cn[nH]c23)ccc1-c1ccc(F)c(C(=O)NC)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,479.5,3.93,100.2,2,5
WO2022204227,152,CCOc1nc(C(=O)N(C)Cc2ccc(C#N)c3cn[nH]c23)ccc1-c1ccc(F)c(C(=O)NC)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,486.5,3.67,124.0,2,6
WO2022204227,153,CCOc1cc(C(=O)N(C)Cc2ccc(C#N)c3cn[nH]c23)cnc1-c1ccc(F)c(C(=O)NC)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)nc1,486.5,3.67,124.0,2,6
WO2022204227,156,CCOc1cc(C(=O)N(C)Cc2cccc3c(C(=O)NC)n[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,460.5,4.4,87.3,2,4
WO2022204227,157,CCOc1cc(C(=O)N(C)Cc2cccc3c(C(=O)N(C)C)n[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,474.5,4.74,78.5,1,4
WO2022204227,158,CCOc1cc(C(=O)N(C)Cc2cccc3c(C(=O)O)n[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,447.5,4.74,95.5,2,4
WO2022204227,159,CCOc1cc(C(=O)N(C)Cc2ccc(C(=O)O)c3cn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,447.5,4.74,95.5,2,4
WO2022204227,160,CCOc1cc(C(=O)N(C)Cc2ccc(C(=O)NC)c3cn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,460.5,4.4,87.3,2,4
WO2022204227,161,CCOc1cc(C(=O)N(C)Cc2ccc(C(=O)N(C)C)c3cn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,474.5,4.74,78.5,1,4
WO2022204227,162,CCOc1cc(C(=O)N(C)Cc2cccc3c(CF)n[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,435.5,5.51,58.2,1,3
WO2022204227,163,CCOc1nc(C(=O)N(C)[C@@H](C)c2ccc(C#N)c3cn[nH]c23)ccc1-c1cccc(C#N)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,450.5,4.6,118.7,1,6
WO2022204227,165,CN(Cc1ccc(F)c2cn[nH]c12)C(=O)c1cc(OC2CC2)c(-c2cccc(C#N)c2)cn1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1cc(OC2CC2)c(-c2ccccc2)cn1,441.5,4.45,94.9,1,5
WO2022204227,168,CN(Cc1ccc(F)c2cn[nH]c12)C(=O)c1ccc(-c2cc(F)cc(C#N)c2)c(OC2CC2)n1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,459.5,4.59,94.9,1,5
WO2022204227,170,CCOc1cc(C(=O)N(C)Cc2ccc(O)c3cn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,419.5,4.75,78.4,2,4
WO2022204227,172,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccc2c(c1)C(=O)NC2,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccc3c(c2)C(=O)NC3)cc1,440.5,4.14,87.3,2,4
WO2022204227,173,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccc2c(c1)C(=O)N(C)C2,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccc3c(c2)C(=O)NC3)cc1,454.5,4.49,78.5,1,4
WO2022204227,174,C#Cc1ccc(-c2ccc(C(=O)N(C)Cc3cccc4cn[nH]c34)cc2OCC)cc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,409.5,4.88,58.2,1,3
WO2022204227,175,CN(Cc1ccc(CF)c2cn[nH]c12)C(=O)c1ccc(-c2cc(F)cc(C#N)c2)c(OC2CC2)n1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,473.5,4.92,94.9,1,5
WO2022204227,179,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1csc(C#N)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccsc2)cc1,416.5,4.83,82.0,1,5
WO2022204227,181,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccsn1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccsn2)cc1,392.5,4.36,71.1,1,5
WO2022204227,182,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cnsc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2cnsc2)cc1,392.5,4.36,71.1,1,5
WO2022204227,183,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccns1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccns2)cc1,392.5,4.36,71.1,1,5
WO2022204227,184,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cncs1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2cncs2)cc1,392.5,4.36,71.1,1,5
WO2022204227,185,C#Cc1ccc(C(=O)N(C)Cc2cccc3cn[nH]c23)cc1OCC,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccccc1,333.4,3.22,58.2,1,3
WO2022204227,186,CC#Cc1ccc(C(=O)N(C)Cc2cccc3cn[nH]c23)cc1OCC,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccccc1,347.4,3.61,58.2,1,3
WO2022204227,192,CCOc1cc(C(=O)N(C)Cc2c(OC)ncc3cn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,434.5,4.44,80.3,1,5
WO2022204227,193,CCOc1cc(C(=O)N(C)Cc2cnc(OC)c3cn[nH]c23)ccc1-c1cccc(C#N)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,441.5,4.18,104.1,1,6
WO2022204227,198,CCOc1cc(C(=O)N(C)Cc2cncc3cn[nH]c23)ccc1-c1cncc(C#N)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2cccnc2)cc1,412.5,3.56,107.8,1,6
WO2022204227,199,CCOc1cc(C(=O)N(C)Cc2cnc(C#N)c3cn[nH]c23)ccc1-c1ccc(F)c(C(=O)NC)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,486.5,3.67,124.0,2,6
WO2022204227,200,CCOc1cc(C(=O)N(C)Cc2cnc(OC)c3cn[nH]c23)ccc1-c1ccc(F)c(C(=O)NC)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,491.5,3.8,109.4,2,6
WO2022204227,201,CCOc1cc(C(=O)N(C)Cc2cncc3cn[nH]c23)cnc1-c1cccc(C(F)(F)F)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)nc1,455.4,4.71,84.0,1,5
WO2022204227,203,CN(Cc1cncc2cn[nH]c12)C(=O)c1cnc(-c2ccc(F)c(F)c2)c(OC2COC2)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1cnc(-c2ccccc2)c(OC2COC2)c1,451.4,3.35,93.2,1,6
WO2022204227,204,CN(Cc1cncc2cn[nH]c12)C(=O)c1cnc(-c2cc(F)cc(C#N)c2)c(OC2COC2)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1cnc(-c2ccccc2)c(OC2COC2)c1,458.5,3.08,117.0,1,7
WO2022204227,207,CCOc1cc(C(=O)N(C)Cc2cnc(OC3CC3)c3cn[nH]c23)ccc1-c1ccc(F)c(C(=O)NC)c1,+,1.0,O=C(NCc1cnc(OC2CC2)c2cn[nH]c12)c1ccc(-c2ccccc2)cc1,517.6,4.34,109.4,2,6
WO2022204227,208,CCOc1cc(C(=O)N(C)Cc2cncc3c(C#N)n[nH]c23)ccc1-c1ccc(F)c(C(=O)NC)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,486.5,3.67,124.0,2,6
WO2022204227,213,CN(Cc1cnc(C#N)c2cn[nH]c12)C(=O)c1ccc(-c2ccccc2)c(OC2CC2)n1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,424.5,3.7,107.8,1,6
WO2022204227,214,CN(Cc1cncc2cn[nH]c12)C(=O)c1cnc(-c2cc(F)cc(C#N)c2)c(OC2CC2)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1cnc(-c2ccccc2)c(OC2CC2)c1,442.5,3.84,107.8,1,6
WO2022204227,216,CCOc1cc(C(=O)N(C)Cc2cncc3cn[nH]c23)ccc1C(=O)C1CC1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(C(=O)C2CC2)cc1,378.4,3.22,88.2,1,5
WO2022204227,218,COc1ncc(CN(C)C(=O)c2ccc(-c3cccc(C#N)c3)c(OC3CC3)n2)c2[nH]ncc12,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,454.5,3.71,117.0,1,7
WO2022204227,220,CN(Cc1cnc(C#N)c2cn[nH]c12)C(=O)c1ccc(-c2cccc(C#N)c2)c(OC2CC2)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)c1,448.5,4.18,118.7,1,6
WO2022204227,222,CCOc1nc(C(=O)N(C)Cc2c(OC)ncc3cn[nH]c23)ccc1-c1cccc(C#N)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,442.5,3.57,117.0,1,7
WO2022204227,223,COc1ncc2cn[nH]c2c1CN(C)C(=O)c1ccc(-c2cccc(C#N)c2)c(OC2CC2)n1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,454.5,3.71,117.0,1,7
WO2022204227,230,CN(Cc1cncc2cn[nH]c12)C(=O)c1ccc(-c2cccs2)c(OC2CC2)n1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2cccs2)c(OC2CC2)n1,405.5,3.89,84.0,1,6
WO2022204227,259,CCOc1nc(C(=O)N(C)[C@H](C)c2ccc(C#N)c3cn[nH]c23)ccc1-c1cccc(C#N)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,450.5,4.6,118.7,1,6
WO2022204227,261,CCOc1nc(C(=O)N(C)[C@H](C)c2ccc(C#N)c3cn[nH]c23)ccc1-c1ccccc1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cn1,425.5,4.73,94.9,1,5
WO2022204227,263,CCOc1cc(C(=O)N(C)Cc2cnc(C#N)c3cn[nH]c23)ccc1-c1cccc(C#N)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,436.5,4.04,118.7,1,6
WO2022204227,270,CCOc1cc(C(=O)N(C)Cc2cnc(CO)c3cn[nH]c23)ccc1-c1ccc(F)c(C(=O)NC)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,491.5,3.29,120.4,3,6
WO2022204227,271,CN(Cc1ccc(F)c2cn[nH]c12)C(=O)c1nc(OC2CC2)c(-c2ccccc2)cc1F,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)n1,434.4,4.72,71.1,1,4
WO2022204227,274,CN(Cc1cncc2cn[nH]c12)C(=O)c1ccc(-c2cccc(C#N)c2)c(OC(C)(F)F)c1,+,1.0,O=C(NCc1cncc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,447.4,4.76,94.9,1,5
WO2022204227,286,CCOc1cc(C(=O)CCc2cccc3cn[nH]c23)ccc1-c1cccc(F)c1,+,1.0,O=C(CCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,388.4,5.58,55.0,1,3
WO2022204227,288,CN(Cc1ccc(C#N)c2cn[nH]c12)C(=O)c1cc(F)c(-c2ccccc2)c(OC2CC2)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)c1,440.5,5.05,82.0,1,4
WO2022204227,290,CN(Cc1c(F)ccc2cn[nH]c12)C(=O)c1cc(F)c(-c2ccccc2)c(OC2CC2)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)c1,433.5,5.32,58.2,1,3
WO2022204227,292,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(C2CCCC2)c(OC2CC2)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(C2CCCC2)c(OC2CC2)c1,389.5,5.03,58.2,1,3
WO2022204227,296,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1OC1CCC1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(OC2CCC2)cc1,379.5,4.17,67.5,1,4
WO2022204227,300,CCOc1cc(C(=O)N(C)Cc2c(F)ccc3cn[nH]c23)ccc1C1CCCC1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(C2CCCC2)cc1,395.5,5.03,58.2,1,3
WO2022204227,303,CN(Cc1ccc(F)c2cn[nH]c12)C(=O)c1ccc(-c2ccccc2)c(OC2CC2)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(OC2CC2)c1,415.5,5.18,58.2,1,3
WO2022204227,304,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1CC(C)(C)O,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccccc1,381.5,3.55,78.5,2,4
WO2022204227,307,COc1cc(C(=O)N(C)Cc2cc(C#N)cc3cn[nH]c23)ccc1-c1cc(F)cc(C#N)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,439.5,4.39,105.8,1,5
WO2022204227,310,COc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1c(F)cccc1F,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,407.4,4.79,58.2,1,3
WO2022204227,311,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1c(F)cccc1F,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)cc1,421.4,5.18,58.2,1,3
WO2022204227,315,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(CC2CC2)c1,+,1.0,O=C(NCc1cccc2cn[nH]c12)c1ccc(-c2ccccc2)c(CC2CC2)c1,413.5,5.59,49.0,1,2
