id,score
lesinurad-5,33.14660812206796
lesinurad-0,32.56508074802112
lesinurad-3,32.38250824928548
lesinurad-7,31.10956370226004
lesinurad-2,29.47830664764262
lesinurad-4,28.724524600453194
lesinurad-8,27.334829604429206
lesinurad-1,27.259483431356152
lesinurad-6,27.116858779537335
