id,score
/mnt/d/CADD paper exercise/NLRP3_URAT1/URAT1 docking methond test/redock_9DKB_lesinurad/vina/lesinurad_exh32_out.pdbqt-0,29.14696880879463
/mnt/d/CADD paper exercise/NLRP3_URAT1/URAT1 docking methond test/redock_9DKB_lesinurad/vina/lesinurad_exh32_out.pdbqt-4,28.19285655021597
/mnt/d/CADD paper exercise/NLRP3_URAT1/URAT1 docking methond test/redock_9DKB_lesinurad/vina/lesinurad_exh32_out.pdbqt-2,27.937118944120325
/mnt/d/CADD paper exercise/NLRP3_URAT1/URAT1 docking methond test/redock_9DKB_lesinurad/vina/lesinurad_exh32_out.pdbqt-7,27.656767214449367
/mnt/d/CADD paper exercise/NLRP3_URAT1/URAT1 docking methond test/redock_9DKB_lesinurad/vina/lesinurad_exh32_out.pdbqt-8,25.69493397876644
/mnt/d/CADD paper exercise/NLRP3_URAT1/URAT1 docking methond test/redock_9DKB_lesinurad/vina/lesinurad_exh32_out.pdbqt-1,25.22274437329511
/mnt/d/CADD paper exercise/NLRP3_URAT1/URAT1 docking methond test/redock_9DKB_lesinurad/vina/lesinurad_exh32_out.pdbqt-6,24.058926946552404
/mnt/d/CADD paper exercise/NLRP3_URAT1/URAT1 docking methond test/redock_9DKB_lesinurad/vina/lesinurad_exh32_out.pdbqt-3,24.016731235158442
/mnt/d/CADD paper exercise/NLRP3_URAT1/URAT1 docking methond test/redock_9DKB_lesinurad/vina/lesinurad_exh32_out.pdbqt-5,23.515159900103285
