target,ligand,mode,status,cnn_score,cnn_affinity,reason
PIK3CA,PAB_001,mode_01,exists,0.2814975977,5.7999739647,
PIK3CA,PAB_001,mode_07,success,0.1642217785,5.9235138893,
PIK3CA,PAB_001,mode_03,success,0.1781378984,4.9731640816,
PIK3CA,PAB_002,mode_01,exists,0.0951369703,5.6687450409,
PIK3CA,PAB_001,mode_05,success,0.1442148238,5.4059901237,
PIK3CA,PAB_001,mode_06,success,0.0856682435,5.139901638,
PIK3CA,PAB_001,mode_04,success,0.9098057151,7.3460078239,
PIK3CA,PAB_001,mode_02,success,0.8116635084,7.1170692444,
PIK3CA,PAB_001,mode_08,success,0.3023075759,5.6382541656,
PIK3CA,PAB_001,mode_09,success,0.0651118383,4.2530636787,
PIK3CA,PAB_002,mode_03,success,0.2383205891,6.6657137871,
PIK3CA,PAB_002,mode_07,success,0.1076932847,5.9185042381,
PIK3CA,PAB_003,mode_01,exists,0.0537728295,5.6419911385,
PIK3CA,PAB_002,mode_02,success,0.1178650707,5.7042775154,
PIK3CA,PAB_002,mode_04,success,0.0779354349,6.1722931862,
PIK3CA,PAB_002,mode_05,success,0.6637259126,8.0477552414,
PIK3CA,PAB_002,mode_06,success,0.0447551385,5.5676856041,
PIK3CA,PAB_002,mode_08,success,0.1163451448,6.0864272118,
PIK3CA,PAB_002,mode_09,success,0.0653110221,5.640897274,
PIK3CA,PAB_003,mode_04,success,0.0431405976,5.39494133,
PIK3CA,PAB_003,mode_06,success,0.1044334099,5.1964459419,
PIK3CA,PAB_004,mode_01,exists,0.9404218197,8.3620901108,
PIK3CA,PAB_003,mode_03,success,0.1409074217,6.237639904,
PIK3CA,PAB_003,mode_02,success,0.0513651818,5.8369812965,
PIK3CA,PAB_003,mode_05,success,0.1408927739,6.3061432838,
PIK3CA,PAB_004,mode_02,success,0.3913409114,6.4048094749,
PIK3CA,PAB_003,mode_08,success,0.0349833928,5.3619179726,
PIK3CA,PAB_003,mode_07,success,0.0652811974,5.3712210655,
PIK3CA,PAB_003,mode_09,success,0.0123583898,4.0715022087,
PIK3CA,PAB_004,mode_03,success,0.0197137352,3.9446108341,
PIK3CA,PAB_005,mode_01,exists,0.9744293094,8.2248048782,
PIK3CA,PAB_004,mode_04,success,0.0351687595,4.599711895,
PIK3CA,PAB_004,mode_05,success,0.0315902121,4.9930524826,
PIK3CA,PAB_004,mode_08,success,0.0306494161,4.3906702995,
PIK3CA,PAB_004,mode_07,success,0.023838779,4.2155575752,
PIK3CA,PAB_004,mode_06,success,0.0178961661,4.8816399574,
PIK3CA,PAB_005,mode_03,success,0.1368038952,6.680829525,
PIK3CA,PAB_005,mode_02,success,0.8049865961,7.6050162315,
PIK3CA,PAB_004,mode_09,success,0.0324613526,4.1862239838,
PIK3CA,PAB_006,mode_01,exists,0.1557620764,6.1054329872,
PIK3CA,PAB_005,mode_04,success,0.1527970284,5.9411635399,
PIK3CA,PAB_006,mode_02,success,0.3201008439,7.1055026054,
PIK3CA,PAB_005,mode_07,success,0.2057318091,6.2672696114,
PIK3CA,PAB_005,mode_08,success,0.0653237924,4.722661972,
PIK3CA,PAB_005,mode_05,success,0.0755128935,5.6933083534,
PIK3CA,PAB_005,mode_06,success,0.0362396538,4.136490345,
