benchmark,protocol,EF1pct_mean,EF1pct_diff_vs_P2_mean,EF1pct_diff_vs_P2_ci95_low,EF1pct_diff_vs_P2_ci95_high,EF1pct_diff_vs_P2_p_two_sided,EF5pct_mean,EF5pct_diff_vs_P2_mean,EF5pct_diff_vs_P2_ci95_low,EF5pct_diff_vs_P2_ci95_high,EF5pct_diff_vs_P2_p_two_sided
RandomDecoy,P0,2.0270763534515344,1.7295092186957097,0.4298478547582923,3.1437637295582133,0.016,2.067668700532212,1.3150309082018208,0.6824043764256157,1.9302121626892337,0.0
RandomDecoy,P1,0.7271830535744012,0.42961591881857625,-0.6113636680611145,1.3788548936143654,0.288,0.8168497645704544,0.06421197224006339,-0.46161955605460825,0.584334016384604,0.811
RandomDecoy,P2,0.2975671347558249,0.0,0.0,0.0,2.0,0.7526377923303912,0.0,0.0,0.0,2.0
RandomDecoy,P3,0.5594896257047822,0.2619224909489575,-0.6750016376260973,1.1224400871459694,0.709,0.6424933666573216,-0.11014442567306947,-0.5910056522670765,0.37054946108549885,0.723
RandomDecoy,P4,0.0,-0.2975671347558249,-1.07250931554293,0.0,0.689,0.23693731298491852,-0.5157004793454726,-0.9202534669603881,-0.13161983251726767,0.008
RandomDecoy,P5,0.0038804652726339966,-0.29368666948319083,-1.0656639994290862,0.0,0.695,1.1600478758051511,0.40741008347476004,-0.08795931390747197,0.9124395579787639,0.113
