"Molecule ChEMBL ID","Molecule Name","Molecule Max Phase","Molecular Weight","#RO5 Violations","AlogP","Compound Key","Smiles","Standard Type","Standard Relation","Standard Value","Standard Units","pChEMBL Value","Data Validity Comment","Comment","Uo Units","Ligand Efficiency BEI","Ligand Efficiency LE","Ligand Efficiency LLE","Ligand Efficiency SEI","Potential Duplicate","Assay ChEMBL ID","Assay Description","Assay Type","BAO Format ID","BAO Label","Assay Organism","Assay Tissue ChEMBL ID","Assay Tissue Name","Assay Cell Type","Assay Subcellular Fraction","Assay Parameters","Assay Variant Accession","Assay Variant Mutation","Target ChEMBL ID","Target Name","Target Organism","Target Type","Document ChEMBL ID","Source ID","Source Description","Document Journal","Document Year","Cell ChEMBL ID","Properties","Action Type","Standard Text Value","Value"
"CHEMBL1547","THIAMINE ION","4.0","265.36","0","0.61","Thiamine","Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1","IC50","'='","4354000.0","nM","","Outside typical range","","UO_0000065","","","","","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","4354.0"
"CHEMBL104","CLOTRIMAZOLE","4.0","344.85","1","5.38","Clotrimazole","Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1","IC50","'='","11970.0","nM","4.92","","","UO_0000065","14.27","0.27","-0.46","27.62","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","11.97"
"CHEMBL73234","CARBETAPENTANE","4.0","333.47","0","3.40","Carbetapentane","CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1","IC50","'='","1550.0","nM","5.81","","","UO_0000065","17.42","0.33","2.41","14.98","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","1.55"
"CHEMBL36","PYRIMETHAMINE","4.0","248.72","0","2.52","Pyrimethamine","CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1","IC50","'='","13570.0","nM","4.87","","","UO_0000065","19.57","0.39","2.35","6.25","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","13.57"
"CHEMBL1160766","","None","153.16","0","1.13","7","N=C(N)Nc1ccc(F)cc1","IC50","'='","22600.0","nM","4.65","","","UO_0000065","30.33","0.58","3.52","7.51","0","CHEMBL4046325","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of substrate [3H]MPP+ after 1 min by liquid scintillation counting method","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4043181","1","Scientific Literature","Bioorg Med Chem Lett","2017","CHEMBL3307715","","","","22.6"
"CHEMBL272259","","None","225.29","0","2.58","6","N=C(N)Nc1ccc(Cc2ccccc2)cc1","IC50","'='","761900.0","nM","","Outside typical range","","UO_0000065","","","","","0","CHEMBL4046325","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of substrate [3H]MPP+ after 1 min by liquid scintillation counting method","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4043181","1","Scientific Literature","Bioorg Med Chem Lett","2017","CHEMBL3307715","","","","761.9"
"CHEMBL4062501","","None","191.28","0","1.89","5","CC(C)(C)c1ccc(N=C(N)N)cc1","IC50","'='","900.0","nM","6.05","","","UO_0000065","31.61","0.59","4.16","9.39","0","CHEMBL4046325","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of substrate [3H]MPP+ after 1 min by liquid scintillation counting method","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4043181","1","Scientific Literature","Bioorg Med Chem Lett","2017","CHEMBL3307715","","","","0.9"
"CHEMBL2","PRAZOSIN","4.0","383.41","0","1.78","prazosin","COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC","IC50","'='","1840.0","nM","5.74","","inhibitor [IC50=1.84uM]","UO_0000065","","","","","0","CHEMBL2078481","TP_TRANSPORTER: inhibition of MPP+ uptake (MPP+: 0.25 uM) in OCT1-expressing HEK293 cells","F","BAO_0000219","cell-based format","None","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL2074233","18","TP-search Transporter Database","Br J Pharmacol","2002","CHEMBL3307715","","INHIBITOR","","1.84"
"CHEMBL11","IMIPRAMINE","4.0","280.42","0","3.88","Imipramine","CN(C)CCCN1c2ccccc2CCc2ccccc21","IC50","'='","17100.0","nM","4.77","","","UO_0000065","17.00","0.31","0.89","73.56","0","CHEMBL994103","Inhibition of 4-(4-(dimethylamino)styryl)-N-methylpyridinium uptake at human OCT1 expressed in HEK293 cells by confocal microscopy","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL1140113","1","Scientific Literature","J Med Chem","2008","CHEMBL3307715","","","","17.1"
"CHEMBL493682","DENOPAMINE","2.0","317.39","0","2.28","denopamine","COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC","IC50","'='","46900.0","nM","4.33","","","UO_0000065","13.64","0.26","2.05","6.10","0","CHEMBL994103","Inhibition of 4-(4-(dimethylamino)styryl)-N-methylpyridinium uptake at human OCT1 expressed in HEK293 cells by confocal microscopy","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL1140113","1","Scientific Literature","J Med Chem","2008","CHEMBL3307715","","","","46.9"
"CHEMBL629","AMITRIPTYLINE","4.0","277.41","0","4.17","amitriptyline","CN(C)CCC=C1c2ccccc2CCc2ccccc21","IC50","'='","16900.0","nM","4.77","","","UO_0000065","17.20","0.31","0.60","147.29","0","CHEMBL994103","Inhibition of 4-(4-(dimethylamino)styryl)-N-methylpyridinium uptake at human OCT1 expressed in HEK293 cells by confocal microscopy","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL1140113","1","Scientific Literature","J Med Chem","2008","CHEMBL3307715","","","","16.9"
"CHEMBL900","ORPHENADRINE","4.0","269.39","0","3.66","orphenadrine","Cc1ccccc1C(OCCN(C)C)c1ccccc1","IC50","'='","12600.0","nM","4.90","","","UO_0000065","18.19","0.33","1.24","39.29","0","CHEMBL994103","Inhibition of 4-(4-(dimethylamino)styryl)-N-methylpyridinium uptake at human OCT1 expressed in HEK293 cells by confocal microscopy","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL1140113","1","Scientific Literature","J Med Chem","2008","CHEMBL3307715","","","","12.6"
"CHEMBL643","PROMETHAZINE","4.0","284.43","0","4.24","promethazine","CC(CN1c2ccccc2Sc2ccccc21)N(C)C","IC50","'='","35100.0","nM","4.46","","","UO_0000065","15.66","0.30","0.21","68.75","0","CHEMBL994103","Inhibition of 4-(4-(dimethylamino)styryl)-N-methylpyridinium uptake at human OCT1 expressed in HEK293 cells by confocal microscopy","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL1140113","1","Scientific Literature","J Med Chem","2008","CHEMBL3307715","","","","35.1"
"CHEMBL70","MORPHINE","4.0","285.34","0","1.20","morphine","CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5","IC50","'='","28000.0","nM","4.55","","","UO_0000065","15.96","0.30","3.35","8.60","0","CHEMBL994103","Inhibition of 4-(4-(dimethylamino)styryl)-N-methylpyridinium uptake at human OCT1 expressed in HEK293 cells by confocal microscopy","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL1140113","1","Scientific Literature","J Med Chem","2008","CHEMBL3307715","","","","28.0"
"CHEMBL1237044","TRAMADOL","4.0","263.38","0","2.63","tramadol","COc1cccc(C2(O)CCCCC2CN(C)C)c1","IC50","'='","52500.0","nM","4.28","","","UO_0000065","16.25","0.31","1.65","13.09","0","CHEMBL994103","Inhibition of 4-(4-(dimethylamino)styryl)-N-methylpyridinium uptake at human OCT1 expressed in HEK293 cells by confocal microscopy","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL1140113","1","Scientific Literature","J Med Chem","2008","CHEMBL3307715","","","","52.5"
"CHEMBL728","PROCHLORPERAZINE","4.0","373.95","0","4.58","prochlorperazine","CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1","IC50","'='","49600.0","nM","4.30","","","UO_0000065","11.51","0.24","-0.28","44.29","0","CHEMBL994103","Inhibition of 4-(4-(dimethylamino)styryl)-N-methylpyridinium uptake at human OCT1 expressed in HEK293 cells by confocal microscopy","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL1140113","1","Scientific Literature","J Med Chem","2008","CHEMBL3307715","","","","49.6"
"CHEMBL3560524","","None","232.33","0","2.18","Norfentanyl","CCC(=O)N(c1ccccc1)C1CCNCC1","IC50","'='","117740.0","nM","","Outside typical range","","UO_0000065","","","","","0","CHEMBL4323354","Inhibition of human OCT1 expressed in HEK293 cells assessed as reduction in ASP+ substrate uptake by microplate reader based analysis","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4321821","1","Scientific Literature","J Med Chem","2019","CHEMBL3307715","","","","117.74"
"CHEMBL314437","MEPTAZINOL","4.0","233.35","0","3.16","Meptazinol","CCC1(c2cccc(O)c2)CCCCN(C)C1","IC50","'='","18960.0","nM","4.72","","","UO_0000065","20.24","0.38","1.56","20.12","0","CHEMBL4323354","Inhibition of human OCT1 expressed in HEK293 cells assessed as reduction in ASP+ substrate uptake by microplate reader based analysis","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4321821","1","Scientific Literature","J Med Chem","2019","CHEMBL3307715","","","","18.96"
"CHEMBL1066","(R,R)-TRAMADOL","None","263.38","0","2.63","Nortilidine","COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1","IC50","'='","88760.0","nM","4.05","","","UO_0000065","15.38","0.29","1.42","12.39","0","CHEMBL4323354","Inhibition of human OCT1 expressed in HEK293 cells assessed as reduction in ASP+ substrate uptake by microplate reader based analysis","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4321821","1","Scientific Literature","J Med Chem","2019","CHEMBL3307715","","","","88.76"
"CHEMBL656","OXYCODONE","4.0","315.37","0","1.05","Oxycodone","COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314","IC50","'='","2003780.0","nM","","Outside typical range","","UO_0000065","","","","","0","CHEMBL4323354","Inhibition of human OCT1 expressed in HEK293 cells assessed as reduction in ASP+ substrate uptake by microplate reader based analysis","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4321821","1","Scientific Literature","J Med Chem","2019","CHEMBL3307715","","","","2003.78"
"CHEMBL5285127","","None","538.50","2","-0.10","145","C/C=C1\C2CC(=O)OC[C@@H](c3ccc(O)c(O)c3)OC[C@H]3O[C@@H](O[C@@H]1OC=C2C(=O)OC)[C@H](O)[C@@H](O)[C@@H]3O","IC50","'='","47310.0","nM","4.33","","","UO_0000065","8.03","0.16","4.43","2.27","0","CHEMBL5229528","Inhibition of OCT1(unknown origin)-mediated ASP+ uptake in HEK293 cells expressing OCT1 using ASP+ as substrate incubated for 5 mins","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL5226370","1","Scientific Literature","J Nat Prod","2023","None","TIME = 0.08333 hr","INHIBITOR","","47.31"
"CHEMBL12131","CLOSANTEL","2.0","663.08","2","7.12","Closantel","Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O","IC50","'='","3000.0","nM","5.52","","","UO_0000065","8.33","0.25","-1.60","7.55","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","3.0"
"CHEMBL11","IMIPRAMINE","4.0","280.42","0","3.88","Imipramine","CN(C)CCCN1c2ccccc2CCc2ccccc21","IC50","'='","7950.0","nM","5.10","","","UO_0000065","18.19","0.33","1.22","78.70","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","7.95"
"CHEMBL415087","CLOPERASTINE","2.0","329.87","0","4.93","Cloperastine","Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1","IC50","'='","14890.0","nM","4.83","","","UO_0000065","14.63","0.29","-0.10","38.71","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","14.89"
"CHEMBL157101","KETOCONAZOLE","4.0","531.44","1","4.21","Ketoconazole","CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1","IC50","'='","2600.0","nM","5.58","","","UO_0000065","10.51","0.21","1.38","8.09","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","2.6"
"CHEMBL1206","ETHOPROPAZINE","4.0","312.48","1","5.02","Ethopropazine","CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21","IC50","'='","20460.0","nM","4.69","","","UO_0000065","15.01","0.29","-0.33","72.36","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","20.46"
"CHEMBL3989483","NORLEVORPHANOL","2.0","243.35","0","2.74","Norlevorphanol","Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3","IC50","'='","24930.0","nM","4.60","","","UO_0000065","18.92","0.35","1.86","14.27","0","CHEMBL4323354","Inhibition of human OCT1 expressed in HEK293 cells assessed as reduction in ASP+ substrate uptake by microplate reader based analysis","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4321821","1","Scientific Literature","J Med Chem","2019","CHEMBL3307715","","","","24.93"
"CHEMBL95","TACRINE","4.0","198.27","0","2.70","Tacrine","Nc1c2c(nc3ccccc13)CCCC2","IC50","'='","21720.0","nM","4.66","","","UO_0000065","23.52","0.42","1.96","11.98","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","21.72"
"CHEMBL535","SUNITINIB","4.0","398.48","0","3.33","Sunitinib","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C","IC50","'='","6100.0","nM","5.21","","","UO_0000065","13.09","0.25","1.88","6.75","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","6.1"
"CHEMBL71","CHLORPROMAZINE","4.0","318.87","0","4.89","SID50104291","CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21","IC50","'='","4300.0","nM","5.37","","inhibitor [IC50=4.3uM]","UO_0000065","","","","","0","CHEMBL2076204","TP_TRANSPORTER: inhibition of TEA uptake in OCT1-expressing HeLa cells","F","BAO_0000219","cell-based format","None","None","None","HeLa","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL2074231","18","TP-search Transporter Database","Mol Pharmacol","2003","CHEMBL3308376","","INHIBITOR","","4.3"
"CHEMBL1431","METFORMIN","4.0","129.17","0","-1.03","Metformin","CN(C)C(=N)NC(=N)N","IC50","'='","2010000.0","nM","","Outside typical range","inhibitor [IC50=2010uM]","UO_0000065","","","","","0","CHEMBL2075991","TP_TRANSPORTER: inhibition of Cimetidine uptake (Cimetidine: 1 uM) in Xenopus laevis oocytes","F","BAO_0000219","cell-based format","Xenopus laevis","None","None","Oocyte","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL2073978","18","TP-search Transporter Database","Pharm Res","2002","CHEMBL3308859","","INHIBITOR","","2010.0"
"CHEMBL33845","DICHLOROPHEN","2.0","269.13","0","4.00","Dichlorophene","Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O","IC50","'='","8410.0","nM","5.08","","","UO_0000065","18.86","0.41","1.08","12.54","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","8.41"
"CHEMBL30","CIMETIDINE","4.0","252.35","0","0.60","Cimetidine","CN/C(=N\CCSCc1nc[nH]c1C)NC#N","IC50","'='","149000.0","nM","","Outside typical range","","UO_0000065","","","","","0","CHEMBL4009598","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of YM155 after 1 min","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","149.0"
"CHEMBL1628227","DOXEPIN","4.0","279.38","0","3.96","Doxepin","CN(C)CCC=C1c2ccccc2COc2ccccc21","IC50","'='","11190.0","nM","4.95","","","UO_0000065","17.72","0.32","0.99","39.70","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","11.19"
"CHEMBL21640","","None","223.32","0","3.12","1BnTIQ","c1ccc(CC2NCCc3ccccc32)cc1","IC50","'='","82100.0","nM","4.09","","","UO_0000065","18.30","0.33","0.97","33.96","0","CHEMBL4009597","Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL4007438","1","Scientific Literature","J Med Chem","2017","CHEMBL3307715","","","","82.1"
"CHEMBL644","TRIMIPRAMINE","4.0","294.44","0","4.12","trimipramine","CC(CN(C)C)CN1c2ccccc2CCc2ccccc21","IC50","'='","27700.0","nM","4.56","","","UO_0000065","15.48","0.28","0.44","70.33","0","CHEMBL994103","Inhibition of 4-(4-(dimethylamino)styryl)-N-methylpyridinium uptake at human OCT1 expressed in HEK293 cells by confocal microscopy","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None","","","","CHEMBL5685","Solute carrier family 22 member 1","Homo sapiens","SINGLE PROTEIN","CHEMBL1140113","1","Scientific Literature","J Med Chem","2008","CHEMBL3307715","","","","27.7"
