"Molecule ChEMBL ID","Molecule Name","Molecule Max Phase","Molecular Weight","#RO5 Violations","AlogP","Compound Key","Smiles","Standard Type","Standard Relation","Standard Value","Standard Units","pChEMBL Value","Data Validity Comment","Comment","Uo Units","Ligand Efficiency BEI","Ligand Efficiency LE","Ligand Efficiency LLE","Ligand Efficiency SEI","Potential Duplicate","Assay ChEMBL ID","Assay Description","Assay Type","BAO Format ID","BAO Label","Assay Organism","Assay Tissue ChEMBL ID","Assay Tissue Name","Assay Cell Type","Assay Subcellular Fraction","Assay Parameters","Assay Variant Accession","Assay Variant Mutation","Target ChEMBL ID","Target Name","Target Organism","Target Type","Document ChEMBL ID","Source ID","Source Description","Document Journal","Document Year","Cell ChEMBL ID","Properties","Action Type","Standard Text Value","Value"
"CHEMBL1231530","BETAMIPRON","2.0","193.20","0","0.89","Betamipron","O=C(O)CCNC(=O)c1ccccc1","IC50","'='","39000.0","nM","4.41","","inhibitor [IC50=39.0 +/- 16.0uM]","UO_0000065","","","","","0","CHEMBL2077836","TP_TRANSPORTER: inhibition of PHA uptake (PHA: 5uM) in hOAT1-expressing S2 cells","F","BAO_0000219","cell-based format","None","None","None","S2","None","","","","CHEMBL1641347","Solute carrier family 22 member 6","Homo sapiens","SINGLE PROTEIN","CHEMBL2074482","18","TP-search Transporter Database","J Pharmacol Sci","2004","CHEMBL3308861","","INHIBITOR","","39.0"
"CHEMBL5314375","CIDOFOVIR","4.0","315.22","0","-1.66","Cidofovir","Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1.O.O","Km","'='","58000.0","nM","","","substrate [Km=58uM]","UO_0000065","","","","","0","CHEMBL2076902","TP_TRANSPORTER: uptake in OAT1-expressing CHO cells","F","BAO_0000219","cell-based format","None","None","None","CHO","None","","","","CHEMBL1641347","Solute carrier family 22 member 6","Homo sapiens","SINGLE PROTEIN","CHEMBL2074128","18","TP-search Transporter Database","J Am Soc Nephrol","2000","CHEMBL3308072","","SUBSTRATE","","58.0"
"CHEMBL129","ZIDOVUDINE","4.0","267.24","0","-0.20","Azidodeoxythymidine","Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O","Activity","'='","30.7","%","","","inhibitor [30.7 % of control]","UO_0000187","","","","","0","CHEMBL2077496","TP_TRANSPORTER: inhibition of PAH uptake (PAH: 5 uM, AZT: 1000 uM) in OAT1-expressing S2 cells","F","BAO_0000219","cell-based format","None","None","None","S2","None","","","","CHEMBL1641347","Solute carrier family 22 member 6","Homo sapiens","SINGLE PROTEIN","CHEMBL2074052","18","TP-search Transporter Database","J Pharmacol Exp Ther","2002","CHEMBL3308861","","","","30.7"
"CHEMBL463","AMINOHIPPURIC ACID","4.0","194.19","0","0.08","P-aminohippuric acid","Nc1ccc(C(=O)NCC(=O)O)cc1","Km","'='","8500.0","nM","","","substrate [Km8.5uM]","UO_0000065","","","","","0","CHEMBL2077884","TP_TRANSPORTER: uptake in OAT1-MDCK cells","F","BAO_0000219","cell-based format","None","None","None","MDCK","None","","","","CHEMBL1641347","Solute carrier family 22 member 6","Homo sapiens","SINGLE PROTEIN","CHEMBL2074282","18","TP-search Transporter Database","Am J Physiol Renal Physiol","2003","CHEMBL3308370","","SUBSTRATE","","8.5"
"CHEMBL589366","3R14S-OCHRATOXIN A","None","403.82","0","2.57","Ochratoxin A","C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1","Km","'='","420.0","nM","","","substrate [Km=0.42uM]","UO_0000065","","","","","0","CHEMBL2077047","TP_TRANSPORTER: uptake in OAT1-expressing S2 cells","F","BAO_0000219","cell-based format","None","None","None","S2","None","","","","CHEMBL1641347","Solute carrier family 22 member 6","Homo sapiens","SINGLE PROTEIN","CHEMBL2073777","18","TP-search Transporter Database","Life Sci","2001","CHEMBL3308861","","SUBSTRATE","","0.42"
"CHEMBL1144","PRAVASTATIN","4.0","424.53","0","2.44","Pravastatin","CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21","IC50","'='","408000.0","nM","","Outside typical range","inhibitor [IC50=408 +/- 144uM]","UO_0000065","","","","","0","CHEMBL2077836","TP_TRANSPORTER: inhibition of PHA uptake (PHA: 5uM) in hOAT1-expressing S2 cells","F","BAO_0000219","cell-based format","None","None","None","S2","None","","","","CHEMBL1641347","Solute carrier family 22 member 6","Homo sapiens","SINGLE PROTEIN","CHEMBL2074482","18","TP-search Transporter Database","J Pharmacol Sci","2004","CHEMBL3308861","","INHIBITOR","","408.0"
"CHEMBL1200699","DOXYCYCLINE","4.0","462.46","1","-0.35","Doxycycline","C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O","Activity","","","","","","","","","","","","0","CHEMBL2077182","TP_TRANSPORTER: inhibition of PAH uptake (PAH: 5 uM, Doxycycline: 500 uM) in OAT1-expressing S2 cells","F","BAO_0000219","cell-based format","None","None","None","S2","None","","","","CHEMBL1641347","Solute carrier family 22 member 6","Homo sapiens","SINGLE PROTEIN","CHEMBL2074363","18","TP-search Transporter Database","Jpn J Pharmacol","2002","CHEMBL3308861","","INHIBITOR","inhibitor [(at a rough estimate) 25 % of control]",""
"CHEMBL324846","OCTANOIC ACID","2.0","144.21","0","2.43","Octanoate","CCCCCCCC(=O)O","Ki","'='","5410.0","nM","5.27","","inhibitor [Ki=5.41uM]","UO_0000065","","","","","0","CHEMBL2077098","TP_TRANSPORTER: inhibition of Ochratoxin A uptake in OAT1-expressing S2 cells","F","BAO_0000219","cell-based format","None","None","None","S2","None","","","","CHEMBL1641347","Solute carrier family 22 member 6","Homo sapiens","SINGLE PROTEIN","CHEMBL2073777","18","TP-search Transporter Database","Life Sci","2001","CHEMBL3308861","","INHIBITOR","","5.41"
"CHEMBL2074703","OXIDIZED DMPS","None","360.55","0","0.70","Oxidized DMPS","O=S(=O)(O)CC(S)CSSCC(S)S(=O)(=O)O","Ki","'='","66000.0","nM","4.18","","inhibitor [Ki=66uM]","UO_0000065","","","","","0","CHEMBL2075810","TP_TRANSPORTER: inhibition of PAH uptake in Xenopus laevis oocytes","F","BAO_0000219","cell-based format","Xenopus laevis","None","None","Oocyte","None","","","","CHEMBL1641347","Solute carrier family 22 member 6","Homo sapiens","SINGLE PROTEIN","CHEMBL2073876","18","TP-search Transporter Database","J Pharmacol Exp Ther","2001","CHEMBL3308859","","INHIBITOR","","66.0"
"CHEMBL367623","2,4-DICHLOROPHENOXYACETIC ACID","None","221.04","0","2.46","2,4-dichlorophenoxyacetic acid","O=C(O)COc1ccc(Cl)cc1Cl","Activity","","","","","","","","","","","","0","CHEMBL2077175","TP_TRANSPORTER: inhibition of PAH uptake (PAH: 50 uM, 2,4-D: 1000 uM) in Xenopus laevis oocytes","F","BAO_0000219","cell-based format","Xenopus laevis","None","None","Oocyte","None","","","","CHEMBL1641347","Solute carrier family 22 member 6","Homo sapiens","SINGLE PROTEIN","CHEMBL2074319","18","TP-search Transporter Database","Mol Pharmacol","1999","CHEMBL3308859","","","inhibitor [(at a rough estimate) <5 % of control]",""
