"Molecule ChEMBL ID","Molecule Name","Molecule Max Phase","Molecular Weight","#RO5 Violations","AlogP","Compound Key","Smiles","Standard Type","Standard Relation","Standard Value","Standard Units","pChEMBL Value","Data Validity Comment","Comment","Uo Units","Ligand Efficiency BEI","Ligand Efficiency LE","Ligand Efficiency LLE","Ligand Efficiency SEI","Potential Duplicate","Assay ChEMBL ID","Assay Description","Assay Type","BAO Format ID","BAO Label","Assay Organism","Assay Tissue ChEMBL ID","Assay Tissue Name","Assay Cell Type","Assay Subcellular Fraction","Assay Parameters","Assay Variant Accession","Assay Variant Mutation","Target ChEMBL ID","Target Name","Target Organism","Target Type","Document ChEMBL ID","Source ID","Source Description","Document Journal","Document Year","Cell ChEMBL ID","Properties","Action Type","Standard Text Value","Value"
"CHEMBL259060","","None","526.41","1","4.67","11g","COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1","IC50","'='","30.0","nM","7.52","","","UO_0000065","14.29","0.31","2.85","9.13","1","CHEMBL934577","Inhibition of JNK3","B","BAO_0000357","single protein format","None","None","None","None","None","","","","CHEMBL2637","Mitogen-activated protein kinase 10","Homo sapiens","SINGLE PROTEIN","CHEMBL1142440","1","Scientific Literature","Bioorg Med Chem","2008","None","","","","30.0"
"CHEMBL1682000","","None","430.57","0","4.28","17","COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCCC2)cc1","IC50","'='","99.0","nM","7.00","","","UO_0000065","16.27","0.32","2.72","10.32","0","CHEMBL1686758","Inhibition of recombinant JNK3 after 60 mins by TR-FRET assay","B","BAO_0000357","single protein format","None","None","None","None","None","","","","CHEMBL2637","Mitogen-activated protein kinase 10","Homo sapiens","SINGLE PROTEIN","CHEMBL1681717","1","Scientific Literature","Bioorg Med Chem Lett","2011","None","","","","99.0"
"CHEMBL1682010","","None","363.45","0","3.88","31","Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3ncccc23)n1","IC50","'='","80.0","nM","7.10","","","UO_0000065","19.53","0.37","3.22","8.49","0","CHEMBL1686758","Inhibition of recombinant JNK3 after 60 mins by TR-FRET assay","B","BAO_0000357","single protein format","None","None","None","None","None","","","","CHEMBL2637","Mitogen-activated protein kinase 10","Homo sapiens","SINGLE PROTEIN","CHEMBL1681717","1","Scientific Literature","Bioorg Med Chem Lett","2011","None","","","","80.0"
"CHEMBL1614820","","None","367.43","0","2.76","34","Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1","IC50","'='","25.0","nM","7.60","","","UO_0000065","20.69","0.40","4.84","8.36","0","CHEMBL1686758","Inhibition of recombinant JNK3 after 60 mins by TR-FRET assay","B","BAO_0000357","single protein format","None","None","None","None","None","","","","CHEMBL2637","Mitogen-activated protein kinase 10","Homo sapiens","SINGLE PROTEIN","CHEMBL1681717","1","Scientific Literature","Bioorg Med Chem Lett","2011","None","","","","25.0"
"CHEMBL1682018","","None","360.40","0","3.13","48","N#Cc1csc(NC(=O)Cc2cccc3cnccc23)c1-c1ncn[nH]1","IC50","'='","7.0","nM","8.15","","","UO_0000065","22.63","0.43","5.02","7.60","0","CHEMBL1686758","Inhibition of recombinant JNK3 after 60 mins by TR-FRET assay","B","BAO_0000357","single protein format","None","None","None","None","None","","","","CHEMBL2637","Mitogen-activated protein kinase 10","Homo sapiens","SINGLE PROTEIN","CHEMBL1681717","1","Scientific Literature","Bioorg Med Chem Lett","2011","None","","","","7.0"
"CHEMBL1682021","","None","360.40","0","3.13","51","N#Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1","IC50","'='","12.0","nM","7.92","","","UO_0000065","21.98","0.42","4.79","7.38","0","CHEMBL1686758","Inhibition of recombinant JNK3 after 60 mins by TR-FRET assay","B","BAO_0000357","single protein format","None","None","None","None","None","","","","CHEMBL2637","Mitogen-activated protein kinase 10","Homo sapiens","SINGLE PROTEIN","CHEMBL1681717","1","Scientific Literature","Bioorg Med Chem Lett","2011","None","","","","12.0"
"CHEMBL1644638","","None","483.62","1","5.42","33","O=c1n(CC2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1","IC50","'='","22.0","nM","7.66","","","UO_0000065","15.83","0.29","2.24","10.35","0","CHEMBL1648161","Inhibition of recombinant JNK3 after 60 mins by TR-FRET assay","B","BAO_0000357","single protein format","None","None","None","None","None","","","","CHEMBL2637","Mitogen-activated protein kinase 10","Homo sapiens","SINGLE PROTEIN","CHEMBL1641539","1","Scientific Literature","Bioorg Med Chem Lett","2011","None","","","","0.022"
"CHEMBL1644642","","None","476.58","1","5.44","38","O=c1n(Cc2ccncc2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1","IC50","'='","29.0","nM","7.54","","","UO_0000065","15.82","0.29","2.10","9.71","0","CHEMBL1648161","Inhibition of recombinant JNK3 after 60 mins by TR-FRET assay","B","BAO_0000357","single protein format","None","None","None","None","None","","","","CHEMBL2637","Mitogen-activated protein kinase 10","Homo sapiens","SINGLE PROTEIN","CHEMBL1641539","1","Scientific Literature","Bioorg Med Chem Lett","2011","None","","","","0.029"
"CHEMBL1644640","","None","457.53","0","3.80","35","O=c1n(C2CCOC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1","IC50","'='","92.0","nM","7.04","","","UO_0000065","15.38","0.28","3.24","8.46","0","CHEMBL1648161","Inhibition of recombinant JNK3 after 60 mins by TR-FRET assay","B","BAO_0000357","single protein format","None","None","None","None","None","","","","CHEMBL2637","Mitogen-activated protein kinase 10","Homo sapiens","SINGLE PROTEIN","CHEMBL1641539","1","Scientific Literature","Bioorg Med Chem Lett","2011","None","","","","0.092"
"CHEMBL1644641","","None","464.53","0","4.22","36","O=c1n(-c2ccccn2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1","IC50","'='","100.0","nM","7.00","","","UO_0000065","15.07","0.27","2.78","8.06","0","CHEMBL1648161","Inhibition of recombinant JNK3 after 60 mins by TR-FRET assay","B","BAO_0000357","single protein format","None","None","None","None","None","","","","CHEMBL2637","Mitogen-activated protein kinase 10","Homo sapiens","SINGLE PROTEIN","CHEMBL1641539","1","Scientific Literature","Bioorg Med Chem Lett","2011","None","","","","0.1"
