pair,seed,ligand,class,pdb,status,vina_mode1
EGFR/HER2,20260811,EH120_109,neither,3RCD,ok,-5.233
EGFR/HER2,20260811,EH120_110,neither,3POZ,ok,-6.873
EGFR/HER2,20260811,EH120_110,neither,3RCD,ok,-7.057
EGFR/HER2,20260811,EH40_01,dual,3POZ,ok,-10.371
EGFR/HER2,20260811,EH40_01,dual,3RCD,ok,-9.555
EGFR/HER2,20260811,EH40_02,dual,3POZ,ok,-9.917
EGFR/HER2,20260811,EH40_02,dual,3RCD,ok,-10.477
EGFR/HER2,20260811,EH40_03,dual,3POZ,ok,-10.036
EGFR/HER2,20260811,EH40_03,dual,3RCD,ok,-10.268
EGFR/HER2,20260811,EH40_04,dual,3POZ,ok,-11.828
EGFR/HER2,20260811,EH40_04,dual,3RCD,ok,-11.652
EGFR/HER2,20260811,EH40_05,dual,3POZ,ok,-9.986
EGFR/HER2,20260811,EH40_05,dual,3RCD,ok,-9.947
EGFR/HER2,20260811,EH40_06,dual,3POZ,ok,-10.375
EGFR/HER2,20260811,EH40_06,dual,3RCD,ok,-10.349
EGFR/HER2,20260811,EH40_07,dual,3POZ,ok,-9.109
EGFR/HER2,20260811,EH40_07,dual,3RCD,ok,-9.722
EGFR/HER2,20260811,EH40_08,dual,3POZ,ok,-9.676
EGFR/HER2,20260811,EH40_08,dual,3RCD,ok,-9.723
EGFR/HER2,20260811,EH40_09,dual,3POZ,ok,-10.958
EGFR/HER2,20260811,EH40_09,dual,3RCD,ok,-9.714
EGFR/HER2,20260811,EH40_10,dual,3POZ,ok,-8.639
EGFR/HER2,20260811,EH40_10,dual,3RCD,ok,-8.293
EGFR/HER2,20260811,EH40_11,dual,3POZ,ok,-10.039
EGFR/HER2,20260811,EH40_11,dual,3RCD,ok,-10.308
EGFR/HER2,20260811,EH40_12,dual,3POZ,ok,-9.482
EGFR/HER2,20260811,EH40_12,dual,3RCD,ok,-10.451
EGFR/HER2,20260811,EH40_13,dual,3POZ,ok,-9.811
EGFR/HER2,20260811,EH40_13,dual,3RCD,ok,-9.263
EGFR/HER2,20260811,EH40_14,dual,3POZ,ok,-7.113
EGFR/HER2,20260811,EH40_14,dual,3RCD,ok,-7.541
EGFR/HER2,20260811,EH40_15,dual,3POZ,ok,-8.212
EGFR/HER2,20260811,EH40_15,dual,3RCD,ok,-8.229
EGFR/HER2,20260811,EH40_16,A_only,3POZ,ok,-10.419
EGFR/HER2,20260811,EH40_16,A_only,3RCD,ok,-10.08
EGFR/HER2,20260811,EH40_17,A_only,3POZ,ok,-8.679
EGFR/HER2,20260811,EH40_17,A_only,3RCD,ok,-8.518
EGFR/HER2,20260811,EH40_18,A_only,3POZ,ok,-10.896
EGFR/HER2,20260811,EH40_18,A_only,3RCD,ok,-12.393
EGFR/HER2,20260811,EH40_19,A_only,3POZ,ok,-8.439
EGFR/HER2,20260811,EH40_19,A_only,3RCD,ok,-8.191
EGFR/HER2,20260811,EH40_20,A_only,3POZ,ok,-10.311
EGFR/HER2,20260811,EH40_20,A_only,3RCD,ok,-9.666
EGFR/HER2,20260811,EH40_21,A_only,3POZ,ok,-9.597
EGFR/HER2,20260811,EH40_21,A_only,3RCD,ok,-9.035
EGFR/HER2,20260811,EH40_22,A_only,3POZ,ok,-9.854
EGFR/HER2,20260811,EH40_22,A_only,3RCD,ok,-10.153
EGFR/HER2,20260811,EH40_23,A_only,3POZ,ok,-11.112
EGFR/HER2,20260811,EH40_23,A_only,3RCD,ok,-10.839
EGFR/HER2,20260811,EH40_24,A_only,3POZ,ok,-7.025
EGFR/HER2,20260811,EH40_24,A_only,3RCD,ok,-6.958
EGFR/HER2,20260811,EH40_25,A_only,3POZ,ok,-7.421
EGFR/HER2,20260811,EH40_25,A_only,3RCD,ok,-8.189
EGFR/HER2,20260811,EH40_26,A_only,3POZ,ok,-7.323
EGFR/HER2,20260811,EH40_26,A_only,3RCD,ok,-7.483
EGFR/HER2,20260811,EH40_27,A_only,3POZ,ok,-8.886
EGFR/HER2,20260811,EH40_27,A_only,3RCD,ok,-9.208
EGFR/HER2,20260811,EH40_28,B_only,3POZ,ok,-11.014
EGFR/HER2,20260811,EH40_28,B_only,3RCD,ok,-11.542
EGFR/HER2,20260811,EH40_29,B_only,3POZ,ok,-9.333
EGFR/HER2,20260811,EH40_29,B_only,3RCD,ok,-8.993
EGFR/HER2,20260811,EH40_30,B_only,3POZ,ok,-9.4
EGFR/HER2,20260811,EH40_30,B_only,3RCD,ok,-9.538
EGFR/HER2,20260811,EH40_31,B_only,3POZ,ok,-10.217
EGFR/HER2,20260811,EH40_31,B_only,3RCD,ok,-9.814
EGFR/HER2,20260811,EH40_32,B_only,3POZ,ok,-9.336
EGFR/HER2,20260811,EH40_32,B_only,3RCD,ok,-9.722
EGFR/HER2,20260811,EH40_33,B_only,3POZ,ok,-10.5
EGFR/HER2,20260811,EH40_33,B_only,3RCD,ok,-10.502
EGFR/HER2,20260811,EH40_34,B_only,3POZ,ok,-9.685
EGFR/HER2,20260811,EH40_34,B_only,3RCD,ok,-9.418
EGFR/HER2,20260811,EH40_35,B_only,3POZ,ok,-10.186
EGFR/HER2,20260811,EH40_35,B_only,3RCD,ok,-10.516
EGFR/HER2,20260811,EH40_36,B_only,3POZ,ok,-10.136
EGFR/HER2,20260811,EH40_36,B_only,3RCD,ok,-10.596
EGFR/HER2,20260811,EH40_37,B_only,3POZ,ok,-10.6
EGFR/HER2,20260811,EH40_37,B_only,3RCD,ok,-10.653
EGFR/HER2,20260811,EH40_38,neither,3POZ,ok,-9.703
EGFR/HER2,20260811,EH40_38,neither,3RCD,ok,-9.746
EGFR/HER2,20260811,EH40_39,neither,3POZ,ok,-10.14
EGFR/HER2,20260811,EH40_39,neither,3RCD,ok,-10.133
EGFR/HER2,20260811,EH40_40,neither,3POZ,ok,-8.014
EGFR/HER2,20260811,EH40_40,neither,3RCD,ok,-8.68
EGFR/HER2,20260812,EH120_041,dual,3POZ,ok,-10.308
EGFR/HER2,20260812,EH120_041,dual,3RCD,ok,-10.95
EGFR/HER2,20260812,EH120_042,dual,3POZ,ok,-9.369
EGFR/HER2,20260812,EH120_042,dual,3RCD,ok,-9.524
EGFR/HER2,20260812,EH120_043,dual,3POZ,ok,-8.61
EGFR/HER2,20260812,EH120_043,dual,3RCD,ok,-9.038
EGFR/HER2,20260812,EH120_044,dual,3POZ,ok,-10.83
EGFR/HER2,20260812,EH120_044,dual,3RCD,ok,-9.7
EGFR/HER2,20260812,EH120_045,dual,3POZ,ok,-9.476
EGFR/HER2,20260812,EH120_045,dual,3RCD,ok,-9.554
EGFR/HER2,20260812,EH120_046,dual,3POZ,ok,-9.749
EGFR/HER2,20260812,EH120_046,dual,3RCD,ok,-9.779
EGFR/HER2,20260812,EH120_047,dual,3POZ,ok,-9.982
EGFR/HER2,20260812,EH120_047,dual,3RCD,ok,-9.298
EGFR/HER2,20260812,EH120_048,dual,3POZ,ok,-9.334
EGFR/HER2,20260812,EH120_048,dual,3RCD,ok,-8.317
EGFR/HER2,20260812,EH120_049,dual,3POZ,ok,-10.171
EGFR/HER2,20260812,EH120_049,dual,3RCD,ok,-9.715
EGFR/HER2,20260812,EH120_050,dual,3POZ,ok,-10.356
EGFR/HER2,20260812,EH120_050,dual,3RCD,ok,-9.945
EGFR/HER2,20260812,EH120_051,dual,3POZ,ok,-8.905
EGFR/HER2,20260812,EH120_051,dual,3RCD,ok,-8.28
EGFR/HER2,20260812,EH120_052,dual,3POZ,ok,-10.109
EGFR/HER2,20260812,EH120_052,dual,3RCD,ok,-9.863
EGFR/HER2,20260812,EH120_053,dual,3POZ,ok,-9.782
EGFR/HER2,20260812,EH120_053,dual,3RCD,ok,-10.676
EGFR/HER2,20260812,EH120_054,A_only,3POZ,ok,-7.502
EGFR/HER2,20260812,EH120_054,A_only,3RCD,ok,-7.672
EGFR/HER2,20260812,EH120_055,A_only,3POZ,ok,-9.112
EGFR/HER2,20260812,EH120_055,A_only,3RCD,ok,-8.298
EGFR/HER2,20260812,EH120_056,A_only,3POZ,ok,-7.923
EGFR/HER2,20260812,EH120_056,A_only,3RCD,ok,-8.004
EGFR/HER2,20260812,EH120_057,A_only,3POZ,ok,-8.002
EGFR/HER2,20260812,EH120_057,A_only,3RCD,ok,-7.715
EGFR/HER2,20260812,EH120_058,A_only,3POZ,ok,-9.796
EGFR/HER2,20260812,EH120_058,A_only,3RCD,ok,-9.225
EGFR/HER2,20260812,EH120_059,A_only,3POZ,ok,-9.254
EGFR/HER2,20260812,EH120_059,A_only,3RCD,ok,-8.689
EGFR/HER2,20260812,EH120_060,A_only,3POZ,ok,-8.516
EGFR/HER2,20260812,EH120_060,A_only,3RCD,ok,-9.155
EGFR/HER2,20260812,EH120_061,A_only,3POZ,ok,-10.446
EGFR/HER2,20260812,EH120_061,A_only,3RCD,ok,-10.888
EGFR/HER2,20260812,EH120_062,A_only,3POZ,ok,-11.138
EGFR/HER2,20260812,EH120_062,A_only,3RCD,ok,-10.404
EGFR/HER2,20260812,EH120_063,A_only,3POZ,ok,-9.368
EGFR/HER2,20260812,EH120_063,A_only,3RCD,ok,-9.763
EGFR/HER2,20260812,EH120_064,A_only,3POZ,ok,-7.802
EGFR/HER2,20260812,EH120_064,A_only,3RCD,ok,-8.058
EGFR/HER2,20260812,EH120_065,A_only,3POZ,ok,-8.571
EGFR/HER2,20260812,EH120_065,A_only,3RCD,ok,-8.602
EGFR/HER2,20260812,EH120_066,A_only,3POZ,ok,-8.642
EGFR/HER2,20260812,EH120_066,A_only,3RCD,ok,-8.522
EGFR/HER2,20260812,EH120_067,A_only,3POZ,ok,-8.142
EGFR/HER2,20260812,EH120_067,A_only,3RCD,ok,-8.796
EGFR/HER2,20260812,EH120_068,A_only,3POZ,ok,-8.82
EGFR/HER2,20260812,EH120_068,A_only,3RCD,ok,-9.122
EGFR/HER2,20260812,EH120_069,A_only,3POZ,ok,-8.599
EGFR/HER2,20260812,EH120_069,A_only,3RCD,ok,-8.801
EGFR/HER2,20260812,EH120_070,A_only,3POZ,ok,-8.84
EGFR/HER2,20260812,EH120_070,A_only,3RCD,ok,-9.098
EGFR/HER2,20260812,EH120_071,A_only,3POZ,ok,-10.534
EGFR/HER2,20260812,EH120_071,A_only,3RCD,ok,-10.045
EGFR/HER2,20260812,EH120_072,A_only,3POZ,ok,-11.135
EGFR/HER2,20260812,EH120_072,A_only,3RCD,ok,-11.013
EGFR/HER2,20260812,EH120_073,A_only,3POZ,ok,-9.922
EGFR/HER2,20260812,EH120_073,A_only,3RCD,ok,-10.049
EGFR/HER2,20260812,EH120_074,A_only,3POZ,ok,-8.248
EGFR/HER2,20260812,EH120_074,A_only,3RCD,ok,-8.348
EGFR/HER2,20260812,EH120_075,A_only,3POZ,ok,-8.151
EGFR/HER2,20260812,EH120_075,A_only,3RCD,ok,-8.159
EGFR/HER2,20260812,EH120_076,A_only,3POZ,ok,-8.431
EGFR/HER2,20260812,EH120_076,A_only,3RCD,ok,-8.76
EGFR/HER2,20260812,EH120_077,A_only,3POZ,ok,-8.647
EGFR/HER2,20260812,EH120_077,A_only,3RCD,ok,-9.509
EGFR/HER2,20260812,EH120_078,A_only,3POZ,ok,-9.973
EGFR/HER2,20260812,EH120_078,A_only,3RCD,ok,-9.489
EGFR/HER2,20260812,EH120_079,A_only,3POZ,ok,-7.828
EGFR/HER2,20260812,EH120_079,A_only,3RCD,ok,-7.816
EGFR/HER2,20260812,EH120_080,B_only,3POZ,ok,-9.571
EGFR/HER2,20260812,EH120_080,B_only,3RCD,ok,-10.142
EGFR/HER2,20260812,EH120_081,B_only,3POZ,ok,-10.605
EGFR/HER2,20260812,EH120_081,B_only,3RCD,ok,-10.67
EGFR/HER2,20260812,EH120_082,B_only,3POZ,ok,-8.98
EGFR/HER2,20260812,EH120_082,B_only,3RCD,ok,-9.418
EGFR/HER2,20260812,EH120_083,B_only,3POZ,ok,-10.786
EGFR/HER2,20260812,EH120_083,B_only,3RCD,ok,-10.642
EGFR/HER2,20260812,EH120_084,B_only,3POZ,ok,-10.681
EGFR/HER2,20260812,EH120_084,B_only,3RCD,ok,-10.729
EGFR/HER2,20260812,EH120_085,B_only,3POZ,ok,-10.87
EGFR/HER2,20260812,EH120_085,B_only,3RCD,ok,-11.508
EGFR/HER2,20260812,EH120_086,B_only,3POZ,ok,-10.396
EGFR/HER2,20260812,EH120_086,B_only,3RCD,ok,-10.487
EGFR/HER2,20260812,EH120_087,B_only,3POZ,ok,-10.848
EGFR/HER2,20260812,EH120_087,B_only,3RCD,ok,-10.841
EGFR/HER2,20260812,EH120_088,B_only,3POZ,ok,-10.935
EGFR/HER2,20260812,EH120_088,B_only,3RCD,ok,-12.222
EGFR/HER2,20260812,EH120_089,B_only,3POZ,ok,-8.864
EGFR/HER2,20260812,EH120_089,B_only,3RCD,ok,-9.503
EGFR/HER2,20260812,EH120_090,B_only,3POZ,ok,-9.49
EGFR/HER2,20260812,EH120_090,B_only,3RCD,ok,-9.771
EGFR/HER2,20260812,EH120_091,B_only,3POZ,ok,-10.01
EGFR/HER2,20260812,EH120_091,B_only,3RCD,ok,-10.382
EGFR/HER2,20260812,EH120_092,B_only,3POZ,ok,-10.613
EGFR/HER2,20260812,EH120_092,B_only,3RCD,ok,-10.856
EGFR/HER2,20260812,EH120_093,B_only,3POZ,ok,-10.274
EGFR/HER2,20260812,EH120_093,B_only,3RCD,ok,-10.641
EGFR/HER2,20260812,EH120_094,B_only,3POZ,ok,-8.571
EGFR/HER2,20260812,EH120_094,B_only,3RCD,ok,-8.553
EGFR/HER2,20260812,EH120_095,B_only,3POZ,ok,-10.262
EGFR/HER2,20260812,EH120_095,B_only,3RCD,ok,-10.53
EGFR/HER2,20260812,EH120_096,B_only,3POZ,ok,-10.589
EGFR/HER2,20260812,EH120_096,B_only,3RCD,ok,-10.694
EGFR/HER2,20260812,EH120_097,B_only,3POZ,ok,-9.805
EGFR/HER2,20260812,EH120_097,B_only,3RCD,ok,-10.462
EGFR/HER2,20260812,EH120_098,B_only,3POZ,ok,-10.409
EGFR/HER2,20260812,EH120_098,B_only,3RCD,ok,-10.679
EGFR/HER2,20260812,EH120_099,B_only,3POZ,ok,-10.222
EGFR/HER2,20260812,EH120_099,B_only,3RCD,ok,-9.9
EGFR/HER2,20260812,EH120_100,B_only,3POZ,ok,-10.1
EGFR/HER2,20260812,EH120_100,B_only,3RCD,ok,-10.969
EGFR/HER2,20260812,EH120_101,B_only,3POZ,ok,-10.659
EGFR/HER2,20260812,EH120_101,B_only,3RCD,ok,-10.631
EGFR/HER2,20260812,EH120_102,neither,3POZ,ok,-6.425
EGFR/HER2,20260812,EH120_102,neither,3RCD,ok,-6.792
EGFR/HER2,20260812,EH120_103,neither,3POZ,ok,-8.758
EGFR/HER2,20260812,EH120_103,neither,3RCD,ok,-9.209
EGFR/HER2,20260812,EH120_104,neither,3POZ,ok,-10.198
EGFR/HER2,20260812,EH120_104,neither,3RCD,ok,-11.163
EGFR/HER2,20260812,EH120_105,neither,3POZ,ok,-9.171
EGFR/HER2,20260812,EH120_105,neither,3RCD,ok,-9.192
EGFR/HER2,20260812,EH120_106,neither,3POZ,ok,-9.055
EGFR/HER2,20260812,EH120_106,neither,3RCD,ok,-9.569
EGFR/HER2,20260812,EH120_107,neither,3POZ,ok,-8.041
EGFR/HER2,20260812,EH120_107,neither,3RCD,ok,-8.1
EGFR/HER2,20260812,EH120_108,neither,3POZ,ok,-7.691
EGFR/HER2,20260812,EH120_108,neither,3RCD,ok,-7.859
EGFR/HER2,20260812,EH120_109,neither,3POZ,ok,-4.617
EGFR/HER2,20260812,EH120_109,neither,3RCD,ok,-4.782
EGFR/HER2,20260812,EH120_110,neither,3POZ,ok,-6.896
EGFR/HER2,20260812,EH120_110,neither,3RCD,ok,-7.091
EGFR/HER2,20260812,EH40_01,dual,3POZ,ok,-10.511
EGFR/HER2,20260812,EH40_01,dual,3RCD,ok,-9.997
EGFR/HER2,20260812,EH40_02,dual,3POZ,ok,-10.609
EGFR/HER2,20260812,EH40_02,dual,3RCD,ok,-10.611
EGFR/HER2,20260812,EH40_03,dual,3POZ,ok,-10.08
EGFR/HER2,20260812,EH40_03,dual,3RCD,ok,-10.29
EGFR/HER2,20260812,EH40_04,dual,3POZ,ok,-12.141
EGFR/HER2,20260812,EH40_04,dual,3RCD,ok,-11.614
EGFR/HER2,20260812,EH40_05,dual,3POZ,ok,-10.125
EGFR/HER2,20260812,EH40_05,dual,3RCD,ok,-10.062
EGFR/HER2,20260812,EH40_06,dual,3POZ,ok,-9.762
EGFR/HER2,20260812,EH40_06,dual,3RCD,ok,-10.068
EGFR/HER2,20260812,EH40_07,dual,3POZ,ok,-9.208
EGFR/HER2,20260812,EH40_07,dual,3RCD,ok,-9.732
EGFR/HER2,20260812,EH40_08,dual,3POZ,ok,-9.664
EGFR/HER2,20260812,EH40_08,dual,3RCD,ok,-9.601
EGFR/HER2,20260812,EH40_09,dual,3POZ,ok,-10.539
EGFR/HER2,20260812,EH40_09,dual,3RCD,ok,-9.792
EGFR/HER2,20260812,EH40_10,dual,3POZ,ok,-8.626
EGFR/HER2,20260812,EH40_10,dual,3RCD,ok,-8.158
EGFR/HER2,20260812,EH40_11,dual,3POZ,ok,-9.986
EGFR/HER2,20260812,EH40_11,dual,3RCD,ok,-10.312
EGFR/HER2,20260812,EH40_12,dual,3POZ,ok,-10.43
EGFR/HER2,20260812,EH40_12,dual,3RCD,ok,-10.443
EGFR/HER2,20260812,EH40_13,dual,3POZ,ok,-10.107
EGFR/HER2,20260812,EH40_13,dual,3RCD,ok,-9.308
EGFR/HER2,20260812,EH40_14,dual,3POZ,ok,-7.093
EGFR/HER2,20260812,EH40_14,dual,3RCD,ok,-7.518
EGFR/HER2,20260812,EH40_15,dual,3POZ,ok,-8.294
EGFR/HER2,20260812,EH40_15,dual,3RCD,ok,-8.259
EGFR/HER2,20260812,EH40_16,A_only,3POZ,ok,-10.411
EGFR/HER2,20260812,EH40_16,A_only,3RCD,ok,-10.13
EGFR/HER2,20260812,EH40_17,A_only,3POZ,ok,-8.688
EGFR/HER2,20260812,EH40_17,A_only,3RCD,ok,-8.46
EGFR/HER2,20260812,EH40_18,A_only,3POZ,ok,-11.039
EGFR/HER2,20260812,EH40_18,A_only,3RCD,ok,-12.196
EGFR/HER2,20260812,EH40_19,A_only,3POZ,ok,-8.006
EGFR/HER2,20260812,EH40_19,A_only,3RCD,ok,-8.191
EGFR/HER2,20260812,EH40_20,A_only,3POZ,ok,-10.321
EGFR/HER2,20260812,EH40_20,A_only,3RCD,ok,-9.644
EGFR/HER2,20260812,EH40_21,A_only,3POZ,ok,-9.647
EGFR/HER2,20260812,EH40_21,A_only,3RCD,ok,-9.01
EGFR/HER2,20260812,EH40_22,A_only,3POZ,ok,-10.043
EGFR/HER2,20260812,EH40_22,A_only,3RCD,ok,-10.133
EGFR/HER2,20260812,EH40_23,A_only,3POZ,ok,-11.477
EGFR/HER2,20260812,EH40_23,A_only,3RCD,ok,-11.016
EGFR/HER2,20260812,EH40_24,A_only,3POZ,ok,-6.824
EGFR/HER2,20260812,EH40_24,A_only,3RCD,ok,-6.609
EGFR/HER2,20260812,EH40_25,A_only,3POZ,ok,-7.937
EGFR/HER2,20260812,EH40_25,A_only,3RCD,ok,-8.036
EGFR/HER2,20260812,EH40_26,A_only,3POZ,ok,-7.395
EGFR/HER2,20260812,EH40_26,A_only,3RCD,ok,-7.744
EGFR/HER2,20260812,EH40_27,A_only,3POZ,ok,-8.825
EGFR/HER2,20260812,EH40_27,A_only,3RCD,ok,-9.212
EGFR/HER2,20260812,EH40_28,B_only,3POZ,ok,-10.962
EGFR/HER2,20260812,EH40_28,B_only,3RCD,ok,-11.549
EGFR/HER2,20260812,EH40_29,B_only,3POZ,ok,-9.422
EGFR/HER2,20260812,EH40_29,B_only,3RCD,ok,-8.944
EGFR/HER2,20260812,EH40_30,B_only,3POZ,ok,-9.338
EGFR/HER2,20260812,EH40_30,B_only,3RCD,ok,-9.564
EGFR/HER2,20260812,EH40_31,B_only,3POZ,ok,-10.244
EGFR/HER2,20260812,EH40_31,B_only,3RCD,ok,-9.832
EGFR/HER2,20260812,EH40_32,B_only,3POZ,ok,-9.104
EGFR/HER2,20260812,EH40_32,B_only,3RCD,ok,-9.771
EGFR/HER2,20260812,EH40_33,B_only,3POZ,ok,-11.162
EGFR/HER2,20260812,EH40_33,B_only,3RCD,ok,-10.593
EGFR/HER2,20260812,EH40_34,B_only,3POZ,ok,-9.88
EGFR/HER2,20260812,EH40_34,B_only,3RCD,ok,-9.188
EGFR/HER2,20260812,EH40_35,B_only,3POZ,ok,-10.316
EGFR/HER2,20260812,EH40_35,B_only,3RCD,ok,-10.552
EGFR/HER2,20260812,EH40_36,B_only,3POZ,ok,-10.17
EGFR/HER2,20260812,EH40_36,B_only,3RCD,ok,-10.676
EGFR/HER2,20260812,EH40_37,B_only,3POZ,ok,-10.602
EGFR/HER2,20260812,EH40_37,B_only,3RCD,ok,-10.703
EGFR/HER2,20260812,EH40_38,neither,3POZ,ok,-9.393
EGFR/HER2,20260812,EH40_38,neither,3RCD,ok,-9.769
EGFR/HER2,20260812,EH40_39,neither,3POZ,ok,-10.153
EGFR/HER2,20260812,EH40_39,neither,3RCD,ok,-10.162
EGFR/HER2,20260812,EH40_40,neither,3POZ,ok,-7.8
EGFR/HER2,20260812,EH40_40,neither,3RCD,ok,-8.678
EGFR/HER2,20260813,EH120_041,dual,3POZ,ok,-10.403
EGFR/HER2,20260813,EH120_041,dual,3RCD,ok,-10.964
EGFR/HER2,20260813,EH120_042,dual,3POZ,ok,-9.334
EGFR/HER2,20260813,EH120_042,dual,3RCD,ok,-9.395
EGFR/HER2,20260813,EH120_043,dual,3POZ,ok,-8.607
EGFR/HER2,20260813,EH120_043,dual,3RCD,ok,-9.049
EGFR/HER2,20260813,EH120_044,dual,3POZ,ok,-10.753
EGFR/HER2,20260813,EH120_044,dual,3RCD,ok,-9.712
EGFR/HER2,20260813,EH120_045,dual,3POZ,ok,-9.299
EGFR/HER2,20260813,EH120_045,dual,3RCD,ok,-9.762
EGFR/HER2,20260813,EH120_046,dual,3POZ,ok,-9.416
EGFR/HER2,20260813,EH120_046,dual,3RCD,ok,-9.795
EGFR/HER2,20260813,EH120_047,dual,3POZ,ok,-10.076
EGFR/HER2,20260813,EH120_047,dual,3RCD,ok,-9.234
EGFR/HER2,20260813,EH120_048,dual,3POZ,ok,-9.335
EGFR/HER2,20260813,EH120_048,dual,3RCD,ok,-8.323
EGFR/HER2,20260813,EH120_049,dual,3POZ,ok,-10.324
EGFR/HER2,20260813,EH120_049,dual,3RCD,ok,-9.636
EGFR/HER2,20260813,EH120_050,dual,3POZ,ok,-10.348
EGFR/HER2,20260813,EH120_050,dual,3RCD,ok,-9.804
EGFR/HER2,20260813,EH120_051,dual,3POZ,ok,-8.811
EGFR/HER2,20260813,EH120_051,dual,3RCD,ok,-8.265
EGFR/HER2,20260813,EH120_052,dual,3POZ,ok,-9.971
EGFR/HER2,20260813,EH120_052,dual,3RCD,ok,-9.823
EGFR/HER2,20260813,EH120_053,dual,3POZ,ok,-10.125
EGFR/HER2,20260813,EH120_053,dual,3RCD,ok,-10.64
EGFR/HER2,20260813,EH120_054,A_only,3POZ,ok,-7.501
EGFR/HER2,20260813,EH120_054,A_only,3RCD,ok,-7.666
EGFR/HER2,20260813,EH120_055,A_only,3POZ,ok,-9.06
EGFR/HER2,20260813,EH120_055,A_only,3RCD,ok,-8.307
EGFR/HER2,20260813,EH120_056,A_only,3POZ,ok,-8.05
EGFR/HER2,20260813,EH120_056,A_only,3RCD,ok,-8.028
EGFR/HER2,20260813,EH120_057,A_only,3POZ,ok,-7.984
EGFR/HER2,20260813,EH120_057,A_only,3RCD,ok,-7.694
EGFR/HER2,20260813,EH120_058,A_only,3POZ,ok,-9.74
EGFR/HER2,20260813,EH120_058,A_only,3RCD,ok,-9.227
EGFR/HER2,20260813,EH120_059,A_only,3POZ,ok,-9.566
EGFR/HER2,20260813,EH120_059,A_only,3RCD,ok,-8.718
EGFR/HER2,20260813,EH120_060,A_only,3POZ,ok,-8.642
EGFR/HER2,20260813,EH120_060,A_only,3RCD,ok,-9.122
EGFR/HER2,20260813,EH120_061,A_only,3POZ,ok,-10.388
EGFR/HER2,20260813,EH120_061,A_only,3RCD,ok,-10.888
EGFR/HER2,20260813,EH120_062,A_only,3POZ,ok,-10.45
EGFR/HER2,20260813,EH120_062,A_only,3RCD,ok,-10.937
EGFR/HER2,20260813,EH120_063,A_only,3POZ,ok,-9.563
EGFR/HER2,20260813,EH120_063,A_only,3RCD,ok,-10.132
EGFR/HER2,20260813,EH120_064,A_only,3POZ,ok,-7.842
EGFR/HER2,20260813,EH120_064,A_only,3RCD,ok,-8.165
EGFR/HER2,20260813,EH120_065,A_only,3POZ,ok,-8.596
EGFR/HER2,20260813,EH120_065,A_only,3RCD,ok,-8.623
EGFR/HER2,20260813,EH120_066,A_only,3POZ,ok,-8.603
EGFR/HER2,20260813,EH120_066,A_only,3RCD,ok,-8.537
EGFR/HER2,20260813,EH120_067,A_only,3POZ,ok,-8.492
EGFR/HER2,20260813,EH120_067,A_only,3RCD,ok,-8.813
EGFR/HER2,20260813,EH120_068,A_only,3POZ,ok,-9.245
EGFR/HER2,20260813,EH120_068,A_only,3RCD,ok,-9.023
EGFR/HER2,20260813,EH120_069,A_only,3POZ,ok,-8.716
EGFR/HER2,20260813,EH120_069,A_only,3RCD,ok,-8.812
EGFR/HER2,20260813,EH120_070,A_only,3POZ,ok,-8.84
EGFR/HER2,20260813,EH120_070,A_only,3RCD,ok,-9.109
EGFR/HER2,20260813,EH120_071,A_only,3POZ,ok,-9.688
EGFR/HER2,20260813,EH120_071,A_only,3RCD,ok,-10.057
EGFR/HER2,20260813,EH120_072,A_only,3POZ,ok,-11.158
EGFR/HER2,20260813,EH120_072,A_only,3RCD,ok,-11.002
EGFR/HER2,20260813,EH120_073,A_only,3POZ,ok,-9.869
EGFR/HER2,20260813,EH120_073,A_only,3RCD,ok,-10.025
EGFR/HER2,20260813,EH120_074,A_only,3POZ,ok,-8.344
EGFR/HER2,20260813,EH120_074,A_only,3RCD,ok,-8.546
EGFR/HER2,20260813,EH120_075,A_only,3POZ,ok,-8.105
EGFR/HER2,20260813,EH120_075,A_only,3RCD,ok,-8.339
EGFR/HER2,20260813,EH120_076,A_only,3POZ,ok,-8.395
EGFR/HER2,20260813,EH120_076,A_only,3RCD,ok,-8.784
EGFR/HER2,20260813,EH120_077,A_only,3POZ,ok,-8.637
EGFR/HER2,20260813,EH120_077,A_only,3RCD,ok,-9.5
EGFR/HER2,20260813,EH120_078,A_only,3POZ,ok,-9.936
EGFR/HER2,20260813,EH120_078,A_only,3RCD,ok,-9.596
EGFR/HER2,20260813,EH120_079,A_only,3POZ,ok,-7.872
EGFR/HER2,20260813,EH120_079,A_only,3RCD,ok,-7.79
EGFR/HER2,20260813,EH120_080,B_only,3POZ,ok,-9.527
EGFR/HER2,20260813,EH120_080,B_only,3RCD,ok,-10.079
EGFR/HER2,20260813,EH120_081,B_only,3POZ,ok,-10.594
EGFR/HER2,20260813,EH120_081,B_only,3RCD,ok,-10.77
EGFR/HER2,20260813,EH120_082,B_only,3POZ,ok,-9.62
EGFR/HER2,20260813,EH120_082,B_only,3RCD,ok,-9.437
EGFR/HER2,20260813,EH120_083,B_only,3POZ,ok,-10.786
EGFR/HER2,20260813,EH120_083,B_only,3RCD,ok,-10.546
EGFR/HER2,20260813,EH120_084,B_only,3POZ,ok,-10.614
EGFR/HER2,20260813,EH120_084,B_only,3RCD,ok,-10.676
EGFR/HER2,20260813,EH120_085,B_only,3POZ,ok,-10.882
