pair,seed,ligand,class,pdb,status,vina_mode1
EGFR/HER2,20260813,EH120_085,B_only,3RCD,ok,-11.489
EGFR/HER2,20260813,EH120_086,B_only,3POZ,ok,-10.359
EGFR/HER2,20260813,EH120_086,B_only,3RCD,ok,-10.755
EGFR/HER2,20260813,EH120_087,B_only,3POZ,ok,-10.812
EGFR/HER2,20260813,EH120_087,B_only,3RCD,ok,-10.85
EGFR/HER2,20260813,EH120_088,B_only,3POZ,ok,-10.971
EGFR/HER2,20260813,EH120_088,B_only,3RCD,ok,-12.227
EGFR/HER2,20260813,EH120_089,B_only,3POZ,ok,-8.622
EGFR/HER2,20260813,EH120_089,B_only,3RCD,ok,-9.516
EGFR/HER2,20260813,EH120_090,B_only,3POZ,ok,-9.365
EGFR/HER2,20260813,EH120_090,B_only,3RCD,ok,-9.869
EGFR/HER2,20260813,EH120_091,B_only,3POZ,ok,-9.843
EGFR/HER2,20260813,EH120_091,B_only,3RCD,ok,-10.465
EGFR/HER2,20260813,EH120_092,B_only,3POZ,ok,-10.627
EGFR/HER2,20260813,EH120_092,B_only,3RCD,ok,-10.887
EGFR/HER2,20260813,EH120_093,B_only,3POZ,ok,-10.303
EGFR/HER2,20260813,EH120_093,B_only,3RCD,ok,-10.382
EGFR/HER2,20260813,EH120_094,B_only,3POZ,ok,-8.623
EGFR/HER2,20260813,EH120_094,B_only,3RCD,ok,-8.592
EGFR/HER2,20260813,EH120_095,B_only,3POZ,ok,-10.278
EGFR/HER2,20260813,EH120_095,B_only,3RCD,ok,-10.517
EGFR/HER2,20260813,EH120_096,B_only,3POZ,ok,-10.56
EGFR/HER2,20260813,EH120_096,B_only,3RCD,ok,-10.754
EGFR/HER2,20260813,EH120_097,B_only,3POZ,ok,-10.22
EGFR/HER2,20260813,EH120_097,B_only,3RCD,ok,-10.47
EGFR/HER2,20260813,EH120_098,B_only,3POZ,ok,-10.359
EGFR/HER2,20260813,EH120_098,B_only,3RCD,ok,-10.87
EGFR/HER2,20260813,EH120_099,B_only,3POZ,ok,-10.167
EGFR/HER2,20260813,EH120_099,B_only,3RCD,ok,-9.83
EGFR/HER2,20260813,EH120_100,B_only,3POZ,ok,-10.085
EGFR/HER2,20260813,EH120_100,B_only,3RCD,ok,-10.335
EGFR/HER2,20260813,EH120_101,B_only,3POZ,ok,-10.701
EGFR/HER2,20260813,EH120_101,B_only,3RCD,ok,-10.642
EGFR/HER2,20260813,EH120_102,neither,3POZ,ok,-6.21
EGFR/HER2,20260813,EH120_102,neither,3RCD,ok,-6.904
EGFR/HER2,20260813,EH120_103,neither,3POZ,ok,-8.7
EGFR/HER2,20260813,EH120_103,neither,3RCD,ok,-9.216
EGFR/HER2,20260813,EH120_104,neither,3POZ,ok,-10.227
EGFR/HER2,20260813,EH120_104,neither,3RCD,ok,-11.18
EGFR/HER2,20260813,EH120_105,neither,3POZ,ok,-9.18
EGFR/HER2,20260813,EH120_105,neither,3RCD,ok,-9.258
EGFR/HER2,20260813,EH120_106,neither,3POZ,ok,-9.038
EGFR/HER2,20260813,EH120_106,neither,3RCD,ok,-9.553
EGFR/HER2,20260813,EH120_107,neither,3POZ,ok,-8.119
EGFR/HER2,20260813,EH120_107,neither,3RCD,ok,-7.541
EGFR/HER2,20260813,EH120_108,neither,3POZ,ok,-7.923
EGFR/HER2,20260813,EH120_108,neither,3RCD,ok,-7.462
EGFR/HER2,20260813,EH120_109,neither,3POZ,ok,-4.975
EGFR/HER2,20260813,EH120_109,neither,3RCD,ok,-4.716
EGFR/HER2,20260813,EH120_110,neither,3POZ,ok,-6.844
EGFR/HER2,20260813,EH120_110,neither,3RCD,ok,-7.088
EGFR/HER2,20260813,EH40_01,dual,3POZ,ok,-10.547
EGFR/HER2,20260813,EH40_01,dual,3RCD,ok,-9.952
EGFR/HER2,20260813,EH40_02,dual,3POZ,ok,-9.826
EGFR/HER2,20260813,EH40_02,dual,3RCD,ok,-10.569
EGFR/HER2,20260813,EH40_03,dual,3POZ,ok,-10.074
EGFR/HER2,20260813,EH40_03,dual,3RCD,ok,-10.29
EGFR/HER2,20260813,EH40_04,dual,3POZ,ok,-11.89
EGFR/HER2,20260813,EH40_04,dual,3RCD,ok,-11.665
EGFR/HER2,20260813,EH40_05,dual,3POZ,ok,-10.097
EGFR/HER2,20260813,EH40_05,dual,3RCD,ok,-9.969
EGFR/HER2,20260813,EH40_06,dual,3POZ,ok,-9.023
EGFR/HER2,20260813,EH40_06,dual,3RCD,ok,-10.209
EGFR/HER2,20260813,EH40_07,dual,3POZ,ok,-9.195
EGFR/HER2,20260813,EH40_07,dual,3RCD,ok,-9.595
EGFR/HER2,20260813,EH40_08,dual,3POZ,ok,-9.568
EGFR/HER2,20260813,EH40_08,dual,3RCD,ok,-9.762
EGFR/HER2,20260813,EH40_09,dual,3POZ,ok,-10.795
EGFR/HER2,20260813,EH40_09,dual,3RCD,ok,-9.789
EGFR/HER2,20260813,EH40_10,dual,3POZ,ok,-8.755
EGFR/HER2,20260813,EH40_10,dual,3RCD,ok,-8.314
EGFR/HER2,20260813,EH40_11,dual,3POZ,ok,-9.992
EGFR/HER2,20260813,EH40_11,dual,3RCD,ok,-10.343
EGFR/HER2,20260813,EH40_12,dual,3POZ,ok,-9.751
EGFR/HER2,20260813,EH40_12,dual,3RCD,ok,-10.421
EGFR/HER2,20260813,EH40_13,dual,3POZ,ok,-10.093
EGFR/HER2,20260813,EH40_13,dual,3RCD,ok,-9.393
EGFR/HER2,20260813,EH40_14,dual,3POZ,ok,-7.185
EGFR/HER2,20260813,EH40_14,dual,3RCD,ok,-7.512
EGFR/HER2,20260813,EH40_15,dual,3POZ,ok,-8.232
EGFR/HER2,20260813,EH40_15,dual,3RCD,ok,-8.222
EGFR/HER2,20260813,EH40_16,A_only,3POZ,ok,-10.739
EGFR/HER2,20260813,EH40_16,A_only,3RCD,ok,-10.101
EGFR/HER2,20260813,EH40_17,A_only,3POZ,ok,-8.971
EGFR/HER2,20260813,EH40_17,A_only,3RCD,ok,-8.56
EGFR/HER2,20260813,EH40_18,A_only,3POZ,ok,-11.031
EGFR/HER2,20260813,EH40_18,A_only,3RCD,ok,-12.364
EGFR/HER2,20260813,EH40_19,A_only,3POZ,ok,-8.388
EGFR/HER2,20260813,EH40_19,A_only,3RCD,ok,-8.18
EGFR/HER2,20260813,EH40_20,A_only,3POZ,ok,-10.253
EGFR/HER2,20260813,EH40_20,A_only,3RCD,ok,-9.624
EGFR/HER2,20260813,EH40_21,A_only,3POZ,ok,-9.628
EGFR/HER2,20260813,EH40_21,A_only,3RCD,ok,-9.14
EGFR/HER2,20260813,EH40_22,A_only,3POZ,ok,-10.091
EGFR/HER2,20260813,EH40_22,A_only,3RCD,ok,-10.182
EGFR/HER2,20260813,EH40_23,A_only,3POZ,ok,-10.998
EGFR/HER2,20260813,EH40_23,A_only,3RCD,ok,-11.001
EGFR/HER2,20260813,EH40_24,A_only,3POZ,ok,-7.038
EGFR/HER2,20260813,EH40_24,A_only,3RCD,ok,-6.65
EGFR/HER2,20260813,EH40_25,A_only,3POZ,ok,-7.936
EGFR/HER2,20260813,EH40_25,A_only,3RCD,ok,-8.188
EGFR/HER2,20260813,EH40_26,A_only,3POZ,ok,-7.381
EGFR/HER2,20260813,EH40_26,A_only,3RCD,ok,-7.101
EGFR/HER2,20260813,EH40_27,A_only,3POZ,ok,-8.821
EGFR/HER2,20260813,EH40_27,A_only,3RCD,ok,-9.221
EGFR/HER2,20260813,EH40_28,B_only,3POZ,ok,-10.988
EGFR/HER2,20260813,EH40_28,B_only,3RCD,ok,-11.529
EGFR/HER2,20260813,EH40_29,B_only,3POZ,ok,-9.414
EGFR/HER2,20260813,EH40_29,B_only,3RCD,ok,-8.985
EGFR/HER2,20260813,EH40_30,B_only,3POZ,ok,-9.372
EGFR/HER2,20260813,EH40_30,B_only,3RCD,ok,-9.57
EGFR/HER2,20260813,EH40_31,B_only,3POZ,ok,-10.183
EGFR/HER2,20260813,EH40_31,B_only,3RCD,ok,-9.824
EGFR/HER2,20260813,EH40_32,B_only,3POZ,ok,-9.085
EGFR/HER2,20260813,EH40_32,B_only,3RCD,ok,-9.769
EGFR/HER2,20260813,EH40_33,B_only,3POZ,ok,-10.573
EGFR/HER2,20260813,EH40_33,B_only,3RCD,ok,-10.602
EGFR/HER2,20260813,EH40_34,B_only,3POZ,ok,-9.815
EGFR/HER2,20260813,EH40_34,B_only,3RCD,ok,-9.404
EGFR/HER2,20260813,EH40_35,B_only,3POZ,ok,-10.168
EGFR/HER2,20260813,EH40_35,B_only,3RCD,ok,-10.556
EGFR/HER2,20260813,EH40_36,B_only,3POZ,ok,-9.928
EGFR/HER2,20260813,EH40_36,B_only,3RCD,ok,-10.678
EGFR/HER2,20260813,EH40_37,B_only,3POZ,ok,-10.577
EGFR/HER2,20260813,EH40_37,B_only,3RCD,ok,-10.742
EGFR/HER2,20260813,EH40_38,neither,3POZ,ok,-9.668
EGFR/HER2,20260813,EH40_38,neither,3RCD,ok,-9.747
EGFR/HER2,20260813,EH40_39,neither,3POZ,ok,-10.096
EGFR/HER2,20260813,EH40_39,neither,3RCD,ok,-9.99
EGFR/HER2,20260813,EH40_40,neither,3POZ,ok,-8.044
EGFR/HER2,20260813,EH40_40,neither,3RCD,ok,-8.634
EGFR/HER2,20260814,EH120_041,dual,3POZ,ok,-10.368
EGFR/HER2,20260814,EH120_041,dual,3RCD,ok,-10.987
EGFR/HER2,20260814,EH120_042,dual,3POZ,ok,-9.348
EGFR/HER2,20260814,EH120_042,dual,3RCD,ok,-9.491
EGFR/HER2,20260814,EH120_043,dual,3POZ,ok,-8.604
EGFR/HER2,20260814,EH120_043,dual,3RCD,ok,-9.042
EGFR/HER2,20260814,EH120_044,dual,3POZ,ok,-10.764
EGFR/HER2,20260814,EH120_044,dual,3RCD,ok,-9.671
EGFR/HER2,20260814,EH120_045,dual,3POZ,ok,-9.339
EGFR/HER2,20260814,EH120_045,dual,3RCD,ok,-9.762
EGFR/HER2,20260814,EH120_046,dual,3POZ,ok,-8.955
EGFR/HER2,20260814,EH120_046,dual,3RCD,ok,-9.813
EGFR/HER2,20260814,EH120_047,dual,3POZ,ok,-10.168
EGFR/HER2,20260814,EH120_047,dual,3RCD,ok,-9.105
EGFR/HER2,20260814,EH120_048,dual,3POZ,ok,-9.299
EGFR/HER2,20260814,EH120_048,dual,3RCD,ok,-8.294
EGFR/HER2,20260814,EH120_049,dual,3POZ,ok,-10.053
EGFR/HER2,20260814,EH120_049,dual,3RCD,ok,-9.714
EGFR/HER2,20260814,EH120_050,dual,3POZ,ok,-10.36
EGFR/HER2,20260814,EH120_050,dual,3RCD,ok,-10.097
EGFR/HER2,20260814,EH120_051,dual,3POZ,ok,-8.838
EGFR/HER2,20260814,EH120_051,dual,3RCD,ok,-8.275
EGFR/HER2,20260814,EH120_052,dual,3POZ,ok,-10.184
EGFR/HER2,20260814,EH120_052,dual,3RCD,ok,-9.894
EGFR/HER2,20260814,EH120_053,dual,3POZ,ok,-10.116
EGFR/HER2,20260814,EH120_053,dual,3RCD,ok,-10.666
EGFR/HER2,20260814,EH120_054,A_only,3POZ,ok,-7.497
EGFR/HER2,20260814,EH120_054,A_only,3RCD,ok,-7.703
EGFR/HER2,20260814,EH120_055,A_only,3POZ,ok,-8.966
EGFR/HER2,20260814,EH120_055,A_only,3RCD,ok,-8.25
EGFR/HER2,20260814,EH120_056,A_only,3POZ,ok,-7.848
EGFR/HER2,20260814,EH120_056,A_only,3RCD,ok,-8.05
EGFR/HER2,20260814,EH120_057,A_only,3POZ,ok,-7.565
EGFR/HER2,20260814,EH120_057,A_only,3RCD,ok,-7.7
EGFR/HER2,20260814,EH120_058,A_only,3POZ,ok,-9.722
EGFR/HER2,20260814,EH120_058,A_only,3RCD,ok,-9.211
EGFR/HER2,20260814,EH120_059,A_only,3POZ,ok,-9.151
EGFR/HER2,20260814,EH120_059,A_only,3RCD,ok,-8.727
EGFR/HER2,20260814,EH120_060,A_only,3POZ,ok,-8.667
EGFR/HER2,20260814,EH120_060,A_only,3RCD,ok,-9.147
EGFR/HER2,20260814,EH120_061,A_only,3POZ,ok,-10.85
EGFR/HER2,20260814,EH120_061,A_only,3RCD,ok,-10.835
EGFR/HER2,20260814,EH120_062,A_only,3POZ,ok,-11.234
EGFR/HER2,20260814,EH120_062,A_only,3RCD,ok,-11.014
EGFR/HER2,20260814,EH120_063,A_only,3POZ,ok,-9.517
EGFR/HER2,20260814,EH120_063,A_only,3RCD,ok,-10.134
EGFR/HER2,20260814,EH120_064,A_only,3POZ,ok,-7.953
EGFR/HER2,20260814,EH120_064,A_only,3RCD,ok,-8.117
EGFR/HER2,20260814,EH120_065,A_only,3POZ,ok,-8.612
EGFR/HER2,20260814,EH120_065,A_only,3RCD,ok,-8.929
EGFR/HER2,20260814,EH120_066,A_only,3POZ,ok,-8.598
EGFR/HER2,20260814,EH120_066,A_only,3RCD,ok,-8.541
EGFR/HER2,20260814,EH120_067,A_only,3POZ,ok,-8.512
EGFR/HER2,20260814,EH120_067,A_only,3RCD,ok,-8.815
EGFR/HER2,20260814,EH120_068,A_only,3POZ,ok,-9.062
EGFR/HER2,20260814,EH120_068,A_only,3RCD,ok,-9.123
EGFR/HER2,20260814,EH120_069,A_only,3POZ,ok,-8.689
EGFR/HER2,20260814,EH120_069,A_only,3RCD,ok,-8.844
EGFR/HER2,20260814,EH120_070,A_only,3POZ,ok,-8.879
EGFR/HER2,20260814,EH120_070,A_only,3RCD,ok,-9.111
EGFR/HER2,20260814,EH120_071,A_only,3POZ,ok,-9.766
EGFR/HER2,20260814,EH120_071,A_only,3RCD,ok,-10.051
EGFR/HER2,20260814,EH120_072,A_only,3POZ,ok,-11.122
EGFR/HER2,20260814,EH120_072,A_only,3RCD,ok,-11.015
EGFR/HER2,20260814,EH120_073,A_only,3POZ,ok,-9.859
EGFR/HER2,20260814,EH120_073,A_only,3RCD,ok,-9.9
EGFR/HER2,20260814,EH120_074,A_only,3POZ,ok,-8.263
EGFR/HER2,20260814,EH120_074,A_only,3RCD,ok,-8.507
EGFR/HER2,20260814,EH120_075,A_only,3POZ,ok,-8.016
EGFR/HER2,20260814,EH120_075,A_only,3RCD,ok,-8.321
EGFR/HER2,20260814,EH120_076,A_only,3POZ,ok,-8.447
EGFR/HER2,20260814,EH120_076,A_only,3RCD,ok,-8.786
EGFR/HER2,20260814,EH120_077,A_only,3POZ,ok,-8.613
EGFR/HER2,20260814,EH120_077,A_only,3RCD,ok,-9.572
EGFR/HER2,20260814,EH120_078,A_only,3POZ,ok,-9.966
EGFR/HER2,20260814,EH120_078,A_only,3RCD,ok,-9.483
EGFR/HER2,20260814,EH120_079,A_only,3POZ,ok,-7.857
EGFR/HER2,20260814,EH120_079,A_only,3RCD,ok,-7.777
EGFR/HER2,20260814,EH120_080,B_only,3POZ,ok,-9.844
EGFR/HER2,20260814,EH120_080,B_only,3RCD,ok,-10.23
EGFR/HER2,20260814,EH120_081,B_only,3POZ,ok,-10.619
EGFR/HER2,20260814,EH120_081,B_only,3RCD,ok,-10.927
EGFR/HER2,20260814,EH120_082,B_only,3POZ,ok,-9.549
EGFR/HER2,20260814,EH120_082,B_only,3RCD,ok,-9.421
EGFR/HER2,20260814,EH120_083,B_only,3POZ,ok,-10.72
EGFR/HER2,20260814,EH120_083,B_only,3RCD,ok,-10.948
EGFR/HER2,20260814,EH120_084,B_only,3POZ,ok,-10.664
EGFR/HER2,20260814,EH120_084,B_only,3RCD,ok,-10.662
EGFR/HER2,20260814,EH120_085,B_only,3POZ,ok,-10.872
EGFR/HER2,20260814,EH120_085,B_only,3RCD,ok,-11.484
EGFR/HER2,20260814,EH120_086,B_only,3POZ,ok,-10.477
EGFR/HER2,20260814,EH120_086,B_only,3RCD,ok,-10.642
EGFR/HER2,20260814,EH120_087,B_only,3POZ,ok,-10.817
EGFR/HER2,20260814,EH120_087,B_only,3RCD,ok,-10.912
EGFR/HER2,20260814,EH120_088,B_only,3POZ,ok,-10.943
EGFR/HER2,20260814,EH120_088,B_only,3RCD,ok,-12.226
EGFR/HER2,20260814,EH120_089,B_only,3POZ,ok,-8.859
EGFR/HER2,20260814,EH120_089,B_only,3RCD,ok,-9.506
EGFR/HER2,20260814,EH120_090,B_only,3POZ,ok,-9.127
EGFR/HER2,20260814,EH120_090,B_only,3RCD,ok,-9.628
EGFR/HER2,20260814,EH120_091,B_only,3POZ,ok,-9.705
EGFR/HER2,20260814,EH120_091,B_only,3RCD,ok,-10.456
EGFR/HER2,20260814,EH120_092,B_only,3POZ,ok,-10.605
EGFR/HER2,20260814,EH120_092,B_only,3RCD,ok,-10.857
EGFR/HER2,20260814,EH120_093,B_only,3POZ,ok,-10.267
EGFR/HER2,20260814,EH120_093,B_only,3RCD,ok,-10.699
EGFR/HER2,20260814,EH120_094,B_only,3POZ,ok,-8.456
EGFR/HER2,20260814,EH120_094,B_only,3RCD,ok,-8.554
EGFR/HER2,20260814,EH120_095,B_only,3POZ,ok,-10.292
EGFR/HER2,20260814,EH120_095,B_only,3RCD,ok,-10.526
EGFR/HER2,20260814,EH120_096,B_only,3POZ,ok,-10.53
EGFR/HER2,20260814,EH120_096,B_only,3RCD,ok,-10.623
EGFR/HER2,20260814,EH120_097,B_only,3POZ,ok,-9.814
EGFR/HER2,20260814,EH120_097,B_only,3RCD,ok,-10.446
EGFR/HER2,20260814,EH120_098,B_only,3POZ,ok,-10.359
EGFR/HER2,20260814,EH120_098,B_only,3RCD,ok,-10.682
EGFR/HER2,20260814,EH120_099,B_only,3POZ,ok,-9.919
EGFR/HER2,20260814,EH120_099,B_only,3RCD,ok,-10.185
EGFR/HER2,20260814,EH120_100,B_only,3POZ,ok,-10.107
EGFR/HER2,20260814,EH120_100,B_only,3RCD,ok,-10.429
EGFR/HER2,20260814,EH120_101,B_only,3POZ,ok,-10.691
EGFR/HER2,20260814,EH120_101,B_only,3RCD,ok,-10.632
EGFR/HER2,20260814,EH120_102,neither,3POZ,ok,-6.788
EGFR/HER2,20260814,EH120_102,neither,3RCD,ok,-6.878
EGFR/HER2,20260814,EH120_103,neither,3POZ,ok,-8.661
EGFR/HER2,20260814,EH120_103,neither,3RCD,ok,-9.172
EGFR/HER2,20260814,EH120_104,neither,3POZ,ok,-10.185
EGFR/HER2,20260814,EH120_104,neither,3RCD,ok,-11.197
EGFR/HER2,20260814,EH120_105,neither,3POZ,ok,-9.209
EGFR/HER2,20260814,EH120_105,neither,3RCD,ok,-9.234
EGFR/HER2,20260814,EH120_106,neither,3POZ,ok,-9.042
EGFR/HER2,20260814,EH120_106,neither,3RCD,ok,-9.599
EGFR/HER2,20260814,EH120_107,neither,3POZ,ok,-7.679
EGFR/HER2,20260814,EH120_107,neither,3RCD,ok,-8.066
EGFR/HER2,20260814,EH120_108,neither,3POZ,ok,-8.741
EGFR/HER2,20260814,EH120_108,neither,3RCD,ok,-7.831
EGFR/HER2,20260814,EH120_109,neither,3POZ,ok,-4.614
EGFR/HER2,20260814,EH120_109,neither,3RCD,ok,-5.159
EGFR/HER2,20260814,EH120_110,neither,3POZ,ok,-6.793
EGFR/HER2,20260814,EH120_110,neither,3RCD,ok,-7.058
EGFR/HER2,20260814,EH40_01,dual,3POZ,ok,-10.419
EGFR/HER2,20260814,EH40_01,dual,3RCD,ok,-9.964
EGFR/HER2,20260814,EH40_02,dual,3POZ,ok,-10.277
EGFR/HER2,20260814,EH40_02,dual,3RCD,ok,-10.447
EGFR/HER2,20260814,EH40_03,dual,3POZ,ok,-10.055
EGFR/HER2,20260814,EH40_03,dual,3RCD,ok,-10.287
EGFR/HER2,20260814,EH40_04,dual,3POZ,ok,-11.884
EGFR/HER2,20260814,EH40_04,dual,3RCD,ok,-11.691
EGFR/HER2,20260814,EH40_05,dual,3POZ,ok,-10.105
EGFR/HER2,20260814,EH40_05,dual,3RCD,ok,-10.037
EGFR/HER2,20260814,EH40_06,dual,3POZ,ok,-9.62
EGFR/HER2,20260814,EH40_06,dual,3RCD,ok,-10.258
EGFR/HER2,20260814,EH40_07,dual,3POZ,ok,-8.877
EGFR/HER2,20260814,EH40_07,dual,3RCD,ok,-9.721
EGFR/HER2,20260814,EH40_08,dual,3POZ,ok,-9.801
EGFR/HER2,20260814,EH40_08,dual,3RCD,ok,-9.815
EGFR/HER2,20260814,EH40_09,dual,3POZ,ok,-10.91
EGFR/HER2,20260814,EH40_09,dual,3RCD,ok,-9.914
EGFR/HER2,20260814,EH40_10,dual,3POZ,ok,-8.652
EGFR/HER2,20260814,EH40_10,dual,3RCD,ok,-8.12
EGFR/HER2,20260814,EH40_11,dual,3POZ,ok,-10.019
EGFR/HER2,20260814,EH40_11,dual,3RCD,ok,-10.353
EGFR/HER2,20260814,EH40_12,dual,3POZ,ok,-9.539
EGFR/HER2,20260814,EH40_12,dual,3RCD,ok,-10.449
EGFR/HER2,20260814,EH40_13,dual,3POZ,ok,-10.268
EGFR/HER2,20260814,EH40_13,dual,3RCD,ok,-9.284
EGFR/HER2,20260814,EH40_14,dual,3POZ,ok,-7.141
EGFR/HER2,20260814,EH40_14,dual,3RCD,ok,-7.503
EGFR/HER2,20260814,EH40_15,dual,3POZ,ok,-8.29
EGFR/HER2,20260814,EH40_15,dual,3RCD,ok,-8.23
EGFR/HER2,20260814,EH40_16,A_only,3POZ,ok,-10.741
EGFR/HER2,20260814,EH40_16,A_only,3RCD,ok,-10.094
EGFR/HER2,20260814,EH40_17,A_only,3POZ,ok,-8.723
EGFR/HER2,20260814,EH40_17,A_only,3RCD,ok,-8.597
EGFR/HER2,20260814,EH40_18,A_only,3POZ,ok,-11.041
EGFR/HER2,20260814,EH40_18,A_only,3RCD,ok,-12.376
EGFR/HER2,20260814,EH40_19,A_only,3POZ,ok,-8.455
EGFR/HER2,20260814,EH40_19,A_only,3RCD,ok,-8.148
EGFR/HER2,20260814,EH40_20,A_only,3POZ,ok,-10.31
EGFR/HER2,20260814,EH40_20,A_only,3RCD,ok,-9.655
EGFR/HER2,20260814,EH40_21,A_only,3POZ,ok,-9.574
EGFR/HER2,20260814,EH40_21,A_only,3RCD,ok,-9.06
EGFR/HER2,20260814,EH40_22,A_only,3POZ,ok,-10.159
EGFR/HER2,20260814,EH40_22,A_only,3RCD,ok,-10.19
EGFR/HER2,20260814,EH40_23,A_only,3POZ,ok,-11.007
EGFR/HER2,20260814,EH40_23,A_only,3RCD,ok,-11.0
EGFR/HER2,20260814,EH40_24,A_only,3POZ,ok,-7.038
EGFR/HER2,20260814,EH40_24,A_only,3RCD,ok,-6.936
EGFR/HER2,20260814,EH40_25,A_only,3POZ,ok,-7.931
EGFR/HER2,20260814,EH40_25,A_only,3RCD,ok,-8.222
EGFR/HER2,20260814,EH40_26,A_only,3POZ,ok,-7.259
EGFR/HER2,20260814,EH40_26,A_only,3RCD,ok,-7.693
EGFR/HER2,20260814,EH40_27,A_only,3POZ,ok,-8.825
EGFR/HER2,20260814,EH40_27,A_only,3RCD,ok,-9.216
EGFR/HER2,20260814,EH40_28,B_only,3POZ,ok,-11.012
EGFR/HER2,20260814,EH40_28,B_only,3RCD,ok,-11.539
EGFR/HER2,20260814,EH40_29,B_only,3POZ,ok,-9.344
EGFR/HER2,20260814,EH40_29,B_only,3RCD,ok,-9.324
EGFR/HER2,20260814,EH40_30,B_only,3POZ,ok,-9.151
EGFR/HER2,20260814,EH40_30,B_only,3RCD,ok,-9.542
EGFR/HER2,20260814,EH40_31,B_only,3POZ,ok,-10.058
EGFR/HER2,20260814,EH40_31,B_only,3RCD,ok,-9.813
EGFR/HER2,20260814,EH40_32,B_only,3POZ,ok,-9.05
EGFR/HER2,20260814,EH40_32,B_only,3RCD,ok,-9.759
EGFR/HER2,20260814,EH40_33,B_only,3POZ,ok,-10.576
EGFR/HER2,20260814,EH40_33,B_only,3RCD,ok,-10.541
EGFR/HER2,20260814,EH40_34,B_only,3POZ,ok,-9.816
EGFR/HER2,20260814,EH40_34,B_only,3RCD,ok,-9.327
EGFR/HER2,20260814,EH40_35,B_only,3POZ,ok,-10.279
EGFR/HER2,20260814,EH40_35,B_only,3RCD,ok,-10.609
EGFR/HER2,20260814,EH40_36,B_only,3POZ,ok,-10.188
EGFR/HER2,20260814,EH40_36,B_only,3RCD,ok,-10.688
EGFR/HER2,20260814,EH40_37,B_only,3POZ,ok,-10.583
EGFR/HER2,20260814,EH40_37,B_only,3RCD,ok,-10.751
EGFR/HER2,20260814,EH40_38,neither,3POZ,ok,-9.723
EGFR/HER2,20260814,EH40_38,neither,3RCD,ok,-9.766
EGFR/HER2,20260814,EH40_39,neither,3POZ,ok,-10.096
EGFR/HER2,20260814,EH40_39,neither,3RCD,ok,-10.029
EGFR/HER2,20260814,EH40_40,neither,3POZ,ok,-8.026
EGFR/HER2,20260814,EH40_40,neither,3RCD,ok,-8.584
