pair,seed,ligand,class,pocket,pdb,status,vina_mode1,reason
PIK3CA/mTOR,20260727,PM48_42,B_only,B,4JT6,primary_reused,-8.239,from_production_tables
PIK3CA/mTOR,20260727,PM48_43,B_only,A,4L23,primary_reused,-7.995,from_production_tables
PIK3CA/mTOR,20260727,PM48_43,B_only,B,4JT6,primary_reused,-9.834,from_production_tables
PIK3CA/mTOR,20260727,PM48_44,B_only,A,4L23,primary_reused,-8.013,from_production_tables
PIK3CA/mTOR,20260727,PM48_44,B_only,B,4JT6,primary_reused,-8.35,from_production_tables
PIK3CA/mTOR,20260727,PM48_45,neither,A,4L23,primary_reused,-9.596,from_production_tables
PIK3CA/mTOR,20260727,PM48_45,neither,B,4JT6,primary_reused,-9.339,from_production_tables
PIK3CA/mTOR,20260727,PM48_46,neither,A,4L23,primary_reused,-8.583,from_production_tables
PIK3CA/mTOR,20260727,PM48_46,neither,B,4JT6,primary_reused,-9.174,from_production_tables
PIK3CA/mTOR,20260727,PM48_47,neither,A,4L23,primary_reused,-7.99,from_production_tables
PIK3CA/mTOR,20260727,PM48_47,neither,B,4JT6,primary_reused,-8.408,from_production_tables
PIK3CA/mTOR,20260727,PM48_48,neither,A,4L23,primary_reused,-8.535,from_production_tables
PIK3CA/mTOR,20260727,PM48_48,neither,B,4JT6,primary_reused,-8.14,from_production_tables
EGFR/HER2,20260812,EH40_01,dual,A,3POZ,exists,-10.554,
EGFR/HER2,20260811,EH40_01,dual,A,3POZ,exists,-10.595,
EGFR/HER2,20260811,EH40_01,dual,B,3RCD,exists,-9.85,
EGFR/HER2,20260812,EH40_01,dual,B,3RCD,exists,-9.721,
EGFR/HER2,20260813,EH40_01,dual,B,3RCD,exists,-9.402,
EGFR/HER2,20260814,EH40_01,dual,A,3POZ,exists,-10.549,
EGFR/HER2,20260814,EH40_01,dual,B,3RCD,exists,-9.538,
EGFR/HER2,20260811,EH40_02,dual,B,3RCD,exists,-10.502,
EGFR/HER2,20260812,EH40_02,dual,B,3RCD,exists,-10.438,
EGFR/HER2,20260812,EH40_02,dual,A,3POZ,exists,-10.834,
EGFR/HER2,20260811,EH40_02,dual,A,3POZ,exists,-10.847,
EGFR/HER2,20260814,EH40_02,dual,B,3RCD,exists,-10.355,
EGFR/HER2,20260814,EH40_02,dual,A,3POZ,exists,-10.696,
EGFR/HER2,20260813,EH40_02,dual,A,3POZ,exists,-10.75,
EGFR/HER2,20260813,EH40_01,dual,A,3POZ,exists,-10.519,
EGFR/HER2,20260811,EH40_03,dual,A,3POZ,exists,-9.017,
EGFR/HER2,20260813,EH40_02,dual,B,3RCD,exists,-10.468,
EGFR/HER2,20260811,EH40_03,dual,B,3RCD,exists,-9.619,
EGFR/HER2,20260812,EH40_03,dual,A,3POZ,exists,-8.975,
EGFR/HER2,20260812,EH40_03,dual,B,3RCD,exists,-8.531,
EGFR/HER2,20260814,EH40_03,dual,A,3POZ,exists,-9.228,
EGFR/HER2,20260811,EH40_04,dual,A,3POZ,exists,-11.914,
EGFR/HER2,20260811,EH40_04,dual,B,3RCD,exists,-11.689,
EGFR/HER2,20260813,EH40_03,dual,B,3RCD,exists,-8.472,
EGFR/HER2,20260814,EH40_03,dual,B,3RCD,exists,-8.692,
EGFR/HER2,20260813,EH40_03,dual,A,3POZ,exists,-8.975,
EGFR/HER2,20260812,EH40_04,dual,A,3POZ,exists,-11.895,
EGFR/HER2,20260813,EH40_04,dual,B,3RCD,exists,-11.83,
EGFR/HER2,20260814,EH40_04,dual,A,3POZ,exists,-11.765,
EGFR/HER2,20260811,EH40_05,dual,A,3POZ,exists,-9.817,
EGFR/HER2,20260812,EH40_04,dual,B,3RCD,exists,-11.777,
EGFR/HER2,20260814,EH40_04,dual,B,3RCD,exists,-11.615,
EGFR/HER2,20260812,EH40_05,dual,A,3POZ,exists,-9.771,
EGFR/HER2,20260812,EH40_05,dual,B,3RCD,exists,-9.855,
EGFR/HER2,20260813,EH40_04,dual,A,3POZ,exists,-11.894,
EGFR/HER2,20260814,EH40_05,dual,B,3RCD,exists,-9.706,
EGFR/HER2,20260814,EH40_05,dual,A,3POZ,exists,-9.797,
EGFR/HER2,20260811,EH40_05,dual,B,3RCD,exists,-9.705,
EGFR/HER2,20260813,EH40_05,dual,A,3POZ,exists,-10.08,
EGFR/HER2,20260813,EH40_05,dual,B,3RCD,exists,-9.683,
EGFR/HER2,20260813,EH40_06,dual,B,3RCD,ok,-9.815,elapsed_s=231.9
EGFR/HER2,20260812,EH40_06,dual,B,3RCD,ok,-9.901,elapsed_s=233.5
EGFR/HER2,20260811,EH40_06,dual,B,3RCD,ok,-9.877,elapsed_s=235.3
EGFR/HER2,20260812,EH40_06,dual,A,3POZ,ok,-9.747,elapsed_s=258.6
EGFR/HER2,20260813,EH40_06,dual,A,3POZ,ok,-9.915,elapsed_s=260.3
EGFR/HER2,20260811,EH40_06,dual,A,3POZ,ok,-10.018,elapsed_s=266.6
EGFR/HER2,20260811,EH40_07,dual,A,3POZ,ok,-9.326,elapsed_s=49.7
EGFR/HER2,20260811,EH40_07,dual,B,3RCD,ok,-9.628,elapsed_s=52.8
EGFR/HER2,20260812,EH40_07,dual,B,3RCD,ok,-9.661,elapsed_s=48.2
EGFR/HER2,20260812,EH40_07,dual,A,3POZ,ok,-9.299,elapsed_s=55.4
EGFR/HER2,20260813,EH40_07,dual,A,3POZ,ok,-9.385,elapsed_s=55.6
EGFR/HER2,20260814,EH40_07,dual,B,3RCD,ok,-9.733,elapsed_s=50.4
EGFR/HER2,20260813,EH40_07,dual,B,3RCD,ok,-9.613,elapsed_s=55.6
EGFR/HER2,20260814,EH40_07,dual,A,3POZ,ok,-9.339,elapsed_s=58.6
EGFR/HER2,20260811,EH40_08,dual,A,3POZ,ok,-9.562,elapsed_s=133.0
EGFR/HER2,20260814,EH40_06,dual,B,3RCD,ok,-10.337,elapsed_s=240.6
EGFR/HER2,20260812,EH40_08,dual,B,3RCD,ok,-10.071,elapsed_s=116.3
EGFR/HER2,20260811,EH40_08,dual,B,3RCD,ok,-9.947,elapsed_s=127.2
EGFR/HER2,20260814,EH40_06,dual,A,3POZ,ok,-10.027,elapsed_s=266.0
EGFR/HER2,20260812,EH40_08,dual,A,3POZ,ok,-9.563,elapsed_s=132.2
EGFR/HER2,20260813,EH40_08,dual,B,3RCD,ok,-10.069,elapsed_s=128.8
EGFR/HER2,20260813,EH40_08,dual,A,3POZ,ok,-9.539,elapsed_s=142.4
EGFR/HER2,20260814,EH40_08,dual,B,3RCD,ok,-10.453,elapsed_s=124.2
EGFR/HER2,20260814,EH40_08,dual,A,3POZ,ok,-9.437,elapsed_s=138.6
EGFR/HER2,20260811,EH40_09,dual,B,3RCD,ok,-9.953,elapsed_s=153.2
EGFR/HER2,20260811,EH40_09,dual,A,3POZ,ok,-10.982,elapsed_s=171.1
EGFR/HER2,20260812,EH40_09,dual,B,3RCD,ok,-9.816,elapsed_s=156.7
EGFR/HER2,20260813,EH40_09,dual,B,3RCD,ok,-9.78,elapsed_s=146.8
EGFR/HER2,20260813,EH40_09,dual,A,3POZ,ok,-10.682,elapsed_s=179.0
EGFR/HER2,20260812,EH40_09,dual,A,3POZ,ok,-9.881,elapsed_s=194.8
EGFR/HER2,20260814,EH40_09,dual,B,3RCD,ok,-9.915,elapsed_s=173.8
EGFR/HER2,20260814,EH40_09,dual,A,3POZ,ok,-10.989,elapsed_s=211.7
EGFR/HER2,20260811,EH40_10,dual,B,3RCD,ok,-8.208,elapsed_s=116.1
EGFR/HER2,20260811,EH40_10,dual,A,3POZ,ok,-8.609,elapsed_s=121.5
EGFR/HER2,20260812,EH40_10,dual,B,3RCD,ok,-7.973,elapsed_s=111.3
EGFR/HER2,20260812,EH40_10,dual,A,3POZ,ok,-8.565,elapsed_s=118.7
EGFR/HER2,20260813,EH40_10,dual,A,3POZ,ok,-8.749,elapsed_s=97.5
EGFR/HER2,20260813,EH40_10,dual,B,3RCD,ok,-7.889,elapsed_s=90.1
EGFR/HER2,20260811,EH40_11,dual,B,3RCD,ok,-10.382,elapsed_s=58.4
EGFR/HER2,20260811,EH40_11,dual,A,3POZ,ok,-10.415,elapsed_s=65.7
EGFR/HER2,20260814,EH40_10,dual,B,3RCD,ok,-8.323,elapsed_s=88.2
EGFR/HER2,20260814,EH40_10,dual,A,3POZ,ok,-8.414,elapsed_s=92.2
EGFR/HER2,20260812,EH40_11,dual,A,3POZ,ok,-10.328,elapsed_s=77.2
EGFR/HER2,20260812,EH40_11,dual,B,3RCD,ok,-10.323,elapsed_s=71.7
EGFR/HER2,20260813,EH40_11,dual,B,3RCD,ok,-10.369,elapsed_s=70.1
EGFR/HER2,20260813,EH40_11,dual,A,3POZ,ok,-10.309,elapsed_s=76.7
EGFR/HER2,20260814,EH40_11,dual,B,3RCD,ok,-10.348,elapsed_s=76.6
EGFR/HER2,20260814,EH40_11,dual,A,3POZ,ok,-10.419,elapsed_s=82.3
EGFR/HER2,20260811,EH40_12,dual,B,3RCD,ok,-10.387,elapsed_s=89.0
EGFR/HER2,20260811,EH40_12,dual,A,3POZ,ok,-9.865,elapsed_s=101.1
EGFR/HER2,20260812,EH40_12,dual,B,3RCD,ok,-10.382,elapsed_s=88.4
EGFR/HER2,20260812,EH40_12,dual,A,3POZ,ok,-9.83,elapsed_s=101.5
EGFR/HER2,20260813,EH40_12,dual,B,3RCD,ok,-10.355,elapsed_s=87.9
EGFR/HER2,20260813,EH40_12,dual,A,3POZ,ok,-9.87,elapsed_s=94.6
EGFR/HER2,20260814,EH40_12,dual,B,3RCD,ok,-10.475,elapsed_s=77.9
EGFR/HER2,20260814,EH40_12,dual,A,3POZ,ok,-9.668,elapsed_s=89.4
EGFR/HER2,20260811,EH40_13,dual,B,3RCD,ok,-9.537,elapsed_s=83.1
EGFR/HER2,20260812,EH40_13,dual,B,3RCD,ok,-9.573,elapsed_s=87.3
EGFR/HER2,20260811,EH40_13,dual,A,3POZ,ok,-9.805,elapsed_s=105.6
EGFR/HER2,20260812,EH40_13,dual,A,3POZ,ok,-10.076,elapsed_s=93.7
EGFR/HER2,20260811,EH40_14,dual,A,3POZ,ok,-7.048,elapsed_s=32.3
EGFR/HER2,20260811,EH40_14,dual,B,3RCD,ok,-7.377,elapsed_s=31.3
EGFR/HER2,20260813,EH40_13,dual,B,3RCD,ok,-9.571,elapsed_s=83.4
EGFR/HER2,20260813,EH40_13,dual,A,3POZ,ok,-9.925,elapsed_s=93.6
EGFR/HER2,20260812,EH40_14,dual,A,3POZ,ok,-7.053,elapsed_s=27.1
EGFR/HER2,20260812,EH40_14,dual,B,3RCD,ok,-7.386,elapsed_s=26.4
EGFR/HER2,20260813,EH40_14,dual,B,3RCD,ok,-7.392,elapsed_s=29.9
EGFR/HER2,20260814,EH40_13,dual,B,3RCD,ok,-9.549,elapsed_s=77.9
EGFR/HER2,20260813,EH40_14,dual,A,3POZ,ok,-7.043,elapsed_s=33.5
EGFR/HER2,20260814,EH40_13,dual,A,3POZ,ok,-9.719,elapsed_s=92.6
EGFR/HER2,20260814,EH40_14,dual,A,3POZ,ok,-7.028,elapsed_s=32.4
EGFR/HER2,20260814,EH40_14,dual,B,3RCD,ok,-7.378,elapsed_s=32.3
EGFR/HER2,20260811,EH40_15,dual,B,3RCD,ok,-7.788,elapsed_s=37.2
EGFR/HER2,20260811,EH40_15,dual,A,3POZ,ok,-8.05,elapsed_s=37.7
EGFR/HER2,20260812,EH40_15,dual,A,3POZ,ok,-8.68,elapsed_s=37.6
EGFR/HER2,20260812,EH40_15,dual,B,3RCD,ok,-7.768,elapsed_s=36.9
EGFR/HER2,20260813,EH40_15,dual,B,3RCD,ok,-9.216,elapsed_s=37.8
EGFR/HER2,20260813,EH40_15,dual,A,3POZ,ok,-8.341,elapsed_s=38.6
EGFR/HER2,20260814,EH40_15,dual,A,3POZ,ok,-8.681,elapsed_s=35.2
EGFR/HER2,20260814,EH40_15,dual,B,3RCD,ok,-9.252,elapsed_s=34.9
EGFR/HER2,20260811,EH40_16,A_only,A,3POZ,ok,-10.792,elapsed_s=34.0
EGFR/HER2,20260811,EH40_16,A_only,B,3RCD,ok,-10.401,elapsed_s=34.0
EGFR/HER2,20260812,EH40_16,A_only,A,3POZ,ok,-10.819,elapsed_s=32.9
EGFR/HER2,20260812,EH40_16,A_only,B,3RCD,ok,-10.425,elapsed_s=33.4
EGFR/HER2,20260813,EH40_16,A_only,A,3POZ,ok,-10.803,elapsed_s=33.0
EGFR/HER2,20260813,EH40_16,A_only,B,3RCD,ok,-10.646,elapsed_s=32.8
EGFR/HER2,20260814,EH40_16,A_only,A,3POZ,ok,-10.806,elapsed_s=33.1
EGFR/HER2,20260814,EH40_16,A_only,B,3RCD,ok,-10.192,elapsed_s=33.3
EGFR/HER2,20260811,EH40_17,A_only,B,3RCD,ok,-8.434,elapsed_s=53.7
EGFR/HER2,20260811,EH40_17,A_only,A,3POZ,ok,-8.555,elapsed_s=64.8
EGFR/HER2,20260812,EH40_17,A_only,B,3RCD,ok,-8.594,elapsed_s=47.9
EGFR/HER2,20260813,EH40_17,A_only,B,3RCD,ok,-8.517,elapsed_s=47.9
EGFR/HER2,20260813,EH40_17,A_only,A,3POZ,ok,-9.143,elapsed_s=60.1
EGFR/HER2,20260812,EH40_17,A_only,A,3POZ,ok,-8.663,elapsed_s=61.3
EGFR/HER2,20260814,EH40_17,A_only,B,3RCD,ok,-8.519,elapsed_s=57.4
EGFR/HER2,20260814,EH40_17,A_only,A,3POZ,ok,-8.596,elapsed_s=68.3
EGFR/HER2,20260811,EH40_18,A_only,B,3RCD,ok,-12.357,elapsed_s=60.5
EGFR/HER2,20260811,EH40_18,A_only,A,3POZ,ok,-10.977,elapsed_s=69.4
EGFR/HER2,20260812,EH40_18,A_only,A,3POZ,ok,-10.965,elapsed_s=64.3
EGFR/HER2,20260812,EH40_18,A_only,B,3RCD,ok,-12.316,elapsed_s=64.3
EGFR/HER2,20260813,EH40_18,A_only,B,3RCD,ok,-12.314,elapsed_s=54.4
EGFR/HER2,20260813,EH40_18,A_only,A,3POZ,ok,-10.934,elapsed_s=66.5
EGFR/HER2,20260811,EH40_19,A_only,A,3POZ,ok,-8.273,elapsed_s=47.3
EGFR/HER2,20260811,EH40_19,A_only,B,3RCD,ok,-8.248,elapsed_s=50.2
EGFR/HER2,20260814,EH40_18,A_only,A,3POZ,ok,-10.409,elapsed_s=72.0
EGFR/HER2,20260814,EH40_18,A_only,B,3RCD,ok,-12.348,elapsed_s=68.5
EGFR/HER2,20260812,EH40_19,A_only,A,3POZ,ok,-8.275,elapsed_s=46.9
EGFR/HER2,20260812,EH40_19,A_only,B,3RCD,ok,-8.188,elapsed_s=50.0
EGFR/HER2,20260813,EH40_19,A_only,B,3RCD,ok,-8.241,elapsed_s=46.4
EGFR/HER2,20260813,EH40_19,A_only,A,3POZ,ok,-8.269,elapsed_s=51.5
EGFR/HER2,20260814,EH40_19,A_only,A,3POZ,ok,-8.357,elapsed_s=47.8
EGFR/HER2,20260814,EH40_19,A_only,B,3RCD,ok,-8.217,elapsed_s=46.7
EGFR/HER2,20260811,EH40_20,A_only,B,3RCD,ok,-9.898,elapsed_s=105.5
EGFR/HER2,20260811,EH40_20,A_only,A,3POZ,ok,-10.143,elapsed_s=120.2
EGFR/HER2,20260812,EH40_20,A_only,B,3RCD,ok,-9.945,elapsed_s=102.9
EGFR/HER2,20260813,EH40_20,A_only,B,3RCD,ok,-9.882,elapsed_s=102.9
EGFR/HER2,20260812,EH40_20,A_only,A,3POZ,ok,-10.384,elapsed_s=121.1
EGFR/HER2,20260813,EH40_20,A_only,A,3POZ,ok,-10.105,elapsed_s=129.1
EGFR/HER2,20260811,EH40_21,A_only,A,3POZ,ok,-8.945,elapsed_s=78.7
EGFR/HER2,20260811,EH40_21,A_only,B,3RCD,ok,-9.15,elapsed_s=75.4
EGFR/HER2,20260814,EH40_20,A_only,B,3RCD,ok,-9.91,elapsed_s=97.8
EGFR/HER2,20260812,EH40_21,A_only,A,3POZ,ok,-9.102,elapsed_s=86.4
EGFR/HER2,20260812,EH40_21,A_only,B,3RCD,ok,-9.151,elapsed_s=74.3
EGFR/HER2,20260814,EH40_20,A_only,A,3POZ,ok,-10.087,elapsed_s=110.0
EGFR/HER2,20260813,EH40_21,A_only,A,3POZ,ok,-9.03,elapsed_s=82.6
EGFR/HER2,20260813,EH40_21,A_only,B,3RCD,ok,-9.092,elapsed_s=79.7
EGFR/HER2,20260814,EH40_21,A_only,B,3RCD,ok,-9.078,elapsed_s=79.9
EGFR/HER2,20260814,EH40_21,A_only,A,3POZ,ok,-8.942,elapsed_s=88.5
EGFR/HER2,20260811,EH40_22,A_only,A,3POZ,ok,-10.06,elapsed_s=196.3
EGFR/HER2,20260811,EH40_22,A_only,B,3RCD,ok,-10.103,elapsed_s=196.5
EGFR/HER2,20260812,EH40_22,A_only,B,3RCD,ok,-10.061,elapsed_s=179.4
EGFR/HER2,20260812,EH40_22,A_only,A,3POZ,ok,-10.078,elapsed_s=195.8
EGFR/HER2,20260813,EH40_22,A_only,B,3RCD,ok,-10.123,elapsed_s=187.5
EGFR/HER2,20260813,EH40_22,A_only,A,3POZ,ok,-10.073,elapsed_s=210.0
EGFR/HER2,20260811,EH40_23,A_only,B,3RCD,ok,-10.864,elapsed_s=97.9
EGFR/HER2,20260811,EH40_23,A_only,A,3POZ,ok,-11.116,elapsed_s=113.2
EGFR/HER2,20260812,EH40_23,A_only,A,3POZ,ok,-11.444,elapsed_s=115.5
EGFR/HER2,20260812,EH40_23,A_only,B,3RCD,ok,-10.926,elapsed_s=97.4
EGFR/HER2,20260814,EH40_22,A_only,A,3POZ,ok,-10.098,elapsed_s=216.2
EGFR/HER2,20260814,EH40_22,A_only,B,3RCD,ok,-10.153,elapsed_s=224.0
EGFR/HER2,20260811,EH40_24,A_only,A,3POZ,ok,-7.3,elapsed_s=17.9
EGFR/HER2,20260811,EH40_24,A_only,B,3RCD,ok,-7.42,elapsed_s=16.4
EGFR/HER2,20260812,EH40_24,A_only,A,3POZ,ok,-7.302,elapsed_s=12.7
EGFR/HER2,20260812,EH40_24,A_only,B,3RCD,ok,-7.6,elapsed_s=11.2
EGFR/HER2,20260813,EH40_24,A_only,A,3POZ,ok,-7.314,elapsed_s=12.8
EGFR/HER2,20260813,EH40_23,A_only,B,3RCD,ok,-10.773,elapsed_s=115.2
EGFR/HER2,20260813,EH40_24,A_only,B,3RCD,ok,-7.416,elapsed_s=15.0
EGFR/HER2,20260814,EH40_24,A_only,A,3POZ,ok,-7.326,elapsed_s=15.2
EGFR/HER2,20260813,EH40_23,A_only,A,3POZ,ok,-11.415,elapsed_s=124.4
EGFR/HER2,20260811,EH40_25,A_only,A,3POZ,ok,-7.982,elapsed_s=8.3
EGFR/HER2,20260814,EH40_24,A_only,B,3RCD,ok,-7.415,elapsed_s=10.2
EGFR/HER2,20260811,EH40_25,A_only,B,3RCD,ok,-8.133,elapsed_s=7.6
EGFR/HER2,20260812,EH40_25,A_only,A,3POZ,ok,-8.058,elapsed_s=7.9
EGFR/HER2,20260812,EH40_25,A_only,B,3RCD,ok,-8.124,elapsed_s=7.3
EGFR/HER2,20260813,EH40_25,A_only,A,3POZ,ok,-7.957,elapsed_s=8.2
EGFR/HER2,20260813,EH40_25,A_only,B,3RCD,ok,-8.128,elapsed_s=7.7
EGFR/HER2,20260814,EH40_23,A_only,B,3RCD,ok,-10.928,elapsed_s=101.9
EGFR/HER2,20260814,EH40_25,A_only,A,3POZ,ok,-8.026,elapsed_s=8.2
EGFR/HER2,20260814,EH40_25,A_only,B,3RCD,ok,-8.15,elapsed_s=7.4
EGFR/HER2,20260814,EH40_23,A_only,A,3POZ,ok,-11.331,elapsed_s=113.4
EGFR/HER2,20260811,EH40_26,A_only,A,3POZ,ok,-7.444,elapsed_s=28.8
EGFR/HER2,20260811,EH40_26,A_only,B,3RCD,ok,-7.567,elapsed_s=26.8
EGFR/HER2,20260812,EH40_26,A_only,A,3POZ,ok,-7.643,elapsed_s=28.6
EGFR/HER2,20260812,EH40_26,A_only,B,3RCD,ok,-7.118,elapsed_s=26.7
EGFR/HER2,20260813,EH40_26,A_only,A,3POZ,ok,-7.567,elapsed_s=31.0
EGFR/HER2,20260813,EH40_26,A_only,B,3RCD,ok,-7.131,elapsed_s=26.9
EGFR/HER2,20260814,EH40_26,A_only,B,3RCD,ok,-7.799,elapsed_s=26.8
EGFR/HER2,20260814,EH40_26,A_only,A,3POZ,ok,-7.554,elapsed_s=29.5
EGFR/HER2,20260811,EH40_27,A_only,A,3POZ,ok,-9.065,elapsed_s=30.0
EGFR/HER2,20260811,EH40_27,A_only,B,3RCD,ok,-9.307,elapsed_s=31.0
EGFR/HER2,20260812,EH40_27,A_only,A,3POZ,ok,-8.701,elapsed_s=29.6
EGFR/HER2,20260812,EH40_27,A_only,B,3RCD,ok,-9.3,elapsed_s=32.1
EGFR/HER2,20260813,EH40_27,A_only,A,3POZ,ok,-8.744,elapsed_s=28.5
EGFR/HER2,20260813,EH40_27,A_only,B,3RCD,ok,-9.315,elapsed_s=33.2
EGFR/HER2,20260814,EH40_27,A_only,A,3POZ,ok,-9.065,elapsed_s=32.5
EGFR/HER2,20260814,EH40_27,A_only,B,3RCD,ok,-9.305,elapsed_s=33.4
EGFR/HER2,20260811,EH40_28,B_only,A,3POZ,ok,-11.11,elapsed_s=119.9
EGFR/HER2,20260811,EH40_28,B_only,B,3RCD,ok,-11.15,elapsed_s=133.2
EGFR/HER2,20260812,EH40_28,B_only,A,3POZ,ok,-11.066,elapsed_s=127.1
EGFR/HER2,20260813,EH40_28,B_only,A,3POZ,ok,-11.12,elapsed_s=122.9
EGFR/HER2,20260812,EH40_28,B_only,B,3RCD,ok,-11.195,elapsed_s=129.3
EGFR/HER2,20260813,EH40_28,B_only,B,3RCD,ok,-11.183,elapsed_s=141.3
EGFR/HER2,20260811,EH40_29,B_only,B,3RCD,ok,-9.234,elapsed_s=57.9
EGFR/HER2,20260811,EH40_29,B_only,A,3POZ,ok,-9.314,elapsed_s=67.2
EGFR/HER2,20260814,EH40_28,B_only,A,3POZ,ok,-11.012,elapsed_s=99.6
EGFR/HER2,20260812,EH40_29,B_only,A,3POZ,ok,-9.251,elapsed_s=67.2
EGFR/HER2,20260812,EH40_29,B_only,B,3RCD,ok,-9.245,elapsed_s=53.1
EGFR/HER2,20260814,EH40_28,B_only,B,3RCD,ok,-11.152,elapsed_s=97.0
EGFR/HER2,20260813,EH40_29,B_only,B,3RCD,ok,-8.901,elapsed_s=57.1
EGFR/HER2,20260813,EH40_29,B_only,A,3POZ,ok,-9.263,elapsed_s=69.4
EGFR/HER2,20260814,EH40_29,B_only,B,3RCD,ok,-9.098,elapsed_s=60.8
EGFR/HER2,20260811,EH40_30,B_only,A,3POZ,ok,-10.088,elapsed_s=59.4
EGFR/HER2,20260814,EH40_29,B_only,A,3POZ,ok,-9.233,elapsed_s=67.7
EGFR/HER2,20260811,EH40_30,B_only,B,3RCD,ok,-9.723,elapsed_s=59.9
EGFR/HER2,20260812,EH40_30,B_only,A,3POZ,ok,-10.053,elapsed_s=63.4
EGFR/HER2,20260812,EH40_30,B_only,B,3RCD,ok,-9.713,elapsed_s=61.6
EGFR/HER2,20260813,EH40_30,B_only,A,3POZ,ok,-10.084,elapsed_s=66.6
EGFR/HER2,20260813,EH40_30,B_only,B,3RCD,ok,-9.725,elapsed_s=66.9
EGFR/HER2,20260814,EH40_30,B_only,A,3POZ,ok,-10.048,elapsed_s=66.3
EGFR/HER2,20260814,EH40_30,B_only,B,3RCD,ok,-9.735,elapsed_s=70.4
EGFR/HER2,20260811,EH40_31,B_only,B,3RCD,ok,-9.598,elapsed_s=109.8
EGFR/HER2,20260812,EH40_31,B_only,B,3RCD,ok,-9.588,elapsed_s=111.0
EGFR/HER2,20260811,EH40_31,B_only,A,3POZ,ok,-10.391,elapsed_s=131.4
EGFR/HER2,20260813,EH40_31,B_only,B,3RCD,ok,-9.607,elapsed_s=112.1
EGFR/HER2,20260813,EH40_31,B_only,A,3POZ,ok,-10.361,elapsed_s=129.7
EGFR/HER2,20260812,EH40_31,B_only,A,3POZ,ok,-10.416,elapsed_s=135.9
EGFR/HER2,20260811,EH40_32,B_only,A,3POZ,ok,-9.024,elapsed_s=31.1
EGFR/HER2,20260811,EH40_32,B_only,B,3RCD,ok,-9.914,elapsed_s=28.1
EGFR/HER2,20260812,EH40_32,B_only,A,3POZ,ok,-9.27,elapsed_s=29.1
EGFR/HER2,20260812,EH40_32,B_only,B,3RCD,ok,-9.892,elapsed_s=28.7
EGFR/HER2,20260813,EH40_32,B_only,A,3POZ,ok,-9.292,elapsed_s=25.9
EGFR/HER2,20260813,EH40_32,B_only,B,3RCD,ok,-9.912,elapsed_s=27.9
EGFR/HER2,20260814,EH40_32,B_only,B,3RCD,ok,-9.887,elapsed_s=27.2
EGFR/HER2,20260814,EH40_32,B_only,A,3POZ,ok,-9.299,elapsed_s=29.4
EGFR/HER2,20260814,EH40_31,B_only,A,3POZ,ok,-9.764,elapsed_s=110.3
EGFR/HER2,20260814,EH40_31,B_only,B,3RCD,ok,-9.59,elapsed_s=105.2
EGFR/HER2,20260811,EH40_33,B_only,B,3RCD,ok,-10.767,elapsed_s=126.7
EGFR/HER2,20260811,EH40_33,B_only,A,3POZ,ok,-10.653,elapsed_s=139.0
EGFR/HER2,20260812,EH40_33,B_only,B,3RCD,ok,-10.728,elapsed_s=124.8
EGFR/HER2,20260812,EH40_33,B_only,A,3POZ,ok,-10.74,elapsed_s=140.7
EGFR/HER2,20260813,EH40_33,B_only,B,3RCD,ok,-10.774,elapsed_s=128.6
EGFR/HER2,20260813,EH40_33,B_only,A,3POZ,ok,-10.724,elapsed_s=143.8
EGFR/HER2,20260811,EH40_34,B_only,A,3POZ,ok,-9.742,elapsed_s=61.4
EGFR/HER2,20260811,EH40_34,B_only,B,3RCD,ok,-8.742,elapsed_s=56.7
EGFR/HER2,20260812,EH40_34,B_only,A,3POZ,ok,-9.754,elapsed_s=61.6
EGFR/HER2,20260812,EH40_34,B_only,B,3RCD,ok,-9.148,elapsed_s=59.4
EGFR/HER2,20260813,EH40_34,B_only,A,3POZ,ok,-9.752,elapsed_s=61.5
EGFR/HER2,20260814,EH40_33,B_only,B,3RCD,ok,-10.802,elapsed_s=132.3
EGFR/HER2,20260813,EH40_34,B_only,B,3RCD,ok,-8.877,elapsed_s=61.7
EGFR/HER2,20260814,EH40_33,B_only,A,3POZ,ok,-10.389,elapsed_s=144.1
EGFR/HER2,20260814,EH40_34,B_only,A,3POZ,ok,-9.5,elapsed_s=62.8
EGFR/HER2,20260814,EH40_34,B_only,B,3RCD,ok,-9.128,elapsed_s=63.2
EGFR/HER2,20260811,EH40_35,B_only,A,3POZ,ok,-10.513,elapsed_s=129.1
EGFR/HER2,20260811,EH40_35,B_only,B,3RCD,ok,-10.893,elapsed_s=137.8
EGFR/HER2,20260812,EH40_35,B_only,A,3POZ,ok,-10.413,elapsed_s=143.5
EGFR/HER2,20260812,EH40_35,B_only,B,3RCD,ok,-10.917,elapsed_s=140.9
EGFR/HER2,20260813,EH40_35,B_only,A,3POZ,ok,-10.228,elapsed_s=130.9
EGFR/HER2,20260813,EH40_35,B_only,B,3RCD,ok,-10.862,elapsed_s=127.8
EGFR/HER2,20260811,EH40_36,B_only,A,3POZ,ok,-10.47,elapsed_s=105.1
EGFR/HER2,20260812,EH40_36,B_only,A,3POZ,ok,-10.367,elapsed_s=101.1
EGFR/HER2,20260811,EH40_36,B_only,B,3RCD,ok,-10.554,elapsed_s=110.4
EGFR/HER2,20260812,EH40_36,B_only,B,3RCD,ok,-10.471,elapsed_s=106.1
