compound_id,isoform,mean_vina_score,std_vina_score,pairwise_rmsd_mean,fraction_pairs_rmsd_le_2A,pose_consensus_pass
690,JNK1,-8.271666666666667,0.026449112566502803,0.9899389193119652,1.0,True
690,JNK2,-8.345666666666666,0.0944539864460759,0.6220614380583283,1.0,True
690,JNK3,-8.934666666666667,0.221094750930204,1.2207224623691078,1.0,True
2231,JNK1,-8.095333333333334,0.07472765366463885,1.0250670696134654,1.0,True
2231,JNK2,-7.771333333333334,0.15534120151746242,2.3131858740957276,0.3333333333333333,False
2231,JNK3,-8.272,0.03453500639447881,0.43217299952121935,1.0,True
