set,pc1,pc2,name
urat1_active,-0.3626,-0.8051,
urat1_active,-0.2784,-0.6475,
urat1_active,-0.4245,-0.6151,
urat1_active,-0.629,-0.7524,
urat1_active,-0.2277,0.702,
urat1_active,-0.5057,0.7158,
urat1_active,-0.5839,0.793,
urat1_active,-0.6335,0.7026,
urat1_active,-0.6354,0.6973,
urat1_active,-0.6354,0.6973,
urat1_active,-0.5756,0.4774,
urat1_active,-0.5756,0.4774,
urat1_active,-0.6474,0.7748,
urat1_active,-0.6502,0.7988,
urat1_active,-0.6552,0.8028,
urat1_active,-0.4714,0.6191,
urat1_active,-0.7703,-0.7981,
urat1_active,-0.6725,-0.5346,
urat1_active,-0.5494,-0.8467,
urat1_active,-0.6395,-0.3606,
urat1_active,0.4279,-1.1837,
urat1_active,0.3309,-1.1143,
urat1_active,-0.1104,-1.1293,
urat1_active,0.7223,-0.9587,
urat1_active,0.4384,-1.1811,
urat1_active,0.0238,-1.1932,
urat1_active,0.5578,-1.1352,
urat1_active,-0.1008,-1.2164,
urat1_active,0.1292,-1.2669,
urat1_active,0.039,-1.1683,
urat1_active,0.1679,-1.2677,
urat1_active,0.2382,-0.8848,
urat1_active,0.1444,-1.3246,
urat1_active,1.4197,0.216,
urat1_active,0.9578,0.3263,
urat1_active,0.9659,0.3071,
urat1_active,2.8079,0.374,
urat1_active,1.0438,0.2722,
urat1_active,0.8355,0.2605,
urat1_active,0.9939,0.2553,
urat1_active,0.8248,0.0027,
urat1_active,1.088,0.1497,
urat1_active,0.9248,0.1522,
urat1_active,0.9356,0.2899,
urat1_active,-0.1155,-1.236,
urat1_active,-0.504,0.0287,
urat1_active,-0.465,-1.1418,
urat1_active,-0.725,-1.6153,
nlrp3_active,0.0534,3.2534,
nlrp3_active,-0.3234,3.7854,
nlrp3_active,-0.4635,-0.9099,
nlrp3_active,0.1864,-0.743,
nlrp3_active,-0.2349,-0.8708,
nlrp3_active,-0.1996,3.4002,
nlrp3_active,-0.4935,1.7178,
nlrp3_active,-0.4189,3.0652,
nlrp3_active,-0.5371,2.6327,
nlrp3_active,-0.6141,1.7031,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,-0.1052,3.6134,
nlrp3_active,-0.4425,3.694,
nlrp3_active,0.035,2.1331,
nlrp3_active,-0.8552,2.4342,
nlrp3_active,-0.2621,2.2273,
nlrp3_active,-0.8667,2.4348,
nlrp3_active,0.035,2.1331,
nlrp3_active,-0.6491,2.2479,
nlrp3_active,0.0866,2.9434,
nlrp3_active,0.468,2.6062,
nlrp3_active,0.6519,2.8823,
nlrp3_active,-0.8739,0.1543,
nlrp3_active,-1.1803,-0.0947,
nlrp3_active,-0.8109,-0.0005,
nlrp3_active,-0.5215,-0.1326,
nlrp3_active,-0.2178,-0.227,
nlrp3_active,-0.5129,0.9744,
nlrp3_active,0.2542,0.7596,
nlrp3_active,-0.9317,0.1282,
nlrp3_active,-0.3952,2.9285,
nlrp3_active,-0.074,0.2644,
nlrp3_active,-0.256,2.4029,
nlrp3_active,-0.3285,3.7144,
nlrp3_active,0.5396,-0.4197,
nlrp3_active,-0.1303,3.3947,
nlrp3_active,-1.0693,-0.5181,
nlrp3_active,-0.8174,-0.4287,
nlrp3_active,-1.0583,0.5407,
nlrp3_active,-1.386,0.7459,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,-0.2506,2.2267,
nlrp3_active,0.923,3.1601,
nlrp3_active,-0.5293,-0.115,
nlrp3_active,0.2698,-1.3288,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,-0.2387,3.9707,
nlrp3_active,-0.8112,2.2292,
nlrp3_active,0.4758,-0.4055,
nlrp3_active,-1.3719,0.5768,
nlrp3_active,-0.4024,1.4905,
nlrp3_active,-0.4158,3.8603,
nlrp3_active,0.0467,3.4848,
nlrp3_active,0.0906,3.527,
nlrp3_active,-0.1462,3.667,
nlrp3_active,-0.2657,4.3793,
nlrp3_active,-0.2667,0.1867,
nlrp3_active,-0.5048,4.6036,
nlrp3_active,-0.3909,3.8428,
nlrp3_active,-0.1061,2.8089,
nlrp3_active,-0.204,3.0993,
nlrp3_active,-0.4137,3.1032,
nlrp3_active,-0.5844,-1.3089,
nlrp3_active,-0.1793,-1.0172,
nlrp3_active,-0.145,-1.0598,
nlrp3_active,-0.4727,-0.5564,
nlrp3_active,-0.1206,-0.746,
nlrp3_active,-0.2813,2.671,
nlrp3_active,-0.2615,2.3366,
nlrp3_active,-0.6648,1.7243,
nlrp3_active,-0.6881,1.6082,
nlrp3_active,-0.2498,1.2217,
nlrp3_active,-0.6635,2.3368,
nlrp3_active,-0.6156,1.535,
nlrp3_active,0.5259,2.5889,
nlrp3_active,-0.2389,3.9077,
nlrp3_active,-0.2509,-0.8401,
nlrp3_active,-0.7735,2.445,
nlrp3_active,-0.4057,0.9985,
nlrp3_active,-0.4935,1.7178,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,-1.0024,1.2954,
nlrp3_active,-1.2336,0.0899,
nlrp3_active,-0.0538,3.6099,
nlrp3_active,-0.1609,-1.0352,
nlrp3_active,1.1297,-1.2739,
nlrp3_active,-0.1269,-1.0349,
nlrp3_active,-0.2551,0.3191,
nlrp3_active,-0.4621,-0.8159,
nlrp3_active,-0.1657,-1.1197,
nlrp3_active,-0.6691,-0.2869,
nlrp3_active,-0.4447,1.5451,
nlrp3_active,-0.0019,0.2203,
nlrp3_active,-1.1588,-0.1154,
nlrp3_active,-1.0311,-0.3662,
nlrp3_active,-0.4758,-0.0373,
nlrp3_active,-1.1631,0.7065,
nlrp3_active,0.6492,-0.5209,
nlrp3_active,0.2814,3.2682,
nlrp3_active,-0.6645,-0.4846,
nlrp3_active,0.0544,-0.9794,
nlrp3_active,-0.1078,2.8952,
nlrp3_active,-1.0567,-0.3425,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,-0.4356,3.9594,
nlrp3_active,-0.3852,3.168,
nlrp3_active,0.2729,3.5176,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,0.9605,2.9732,
nlrp3_active,-0.2811,0.1075,
nlrp3_active,-0.7158,1.5261,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,0.6626,-1.3255,
nlrp3_active,-0.4423,-0.7275,
nlrp3_active,0.1049,-1.11,
nlrp3_active,-1.23,0.357,
nlrp3_active,-1.4179,0.89,
nlrp3_active,-1.386,0.7459,
nlrp3_active,-1.3719,0.5768,
nlrp3_active,0.2575,-0.7044,
nlrp3_active,-0.1256,-0.4214,
nlrp3_active,-0.683,2.4679,
nlrp3_active,-0.6459,-0.0017,
nlrp3_active,-1.0656,-0.0441,
nlrp3_active,-0.258,-0.8561,
nlrp3_active,-0.4884,0.458,
nlrp3_active,-0.6264,2.2607,
nlrp3_active,-0.6491,2.2479,
nlrp3_active,-0.6606,2.2485,
nlrp3_active,0.0235,2.1337,
nlrp3_active,-1.0637,-0.0533,
nlrp3_active,0.0828,-1.3523,
nlrp3_active,-1.0833,-0.3908,
nlrp3_active,-0.4352,3.6483,
nlrp3_active,-0.3939,3.4191,
nlrp3_active,0.01,3.5006,
nlrp3_active,-0.9149,2.3081,
nlrp3_active,-0.1324,-0.9892,
nlrp3_active,-0.4558,2.2047,
nlrp3_active,-1.2459,0.3175,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,-0.2802,3.3841,
nlrp3_active,-0.8523,0.2532,
nlrp3_active,-1.5151,0.2023,
nlrp3_active,-1.0415,0.7225,
nlrp3_active,-0.8494,1.7657,
nlrp3_active,-0.466,1.7096,
nlrp3_active,-1.4179,0.89,
nlrp3_active,-0.7787,-0.0807,
nlrp3_active,-1.0583,0.5407,
nlrp3_active,-0.5343,-0.0505,
nlrp3_active,-1.1265,0.2562,
nlrp3_active,-1.0945,0.5602,
nlrp3_active,-0.4372,1.4297,
nlrp3_active,-0.2811,0.1075,
nlrp3_active,-0.6635,2.3368,
nlrp3_active,-0.5572,0.7511,
nlrp3_active,-0.7326,-0.3938,
nlrp3_active,-0.4999,-0.4572,
nlrp3_active,-0.4954,-0.0002,
nlrp3_active,-0.5129,0.9744,
nlrp3_active,-0.5808,0.2353,
nlrp3_active,-0.8667,2.4348,
nlrp3_active,-0.6635,2.3368,
nlrp3_active,-0.9225,0.4585,
nlrp3_active,-0.3258,3.873,
nlrp3_active,-0.151,3.9706,
nlrp3_active,-0.2701,1.0756,
nlrp3_active,-0.3242,1.253,
nlrp3_active,-0.4645,1.063,
nlrp3_active,-0.0941,2.6402,
nlrp3_active,-0.0456,2.506,
nlrp3_active,-0.22,2.1873,
nlrp3_active,-0.8606,0.8698,
nlrp3_active,-1.0371,0.5721,
nlrp3_active,-1.1852,0.7873,
nlrp3_active,-0.7115,0.4124,
nlrp3_active,-1.2954,0.6427,
nlrp3_active,-0.3774,3.3148,
nlrp3_active,-1.0529,-0.164,
nlrp3_active,-1.0127,0.0752,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,-0.5215,1.4498,
nlrp3_active,0.2033,-0.9844,
nlrp3_active,-0.2407,3.6622,
nlrp3_active,-0.6352,0.2702,
nlrp3_active,-0.7338,0.2497,
nlrp3_active,-0.3151,-1.0359,
nlrp3_active,-0.5032,3.4673,
nlrp3_active,-1.0699,-0.1379,
nlrp3_active,0.0369,1.0905,
nlrp3_active,-0.6881,1.6082,
nlrp3_active,-0.0908,-0.9533,
nlrp3_active,-0.6938,-0.1535,
nlrp3_active,-0.2298,3.1826,
nlrp3_active,-0.5288,3.1588,
nlrp3_active,-1.1157,-0.4044,
nlrp3_active,0.6543,3.1804,
nlrp3_active,-0.1372,3.1953,
nlrp3_active,-0.1232,3.2526,
nlrp3_active,-0.5459,3.0355,
nlrp3_active,-0.3995,3.3061,
nlrp3_active,0.0437,-0.977,
nlrp3_active,0.402,-0.4091,
nlrp3_active,-0.101,3.4798,
nlrp3_active,-1.0718,-0.2003,
nlrp3_active,-0.4798,2.6968,
nlrp3_active,-0.0632,3.4891,
nlrp3_active,-0.177,-1.0799,
nlrp3_active,0.5867,-0.7905,
nlrp3_active,-0.4578,3.1915,
nlrp3_active,-0.0654,2.8126,
nlrp3_active,-0.387,2.2801,
nlrp3_active,0.2825,4.1521,
nlrp3_active,0.2908,4.0424,
nlrp3_active,-0.1334,3.7998,
nlrp3_active,-0.2984,3.457,
nlrp3_active,-0.068,3.0376,
nlrp3_active,-0.7611,-0.1476,
nlrp3_active,-0.6174,2.2956,
nlrp3_active,0.1452,3.5334,
nlrp3_active,0.764,2.6615,
nlrp3_active,-0.5974,-0.5595,
nlrp3_active,-0.5497,-0.6212,
nlrp3_active,-1.1534,0.221,
nlrp3_active,-0.1061,2.8089,
nlrp3_active,-1.0963,0.7461,
nlrp3_active,-0.1969,-0.0671,
nlrp3_active,-0.5175,-0.111,
nlrp3_active,-0.4231,-0.7499,
nlrp3_active,-0.2711,4.4606,
nlrp3_active,-0.4561,2.2578,
nlrp3_active,-0.2956,0.0492,
nlrp3_active,-0.9149,2.3081,
nlrp3_active,-0.835,0.2949,
nlrp3_active,0.0235,2.1337,
nlrp3_active,-0.6264,2.2607,
nlrp3_active,-0.6491,2.2479,
nlrp3_active,-0.1283,-1.1289,
nlrp3_active,-0.1386,-0.5069,
nlrp3_active,-1.2459,0.3175,
nlrp3_active,0.1933,3.4331,
nlrp3_active,-0.3181,3.6721,
nlrp3_active,0.9039,-0.5319,
nlrp3_active,-0.2128,3.8249,
nlrp3_active,-0.5829,1.9483,
nlrp3_active,-0.683,2.4679,
nlrp3_active,-0.3915,-0.887,
nlrp3_active,-0.2819,-0.5849,
nlrp3_active,-0.0511,3.6629,
nlrp3_active,-0.3201,3.8314,
nlrp3_active,0.1417,2.5631,
nlrp3_active,-0.4352,3.6483,
nlrp3_active,-0.462,2.9024,
nlrp3_active,-0.1724,2.543,
nlrp3_active,-0.2506,2.2267,
nlrp3_active,0.7346,2.7291,
nlrp3_active,-0.8552,2.4342,
nlrp3_active,-0.9767,0.7943,
nlrp3_active,-0.8822,0.9063,
nlrp3_active,-0.4367,4.062,
nlrp3_active,0.1302,-0.3524,
nlrp3_active,-0.5537,0.5477,
nlrp3_active,-0.462,2.9024,
nlrp3_active,-0.0881,3.4238,
nlrp3_active,-0.2007,3.286,
nlrp3_active,0.1378,4.0245,
nlrp3_active,0.2335,-0.2567,
nlrp3_active,-0.9018,0.9154,
nlrp3_active,-0.228,4.1021,
nlrp3_active,-0.1454,0.3876,
nlrp3_active,-0.4394,-0.1084,
nlrp3_active,-0.6606,2.2485,
nlrp3_active,-0.2621,2.2273,
nlrp3_active,-0.2962,-1.0773,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,-1.0485,0.3873,
nlrp3_active,-1.2207,0.6433,
nlrp3_active,-1.038,0.8451,
nlrp3_active,-0.6929,0.4076,
nlrp3_active,-0.3939,3.4191,
nlrp3_active,-0.7041,0.8832,
nlrp3_active,-0.9018,0.9154,
nlrp3_active,-0.4352,3.6483,
nlrp3_active,-0.8248,0.9549,
nlrp3_active,-0.7876,1.1094,
nlrp3_active,-0.1887,3.672,
nlrp3_active,-0.9767,0.7943,
nlrp3_active,-0.0881,3.4238,
nlrp3_active,-0.2321,2.3164,
nlrp3_active,0.579,2.581,
nlrp3_active,-0.144,4.2035,
nlrp3_active,-0.0848,3.7235,
nlrp3_active,-0.0743,3.3198,
nlrp3_active,0.056,2.7058,
nlrp3_active,-1.1445,0.5477,
nlrp3_active,-0.0918,3.4365,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,-0.8248,0.9549,
nlrp3_active,-0.7041,0.8832,
nlrp3_active,-0.7695,0.8685,
nlrp3_active,-0.8202,0.8238,
nlrp3_active,-1.2313,0.5433,
nlrp3_active,-0.4352,3.6483,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,-1.1435,0.3175,
nlrp3_active,-1.0516,0.689,
nlrp3_active,-0.7591,0.7135,
nlrp3_active,-1.1326,0.642,
nlrp3_active,-0.2218,2.5782,
nlrp3_active,0.049,3.1958,
nlrp3_active,-0.1089,2.7584,
nlrp3_active,-0.1724,2.543,
nlrp3_active,-0.0881,3.4238,
nlrp3_active,-0.0881,3.4238,
nlrp3_active,0.2818,3.0342,
nlrp3_active,-0.7876,1.1094,
nlrp3_active,-0.9813,0.4333,
nlrp3_active,-0.2386,4.5058,
nlrp3_active,-0.9563,1.6181,
nlrp3_active,-1.0143,1.8066,
nlrp3_active,-0.7795,0.5841,
nlrp3_active,-1.1634,1.0091,
nlrp3_active,-0.972,0.9717,
nlrp3_active,0.0072,2.5413,
nlrp3_active,-0.0298,3.8791,
nlrp3_active,-0.0534,3.9542,
nlrp3_active,0.1386,3.3393,
nlrp3_active,-0.5199,0.9157,
nlrp3_active,-0.5659,1.1664,
nlrp3_active,-0.6367,0.5343,
nlrp3_active,-0.5463,0.625,
nlrp3_active,-0.0918,3.4365,
nlrp3_active,-0.9543,1.4081,
nlrp3_active,-1.0447,0.4027,
nlrp3_active,-0.8341,0.4911,
nlrp3_active,-0.6088,3.6621,
nlrp3_active,-0.2915,3.7309,
nlrp3_active,0.1417,2.5631,
nlrp3_active,-0.2007,3.286,
nlrp3_active,0.1218,3.8664,
nlrp3_active,-0.4367,4.062,
nlrp3_active,-0.4578,3.1915,
nlrp3_active,-0.6572,0.8314,
nlrp3_active,-0.6066,0.3208,
nlrp3_active,-0.7143,1.5326,
nlrp3_active,-0.0496,3.9781,
nlrp3_active,-0.5199,0.9157,
nlrp3_active,-0.889,0.7069,
nlrp3_active,-1.1746,0.2445,
nlrp3_active,-0.8739,0.4954,
nlrp3_active,-0.685,0.6673,
nlrp3_active,-0.2975,4.0094,
nlrp3_active,-0.1245,3.2926,
nlrp3_active,-0.8524,0.5452,
nlrp3_active,-0.1122,0.1415,
nlrp3_active,-0.7876,1.1094,
nlrp3_active,-0.2138,0.4649,
nlrp3_active,-0.8822,0.9063,
nlrp3_active,-0.5537,0.5477,
dual_docked_pool,-1.0645,0.4599,
dual_docked_pool,-1.0656,0.9739,
dual_docked_pool,1.0725,-0.4704,
dual_docked_pool,-0.9517,0.1684,
dual_docked_pool,-0.7224,0.3088,
dual_docked_pool,-1.3828,0.3452,
dual_docked_pool,-1.454,0.021,
dual_docked_pool,-0.7856,-0.4714,
dual_docked_pool,-0.5027,0.8592,
dual_docked_pool,-1.1405,0.1506,
dual_docked_pool,1.5749,-0.764,
dual_docked_pool,-0.1299,-0.0466,
dual_docked_pool,0.0251,0.254,
dual_docked_pool,-0.3131,-0.2428,
dual_docked_pool,-1.2407,0.5494,
dual_docked_pool,0.1348,-0.4524,
dual_docked_pool,-1.0632,0.2321,
dual_docked_pool,-1.2855,-0.4094,
dual_docked_pool,-0.1999,0.5877,
dual_docked_pool,0.5952,-0.3712,
dual_docked_pool,-0.9086,0.6927,
dual_docked_pool,-0.2145,-0.2984,
dual_docked_pool,-1.4788,0.0662,
dual_docked_pool,-0.8289,0.3222,
dual_docked_pool,-0.766,-0.0145,
dual_docked_pool,-0.2001,0.3089,
dual_docked_pool,0.1885,0.4834,
dual_docked_pool,-0.78,-0.0953,
dual_docked_pool,-0.6025,0.1197,
dual_docked_pool,-0.5095,0.0242,
dual_docked_pool,-1.1407,-0.1267,
dual_docked_pool,0.4532,-0.1872,
dual_docked_pool,-1.4214,0.3987,
dual_docked_pool,0.027,-0.176,
dual_docked_pool,-0.3776,0.918,
dual_docked_pool,-0.9208,-1.0162,
dual_docked_pool,0.7626,-0.4629,
dual_docked_pool,-0.1031,0.8096,
dual_docked_pool,-1.3693,-0.3067,
dual_docked_pool,-1.6075,0.1722,
dual_docked_pool,-1.0047,-1.1395,
dual_docked_pool,-0.0724,0.7877,
dual_docked_pool,-0.4094,-0.4951,
dual_docked_pool,-0.6196,0.0823,
dual_docked_pool,-0.248,-0.0259,
dual_docked_pool,-0.7824,-0.5252,
dual_docked_pool,0.1541,0.0235,
dual_docked_pool,1.6861,-0.0594,
dual_docked_pool,-1.0387,0.2698,
dual_docked_pool,-0.6452,-0.159,
dual_docked_pool,0.2465,0.251,
dual_docked_pool,0.3264,-0.0684,
dual_docked_pool,-0.6432,-0.4672,
dual_docked_pool,-0.2703,0.6249,
dual_docked_pool,-1.4839,-0.0493,
dual_docked_pool,-0.3272,-0.7707,
dual_docked_pool,-0.1485,0.8229,
dual_docked_pool,0.2813,0.3891,
dual_docked_pool,-0.3896,-0.3978,
dual_docked_pool,-0.5111,0.2092,
dual_docked_pool,0.9521,-0.5251,
dual_docked_pool,-0.8604,0.5779,
dual_docked_pool,-0.8507,0.2542,
dual_docked_pool,-0.4494,-0.7692,
dual_docked_pool,-0.2791,-0.3122,
dual_docked_pool,-0.2256,-0.4539,
dual_docked_pool,-0.5134,-0.362,
dual_docked_pool,-0.8271,0.1283,
dual_docked_pool,-1.3443,-0.8208,
dual_docked_pool,0.1436,0.3282,
dual_docked_pool,-0.6379,0.1548,
dual_docked_pool,0.2629,0.5273,
dual_docked_pool,-0.0087,0.1662,
dual_docked_pool,-0.8268,0.4573,
dual_docked_pool,-0.1836,0.3015,
dual_docked_pool,-0.707,-0.7792,
dual_docked_pool,-0.523,0.7035,
dual_docked_pool,-0.6849,0.2019,
dual_docked_pool,-1.0995,0.3947,
dual_docked_pool,0.7912,0.1984,
dual_docked_pool,-0.9141,-0.0817,
dual_docked_pool,0.087,-0.5663,
dual_docked_pool,0.9378,0.1686,
dual_docked_pool,-0.0306,-0.5027,
dual_docked_pool,-0.9123,-0.9514,
dual_docked_pool,-0.7003,0.5871,
dual_docked_pool,-1.1314,-0.535,
dual_docked_pool,-0.6234,0.1495,
dual_docked_pool,-1.4312,0.0226,
dual_docked_pool,-1.0031,-0.5084,
dual_docked_pool,0.7045,-0.0273,
dual_docked_pool,-0.0196,-0.7104,
dual_docked_pool,-0.5322,-0.2128,
dual_docked_pool,0.5481,-0.3669,
dual_docked_pool,-0.6706,-0.2666,
dual_docked_pool,0.1495,0.1407,
dual_docked_pool,0.3685,-0.2267,
dual_docked_pool,0.2894,-0.1681,
dual_docked_pool,0.4969,-0.3077,
dual_docked_pool,-1.4292,0.1931,
dual_docked_pool,-0.0164,0.6082,
dual_docked_pool,-0.0537,0.6007,
dual_docked_pool,-0.4903,-0.1257,
dual_docked_pool,0.3435,-0.4751,
dual_docked_pool,-0.3305,0.4209,
dual_docked_pool,0.6238,-0.7409,
dual_docked_pool,-1.2405,0.0329,
dual_docked_pool,-1.0594,-0.0847,
dual_docked_pool,-0.6593,-0.0815,
dual_docked_pool,3.2199,0.332,
dual_docked_pool,-0.496,0.288,
dual_docked_pool,-0.8157,0.2242,
dual_docked_pool,-0.7694,-0.3389,
dual_docked_pool,-0.952,0.0387,
dual_docked_pool,-0.0105,-0.422,
dual_docked_pool,-0.8841,0.3726,
dual_docked_pool,-1.3553,0.2651,
dual_docked_pool,-0.414,-0.5742,
dual_docked_pool,-0.2043,-0.645,
dual_docked_pool,-0.0281,-0.6725,
dual_docked_pool,-1.1102,-0.5475,
dual_docked_pool,-1.0821,0.5335,
dual_docked_pool,1.4306,-0.0575,
dual_docked_pool,-0.6386,0.3002,
dual_docked_pool,1.2512,-0.6573,
dual_docked_pool,-0.7674,-0.1715,
dual_docked_pool,0.4231,0.1025,
dual_docked_pool,1.6058,-0.0692,
dual_docked_pool,-0.5529,-0.4012,
dual_docked_pool,-0.8378,0.1357,
dual_docked_pool,-0.5255,0.7292,
dual_docked_pool,-0.5173,-0.8904,
dual_docked_pool,-0.8597,-0.0473,
dual_docked_pool,-0.5096,0.1107,
dual_docked_pool,-0.744,0.0029,
dual_docked_pool,0.2754,-0.6006,
dual_docked_pool,0.661,-0.7216,
dual_docked_pool,-1.0003,0.099,
dual_docked_pool,-0.9329,0.283,
dual_docked_pool,-0.5968,-0.6892,
dual_docked_pool,0.1653,-0.8078,
dual_docked_pool,1.4537,-0.3723,
dual_docked_pool,0.0303,0.086,
dual_docked_pool,-0.4149,-0.2978,
dual_docked_pool,-0.6195,-0.8552,
dual_docked_pool,-1.2766,0.3246,
dual_docked_pool,-0.4176,-0.0761,
dual_docked_pool,-0.892,0.1508,
dual_docked_pool,-0.4814,-0.0916,
dual_docked_pool,-0.313,0.3886,
dual_docked_pool,-0.0676,0.4364,
dual_docked_pool,0.9861,0.3825,
dual_docked_pool,0.3037,0.5567,
dual_docked_pool,-1.3869,0.4765,
dual_docked_pool,-0.3065,-0.3631,
dual_docked_pool,-1.1852,-0.7112,
dual_docked_pool,-0.5742,0.5408,
dual_docked_pool,-0.6452,-0.5595,
dual_docked_pool,-1.3352,0.2247,
dual_docked_pool,-0.9074,0.3685,
dual_docked_pool,-0.5838,-0.1942,
dual_docked_pool,-1.1501,-1.5711,
dual_docked_pool,-0.9652,-0.1582,
dual_docked_pool,-0.3255,0.0487,
dual_docked_pool,0.2567,0.6058,
dual_docked_pool,0.6885,-0.4339,
dual_docked_pool,-1.1529,-0.192,
dual_docked_pool,-1.1557,-0.4464,
dual_docked_pool,-0.6009,0.5693,
dual_docked_pool,-0.5396,-0.5233,
dual_docked_pool,-0.5191,-0.2316,
dual_docked_pool,-0.2092,0.8793,
dual_docked_pool,0.7393,-0.1856,
dual_docked_pool,-0.8612,-0.6945,
dual_docked_pool,-0.198,0.1188,
dual_docked_pool,-0.3381,-0.2759,
dual_docked_pool,-1.2429,0.593,
dual_docked_pool,-0.5462,-0.0408,
dual_docked_pool,-0.5058,-0.7847,
dual_docked_pool,-0.7194,0.0394,
dual_docked_pool,-0.9162,-0.0412,
dual_docked_pool,-0.8907,-0.0302,
dual_docked_pool,-0.1303,-0.2939,
dual_docked_pool,-0.2484,-0.3889,
dual_docked_pool,-0.8626,0.0485,
dual_docked_pool,-0.3919,0.355,
dual_docked_pool,-0.437,0.4005,
dual_docked_pool,-0.2904,0.1496,
dual_docked_pool,-0.0903,0.4626,
dual_docked_pool,-0.5263,0.4611,
dual_docked_pool,0.0126,-0.7742,
dual_docked_pool,-1.0391,-0.1861,
dual_docked_pool,-0.5044,0.6549,
dual_docked_pool,-0.2106,-0.2871,
dual_docked_pool,-0.7955,-0.8307,
dual_docked_pool,-0.3171,0.1452,
dual_docked_pool,-0.59,0.3845,
dual_docked_pool,-1.3528,0.0732,
dual_docked_pool,0.0859,0.6612,
dual_docked_pool,-0.6065,0.3381,
dual_docked_pool,-0.3462,-0.1873,
dual_docked_pool,-0.1887,-0.0818,
dual_docked_pool,-0.7054,0.5544,
dual_docked_pool,-0.9596,0.1075,
dual_docked_pool,1.169,-0.5826,
dual_docked_pool,0.1098,0.6876,
dual_docked_pool,-0.469,0.5544,
dual_docked_pool,-0.2549,0.3146,
dual_docked_pool,-0.1537,-0.0076,
dual_docked_pool,-0.3605,0.5852,
dual_docked_pool,0.8633,0.5052,
dual_docked_pool,0.1718,-0.2881,
dual_docked_pool,-0.1242,0.4295,
dual_docked_pool,-0.2036,-1.0993,
dual_docked_pool,-0.2112,-0.0462,
dual_docked_pool,-0.3951,-0.8207,
dual_docked_pool,-1.1013,0.0757,
dual_docked_pool,-0.4822,0.6297,
dual_docked_pool,-1.2965,-0.1461,
dual_docked_pool,0.4581,-0.962,
dual_docked_pool,-0.1851,0.2836,
dual_docked_pool,-0.9302,0.3818,
dual_docked_pool,-1.0076,-0.0381,
dual_docked_pool,0.1785,0.0539,
dual_docked_pool,-0.0344,-0.2747,
dual_docked_pool,-1.1203,0.3604,
dual_docked_pool,-0.2821,-0.4387,
dual_docked_pool,-1.0354,-0.2648,
dual_docked_pool,-0.9948,-0.2442,
dual_docked_pool,-0.5517,0.1897,
dual_docked_pool,0.7059,-0.0084,
dual_docked_pool,-0.4881,-0.782,
dual_docked_pool,-1.0365,-0.2829,
dual_docked_pool,-0.3476,0.2257,
dual_docked_pool,-0.2757,-0.3554,
dual_docked_pool,-0.5417,0.2542,
dual_docked_pool,-0.7245,0.1049,
dual_docked_pool,-0.1593,0.1938,
dual_docked_pool,0.1935,0.2436,
dual_docked_pool,-0.3577,-0.4391,
dual_docked_pool,-0.9395,0.0411,
dual_docked_pool,-0.252,-0.1543,
dual_docked_pool,-1.1955,0.0891,
dual_docked_pool,0.066,-1.1848,
dual_docked_pool,-0.714,-0.2178,
dual_docked_pool,-1.0389,-0.0036,
dual_docked_pool,-0.847,0.4354,
dual_docked_pool,1.0611,0.3448,
dual_docked_pool,0.3441,-0.0232,
dual_docked_pool,-1.5159,-0.4856,
dual_docked_pool,-0.0877,0.3606,
dual_docked_pool,0.5041,0.2202,
dual_docked_pool,0.2991,-0.3239,
dual_docked_pool,0.5853,0.3834,
dual_docked_pool,-0.7861,0.3374,
dual_docked_pool,-0.0492,-0.2029,
dual_docked_pool,0.41,-0.1353,
dual_docked_pool,-1.3603,-0.2426,
dual_docked_pool,-0.5712,0.4406,
dual_docked_pool,0.094,-0.1072,
dual_docked_pool,0.3297,0.0824,
dual_docked_pool,0.1564,-0.4433,
dual_docked_pool,-0.5861,-0.945,
dual_docked_pool,-0.629,-0.1835,
dual_docked_pool,-0.0182,-0.4985,
dual_docked_pool,-0.4821,0.0567,
dual_docked_pool,-1.1773,-0.1855,
dual_docked_pool,-0.7574,-0.0585,
dual_docked_pool,-1.0942,-0.7587,
dual_docked_pool,-0.411,0.2773,
dual_docked_pool,-1.4768,0.4403,
dual_docked_pool,-0.4459,-0.3692,
dual_docked_pool,-0.4787,-0.4854,
dual_docked_pool,0.5621,-0.0835,
dual_docked_pool,-0.3088,-0.0605,
dual_docked_pool,-0.9158,0.7172,
dual_docked_pool,-0.6835,0.0432,
dual_docked_pool,0.1411,-0.2473,
dual_docked_pool,-0.3796,0.1418,
dual_docked_pool,0.1882,-0.2519,
dual_docked_pool,-0.3262,0.2379,
dual_docked_pool,0.8433,0.6131,
dual_docked_pool,-0.9981,-0.7712,
