repurposing_id,chembl_id,name,canonical_smiles,inchi_key,mw,max_phase,atc_code,source_phase,source_atc_l1,source_atc_l2,library_panel,benchmark_ref,mol_type,structure_type
REP_00001,CHEMBL101,PHENYLBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,308.38,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00002,CHEMBL1018,DIENESTROL,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,NFDFQCUYFHCNBW-SCGPFSFSSA-N,266.34,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00003,CHEMBL1020,TOLMETIN,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,UPSPUYADGBWSHF-UHFFFAOYSA-N,257.29,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00004,CHEMBL1029,MIGLUSTAT,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,UQRORFVVSGFNRO-UTINFBMNSA-N,219.28,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00005,CHEMBL103,PROGESTERONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN-LEKSSAKUSA-N,314.47,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00006,CHEMBL104,CLOTRIMAZOLE,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,VNFPBHJOKIVQEB-UHFFFAOYSA-N,344.85,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00007,CHEMBL1042,CHOLECALCIFEROL,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,QYSXJUFSXHHAJI-YRZJJWOYSA-N,384.65,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00008,CHEMBL107,COLCHICINE,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,IAKHMKGGTNLKSZ-INIZCTEOSA-N,399.44,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00009,CHEMBL1070,NABUMETONE,COc1ccc2cc(CCC(C)=O)ccc2c1,BLXXJMDCKKHMKV-UHFFFAOYSA-N,228.29,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00010,CHEMBL1071,OXAPROZIN,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OFPXSFXSNFPTHF-UHFFFAOYSA-N,293.32,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00011,CHEMBL1073,GLIPIZIDE,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,445.55,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00012,CHEMBL1078261,PROPIVERINE,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,QPCVHQBVMYCJOM-UHFFFAOYSA-N,367.49,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00013,CHEMBL1079,TIZANIDINE,Clc1ccc2nsnc2c1NC1=NCCN1,XFYDIVBRZNQMJC-UHFFFAOYSA-N,253.72,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00014,CHEMBL1089221,BENDAZAC,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,BYFMCKSPFYVMOU-UHFFFAOYSA-N,282.3,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00015,CHEMBL1096,AMLEXANOX,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,SGRYPYWGNKJSDL-UHFFFAOYSA-N,298.3,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00016,CHEMBL1103,FURAZOLIDONE,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,PLHJDBGFXBMTGZ-WEVVVXLNSA-N,225.16,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00017,CHEMBL110458,MIGALASTAT,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,LXBIFEVIBLOUGU-DPYQTVNSSA-N,163.17,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00018,CHEMBL110691,CHLORMADINONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,QMBJSIBWORFWQT-DFXBJWIESA-N,404.93,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00019,CHEMBL111,RIMONABANT,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,JZCPYUJPEARBJL-UHFFFAOYSA-N,463.8,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00020,CHEMBL1110,ALOSETRON,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,JSWZEAMFRNKZNL-UHFFFAOYSA-N,294.36,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00021,CHEMBL1123,DICYCLOMINE,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,CURUTKGFNZGFSE-UHFFFAOYSA-N,309.49,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00022,CHEMBL1140,NIACINAMIDE,NC(=O)c1cccnc1,DFPAKSUCGFBDDF-UHFFFAOYSA-N,122.13,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00023,CHEMBL1149,LEVOCARNITINE,C[N+](C)(C)C[C@H](O)CC(=O)[O-],PHIQHXFUZVPYII-ZCFIWIBFSA-N,161.2,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00024,CHEMBL1162,NORETHINDRONE,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,VIKNJXKGJWUCNN-XGXHKTLJSA-N,298.43,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00025,CHEMBL1164729,FEBUXOSTAT,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,BQSJTQLCZDPROO-UHFFFAOYSA-N,316.38,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00026,CHEMBL117287,PRUCALOPRIDE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,ZPMNHBXQOOVQJL-UHFFFAOYSA-N,367.88,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00027,CHEMBL118,CELECOXIB,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,RZEKVGVHFLEQIL-UHFFFAOYSA-N,381.38,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00028,CHEMBL1180725,PROPANTHELINE,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,VVWYOYDLCMFIEM-UHFFFAOYSA-N,368.5,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00029,CHEMBL1189679,PALONOSETRON,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,CPZBLNMUGSZIPR-NVXWUHKLSA-N,296.41,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00030,CHEMBL119423,TISOPURINE,Sc1ncnc2[nH]ncc12,PYAOPMWCFSVFOT-UHFFFAOYSA-N,152.18,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00031,CHEMBL1194666,DIETHYLPROPION,CCN(CC)C(C)C(=O)c1ccccc1,XXEPPPIWZFICOJ-UHFFFAOYSA-N,205.3,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00032,CHEMBL1200395,ORPHENADRINE CITRATE,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,MMMNTDFSPSQXJP-UHFFFAOYSA-N,461.51,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00033,CHEMBL1200436,OXANDROLONE,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,QSLJIVKCVHQPLV-PEMPUTJUSA-N,306.45,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00034,CHEMBL1200438,TIOCONAZOLE,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,QXHHHPZILQDDPS-UHFFFAOYSA-N,387.72,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00035,CHEMBL1200500,BECLOMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,KUVIULQEHSCUHY-XYWKZLDCSA-N,521.05,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00036,CHEMBL1200585,OXYMETHOLONE,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,ICMWWNHDUZJFDW-DHODBPELSA-N,332.48,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00037,CHEMBL1200623,ETHYLESTRENOL,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,AOXRBFRFYPMWLR-XGXHKTLJSA-N,288.48,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00038,CHEMBL1200624,ETHYNODIOL DIACETATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,ONKUMRGIYFNPJW-KIEAKMPYSA-N,384.52,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00039,CHEMBL1200648,ROCURONIUM BROMIDE,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,YXRDKMPIGHSVRX-OOJCLDBCSA-N,529.79,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00040,CHEMBL1200656,NATAMYCIN,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,NCXMLFZGDNKEPB-FFPOYIOWSA-N,665.73,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00041,CHEMBL1200699,DOXYCYCLINE,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,JBIWCJUYHHGXTC-AKNGSSGZSA-N,444.44,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00042,CHEMBL1200714,CHLORMEZANONE,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,273.74,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00043,CHEMBL1200722,PIPECURONIUM BROMIDE,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,OWWLUIWOFHMHOQ-XGHATYIMSA-N,602.91,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00044,CHEMBL1200761,CHLOROTRIANISENE,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,BFPSDSIWYFKGBC-UHFFFAOYSA-N,380.87,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00045,CHEMBL1200848,HYDROXYPROGESTERONE CAPROATE,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DOMWKUIIPQCAJU-LJHIYBGHSA-N,428.61,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00046,CHEMBL1200851,HOMATROPINE METHYLBROMIDE,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,WKWOJBUWWZTUQV-SPUOUPEWSA-N,290.38,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00047,CHEMBL1200853,DYDROGESTERONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,JGMOKGBVKVMRFX-HQZYFCCVSA-N,312.45,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00048,CHEMBL1200950,CLIDINIUM BROMIDE,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,HOOSGZJRQIVJSZ-UHFFFAOYSA-N,352.45,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00049,CHEMBL1200969,DUTASTERIDE,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,JWJOTENAMICLJG-QWBYCMEYSA-N,528.54,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00050,CHEMBL1200979,DEXPANTHENOL,CC(C)(CO)[C@@H](O)C(=O)NCCCO,SNPLKNRPJHDVJA-ZETCQYMHSA-N,205.25,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00051,CHEMBL1201027,GLYCOPYRRONIUM BROMIDE,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,ANGKOCUUWGHLCE-UHFFFAOYSA-N,318.44,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00052,CHEMBL1201087,CABERGOLINE,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,KORNTPPJEAJQIU-KJXAQDMKSA-N,451.62,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00053,CHEMBL1201117,METHOCARBAMOL,COc1ccccc1OCC(O)COC(N)=O,GNXFOGHNGIVQEH-UHFFFAOYSA-N,241.24,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00054,CHEMBL1201134,LUBIPROSTONE,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,WGFOBBZOWHGYQH-MXHNKVEKSA-N,390.47,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00055,CHEMBL1201139,MEGESTROL ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,384.52,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00056,CHEMBL1201196,SERTACONAZOLE,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,JLGKQTAYUIMGRK-UHFFFAOYSA-N,437.78,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00057,CHEMBL1201219,VECURONIUM,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,BGSZAXLLHYERSY-XQIGCQGXSA-N,557.84,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00058,CHEMBL1201232,ISOPROPAMIDE,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,JTPUMZTWMWIVPA-UHFFFAOYSA-O,353.53,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00059,CHEMBL1201264,METHANTHELINE,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,GZHFODJQISUKAY-UHFFFAOYSA-N,340.44,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00060,CHEMBL1201286,OXYPHENONIUM,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,GFRUPHOKLBPHTQ-UHFFFAOYSA-N,348.51,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00061,CHEMBL1201288,DANTROLENE,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,OZOMQRBLCMDCEG-VIZOYTHASA-N,314.26,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00062,CHEMBL1201294,DIPHENOXYLATE,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,HYPPXZBJBPSRLK-UHFFFAOYSA-N,452.6,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00063,CHEMBL1201320,ESOMEPRAZOLE,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,SUBDBMMJDZJVOS-DEOSSOPVSA-N,345.42,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00064,CHEMBL1201321,DIFENOXIN,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,UFIVBRCCIRTJTN-UHFFFAOYSA-N,424.54,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00065,CHEMBL1201325,HEXOCYCLIUM,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,ZRYHPQCHHOKSMD-UHFFFAOYSA-N,317.5,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00066,CHEMBL1201340,DIPHEMANIL,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,LCTZPQRFOZKZNK-UHFFFAOYSA-N,278.42,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00067,CHEMBL1201346,BALSALAZIDE,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,IPOKCKJONYRRHP-FMQUCBEESA-N,357.32,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00068,CHEMBL1201349,HEXAFLUORENIUM,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,HDZAQYPYABGTCL-UHFFFAOYSA-N,502.75,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00069,CHEMBL1201354,TRIDIHEXETHYL,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,NPRHVSBSZMAEIN-UHFFFAOYSA-N,318.53,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00070,CHEMBL1201356,METHYLERGONOVINE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,UNBRKDKAWYKMIV-QWQRMKEZSA-N,339.44,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00071,CHEMBL1201764,FESOTERODINE,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,DCCSDBARQIPTGU-HSZRJFAPSA-N,411.59,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00072,CHEMBL1201770,METHYLNALTREXONE BROMIDE,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,JVLBPIPGETUEET-GAAHOAFPSA-O,356.44,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00073,CHEMBL1201774,SAPROPTERIN,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,FNKQXYHWGSIFBK-RPDRRWSUSA-N,241.25,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00074,CHEMBL1201780,CARGLUMIC ACID,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,LCQLHJZYVOQKHU-VKHMYHEASA-N,190.16,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00075,CHEMBL1201863,DEXLANSOPRAZOLE,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,MJIHNNLFOKEZEW-RUZDIDTESA-N,369.37,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00076,CHEMBL1201864,DIENOGEST,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,AZFLJNIPTRTECV-FUMNGEBKSA-N,311.43,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00077,CHEMBL1206690,PARECOXIB,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,TZRHLKRLEZJVIJ-UHFFFAOYSA-N,370.43,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00078,CHEMBL121,ROSIGLITAZONE,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,YASAKCUCGLMORW-UHFFFAOYSA-N,357.44,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00079,CHEMBL1213251,CLOBENZOREX,CC(Cc1ccccc1)NCc1ccccc1Cl,LRXXRIXDSAEIOR-UHFFFAOYSA-N,259.78,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00080,CHEMBL1213492,GIVINOSTAT,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,YALNUENQHAQXEA-UHFFFAOYSA-N,421.5,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00081,CHEMBL1219,RABEPRAZOLE,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,YREYEVIYCVEVJK-UHFFFAOYSA-N,359.45,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00082,CHEMBL122,ROFECOXIB,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,RZJQGNCSTQAWON-UHFFFAOYSA-N,314.36,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00083,CHEMBL1220,TINIDAZOLE,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,HJLSLZFTEKNLFI-UHFFFAOYSA-N,247.28,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00084,CHEMBL1231,OXYBUTYNIN,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,XIQVNETUBQGFHX-UHFFFAOYSA-N,357.49,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00085,CHEMBL1233,CARISOPRODOL,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,OFZCIYFFPZCNJE-UHFFFAOYSA-N,260.33,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00086,CHEMBL1237066,CALCIUM GLUCEPTATE,O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,RPLTXWVLGFJQNR-OJUPNBFJSA-L,450.35,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00087,CHEMBL1237122,CARBOPROST,CCCCC[C@](C)(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,DLJKPYFALUEJCK-IIELGFQLSA-N,368.51,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00088,CHEMBL1242,PHENAZOPYRIDINE,Nc1ccc(/N=N/c2ccccc2)c(N)n1,QPFYXYFORQJZEC-FOCLMDBBSA-N,213.24,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00089,CHEMBL1261,CITRIC ACID,O=C(O)CC(O)(CC(=O)O)C(=O)O,KRKNYBCHXYNGOX-UHFFFAOYSA-N,192.12,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00090,CHEMBL12610,BENZYDAMINE,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,309.41,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00091,CHEMBL1262,OXICONAZOLE,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,QRJJEGAJXVEBNE-HKOYGPOVSA-N,429.13,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00092,CHEMBL1272,REPAGLINIDE,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,FAEKWTJYAYMJKF-QHCPKHFHSA-N,452.6,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00093,CHEMBL1276308,MIFEPRISTONE,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,VKHAHZOOUSRJNA-GCNJZUOMSA-N,429.6,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00094,CHEMBL1293,BETA CAROTENE,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,OENHQHLEOONYIE-JLTXGRSLSA-N,536.89,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00095,CHEMBL1295,BUTOCONAZOLE,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,SWLMUYACZKCSHZ-UHFFFAOYSA-N,411.79,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00096,CHEMBL1297,FENOPROFEN,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,RDJGLLICXDHJDY-UHFFFAOYSA-N,242.27,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
REP_00097,CHEMBL130,CHLORAMPHENICOL,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-RKDXNWHRSA-N,323.13,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00098,CHEMBL131,PREDNISOLONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,OIGNJSKKLXVSLS-VWUMJDOOSA-N,360.45,4.0,,False,True,False,primary_atc_phase,,Small molecule,MOL
REP_00099,CHEMBL1314,TIOPRONIN,CC(S)C(=O)NCC(=O)O,YTGJWQPHMWSCST-UHFFFAOYSA-N,163.2,4.0,,False,True,True,primary_atc_phase,,Small molecule,MOL
