name,s_u_percentile,s_n_dock_percentile,s_n_ml_percentile,mw,max_phase,display_name
VECABRUTINIB,96.0759493670886,98.95569620253164,91.36075949367088,529.9260000000003,2.0,Vecabrutinib
ZELENIRSTAT,98.29113924050633,95.126582278481,49.68354430379747,537.5170000000003,2.0,Zelenirstat
DEUCRICTIBANT,91.0759493670886,92.53164556962024,49.68354430379747,534.9441017780002,2.0,Deucrictibant
PRALICIGUAT,92.40506329113924,90.85443037974684,91.36075949367088,534.3670000000001,2.0,Praliciguat
GSK-3008348 FREE BASE,97.46835443037976,97.53164556962024,3.481012658227848,487.6480000000004,1.0,GSK-3008348
MLN-0415,94.11392405063292,91.10759493670886,91.36075949367088,514.0260000000002,1.0,MLN-0415
BI 653048,96.32911392405065,90.3481012658228,49.68354430379747,515.5290000000001,1.0,BI 653048
