pair,bindingdb_monomerid,inchikey,frozen_class_theta6_mixed,pA_mixed,pB_mixed,in_scored_panel_structure,in_chembl_map_structure,panel_pmid_overlap,unichem_status,n_pmids,independent_structure_and_literature,affinity_types
EGFR/HER2,107057,AFTBNZZMNUUEFO-UHFFFAOYSA-N,A_only,6.0177,5.1079,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,112499,LVXJQMNHJWSHET-AATRIKPKSA-N,dual,11.0,9.2007,0,0,0,unichem_skipped_bulk,16,0,EC50;IC50
EGFR/HER2,112500,ICDUDMAKDBBZOT-SNAWJCMRSA-N,dual,8.0057,6.6126,1,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,112501,CJIJVEOGUOJOMJ-GQCTYLIASA-N,dual,7.9586,7.0757,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,112502,XFXOYVZSTQCSQN-HWKANZROSA-N,dual,7.3468,6.6737,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,112503,YMQSEEOAYCTNQU-NSCUHMNNSA-N,dual,7.7447,6.6073,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,112504,HNVQCOJZTIBBPB-VOTSOKGWSA-N,dual,7.9208,7.0655,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,130909,HKSZLNNOFSGOKW-FYTWVXJKSA-N,dual,8.0969,8.2218,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,13216,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,dual,7.1024,6.1487,0,0,0,unichem_skipped_bulk,5,0,IC50;KD
EGFR/HER2,13530,KTUFNOKKBVMGRW-UHFFFAOYSA-N,dual,9.9586,10.2218,1,0,0,unichem_skipped_bulk,3,0,IC50;KD
EGFR/HER2,13900,DCVODVBLQRXBMG-UHFFFAOYSA-N,A_only,7.0458,5.5528,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13901,ZCKGARDCKJFLRH-UHFFFAOYSA-N,A_only,7.2218,5.5229,1,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13902,XSFGXVBMHUSTNL-UHFFFAOYSA-N,A_only,7.301,5.4815,1,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13903,IKFNDVGENZZACI-CYBMUJFWSA-N,A_only,6.699,5.1427,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13904,DLQGOUYSCARQKO-UHFFFAOYSA-N,dual,6.9208,6.7447,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13905,SXUTWMUWKOLBDA-UHFFFAOYSA-N,dual,6.2147,6.0862,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13906,KBVZETYUCGGMRC-UHFFFAOYSA-N,dual,6.9208,6.4089,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13907,GPXPDUOFHSGRBJ-UHFFFAOYSA-N,dual,6.699,6.699,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13908,DLACNDICKJWAMH-UHFFFAOYSA-N,dual,6.699,6.6778,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13909,VRGOWRHHJHLAFC-UHFFFAOYSA-N,A_only,6.0223,5.9208,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13911,WHYDOZDJTWFLEP-UHFFFAOYSA-N,dual,7.699,7.3979,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13912,UMFUSRXYNCISOO-UHFFFAOYSA-N,dual,6.9208,6.9586,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13913,XSUGKVVBKGFATM-UHFFFAOYSA-N,dual,7.1549,6.8861,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13914,FAFIJKWOYIPTEN-UHFFFAOYSA-N,dual,6.699,6.301,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13915,MHHWMILMVAWLOJ-UHFFFAOYSA-N,dual,6.6778,6.7696,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13916,RVFNMWDKGFLUFT-UHFFFAOYSA-N,dual,6.3098,6.1367,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13917,XLQRPZAGFWJWJE-UHFFFAOYSA-N,neither,5.1308,5.0132,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13918,CBDBASHBUAODSV-UHFFFAOYSA-N,A_only,6.0223,5.8539,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13919,LVLMWYNJGBBWEX-UHFFFAOYSA-N,neither,5.9586,5.6198,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13920,NFCDGHRKDYRHJM-UHFFFAOYSA-N,B_only,5.7959,6.1675,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13921,TYIJYIGEKOSLCM-UHFFFAOYSA-N,dual,7.3979,7.5229,1,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13922,CQTPFJKIPFEALQ-UHFFFAOYSA-N,dual,6.7696,6.6198,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,13923,VTLGISZPEUFMGV-UHFFFAOYSA-N,dual,7.3979,7.3979,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,139540,YISMQBFJYDFMAL-AESIHLKFSA-N,dual,6.9208,7.2007,0,0,0,unichem_skipped_bulk,0,0,IC50;KD
EGFR/HER2,139991,SADXACCFNXBCFY-IYNHSRRRSA-N,dual,9.3188,8.6198,0,0,0,unichem_skipped_bulk,3,0,IC50
EGFR/HER2,140984,ZZKJYWJMKZJTKA-UHFFFAOYSA-N,dual,8.567,8.4089,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,140986,SVDARJHLGCNCRG-UHFFFAOYSA-N,dual,7.6021,7.7447,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,140988,VPRLBIZASKQOSZ-UHFFFAOYSA-N,dual,7.8239,8.0655,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,149404,HUFOZJXAKZVRNJ-UHFFFAOYSA-N,dual,9.3372,8.0458,0,0,0,unichem_skipped_bulk,19,0,EC50;IC50;KD;KI
EGFR/HER2,149410,BKGAQRNSVMXWHB-UHFFFAOYSA-N,dual,8.2596,8.1487,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,16673,MLDQJTXFUGDVEO-UHFFFAOYSA-N,dual,10.0969,9.2518,0,0,0,unichem_skipped_bulk,11,0,IC50
EGFR/HER2,170514,QKDCLUARMDUUKN-XMMPIXPASA-N,dual,8.7696,8.0969,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,192316,JEMSOXTWRRHLSY-IEYCOXKTSA-N,dual,9.3979,7.6021,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,192317,YFQGFLOTVWXVMG-ONEGZZNKSA-N,dual,9.8861,8.2218,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,192318,LKPIQEOIBNBGGY-RUTRQQBQSA-N,dual,9.2676,7.6383,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,192319,VPBAXWOWGZTFTQ-LNFVKZLXSA-N,dual,9.2924,7.6576,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,192320,VPBAXWOWGZTFTQ-ONEGZZNKSA-N,dual,9.4318,7.041,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,195857,BPENWXBDNSHEHD-UHFFFAOYSA-N,A_only,6.3507,5.3186,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195858,CHFSRPYBDAIBQR-UHFFFAOYSA-N,neither,5.4819,5.4614,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195859,WZUJQAJDFCNKQS-UHFFFAOYSA-N,neither,5.4974,5.1447,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195860,QKANEQHLFOWQRR-UHFFFAOYSA-N,neither,4.672,4.672,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195861,BLWDOLCMBQDSMT-UHFFFAOYSA-N,dual,8.2518,8.2518,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195864,ZVPLRCNYKVNOMV-SNAWJCMRSA-N,dual,7.9586,7.5086,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195865,SJMNSZVROFACMM-VMPITWQZSA-N,neither,5.6942,4.4835,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195866,UFEYPVTVHUTYJF-UHFFFAOYSA-N,dual,7.2291,7.2291,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195868,DYLDTESCOKKPMG-KPKJPENVSA-N,dual,7.3979,7.3979,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195870,CMZKQVFPFYPHOD-UHFFFAOYSA-N,dual,8.3098,8.3098,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195871,YQVNLEYHEXIBNV-UHFFFAOYSA-N,dual,6.9355,6.8416,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195872,NPYHVKHWRDSLAV-UHFFFAOYSA-N,dual,7.7447,7.7447,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195873,NXZQKEJXOSVRFZ-UHFFFAOYSA-N,dual,8.5376,8.5376,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195874,DRGNKFXIAXKCCX-UHFFFAOYSA-N,dual,6.1605,6.1605,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195875,JJQDZMPHVLCCFS-UHFFFAOYSA-N,dual,9.1694,9.1694,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195876,VJFSMDWEMFOWDK-UHFFFAOYSA-N,dual,8.2924,8.2924,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195877,HKNZEEWNPHTWIR-UHFFFAOYSA-N,dual,8.301,8.301,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195878,BIUVCZQWTOSTRS-UHFFFAOYSA-N,dual,8.3279,8.3279,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195879,JIJDVLXBQGQRQM-UHFFFAOYSA-N,dual,8.3468,8.3468,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195880,JWNAINYXINYHML-UHFFFAOYSA-N,dual,8.3979,8.3979,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195881,FGPPXNCHKYRZCI-UHFFFAOYSA-N,dual,8.2757,8.2441,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,195883,FZEFYHUOKWGELA-UHFFFAOYSA-N,neither,5.4517,5.4161,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195884,YRFYHYFKPSFNSZ-UHFFFAOYSA-N,neither,5.8801,4.1534,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195885,SUEFUBDCBOJENJ-UHFFFAOYSA-N,neither,5.4666,5.1704,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195886,BMYBPXJXNNXUJF-UHFFFAOYSA-N,dual,6.6402,6.5654,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,195887,YJAJTLZIWHYGPF-UHFFFAOYSA-N,dual,8.9586,8.9586,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,21,UHTHHESEBZOYNR-UHFFFAOYSA-N,A_only,8.3188,5.585,1,0,1,unichem_skipped_bulk,17,0,IC50;KD
EGFR/HER2,228107,REGOTSLWVKSZRG-GYQWKJCYSA-N,dual,8.4949,7.8539,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228108,REGOTSLWVKSZRG-JFWCZTBVSA-N,dual,8.3665,7.5086,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228109,FKSFPUSFMMAXPK-LPZJDVQTSA-N,dual,8.2076,8.0915,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228110,QMXMLFJONMTABH-RSOJFYCWSA-N,dual,8.4437,7.9208,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228111,XXQCAOCIBBLKTR-AYVVYZBDSA-N,dual,8.7447,8.0,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228112,IGZLGJNZOKGZRZ-NNGMMJRYSA-N,dual,7.8239,7.3565,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228113,REGOTSLWVKSZRG-GYQWKJCYSA-N,dual,8.3188,7.7959,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228114,RWQRIUWKYIAJRI-AGYHTPPKSA-N,dual,7.8239,8.4559,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228115,GSSHFNOWTLFACP-OMYDXBOMSA-N,dual,7.6576,8.7212,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228116,HMFQGZQQOSIJND-LQQDMUIFSA-N,dual,8.0706,8.7447,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228117,WEKWLJJTCAFJDA-LWXNEAQISA-N,dual,8.3768,8.7696,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228118,VAMWYDFGORHXIU-XRCSGBKJSA-N,dual,8.2291,8.6021,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228119,IREADPMWGRIVEJ-WAARREDXSA-N,dual,7.8539,8.7959,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228120,XRKMXTSLBXGSQT-MYOSJQCNSA-N,dual,8.1024,8.6576,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228121,LLDLKTHXNUZVDV-YDBLJOJBSA-N,dual,7.8539,8.7959,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228122,YVFMRJUBTQDNSA-LPUKYHPRSA-N,dual,7.6383,8.4318,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228123,KVXCGOZCGKXYQZ-ZYULESDQSA-N,dual,7.4949,8.1805,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228124,IKXRBNYJGLGKNN-YOAPFAFISA-N,dual,8.6778,8.041,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228125,YHCWZWFXNSGDTJ-UFICKVLRSA-N,dual,8.9208,8.1549,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228126,CRKDDCRCAGBCAI-GYQWKJCYSA-N,dual,8.8239,8.0177,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228127,KAJAEDXGWXUDJX-UTHPQMAGSA-N,dual,8.4815,7.699,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,228128,YYQSQLGNBWMYFW-YOAPFAFISA-N,dual,9.0458,7.7447,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,246607,LUNPOMNMCATHCT-UHFFFAOYSA-N,neither,5.6803,5.4,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,246608,GVOPMIJWESGYMJ-UHFFFAOYSA-N,neither,5.7133,5.9846,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,246609,MIFKLWONDMFKNY-LFYBBSHMSA-N,neither,5.588,4.0054,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,250082,RNOAOAWBMHREKO-QFIPXVFZSA-N,dual,8.6198,7.1192,0,0,0,unichem_skipped_bulk,7,0,EC50;IC50;KD
EGFR/HER2,25084,UJIAQDJKSXQLIT-UHFFFAOYSA-N,dual,6.0969,6.3565,0,0,0,unichem_skipped_bulk,1,0,KD
EGFR/HER2,2579,HKSZLNNOFSGOKW-FYTWVXJKSA-N,dual,9.4559,9.2218,0,0,1,unichem_skipped_bulk,28,0,IC50;KD
EGFR/HER2,259407,CUABMPOJOBCXJI-UHFFFAOYSA-N,neither,4.5229,4.5229,0,0,0,unichem_skipped_bulk,1,0,KD
EGFR/HER2,26300,QYZOGCMHVIGURT-UHFFFAOYSA-N,A_only,6.9208,5.3665,0,0,0,unichem_skipped_bulk,2,0,KD
EGFR/HER2,264128,MCVGYROQTOADFC-NSCUHMNNSA-N,dual,8.6383,8.301,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264129,KYLTYWRKNDUYIL-QDLOVBKTSA-N,dual,8.7959,8.7959,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264159,KYLTYWRKNDUYIL-CWDCEQMOSA-N,dual,7.6576,7.8539,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264160,YFFQYUIFTHZMHX-LAQIPUCWSA-N,dual,8.699,8.7959,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264161,YFFQYUIFTHZMHX-BDUNBXCCSA-N,dual,8.1079,8.0915,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264162,PCOFCPRYWPQQMW-OAJJDEHYSA-N,dual,8.8539,8.7212,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264163,PCOFCPRYWPQQMW-WHLIDYPQSA-N,dual,8.2366,8.3372,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264164,GUHJZZKAWYPNAQ-OWOJBTEDSA-N,dual,8.0223,7.9208,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264165,ICKLZZYEDMBELM-LSTKMXGYSA-N,dual,8.1805,7.7959,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264166,ICKLZZYEDMBELM-PHXNAMCJSA-N,dual,7.6576,7.4815,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264167,NYHCGCDSBXKURV-SBPBPJATSA-N,dual,8.4089,8.0177,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264168,OVKAWEPHUVGRCJ-SQMXEVSSSA-N,dual,8.5376,8.8239,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264169,QJNMNCUMDUMIJV-CBCWIBMJSA-N,dual,8.5686,7.8539,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264170,KZBKXMGIJLJPHP-HNPUZTMESA-N,dual,8.5376,8.9208,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264171,KZBKXMGIJLJPHP-VQPVDWPJSA-N,dual,7.6021,7.9586,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264172,QJNMNCUMDUMIJV-OMSMFVMISA-N,dual,7.7447,7.3979,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264173,KZBKXMGIJLJPHP-USNGRLKASA-N,dual,8.3188,8.301,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264174,ZHSPHEJVKURUJP-ONGSAVLISA-N,dual,7.9586,7.9586,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264175,XAHNKMWYZJATAR-PWZRHHMCSA-N,dual,8.5376,8.5528,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,264176,XAHNKMWYZJATAR-OBPLTNGCSA-N,dual,7.6576,7.7959,0,0,0,unichem_skipped_bulk,0,0,IC50
EGFR/HER2,27879,ZWVZORIKUNOTCS-OAQYLSRUSA-N,neither,5.7959,4.767,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27961,MSLPPMUTXCBVLE-HZCBDIJESA-N,dual,6.5686,6.7305,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27962,FNIODIAGYLWZRY-WGSAOQKQSA-N,dual,6.4425,6.6021,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27963,DZHMNRMMNFEUNL-MEMLXQNLSA-N,dual,7.1871,6.1778,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27964,YETDQFJRLHRQJD-HZCBDIJESA-N,dual,7.2366,7.2757,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27965,MWTCMQXTURNBFI-HZCBDIJESA-N,dual,7.5229,7.3565,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27966,PXOJXTKZVIEYLV-RQNOJGIXSA-N,dual,6.8861,7.2291,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27967,IWSFWGQTDDJZPR-RQNOJGIXSA-N,dual,7.5229,6.5686,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27968,FHQQNAHMJMQUKJ-RQNOJGIXSA-N,dual,7.6021,7.7696,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27969,JHZWEYCWMPNVEC-DIVCQZSQSA-N,dual,7.2366,7.2676,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27970,BJSZKHZJEOKFJO-DIVCQZSQSA-N,dual,8.5229,7.8861,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27971,RBBZLSVNHVBMRU-UHFFFAOYSA-N,dual,7.6198,7.9208,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27972,DWJSVGCODPLRLP-AWEZNQCLSA-N,dual,7.1938,7.5686,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27973,FNYHTKUCTLSINN-GOSISDBHSA-N,dual,8.1549,7.8861,0,0,0,unichem_skipped_bulk,3,0,IC50
EGFR/HER2,27974,KWBKHNYGQSAYCE-UHFFFAOYSA-N,dual,7.3279,8.0,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27975,POJRAIDOFSJODM-UHFFFAOYSA-N,dual,7.1487,7.7212,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,27976,UMGYMAXDIGYRMA-AWEZNQCLSA-N,dual,7.1612,7.3565,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,27977,TWIUFSQIKGYUBP-GOSISDBHSA-N,dual,6.9626,7.2676,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,27978,WLEIXJUVTKOBDP-UHFFFAOYSA-N,dual,6.4295,7.284,0,0,0,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,28489,NKOJMDRKLJSOJR-FYYLOGMGSA-N,dual,7.1871,7.0969,0,0,1,unichem_skipped_bulk,3,0,IC50
EGFR/HER2,28490,WFTNHECJAZFTJB-DENIHFKCSA-N,dual,7.301,7.5229,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28491,LYJHHXBOBVEKHY-YLJYHZDGSA-N,dual,6.9208,7.2218,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28492,NWRYHCNPTDKBAI-FYYLOGMGSA-N,B_only,5.585,6.3468,1,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28493,IUDNEWGUEHBBOQ-ISKFKSNPSA-N,B_only,5.9788,6.585,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28494,LJKWMYHCZOUEOQ-UYAOXDASSA-N,dual,6.7212,7.2218,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28495,SBYLTLVZZWSDEP-IEBWSBKVSA-N,dual,6.3979,6.4318,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28496,FCKGEOQXHWZJHO-IFMALSPDSA-N,dual,6.5528,6.7447,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28497,BGHXZIFCCVTXMJ-RCZVLFRGSA-N,dual,6.7447,7.0605,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28498,QAOIGWCWWITZTC-JWQCQUIFSA-N,dual,6.6198,7.2218,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28499,WCDMWNJUWOHGEY-NHCUHLMSSA-N,B_only,5.7825,6.6576,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28500,RJZPDKUWHMCJNM-TZIWHRDSSA-N,dual,6.2007,6.0969,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28501,SDHRCQGCPUPURT-ILBGXUMGSA-N,dual,7.0969,7.301,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28502,LRLNQABHVFTDEO-ILBGXUMGSA-N,dual,7.5229,7.5229,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28503,HRADRJGXRLBLGD-ISKFKSNPSA-N,dual,7.4815,7.4559,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28504,OMNUQQMMTVDCHE-JYHRCJKBSA-N,dual,6.9208,6.8861,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28505,DNGKMKTZKCGWMO-FYYLOGMGSA-N,dual,6.6383,7.0706,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28506,ZFBVZPNEZMXKOV-IFMALSPDSA-N,dual,6.8239,6.9208,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28507,JKMMLNQHOCOLSR-AOYPEHQESA-N,dual,7.0458,7.2218,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28508,JOAKGRBKTPJXHB-XNMGPUDCSA-N,neither,5.5003,5.5751,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28509,OMQOMUUJUACRFX-NFBKMPQASA-N,dual,6.1675,6.7447,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28510,VURXMUNOWCBINZ-ISKFKSNPSA-N,dual,6.6198,6.6778,0,0,0,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28511,QAIGLWIBJKERDJ-IEBWSBKVSA-N,dual,7.3979,7.7959,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28512,XNBMKLASHVMECR-UYAOXDASSA-N,dual,7.301,7.699,0,0,1,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,28513,IYINYGZMZPUBOK-TZIWHRDSSA-N,dual,7.4949,7.3665,0,0,1,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,28514,YEIAMNOHYKXSFB-TZIWHRDSSA-N,dual,7.5528,7.1675,0,0,1,unichem_skipped_bulk,2,0,IC50
EGFR/HER2,28515,GWKMIVYJIGCSBU-FYYLOGMGSA-N,dual,7.2007,7.301,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28516,OQGBHQFXDSBPBX-IFMALSPDSA-N,dual,7.301,7.4949,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28517,UWADRORTXGMUIP-FYYLOGMGSA-N,dual,7.0044,7.4949,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28518,QHVIPDJZOQGJIA-FYYLOGMGSA-N,dual,7.2007,7.699,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28519,NWDMCJXGXJGDKM-IFMALSPDSA-N,dual,7.3979,7.4949,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28520,IYINYGZMZPUBOK-FPOVZHCZSA-N,dual,7.301,7.4949,0,0,1,unichem_skipped_bulk,1,0,IC50
EGFR/HER2,28521,YEIAMNOHYKXSFB-FPOVZHCZSA-N,dual,7.3979,7.3979,0,0,1,unichem_skipped_bulk,1,0,IC50
