pair,ligand,molecule_chembl_id,frozen_class,high_conf_class_theta6,high_conf_max_A,high_conf_max_B,n_high_conf_A,n_high_conf_B,complete_high_conf,class_matches_frozen,vina_A,vina_B
PIK3CA/PIK3CB,PAB_031,CHEMBL5088457,A_only,A_only,7.42,5.33,2,1,1,1,7.238,8.687
PIK3CA/PIK3CB,PAB_032,CHEMBL4206585,A_only,A_only,6.78,5.31,1,1,1,1,7.981,8.613
PIK3CA/PIK3CB,PAB_033,CHEMBL4593348,A_only,A_only,6.61,5.24,1,1,1,1,7.467,7.826
PIK3CA/PIK3CB,PAB_035,CHEMBL4569614,A_only,A_only,6.5,5.5,1,1,1,1,8.439,8.371
PIK3CA/PIK3CB,PAB_036,CHEMBL3800138,A_only,A_only,6.52,5.25,1,1,1,1,7.978,7.539
PIK3CA/PIK3CB,PAB_037,CHEMBL3218581,A_only,A_only,7.82,5.19,3,1,1,1,6.991,6.491
PIK3CA/PIK3CB,PAB_038,CHEMBL4521863,A_only,A_only,7.05,5.5,1,1,1,1,9.223,11.313
PIK3CA/PIK3CB,PAB_039,CHEMBL477999,A_only,A_only,6.64,5.16,1,1,1,1,9.002,9.405
PIK3CA/PIK3CB,PAB_040,CHEMBL3609517,A_only,A_only,8.05,5.35,2,1,1,1,7.019,7.32
PIK3CA/PIK3CB,PAB_041,CHEMBL4593752,A_only,A_only,6.5,5.1,1,1,1,1,9.002,9.597
PIK3CA/PIK3CB,PAB_042,CHEMBL3609537,A_only,A_only,7.16,5.07,1,1,1,1,6.817,6.466
PIK3CA/PIK3CB,PAB_043,CHEMBL3609538,A_only,A_only,7.48,5.16,1,1,1,1,7.117,6.912
PIK3CA/PIK3CB,PAB_044,CHEMBL2397192,A_only,A_only,7.72,5.39,2,1,1,1,7.571,7.63
PIK3CA/PIK3CB,PAB_045,CHEMBL2397197,A_only,A_only,7.41,5.26,2,1,1,1,7.614,7.533
PIK3CA/PIK3CB,PAB_046,CHEMBL3608924,A_only,A_only,7.52,5.3,1,1,1,1,6.577,6.28
PIK3CA/PIK3CB,PAB_047,CHEMBL4754889,A_only,A_only,6.96,5.3,1,1,1,1,8.035,7.45
PIK3CA/PIK3CB,PAB_048,CHEMBL4465563,A_only,A_only,6.6,5.2,1,1,1,1,8.509,8.194
PIK3CA/PIK3CB,PAB_049,CHEMBL5992500,A_only,A_only,6.52,5.39,1,1,1,1,8.225,9.452
PIK3CA/PIK3CB,PAB_050,CHEMBL2322236,A_only,A_only,7.07,5.05,1,1,1,1,7.784,7.93
PIK3CA/PIK3CB,PAB_051,CHEMBL4445065,A_only,A_only,6.5,5.3,1,1,1,1,8.507,9.124
PIK3CA/PIK3CB,PAB_052,CHEMBL2336325,A_only,A_only,7.48,5.48,1,1,1,1,8.28,9.283
PIK3CA/PIK3CB,PAB_053,CHEMBL603469,A_only,A_only,7.31,5.17,7,1,1,1,9.72,9.185
PIK3CA/PIK3CB,PAB_054,CHEMBL4107650,A_only,A_only,7.5,5.47,1,1,1,1,7.283,7.455
PIK3CA/PIK3CB,PAB_055,CHEMBL5972345,A_only,A_only,6.72,5.21,1,1,1,1,6.787,7.295
PIK3CA/PIK3CB,PAB_056,CHEMBL4780701,A_only,A_only,7.34,5.34,1,1,1,1,7.908,6.929
PIK3CA/PIK3CB,PAB_057,CHEMBL2165182,B_only,B_only,4.13,6.7,1,1,1,1,8.689,8.666
PIK3CA/PIK3CB,PAB_058,CHEMBL2165180,B_only,B_only,4.51,7.05,1,1,1,1,8.343,8.605
PIK3CA/PIK3CB,PAB_059,CHEMBL3125389,B_only,B_only,5.2,7.31,1,2,1,1,7.959,8.442
PIK3CA/PIK3CB,PAB_060,CHEMBL2322667,B_only,B_only,5.48,6.66,1,1,1,1,10.032,9.467
PIK3CA/PIK3CB,PAB_061,CHEMBL3218573,B_only,B_only,5.35,6.92,1,2,1,1,8.392,9.901
PIK3CA/PIK3CB,PAB_062,CHEMBL4129223,B_only,B_only,4.85,6.69,1,1,1,1,8.334,9.275
PIK3CA/PIK3CB,PAB_063,CHEMBL3318721,B_only,B_only,5.03,6.75,1,1,1,1,8.207,8.505
PIK3CA/PIK3CB,PAB_064,CHEMBL2089104,B_only,B_only,5.4,8.52,1,1,1,1,8.851,9.314
PIK3CA/PIK3CB,PAB_065,CHEMBL3125541,B_only,B_only,5.08,7.35,1,1,1,1,7.499,7.574
PIK3CA/PIK3CB,PAB_066,CHEMBL2064343,B_only,B_only,5.08,7.05,1,2,1,1,7.943,8.799
PIK3CA/PIK3CB,PAB_067,CHEMBL2064414,B_only,B_only,5.48,6.95,1,2,1,1,8.609,9.578
PIK3CA/PIK3CB,PAB_068,CHEMBL2151924,B_only,B_only,5.42,7.28,1,1,1,1,8.353,9.152
PIK3CA/PIK3CB,PAB_069,CHEMBL1957851,B_only,B_only,5.4,7.2,1,1,1,1,8.014,8.729
PIK3CA/PIK3CB,PAB_070,CHEMBL3318716,B_only,B_only,5.32,7.12,1,1,1,1,8.477,9.105
PIK3CA/PIK3CB,PAB_071,CHEMBL2064345,B_only,B_only,5.24,6.98,1,2,1,1,7.879,9.628
PIK3CA/PIK3CB,PAB_072,CHEMBL2322664,B_only,B_only,5.33,7.52,3,5,1,1,8.848,9.758
PIK3CA/PIK3CB,PAB_073,CHEMBL1957852,B_only,B_only,5.2,7.0,1,1,1,1,7.839,8.971
PIK3CA/PIK3CB,PAB_074,CHEMBL2064344,B_only,B_only,5.17,8.1,1,2,1,1,8.439,8.544
PIK3CA/PIK3CB,PAB_075,CHEMBL3112863,B_only,B_only,5.0,7.11,1,2,1,1,7.491,8.962
PIK3CA/PIK3CB,PAB_076,CHEMBL2151929,B_only,B_only,5.36,7.33,1,1,1,1,7.973,9.151
PIK3CA/PIK3CB,PAB_077,CHEMBL2151927,B_only,B_only,5.46,8.52,1,1,1,1,7.629,8.473
PIK3CA/PIK3CB,PAB_078,CHEMBL3218572,B_only,B_only,4.21,6.89,1,1,1,1,8.914,9.02
PIK3CA/PIK3CB,PAB_079,CHEMBL3318717,B_only,B_only,5.0,6.72,1,1,1,1,8.211,7.815
PIK3CA/PIK3CB,PAB_080,CHEMBL3955003,B_only,B_only,5.24,8.72,1,3,1,1,7.657,8.893
PIK3CA/PIK3CB,PAB_081,CHEMBL3125385,B_only,B_only,5.39,7.6,1,2,1,1,7.833,7.981
PIK3CA/PIK3CB,PAB_082,CHEMBL3112861,B_only,B_only,5.37,7.7,1,2,1,1,8.116,8.811
PIK3CA/PIK3CB,PAB_083,CHEMBL3403677,B_only,B_only,5.36,6.62,1,1,1,1,8.54,9.162
PIK3CA/PIK3CB,PAB_084,CHEMBL3956037,B_only,B_only,5.37,9.4,1,3,1,1,8.369,9.018
PIK3CA/PIK3CB,PAB_085,CHEMBL1242661,neither,neither,4.0,5.28,1,1,1,1,7.817,8.225
PIK3CA/PIK3CB,PAB_086,CHEMBL3600769,neither,neither,4.9,4.5,1,1,1,1,6.794,7.292
PIK3CA/PIK3CB,PAB_087,CHEMBL3134280,neither,neither,5.39,5.36,1,1,1,1,7.005,8.326
PIK3CA/PIK3CB,PAB_088,CHEMBL1241357,neither,neither,4.77,4.0,1,1,1,1,7.307,7.449
PIK3CA/PIK3CB,PAB_089,CHEMBL4585433,neither,neither,5.4,5.4,1,1,1,1,8.11,9.046
PIK3CA/PIK3CB,PAB_090,CHEMBL2152254,neither,neither,5.33,5.2,1,1,1,1,8.266,9.153
PIK3CA/PIK3CB,PAB_091,CHEMBL1241584,neither,neither,4.92,4.3,1,1,1,1,8.861,8.868
PIK3CA/PIK3CB,PAB_092,CHEMBL3896043,neither,neither,4.55,5.24,1,1,1,1,7.587,9.448
PIK3CA/PIK3CB,PAB_093,CHEMBL4555334,neither,neither,5.24,5.45,1,1,1,1,8.127,8.998
PIK3CA/PIK3CB,PAB_094,CHEMBL1242660,neither,neither,4.0,4.0,1,1,1,1,7.347,7.064
PIK3CA/PIK3CB,PAB_095,CHEMBL6003306,neither,neither,4.95,4.48,1,1,1,1,8.87,9.842
PIK3CA/PIK3CB,PAB_096,CHEMBL4586115,neither,neither,4.56,4.25,1,1,1,1,8.443,8.741
PIK3CA/PIK3CB,PAB_097,CHEMBL1242665,neither,neither,4.0,4.28,1,1,1,1,7.893,7.373
PIK3CA/PIK3CB,PAB_098,CHEMBL1760160,neither,neither,4.98,4.65,1,1,1,1,8.2,9.263
PIK3CA/PIK3CB,PAB_099,CHEMBL3965450,neither,neither,5.01,5.14,1,1,1,1,7.504,10.734
PIK3CA/PIK3CB,PAB_100,CHEMBL3944796,neither,neither,4.33,4.72,1,1,1,1,7.392,8.344
PIK3CA/mTOR,PM48_01,CHEMBL573339,dual,dual,8.89,8.28,32,15,1,1,9.241,9.512
PIK3CA/mTOR,PM48_02,CHEMBL1236962,dual,dual,10.72,9.74,13,5,1,1,9.282,10.949
PIK3CA/mTOR,PM48_03,CHEMBL592445,dual,dual,9.4,9.4,5,6,1,1,7.553,8.53
PIK3CA/mTOR,PM48_04,CHEMBL1879463,dual,dual,8.85,9.35,15,18,1,1,9.758,10.505
PIK3CA/mTOR,PM48_05,CHEMBL521851,dual,dual,10.0,8.52,31,13,1,1,9.634,9.239
PIK3CA/mTOR,PM48_06,CHEMBL1922094,dual,dual,9.21,8.48,3,3,1,1,8.186,9.247
PIK3CA/mTOR,PM48_07,CHEMBL1765602,dual,dual,8.33,9.6,2,1,1,1,9.278,10.489
PIK3CA/mTOR,PM48_08,CHEMBL1234354,dual,dual,9.24,8.1,6,3,1,1,7.691,9.085
PIK3CA/mTOR,PM48_09,CHEMBL4084907,dual,dual,8.82,7.92,6,4,1,1,8.379,8.294
PIK3CA/mTOR,PM48_10,CHEMBL1256459,dual,dual,7.85,9.54,6,7,1,1,9.091,10.095
PIK3CA/mTOR,PM48_11,CHEMBL3545097,dual,dual,7.82,10.04,4,11,1,1,8.005,9.161
PIK3CA/mTOR,PM48_12,CHEMBL2017974,dual,dual,8.46,7.72,13,7,1,1,8.859,7.663
PIK3CA/mTOR,PM48_13,CHEMBL2336325,dual,dual,7.48,9.85,1,5,1,1,8.319,8.524
PIK3CA/mTOR,PM48_14,CHEMBL3393066,dual,dual,7.8,7.43,2,2,1,1,7.786,8.642
PIK3CA/mTOR,PM48_15,CHEMBL3813842,dual,dual,8.7,7.16,2,2,1,1,7.938,8.228
PIK3CA/mTOR,PM48_16,CHEMBL3545366,dual,dual,7.41,6.82,1,2,1,1,8.751,7.765
PIK3CA/mTOR,PM48_17,CHEMBL4297181,dual,dual,8.22,6.78,1,1,1,1,7.995,8.497
PIK3CA/mTOR,PM48_18,CHEMBL586702,dual,dual,8.3,6.46,14,2,1,1,8.948,8.567
PIK3CA/mTOR,PM48_19,CHEMBL2387080,A_only,A_only,10.05,5.92,9,1,1,1,6.238,6.452
PIK3CA/mTOR,PM48_20,CHEMBL3646632,A_only,A_only,8.7,5.92,1,1,1,1,8.805,8.865
PIK3CA/mTOR,PM48_21,CHEMBL3814414,A_only,A_only,8.7,5.92,1,1,1,1,8.288,9.303
PIK3CA/mTOR,PM48_22,CHEMBL2396661,A_only,A_only,8.77,5.83,13,2,1,1,7.429,7.951
PIK3CA/mTOR,PM48_23,CHEMBL2058166,A_only,A_only,8.57,5.64,2,1,1,1,7.713,7.804
PIK3CA/mTOR,PM48_24,CHEMBL2017653,A_only,A_only,9.46,5.61,2,1,1,1,7.537,6.8
PIK3CA/mTOR,PM48_25,CHEMBL411907,A_only,A_only,10.0,5.51,3,1,1,1,6.082,6.736
PIK3CA/mTOR,PM48_26,CHEMBL3646543,A_only,A_only,8.4,5.32,1,1,1,1,9.116,8.879
PIK3CA/mTOR,PM48_27,CHEMBL3646517,A_only,A_only,8.7,5.27,1,1,1,1,8.501,8.08
PIK3CA/mTOR,PM48_28,CHEMBL2087493,A_only,A_only,8.76,5.24,4,1,1,1,8.226,9.343
PIK3CA/mTOR,PM48_29,CHEMBL3357868,A_only,A_only,8.4,5.11,1,1,1,1,8.311,7.718
PIK3CA/mTOR,PM48_30,CHEMBL2165191,A_only,A_only,7.1,5.1,3,2,1,1,7.6,8.12
PIK3CA/mTOR,PM48_31,CHEMBL1086377,A_only,A_only,8.4,5.0,1,1,1,1,9.315,10.737
PIK3CA/mTOR,PM48_32,CHEMBL4072637,A_only,A_only,8.22,4.54,1,1,1,1,7.58,8.194
PIK3CA/mTOR,PM48_33,CHEMBL600447,B_only,B_only,5.98,8.48,1,1,1,1,7.841,9.271
PIK3CA/mTOR,PM48_34,CHEMBL601661,B_only,B_only,5.93,9.72,1,20,1,1,8.363,9.074
PIK3CA/mTOR,PM48_35,CHEMBL3120215,B_only,B_only,5.89,8.4,1,2,1,1,8.295,8.775
PIK3CA/mTOR,PM48_36,CHEMBL594793,B_only,B_only,5.87,9.17,1,1,1,1,8.316,9.298
PIK3CA/mTOR,PM48_37,CHEMBL573202,B_only,B_only,5.74,9.8,1,1,1,1,7.835,7.888
PIK3CA/mTOR,PM48_38,CHEMBL590104,B_only,B_only,5.64,9.0,1,1,1,1,8.752,9.412
PIK3CA/mTOR,PM48_39,CHEMBL1945953,B_only,B_only,5.58,8.7,1,3,1,1,8.129,8.309
PIK3CA/mTOR,PM48_40,CHEMBL4279703,B_only,B_only,5.57,9.07,1,1,1,1,7.547,8.02
PIK3CA/mTOR,PM48_41,CHEMBL2418349,B_only,B_only,5.47,9.0,1,3,1,1,8.435,6.877
PIK3CA/mTOR,PM48_42,CHEMBL1801204,B_only,B_only,5.44,9.89,2,6,1,1,7.898,8.239
PIK3CA/mTOR,PM48_43,CHEMBL575539,B_only,B_only,5.39,8.72,1,1,1,1,7.995,9.834
PIK3CA/mTOR,PM48_44,CHEMBL1078983,B_only,B_only,5.05,8.6,1,5,1,1,8.013,8.35
PIK3CA/mTOR,PM48_45,CHEMBL1234815,neither,neither,5.96,4.0,1,1,1,1,9.596,9.339
PIK3CA/mTOR,PM48_46,CHEMBL1241482,neither,neither,4.0,4.0,1,1,1,1,8.583,9.174
PIK3CA/mTOR,PM48_47,CHEMBL1241485,neither,neither,5.82,4.0,1,1,1,1,7.99,8.408
PIK3CA/mTOR,PM48_48,CHEMBL1241858,neither,neither,4.0,5.5,1,1,1,1,8.535,8.14
