stack,pair,contrast,model,scaling,n,n_pos,n_neg,n_scaffolds,n_splits,cv_auroc,rank_auroc_docking,note
three_pair,EGFR/HER2,D_vs_A,docking,none,66,28,38,54,5,0.5912,0.6664,unscaled logistic; must match published increment
three_pair,EGFR/HER2,D_vs_A,ECFP4,none,66,28,38,54,5,0.7453,0.6664,unscaled logistic; must match published increment
three_pair,EGFR/HER2,D_vs_A,ECFP4+docking,none,66,28,38,54,5,0.7509,0.6664,unscaled logistic; must match published increment
three_pair,EGFR/HER2,D_vs_B,docking,none,60,28,32,51,5,0.4252,0.4297,unscaled logistic; must match published increment
three_pair,EGFR/HER2,D_vs_B,ECFP4,none,60,28,32,51,5,0.8895,0.4297,unscaled logistic; must match published increment
three_pair,EGFR/HER2,D_vs_B,ECFP4+docking,none,60,28,32,51,5,0.8873,0.4297,unscaled logistic; must match published increment
three_pair,AChE/BChE,D_vs_A,docking,none,52,27,25,45,5,0.6119,0.6504,unscaled logistic; must match published increment
three_pair,AChE/BChE,D_vs_A,ECFP4,none,52,27,25,45,5,0.8948,0.6504,unscaled logistic; must match published increment
three_pair,AChE/BChE,D_vs_A,ECFP4+docking,none,52,27,25,45,5,0.8933,0.6504,unscaled logistic; must match published increment
three_pair,AChE/BChE,D_vs_B,docking,none,55,27,28,50,5,0.5291,0.6058,unscaled logistic; must match published increment
three_pair,AChE/BChE,D_vs_B,ECFP4,none,55,27,28,50,5,0.8214,0.6058,unscaled logistic; must match published increment
three_pair,AChE/BChE,D_vs_B,ECFP4+docking,none,55,27,28,50,5,0.8082,0.6058,unscaled logistic; must match published increment
three_pair,PIK3CA/mTOR,D_vs_A,docking,none,32,18,14,31,5,0.627,0.7143,unscaled logistic; must match published increment
three_pair,PIK3CA/mTOR,D_vs_A,ECFP4,none,32,18,14,31,5,0.7619,0.7143,unscaled logistic; must match published increment
three_pair,PIK3CA/mTOR,D_vs_A,ECFP4+docking,none,32,18,14,31,5,0.7421,0.7143,unscaled logistic; must match published increment
three_pair,PIK3CA/mTOR,D_vs_B,docking,none,30,18,12,28,5,0.6343,0.6921,unscaled logistic; must match published increment
three_pair,PIK3CA/mTOR,D_vs_B,ECFP4,none,30,18,12,28,5,0.8889,0.6921,unscaled logistic; must match published increment
three_pair,PIK3CA/mTOR,D_vs_B,ECFP4+docking,none,30,18,12,28,5,0.8981,0.6921,unscaled logistic; must match published increment
three_pair,EGFR/HER2,D_vs_A,docking,standardscaler_train_fold,66,28,38,54,5,0.5912,0.6664,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,EGFR/HER2,D_vs_A,ECFP4,standardscaler_train_fold,66,28,38,54,5,0.7754,0.6664,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,EGFR/HER2,D_vs_A,ECFP4+docking,standardscaler_train_fold,66,28,38,54,5,0.7744,0.6664,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,EGFR/HER2,D_vs_B,docking,standardscaler_train_fold,60,28,32,51,5,0.4375,0.4297,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,EGFR/HER2,D_vs_B,ECFP4,standardscaler_train_fold,60,28,32,51,5,0.8817,0.4297,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,EGFR/HER2,D_vs_B,ECFP4+docking,standardscaler_train_fold,60,28,32,51,5,0.8817,0.4297,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,AChE/BChE,D_vs_A,docking,standardscaler_train_fold,52,27,25,45,5,0.6119,0.6504,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,AChE/BChE,D_vs_A,ECFP4,standardscaler_train_fold,52,27,25,45,5,0.8948,0.6504,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,AChE/BChE,D_vs_A,ECFP4+docking,standardscaler_train_fold,52,27,25,45,5,0.8963,0.6504,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,AChE/BChE,D_vs_B,docking,standardscaler_train_fold,55,27,28,50,5,0.5291,0.6058,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,AChE/BChE,D_vs_B,ECFP4,standardscaler_train_fold,55,27,28,50,5,0.8704,0.6058,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,AChE/BChE,D_vs_B,ECFP4+docking,standardscaler_train_fold,55,27,28,50,5,0.869,0.6058,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,PIK3CA/mTOR,D_vs_A,docking,standardscaler_train_fold,32,18,14,31,5,0.627,0.7143,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,PIK3CA/mTOR,D_vs_A,ECFP4,standardscaler_train_fold,32,18,14,31,5,0.7698,0.7143,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,PIK3CA/mTOR,D_vs_A,ECFP4+docking,standardscaler_train_fold,32,18,14,31,5,0.7619,0.7143,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,PIK3CA/mTOR,D_vs_B,docking,standardscaler_train_fold,30,18,12,28,5,0.6528,0.6921,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,PIK3CA/mTOR,D_vs_B,ECFP4,standardscaler_train_fold,30,18,12,28,5,0.912,0.6921,same GroupKFold as published increment; StandardScaler fitted on training folds only
three_pair,PIK3CA/mTOR,D_vs_B,ECFP4+docking,standardscaler_train_fold,30,18,12,28,5,0.912,0.6921,same GroupKFold as published increment; StandardScaler fitted on training folds only
five_pair,F2/F10,D_vs_A,docking,none,63,31,32,53,5,0.502,0.4133,unscaled logistic; must match published increment
five_pair,F2/F10,D_vs_A,ECFP4,none,63,31,32,53,5,0.9365,0.4133,unscaled logistic; must match published increment
five_pair,F2/F10,D_vs_A,ECFP4+docking,none,63,31,32,53,5,0.9294,0.4133,unscaled logistic; must match published increment
five_pair,F2/F10,D_vs_B,docking,none,63,31,32,58,5,0.6371,0.3448,unscaled logistic; must match published increment
five_pair,F2/F10,D_vs_B,ECFP4,none,63,31,32,58,5,0.6653,0.3448,unscaled logistic; must match published increment
five_pair,F2/F10,D_vs_B,ECFP4+docking,none,63,31,32,58,5,0.6865,0.3448,unscaled logistic; must match published increment
five_pair,JAK1/TYK2,D_vs_A,docking,none,63,31,32,59,5,0.442,0.5751,unscaled logistic; must match published increment
