panel_id,molecule_chembl_id,class,pchembl_MCL1,pchembl_BCL2L1,smiles,inchi_key,murcko_scaffold,seed,docked,note
MXD001,CHEMBL2312483,dual,7.82,7.37,O=C1N=C2C(=C1NCCCc1ccccc1)c1ccc(N3CCSCC3)c3cccc2c13,UIMDYSCARYVYQT-UHFFFAOYSA-N,O=C1N=C2C(=C1NCCCc1ccccc1)c1ccc(N3CCSCC3)c3cccc2c13,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB011,CHEMBL3126118,B_only,5.5,8.14,Cc1cc(C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(S(=O)(=O)C(F)(F)F)c2)ccc1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)nn12,CRNNCRCMTDTZNI-PSXMRANNSA-N,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(-c2cccc3c(CCCOc4cccc5ccccc45)cnn23)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB012,CHEMBL4871228,B_only,5.91,7.02,CC(C)C(NC1=NS(=O)(=O)c2ccccc21)C(=O)NCC(NC(=O)C1(NC(=O)COc2ccccc2-c2n[nH]c3ccc(Cl)cc23)CC1)C(=O)NC(=O)CCCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,CQCQNMJFDYVMFG-WLSDRMAQSA-N,O=C(CNC1=NS(=O)(=O)c2ccccc21)NCC(NC(=O)C1(NC(=O)COc2ccccc2-c2n[nH]c3ccccc23)CC1)C(=O)NC(=O)CCCCCC1SCC2NC(=O)NC21,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB013,CHEMBL2159743,B_only,4.5,8.3,CSCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)O)C(C)C,MAUJQZKLXWDYGF-PJTUWWCRSA-N,O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCCc1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB014,CHEMBL4474764,B_only,5.22,7.3,C#CCN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(-c3ccc(F)cc3)c(S(=O)(=O)F)c2)cc1S(=O)(=O)C(F)(F)F,QJNDOGVVRBJVRJ-AREMUKBSSA-N,O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)cc1)c1ccc(-c2ccccc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB015,CHEMBL3980363,B_only,5.07,7.05,COc1ccccc1/C=C/C(=O)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,JPYRVUWFSUOEJM-QGOAFFKASA-N,O=C(C=Cc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB016,CHEMBL3287301,B_only,4.84,9.0,O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1nc(C(=O)O)c(CCCOc3ccccc3)s1)CC2,GMBBUSJVBYODHI-UHFFFAOYSA-N,O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1ncc(CCCOc3ccccc3)s1)CC2,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB017,CHEMBL3933727,B_only,4.85,6.92,O=C(/C=C/c1ccccc1Cl)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,WCCURKPGTWDEPT-SFQUDFHCSA-N,O=C(C=Cc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB018,CHEMBL1824812,B_only,5.12,6.51,O=C(NS(=O)(=O)c1ccc(COc2ccccc2)cc1)c1cccc(-c2cc(Cl)cc(Cl)c2)c1,YCTDNHFBCABZPQ-UHFFFAOYSA-N,O=C(NS(=O)(=O)c1ccc(COc2ccccc2)cc1)c1cccc(-c2ccccc2)c1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB019,CHEMBL4584015,B_only,5.03,6.96,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(F)c(S(=O)(=O)F)c2)cc1,IWWPAOICJQXCQO-AREMUKBSSA-N,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(-c2ccccc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB020,CHEMBL1940668,B_only,5.38,6.2,O=C(Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1)c1ccccc1,TVPSJQIEGFPHDV-UHFFFAOYSA-N,O=C(Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1)c1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB021,CHEMBL3976674,B_only,5.25,6.35,O=C(Cc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,QGCMSMQORLMKPB-UHFFFAOYSA-N,O=C(Cc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB022,CHEMBL554545,B_only,5.96,6.1,Cc1cc(C)c(CNC(=O)c2c(O)c(O)cc3c(O)c(-c4c(C)cc5c(C(=O)NCc6c(C)cc(C)cc6C)c(O)c(O)cc5c4O)c(C)cc23)c(C)c1,RBEVOAVIETWZMX-UHFFFAOYSA-N,O=C(NCc1ccccc1)c1cccc2cc(-c3ccc4c(C(=O)NCc5ccccc5)cccc4c3)ccc12,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB023,CHEMBL4077940,B_only,5.75,6.41,CC(C)Oc1cc(C(=O)Nc2ccc(C(=O)Nc3ccc(C(=O)O)cc3OC(C)C)nc2OC(C)C)ccc1N,CLABHIBFONXFKY-UHFFFAOYSA-N,O=C(Nc1ccc(C(=O)Nc2ccccc2)nc1)c1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXB024,CHEMBL3961198,B_only,5.89,6.54,O=C(/C=C/c1cccc(Cl)c1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,HNCYBOXDZDUUEO-CXUHLZMHSA-N,O=C(C=Cc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN001,CHEMBL3298852,neither,4.85,4.72,O=C(O)[C@@H]1C=C[C@@H]2C[C@H]3[C@H](CCCCCc4ccc(O)cc4)[C@H]4C=C[C@@H]1[C@@H]2[C@H]43,PKNDHVGUXLBYND-YMFHZNNKSA-N,C1=CC2CC3C(CCCCCc4ccccc4)C4C=CC(C1)C2C43,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN002,CHEMBL3426318,neither,5.8,4.9,O=C(O)c1c(CCOc2cccc3ccccc23)c2cccc3c2n1CCO3,GYXCCVUCWNJZJK-UHFFFAOYSA-N,c1ccc2c(OCCc3cn4c5c(cccc35)OCC4)cccc2c1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN003,CHEMBL3358689,neither,4.7,5.05,O=C(CC(Cc1ccc(Cl)cc1)C(=O)O)c1ccc(C2CCCCC2)cc1,KJBPATWYHUCNMF-UHFFFAOYSA-N,O=C(CCCc1ccccc1)c1ccc(C2CCCCC2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN004,CHEMBL1940671,neither,5.59,5.71,O=C(Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1)c1ccc(F)cc1,AZLAFCAERPLUTD-UHFFFAOYSA-N,O=C(Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1)c1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN005,CHEMBL5192774,neither,5.71,5.13,Cc1cc(Oc2ccc(Cn3nc4ccc(Cl)cc4c3C(=O)NS(=O)(=O)c3ccc([N+](=O)[O-])c(NCc4ccn(C)n4)c3)cc2)cc(C)c1Cl,FKNJZFOOBQMIPB-UHFFFAOYSA-N,O=C(NS(=O)(=O)c1cccc(NCc2cc[nH]n2)c1)c1c2ccccc2nn1Cc1ccc(Oc2ccccc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN006,CHEMBL4472592,neither,5.08,4.75,CCc1sc2nc(-c3cccnc3)nc(N[C@H](C)C(=O)O)c2c1-c1cccc(Oc2ccc(F)cc2)c1,DKICDFPYBOYAMS-MRXNPFEDSA-N,c1ccc(Oc2cccc(-c3csc4nc(-c5cccnc5)ncc34)c2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN007,CHEMBL5282021,neither,5.12,4.35,CC(C)CN(c1ccc(O)c(C(=O)O)c1)S(=O)(=O)c1ccc2ccccc2c1,QYLHXALODXJWDE-UHFFFAOYSA-N,O=S(=O)(Nc1ccccc1)c1ccc2ccccc2c1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN008,CHEMBL5266994,neither,5.06,4.86,CC(C)CN(c1ccc(O)c(C(=O)O)c1)S(=O)(=O)c1ccc(-c2ccccc2)cc1,XXRLVLIOGDKSJS-UHFFFAOYSA-N,O=S(=O)(Nc1ccccc1)c1ccc(-c2ccccc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN009,CHEMBL3197662,neither,4.88,4.26,Cc1nc2ccccn2c1C(=O)N/N=C/c1ccc([N+](=O)[O-])o1,RZLDQCPWBBEYSG-OVCLIPMQSA-N,O=C(NN=Cc1ccco1)c1cnc2ccccn12,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN010,CHEMBL1824831,neither,5.41,5.54,O=C(NS(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1)c1cccc(-c2ccc(Cl)c(Cl)c2)c1,YVZDMERNZGRSJX-UHFFFAOYSA-N,O=C(NS(=O)(=O)c1ccc(Oc2ccccc2)cc1)c1cccc(-c2ccccc2)c1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN011,CHEMBL1940670,neither,5.51,5.68,O=C(Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1)c1cccc(F)c1,NVSQVRFOVAFHAL-UHFFFAOYSA-N,O=C(Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1)c1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN012,CHEMBL3298853,neither,4.89,4.9,O=C(O)[C@@H]1C=C[C@@H]2C[C@H]3[C@H](CCCCCCCc4ccc(O)cc4)[C@H]4C=C[C@@H]1[C@@H]2[C@H]43,OMHJQGZJZUFMMT-AJHRVBBASA-N,C1=CC2CC3C(CCCCCCCc4ccccc4)C4C=CC(C1)C2C43,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN013,CHEMBL1490685,neither,4.47,4.2,N#Cc1c(SCC(=O)Nc2nc3ccccc3s2)sc2c(O)cc(O)nc12,UZHXBLBWHKAGOE-UHFFFAOYSA-N,O=C(CSc1cc2ncccc2s1)Nc1nc2ccccc2s1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN014,CHEMBL4456249,neither,4.21,4.06,CCc1sc2ncnc(NC(CO)C(=O)O)c2c1-c1cccc(Oc2ccc(F)cc2)c1,IPFUIYWFPVTSCB-UHFFFAOYSA-N,c1ccc(Oc2cccc(-c3csc4ncncc34)c2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN015,CHEMBL1940665,neither,5.51,5.47,CC(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,FYLZETVUGWJRIK-LJAQVGFWSA-N,O=C(CCc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)cc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN016,CHEMBL1966952,neither,5.04,5.14,Cc1ccc(/N=C/c2cc(Cc3ccccc3Cl)cc([N+](=O)[O-])c2O)c(O)c1,PGCCBECMXDQXGR-FSJBWODESA-N,C(=Nc1ccccc1)c1cccc(Cc2ccccc2)c1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN017,CHEMBL1401406,neither,5.2,4.57,COC(=O)CCC(=O)OC1(C)C(=O)C=C2C=C(c3ccsc3)OC=C2C1=O,BWSUBRDYAWVWCO-UHFFFAOYSA-N,O=C1C=C2C=C(c3ccsc3)OC=C2C(=O)C1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN018,CHEMBL3781059,neither,5.56,4.29,O=C(O)c1cc(S(=O)(=O)Nc2ccc(Br)cc2)c2ccccc2c1O,RDWKYGQFJBSFGL-UHFFFAOYSA-N,O=S(=O)(Nc1ccccc1)c1cccc2ccccc12,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN019,CHEMBL4443675,neither,4.57,4.38,C[C@@H](Nc1ncnc2sc(-c3ccccc3)c(-c3cccc(O)c3)c12)C(=O)O,ZOIJFJMJCQHMJE-GFCCVEGCSA-N,c1ccc(-c2sc3ncncc3c2-c2ccccc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN020,CHEMBL1574133,neither,4.42,4.18,Cc1onc(-c2ccccc2Cl)c1C(=O)NCc1ccco1,UCBLJHHGZULHKH-UHFFFAOYSA-N,O=C(NCc1ccco1)c1conc1-c1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN021,CHEMBL5181405,neither,5.89,5.47,Cc1cc(Oc2ccc(Cn3nc4ccc(Cl)cc4c3C(=O)NS(=O)(=O)c3ccc(NCCc4ccco4)c([N+](=O)[O-])c3)cc2)cc(C)c1Cl,DZLLQWTVLHQMTP-UHFFFAOYSA-N,O=C(NS(=O)(=O)c1ccc(NCCc2ccco2)cc1)c1c2ccccc2nn1Cc1ccc(Oc2ccccc2)cc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN022,CHEMBL3629660,neither,5.64,5.33,Cc1cccc(-c2ccc(C[C@@H]3NC(=O)N([C@@H](Cc4ccccc4)C(=O)NS(=O)(=O)c4ccc(Cl)c([N+](=O)[O-])c4)C3=O)cc2)c1,RKJXISLZPZCUCS-YTMVLYRLSA-N,O=C(NS(=O)(=O)c1ccccc1)C(Cc1ccccc1)N1C(=O)NC(Cc2ccc(-c3ccccc3)cc2)C1=O,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN023,CHEMBL1940662,neither,5.75,5.24,CC(=O)N[C@@H](CC(C)C)C(=O)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,PMGQVUWIUCIVNR-SANMLTNESA-N,O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)cc1)c1ccccc1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
MXN024,CHEMBL1824817,neither,5.15,5.6,O=C(NS(=O)(=O)c1ccc(Oc2ccccc2)cc1)c1cccc(-c2cc(Cl)cc(Cl)c2)c1,KOMQOQKOXNQJNJ-UHFFFAOYSA-N,O=C(NS(=O)(=O)c1ccc(Oc2ccccc2)cc1)c1cccc(-c2ccccc2)c1,20260729,0,ChEMBL map freeze; B-only is exhaustive at n=24; no unused-pool holdout
