pair,theta,map_paired,map_dual,map_A_only,map_B_only,map_neither,panel_dual,panel_A_only,panel_B_only,panel_neither,b_only_exhaustive,docked,pose_gold_gate,domain_role
MCL1/Bcl-xL,6.0,305,82,77,24,122,24,24,24,24,1,0,not_run_no_vina,PPI_BH3_groove; homologous BCL-2 fold; not a first non-kinase pair
