pair,ligand,molecule_chembl_id,frozen_class,api_max_class,adjudicated_primary_only_class,api_max_A,api_max_B,primary_only_max_A,primary_only_max_B,arm_A_status,arm_B_status,flip_vs_api_max,flip_vs_frozen,model_eligible_primary_only
AChE/BChE,AB_061,CHEMBL382207,B_only,B_only,B_only,5.41,7.77,5.41,7.77,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_062,CHEMBL543711,B_only,B_only,B_only,4.33,6.51,4.33,6.51,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_063,CHEMBL5590844,B_only,B_only,B_only,5.38,6.82,5.38,6.82,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_064,CHEMBL5283238,B_only,B_only,B_only,4.22,6.58,4.22,6.58,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_065,CHEMBL3818250,B_only,B_only,B_only,5.27,6.54,5.27,6.54,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_066,CHEMBL4640945,B_only,B_only,B_only,4.26,6.55,4.26,6.55,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_067,CHEMBL5428978,B_only,B_only,B_only,5.27,7.09,5.27,7.09,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_068,CHEMBL4085222,B_only,B_only,B_only,5.42,7.16,5.42,7.16,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_069,CHEMBL5411758,B_only,B_only,B_only,5.42,8.19,5.42,8.19,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_070,CHEMBL5178828,B_only,B_only,B_only,5.11,7.53,5.11,7.53,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_071,CHEMBL5170719,B_only,B_only,B_only,5.02,7.12,5.02,7.12,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_072,CHEMBL3822670,B_only,B_only,B_only,5.31,6.54,5.31,6.54,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_073,CHEMBL5201804,B_only,B_only,B_only,5.0,7.04,5.0,7.04,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_074,CHEMBL5184276,B_only,B_only,B_only,4.63,8.64,4.63,8.64,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_075,CHEMBL497755,B_only,B_only,B_only,4.49,6.55,4.49,6.55,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_076,CHEMBL4101886,B_only,B_only,B_only,5.17,7.16,5.17,7.16,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_077,CHEMBL5220560,B_only,B_only,B_only,4.7,7.3,4.7,7.3,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_078,CHEMBL5421921,B_only,B_only,B_only,5.12,7.66,5.12,7.66,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_079,CHEMBL4277879,B_only,B_only,B_only,5.14,8.96,5.14,8.96,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_080,CHEMBL4792208,B_only,B_only,B_only,4.82,6.93,4.82,6.93,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_081,CHEMBL3823197,B_only,B_only,B_only,5.08,6.92,5.08,6.92,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_082,CHEMBL5189830,B_only,B_only,B_only,5.07,8.72,5.07,8.72,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_083,CHEMBL4072478,B_only,B_only,B_only,5.46,6.82,5.46,6.82,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_084,CHEMBL3972214,B_only,B_only,B_only,5.48,8.7,5.48,8.7,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_085,CHEMBL3337471,neither,neither,neither,5.12,4.5,5.12,4.5,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_086,CHEMBL1801815,neither,neither,neither,5.0,5.03,5.0,5.03,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_087,CHEMBL344593,neither,neither,neither,5.19,5.47,5.19,5.47,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_088,CHEMBL4079345,neither,neither,neither,5.12,4.82,5.12,4.82,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_089,CHEMBL4792013,neither,neither,neither,4.78,5.12,4.78,5.12,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_090,CHEMBL5205468,neither,neither,neither,4.51,5.46,4.51,5.46,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_091,CHEMBL4787165,neither,neither,neither,4.76,5.19,4.76,5.19,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_092,CHEMBL4084714,neither,neither,neither,5.05,4.98,5.05,4.98,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_093,CHEMBL4874487,neither,neither,neither,4.17,4.21,4.17,4.21,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_094,CHEMBL4761179,neither,neither,neither,4.71,5.29,4.71,5.29,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_095,CHEMBL3407583,neither,neither,neither,4.81,5.15,4.81,5.15,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_096,CHEMBL4101703,neither,neither,neither,4.45,4.9,4.45,4.9,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_098,CHEMBL3335049,neither,neither,neither,5.21,4.74,5.21,4.74,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_099,CHEMBL3407584,neither,neither,neither,5.31,5.14,5.31,5.14,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
AChE/BChE,AB_100,CHEMBL4788885,neither,neither,neither,5.03,4.44,5.03,4.44,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_001,CHEMBL2322225,dual,dual,dual,6.66,6.79,6.66,6.79,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_002,CHEMBL1950037,dual,dual,dual,8.3,6.7,8.3,6.7,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_003,CHEMBL6030119,dual,dual,dual,7.19,6.75,7.19,6.75,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_004,CHEMBL6018217,dual,dual,dual,8.3,8.15,8.3,8.15,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_005,CHEMBL2165031,dual,dual,dual,7.41,8.15,7.41,8.15,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_006,CHEMBL5781318,dual,dual,dual,7.02,7.6,7.02,7.6,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_007,CHEMBL3799187,dual,dual,dual,8.0,8.05,8.0,8.05,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_008,CHEMBL2165269,dual,dual,dual,6.96,7.64,6.96,7.64,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_009,CHEMBL2165052,dual,dual,dual,7.92,8.52,7.92,8.52,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_010,CHEMBL4167465,dual,dual,dual,7.7,7.04,7.7,7.04,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_011,CHEMBL5929092,dual,dual,dual,7.5,6.56,7.5,6.56,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_012,CHEMBL4864419,dual,dual,dual,9.15,8.77,9.15,8.77,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_013,CHEMBL4165122,dual,dual,dual,7.27,7.55,7.27,7.55,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_014,CHEMBL3318708,dual,dual,dual,6.8,7.92,6.8,7.92,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_015,CHEMBL4176771,dual,dual,dual,9.0,9.4,9.0,9.4,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_016,CHEMBL2165191,dual,dual,dual,7.1,8.0,7.1,8.0,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_017,CHEMBL4297629,dual,dual,dual,8.13,8.27,8.13,8.27,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_018,CHEMBL4853440,dual,dual,dual,9.15,8.52,9.15,8.52,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_019,CHEMBL3408247,dual,dual,dual,6.77,8.52,6.77,8.52,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_020,CHEMBL2322230,dual,dual,dual,6.75,6.82,6.75,6.82,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_021,CHEMBL4166220,dual,dual,dual,8.64,8.18,8.64,8.18,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_022,CHEMBL3799511,dual,dual,dual,8.05,8.52,8.05,8.52,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_023,CHEMBL1796763,dual,dual,dual,8.52,6.69,8.52,6.69,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_024,CHEMBL1082621,dual,dual,dual,9.7,9.15,9.7,9.15,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_025,CHEMBL5723005,dual,dual,dual,6.6,6.7,6.6,6.7,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_026,CHEMBL4228563,dual,dual,dual,7.59,6.66,7.59,6.66,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_027,CHEMBL3112855,dual,dual,dual,6.66,8.1,6.66,8.1,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_028,CHEMBL5094393,dual,dual,dual,8.0,7.15,8.0,7.15,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_029,CHEMBL5661831,A_only,A_only,A_only,6.72,5.03,6.72,5.03,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_030,CHEMBL3608928,A_only,A_only,A_only,7.62,5.15,7.62,5.15,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_031,CHEMBL5088457,A_only,A_only,A_only,7.42,5.33,7.42,5.33,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_032,CHEMBL4206585,A_only,A_only,A_only,6.78,5.31,6.78,5.31,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_033,CHEMBL4593348,A_only,A_only,A_only,6.61,5.24,6.61,5.24,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_035,CHEMBL4569614,A_only,A_only,A_only,6.5,5.5,6.5,5.5,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_036,CHEMBL3800138,A_only,A_only,A_only,6.52,5.25,6.52,5.25,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_037,CHEMBL3218581,A_only,A_only,A_only,7.82,5.19,7.82,5.19,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_038,CHEMBL4521863,A_only,A_only,A_only,7.05,5.5,7.05,5.5,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_039,CHEMBL477999,A_only,A_only,A_only,6.64,5.16,6.64,5.16,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_040,CHEMBL3609517,A_only,A_only,A_only,8.05,5.35,8.05,5.35,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_041,CHEMBL4593752,A_only,A_only,A_only,6.5,5.1,6.5,5.1,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_042,CHEMBL3609537,A_only,A_only,A_only,7.16,5.07,7.16,5.07,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_043,CHEMBL3609538,A_only,A_only,A_only,7.48,5.16,7.48,5.16,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_044,CHEMBL2397192,A_only,A_only,A_only,7.72,5.39,7.72,5.39,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_045,CHEMBL2397197,A_only,A_only,A_only,7.41,5.26,7.41,5.26,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_046,CHEMBL3608924,A_only,A_only,A_only,7.52,5.3,7.52,5.3,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_047,CHEMBL4754889,A_only,A_only,A_only,6.96,5.3,6.96,5.3,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_048,CHEMBL4465563,A_only,A_only,A_only,6.6,5.2,6.6,5.2,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_049,CHEMBL5992500,A_only,A_only,A_only,6.52,5.39,6.52,5.39,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_050,CHEMBL2322236,A_only,A_only,A_only,7.07,5.05,7.07,5.05,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_051,CHEMBL4445065,A_only,A_only,A_only,6.5,5.3,6.5,5.3,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_052,CHEMBL2336325,A_only,A_only,A_only,7.48,5.48,7.48,5.48,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_053,CHEMBL603469,A_only,A_only,A_only,7.31,5.17,7.31,5.17,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_054,CHEMBL4107650,A_only,A_only,A_only,7.5,5.47,7.5,5.47,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_055,CHEMBL5972345,A_only,A_only,A_only,6.72,5.21,6.72,5.21,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_056,CHEMBL4780701,A_only,A_only,A_only,7.34,5.34,7.34,5.34,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_057,CHEMBL2165182,B_only,B_only,B_only,4.13,6.7,4.13,6.7,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_058,CHEMBL2165180,B_only,B_only,B_only,4.51,7.05,4.51,7.05,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_059,CHEMBL3125389,B_only,B_only,B_only,5.2,7.31,5.2,7.31,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_060,CHEMBL2322667,B_only,B_only,B_only,5.48,6.66,5.48,6.66,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_061,CHEMBL3218573,B_only,B_only,B_only,5.35,6.92,5.35,6.92,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_062,CHEMBL4129223,B_only,B_only,B_only,4.85,6.69,4.85,6.69,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_063,CHEMBL3318721,B_only,B_only,B_only,5.03,6.75,5.03,6.75,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_064,CHEMBL2089104,B_only,B_only,B_only,5.4,8.52,5.4,8.52,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_065,CHEMBL3125541,B_only,B_only,B_only,5.08,7.35,5.08,7.35,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_066,CHEMBL2064343,B_only,B_only,B_only,5.08,7.05,5.08,7.05,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_067,CHEMBL2064414,B_only,B_only,B_only,5.48,6.95,5.48,6.95,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_068,CHEMBL2151924,B_only,B_only,B_only,5.42,7.28,5.42,7.28,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_069,CHEMBL1957851,B_only,B_only,B_only,5.4,7.2,5.4,7.2,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_070,CHEMBL3318716,B_only,B_only,B_only,5.32,7.12,5.32,7.12,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_071,CHEMBL2064345,B_only,B_only,B_only,5.24,6.98,5.24,6.98,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_072,CHEMBL2322664,B_only,B_only,B_only,5.33,7.52,5.33,7.52,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_073,CHEMBL1957852,B_only,B_only,B_only,5.2,7.0,5.2,7.0,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_074,CHEMBL2064344,B_only,B_only,B_only,5.17,8.1,5.17,8.1,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_075,CHEMBL3112863,B_only,B_only,B_only,5.0,7.11,5.0,7.11,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_076,CHEMBL2151929,B_only,B_only,B_only,5.36,7.33,5.36,7.33,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_077,CHEMBL2151927,B_only,B_only,B_only,5.46,8.52,5.46,8.52,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_078,CHEMBL3218572,B_only,B_only,B_only,4.21,6.89,4.21,6.89,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_079,CHEMBL3318717,B_only,B_only,B_only,5.0,6.72,5.0,6.72,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_080,CHEMBL3955003,B_only,B_only,B_only,5.24,8.72,5.24,8.72,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_081,CHEMBL3125385,B_only,B_only,B_only,5.39,7.6,5.39,7.6,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_082,CHEMBL3112861,B_only,B_only,B_only,5.37,7.7,5.37,7.7,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_083,CHEMBL3403677,B_only,B_only,B_only,5.36,6.62,5.36,6.62,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_084,CHEMBL3956037,B_only,B_only,B_only,5.37,9.4,5.37,9.4,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_085,CHEMBL1242661,neither,neither,neither,4.0,5.28,4.0,5.28,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_086,CHEMBL3600769,neither,neither,neither,4.9,4.5,4.9,4.5,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_087,CHEMBL3134280,neither,neither,neither,5.39,5.36,5.39,5.36,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_088,CHEMBL1241357,neither,neither,neither,4.77,4.0,4.77,4.0,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_089,CHEMBL4585433,neither,neither,neither,5.4,5.4,5.4,5.4,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_090,CHEMBL2152254,neither,neither,neither,5.33,5.2,5.33,5.2,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_091,CHEMBL1241584,neither,neither,neither,4.92,4.3,4.92,4.3,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_092,CHEMBL3896043,neither,neither,neither,4.55,5.24,4.55,5.24,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_093,CHEMBL4555334,neither,neither,neither,5.24,5.45,5.24,5.45,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_094,CHEMBL1242660,neither,neither,neither,4.0,4.0,4.0,4.0,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_095,CHEMBL6003306,neither,neither,neither,4.95,4.48,4.95,4.48,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_096,CHEMBL4586115,neither,neither,neither,4.56,4.25,4.56,4.25,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_097,CHEMBL1242665,neither,neither,neither,4.0,4.28,4.0,4.28,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_098,CHEMBL1760160,neither,neither,neither,4.98,4.65,4.98,4.65,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_099,CHEMBL3965450,neither,neither,neither,5.01,5.14,5.01,5.14,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/PIK3CB,PAB_100,CHEMBL3944796,neither,neither,neither,4.33,4.72,4.33,4.72,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_01,CHEMBL573339,dual,dual,dual,8.89,8.28,8.89,8.28,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_02,CHEMBL1236962,dual,dual,dual,10.72,9.74,10.72,9.74,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_03,CHEMBL592445,dual,dual,dual,9.4,9.4,9.4,9.4,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_04,CHEMBL1879463,dual,dual,dual,8.85,9.35,8.4,9.35,adjudicated_recomputed,adjudicated_recomputed,0,0,1
PIK3CA/mTOR,PM48_05,CHEMBL521851,dual,dual,dual,10.0,8.52,9.12,7.32,adjudicated_recomputed,adjudicated_recomputed,0,0,1
PIK3CA/mTOR,PM48_06,CHEMBL1922094,dual,dual,dual,9.21,8.48,9.21,8.48,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_07,CHEMBL1765602,dual,dual,dual,8.33,9.6,8.33,9.6,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_08,CHEMBL1234354,dual,dual,dual,9.24,8.1,9.24,8.1,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_09,CHEMBL4084907,dual,dual,dual,8.82,7.92,8.82,7.92,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_10,CHEMBL1256459,dual,dual,dual,7.85,9.54,7.85,9.54,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_11,CHEMBL3545097,dual,dual,dual,7.82,10.04,7.82,10.04,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_12,CHEMBL2017974,dual,dual,dual,8.46,7.72,8.46,7.72,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_13,CHEMBL2336325,dual,dual,dual,7.48,9.85,7.48,9.85,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_14,CHEMBL3393066,dual,dual,dual,7.8,7.43,7.8,7.43,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_15,CHEMBL3813842,dual,dual,dual,8.7,7.16,8.7,7.16,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_16,CHEMBL3545366,dual,dual,dual,7.41,6.82,7.41,6.82,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_17,CHEMBL4297181,dual,dual,dual,8.22,6.78,8.22,6.78,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_18,CHEMBL586702,dual,dual,dual,8.3,6.46,8.3,6.46,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_19,CHEMBL2387080,A_only,A_only,A_only,10.05,5.92,10.05,5.92,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_20,CHEMBL3646632,A_only,A_only,A_only,8.7,5.92,8.7,5.92,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_21,CHEMBL3814414,A_only,A_only,A_only,8.7,5.92,8.7,5.92,unchanged_not_adjudicated,unchanged_not_adjudicated,0,0,1
PIK3CA/mTOR,PM48_22,CHEMBL2396661,A_only,A_only,A_only,8.77,5.83,8.77,5.52,unchanged_not_adjudicated,adjudicated_recomputed,0,0,1
