pair,native_paired_theta6_n,native_paired_theta6_dual,native_paired_theta6_A,native_paired_theta6_B,native_paired_theta6_neither,drop_shared_literature_n,drop_shared_literature_dual,drop_shared_literature_A,drop_shared_literature_B,drop_shared_literature_neither,drop_shared_structure_n,drop_shared_structure_dual,drop_shared_structure_A,drop_shared_structure_B,drop_shared_structure_neither,drop_neighbors_lt_0.70_n,drop_neighbors_lt_0.70_dual,drop_neighbors_lt_0.70_A,drop_neighbors_lt_0.70_B,drop_neighbors_lt_0.70_neither,gate,packaged_as_external_evaluation,n_sources_dual,n_sources_A_only,n_sources_B_only,top_doc_frac_dual,note
EGFR/HER2,468,371,30,54,13,380,303,16,51,10,346,284,11,44,7,216,180,10,20,6,insufficient,0,16,5,4,0.5,does not meet primary or thin gate; no docking in this session
AChE/BChE,318,159,46,37,76,225,93,32,27,73,170,62,19,23,66,85,4,8,14,59,insufficient,0,2,6,3,0.75,does not meet primary or thin gate; no docking in this session
PIK3CA/PIK3CB,296,114,29,4,149,296,114,29,4,149,199,81,11,4,103,112,9,0,3,100,insufficient,0,4,0,1,0.6667,does not meet primary or thin gate; no docking in this session
PIK3CA/mTOR,1193,1000,115,30,48,1192,999,115,30,48,958,888,41,16,13,98,91,4,1,2,insufficient,0,9,2,1,0.2088,does not meet primary or thin gate; no docking in this session
MCL1/Bcl-xL,90,32,22,6,30,90,32,22,6,30,16,11,1,3,1,3,1,0,2,0,insufficient,0,1,0,1,1.0,does not meet primary or thin gate; no docking in this session
