pair,contrast,estimator,n_groups,n_dual,n_selective,n_neither,delta_point,delta_ci_lo,delta_ci_hi,n_valid_boot,excludes_zero,note,seed_offset
EGFR/HER2,D_vs_B_or_neither_pocketA,document_cluster,28,28,32,12,0.4621,0.1097,0.6487,1998,True,"resamples connected groups, not ligands; shared dual within each resample",44042
EGFR/HER2,D_vs_B_or_neither_pocketA,scaffold_cluster,61,28,32,12,0.4621,0.2237,0.6623,2000,True,"resamples connected groups, not ligands; shared dual within each resample",73878
JAK1/TYK2,D_vs_B_or_neither_pocketA,scaffold_cluster,68,31,32,14,0.4438,0.2341,0.633,2000,True,"resamples connected groups, not ligands; shared dual within each resample",34807
JAK1/TYK2,D_vs_B_or_neither_pocketA,document_cluster,31,31,32,14,0.4438,-0.0337,0.6824,1995,False,committed document-cluster CI; grouping not rebuilt (no chembl_37 sqlite). Point delta uses current JAK1/TYK2 scores.,76987
