pair,role,pubmed_status,n_dev_inchikeys,n_map_inchikeys,native_paired,after_literature,after_structure,after_ecfp_lt_0.70,n_dual,n_A_only,n_B_only,n_neither,n_sources_dual,n_sources_A_only,n_sources_B_only,top_doc_frac_dual,top_doc_frac_A_only,top_doc_frac_B_only,gate,packaged_as_external_evaluation,note
EGFR/HER2,thin_or_primary,chembl_document_api_partial,110,488,468,380,346,216,180,10,20,6,16,5,4,0.5,0.4,0.45,insufficient,0,does not meet primary or thin gate; no docking in this session
AChE/BChE,primary_external,chembl_document_api_partial,159,480,318,225,170,85,4,8,14,59,2,6,3,0.75,0.375,0.8571,insufficient,0,does not meet primary or thin gate; no docking in this session
PIK3CA/PIK3CB,backup,chembl_document_api_partial,160,922,296,296,199,112,9,0,3,100,4,0,1,0.6667,0.0,1.0,insufficient,0,does not meet primary or thin gate; no docking in this session
PIK3CA/mTOR,primary_external,chembl_document_api_partial,175,927,1193,1192,958,98,91,4,1,2,9,2,1,0.2088,0.5,1.0,insufficient,0,does not meet primary or thin gate; no docking in this session
MCL1/Bcl-xL,ppi_bh3_extension,chembl_document_api_partial,0,306,90,90,16,3,1,0,2,0,1,0,1,1.0,0.0,1.0,insufficient,0,does not meet primary or thin gate; no docking in this session
