file,url,release,nbytes,md5,sha256
BindingDB_BindingDB_Articles_202608_tsv.zip,https://www.bindingdb.org/rwd/bind/downloads/BindingDB_BindingDB_Articles_202608_tsv.zip,202608,18271972,ce93e47d523ebd22b7e7af71c19e5858,2529b1c572aa7b298e57355e251c9a9572b82dd35f97259d5e3866ee69bfada5
BindingDB_Patents_202608_tsv.zip,https://www.bindingdb.org/rwd/bind/downloads/BindingDB_Patents_202608_tsv.zip,202608,172105433,a3f8794e89f993319ec6003e02d1998a,88d0e6664ac063489d2c161c80b6a83fd347eb87e924e47a44d01ee3de93ce13
BindingDB_Assays_202608_tsv.zip,https://www.bindingdb.org/rwd/bind/downloads/BindingDB_Assays_202608_tsv.zip,202608,10067687,12ce4dae7f8a8a11e3e2187631fc0964,e6ce48748603b669fa2d333c1759a946125d0e56d73eed8f795c6cb92e677252
BindingDB_rsid_eaids_202608_tsv.zip,https://www.bindingdb.org/rwd/bind/downloads/BindingDB_rsid_eaids_202608_tsv.zip,202608,7556983,d96e8b93703ec672840cbb7d644cc976,dcd68218d72e6d1fbb87190b52ee8ceda21501b17cad4c6c27effd1a84eedd4b
