pair,n_dual,n_A_only,n_B_only,heavy_D_vs_A,heavy_D_vs_B,heavy_summary_min,mw_D_vs_A,mw_D_vs_B,mw_summary_min,clogp_D_vs_A,clogp_D_vs_B,clogp_summary_min,tpsa_D_vs_A,tpsa_D_vs_B,tpsa_summary_min,best_single_descriptor,best_single_descriptor_summary_min,note
EGFR/HER2,28,37,32,0.6969,0.3694,0.3694,0.6429,0.4163,0.4163,0.5212,0.4821,0.4821,0.7201,0.4275,0.4275,clogp,0.4821,best_single_descriptor from current score master; scheme-B Vina comparison in descriptor_baselines.csv
JAK1/JAK2,32,32,32,0.5801,0.5781,0.5781,0.5649,0.6367,0.5649,0.5073,0.4756,0.4756,0.5698,0.7803,0.5698,heavy,0.5781,best_single_descriptor from current score master; scheme-B Vina comparison in descriptor_baselines.csv
JAK1/TYK2,31,32,32,0.5837,0.3690,0.3690,0.5262,0.3891,0.3891,0.6139,0.5806,0.5806,0.5968,0.4254,0.4254,clogp,0.5806,best_single_descriptor from current score master; scheme-B Vina comparison in descriptor_baselines.csv
PIK3CA/mTOR,18,14,12,0.4643,0.4630,0.4630,0.4484,0.4722,0.4484,0.5198,0.3102,0.3102,0.2599,0.4514,0.2599,heavy,0.4630,best_single_descriptor from current score master; scheme-B Vina comparison in descriptor_baselines.csv
AChE/BChE,27,26,28,0.5969,0.5820,0.5820,0.5819,0.5860,0.5819,0.5484,0.4669,0.4669,0.7422,0.8009,0.7422,tpsa,0.7422,best_single_descriptor from current score master; scheme-B Vina comparison in descriptor_baselines.csv
F2/F10,31,32,32,0.4738,0.3614,0.3614,0.5131,0.3891,0.3891,0.5091,0.5474,0.5091,0.5670,0.3059,0.3059,clogp,0.5091,best_single_descriptor from current score master; scheme-B Vina comparison in descriptor_baselines.csv
PPARG/PPARA,32,31,32,0.5060,0.6523,0.5060,0.4758,0.5723,0.4758,0.4879,0.6235,0.4879,0.7399,0.6274,0.6274,tpsa,0.6274,best_single_descriptor from current score master; scheme-B Vina comparison in descriptor_baselines.csv
PPARA/PPARD,32,32,32,0.6328,0.4902,0.4902,0.6494,0.4365,0.4365,0.6650,0.5635,0.5635,0.3999,0.3506,0.3506,clogp,0.5635,best_single_descriptor from current score master; scheme-B Vina comparison in descriptor_baselines.csv
