molecule_chembl_id,target_chembl_id,assay_chembl_id,document_chembl_id,pchembl_value,standard_type,standard_relation,assay_type,assay_organism,confidence_score,keep,exclusion_reasons
CHEMBL222904,CHEMBL220,CHEMBL917209,CHEMBL1149275,8.25,Ki,=,B,Homo sapiens,9,1,
CHEMBL224469,CHEMBL220,CHEMBL915960,CHEMBL1144481,4.99,IC50,=,B,Homo sapiens,9,1,
CHEMBL254016,CHEMBL220,CHEMBL945890,CHEMBL1141467,8.48,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL254016,CHEMBL220,CHEMBL945892,CHEMBL1141467,,Activity,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL273051,CHEMBL220,CHEMBL932016,CHEMBL1141589,7.45,IC50,=,B,,8,1,
CHEMBL1678,CHEMBL220,CHEMBL960589,CHEMBL1150773,7.94,IC50,=,B,Homo sapiens,9,1,
CHEMBL1678,CHEMBL220,CHEMBL960593,CHEMBL1150773,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1678,CHEMBL220,CHEMBL960594,CHEMBL1150773,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL254016,CHEMBL220,CHEMBL948466,CHEMBL1152287,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL254016,CHEMBL220,CHEMBL948464,CHEMBL1152287,8.48,IC50,=,B,Homo sapiens,9,1,
CHEMBL164,CHEMBL220,CHEMBL1045781,CHEMBL1154681,4.42,Ki,=,B,Homo sapiens,9,1,
CHEMBL309667,CHEMBL220,CHEMBL1249049,CHEMBL1240490,,logIC50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL382207,CHEMBL220,CHEMBL1249049,CHEMBL1240490,,logIC50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1678,CHEMBL220,CHEMBL1769750,CHEMBL1764969,7.5,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1678,CHEMBL220,CHEMBL1769797,CHEMBL1764969,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed;potential_duplicate
CHEMBL1773487,CHEMBL220,CHEMBL1775596,CHEMBL1773070,6.84,IC50,=,B,Homo sapiens,9,1,
CHEMBL1773489,CHEMBL220,CHEMBL1775596,CHEMBL1773070,6.68,IC50,=,B,Homo sapiens,9,1,
CHEMBL1773487,CHEMBL220,CHEMBL1775637,CHEMBL1773070,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL1773489,CHEMBL220,CHEMBL1775637,CHEMBL1773070,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1080386,CHEMBL220,CHEMBL1787066,CHEMBL1781988,,IC50,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL1080386,CHEMBL220,CHEMBL1787067,CHEMBL1781988,,IC50,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL1080386,CHEMBL220,CHEMBL1787068,CHEMBL1781988,8.22,IC50,=,B,Homo sapiens,9,1,
CHEMBL1080386,CHEMBL220,CHEMBL1787069,CHEMBL1781988,8.22,IC50,=,B,Homo sapiens,9,1,
CHEMBL1783515,CHEMBL220,CHEMBL1785400,CHEMBL1781893,8.05,IC50,=,B,Homo sapiens,9,1,
CHEMBL1678,CHEMBL220,CHEMBL1837219,CHEMBL1833829,7.5,IC50,=,B,Homo sapiens,9,1,
CHEMBL1678,CHEMBL220,CHEMBL1837222,CHEMBL1833829,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL3216777,CHEMBL220,CHEMBL2015198,CHEMBL2010698,8.88,IC50,=,B,Homo sapiens,9,1,
CHEMBL3216777,CHEMBL220,CHEMBL2015200,CHEMBL2010698,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL2019044,CHEMBL220,CHEMBL2020732,CHEMBL2016543,9.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL2064464,CHEMBL220,CHEMBL2066010,CHEMBL2062461,9.5,Ki,=,B,Homo sapiens,9,1,
CHEMBL2064464,CHEMBL220,CHEMBL2066009,CHEMBL2062461,9.42,Ki,=,B,Homo sapiens,9,1,
CHEMBL2064464,CHEMBL220,CHEMBL2066006,CHEMBL2062461,7.83,IC50,=,B,Homo sapiens,9,1,
CHEMBL164,CHEMBL220,CHEMBL3071788,CHEMBL3045386,7.92,IC50,=,B,Homo sapiens,9,1,
CHEMBL2419687,CHEMBL220,CHEMBL2421450,CHEMBL2417380,7.27,IC50,=,B,Homo sapiens,9,1,
CHEMBL3093795,CHEMBL220,CHEMBL3095604,CHEMBL3091342,6.85,IC50,=,B,Homo sapiens,9,1,
CHEMBL1678,CHEMBL220,CHEMBL3383297,CHEMBL3351633,7.7,IC50,=,B,Homo sapiens,9,1,
CHEMBL3326708,CHEMBL220,CHEMBL3379803,CHEMBL3352817,7.25,Ki,=,B,Homo sapiens,9,1,
CHEMBL3326699,CHEMBL220,CHEMBL3379803,CHEMBL3352817,7.35,Ki,=,B,Homo sapiens,9,1,
CHEMBL3337471,CHEMBL220,CHEMBL3390418,CHEMBL3352241,5.12,IC50,=,B,Homo sapiens,9,1,
CHEMBL3335049,CHEMBL220,CHEMBL3383711,CHEMBL3351711,5.21,IC50,=,B,Homo sapiens,9,1,
CHEMBL3407584,CHEMBL220,CHEMBL3413435,CHEMBL3407435,5.31,IC50,=,B,Homo sapiens,9,1,
CHEMBL3407583,CHEMBL220,CHEMBL3413435,CHEMBL3407435,4.81,IC50,=,B,Homo sapiens,9,1,
CHEMBL3642049,CHEMBL220,CHEMBL3705962,CHEMBL3639238,8.34,IC50,=,B,Homo sapiens,9,1,
CHEMBL3754694,CHEMBL220,CHEMBL3758061,CHEMBL3751805,5.12,IC50,=,B,Homo sapiens,9,1,
CHEMBL3753850,CHEMBL220,CHEMBL3758061,CHEMBL3751805,7.61,IC50,=,B,Homo sapiens,9,1,
CHEMBL1801815,CHEMBL220,CHEMBL3772142,CHEMBL3769338,5.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL3818250,CHEMBL220,CHEMBL3821774,CHEMBL3817754,5.27,IC50,=,B,Homo sapiens,9,1,
CHEMBL3822670,CHEMBL220,CHEMBL3826564,CHEMBL3822387,5.31,IC50,=,B,Homo sapiens,9,1,
CHEMBL3823197,CHEMBL220,CHEMBL3826564,CHEMBL3822387,5.08,IC50,=,B,Homo sapiens,9,1,
CHEMBL3892118,CHEMBL220,CHEMBL3862302,CHEMBL3861952,5.39,IC50,=,B,Homo sapiens,9,1,
CHEMBL3910513,CHEMBL220,CHEMBL3870531,CHEMBL3870312,6.83,IC50,=,B,Homo sapiens,9,1,
CHEMBL3900968,CHEMBL220,CHEMBL3887947,CHEMBL3886513,7.02,IC50,=,B,Homo sapiens,8,1,
CHEMBL1678,CHEMBL220,CHEMBL4022474,CHEMBL4020795,6.92,IC50,=,B,Homo sapiens,9,1,
CHEMBL3425895,CHEMBL220,CHEMBL4049960,CHEMBL4049393,6.52,IC50,=,B,Homo sapiens,9,1,
CHEMBL3425895,CHEMBL220,CHEMBL4049961,CHEMBL4049393,,Inhibition,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL164,CHEMBL220,CHEMBL4844259,CHEMBL4842362,,IC50,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL1080386,CHEMBL220,CHEMBL5216357,CHEMBL5214927,,IC50,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;potential_duplicate
CHEMBL1678,CHEMBL220,CHEMBL5536823,CHEMBL5532757,6.91,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL497755,CHEMBL220,CHEMBL956645,CHEMBL1150277,4.49,IC50,=,B,Homo sapiens,9,1,
CHEMBL3972214,CHEMBL220,CHEMBL3862302,CHEMBL3861952,5.48,IC50,=,B,Homo sapiens,9,1,
CHEMBL3985059,CHEMBL220,CHEMBL3870531,CHEMBL3870312,7.39,IC50,=,B,Homo sapiens,9,1,
CHEMBL3933395,CHEMBL220,CHEMBL3870531,CHEMBL3870312,7.01,IC50,=,B,Homo sapiens,9,1,
CHEMBL3952144,CHEMBL220,CHEMBL3887947,CHEMBL3886513,6.57,IC50,=,B,Homo sapiens,8,1,
CHEMBL4084714,CHEMBL220,CHEMBL3995304,CHEMBL3994591,5.05,IC50,=,B,Homo sapiens,9,1,
CHEMBL4101703,CHEMBL220,CHEMBL3995304,CHEMBL3994591,4.45,IC50,=,B,Homo sapiens,9,1,
CHEMBL4079345,CHEMBL220,CHEMBL4003411,CHEMBL4002588,5.12,IC50,=,B,Homo sapiens,9,1,
CHEMBL4085222,CHEMBL220,CHEMBL4011760,CHEMBL4011587,5.42,IC50,=,B,Homo sapiens,9,1,
CHEMBL4072478,CHEMBL220,CHEMBL4025947,CHEMBL4024719,5.46,IC50,=,B,Homo sapiens,9,1,
CHEMBL4101886,CHEMBL220,CHEMBL4025937,CHEMBL4024719,5.17,IC50,=,B,Homo sapiens,9,1,
CHEMBL4207101,CHEMBL220,CHEMBL4193992,CHEMBL4190343,8.12,IC50,=,B,Homo sapiens,9,1,
CHEMBL4212275,CHEMBL220,CHEMBL4193992,CHEMBL4190343,7.33,IC50,=,B,Homo sapiens,9,1,
CHEMBL4207101,CHEMBL220,CHEMBL4193996,CHEMBL4190343,,Km,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL4207101,CHEMBL220,CHEMBL4193997,CHEMBL4190343,,Km,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL4207101,CHEMBL220,CHEMBL4193998,CHEMBL4190343,,Km,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL4207101,CHEMBL220,CHEMBL4193999,CHEMBL4190343,,Vmax,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL4207101,CHEMBL220,CHEMBL4194000,CHEMBL4190343,,Vmax,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL4207101,CHEMBL220,CHEMBL4194001,CHEMBL4190343,,Vmax,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL4207101,CHEMBL220,CHEMBL4194002,CHEMBL4190343,8.01,Ki,=,B,Homo sapiens,9,1,
CHEMBL4207101,CHEMBL220,CHEMBL4194003,CHEMBL4190343,7.8,Ki,=,B,Homo sapiens,9,1,
CHEMBL4277879,CHEMBL220,CHEMBL4255020,CHEMBL4251652,5.14,IC50,=,B,Homo sapiens,9,1,
CHEMBL4292477,CHEMBL220,CHEMBL4273241,CHEMBL4270563,7.39,IC50,=,B,Homo sapiens,9,1,
CHEMBL4283450,CHEMBL220,CHEMBL4273241,CHEMBL4270563,6.77,IC50,=,B,Homo sapiens,9,1,
CHEMBL4292477,CHEMBL220,CHEMBL4273244,CHEMBL4270563,7.21,Ki,=,B,Homo sapiens,9,1,
CHEMBL4464883,CHEMBL220,CHEMBL4356264,CHEMBL4354814,8.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL4535585,CHEMBL220,CHEMBL4361991,CHEMBL4359860,7.0,IC50,=,A,Homo sapiens,9,1,
CHEMBL4640945,CHEMBL220,CHEMBL4618120,CHEMBL4616657,4.26,IC50,=,B,Homo sapiens,9,1,
CHEMBL4640945,CHEMBL220,CHEMBL4618119,CHEMBL4616657,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL4792013,CHEMBL220,CHEMBL4686681,CHEMBL4680246,4.78,IC50,=,A,Homo sapiens,9,1,
CHEMBL4787165,CHEMBL220,CHEMBL4686681,CHEMBL4680246,4.76,IC50,=,A,Homo sapiens,9,1,
CHEMBL4761179,CHEMBL220,CHEMBL4686681,CHEMBL4680246,4.71,IC50,=,A,Homo sapiens,9,1,
CHEMBL4781117,CHEMBL220,CHEMBL4711085,CHEMBL4706588,6.51,IC50,=,B,Homo sapiens,9,1,
CHEMBL4749805,CHEMBL220,CHEMBL4738011,CHEMBL4732210,6.84,IC50,=,B,Homo sapiens,9,1,
CHEMBL4792208,CHEMBL220,CHEMBL4769582,CHEMBL4765308,4.82,IC50,=,B,Homo sapiens,9,1,
CHEMBL4788885,CHEMBL220,CHEMBL4770653,CHEMBL4765338,5.03,IC50,=,B,Homo sapiens,9,1,
CHEMBL4788885,CHEMBL220,CHEMBL4770659,CHEMBL4765338,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL4874487,CHEMBL220,CHEMBL4826769,CHEMBL4825688,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL4874487,CHEMBL220,CHEMBL4826770,CHEMBL4825688,4.17,IC50,=,B,Homo sapiens,9,1,
CHEMBL4866930,CHEMBL220,CHEMBL4844259,CHEMBL4842362,8.74,IC50,=,B,Homo sapiens,9,1,
CHEMBL4866930,CHEMBL220,CHEMBL4844261,CHEMBL4842362,,Ratio IC50,<=,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL4866930,CHEMBL220,CHEMBL4844262,CHEMBL4842362,,Ratio IC50,<=,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL5170719,CHEMBL220,CHEMBL5111262,CHEMBL5108043,5.02,IC50,=,B,Homo sapiens,9,1,
CHEMBL5201804,CHEMBL220,CHEMBL5111262,CHEMBL5108043,5.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL5170719,CHEMBL220,CHEMBL5111262,CHEMBL5108043,5.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL5201804,CHEMBL220,CHEMBL5111262,CHEMBL5108043,5.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL5205468,CHEMBL220,CHEMBL5117328,CHEMBL5113467,4.51,IC50,=,B,Homo sapiens,9,1,
CHEMBL5184276,CHEMBL220,CHEMBL5161926,CHEMBL5154805,4.63,IC50,=,B,Homo sapiens,9,1,
CHEMBL5189830,CHEMBL220,CHEMBL5161926,CHEMBL5154805,4.9,IC50,=,B,Homo sapiens,9,1,
CHEMBL5189830,CHEMBL220,CHEMBL5161926,CHEMBL5154805,5.07,IC50,=,B,Homo sapiens,9,1,
CHEMBL5178828,CHEMBL220,CHEMBL5161926,CHEMBL5154805,5.11,IC50,=,B,Homo sapiens,9,1,
CHEMBL5178828,CHEMBL220,CHEMBL5161936,CHEMBL5154805,,Activity,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL5189830,CHEMBL220,CHEMBL5161936,CHEMBL5154805,,Activity,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL5189830,CHEMBL220,CHEMBL5161936,CHEMBL5154805,,Activity,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL5184276,CHEMBL220,CHEMBL5161936,CHEMBL5154805,,Activity,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL5220560,CHEMBL220,CHEMBL5216374,CHEMBL5214927,4.7,IC50,=,B,Homo sapiens,9,1,
CHEMBL5281758,CHEMBL220,CHEMBL5235525,CHEMBL5233266,6.25,IC50,=,B,Homo sapiens,9,1,
CHEMBL5281758,CHEMBL220,CHEMBL5235525,CHEMBL5233266,6.52,IC50,=,B,Homo sapiens,9,1,
CHEMBL5280980,CHEMBL220,CHEMBL5235525,CHEMBL5233266,9.3,IC50,=,B,Homo sapiens,9,1,
CHEMBL5283238,CHEMBL220,CHEMBL5240692,CHEMBL5236653,4.22,IC50,=,B,Homo sapiens,9,1,
CHEMBL5276955,CHEMBL220,CHEMBL5254621,CHEMBL5252548,7.96,IC50,=,B,Homo sapiens,9,1,
CHEMBL5411758,CHEMBL220,CHEMBL5341188,CHEMBL5338756,,IC50,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL5411758,CHEMBL220,CHEMBL5341188,CHEMBL5338756,,IC50,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL5411758,CHEMBL220,CHEMBL5341227,CHEMBL5338756,5.42,IC50,=,B,Homo sapiens,9,1,
CHEMBL80221,CHEMBL220,CHEMBL644099,CHEMBL1131001,6.79,IC50,=,B,,8,0,potential_duplicate
CHEMBL543711,CHEMBL220,CHEMBL644627,CHEMBL1132590,4.33,IC50,=,B,Homo sapiens,9,1,
CHEMBL557405,CHEMBL220,CHEMBL644104,CHEMBL1134674,8.17,IC50,=,B,,8,1,
CHEMBL80221,CHEMBL220,CHEMBL644626,CHEMBL1130392,6.79,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL644832,CHEMBL1135547,6.1,IC50,=,B,,8,1,
CHEMBL659,CHEMBL220,CHEMBL644110,CHEMBL1150531,7.0,IC50,=,B,,8,1,
CHEMBL659,CHEMBL220,CHEMBL644119,CHEMBL1135324,,IC50,~,B,,8,0,missing_pchembl;relation_not_equal
CHEMBL659,CHEMBL220,CHEMBL684541,CHEMBL1135324,5.96,EC50,=,F,,8,1,
CHEMBL659,CHEMBL220,CHEMBL874440,CHEMBL1142685,6.1,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL859798,CHEMBL1146079,6.1,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL866863,CHEMBL1146949,6.23,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL911302,CHEMBL1139709,6.22,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL911302,CHEMBL1139709,6.2,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL919956,CHEMBL1149251,5.5,IC50,=,B,,8,1,
CHEMBL659,CHEMBL220,CHEMBL895407,CHEMBL1148814,5.7,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL895409,CHEMBL1148814,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL659,CHEMBL220,CHEMBL925438,CHEMBL1141279,5.97,IC50,=,B,,8,1,
CHEMBL659,CHEMBL220,CHEMBL974116,CHEMBL1142630,6.01,IC50,=,B,,8,1,
CHEMBL659,CHEMBL220,CHEMBL974073,CHEMBL1149880,,Inhibition,=,B,,8,0,missing_pchembl;endpoint_not_allowed;potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL998779,CHEMBL1156637,6.3,IC50,=,B,,8,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL965669,CHEMBL1150386,6.46,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL948464,CHEMBL1152287,5.7,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL948466,CHEMBL1152287,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed;potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL965187,CHEMBL1150650,,Inhibition,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL659,CHEMBL220,CHEMBL975663,CHEMBL1158060,5.93,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL975665,CHEMBL1158060,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed;potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL979444,CHEMBL1157942,,Activity,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL659,CHEMBL220,CHEMBL978158,CHEMBL1155941,6.3,IC50,=,B,,8,1,
CHEMBL659,CHEMBL220,CHEMBL1054620,CHEMBL1152325,4.13,IC50,=,B,,8,1,
CHEMBL659,CHEMBL220,CHEMBL1042165,CHEMBL1154130,,MIC,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL572532,CHEMBL220,CHEMBL1037610,CHEMBL1154602,6.82,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL1047004,CHEMBL1156800,5.68,IC50,=,B,Homo sapiens,9,1,
CHEMBL599644,CHEMBL220,CHEMBL1067130,CHEMBL1157624,7.28,IC50,=,B,Homo sapiens,9,1,
CHEMBL597188,CHEMBL220,CHEMBL1067130,CHEMBL1157624,7.25,IC50,=,B,Homo sapiens,9,1,
CHEMBL597794,CHEMBL220,CHEMBL1067130,CHEMBL1157624,6.96,IC50,=,B,Homo sapiens,9,1,
CHEMBL597188,CHEMBL220,CHEMBL1067134,CHEMBL1157624,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL599644,CHEMBL220,CHEMBL1067134,CHEMBL1157624,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL599644,CHEMBL220,CHEMBL1067133,CHEMBL1157624,7.21,Ki,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL1119101,CHEMBL1155458,6.22,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL1227597,CHEMBL1221246,6.52,Ki,=,B,,8,1,
CHEMBL80221,CHEMBL220,CHEMBL1249049,CHEMBL1240490,,logIC50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL659,CHEMBL220,CHEMBL1648270,CHEMBL1641399,,MIC,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL659,CHEMBL220,CHEMBL1648270,CHEMBL1641399,,MIC,=,B,,8,0,missing_pchembl;endpoint_not_allowed;data_validity_flag
CHEMBL659,CHEMBL220,CHEMBL1663835,CHEMBL1649337,6.28,IC50,=,B,,8,1,
CHEMBL659,CHEMBL220,CHEMBL1671288,CHEMBL1667723,5.58,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL1771986,CHEMBL1770076,6.46,IC50,=,B,,8,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL1787066,CHEMBL1781988,6.1,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL1787067,CHEMBL1781988,6.1,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL1787068,CHEMBL1781988,5.14,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL1787069,CHEMBL1781988,5.14,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL1809351,CHEMBL1806392,,MIC,=,B,,8,0,missing_pchembl;endpoint_not_allowed;potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL1909212,CHEMBL1909046,5.94,IC50,=,B,,8,1,
CHEMBL659,CHEMBL220,CHEMBL1909212,CHEMBL1909046,,Ki,,B,,8,0,missing_pchembl;relation_not_equal
CHEMBL659,CHEMBL220,CHEMBL2020014,CHEMBL2016507,6.52,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL2050829,CHEMBL2046278,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL659,CHEMBL220,CHEMBL2050824,CHEMBL2046278,5.5,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL2072352,CHEMBL2069170,6.0,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL2162062,CHEMBL2157925,7.21,Ki,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL3068696,CHEMBL3045895,6.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL2319650,CHEMBL2311409,6.52,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL2345676,CHEMBL2331378,5.68,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL2384302,CHEMBL2380218,5.68,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL2383513,CHEMBL2380294,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL659,CHEMBL220,CHEMBL2383512,CHEMBL2380294,5.7,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3090837,CHEMBL3085720,5.7,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3117940,CHEMBL3112396,5.5,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3116521,CHEMBL3112490,5.68,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3242491,CHEMBL3232805,6.26,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3242285,CHEMBL3232729,,MIC,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL659,CHEMBL220,CHEMBL3241191,CHEMBL3232729,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL659,CHEMBL220,CHEMBL3242019,CHEMBL3232744,5.96,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3380201,CHEMBL3352170,5.7,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3380202,CHEMBL3352170,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL659,CHEMBL220,CHEMBL3379803,CHEMBL3352817,7.21,Ki,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3363282,CHEMBL3351862,5.57,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3383711,CHEMBL3351711,6.16,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL3588578,CHEMBL3585326,6.6,Ki,=,B,Homo sapiens,9,1,
CHEMBL599644,CHEMBL220,CHEMBL3599814,CHEMBL3596160,7.28,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3599183,CHEMBL3596196,4.05,IC50,=,B,Homo sapiens,9,1,
CHEMBL659,CHEMBL220,CHEMBL3635481,CHEMBL3632542,6.46,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3755285,CHEMBL3751677,5.7,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3772142,CHEMBL3769338,5.58,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3810636,CHEMBL3808312,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL659,CHEMBL220,CHEMBL3810637,CHEMBL3808312,6.52,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL659,CHEMBL220,CHEMBL3872094,CHEMBL3871299,5.89,IC50,=,B,Homo sapiens,9,1,
