molecule_chembl_id,target_chembl_id,assay_chembl_id,document_chembl_id,pchembl_value,standard_type,standard_relation,assay_type,assay_organism,confidence_score,keep,exclusion_reasons
CHEMBL180022,CHEMBL203,CHEMBL2390159,CHEMBL2384937,8.66,IC50,=,B,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL3226103,CHEMBL3217416,6.1,IC50,=,B,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL3226105,CHEMBL3217416,6.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL3292445,CHEMBL3286193,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL24828,CHEMBL203,CHEMBL3300694,CHEMBL3297684,6.72,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL3370854,CHEMBL3352124,7.04,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL180022,CHEMBL203,CHEMBL3616083,CHEMBL3611967,7.04,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL281300,CHEMBL203,CHEMBL3616083,CHEMBL3611967,6.23,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1614725,CHEMBL203,CHEMBL3636784,CHEMBL3632549,9.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL3636784,CHEMBL3632549,7.04,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL24828,CHEMBL203,CHEMBL3877875,CHEMBL3877259,7.96,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL3887533,CHEMBL3886356,9.3,IC50,=,B,Homo sapiens,8,1,
CHEMBL1873475,CHEMBL203,CHEMBL3887533,CHEMBL3886356,9.3,IC50,=,B,Homo sapiens,8,1,
CHEMBL1873475,CHEMBL203,CHEMBL3888240,CHEMBL3886627,9.3,IC50,=,B,Homo sapiens,8,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL3888240,CHEMBL3886627,9.3,IC50,=,B,Homo sapiens,8,0,potential_duplicate
CHEMBL180022,CHEMBL203,CHEMBL3991696,CHEMBL3991601,7.47,Kd,=,B,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL3991696,CHEMBL3991601,5.43,Kd,=,B,Homo sapiens,9,1,
CHEMBL1614725,CHEMBL203,CHEMBL3991696,CHEMBL3991601,6.17,Kd,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL3991696,CHEMBL3991601,7.37,Kd,=,B,Homo sapiens,9,1,
CHEMBL288441,CHEMBL203,CHEMBL3991696,CHEMBL3991601,,Kd,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL1873475,CHEMBL203,CHEMBL4023733,CHEMBL4020831,,Inhibition,=,A,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL4024934,CHEMBL4024706,6.91,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL4041412,CHEMBL4038351,8.7,IC50,=,A,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4041413,CHEMBL4038351,6.92,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4041414,CHEMBL4038351,6.41,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4050423,CHEMBL4049404,,GI50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL4050424,CHEMBL4049404,,GI50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL4050425,CHEMBL4049404,,GI50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL4050468,CHEMBL4049404,,GI50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL4058115,CHEMBL4052785,8.25,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL4130928,CHEMBL4130348,,GI50,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL4130929,CHEMBL4130348,,GI50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL4130931,CHEMBL4130348,,GI50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL4189692,CHEMBL4184325,8.92,IC50,=,A,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4236277,CHEMBL4229542,,Inhibition,>,A,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL24828,CHEMBL203,CHEMBL4307584,CHEMBL4304802,6.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1095259,CHEMBL203,CHEMBL4337477,CHEMBL4334490,,IC50,=,B,Homo sapiens,9,0,missing_pchembl
CHEMBL24828,CHEMBL203,CHEMBL4342887,CHEMBL4342409,6.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL4347068,CHEMBL4346659,7.92,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL180022,CHEMBL203,CHEMBL4356092,CHEMBL4354810,7.04,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL4358518,CHEMBL4354855,8.16,Kd,=,A,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL4362208,CHEMBL4359867,7.7,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4385487,CHEMBL4382291,,Ratio,=,A,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL4385485,CHEMBL4382291,7.75,IC50,=,A,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL4387504,CHEMBL4385653,6.24,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL4388527,CHEMBL4387720,8.85,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4390271,CHEMBL4387758,7.92,IC50,=,B,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL4394506,CHEMBL4393671,8.02,Kd,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL180022,CHEMBL203,CHEMBL4394506,CHEMBL4393671,8.96,Kd,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL288441,CHEMBL203,CHEMBL4394506,CHEMBL4393671,7.46,Kd,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL24828,CHEMBL203,CHEMBL4398796,CHEMBL4396901,6.43,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4414895,CHEMBL4414549,9.12,IC50,=,A,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4414937,CHEMBL4414549,7.0,IC50,=,A,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4481537,CHEMBL4480410,,IC50,<,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL1873475,CHEMBL203,CHEMBL4481538,CHEMBL4480410,7.4,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4616782,CHEMBL4616583,7.52,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4668243,CHEMBL4665670,7.35,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4668250,CHEMBL4665670,7.8,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL4670927,CHEMBL4665812,,IC50,<,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL180022,CHEMBL203,CHEMBL4670928,CHEMBL4665812,5.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL4670929,CHEMBL4665812,9.1,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL4670930,CHEMBL4665812,10.7,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL4670931,CHEMBL4665812,10.7,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4720222,CHEMBL4715815,8.25,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL180022,CHEMBL203,CHEMBL4724188,CHEMBL4715878,7.05,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL4724376,CHEMBL4715884,7.02,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4724377,CHEMBL4715884,7.29,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4726180,CHEMBL4725253,8.28,IC50,=,A,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL4726201,CHEMBL4725253,7.31,EC50,=,A,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL4769968,CHEMBL4765318,8.6,IC50,=,A,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL4814657,CHEMBL4813920,6.07,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL4836401,CHEMBL4834452,6.89,IC50,=,B,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL4839231,CHEMBL4837240,6.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL4841672,CHEMBL4840351,8.77,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL5045467,CHEMBL5042540,9.05,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL5045472,CHEMBL5042540,7.78,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL5045510,CHEMBL5042540,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL5127259,CHEMBL5126513,8.28,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL5133814,CHEMBL5131445,8.41,Kd,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL5135820,CHEMBL5131516,7.04,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL180022,CHEMBL203,CHEMBL5135822,CHEMBL5131516,8.52,EC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL5135828,CHEMBL5131516,,EC50,<,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL1873475,CHEMBL203,CHEMBL5135834,CHEMBL5131516,8.28,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL5135836,CHEMBL5131516,7.16,EC50,=,B,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL5143769,CHEMBL5143505,6.43,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL5145633,CHEMBL5143580,7.95,IC50,=,B,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL5150426,CHEMBL5149968,6.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL24828,CHEMBL203,CHEMBL5151930,CHEMBL5150004,,IC50,=,B,Homo sapiens,9,0,missing_pchembl;data_validity_flag;potential_duplicate
CHEMBL180022,CHEMBL203,CHEMBL5162303,CHEMBL5154811,9.24,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL5162370,CHEMBL5154811,9.41,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL5233313,CHEMBL5233203,7.04,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1095259,CHEMBL203,CHEMBL5243749,CHEMBL5241122,4.35,IC50,=,B,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL5250194,CHEMBL5247618,6.43,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL5251928,CHEMBL5247657,6.77,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL5258450,CHEMBL5257057,8.28,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL24828,CHEMBL203,CHEMBL5291787,CHEMBL5291721,8.01,AC50,=,F,,8,0,endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL5355226,CHEMBL5352457,8.36,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL5512286,CHEMBL5506072,7.28,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL5512305,CHEMBL5506072,,K,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL180022,CHEMBL203,CHEMBL5534718,CHEMBL5532668,,Kinact,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL180022,CHEMBL203,CHEMBL5534719,CHEMBL5532668,,Kinact,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL180022,CHEMBL203,CHEMBL5534721,CHEMBL5532668,8.16,Ki,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL5534723,CHEMBL5532668,,Kinact,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL180022,CHEMBL203,CHEMBL5534725,CHEMBL5532668,,Kinact,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL180022,CHEMBL203,CHEMBL5534726,CHEMBL5532668,8.35,Ki,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL5579117,CHEMBL5576142,7.23,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL5579121,CHEMBL5576142,,Inhibition,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL5579127,CHEMBL5576142,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed;potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL5579128,CHEMBL5576142,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed;potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL5579129,CHEMBL5576142,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed;potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL5579130,CHEMBL5576142,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed;potential_duplicate
CHEMBL24828,CHEMBL203,CHEMBL5626128,CHEMBL5625175,7.52,IC50,=,B,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL5626143,CHEMBL5625175,6.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL180022,CHEMBL203,CHEMBL5626926,CHEMBL5625197,6.81,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL5626927,CHEMBL5625197,7.39,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL5707427,CHEMBL5705889,,Inhibition,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL5710912,CHEMBL5705904,8.28,IC50,=,B,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL5719179,CHEMBL5715952,5.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL24828,CHEMBL203,CHEMBL5719720,CHEMBL5715952,,Ratio IC50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL24828,CHEMBL203,CHEMBL5719895,CHEMBL5715952,,Ratio IC50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL24828,CHEMBL203,CHEMBL5719995,CHEMBL5715952,,Ratio IC50,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL5731481,CHEMBL5725787,8.89,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL5731481,CHEMBL5725787,,kon,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL5731481,CHEMBL5725787,,k_off,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL180022,CHEMBL203,CHEMBL5735981,CHEMBL5728076,8.76,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL5735981,CHEMBL5728076,,kon,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL180022,CHEMBL203,CHEMBL5735981,CHEMBL5728076,,k_off,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL5736432,CHEMBL5728280,8.34,IC50,=,B,,8,1,
CHEMBL1873475,CHEMBL203,CHEMBL5736432,CHEMBL5728280,,kon,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL1873475,CHEMBL203,CHEMBL5736432,CHEMBL5728280,,k_off,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL24828,CHEMBL203,CHEMBL6074937,CHEMBL6074624,6.3,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL1873475,CHEMBL203,CHEMBL6074983,CHEMBL6074624,8.25,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL180022,CHEMBL203,CHEMBL6083476,CHEMBL6083185,7.04,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL10,CHEMBL203,CHEMBL6085285,CHEMBL6083249,5.0,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL6092696,CHEMBL6092145,8.22,IC50,=,B,Homo sapiens,9,1,
CHEMBL180022,CHEMBL203,CHEMBL6096540,CHEMBL6092226,6.55,IC50,=,B,Homo sapiens,9,1,
CHEMBL1873475,CHEMBL203,CHEMBL6158558,CHEMBL6153141,7.29,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL305194,CHEMBL203,CHEMBL674637,CHEMBL1134862,7.54,IC50,=,B,,8,1,
CHEMBL305194,CHEMBL203,CHEMBL621151,CHEMBL1134862,,IC50,>,F,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL305194,CHEMBL203,CHEMBL615325,CHEMBL1134862,,IC50,>,F,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL53753,CHEMBL203,CHEMBL680030,CHEMBL1130057,,IC50,=,F,,8,0,missing_pchembl;data_validity_flag;potential_duplicate
CHEMBL53753,CHEMBL203,CHEMBL680031,CHEMBL1130057,7.82,IC50,=,F,,8,0,potential_duplicate
CHEMBL428690,CHEMBL203,CHEMBL677888,CHEMBL1135763,5.12,IC50,=,B,,8,1,
CHEMBL29197,CHEMBL203,CHEMBL677389,CHEMBL1130030,10.6,IC50,=,B,,8,0,potential_duplicate
CHEMBL428690,CHEMBL203,CHEMBL873605,CHEMBL1133502,4.66,IC50,=,B,,8,1,
CHEMBL29197,CHEMBL203,CHEMBL680028,CHEMBL1145020,7.16,IC50,=,B,,8,1,
CHEMBL30973,CHEMBL203,CHEMBL680028,CHEMBL1145020,6.51,IC50,=,B,,8,1,
CHEMBL29197,CHEMBL203,CHEMBL679944,CHEMBL1132555,10.6,IC50,=,B,,8,0,potential_duplicate
CHEMBL53753,CHEMBL203,CHEMBL679944,CHEMBL1132555,,IC50,=,B,,8,0,missing_pchembl;data_validity_flag;potential_duplicate
CHEMBL29197,CHEMBL203,CHEMBL621024,CHEMBL1152084,8.4,IC50,=,F,Homo sapiens,9,0,potential_duplicate
CHEMBL30973,CHEMBL203,CHEMBL677385,CHEMBL1147619,7.43,IC50,=,B,Homo sapiens,9,1,
CHEMBL30973,CHEMBL203,CHEMBL677384,CHEMBL1147619,6.91,IC50,=,B,Homo sapiens,9,1,
CHEMBL53753,CHEMBL203,CHEMBL676074,CHEMBL1131301,,IC50,=,B,Homo sapiens,9,0,missing_pchembl;data_validity_flag;potential_duplicate
CHEMBL53753,CHEMBL203,CHEMBL621853,CHEMBL1131301,7.89,IC50,=,F,Homo sapiens,9,1,
CHEMBL53753,CHEMBL203,CHEMBL621852,CHEMBL1131301,4.89,IC50,=,F,Homo sapiens,9,1,
CHEMBL29197,CHEMBL203,CHEMBL677204,CHEMBL1128536,10.54,IC50,=,B,,8,1,
CHEMBL29197,CHEMBL203,CHEMBL680017,CHEMBL1129291,10.6,IC50,=,B,,8,1,
CHEMBL30973,CHEMBL203,CHEMBL680027,CHEMBL1147456,6.51,IC50,=,F,,8,0,potential_duplicate
CHEMBL29197,CHEMBL203,CHEMBL679548,CHEMBL1129035,10.6,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL53753,CHEMBL203,CHEMBL680021,CHEMBL1129564,,IC50,=,B,,8,0,missing_pchembl;data_validity_flag
CHEMBL53753,CHEMBL203,CHEMBL677215,CHEMBL1129564,7.82,IC50,=,B,Homo sapiens,9,1,
CHEMBL29197,CHEMBL203,CHEMBL680021,CHEMBL1129564,10.54,IC50,=,B,,8,0,potential_duplicate
CHEMBL29197,CHEMBL203,CHEMBL676150,CHEMBL1129564,10.54,IC50,=,B,Homo sapiens,9,0,potential_duplicate
CHEMBL29197,CHEMBL203,CHEMBL677832,CHEMBL1130217,8.22,IC50,=,B,,8,1,
CHEMBL29197,CHEMBL203,CHEMBL621022,CHEMBL1130217,7.52,IC50,=,F,,8,1,
CHEMBL29197,CHEMBL203,CHEMBL677880,CHEMBL1129072,8.4,IC50,=,B,,8,1,
CHEMBL370934,CHEMBL203,CHEMBL881943,CHEMBL1140398,7.22,IC50,=,B,Homo sapiens,9,1,
CHEMBL372112,CHEMBL203,CHEMBL881943,CHEMBL1140398,7.3,IC50,=,B,Homo sapiens,9,1,
CHEMBL371863,CHEMBL203,CHEMBL881943,CHEMBL1140398,6.7,IC50,=,B,Homo sapiens,9,1,
CHEMBL428690,CHEMBL203,CHEMBL859867,CHEMBL1144455,,Kd,,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL437890,CHEMBL203,CHEMBL862512,CHEMBL1138126,8.96,IC50,=,B,Homo sapiens,9,1,
CHEMBL437890,CHEMBL203,CHEMBL862515,CHEMBL1138126,8.57,IC50,=,F,Homo sapiens,9,1,
CHEMBL29197,CHEMBL203,CHEMBL908277,CHEMBL1137325,7.55,IC50,=,B,Homo sapiens,9,1,
CHEMBL29197,CHEMBL203,CHEMBL892956,CHEMBL1147965,,Inhibition,=,B,Homo sapiens,9,0,missing_pchembl;endpoint_not_allowed
CHEMBL29197,CHEMBL203,CHEMBL892951,CHEMBL1147965,8.59,IC50,=,B,Homo sapiens,9,1,
CHEMBL29197,CHEMBL203,CHEMBL892954,CHEMBL1147965,,IC50,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL29197,CHEMBL203,CHEMBL892957,CHEMBL1147965,,Ratio,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal;endpoint_not_allowed
CHEMBL394463,CHEMBL203,CHEMBL903494,CHEMBL1139130,5.75,IC50,=,B,,8,1,
CHEMBL403785,CHEMBL203,CHEMBL924156,CHEMBL1140495,5.59,IC50,=,B,,8,1,
CHEMBL402011,CHEMBL203,CHEMBL928913,CHEMBL1141539,6.75,IC50,=,B,,8,1,
CHEMBL29197,CHEMBL203,CHEMBL940057,CHEMBL1145498,10.6,IC50,=,B,,8,0,potential_duplicate
CHEMBL29197,CHEMBL203,CHEMBL940057,CHEMBL1145498,,Ki,=,B,,8,0,missing_pchembl;data_validity_flag
CHEMBL449949,CHEMBL203,CHEMBL964194,CHEMBL1153281,5.58,IC50,=,B,,8,1,
CHEMBL449949,CHEMBL203,CHEMBL964937,CHEMBL1153281,,Activity,=,B,,8,0,missing_pchembl;endpoint_not_allowed
CHEMBL29197,CHEMBL203,CHEMBL957461,CHEMBL1150356,6.7,IC50,=,B,,8,1,
CHEMBL29197,CHEMBL203,CHEMBL984786,CHEMBL1155111,8.28,IC50,=,B,,8,1,
CHEMBL29197,CHEMBL203,CHEMBL1016812,CHEMBL1152829,10.6,IC50,=,B,,8,0,potential_duplicate
CHEMBL483321,CHEMBL203,CHEMBL1060182,CHEMBL1150977,7.38,Kd,=,B,Homo sapiens,9,1,
CHEMBL428690,CHEMBL203,CHEMBL1060182,CHEMBL1150977,,Kd,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL483321,CHEMBL203,CHEMBL1061143,CHEMBL1150977,5.7,Kd,=,B,Homo sapiens,9,1,
CHEMBL428690,CHEMBL203,CHEMBL1061143,CHEMBL1150977,,Kd,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL483321,CHEMBL203,CHEMBL1061068,CHEMBL1150977,8.0,Kd,=,B,Homo sapiens,9,1,
CHEMBL428690,CHEMBL203,CHEMBL1061068,CHEMBL1150977,,Kd,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL483321,CHEMBL203,CHEMBL1060190,CHEMBL1150977,7.77,Kd,=,B,Homo sapiens,9,1,
CHEMBL428690,CHEMBL203,CHEMBL1060190,CHEMBL1150977,,Kd,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL483321,CHEMBL203,CHEMBL1063796,CHEMBL1150977,6.14,Kd,=,B,Homo sapiens,9,1,
CHEMBL428690,CHEMBL203,CHEMBL1063796,CHEMBL1150977,5.64,Kd,=,B,Homo sapiens,9,1,
CHEMBL483321,CHEMBL203,CHEMBL1063797,CHEMBL1150977,5.75,Kd,=,B,Homo sapiens,9,1,
CHEMBL428690,CHEMBL203,CHEMBL1063797,CHEMBL1150977,,Kd,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL483321,CHEMBL203,CHEMBL1051285,CHEMBL1150977,6.25,Kd,=,B,Homo sapiens,9,1,
CHEMBL428690,CHEMBL203,CHEMBL1051285,CHEMBL1150977,,Kd,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL483321,CHEMBL203,CHEMBL1062839,CHEMBL1150977,6.96,Kd,=,B,Homo sapiens,9,1,
CHEMBL428690,CHEMBL203,CHEMBL1062839,CHEMBL1150977,,Kd,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL483321,CHEMBL203,CHEMBL1051286,CHEMBL1150977,7.44,Kd,=,B,Homo sapiens,9,1,
CHEMBL428690,CHEMBL203,CHEMBL1051286,CHEMBL1150977,,Kd,>,B,Homo sapiens,9,0,missing_pchembl;relation_not_equal
CHEMBL483321,CHEMBL203,CHEMBL1050839,CHEMBL1150977,6.0,Kd,=,B,Homo sapiens,9,1,
CHEMBL428690,CHEMBL203,CHEMBL1050839,CHEMBL1150977,5.85,Kd,=,B,Homo sapiens,9,1,
