pair,ligand,molecule_chembl_id,frozen_class,first_document_year,n_dated_documents,n_documents,note
EGFR/HER2,EH40_01,CHEMBL1614725,dual,2011,8,6,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_02,CHEMBL554,dual,2004,128,41,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_03,CHEMBL5977738,dual,2022,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_04,CHEMBL2006715,dual,,0,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_05,CHEMBL483321,dual,2007,33,8,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_06,CHEMBL3911796,dual,2017,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_07,CHEMBL257816,dual,2008,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_08,CHEMBL193681,dual,2005,4,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_09,CHEMBL175556,dual,2005,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_10,CHEMBL604094,dual,2008,3,2,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_11,CHEMBL3977326,dual,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_12,CHEMBL402011,dual,2008,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_13,CHEMBL3680374,dual,2014,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_14,CHEMBL5204650,dual,2022,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_15,CHEMBL1645469,dual,2011,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_16,CHEMBL2325101,A_only,2013,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_17,CHEMBL91925,A_only,2001,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_18,CHEMBL2000832,A_only,,0,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_19,CHEMBL589560,A_only,2010,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
