pair,ligand,molecule_chembl_id,frozen_class,first_document_year,n_dated_documents,n_documents,note
EGFR/HER2,EH40_20,CHEMBL3357639,A_only,2014,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_21,CHEMBL2112370,A_only,2001,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_22,CHEMBL1081849,A_only,2009,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_23,CHEMBL3633938,A_only,2015,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_24,CHEMBL602328,A_only,2010,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_25,CHEMBL289959,A_only,1995,1,2,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_26,CHEMBL371863,A_only,2005,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_27,CHEMBL428690,A_only,2000,16,5,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_28,CHEMBL6017443,B_only,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_29,CHEMBL1080990,B_only,2009,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_30,CHEMBL565612,B_only,,0,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_31,CHEMBL257873,B_only,2008,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_32,CHEMBL394463,B_only,2007,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_33,CHEMBL3814021,B_only,2016,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_34,CHEMBL2048792,B_only,2012,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_35,CHEMBL449949,B_only,2009,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_36,CHEMBL5901840,B_only,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_37,CHEMBL5542514,B_only,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_38,CHEMBL2005631,neither,,0,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_39,CHEMBL1683950,neither,2011,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH40_40,CHEMBL141175,neither,2003,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_041,CHEMBL941,dual,2008,3,2,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_042,CHEMBL5221067,dual,2022,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_043,CHEMBL5881155,dual,2022,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_044,CHEMBL203599,dual,2006,5,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_045,CHEMBL1873475,dual,2011,42,29,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_046,CHEMBL5282641,dual,2023,6,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_047,CHEMBL180022,dual,2005,55,20,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_048,CHEMBL203644,dual,2006,4,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_049,CHEMBL437890,dual,2006,4,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_050,CHEMBL5176920,dual,2022,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_051,CHEMBL54091,dual,1999,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_052,CHEMBL203661,dual,2006,4,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_053,CHEMBL4075917,dual,2017,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_054,CHEMBL29197,A_only,1995,20,15,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_055,CHEMBL93464,A_only,2001,4,2,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_056,CHEMBL4078431,A_only,2017,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_057,CHEMBL53753,A_only,1996,4,2,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_058,CHEMBL3357643,A_only,2014,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_059,CHEMBL305194,A_only,2002,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_060,CHEMBL24828,A_only,2002,29,16,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_061,CHEMBL4280835,A_only,2018,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_062,CHEMBL4286733,A_only,2018,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_063,CHEMBL3929002,A_only,2009,2,2,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_064,CHEMBL5270270,A_only,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_065,CHEMBL281300,A_only,2003,4,2,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_066,CHEMBL288441,A_only,2001,16,3,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_067,CHEMBL56543,A_only,1991,6,3,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_068,CHEMBL4061382,A_only,2017,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_069,CHEMBL30973,A_only,2003,4,2,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_070,CHEMBL55979,A_only,1991,5,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_071,CHEMBL3647967,A_only,2015,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_072,CHEMBL4278886,A_only,2018,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_073,CHEMBL3114689,A_only,2014,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_074,CHEMBL205652,A_only,2006,4,2,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_075,CHEMBL372112,A_only,2005,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_076,CHEMBL56731,A_only,1991,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_077,CHEMBL10,A_only,1999,14,6,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_078,CHEMBL179633,A_only,2005,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_079,CHEMBL370934,A_only,2005,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_080,CHEMBL1080506,B_only,2009,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_081,CHEMBL6150652,B_only,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_082,CHEMBL257478,B_only,2008,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_083,CHEMBL6006814,B_only,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_084,CHEMBL6133515,B_only,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_085,CHEMBL1257998,B_only,2010,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_086,CHEMBL5890920,B_only,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_087,CHEMBL5797736,B_only,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_088,CHEMBL1256432,B_only,2010,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_089,CHEMBL1087368,B_only,2009,4,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_090,CHEMBL403785,B_only,2007,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_091,CHEMBL193578,B_only,2005,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_092,CHEMBL5555280,B_only,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_093,CHEMBL5977568,B_only,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_094,CHEMBL118109,B_only,1993,4,2,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_095,CHEMBL256362,B_only,2008,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_096,CHEMBL5561933,B_only,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_097,CHEMBL194337,B_only,2005,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_098,CHEMBL5557178,B_only,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_099,CHEMBL1080272,B_only,2009,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_100,CHEMBL5561503,B_only,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_101,CHEMBL5558817,B_only,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_102,CHEMBL104,neither,,0,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_103,CHEMBL4087921,neither,2017,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_104,CHEMBL4102214,neither,2017,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_105,CHEMBL4102942,neither,2017,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_106,CHEMBL4074782,neither,2017,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_107,CHEMBL1095259,neither,2023,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_108,CHEMBL4575427,neither,2023,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_109,CHEMBL589165,neither,2010,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
EGFR/HER2,EH120_110,CHEMBL589503,neither,2010,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_002,CHEMBL4464883,dual,2019,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_003,CHEMBL309667,dual,1998,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_004,CHEMBL3216777,dual,2012,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_005,CHEMBL3326699,dual,2014,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_006,CHEMBL557405,dual,2001,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_007,CHEMBL374981,dual,2006,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_008,CHEMBL189906,dual,2004,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_009,CHEMBL6151573,dual,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_010,CHEMBL4749805,dual,2021,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_011,CHEMBL4781117,dual,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_012,CHEMBL4212275,dual,2017,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_013,CHEMBL80221,dual,1997,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_014,CHEMBL4866930,dual,2021,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_015,CHEMBL2064464,dual,2012,4,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_016,CHEMBL273051,dual,2008,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_017,CHEMBL3753850,dual,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_018,CHEMBL659,dual,1996,71,54,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_019,CHEMBL3642049,dual,2014,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_020,CHEMBL334395,dual,2004,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_021,CHEMBL4535585,dual,2019,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_022,CHEMBL2019044,dual,2012,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_023,CHEMBL4207101,dual,2017,4,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_024,CHEMBL5276955,dual,2018,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_025,CHEMBL6150640,dual,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_026,CHEMBL1080386,dual,2011,3,2,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_027,CHEMBL3326708,dual,2014,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_028,CHEMBL1783515,dual,2011,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_029,CHEMBL3985059,A_only,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_030,CHEMBL3425895,A_only,2017,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_031,CHEMBL2419687,A_only,2013,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_032,CHEMBL5281758,A_only,2021,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_033,CHEMBL4283450,A_only,2018,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_034,CHEMBL1773487,A_only,2011,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_035,CHEMBL3952144,A_only,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_036,CHEMBL1773489,A_only,2011,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_037,CHEMBL597794,A_only,2010,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_038,CHEMBL599644,A_only,2010,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_039,CHEMBL597188,A_only,2010,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_040,CHEMBL222904,A_only,2004,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_041,CHEMBL164,A_only,2010,3,2,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_042,CHEMBL3910513,A_only,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_043,CHEMBL1678,A_only,2008,5,4,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_044,CHEMBL3900968,A_only,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_045,CHEMBL206093,A_only,2006,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_046,CHEMBL254016,A_only,2008,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_047,CHEMBL4292477,A_only,2018,3,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_048,CHEMBL3933395,A_only,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_049,CHEMBL378404,A_only,2006,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_050,CHEMBL3093795,A_only,2013,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_051,CHEMBL5280980,A_only,2021,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_052,CHEMBL5566300,A_only,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_055,CHEMBL572532,A_only,2009,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_057,CHEMBL3754694,B_only,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_058,CHEMBL3892118,B_only,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_059,CHEMBL5435599,B_only,2023,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_060,CHEMBL224469,B_only,2007,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_061,CHEMBL382207,B_only,2006,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_062,CHEMBL543711,B_only,1999,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_063,CHEMBL5590844,B_only,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_064,CHEMBL5283238,B_only,2023,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_065,CHEMBL3818250,B_only,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_066,CHEMBL4640945,B_only,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_067,CHEMBL5428978,B_only,2023,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_068,CHEMBL4085222,B_only,2017,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_069,CHEMBL5411758,B_only,2023,4,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_070,CHEMBL5178828,B_only,2022,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_071,CHEMBL5170719,B_only,2022,4,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_072,CHEMBL3822670,B_only,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_073,CHEMBL5201804,B_only,2022,4,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_074,CHEMBL5184276,B_only,2022,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_075,CHEMBL497755,B_only,2008,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_076,CHEMBL4101886,B_only,2017,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_077,CHEMBL5220560,B_only,2022,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_078,CHEMBL5421921,B_only,2023,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_079,CHEMBL4277879,B_only,2018,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_080,CHEMBL4792208,B_only,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_081,CHEMBL3823197,B_only,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_082,CHEMBL5189830,B_only,2022,4,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_083,CHEMBL4072478,B_only,2017,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_084,CHEMBL3972214,B_only,2016,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_085,CHEMBL3337471,neither,2014,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_086,CHEMBL1801815,neither,2015,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_087,CHEMBL344593,neither,2003,3,2,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_088,CHEMBL4079345,neither,2017,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_089,CHEMBL4792013,neither,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_090,CHEMBL5205468,neither,2022,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_091,CHEMBL4787165,neither,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_092,CHEMBL4084714,neither,2017,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_093,CHEMBL4874487,neither,2021,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_094,CHEMBL4761179,neither,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_095,CHEMBL3407583,neither,2014,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_096,CHEMBL4101703,neither,2017,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_098,CHEMBL3335049,neither,2014,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_099,CHEMBL3407584,neither,2014,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
AChE/BChE,AB_100,CHEMBL4788885,neither,2020,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_001,CHEMBL2322225,dual,2013,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_002,CHEMBL1950037,dual,2011,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_003,CHEMBL6030119,dual,2021,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_004,CHEMBL6018217,dual,2019,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_005,CHEMBL2165031,dual,2012,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_006,CHEMBL5781318,dual,2017,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_007,CHEMBL3799187,dual,2016,5,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_008,CHEMBL2165269,dual,2012,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_009,CHEMBL2165052,dual,2012,3,2,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_010,CHEMBL4167465,dual,2018,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_011,CHEMBL5929092,dual,2021,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_012,CHEMBL4864419,dual,2021,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_013,CHEMBL4165122,dual,2018,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_014,CHEMBL3318708,dual,2014,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_015,CHEMBL4176771,dual,2018,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_016,CHEMBL2165191,dual,2012,16,5,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_017,CHEMBL4297629,dual,2024,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_018,CHEMBL4853440,dual,2021,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_019,CHEMBL3408247,dual,2015,5,2,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_020,CHEMBL2322230,dual,2013,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_021,CHEMBL4166220,dual,2018,2,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_022,CHEMBL3799511,dual,2016,5,1,year = min retained high-confidence document.year; missing year excluded from dated splits
PIK3CA/PIK3CB,PAB_023,CHEMBL1796763,dual,2011,4,1,year = min retained high-confidence document.year; missing year excluded from dated splits
