molecule_chembl_id,molecule_name,canonical_smiles,pActivity,n_measurements,scaffold
CHEMBL5282586,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(Cl)cc1,4.92,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
CHEMBL5278085,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(Cl)s1,5.01,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1cccs1
CHEMBL5291373,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(F)cc1,4.94,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
CHEMBL5277066,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(F)cc1F,5.0,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
CHEMBL5270485,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(O)cc1,4.69,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
CHEMBL5279672,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,5.01,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
CHEMBL5285533,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1cccc([N+](=O)[O-])c1,4.94,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
CHEMBL5267010,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1,4.94,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
CHEMBL5273217,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1[N+](=O)[O-],5.01,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
CHEMBL4756866,,O=C(CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(Br)cc1,5.38,2,O=C(CSc1nncn1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
CHEMBL4740905,,O=C(CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(F)cc1F,5.14,1,O=C(CSc1nncn1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
CHEMBL4468962,,O=C(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)NO,6.19,1,c1ccc2c(Cn3cnnc3)cccc2c1
CHEMBL5425263,,O=C(Nc1cc(F)c(O)c(F)c1)c1c(O)[nH]c(=O)[nH]c1=O,5.45,2,O=C(Nc1ccccc1)c1c[nH]c(=O)[nH]c1=O
CHEMBL5775947,,O=C(Nc1ccc(-c2[nH]nnc2-c2ccccc2)cc1)c1c(O)[nH]c(=O)[nH]c1=O,6.96,1,O=C(Nc1ccc(-c2[nH]nnc2-c2ccccc2)cc1)c1c[nH]c(=O)[nH]c1=O
CHEMBL5891141,,O=C(Nc1ccc(-c2c[nH]nn2)c(C(F)(F)F)c1)c1c(O)[nH]c(=O)[nH]c1=O,5.57,1,O=C(Nc1ccc(-c2c[nH]nn2)cc1)c1c[nH]c(=O)[nH]c1=O
CHEMBL5962284,,O=C(Nc1ccc(-c2c[nH]nn2)cc1C(F)(F)F)c1c(O)[nH]c(=O)[nH]c1=O,5.8,1,O=C(Nc1ccc(-c2c[nH]nn2)cc1)c1c[nH]c(=O)[nH]c1=O
CHEMBL5968035,,O=C(Nc1ccc(-c2cc(O)n[nH]2)cc1)c1c(O)[nH]c(=O)[nH]c1=O,5.04,1,O=C(Nc1ccc(-c2ccn[nH]2)cc1)c1c[nH]c(=O)[nH]c1=O
CHEMBL5860383,,O=C(Nc1ccc(-c2cnn[nH]2)cc1)c1c(O)[nH]c(=S)[nH]c1=O,4.96,1,O=C(Nc1ccc(-c2cnn[nH]2)cc1)c1c[nH]c(=S)[nH]c1=O
CHEMBL5428787,,O=C(Nc1ccc(-c2cnn[nH]2)cc1)c1c(O)nc(O)[nH]c1=O,6.16,2,O=C(Nc1ccc(-c2cnn[nH]2)cc1)c1cnc[nH]c1=O
CHEMBL5949882,,O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1c(O)[nH]c(=O)[nH]c1=O,5.02,1,O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1c[nH]c(=O)[nH]c1=O
CHEMBL5400912,,O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1c(O)[nH]c(=S)[nH]c1=O,6.41,1,O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1c[nH]c(=S)[nH]c1=O
CHEMBL6000099,,O=C(Nc1ccc(-c2noc(=O)[nH]2)cc1)c1c(O)[nH]c(=O)[nH]c1=O,5.12,1,O=C(Nc1ccc(-c2noc(=O)[nH]2)cc1)c1c[nH]c(=O)[nH]c1=O
CHEMBL5761311,,O=C(Nc1ccc(O)c(CO)c1)c1c(O)[nH]c(=O)[nH]c1=O,5.14,1,O=C(Nc1ccccc1)c1c[nH]c(=O)[nH]c1=O
CHEMBL3902528,,O=C(Nc1ccc(O)cc1)c1c(O)[nH]c(=O)[nH]c1=O,5.58,2,O=C(Nc1ccccc1)c1c[nH]c(=O)[nH]c1=O
CHEMBL3971355,,O=C(Nc1ccc(O)cc1)c1c(O)[nH]c(=S)[nH]c1=O,5.03,2,O=C(Nc1ccccc1)c1c[nH]c(=S)[nH]c1=O
CHEMBL5974561,,O=C(Nc1ccc(O)cc1F)c1c(O)[nH]c(=O)[nH]c1=O,5.75,1,O=C(Nc1ccccc1)c1c[nH]c(=O)[nH]c1=O
CHEMBL6012616,,O=C(Nc1ccc(O)cc1F)c1c(O)[nH]c(=S)[nH]c1=O,5.23,1,O=C(Nc1ccccc1)c1c[nH]c(=S)[nH]c1=O
CHEMBL5856657,,O=C(Nc1ccc2n[nH]nc2c1)c1c(O)[nH]c(=O)[nH]c1=O,5.87,1,O=C(Nc1ccc2n[nH]nc2c1)c1c[nH]c(=O)[nH]c1=O
CHEMBL2164432,,O=C(Nc1ccccc1)c1c(O)[nH]c(=O)[nH]c1=O,5.92,1,O=C(Nc1ccccc1)c1c[nH]c(=O)[nH]c1=O
CHEMBL6189721,,O=C(Nc1ccccc1C(=O)O)c1cc(-c2ccc(Br)cc2)n(Cc2ccccn2)n1,5.35,1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(Cc2ccccn2)n1
CHEMBL6189794,,O=C(Nc1ccccc1C(=O)O)c1cc(-c2ccc(C(F)(F)F)cc2)n(Cc2ccccn2)n1,5.63,1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(Cc2ccccn2)n1
CHEMBL6191047,,O=C(Nc1ccccc1C(=O)O)c1cc(-c2ccc(Cl)cc2)n(Cc2ccccn2)n1,5.23,1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(Cc2ccccn2)n1
CHEMBL6192244,,O=C(Nc1ccccc1C(=O)O)c1cc(-c2cccc(Br)c2)n(Cc2ccccn2)n1,5.47,1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(Cc2ccccn2)n1
CHEMBL6191680,,O=C(Nc1ccccc1C(=O)O)c1cc(-c2cccc(C(F)(F)F)c2)n(Cc2ccccn2)n1,5.48,1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(Cc2ccccn2)n1
CHEMBL6192502,,O=C(Nc1ccccc1C(=O)O)c1cc(-c2cccc(F)c2)n(Cc2ccccn2)n1,5.58,1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(Cc2ccccn2)n1
CHEMBL6188843,,O=C(Nc1ccccc1C(=O)O)c1cc(-c2ccccc2Br)n(Cc2ccccn2)n1,5.37,1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(Cc2ccccn2)n1
CHEMBL6190325,,O=C(Nc1ccccc1C(=O)O)c1cc(-c2ccccc2C(F)(F)F)n(Cc2ccccn2)n1,5.29,1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(Cc2ccccn2)n1
CHEMBL6188475,,O=C(Nc1ccccc1C(=O)O)c1cc(-c2ccccc2Cl)n(Cc2ccccn2)n1,5.16,1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(Cc2ccccn2)n1
CHEMBL6015210,,O=C(Nc1ccncc1)c1c(O)[nH]c(=O)[nH]c1=O,5.28,1,O=C(Nc1ccncc1)c1c[nH]c(=O)[nH]c1=O
CHEMBL5618630,,O=C(O)/C=C/Cc1c(O)ccc2c1OC(c1ccc(O)cc1)CC2=O,5.52,1,O=C1CC(c2ccccc2)Oc2ccccc21
CHEMBL5620142,,O=C(O)/C=C/Cc1c(O)ccc2c1OC(c1cccs1)CC2=O,5.66,1,O=C1CC(c2cccs2)Oc2ccccc21
CHEMBL5619255,,O=C(O)/C=C/Cc1cccc2c1OC(c1cc3ccccc3s1)CC2=O,5.72,1,O=C1CC(c2cc3ccccc3s2)Oc2ccccc21
CHEMBL5618811,,O=C(O)/C=C/Cc1cccc2c1OC(c1ccc(Br)c3ccccc13)CC2=O,6.14,1,O=C1CC(c2cccc3ccccc23)Oc2ccccc21
CHEMBL5619161,,O=C(O)/C=C/Cc1cccc2c1OC(c1ccc(O)cc1)CC2=O,5.37,1,O=C1CC(c2ccccc2)Oc2ccccc21
CHEMBL5620285,,O=C(O)/C=C/Cc1cccc2c1OC(c1cccs1)CC2=O,5.6,1,O=C1CC(c2cccs2)Oc2ccccc21
CHEMBL5618105,,O=C(O)/C=C/Cc1cccc2c1OC(c1ccsc1)CC2=O,5.45,1,O=C1CC(c2ccsc2)Oc2ccccc21
CHEMBL5767176,,O=C(O)C(Sc1nc2ccccc2n1-c1ccc(C2CC2)c2ccccc12)c1ccc(Cl)cc1,4.65,1,c1ccc(CSc2nc3ccccc3n2-c2ccc(C3CC3)c3ccccc23)cc1
CHEMBL5862944,,O=C(O)C(Sc1nnc(Br)n1-c1sc(C2CC2)c2c1CCC2)c1ccccc1,5.56,1,c1ccc(CSc2nncn2-c2sc(C3CC3)c3c2CCC3)cc1
CHEMBL5620253,,O=C(O)C/C=C/Cc1c(O)ccc2c1OC(c1csc3ccccc13)CC2=O,6.19,1,O=C1CC(c2csc3ccccc23)Oc2ccccc21
CHEMBL5196337,,O=C(O)C1(Oc2nc3ncccc3n2-c2ccc(C3CC3)c3ccccc23)CCC1,5.43,1,c1ccc2c(-n3c(OC4CCC4)nc4ncccc43)ccc(C3CC3)c2c1
CHEMBL6120557,,O=C(O)C1(Sc2ccccc2N2CCOc3ccc(Br)cc32)CCC1,5.77,1,c1ccc2c(c1)OCCN2c1ccccc1SC1CCC1
CHEMBL3745847,,O=C(O)C1(Sc2ccnc3cc(Br)ccc23)CCC1,6.89,2,c1ccc2c(SC3CCC3)ccnc2c1
CHEMBL3747110,,O=C(O)C1(Sc2ccnc3ccc(-c4ccc(C(F)(F)F)cc4)cc23)CCC1,5.76,1,c1ccc(-c2ccc3nccc(SC4CCC4)c3c2)cc1
CHEMBL3745776,,O=C(O)C1(Sc2ccnc3ccc(-c4ccc(F)cc4)cc23)CCC1,6.8,2,c1ccc(-c2ccc3nccc(SC4CCC4)c3c2)cc1
CHEMBL3747747,,O=C(O)C1(Sc2ccnc3ccc(-c4cccc(C(F)(F)F)c4)cc23)CCC1,6.45,2,c1ccc(-c2ccc3nccc(SC4CCC4)c3c2)cc1
CHEMBL3745813,,O=C(O)C1(Sc2ccnc3ccc(-c4cccc(F)c4)cc23)CCC1,6.2,2,c1ccc(-c2ccc3nccc(SC4CCC4)c3c2)cc1
CHEMBL3747573,,O=C(O)C1(Sc2ccnc3ccc(-c4ccccc4C(F)(F)F)cc23)CCC1,6.94,2,c1ccc(-c2ccc3nccc(SC4CCC4)c3c2)cc1
CHEMBL3747053,,O=C(O)C1(Sc2ccnc3ccc(-c4ccccc4F)cc23)CCC1,6.48,1,c1ccc(-c2ccc3nccc(SC4CCC4)c3c2)cc1
CHEMBL3747024,,O=C(O)C1(Sc2ccnc3ccc(Br)cc23)CC1,6.470000000000001,2,c1ccc2c(SC3CC3)ccnc2c1
CHEMBL3746329,SHR-4640,O=C(O)C1(Sc2ccnc3ccc(Br)cc23)CCC1,7.47,5,c1ccc2c(SC3CCC3)ccnc2c1
CHEMBL3747526,,O=C(O)C1(Sc2ccnc3ccc(Br)cc23)CCCC1,6.470000000000001,2,c1ccc2c(SC3CCCC3)ccnc2c1
CHEMBL3746480,,O=C(O)C1(Sc2ccnc3ccc(C(F)(F)F)cc23)CCC1,7.21,2,c1ccc2c(SC3CCC3)ccnc2c1
CHEMBL3747353,,O=C(O)C1(Sc2ccnc3ccc(C4CC4)cc23)CCC1,6.18,2,c1cc(SC2CCC2)c2cc(C3CC3)ccc2n1
CHEMBL3747215,,O=C(O)C1(Sc2ccnc3ccc(CO)cc23)CCC1,5.9,1,c1ccc2c(SC3CCC3)ccnc2c1
CHEMBL3746433,,O=C(O)C1(Sc2ccnc3ccc(F)cc23)CCC1,6.25,2,c1ccc2c(SC3CCC3)ccnc2c1
CHEMBL3747172,,O=C(O)C1(Sc2ccnc3ccc(OCCO)cc23)CCC1,5.72,1,c1ccc2c(SC3CCC3)ccnc2c1
CHEMBL3747343,,O=C(O)C1(Sc2ccnc3ccccc23)CCC1,6.475,2,c1ccc2c(SC3CCC3)ccnc2c1
CHEMBL3747643,,O=C(O)C1(Sc2ccnc3ccncc23)CCC1,5.71,1,c1cc2nccc(SC3CCC3)c2cn1
CHEMBL5873100,,O=C(O)C1(Sc2nnc(Br)n2-c2cc(Cl)c(C3CC3)s2)CCC1,5.56,1,c1cc(-n2cnnc2SC2CCC2)sc1C1CC1
CHEMBL5976612,,O=C(O)CC1(CSc2ccncc2-c2ccc(C3(O)CC3)cc2)CC1,6.26,1,c1cc(SCC2CC2)c(-c2ccc(C3CC3)cc2)cn1
CHEMBL5904092,,O=C(O)CC1(CSc2ccncc2C2=CC=C(CO)CC2)CC1,6.26,1,C1=CCCC(c2cnccc2SCC2CC2)=C1
CHEMBL6168363,,O=C(O)CCCCCN(c1cccc(F)c1)c1ccnc2ccc(C(F)(F)F)cc12,5.66,1,c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL6159847,,O=C(O)CCCCN(c1cccc(F)c1)c1ccnc2ccc(C(F)(F)F)cc12,6.12,1,c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL6160672,,O=C(O)CCCN(c1ccc(Cl)cc1)c1ccnc2ccc(C(F)(F)F)cc12,6.31,1,c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL6151370,,O=C(O)CCCN(c1ccc(F)cc1)c1ccnc2ccc(C(F)(F)F)cc12,5.96,1,c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL6163421,,O=C(O)CCCN(c1cccc(Br)c1)c1ccnc2ccc(C(F)(F)F)cc12,6.11,1,c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL6142674,,O=C(O)CCCN(c1cccc(F)c1)c1ccnc2ccc(-c3ccc(F)cc3)cc12,6.16,1,c1ccc(Nc2ccnc3ccc(-c4ccccc4)cc23)cc1
CHEMBL6164271,,O=C(O)CCCN(c1cccc(F)c1)c1ccnc2ccc(-c3ccc4ccccc4c3)cc12,5.29,1,c1ccc(Nc2ccnc3ccc(-c4ccc5ccccc5c4)cc23)cc1
CHEMBL6163087,,O=C(O)CCCN(c1cccc(F)c1)c1ccnc2ccc(-c3ccccc3)cc12,5.96,1,c1ccc(Nc2ccnc3ccc(-c4ccccc4)cc23)cc1
CHEMBL6167127,,O=C(O)CCCN(c1cccc(F)c1)c1ccnc2ccc(Br)cc12,6.54,1,c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL6152505,,O=C(O)CCCN(c1cccc(F)c1)c1ccnc2ccc(C(F)(F)F)cc12,6.75,1,c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL6161793,,O=C(O)CCCN(c1cccc(F)c1)c1ccnc2ccc(F)cc12,5.8,1,c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL6144160,,O=C(O)CCCN(c1cccc(F)c1)c1ccnc2ccccc12,6.0,1,c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL6173784,,O=C(O)CCCN(c1ccccc1)c1ccnc2ccc(C(F)(F)F)cc12,5.89,1,c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL6172772,,O=C(O)CCCN(c1ccccc1F)c1ccnc2ccc(C(F)(F)F)cc12,6.19,1,c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL5268478,,O=C(O)CCCSc1ccncc1C(=O)N1CCOc2ccccc21,5.0,1,O=C(c1cccnc1)N1CCOc2ccccc21
CHEMBL5287955,,O=C(O)CCCSc1ccncc1C(=O)N1CCc2ccccc2C1,4.73,1,O=C(c1cccnc1)N1CCc2ccccc2C1
CHEMBL5590320,,O=C(O)CCCSc1nc(Nc2ccc(C3CC3)c3ccccc23)c2sccc2n1,5.7,1,c1ccc2c(C3CC3)ccc(Nc3ncnc4ccsc34)c2c1
CHEMBL5573620,,O=C(O)CCCSc1nccc(Nc2ccc(C3CC3)c3ccccc23)n1,5.33,1,c1ccc2c(C3CC3)ccc(Nc3ccncn3)c2c1
CHEMBL5619092,,O=C(O)CCCc1c(O)ccc2c1OC(c1cccs1)CC2=O,5.62,1,O=C1CC(c2cccs2)Oc2ccccc21
CHEMBL5179331,,O=C(O)CCOc1nc2ncccc2n1-c1ccc(C2CC2)c2ccccc12,5.31,1,c1ccc2c(-n3cnc4ncccc43)ccc(C3CC3)c2c1
CHEMBL5284756,,O=C(O)CCSc1ccncc1C(=O)N1CCOc2ccccc21,4.76,1,O=C(c1cccnc1)N1CCOc2ccccc21
CHEMBL5282047,,O=C(O)CCSc1ccncc1C(=O)N1CCc2ccccc2C1,4.8,1,O=C(c1cccnc1)N1CCc2ccccc2C1
CHEMBL5579679,,O=C(O)CCSc1nc(Nc2ccc(C3CC3)c3ccccc23)c2sccc2n1,5.56,1,c1ccc2c(C3CC3)ccc(Nc3ncnc4ccsc34)c2c1
CHEMBL5570059,,O=C(O)CCSc1nc2c(c(Nc3ccc(C4CC4)c4ccccc34)n1)CCC2,5.43,1,c1ccc2c(C3CC3)ccc(Nc3ncnc4c3CCC4)c2c1
CHEMBL5175070,,O=C(O)CCSc1nc2ncccc2n1Cc1ccc(C2CC2)c2ccccc12,5.6,1,c1ccc2c(C3CC3)ccc(Cn3cnc4ncccc43)c2c1
CHEMBL5872579,,O=C(O)CCc1cc2c(Cc3c(Cl)cccc3Cl)cccc2s1,6.27,1,c1ccc(Cc2cccc3sccc23)cc1
CHEMBL5748292,,O=C(O)CCc1cc2cccc(Cc3c(Cl)cccc3Cl)c2s1,5.62,1,c1ccc(Cc2cccc3ccsc23)cc1
CHEMBL5963130,,O=C(O)CCc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,5.74,1,c1ccc2c(-n3cnnc3)ccc(C3CC3)c2c1
CHEMBL5828910,,O=C(O)CCc1nnc(Br)n1Cc1ccc(Br)c2ccccc12,7.08,1,c1ccc2c(Cn3cnnc3)cccc2c1
CHEMBL5766328,,O=C(O)CCc1nnc(Br)n1Cc1ccc(C2CC2)c2ccccc12,6.71,1,c1ccc2c(C3CC3)ccc(Cn3cnnc3)c2c1
CHEMBL5290258,,O=C(O)CSc1ccncc1C(=O)N1CCOc2ccccc21,4.99,1,O=C(c1cccnc1)N1CCOc2ccccc21
CHEMBL5282615,,O=C(O)CSc1ccncc1C(=O)N1CCc2ccccc2C1,4.96,1,O=C(c1cccnc1)N1CCc2ccccc2C1
CHEMBL5200105,,O=C(O)CSc1nc2cnccc2n1Cc1ccc(C2CC2)c2ccccc12,5.45,1,c1ccc2c(C3CC3)ccc(Cn3cnc4cnccc43)c2c1
CHEMBL5271398,,O=C(O)CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12,5.49,1,O=c1c2ccsc2ncn1-c1ccc(C2CC2)c2ccccc12
CHEMBL6053898,,O=C(O)CSc1nnc(Br)n1-c1sc(-c2ccc(Cl)c(Cl)c2)c2c1CCCC2,5.56,1,c1ccc(-c2sc(-n3cnnc3)c3c2CCCC3)cc1
CHEMBL5754811,,O=C(O)CSc1nnc(Br)n1-c1sc(-c2ccc(F)c(F)c2)c2c1CCCC2,5.56,1,c1ccc(-c2sc(-n3cnnc3)c3c2CCCC3)cc1
CHEMBL5860655,,O=C(O)CSc1nnc(Br)n1-c1sc(-c2ccc(F)cc2)c2c1CCCC2,5.56,1,c1ccc(-c2sc(-n3cnnc3)c3c2CCCC3)cc1
CHEMBL5784737,,O=C(O)CSc1nnc(Br)n1-c1sc(-c2cccc(F)c2)c2c1CCCC2,5.56,1,c1ccc(-c2sc(-n3cnnc3)c3c2CCCC3)cc1
CHEMBL6013442,,O=C(O)CSc1nnc(Br)n1-c1sc(-c2ccccc2)c2c1CCCC2,5.56,1,c1ccc(-c2sc(-n3cnnc3)c3c2CCCC3)cc1
CHEMBL4598359,,O=C(O)CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12,7.09,1,c1ccc2c(Cn3cnnc3)cccc2c1
CHEMBL5825096,,O=C(O)CSc1nnc(Br)n1Cc1ccc(C2CC2)c2ccccc12,6.7,1,c1ccc2c(C3CC3)ccc(Cn3cnnc3)c2c1
CHEMBL5972018,,O=C(O)CSc1nnc(Cl)n1Cc1ccc(C2CC2)c2ccccc12,6.38,1,c1ccc2c(C3CC3)ccc(Cn3cnnc3)c2c1
CHEMBL5754473,,O=C(O)CSc1nnc(I)n1Cc1ccc(C2CC2)c2ccccc12,6.36,1,c1ccc2c(C3CC3)ccc(Cn3cnnc3)c2c1
CHEMBL3692038,,O=C(O)Cc1ccc2c(C3CC3)nn(Cc3c(Cl)cccc3Cl)c2c1,7.31,1,c1ccc(Cn2nc(C3CC3)c3ccccc32)cc1
CHEMBL5590136,,O=C(O)c1ccc(-c2cc(C(F)(F)F)cc3ccoc23)cc1O,5.5,1,c1ccc(-c2cccc3ccoc23)cc1
CHEMBL5561539,,O=C(O)c1ccc(-c2cncc(Nc3ccc(Cl)c(Cl)c3)c2)cc1O,4.09,1,c1ccc(Nc2cncc(-c3ccccc3)c2)cc1
CHEMBL5558910,,O=C(O)c1ccc(-c2cncc(Nc3ccc(Cl)cc3)c2)cc1O,4.24,1,c1ccc(Nc2cncc(-c3ccccc3)c2)cc1
CHEMBL5560875,,O=C(O)c1ccc(-c2cncc(Nc3ccc(F)c(Cl)c3)c2)cc1O,4.43,1,c1ccc(Nc2cncc(-c3ccccc3)c2)cc1
CHEMBL5562468,,O=C(O)c1ccc(-c2cncc(Nc3ccc(F)cc3)c2)cc1O,4.04,1,c1ccc(Nc2cncc(-c3ccccc3)c2)cc1
CHEMBL5542244,,O=C(O)c1ccc(-c2cncc(Nc3cccc(Cl)c3)c2)cc1O,4.89,1,c1ccc(Nc2cncc(-c3ccccc3)c2)cc1
CHEMBL5558826,,O=C(O)c1ccc(-c2cncc(Nc3ccccc3)c2)cc1O,4.48,1,c1ccc(Nc2cncc(-c3ccccc3)c2)cc1
CHEMBL5557108,,O=C(O)c1ccc(-c2cncc(Oc3ccc(Cl)cc3)c2)cc1O,4.19,1,c1ccc(Oc2cncc(-c3ccccc3)c2)cc1
CHEMBL5561100,,O=C(O)c1ccc(-c2cncc(Oc3cccc(Cl)c3)c2)cc1O,4.25,1,c1ccc(Oc2cncc(-c3ccccc3)c2)cc1
CHEMBL5542241,,O=C(O)c1ccc(-c2cncc(Oc3ccccc3)c2)cc1O,4.06,1,c1ccc(Oc2cncc(-c3ccccc3)c2)cc1
CHEMBL6160181,,O=C(O)c1cccc(CN(c2cccc(F)c2)c2ccnc3ccc(C(F)(F)F)cc23)c1,5.96,1,c1ccc(CN(c2ccccc2)c2ccnc3ccccc23)cc1
CHEMBL6145405,,O=C(O)c1ccccc1-c1ccccc1-c1nc(-c2ccncc2Cl)no1,6.77,1,c1ccc(-c2ccccc2-c2nc(-c3ccncc3)no2)cc1
CHEMBL6147226,,O=C(O)c1ccccc1-c1ccccc1C(=O)N1CCCc2ccccc21,6.03,1,O=C(c1ccccc1-c1ccccc1)N1CCCc2ccccc21
CHEMBL5630545,,O=C(O)c1ccccc1NC(=O)c1cn(Cc2ccccn2)c2ccccc12,5.01,1,O=C(Nc1ccccc1)c1cn(Cc2ccccn2)c2ccccc12
CHEMBL3692051,,O=C(O)c1cnc2c(Cl)nn(Cc3c(Cl)cccc3Cl)c2c1,6.79,1,c1ccc(Cn2ncc3ncccc32)cc1
CHEMBL5433470,,O=C([O-])CCCc1nnc(Br)n1Cc1ccc(Br)c2ccccc12.[Na+],6.64,2,c1ccc2c(Cn3cnnc3)cccc2c1
CHEMBL4453888,,O=C([O-])CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12.[Na+],7.03,3,c1ccc2c(Cn3cnnc3)cccc2c1
CHEMBL5422088,,O=C([O-])CSc1nnc(Br)n1Cc1cccs1.[Na+],7.46,2,c1csc(Cn2cnnc2)c1
CHEMBL5405794,,O=C(c1cc(Br)c(O)c(Br)c1)n1ccc2cccnc21,5.64,1,O=C(c1ccccc1)n1ccc2cccnc21
CHEMBL4748804,,O=C(c1cc(Cl)c(O)c(C(F)(F)F)c1)N1CS(=O)(=O)c2ccccc21,5.58,1,O=C(c1ccccc1)N1CS(=O)(=O)c2ccccc21
CHEMBL5438015,,O=C(c1cc(Cl)c(O)c(Cl)c1)N1CCc2cc(Br)ccc21,5.63,1,O=C(c1ccccc1)N1CCc2ccccc21
CHEMBL5400167,,O=C(c1cc(Cl)c(O)c(Cl)c1)n1cc(Br)c2cccnc21,5.81,1,O=C(c1ccccc1)n1ccc2cccnc21
CHEMBL5437905,,O=C(c1cc(Cl)c(O)c(Cl)c1)n1ccc2c(Cl)ncnc21,5.7,1,O=C(c1ccccc1)n1ccc2cncnc21
CHEMBL5439993,,O=C(c1cc(Cl)c(O)c(Cl)c1)n1ccc2cccnc21,6.1,1,O=C(c1ccccc1)n1ccc2cccnc21
CHEMBL5437838,,O=C(c1cc(Cl)c(O)c(Cl)c1)n1ccc2ccncc21,5.49,1,O=C(c1ccccc1)n1ccc2ccncc21
CHEMBL5435294,,O=C(c1cc(Cl)c(O)c(Cl)c1)n1ccc2cnccc21,5.55,1,O=C(c1ccccc1)n1ccc2cnccc21
CHEMBL5405072,,O=C(c1cc(Cl)c(O)c(Cl)c1)n1ccc2ncccc21,5.81,1,O=C(c1ccccc1)n1ccc2ncccc21
CHEMBL5397658,,O=C(c1cc(Cl)c(O)c(Cl)c1)n1ncc2ccccc21,5.65,1,O=C(c1ccccc1)n1ncc2ccccc21
CHEMBL4778323,,O=C(c1cc(F)c(O)c(Cl)c1)N1CS(=O)(=O)c2ccccc21,4.47,1,O=C(c1ccccc1)N1CS(=O)(=O)c2ccccc21
