molecule_chembl_id,molecule_name,canonical_smiles,pActivity,n_measurements,scaffold
CHEMBL3683467,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)cc1,6.74,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683317,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)cc1Cl,7.11,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683293,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)cc1F,7.19,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683361,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(C#N)c1F,5.66,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683311,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(Cl)c1,7.07,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683289,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(Cl)c1Cl,6.85,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683310,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(Cl)c1F,6.87,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683338,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(F)c1,6.59,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683302,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(F)c1F,6.66,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683471,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1Br,6.99,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683337,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1C(F)(F)F,6.77,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683295,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1Cl,6.68,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683327,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1F,6.79,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683313,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1OC(F)(F)F,6.56,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683354,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cnc(C#N)c(Cl)c1,6.81,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2cccnc2)cc1
CHEMBL3683464,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cnc(C2CC2)c(Cl)c1,6.06,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccc(C3CC3)nc2)cc1
CHEMBL3688196,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cnc(N)c(Cl)c1,7.06,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2cccnc2)cc1
CHEMBL3688193,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cnc(N2CCC2)c(Cl)c1,6.0,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccc(N3CCC3)nc2)cc1
CHEMBL3688184,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cnc(OC(F)F)c(Cl)c1,7.28,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2cccnc2)cc1
CHEMBL3683481,,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cncc(Cl)c1,7.43,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2cccnc2)cc1
CHEMBL3683366,,N#Cc1cc(S(=O)(=O)Nc2ccccn2)ccc1Oc1ccc(Cl)cc1I,6.14,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL6055832,,N#Cc1cc2c(C#N)ccc(-c3cnccc3SC3(C(=O)O)CCC3)n2c1,7.35,1,c1cc(-c2cnccc2SC2CCC2)n2cccc2c1
CHEMBL5596181,,N#Cc1cc2c(c(-c3ccc(C(=O)O)c(O)c3)c1)CCC2,6.97,1,c1ccc(-c2cccc3c2CCC3)cc1
CHEMBL5597960,,N#Cc1cc2c(c(-c3ccc(C(=O)O)c(O)c3)c1)OCC2,6.375,2,c1ccc(-c2cccc3c2OCC3)cc1
CHEMBL5969650,,N#Cc1cc2c(c(-c3ccc(C(=O)O)c(O)c3)c1)OCO2,6.09,1,c1ccc(-c2cccc3c2OCO3)cc1
CHEMBL5948551,,N#Cc1ccc(-c2c(SC3(C(=O)O)CCC3)ccc3cnsc23)cc1,7.67,1,c1ccc(-c2c(SC3CCC3)ccc3cnsc23)cc1
CHEMBL6037125,,N#Cc1ccc(-c2c(SC3(C(=O)O)CCCC3)ccc3cnsc23)cc1,7.58,1,c1ccc(-c2c(SC3CCCC3)ccc3cnsc23)cc1
CHEMBL5829803,,N#Cc1ccc(-c2c(SC3(C(=O)O)CCCCC3)ccc3cnsc23)cc1,6.53,1,c1ccc(-c2c(SC3CCCCC3)ccc3cnsc23)cc1
CHEMBL5814191,,N#Cc1ccc(-c2cncc3cc(C(=O)O)sc23)c2ccccc12,5.54,1,c1ccc2c(-c3cncc4ccsc34)cccc2c1
CHEMBL5979043,,N#Cc1ccc(-c2cncc3cc(CC(=O)O)sc23)c2ccccc12,5.47,1,c1ccc2c(-c3cncc4ccsc34)cccc2c1
CHEMBL5949731,,N#Cc1ccc(-c2cncc3cc(CC(=O)O)sc23)cc1,5.27,1,c1ccc(-c2cncc3ccsc23)cc1
CHEMBL5933764,,N#Cc1ccc(-c2cncc3cc(CCC(=O)O)sc23)c2ccccc12,7.06,1,c1ccc2c(-c3cncc4ccsc34)cccc2c1
CHEMBL5960225,,N#Cc1ccc(-c2cncc3ccc(/C=C/C(=O)O)cc23)c2ccccc12,6.42,1,c1ccc2c(-c3cncc4ccccc34)cccc2c1
CHEMBL6026923,,N#Cc1ccc(-c2cncc3ccc(C(=O)O)cc23)cc1,5.6,1,c1ccc(-c2cncc3ccccc23)cc1
CHEMBL6022138,,N#Cc1ccc(-c2cncc3ccc(CC(=O)O)cc23)c2ccccc12,6.49,1,c1ccc2c(-c3cncc4ccccc34)cccc2c1
CHEMBL6030857,,N#Cc1ccc(-c2cncc3ccc(CCC(=O)O)cc23)cc1,6.79,1,c1ccc(-c2cncc3ccccc23)cc1
CHEMBL5745494,,N#Cc1ccc(-c2cncc3ccc(SC4(C(=O)O)CCC4)cc23)c2ccccc12,7.75,1,c1ccc2c(-c3cncc4ccc(SC5CCC5)cc34)cccc2c1
CHEMBL6007316,,N#Cc1ccc(-c2cncc3sc(CCC(=O)O)cc23)c2ccccc12,7.46,1,c1ccc2c(-c3cncc4sccc34)cccc2c1
CHEMBL4088988,,N#Cc1ccc(-c2cnccc2NS(=O)(=O)C(F)(F)F)c2ccccc12,8.0,1,c1cncc(-c2cccc3ccccc23)c1
CHEMBL4087516,,N#Cc1ccc(-c2cnccc2NS(=O)(=O)C(F)(F)F)cc1,8.7,1,c1ccc(-c2cccnc2)cc1
CHEMBL4086514,,N#Cc1ccc(-c2cnccc2NS(=O)(=O)c2ccc(F)cc2)c2ccccc12,5.7,1,O=S(=O)(Nc1ccncc1-c1cccc2ccccc12)c1ccccc1
CHEMBL4095219,,N#Cc1ccc(-c2cnccc2NS(=O)(=O)c2ccc(F)cc2)cc1,5.4,1,O=S(=O)(Nc1ccncc1-c1ccccc1)c1ccccc1
CHEMBL4104410,,N#Cc1ccc(-c2cnccc2NS(=O)(=O)c2ccccc2)c2ccccc12,6.9,1,O=S(=O)(Nc1ccncc1-c1cccc2ccccc12)c1ccccc1
CHEMBL4074756,,N#Cc1ccc(-c2cnccc2NS(=O)(=O)c2ccccc2)cc1,6.41,1,O=S(=O)(Nc1ccncc1-c1ccccc1)c1ccccc1
CHEMBL5801125,,N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)c2cc(Cl)cn12,6.08,1,c1cc(-c2cnccc2SC2CCC2)c2cccn2c1
CHEMBL5741784,,N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)c2cc(F)cn12,6.57,1,c1cc(-c2cnccc2SC2CCC2)c2cccn2c1
CHEMBL6027384,,N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)c2cccn12,7.26,1,c1cc(-c2cnccc2SC2CCC2)c2cccn2c1
CHEMBL5945732,,N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2c(Cl)ccc12,7.05,1,c1cc(-c2cnccc2SC2CCC2)n2cccc2c1
CHEMBL5921491,,N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2c(F)ccc12,7.47,1,c1cc(-c2cnccc2SC2CCC2)n2cccc2c1
CHEMBL5828452,,N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2cc(Br)cc12,7.54,1,c1cc(-c2cnccc2SC2CCC2)n2cccc2c1
CHEMBL5880811,,N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2cc(C(F)(F)F)cc12,7.36,1,c1cc(-c2cnccc2SC2CCC2)n2cccc2c1
CHEMBL5800455,,N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2cc(Cl)cc12,7.58,1,c1cc(-c2cnccc2SC2CCC2)n2cccc2c1
CHEMBL5777267,,N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2ccc(F)c12,7.07,1,c1cc(-c2cnccc2SC2CCC2)n2cccc2c1
CHEMBL5900501,,N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2cccc12,7.52,1,c1cc(-c2cnccc2SC2CCC2)n2cccc2c1
CHEMBL5943943,,N#Cc1ccc(-c2cnccc2SC2CC(C(=O)O)C2)c2ccccc12,6.26,1,c1ccc2c(-c3cnccc3SC3CCC3)cccc2c1
CHEMBL5799620,,N#Cc1ccc(-c2cnccc2SCC2CC(C(=O)O)C2)c2ccccc12,6.26,1,c1ccc2c(-c3cnccc3SCC3CCC3)cccc2c1
CHEMBL5802130,,N#Cc1ccc(-c2cnccc2SCCC(=O)O)c2ccccc12,6.26,1,c1cncc(-c2cccc3ccccc23)c1
CHEMBL5966824,,N#Cc1ccc(-c2cnccc2SCCC(F)(F)C(=O)O)c2ccccc12,6.26,1,c1cncc(-c2cccc3ccccc23)c1
CHEMBL5762097,,N#Cc1ccc(-c2cnccc2Sc2ccc(C(=O)O)cc2)c2ccccc12,6.26,1,c1ccc(Sc2ccncc2-c2cccc3ccccc23)cc1
CHEMBL5876898,,N#Cc1ccc(-c2cnccc2Sc2cccc(C(=O)O)c2)c2ccccc12,6.26,1,c1ccc(Sc2ccncc2-c2cccc3ccccc23)cc1
CHEMBL5779144,,N#Cc1ccc(-c2cnccc2Sc2ccccc2C(=O)O)c2ccccc12,6.26,1,c1ccc(Sc2ccncc2-c2cccc3ccccc23)cc1
CHEMBL3950939,,N#Cc1ccc(Cl)c(NS(=O)(=O)c2ccccc2C(F)(F)F)c1,7.15,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3683349,,N#Cc1ccc(Cl)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,6.49,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3923480,,N#Cc1ccc(Cl)cc1NS(=O)(=O)c1ccccc1C(F)(F)F,6.73,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3683355,,N#Cc1ccc(F)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,5.88,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3688183,,N#Cc1ccc(NS(=O)(=O)c2ccc(Oc3ccc(F)c(Cl)c3)c(C#N)c2)nc1,7.21,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3920396,,N#Cc1ccc(NS(=O)(=O)c2ccccc2C#N)cc1Cl,6.81,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3979882,,N#Cc1ccc(NS(=O)(=O)c2ccccc2C(F)(F)F)c(Cl)c1,7.41,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3944865,,N#Cc1ccc(NS(=O)(=O)c2ccccc2C(F)(F)F)cc1,6.92,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3900479,,N#Cc1ccc(NS(=O)(=O)c2ccccc2C(F)(F)F)cc1C(F)(F)F,7.54,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3902309,,N#Cc1ccc(NS(=O)(=O)c2ccccc2C(F)(F)F)cc1Cl,7.75,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3960689,,N#Cc1ccc(NS(=O)(=O)c2ccccc2Cl)cc1Cl,7.09,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL5399348,,N#Cc1ccc(NS(=O)(=O)c2ccccc2OC(F)(F)F)cc1Cl,8.22,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL5172623,,N#Cc1ccc(Nc2cnccc2SCCCC(=O)[O-])c2ccccc12.[Na+],5.56,1,c1cncc(Nc2cccc3ccccc23)c1
CHEMBL5208533,,N#Cc1ccc(Nc2cnccc2SCCCCC(=O)[O-])c2ccccc12.[Na+],5.64,1,c1cncc(Nc2cccc3ccccc23)c1
CHEMBL5175443,,N#Cc1ccc(Nc2cnccc2SCCCCCC(=O)[O-])c2ccccc12.[Na+],5.37,1,c1cncc(Nc2cccc3ccccc23)c1
CHEMBL5199583,,N#Cc1ccc(Nc2cnccc2SCCCCCCC(=O)[O-])c2ccccc12.[Na+],5.24,1,c1cncc(Nc2cccc3ccccc23)c1
CHEMBL5190081,,N#Cc1ccc(Nc2cnccc2SCc2ccc(-c3ccccc3C(=O)[O-])cc2)c2ccccc12.[Na+],5.33,1,c1ccc(-c2ccc(CSc3ccncc3Nc3cccc4ccccc34)cc2)cc1
CHEMBL5171053,,N#Cc1ccc(Nc2cnccc2SCc2ccc(C(=O)[O-])cc2)c2ccccc12.[Na+],5.59,1,c1ccc(CSc2ccncc2Nc2cccc3ccccc23)cc1
CHEMBL5176974,,N#Cc1ccc(Nc2cnccc2SCc2cccc(C(=O)[O-])c2)c2ccccc12.[Na+],5.71,1,c1ccc(CSc2ccncc2Nc2cccc3ccccc23)cc1
CHEMBL5202967,,N#Cc1ccc(Nc2cnccc2SCc2ccccc2C(=O)[O-])c2ccccc12.[Na+],6.62,1,c1ccc(CSc2ccncc2Nc2cccc3ccccc23)cc1
CHEMBL5176381,,N#Cc1ccc(Nc2cnccc2Sc2ccc(Br)cc2CC(=O)[O-])c2ccccc12.[Na+],5.38,1,c1ccc(Sc2ccncc2Nc2cccc3ccccc23)cc1
CHEMBL5203602,,N#Cc1ccc(Nc2cnccc2Sc2cccc([N+](=O)[O-])c2CC(=O)[O-])c2ccccc12.[Na+],5.46,1,c1ccc(Sc2ccncc2Nc2cccc3ccccc23)cc1
CHEMBL3688198,,N#Cc1ccc(Oc2c(F)cc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,6.49,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3688179,,N#Cc1ccc(Oc2cc(F)c(S(=O)(=O)Nc3ncc(F)cn3)cc2Cl)cc1Cl,5.75,1,O=S(=O)(Nc1ncccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683388,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cc(F)ccn3)cc2C#N)cc1Cl,7.82,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3688185,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(Cl)cn3)cc2C#N)cc1Cl,7.92,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683383,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)c(F)c2)cc1F,7.484999999999999,2,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3893511,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2)cc1F,7.06,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683316,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(Cl)c1,6.74,2,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683297,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(F)c1,7.33,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683353,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(OC(F)F)c1,5.45,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683299,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1,7.13,2,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683287,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,7.904999999999999,2,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683329,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1F,7.28,2,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683484,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cn1,5.58,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2cccnc2)cc1
CHEMBL3688181,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2Cl)cc1F,6.61,2,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683381,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2F)cc1F,6.42,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683373,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccccn3)cc2C#N)cc1Cl,6.960000000000001,2,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683376,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cccnc3)cc2C#N)cc1Cl,6.390000000000001,2,O=S(=O)(Nc1cccnc1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683382,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cccnn3)cc2C#N)cc1Cl,5.41,2,O=S(=O)(Nc1cccnn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683372,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cccnn3)cc2C#N)cc1F,6.37,1,O=S(=O)(Nc1cccnn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683371,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccncn3)cc2C#N)cc1Cl,5.29,1,O=S(=O)(Nc1ccncn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683377,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cnccn3)cc2C#N)cc1Cl,5.53,2,O=S(=O)(Nc1cnccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3937205,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cscn3)cc2C#N)cc1Cl,6.96,1,O=S(=O)(Nc1cscn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683375,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ncc(F)cn3)cc2C#N)cc1Cl,5.71,2,O=S(=O)(Nc1ncccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683387,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ncccc3F)cc2C#N)cc1Cl,6.84,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683374,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ncccn3)cc2C#N)cc1Cl,5.74,1,O=S(=O)(Nc1ncccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3966948,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3nccs3)cc2C#N)cc1Cl,7.24,1,O=S(=O)(Nc1nccs1)c1ccc(Oc2ccccc2)cc1
CHEMBL3946099,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ncns3)cc2C#N)cc1Cl,5.95,1,O=S(=O)(Nc1ncns1)c1ccc(Oc2ccccc2)cc1
CHEMBL3975435,,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3nncs3)cc2C#N)cc1Cl,6.37,1,O=S(=O)(Nc1nncs1)c1ccc(Oc2ccccc2)cc1
CHEMBL5201381,,N#Cc1ccc(Oc2cnccc2SCC(=O)[O-])c2ccccc12.[Na+],5.16,1,c1cncc(Oc2cccc3ccccc23)c1
CHEMBL5178161,,N#Cc1ccc(Oc2cnccc2SCCCC(=O)[O-])c2ccccc12.[Na+],5.91,1,c1cncc(Oc2cccc3ccccc23)c1
CHEMBL5187485,,N#Cc1ccc(Oc2cnccc2SCCCCC(=O)[O-])c2ccccc12.[Na+],5.38,1,c1cncc(Oc2cccc3ccccc23)c1
CHEMBL5207943,,N#Cc1ccc(Oc2cnccc2SCCCCCC(=O)[O-])c2ccccc12.[Na+],5.32,1,c1cncc(Oc2cccc3ccccc23)c1
CHEMBL5178951,,N#Cc1ccc(Oc2cnccc2SCCCCCCC(=O)[O-])c2ccccc12.[Na+],5.42,1,c1cncc(Oc2cccc3ccccc23)c1
CHEMBL5191628,,N#Cc1ccc(Oc2cnccc2SCc2ccc(-c3ccccc3C(=O)[O-])cc2)c2ccccc12.[Na+],4.82,1,c1ccc(-c2ccc(CSc3ccncc3Oc3cccc4ccccc34)cc2)cc1
CHEMBL5204323,,N#Cc1ccc(Oc2cnccc2SCc2ccc(C(=O)[O-])cc2)c2ccccc12.[Na+],4.99,1,c1ccc(CSc2ccncc2Oc2cccc3ccccc23)cc1
CHEMBL5195683,,N#Cc1ccc(Oc2cnccc2SCc2cccc(C(=O)[O-])c2)c2ccccc12.[Na+],5.18,1,c1ccc(CSc2ccncc2Oc2cccc3ccccc23)cc1
CHEMBL5183898,,N#Cc1ccc(Oc2cnccc2SCc2ccccc2C(=O)[O-])c2ccccc12.[Na+],5.16,1,c1ccc(CSc2ccncc2Oc2cccc3ccccc23)cc1
CHEMBL5175506,,N#Cc1ccc(Oc2cnccc2Sc2ccc(Br)cc2CC(=O)[O-])c2ccccc12.[Na+],5.09,1,c1ccc(Sc2ccncc2Oc2cccc3ccccc23)cc1
CHEMBL5202543,,N#Cc1ccc(Oc2cnccc2Sc2cccc([N+](=O)[O-])c2CC(=O)[O-])c2ccccc12.[Na+],4.98,1,c1ccc(Sc2ccncc2Oc2cccc3ccccc23)cc1
CHEMBL4085591,,N#Cc1ccc(S(=O)(=O)Nc2ccncc2-c2ccc(C#N)c3ccccc23)cc1,5.85,1,O=S(=O)(Nc1ccncc1-c1cccc2ccccc12)c1ccccc1
CHEMBL3747094,,N#Cc1ccc(SC2(C(=O)O)CCC2)c2ccccc12,6.03,2,c1ccc2c(SC3CCC3)cccc2c1
CHEMBL3747493,,N#Cc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,6.4,2,c1ccc2c(SC3CCC3)ccnc2c1
CHEMBL5596444,,N#Cc1cccc(-c2ccc(C(=O)O)c(O)c2)c1,5.66,1,c1ccc(-c2ccccc2)cc1
CHEMBL3965811,,N#Cc1cccc(NS(=O)(=O)c2ccccc2C(F)(F)F)c1,6.78,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3683300,,N#Cc1cccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,6.69,2,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3935920,,N#Cc1ccccc1NS(=O)(=O)c1ccccc1C(F)(F)F,6.21,1,O=S(=O)(Nc1ccccc1)c1ccccc1
CHEMBL3683303,,N#Cc1ccccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,6.3,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3688182,,N#Cc1ccnc(NS(=O)(=O)c2ccc(Oc3ccc(F)c(Cl)c3)c(C#N)c2)c1,6.9,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1
CHEMBL3683485,,N#Cc1cncc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,5.96,1,O=S(=O)(Nc1ccccn1)c1ccc(Oc2cccnc2)cc1
CHEMBL2325014,PF-05089771,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,5.46,1,O=S(=O)(Nc1cscn1)c1ccc(Oc2ccccc2-c2cn[nH]c2)cc1
CHEMBL3746048,,Nc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,5.75,1,c1ccc2c(SC3CCC3)ccnc2c1
CHEMBL6133706,,O/N=C(\Cc1ccc(Br)cc1)c1ccc(O)cc1O,6.84,1,N=C(Cc1ccccc1)c1ccccc1
CHEMBL5268476,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)C1CC1,4.93,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)C1CC1
CHEMBL5287151,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1cc(F)cc(F)c1,5.12,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
CHEMBL5284974,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(Br)cc1,5.12,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
CHEMBL5269609,,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(C(F)(F)F)cc1,4.79,1,O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1
