smiles,pAct_JNK3
COC(=O)CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1C,6.7
COC(=O)N1CCC(n2nc(-c3ccnc(NC4CCOCC4)c3)n(-c3ccc4ccccc4c3)c2=O)CC1,7.62
COC(=O)c1c(C)csc1NC(=O)CN1C(=O)CCc2ccccc21,6.9
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(-c2ccncc2)cc1,6.58
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCC2)cc1,6.65
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCCC2)cc1,7.0
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCn2ccnc2)cc1,6.3
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cc[nH]c12,5.99
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cnccc12,7.21
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2ncccc12,6.96
COC(=O)c1c(NC(=O)Cc2cccs2)sc(C)c1C,4.46
COC(=O)c1cc(Br)c(=O)n(-c2nccs2)c1,4.11
COC(=O)c1cc(Br)c(=O)n(Cc2ccc(C(=O)O)cc2)c1,4.55
COC(=O)c1cc(Br)c(=O)n(Cc2ccc(OC)c(OC)c2)c1,5.17
COC(=O)c1cc(Br)c(=O)n(Cc2ccncc2)c1,4.18
COC(=O)c1cccc(NC(=O)CN2CCC(NC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)c1,5.77
COC(=O)c1cccc2c1-c1ccccc1/C2=N/O,5.05
COC(=O)c1ccccc1NC(=O)C1CC(c2ccc(F)cc2)=NO1,5.04
COC(=O)c1ccccc1NC(=O)C1CC(c2ccccc2O)=NO1,4.47
COC(=O)c1ccccc1NC(=O)CN1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1,4.62
COC(=O)c1ccccc1NC(=O)CN1CCC(NC(=O)c2ccc(C)cc2)CC1,5.5
COC(=O)c1ccccc1NC(=O)CN1CCC(NC(=O)c2ccccc2C)CC1,5.38
COC(=O)c1ccccc1NC(=O)COC(=O)c1ccco1,4.25
COC(=O)c1ccccc1NC(=O)COc1ccccc1,4.54
COC(=O)c1ccccc1NC(=O)CSc1nc(N)cc(N)n1,4.93
COC(=O)c1ccccc1NC(=O)Cc1cccc2ccccc12,5.77
COC(=O)c1ccccc1NC(=O)c1ccc(NS(C)(=O)=O)cc1,4.26
COC(=O)c1ccsc1NC(=O)C1=COCCO1,5.04
COC(=O)c1ccsc1NC(=O)C1COc2ccccc2O1,4.57
COC(=O)c1cnccc1NC(=O)Cc1cccc2ccccc12,5.19
COC(=O)c1n[nH]cc1NC(=O)Cc1cccc2ccccc12,5.27
COC(=O)c1ncsc1NC(=O)Cc1cccc2cnccc12,5.8
COC(=O)c1sccc1NC(=O)C1CC=CCC1C(=O)O,4.7
COC(=O)c1sccc1NC(=O)CN1CCN(c2ccc(F)cc2)CC1,4.81
COC(=O)c1sccc1NC(=O)Cc1ccc(-n2ccnc2)cc1,5.8
COC(=O)c1sccc1NC(=O)Cc1ccc(C(F)(F)F)cc1,5.16
COC(=O)c1sccc1NC(=O)Cc1ccc(OC)cc1,6.0
COC(=O)c1sccc1NC(=O)Cc1ccc2ccccc2c1,5.41
COC(=O)c1sccc1NC(=O)Cc1cccc2cnccc12,6.21
COC(=O)c1sccc1NC(=O)Cc1ccccc1,5.57
COC(=O)c1sccc1NC(=O)Cc1ccccc1-c1c[nH]nn1,4.9
COC(=O)c1sccc1NC(=O)Cc1cccs1,5.66
COC(=O)c1sccc1NC(=O)c1ccc(OC)cc1,4.57
COC(=O)c1sccc1NC(=O)c1ccncc1,4.48
COC(=O)c1sccc1NC(=O)c1csc(C)c1,4.41
COC(Cn1c(S/C=C\C(=O)O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1)OC,7.48
COC(Cn1c(S/C=C\C(=O)O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC2CC2)c1)OC,7.92
COC(Cn1c(SC2CCC(C(=O)O)CC2O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1)OC,5.7
COC(Cn1c(SCC#N)nc(-c2ccc(F)cc2)c1-c1ccnc(F)c1)OC,5.38
COC(Cn1c(SCC#N)nc(-c2ccc(F)cc2)c1-c1ccnc(NC2CC2)c1)OC,7.1
COC(Cn1c(SCCC(=O)O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1)OC,6.57
COCCCNC(=O)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cc1,5.21
COCCNC(=O)C1CCC(Cn2c(=S)[nH]c3ccccc3c2=O)CC1,5.01
COCCNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,8.52
COCCNC(=O)c1sccc1NC(=O)Cc1ccccc1,5.42
COCn1nnnc1-c1ccsc1NC(=O)Cc1ccc(OC)cc1,5.3
COc1c(-c2cnn(C)c2)ccc2cnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)nc12,8.4
COc1cc(C(=O)NCc2cn3ccccc3n2)cc(OC)c1OC,5.1
COc1cc(C(=O)NCc2cn3ccsc3n2)cc(OC)c1OC,4.28
COc1cc(C2NC(=O)NC(C)=C2C(=O)OC2CCCC(C)C2)ccc1O,4.4
COc1cc(CC(=O)Nc2ncc(C)s2)cc(OC)c1OC,4.88
COc1cc(N2CCOCC2)ccc1Nc1cc(Nc2ccccc2C(=O)N(C)C)c(C(F)(F)F)cn1,6.0
COc1cc(N2CCOCC2)ccc1Nc1cc(Nc2ccccc2C(N)=O)ccn1,6.43
COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(N)=O)n1,9.11
COc1cc(NC(=O)C2CC(c3cccc(OC)c3OC)=NO2)cc(OC)c1OC,5.38
COc1cc(NC(=O)c2ccc(COc3ccccc3Br)o2)cc(OC)c1OC,4.48
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5)ccc43)c2)cc(OC)c1OC,7.62
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5C)ccc43)c2)cc(OC)c1OC,7.23
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)cc(OC)c1OC,7.92
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)cc(OC)c1OC,8.05
COc1cc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)cc(OC)c1OC,6.14
COc1cc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)ccc1N1CCOCC1,6.88
COc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)ccc1N1CCOCC1,9.55
COc1ccc(-c2c(C#N)c(S)nc3c2CCC3)cc1,4.75
COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(-c6ccccn6)n5)cc4)nc23)cc1F,7.05
COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(C)n5)cc4)nc23)cc1F,7.1
COc1ccc(-c2cnc(N)nc2-c2ccc(OC)cc2O)cc1,4.7
COc1ccc(/C=N/n2c(N)nc3ccccc32)cc1OC,4.78
COc1ccc(C(=O)N2CCN(C(=O)c3ccc(CNc4n[nH]c5ccccc45)cc3)CC2)c(Cl)c1,6.18
COc1ccc(C(=O)N2CCN(C(=O)c3ccc(CNc4n[nH]c5ccccc45)cc3)CC2)cc1,6.21
COc1ccc(C(=O)NCc2nc3ccccc3[nH]2)cc1OC,4.63
COc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,6.21
COc1ccc(C(=O)n2nc(-c3ccccc3)nc2N)cc1OC,4.72
COc1ccc(C(C)=O)cc1COC(=O)c1c(C)noc1C,4.4
COc1ccc(C2=NOC(C(=O)Nc3ccc(C(C)=O)cc3)C2)cc1OC,4.49
COc1ccc(CC(=O)Nc2cc(C)ccn2)cc1,4.67
COc1ccc(CC(=O)Nc2ccsc2-c2cnccn2)cc1,5.5600000000000005
COc1ccc(CC(=O)Nc2ccsc2-c2n[nH]c(C(F)(F)F)n2)cc1,5.265000000000001
COc1ccc(CC(=O)Nc2ccsc2-c2n[nH]c(N)n2)cc1,5.55
COc1ccc(CC(=O)Nc2ccsc2-c2nc(C(C)(C)C)n[nH]2)cc1,5.3
COc1ccc(CC(=O)Nc2ccsc2-c2nc(C)n[nH]2)cc1,5.3
COc1ccc(CC(=O)Nc2ccsc2-c2nc(C3CC3)n[nH]2)cc1,5.3
COc1ccc(CC(=O)Nc2ccsc2-c2nc(C3CCCO3)n[nH]2)cc1,5.3
COc1ccc(CC(=O)Nc2ccsc2-c2ncco2)cc1,5.699999999999999
COc1ccc(CC(=O)Nc2ccsc2-c2ncn[nH]2)cc1,5.3
COc1ccc(CC(=O)Nc2ccsc2-c2nnc(C)o2)cc1,5.3
COc1ccc(CC(=O)Nc2ccsc2N2CCOC2=O)cc1,4.43
COc1ccc(CC(=O)Nc2nc(C)cs2)cc1OC,4.55
COc1ccc(CC(=O)Nc2nc3ccccc3s2)cc1S(=O)(=O)N1CCOCC1,4.61
COc1ccc(CC(=O)Nc2sccc2-c2nn[nH]n2)cc1,5.3
COc1ccc(CC(=O)Nc2sccc2-c2nnn(C)n2)cc1,5.3
COc1ccc(COC(=O)C2=C(C)NC(=O)NC2c2ccc(O)c(OC)c2)cc1,4.47
COc1ccc(COC(=O)c2[nH]nc3ccccc23)cc1F,4.94
COc1ccc(Cl)cc1-c1nnc(S)o1,4.79
COc1ccc(NC(=O)CCCCn2c(=O)[nH]c3ccccc3c2=O)cc1,4.26
COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,9.38
COc1ccc(OC)c(Nc2nc(N)nc(-c3cc4ccccc4o3)n2)c1,4.32
COc1ccc(Oc2cc(Nc3c(Cl)cccc3C(N)=O)c(C(F)(F)F)cn2)cc1,6.8
COc1ccc(Oc2cc(Nc3c(F)cccc3C(N)=O)c(C(F)(F)F)cn2)cc1,7.22
COc1ccc(Oc2cc(Nc3cc(Cl)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,7.11
COc1ccc(Oc2cc(Nc3cc(F)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,7.31
COc1ccc(Oc2cc(Nc3cc(OC)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,7.77
COc1ccc(Oc2cc(Nc3ccc(Cl)cc3C(N)=O)c(C(F)(F)F)cn2)cc1,7.52
COc1ccc(Oc2cc(Nc3ccc(F)cc3C(N)=O)c(C(F)(F)F)cn2)cc1,7.35
COc1ccc(Oc2cc(Nc3cccc(Cl)c3C(N)=O)c(C(F)(F)F)cn2)cc1,5.66
COc1ccc(Oc2cc(Nc3cccc(OC)c3C(N)=O)c(C(F)(F)F)cn2)cc1,5.66
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)c(Cl)c1,7.0
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,7.43
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(Cl)cn2)cc1,7.82
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(F)cn2)cc1,7.32
COc1ccc(Oc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,8.15
COc1ccc(S(=O)(=O)N2CCC(n3cnc4cc(C(F)(F)F)ccc43)CC2)cc1,4.26
COc1ccc2c(Cl)c(C(N)=O)sc2c1,4.17
COc1ccc2c(c1)c1ncn(Cc3ccco3)c(=O)c1n2C,4.05
COc1ccc2nc(NC(=O)Cc3ccc(OC)c(S(=O)(=O)N4CCOCC4)c3)sc2c1,4.55
COc1ccc2ncn(-c3ccccc3)c2c1,4.46
COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(N3CCN(C(=O)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)CC3)c2)c1,6.0
COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(N3CCN(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)CC3)c2)c1,6.0
COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(N3CCN(C(=O)Nc4ccc(Cl)c(Cl)c4)CC3)c2)c1,6.0
COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(N3CCN(C(=O)Nc4ccc(F)cc4)CC3)c2)c1,6.0
COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(N3CCN(C(=O)Nc4cccc(C(F)(F)F)c4)CC3)c2)c1,6.0
COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(N3CCN(C(=O)Nc4ccccc4)CC3)c2)c1,6.0
COc1cccc(-c2nn(-c3ccccc3)cc2-c2ccnc(NCCCNC(=O)Nc3ccc(F)cc3)c2)c1,6.0
COc1cccc(-n2ccc(-c3ccnc(Nc4ccc(-n5nc(C)nc5C)cc4)c3)n2)c1,6.19
COc1cccc(C(=O)Nc2c(C(N)=O)oc3ccccc23)c1,4.49
COc1cccc(C2=NOC(C(=O)NC3CCCCC3)C2)c1,4.46
COc1cccc(C2=NOC(C(=O)Nc3cc(OC)c(OC)c(OC)c3)C2)c1,5.69
COc1cccc(C2=NOC(C(=O)Nc3ccc(C(C)=O)cc3)C2)c1,5.1
COc1cccc(C2=NOC(C(=O)Nc3ccc(OC)c(OC)c3)C2)c1,5.34
COc1cccc(C2=NOC(C(=O)Nc3cccc(C(C)=O)c3)C2)c1,4.89
COc1cccc(C2=NOC(C(=O)Nc3cccc(C(C)=O)c3)C2)c1OC,4.61
COc1cccc(NC(=O)CCCn2c(=O)[nH]c3ccccc3c2=O)c1,4.32
COc1cccc(OCC(=O)Nc2ccccc2C(N)=O)c1,4.26
COc1cccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)c1,7.16
COc1cccc2c(O)c(C/C=C(/C)Cl)c(C)nc12,4.12
COc1ccccc1/N=C1\NC(=O)/C(=C2/C(=O)Nc3ccc(F)cc32)S1,7.04
COc1ccccc1NC(=O)COc1ccc(CO)cc1Cl,4.16
COc1ccccc1Nc1nccc(-n2cc(/C=C/c3ccccc3)c(C(N)=O)n2)n1,5.41
COc1ccccc1Oc1cc(Nc2ccccc2C(N)=O)c(C(F)(F)F)cn1,5.46
COc1nc(-c2sccc2NC(=O)Cc2cccc3cnccc23)cs1,5.3
CS(=O)(=O)N(c1ccc(-c2cnc3ccc4ccncc4c3c2)cc1)S(C)(=O)=O,6.68
CS(=O)(=O)N1CCN(c2ccccc2NC(=O)Cc2ccccc2)CC1,4.16
CS(=O)(=O)Nc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,6.03
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(-c4cccnc4)c3c2)cc1,5.28
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(-c4ccncc4)c3c2)cc1,5.3
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(NC(=O)c4ccccn4)c3c2)cc1,5.44
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ccc(C(F)(F)F)cn4)c3c2)cc1,6.31
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ccc(Cl)cn4)c3c2)cc1,6.92
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ccc(F)cn4)c3c2)cc1,6.85
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4cccc(Cl)n4)c3c2)cc1,5.19
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ccccn4)c3c2)cc1,6.36
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ncc([N+](=O)[O-])s4)c3c2)cc1,6.12
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ncccc4Cl)c3c2)cc1,4.82
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ncccn4)c3c2)cc1,6.32
CSCCC(Nc1ncnc2ccc(Br)cc12)C(=O)O.Cl,4.35
CSc1ccc(-n2ccc(-c3ccnc(Nc4ccc(-n5nc(C)nc5C)cc4)c3)n2)cc1,5.88
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N)cc3)c2)[nH]1,7.62
C[C@@H](O)CNc1nccc(-n2c(CC#N)cnc2-c2ccc(Cl)c(Cl)c2)n1,5.17
C[C@@H](O)CNc1nccc(-n2c(CC#N)cnc2-c2ccc3c(c2)OCCO3)n1,5.01
Cc1c(-c2cnn(C)c2)ccc2cnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)nc12,8.0
Cc1cc(-c2n[nH]c(=S)n2-c2ccc3ccccc3c2)ccn1,4.83
Cc1cc(-c2sccc2NC(=O)Cc2cccc3ccccc23)n[nH]1,5.165
Cc1cc(C(=O)Nc2cnn(C3CCNCC3)c2)cc(-n2cc(NC(=O)Nc3cccc4ccccc34)cn2)c1.Cl,7.54
Cc1cc(C(F)F)n2ncc(C(=O)NCc3ccccc3C(F)(F)F)c2n1,4.58
Cc1cc(C)n(-c2ccc(C(=O)Nc3sccc3C(N)=O)cc2)n1,4.35
Cc1cc(Cl)ccc1NC(=O)N1CCN(C(=O)c2ccc(CNc3n[nH]c4ccccc34)cc2)CC1,6.52
Cc1cc(NC(=O)C2CC(c3ccc(F)cc3)=NO2)no1,4.55
Cc1cc(NC(=O)COC(=O)c2[nH]nc3ccccc23)no1,4.2
Cc1cc(NC(=O)CSC2=Nc3ccccc3C3=NC(Cc4ccccc4)C(=O)N23)[nH]n1,4.95
Cc1cc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)ccc1N1CCOCC1,6.76
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)ccc1N1CCOCC1,9.51
Cc1cc(O)ccc1-c1cnc2ccccc2n1,4.55
Cc1ccc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)cn1,6.14
Cc1ccc(-c2cccc3cnc(NC4CCC(O)CC4)nc23)cn1,7.3
Cc1ccc(-c2cccc3cnc(N[C@H]4CC[C@@H](C(=O)N5CCCC5)CC4)nc23)cn1,7.52
Cc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(C)n5)cc4)nc23)cn1,7.52
Cc1ccc(-c2cccc3cnc(Nc4ccc(C(=O)N5CCOCC5)cc4)nc23)cn1,7.05
Cc1ccc(-c2cccc3cnc(Nc4ccc(F)cc4)nc23)cn1,6.77
Cc1ccc(-c2cccc3cnc(Nc4ccc5c(c4)OCO5)nc23)cn1,7.22
Cc1ccc(-c2ncn(-c3ccc(Nc4cc(-c5ccn(C)n5)c(Cl)cn4)cc3)n2)cn1,6.22
Cc1ccc(-c2ncn(-c3ccc(Nc4cc(-c5ccn(C)n5)c(F)cn4)cc3)n2)cn1,6.7
Cc1ccc(-c2ncn(-c3ccc(Nc4ncc5ccc(-c6cn[nH]c6)cc5n4)cc3)n2)cn1,7.3
Cc1ccc(-n2cc(NC(=O)Nc3cccc4ccccc34)cn2)cc1C(=O)NC1CC1,7.19
Cc1ccc(-n2cc(NC(=O)Nc3cccc4ccccc34)cn2)cc1C(=O)Nc1cnn(C2CCNCC2)c1.Cl,8.22
Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCn3ccnc3)C2c2ccc(OC(C)C)cc2)o1,4.43
Cc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,6.28
Cc1ccc(C)c(N2CCN(C(=O)c3ccc(Cn4c(=O)[nH]c5ccccc5c4=O)cc3)CC2)c1,4.17
Cc1ccc(CNC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,6.51
Cc1ccc(Cl)c(C(=O)N2CCN(C(=O)c3ccc(CNc4n[nH]c5ccccc45)cc3)CC2)c1,6.23
Cc1ccc(NC(=O)C2CC(c3ccc(F)cc3)=NO2)cc1,4.49
Cc1ccc(NC(=O)CCCCCC2NC(=O)NC2C)cc1,5.74
Cc1ccc(NC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)ccc2F)cn1,7.15
Cc1ccc(NC(=O)c2cc(F)cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,5.34
Cc1ccc(NC(=O)c2ccc(F)c(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,7.1
Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)N(C)c4ccccc4Cl)cn3)c2)cn1,5.51
Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccc(Cl)cc4)cn3)c2)cn1,5.74
Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccc(F)cc4)cn3)c2)cn1,6.79
Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(Cl)c4)cn3)c2)cn1,6.22
Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(F)c4)cn3)c2)cn1,6.86
Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4)cn3)c2)cn1,6.94
Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)c(C)n1,6.85
Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,7.42
Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2F)cn1,6.64
Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4F)cn3)c2)cn1,6.5
Cc1ccc(S(=O)(=O)NCCCCCC(=O)Nc2nccs2)cc1,4.34
Cc1ccc2[nH]c3c(c2c1)CCc1c[nH]nc1-3,4.78
Cc1ccc2c(CC(=O)Nc3sccc3C(N)=O)coc2c1,4.68
Cc1ccc2c(c1)/C(=C1/S/C(=N/c3cccc(Cl)c3Cl)NC1=O)C(=O)N2,6.7
Cc1ccc2nc(Cc3ccc(N)cc3)oc2c1,4.3
Cc1cccc(-n2ncc3c(NCc4cccs4)ncnc32)c1,4.14
Cc1cccc(CC(=O)Nc2cnn(-c3cccc(C(=O)NC4CCOC(C)(C)C4)c3)c2)c1,5.96
Cc1cccc(Cl)c1C(=O)N1CCN(C(=O)c2ccc(CNc3n[nH]c4ccccc34)cc2)CC1,6.22
Cc1cccc(NC(=O)Nc2cnn(-c3cccc(C(=O)Nc4cnn(C5CCNCC5)c4)c3)c2)c1C.Cl,8.05
Cc1cccc(NC(=O)c2ccc(Br)o2)c1N1CCC2(CC1)OCCO2,7.22
Cc1cccc(NC(=O)c2ccc(C#N)o2)c1N1CCC2(CC1)OCCO2,6.68
Cc1cccc(NC(=O)c2ccc(C(F)F)o2)c1N1CCC2(CC1)OCCO2,6.46
Cc1cccc(NC(=O)c2ccc(Cc3ccccc3)o2)c1N1CCC2(CC1)OCCO2,5.32
Cc1cccc(NC(=O)c2ccc(Cl)o2)c1N1CCC2(CC1)OCCO2,7.1
Cc1cccc(NC(=O)c2ccc(F)o2)c1N1CCC2(CC1)OCCO2,6.39
Cc1cccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5C)ccc43)c2)c1,6.6
Cc1cccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)c1,6.92
Cc1cccc(Nc2ccc3c(cnn3-c3cccc(C(=O)NCCN4CCN(C5CCC5)CC4)c3)c2)c1Cl,7.4
Cc1ccccc1-c1nnc(S)o1,4.26
Cc1ccccc1-n1nc(C)c2cc(C(=O)NCc3cccnc3)sc21,4.97
Cc1ccccc1NC(=O)Nc1cnn(-c2cccc(C(=O)Nc3cnn(C4CCNCC4)c3)c2)c1.Cl,8.15
Cc1ccccc1Nc1nn2c(=O)c3ccccc3nc2s1,4.41
Cc1ccnc(NC(=O)CCCOc2cc(=O)n(C)c3ccccc23)c1,4.21
Cc1cn(S(=O)(=O)c2ccc(Br)c3ccccc23)cn1,4.81
Cc1cn2c(CC(=O)Nc3scc(Br)c3-c3ncn[nH]3)csc2n1,5.3
Cc1cnc(-c2sccc2NC(=O)Cc2cccc3cnccc23)s1,5.3
Cc1cnc(Nc2ccc(-n3cnc(N4CCOCC4)n3)cc2)cc1-c1ccn(C)n1,6.12
Cc1cncc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)c1,6.93
Cc1csc(-c2sccc2NC(=O)Cc2cccc3cnccc23)n1,5.3
Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1,7.6
Cc1csc(NC(=O)Cc2ccc(OCCCN3CCCCC3)cc2)c1-c1ncn[nH]1,5.3
Cc1csc(NC(=O)Cc2ccc(OCCn3ccnc3)cc2)c1-c1ncn[nH]1,5.3
Cc1csc(NC(=O)Cc2cccc3cnccc23)c1-c1nc2ccccc2s1,5.3
Cc1csc(NC(=O)Cc2cccc3nccnc23)c1-c1ncn[nH]1,5.3
Cc1n[nH]c(-c2c(C)csc2NC(=O)CN2C(=O)CCc3ccccc32)n1,7.6
Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3ncccc23)n1,7.1
Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3nccnc23)n1,5.765000000000001
Cc1n[nH]c(-c2sccc2NC(=O)Cc2ccc3c(c2)OCCO3)n1,5.3
Cc1nc(-c2sccc2NC(=O)Cc2cccc3ccccc23)n(C)n1,4.5
Cc1nc(-c2sccc2NC(=O)Cc2cccc3ccccc23)n[nH]1,5.779999999999999
Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(-c5cccc(C#N)c5)n4)ccn3)cc2)n1,6.62
Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(C)n4)c(Cl)cn3)cc2)n1,6.8
Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(C)n4)c(F)cn3)cc2)n1,6.47
Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4-c4ccc(F)cc4)ccn3)cc2)n1,8.15
Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4-c4cccnc4)ccn3)cc2)n1,6.96
Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4C)ccn3)cc2)n1,6.4
Cc1nc(C)n(-c2ccc(Nc3cc(Nc4ccccc4C(N)=O)ccn3)cc2)n1,6.43
Cc1nc(SCCC(=O)O)c2ccccc2n1,5.22
Cc1nc2c(cnn2-c2csc(C(=O)NC3COC3)c2)cc1Nc1c(F)cccc1Cl,8.3
Cc1nc2c(cnn2-c2csc(C(=O)NC3COC3)c2)cc1Nc1cc(F)ccc1Cl,5.97
Cc1nc2c(cnn2-c2csc(C(=O)NC3COC3)c2)cc1Nc1ccc(F)cc1Cl,7.1
Cc1nc2c(cnn2-c2csc(C(=O)NC3COC3)c2)cc1Nc1cccc(F)c1Cl,6.77
Cc1nc2cccc(C(=O)NCc3ccccc3)c2o1,4.34
Cc1ncc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,7.21
Cc1ncccc1NC(=O)c1cccc(-n2cc(NC(=O)Nc3ccccc3Cl)cn2)c1,6.85
Cc1ncn(-c2ccc(Nc3ncc(Cl)c(-c4ccn(C)n4)n3)cc2)n1,6.07
Cc1ncn(-c2ccc(Nc3ncc4cccc(-c5nccs5)c4n3)cc2)n1,7.7
Cc1ncn(-c2ccc(Nc3nccc(-c4cc[nH]n4)n3)cc2)n1,6.2
Cc1ncn(-c2ccc(Nc3nccc(-c4ccn(C)n4)n3)cc2)n1,5.84
