ligand_id,name,canonical_smiles,inchi_key_recomputed,murcko_scaffold,mw_recomputed,clogp,tpsa,hbd,hba,rotatable_bonds,qed_recomputed,acid_types,chemistry_soft_pass,rdkit_version
REP_06986,R-348,C#CCOc1ccc(Nc2nc(Nc3ccc(C)c(S(=O)(=O)NC(=O)CC)c3)ncc2F)cc1,IGLNXKVGKIFNBQ-UHFFFAOYSA-N,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,483.52500000000015,3.6382200000000022,122.30999999999999,3,8,9,0.39450694947492215,acyl_sulfonamide,True,2026.03.6
REP_04582,ECENOFLOXACIN,C[C@@]12C[C@H](N)[C@@H]1CN(c1nc3c(cc1F)c(=O)c(C(=O)O)cn3C1CC1)C2,WNVIWAUAXKEKKF-PJFSTRORSA-N,O=c1ccn(C2CC2)c2nc(N3CC4CCC4C3)ccc12,372.40000000000015,1.7422000000000002,101.44999999999999,2,5,3,0.8510704407127719,carboxylate,True,2026.03.6
REP_05679,CANDOXATRIL,COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,ZTWZVMIYIIVABD-OEMFJLHTSA-N,O=C(CCC1(C(=O)NC2CCCCC2)CCCC1)Oc1ccc2c(c1)CCC2,515.6470000000004,4.070000000000002,111.16000000000001,2,6,12,0.24520984064347892,carboxylate,False,2026.03.6
REP_00940,LANIFIBRANOR,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,OQDQIFQRNZIEEJ-UHFFFAOYSA-N,O=S(=O)(c1ccc2ncsc2c1)n1ccc2ccccc21,434.92600000000016,4.548700000000003,89.26,1,5,6,0.4805168891217947,carboxylate,True,2026.03.6
REP_08001,MEVIDALEN HYDROXYBENZOATE,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl.O=C(O)c1ccc(O)cc1,QDACLJAXTYXXBL-KPVRICSOSA-N,O=C(Cc1ccccc1)N1CCc2ccccc2C1.c1ccccc1,588.5280000000004,5.836600000000008,118.30000000000001,4,5,7,0.2757255260035311,carboxylate,False,2026.03.6
REP_05113,PF-06291874,CCC[C@H](Oc1cc(C)c(-n2cc(C(F)(F)F)cn2)c(C)c1)c1ccc(C(=O)NCCC(=O)O)cc1,IBDYYOQKQCCSDP-QFIPXVFZSA-N,c1ccc(COc2ccc(-n3cccn3)cc2)cc1,503.52100000000024,5.632640000000006,93.45,2,4,10,0.3739511738415636,carboxylate,True,2026.03.6
REP_05141,LINTITRIPT,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,ILNRQFBVVQUOLP-UHFFFAOYSA-N,O=C(Nc1nc(-c2ccccc2)cs1)c1cc2ccccc2[nH]1,411.8700000000001,4.755100000000002,84.22,2,4,5,0.495745868197534,carboxylate,True,2026.03.6
REP_01601,ACORAFLOXACIN,COc1c(N2CCC/C(=C(\F)CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,VMKVDAAFMQKZJS-LFIBNONCSA-N,C=C1CCCN(c2ccc3c(=O)ccn(C4CC4)c3c2)C1,419.42800000000017,2.964800000000001,97.78999999999999,2,5,5,0.7734252894744681,carboxylate,True,2026.03.6
REP_02545,ELINOGREL,CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,LGSDFTPAICUONK-UHFFFAOYSA-N,O=C(Nc1ccc(-n2c(=O)[nH]c3ccccc3c2=O)cc1)NS(=O)(=O)c1cccs1,523.9550000000003,3.0851000000000006,142.16,4,7,5,0.3164992103771707,acyl_sulfonamide,False,2026.03.6
REP_03553,SALAZODINE,COc1ccc(NS(=O)(=O)c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)nn1,YFUATOCFMCWUEH-FMQUCBEESA-N,O=S(=O)(Nc1cccnn1)c1ccc(N=Nc2ccccc2)cc1,429.4140000000001,3.105200000000001,163.42999999999995,3,9,7,0.4822121158183954,carboxylate,False,2026.03.6
REP_01310,NRX195183,CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl,PNAWUIKCVQSLFG-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccc2c(c1)CCCC2,437.8700000000001,5.623300000000005,86.63000000000001,3,3,3,0.5809541480614799,carboxylate,True,2026.03.6
REP_06327,VB-201,CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OCCCCC(=O)O,JGGNOCUEWOGWPL-MUUNZHRXSA-N,,581.7720000000003,6.332200000000006,114.35000000000001,1,7,30,0.05944245962512437,carboxylate,False,2026.03.6
REP_05280,VERLUKAST,CN(C)C(=O)CCS[C@H](SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,AXUZQJFHDNNPFG-LHAVAQOQSA-N,C(=Cc1ccc2ccccc2n1)c1ccccc1,515.1000000000001,6.476600000000006,70.5,1,5,11,0.29530986578080354,carboxylate,False,2026.03.6
REP_07874,AZD-9898,COc1nc(N(CC(C)(C)F)c2cc(Cl)c(F)cc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O,RVMWIVNHZMXEHS-UWVGGRQHSA-N,O=C(c1cnc(Nc2ccccc2)cn1)C1CC1,457.8360000000002,4.206400000000004,92.62,1,6,8,0.4686255774177758,carboxylate,True,2026.03.6
REP_00315,CARBENOXOLONE,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,OBZHEBDUNPOCJG-WBXJDKIVSA-N,O=C1C=C2C3CCCCC3CCC2C2CCC3CCCCC3C12,570.7670000000003,6.828300000000008,117.97000000000001,2,5,5,0.34792496364812736,carboxylate,False,2026.03.6
REP_00745,PRADIGASTAT,O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,GXALXAKNHIROPE-QAQDUYKDSA-N,c1cncc(Nc2ccc(-c3ccc(C4CCCCC4)cc3)nc2)c1,455.48000000000013,6.654500000000005,75.11,2,4,6,0.43501225070529376,carboxylate,True,2026.03.6
REP_05543,PRS-211375,CCCCCCC(C)(C)c1cc(O)c([C@H]2CC(=O)[C@H]3C[C@@H]2C3(C)C)c(OC(=O)/C=C/C(=O)O)c1,GSTZHANFXAKPSE-MXTREEOPSA-N,O=C1CC(c2ccccc2)C2CC1C2,470.6060000000003,5.905100000000005,100.9,2,5,10,0.19090704088734206,carboxylate,True,2026.03.6
REP_01494,BALOFLOXACIN,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,MGQLHRYJBWGORO-UHFFFAOYSA-N,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,389.4270000000002,2.3705000000000007,83.8,2,5,5,0.8169563701737155,carboxylate,True,2026.03.6
REP_00748,LINERIXIBAT,CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(=O)O)CC(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1,CZGVOBIGEBDYTP-VSGBNLITSA-N,O=S1(=O)CCNC(c2ccccc2)c2ccccc21,546.6860000000004,3.908100000000002,142.03,4,7,13,0.2940950419606636,carboxylate,False,2026.03.6
REP_00690,LIMAPROST,CCCC[C@H](C)C[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)O,OJZYRQPMEIEQFC-UAWLTFRCSA-N,O=C1CCCC1,380.5250000000002,3.8872000000000027,94.83,3,4,13,0.25594104504524345,carboxylate,False,2026.03.6
REP_03974,FLORANTYRONE,O=C(O)CCC(=O)c1ccc2c(c1)-c1cccc3cccc-2c13,QOBAOSCOLAGPKI-UHFFFAOYSA-N,c1ccc2c(c1)-c1cccc3cccc-2c13,302.32900000000006,4.534700000000003,54.37,1,2,4,0.563229709231592,carboxylate,True,2026.03.6
REP_06973,AMBRUTICIN,CC[C@H]1O[C@@H](/C(C)=C/[C@H](C)/C=C/[C@H]2[C@@H](C)[C@@H]2/C=C/[C@@H]2O[C@H](CC(=O)O)C[C@H](O)[C@H]2O)CC=C1C,TYIXBSJXUFTELJ-LQJOTGEPSA-N,C(=CC1CC=CCO1)CC=CC1CC1C=CC1CCCCO1,474.63800000000026,4.431100000000003,96.22000000000001,3,5,9,0.42795877538131155,carboxylate,True,2026.03.6
REP_04229,PRAZOCILLIN,Cc1cnn(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,XRCKXULNIUSXFZ-HYSWKAIVSA-N,O=C(NC1C(=O)N2CCSC12)c1ccnn1-c1ccccc1,469.3500000000002,2.7328200000000002,104.53000000000002,2,5,4,0.6678601114741575,carboxylate,True,2026.03.6
REP_00944,GLYCOCHOLIC ACID,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,RFDAIACWWDREDC-FRVQLJSFSA-N,C1CCC2C(C1)CCC1C3CCCC3CCC21,465.6310000000003,2.564899999999999,127.09000000000002,5,5,6,0.4102900871309047,carboxylate,True,2026.03.6
