pair,ligand,cls,smiles,label_rule,prep,pA,pB,min_pchembl,heavy,mw,clogp,tpsa,vina_mean,vina_min,rtm_min,rtm_mean,rtm_min_z,gnina_cnn_min
PIK3CA/mTOR,PM48_01,dual,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,theta_6_panel48,rdkit_meeko,8.89,8.28,8.28,26.0,348.36199999999997,2.980200000000001,84.51,9.3765,9.241,50.348824554824034,63.11390527604611,0.3933911226749668,0.9775785208
PIK3CA/mTOR,PM48_02,dual,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,theta_6_panel48,rdkit_meeko,10.72,9.74,9.74,36.0,505.50600000000014,4.841400000000003,106.96000000000001,10.1155,9.282,41.05998691581417,53.61323668709578,-0.9718274474126566,0.7216556072
PIK3CA/mTOR,PM48_03,dual,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,theta_6_panel48,rdkit_meeko,9.4,9.4,9.4,45.0,615.7390000000003,3.022000000000001,128.29,8.0415,7.553,28.668200207364464,32.75496760128296,-1.4001641575198749,0.0709042102
PIK3CA/mTOR,PM48_04,dual,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,theta_6_panel48,rdkit_meeko,8.85,9.35,8.85,36.0,469.5480000000002,5.893780000000005,76.5,10.131499999999999,9.758,43.28573537063512,47.77003819144851,-0.8362608922796358,0.6167758703
PIK3CA/mTOR,PM48_05,dual,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,theta_6_panel48,rdkit_meeko,10.0,8.52,8.52,35.0,513.6490000000003,2.1483999999999996,107.55000000000001,9.4365,9.239,54.49524227171411,65.04137917205725,0.7364084302412524,0.8926404119
PIK3CA/mTOR,PM48_06,dual,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,theta_6_panel48,rdkit_meeko,9.21,8.48,8.48,35.0,498.61300000000034,0.9005200000000009,133.82999999999998,8.7165,8.186,51.43523602187287,59.678988135745094,0.48326579565309896,0.9496158361
PIK3CA/mTOR,PM48_07,dual,Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,theta_6_panel48,rdkit_meeko,8.33,9.6,8.33,32.0,432.4050000000001,5.201900000000003,73.8,9.883500000000002,9.278,44.29881499884208,47.452039648437925,-0.7745559341232089,0.8508214355
PIK3CA/mTOR,PM48_08,dual,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,theta_6_panel48,rdkit_meeko,9.24,8.1,8.1,31.0,425.48900000000026,2.2453200000000004,125.38000000000001,8.388,7.691,51.02573498284316,56.47306951331089,-0.36483067208327125,0.9547696114
PIK3CA/mTOR,PM48_09,dual,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,theta_6_panel48,rdkit_meeko,8.82,7.92,7.92,29.0,411.38800000000026,1.2077999999999998,102.52,8.336500000000001,8.294,63.04510291655762,67.71690676714782,0.9363518617922043,0.9790191054
PIK3CA/mTOR,PM48_10,dual,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,theta_6_panel48,rdkit_meeko,7.85,9.54,7.85,45.0,607.6360000000003,6.831500000000006,71.33000000000001,9.593,9.091,37.20279613544962,40.496198156037245,-0.8055713433987436,0.2280624211
PIK3CA/mTOR,PM48_11,dual,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,theta_6_panel48,rdkit_meeko,7.82,10.04,7.82,23.0,309.333,2.3798000000000004,121.67,8.583,8.005,48.94021028187878,61.83223506120735,0.2768618416676687,0.9514837861
