pair,ligand,cls,gnina_min_mode01,gnina_min_best9,best_cnn_3POZ,best_cnn_3RCD,best_cnn_4JT6,best_cnn_4L23,best_cnn_ACHE,best_cnn_BCHE,best_cnn_PIK3CA,best_cnn_PIK3CB,best_mode_3POZ,best_mode_3RCD,best_mode_4JT6,best_mode_4L23,best_mode_ACHE,best_mode_BCHE,best_mode_PIK3CA,best_mode_PIK3CB,mode01_is_best_3POZ,mode01_is_best_3RCD,mode01_is_best_4JT6,mode01_is_best_4L23,mode01_is_best_ACHE,mode01_is_best_BCHE,mode01_is_best_PIK3CA,mode01_is_best_PIK3CB
PIK3CA/PIK3CB,PAB_065,B_only,0.1530524492,0.2410228103,,,,,,,0.7838039398,0.2410228103,,,,,,,mode_02,mode_05,,,,,,,0,0
PIK3CA/PIK3CB,PAB_066,B_only,0.6993293762,0.7400073409,,,,,,,0.7400073409,0.9682846665,,,,,,,mode_07,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_067,B_only,0.1534289718,0.335082382,,,,,,,0.335082382,0.940828979,,,,,,,mode_07,mode_02,,,,,,,0,0
PIK3CA/PIK3CB,PAB_068,B_only,0.2317592651,0.771048665,,,,,,,0.771048665,0.9480486512,,,,,,,mode_05,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_069,B_only,0.86939013,0.8915825486,,,,,,,0.8915825486,0.9769480228,,,,,,,mode_03,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_070,B_only,0.5099265575,0.6190193892,,,,,,,0.6190193892,0.7551966906,,,,,,,mode_02,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_071,B_only,0.3420448899,0.646209836,,,,,,,0.646209836,0.8147567511,,,,,,,mode_02,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_072,B_only,0.069197692,0.401691854,,,,,,,0.9446315169,0.401691854,,,,,,,mode_02,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_073,B_only,0.4029391408,0.800999701,,,,,,,0.800999701,0.9465840459,,,,,,,mode_08,mode_02,,,,,,,0,0
PIK3CA/PIK3CB,PAB_074,B_only,0.1592486054,0.7117061019,,,,,,,0.7117061019,0.9469755888,,,,,,,mode_05,mode_03,,,,,,,0,0
PIK3CA/PIK3CB,PAB_075,B_only,0.5999590755,0.704349637,,,,,,,0.704349637,0.9128139615,,,,,,,mode_03,mode_02,,,,,,,0,0
PIK3CA/PIK3CB,PAB_076,B_only,0.7774472833,0.7774472833,,,,,,,0.7774472833,0.954041481,,,,,,,mode_01,mode_01,,,,,,,1,1
PIK3CA/PIK3CB,PAB_077,B_only,0.1915377527,0.6537042856,,,,,,,0.6537042856,0.9563322663,,,,,,,mode_02,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_078,B_only,0.3025830686,0.5348613858,,,,,,,0.5348613858,0.9380269051,,,,,,,mode_02,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_079,B_only,0.6618093848,0.8566815257,,,,,,,0.9364311695,0.8566815257,,,,,,,mode_02,mode_02,,,,,,,0,0
PIK3CA/PIK3CB,PAB_080,B_only,0.0633527637,0.5034250617,,,,,,,0.5034250617,0.9027968049,,,,,,,mode_09,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_081,B_only,0.2133438736,0.9510165453,,,,,,,0.9689068198,0.9510165453,,,,,,,mode_06,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_082,B_only,0.263584733,0.9127960205,,,,,,,0.9127960205,0.9751830101,,,,,,,mode_09,mode_05,,,,,,,0,0
PIK3CA/PIK3CB,PAB_083,B_only,0.2408520579,0.4279159307,,,,,,,0.4279159307,0.8726044297,,,,,,,mode_02,mode_02,,,,,,,0,0
PIK3CA/PIK3CB,PAB_084,B_only,0.0642791912,0.0642791912,,,,,,,0.0642791912,0.8633982539,,,,,,,mode_01,mode_01,,,,,,,1,1
PIK3CA/PIK3CB,PAB_085,neither,0.1703220159,0.8033033013,,,,,,,0.8033033013,0.924767375,,,,,,,mode_07,mode_04,,,,,,,0,0
PIK3CA/PIK3CB,PAB_086,neither,0.8657129407,0.9235829711,,,,,,,0.9699888229,0.9235829711,,,,,,,mode_02,mode_05,,,,,,,0,0
PIK3CA/PIK3CB,PAB_087,neither,0.0803141519,0.2376565039,,,,,,,0.2376565039,0.8628764153,,,,,,,mode_04,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_088,neither,0.8296493888,0.8517689705,,,,,,,0.8875276446,0.8517689705,,,,,,,mode_02,mode_06,,,,,,,0,0
PIK3CA/PIK3CB,PAB_089,neither,0.0798481107,0.128357932,,,,,,,0.3432493806,0.128357932,,,,,,,mode_05,mode_08,,,,,,,0,0
PIK3CA/PIK3CB,PAB_090,neither,0.6631239653,0.6631239653,,,,,,,0.8915534019,0.6631239653,,,,,,,mode_01,mode_01,,,,,,,1,1
PIK3CA/PIK3CB,PAB_091,neither,0.1040794104,0.9041016102,,,,,,,0.9498231411,0.9041016102,,,,,,,mode_02,mode_03,,,,,,,0,0
PIK3CA/PIK3CB,PAB_092,neither,0.0220833607,0.2741175294,,,,,,,0.2741175294,0.8698804975,,,,,,,mode_05,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_093,neither,0.2510049641,0.6409397125,,,,,,,0.6409397125,0.9324956536,,,,,,,mode_08,mode_01,,,,,,,0,1
PIK3CA/PIK3CB,PAB_094,neither,0.5145089626,0.843116045,,,,,,,0.843116045,0.9269193411,,,,,,,mode_01,mode_04,,,,,,,1,0
PIK3CA/PIK3CB,PAB_095,neither,0.1966577917,0.5246755481,,,,,,,0.5246755481,0.6971153617,,,,,,,mode_03,mode_03,,,,,,,0,0
PIK3CA/PIK3CB,PAB_096,neither,0.3226477504,0.4310455322,,,,,,,0.4310455322,0.646456182,,,,,,,mode_07,mode_02,,,,,,,0,0
PIK3CA/PIK3CB,PAB_097,neither,0.2948894203,0.886187911,,,,,,,0.886187911,0.9353565574,,,,,,,mode_06,mode_04,,,,,,,0,0
PIK3CA/PIK3CB,PAB_098,neither,0.6715886593,0.9469821453,,,,,,,0.9872099757,0.9469821453,,,,,,,mode_01,mode_07,,,,,,,1,0
PIK3CA/PIK3CB,PAB_099,neither,0.1771208048,0.2848976851,,,,,,,0.2848976851,0.9887786508,,,,,,,mode_03,mode_02,,,,,,,0,0
PIK3CA/PIK3CB,PAB_100,neither,0.2296945006,0.3670827746,,,,,,,0.4248092175,0.3670827746,,,,,,,mode_02,mode_03,,,,,,,0,0
PIK3CA/mTOR,PM48_01,dual,0.4609872997,0.9775785208,,,0.9895522594,0.9775785208,,,,,,,mode_05,mode_02,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_02,dual,0.7216556072,0.7216556072,,,0.8171606064,0.7216556072,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,
PIK3CA/mTOR,PM48_03,dual,0.0465923846,0.0709042102,,,0.0709042102,0.2204590887,,,,,,,mode_08,mode_01,,,,,,,0,1,,,,
PIK3CA/mTOR,PM48_04,dual,0.1106758788,0.6167758703,,,0.8518939614,0.6167758703,,,,,,,mode_01,mode_04,,,,,,,1,0,,,,
PIK3CA/mTOR,PM48_05,dual,0.8822048306,0.8926404119,,,0.9014986157,0.8926404119,,,,,,,mode_02,mode_09,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_06,dual,0.4377960861,0.9496158361,,,0.9887710214,0.9496158361,,,,,,,mode_01,mode_05,,,,,,,1,0,,,,
PIK3CA/mTOR,PM48_07,dual,0.6419526339,0.8508214355,,,0.8799865842,0.8508214355,,,,,,,mode_02,mode_04,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_08,dual,0.8688684702,0.9547696114,,,0.9567308426,0.9547696114,,,,,,,mode_01,mode_02,,,,,,,1,0,,,,
PIK3CA/mTOR,PM48_09,dual,0.4076764286,0.9790191054,,,0.9921991229,0.9790191054,,,,,,,mode_04,mode_01,,,,,,,0,1,,,,
PIK3CA/mTOR,PM48_10,dual,0.1856712997,0.2280624211,,,0.3043084741,0.2280624211,,,,,,,mode_06,mode_01,,,,,,,0,1,,,,
PIK3CA/mTOR,PM48_11,dual,0.8197205067,0.9514837861,,,0.9514837861,0.9827796221,,,,,,,mode_02,mode_02,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_12,dual,0.9377791286,0.9866927266,,,0.9866927266,0.9883172512,,,,,,,mode_04,mode_01,,,,,,,0,1,,,,
PIK3CA/mTOR,PM48_13,dual,0.090602912,0.091012232,,,0.4981158078,0.091012232,,,,,,,mode_03,mode_03,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_14,dual,0.9685269594,0.9685269594,,,0.9970422983,0.9685269594,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,
PIK3CA/mTOR,PM48_15,dual,0.9181731939,0.9825943708,,,0.9923573732,0.9825943708,,,,,,,mode_04,mode_01,,,,,,,0,1,,,,
PIK3CA/mTOR,PM48_16,dual,0.9448019266,0.94898808,,,0.94898808,0.9920781255,,,,,,,mode_02,mode_01,,,,,,,0,1,,,,
PIK3CA/mTOR,PM48_17,dual,0.225269869,0.604614079,,,0.604614079,0.9124653339,,,,,,,mode_04,mode_06,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_18,dual,0.7447947264,0.9598079324,,,0.9598079324,0.9756109118,,,,,,,mode_09,mode_02,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_19,A_only,0.0590108633,0.2413648665,,,0.2413648665,0.31369102,,,,,,,mode_09,mode_05,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_20,A_only,0.9086145759,0.9152047038,,,0.9152047038,0.9380827546,,,,,,,mode_04,mode_02,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_21,A_only,0.9910200834,0.9910200834,,,0.9960688353,0.9910200834,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,
PIK3CA/mTOR,PM48_22,A_only,0.1167478785,0.210174039,,,0.2431642562,0.210174039,,,,,,,mode_04,mode_09,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_23,A_only,0.9809367061,0.9809367061,,,0.9809367061,0.9836115241,,,,,,,mode_01,mode_03,,,,,,,1,0,,,,
PIK3CA/mTOR,PM48_24,A_only,0.8934267163,0.8934267163,,,0.8934267163,0.9787858129,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,
PIK3CA/mTOR,PM48_25,A_only,0.0555923693,0.1056556553,,,0.1744297743,0.1056556553,,,,,,,mode_01,mode_06,,,,,,,1,0,,,,
PIK3CA/mTOR,PM48_26,A_only,0.9366942048,0.9597636461,,,0.9597636461,0.9816000462,,,,,,,mode_02,mode_03,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_27,A_only,0.0272359475,0.446585834,,,0.4534995854,0.446585834,,,,,,,mode_06,mode_03,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_28,A_only,0.9669576287,0.9682101011,,,0.976390779,0.9682101011,,,,,,,mode_02,mode_02,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_29,A_only,0.3635857105,0.8038420677,,,0.8038420677,0.9885821939,,,,,,,mode_07,mode_02,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_30,A_only,0.0308605433,0.683470428,,,0.7436326146,0.683470428,,,,,,,mode_01,mode_07,,,,,,,1,0,,,,
PIK3CA/mTOR,PM48_31,A_only,0.0902190357,0.410110265,,,0.6256671548,0.410110265,,,,,,,mode_07,mode_07,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_32,A_only,0.1391774863,0.4062016606,,,0.5368577838,0.4062016606,,,,,,,mode_01,mode_09,,,,,,,1,0,,,,
PIK3CA/mTOR,PM48_33,B_only,0.5052720904,0.712882638,,,0.9566705823,0.712882638,,,,,,,mode_02,mode_07,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_34,B_only,0.4818203747,0.64134866,,,0.64134866,0.8435883522,,,,,,,mode_02,mode_01,,,,,,,0,1,,,,
PIK3CA/mTOR,PM48_35,B_only,0.799452126,0.799452126,,,0.9110450745,0.799452126,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,
PIK3CA/mTOR,PM48_36,B_only,0.4781777263,0.679153204,,,0.679153204,0.7852814198,,,,,,,mode_01,mode_05,,,,,,,1,0,,,,
PIK3CA/mTOR,PM48_37,B_only,0.0189900622,0.4771305621,,,0.4771305621,0.5876685381,,,,,,,mode_03,mode_07,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_38,B_only,0.914253056,0.914253056,,,0.9514246583,0.914253056,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,
PIK3CA/mTOR,PM48_39,B_only,0.1137549803,0.8026743531,,,0.9838197827,0.8026743531,,,,,,,mode_02,mode_06,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_40,B_only,0.1873476505,0.8442069292,,,0.8442069292,0.9622204304,,,,,,,mode_03,mode_03,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_41,B_only,0.1057445481,0.2952688634,,,0.2952688634,0.6429110765,,,,,,,mode_02,mode_04,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_42,B_only,0.2425189018,0.5089027286,,,0.5089027286,0.8796798587,,,,,,,mode_03,mode_03,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_43,B_only,0.327662766,0.8941611052,,,0.9517967105,0.8941611052,,,,,,,mode_01,mode_03,,,,,,,1,0,,,,
PIK3CA/mTOR,PM48_44,B_only,0.2376830876,0.735376358,,,0.735376358,0.8615844846,,,,,,,mode_05,mode_03,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_45,neither,0.6303679943,0.938960433,,,0.938960433,0.9547918439,,,,,,,mode_04,mode_02,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_46,neither,0.20024845,0.6220180988,,,0.6220180988,0.9219772816,,,,,,,mode_05,mode_05,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_47,neither,0.5195754766,0.9365316033,,,0.9365316033,0.9584169984,,,,,,,mode_04,mode_03,,,,,,,0,0,,,,
PIK3CA/mTOR,PM48_48,neither,0.3816023469,0.9144920707,,,0.9303123951,0.9144920707,,,,,,,mode_04,mode_03,,,,,,,0,0,,,,
EGFR/HER2,EH40_01,dual,0.1327618212,0.8840889931,0.8840889931,0.9308777452,,,,,,,mode_07,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_02,dual,0.7038944364,0.8502423167,0.8502423167,0.8697142601,,,,,,,mode_05,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_03,dual,0.0439803153,0.2932597697,0.3229377866,0.2932597697,,,,,,,mode_01,mode_02,,,,,,,1,0,,,,,,
EGFR/HER2,EH40_04,dual,0.1273794323,0.2035463154,0.3991374969,0.2035463154,,,,,,,mode_05,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_05,dual,0.2568681836,0.8722106814,0.9198132157,0.8722106814,,,,,,,mode_06,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_06,dual,0.0550996065,0.6998056173,0.6998056173,0.9532748461,,,,,,,mode_06,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_07,dual,0.1521191299,0.439724952,0.7327436209,0.439724952,,,,,,,mode_08,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_08,dual,0.2107915729,0.5692833662,0.5692833662,0.8009074926,,,,,,,mode_02,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_09,dual,0.0565288849,0.1517282575,0.3626955152,0.1517282575,,,,,,,mode_03,mode_05,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_10,dual,0.1458131373,0.1656993926,0.1656993926,0.8553891778,,,,,,,mode_02,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_11,dual,0.4323726296,0.5392256975,0.7019101381,0.5392256975,,,,,,,mode_07,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_12,dual,0.4998507798,0.5872070193,0.9178839922,0.5872070193,,,,,,,mode_02,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_13,dual,0.09741918,0.2651501298,0.4828032553,0.2651501298,,,,,,,mode_03,mode_04,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_14,dual,0.5501207113,0.5501207113,0.5501207113,0.5923931599,,,,,,,mode_01,mode_07,,,,,,,1,0,,,,,,
EGFR/HER2,EH40_15,dual,0.0797948316,0.8862076998,0.8862076998,0.8935677409,,,,,,,mode_09,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_16,A_only,0.115249075,0.1330377012,0.7668889761,0.1330377012,,,,,,,mode_04,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_17,A_only,0.1827307642,0.1827307642,0.2452256233,0.1827307642,,,,,,,mode_09,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_18,A_only,0.3953896165,0.626434803,0.6801264286,0.626434803,,,,,,,mode_02,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_19,A_only,0.2485249788,0.2485249788,0.2745919526,0.2485249788,,,,,,,mode_05,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_20,A_only,0.1435985714,0.177113995,0.2328980267,0.177113995,,,,,,,mode_07,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_21,A_only,0.1290981472,0.1507405192,0.1507405192,0.6151255369,,,,,,,mode_06,mode_05,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_22,A_only,0.0765448883,0.7677553296,0.7677553296,0.7678081989,,,,,,,mode_07,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_23,A_only,0.2068231255,0.7865078449,0.7865078449,0.816481173,,,,,,,mode_06,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_24,A_only,0.274058044,0.6686756611,0.6686756611,0.8063154221,,,,,,,mode_02,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_25,A_only,0.1897766888,0.7834923863,0.7834923863,0.9103206396,,,,,,,mode_06,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_26,A_only,0.1359486282,0.878395021,0.878395021,0.9466865659,,,,,,,mode_08,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_27,A_only,0.1429942399,0.6062709689,0.6062709689,0.7428929806,,,,,,,mode_03,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_28,B_only,0.8894422054,0.9321275949,0.9582284093,0.9321275949,,,,,,,mode_01,mode_02,,,,,,,1,0,,,,,,
EGFR/HER2,EH40_29,B_only,0.29515481,0.29515481,0.8173196912,0.29515481,,,,,,,mode_05,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_30,B_only,0.0889552087,0.452660203,0.6696352363,0.452660203,,,,,,,mode_04,mode_04,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_31,B_only,0.0322324783,0.7740440965,0.7740440965,0.8314228058,,,,,,,mode_07,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_32,B_only,0.1501805037,0.2488914579,0.2488914579,0.7702799439,,,,,,,mode_07,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_33,B_only,0.3252042532,0.3252042532,0.3252042532,0.4829194546,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,,,
EGFR/HER2,EH40_34,B_only,0.3247387707,0.7955318093,0.8385308385,0.7955318093,,,,,,,mode_06,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH40_35,B_only,0.0778261125,0.7804031372,0.8111672997,0.7804031372,,,,,,,mode_02,mode_04,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_36,B_only,0.0700019225,0.7354686856,0.7986811399,0.7354686856,,,,,,,mode_02,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_37,B_only,0.8288607597,0.8288607597,0.8288607597,0.8975137472,,,,,,,mode_01,mode_02,,,,,,,1,0,,,,,,
EGFR/HER2,EH40_38,neither,0.1091482788,0.1665873826,0.6312627196,0.1665873826,,,,,,,mode_04,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_39,neither,0.2047766894,0.4371072948,0.7386897206,0.4371072948,,,,,,,mode_04,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH40_40,neither,0.2801468968,0.4511547983,0.4860238433,0.4511547983,,,,,,,mode_08,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_041,dual,0.1491088569,0.3353167176,0.4246512353,0.3353167176,,,,,,,mode_04,mode_08,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_042,dual,0.3010781109,0.6967961788,0.9380172491,0.6967961788,,,,,,,mode_05,mode_07,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_043,dual,0.0803335607,0.1542371809,0.3481786549,0.1542371809,,,,,,,mode_01,mode_02,,,,,,,1,0,,,,,,
EGFR/HER2,EH120_044,dual,0.2041749656,0.2041749656,0.2259627134,0.2041749656,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,,,
EGFR/HER2,EH120_045,dual,0.6766639352,0.9177952409,0.9177952409,0.9722064137,,,,,,,mode_08,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_046,dual,0.22914505,0.258818388,0.5777535439,0.258818388,,,,,,,mode_03,mode_08,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_047,dual,0.0791117698,0.2282857448,0.3233411312,0.2282857448,,,,,,,mode_01,mode_03,,,,,,,1,0,,,,,,
EGFR/HER2,EH120_048,dual,0.2549934387,0.4483202696,0.4483202696,0.4706526399,,,,,,,mode_08,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_049,dual,0.0573451519,0.2198264301,0.2561549842,0.2198264301,,,,,,,mode_03,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_050,dual,0.079626441,0.3349354863,0.6034842134,0.3349354863,,,,,,,mode_07,mode_08,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_051,dual,0.075138092,0.8421007991,0.8421007991,0.8972626328,,,,,,,mode_03,mode_05,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_052,dual,0.1997342706,0.2531304657,0.2531304657,0.6614532471,,,,,,,mode_05,mode_04,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_053,dual,0.0943190306,0.844892621,0.844892621,0.9453941584,,,,,,,mode_07,mode_06,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_054,A_only,0.1834327132,0.4731277823,0.4731277823,0.7299824357,,,,,,,mode_09,mode_05,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_055,A_only,0.0999023616,0.4565577507,0.4565577507,0.8226025701,,,,,,,mode_06,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_056,A_only,0.0547974147,0.5449162722,0.5449162722,0.6342391372,,,,,,,mode_09,mode_04,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_057,A_only,0.163311258,0.8616606593,0.8616606593,0.8842472434,,,,,,,mode_08,mode_04,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_058,A_only,0.0518747158,0.1222666353,0.3394026756,0.1222666353,,,,,,,mode_03,mode_09,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_059,A_only,0.0740587339,0.2439608723,0.2439608723,0.5007033348,,,,,,,mode_03,mode_05,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_060,A_only,0.1144215465,0.3451068997,0.3451068997,0.7112437487,,,,,,,mode_06,mode_05,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_061,A_only,0.8230549097,0.8467622399,0.8467622399,0.8800686598,,,,,,,mode_06,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_062,A_only,0.796094358,0.8640787005,0.8746845126,0.8640787005,,,,,,,mode_01,mode_05,,,,,,,1,0,,,,,,
EGFR/HER2,EH120_063,A_only,0.2430639267,0.2430639267,0.724535048,0.2430639267,,,,,,,mode_07,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_064,A_only,0.1475974619,0.5480173826,0.5480173826,0.8711896539,,,,,,,mode_03,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_065,A_only,0.1116432324,0.3582755923,0.3582755923,0.5773419142,,,,,,,mode_08,mode_04,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_066,A_only,0.0542883091,0.14274472,0.4963017106,0.14274472,,,,,,,mode_08,mode_09,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_067,A_only,0.2102493644,0.4938386083,0.6238861084,0.4938386083,,,,,,,mode_09,mode_08,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_068,A_only,0.479894489,0.7150743008,0.7150743008,0.7300184369,,,,,,,mode_03,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_069,A_only,0.1242464036,0.2270092517,0.2270092517,0.5369195342,,,,,,,mode_01,mode_07,,,,,,,1,0,,,,,,
EGFR/HER2,EH120_070,A_only,0.2065150142,0.243406862,0.4701609313,0.243406862,,,,,,,mode_01,mode_04,,,,,,,1,0,,,,,,
EGFR/HER2,EH120_071,A_only,0.0851972848,0.9073238969,0.9268081784,0.9073238969,,,,,,,mode_03,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_072,A_only,0.8584518433,0.8909302354,0.9226807952,0.8909302354,,,,,,,mode_01,mode_02,,,,,,,1,0,,,,,,
EGFR/HER2,EH120_073,A_only,0.093466863,0.7483292222,0.8000435829,0.7483292222,,,,,,,mode_06,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_074,A_only,0.2278258651,0.7926552892,0.7926552892,0.8245245218,,,,,,,mode_02,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_075,A_only,0.2938361466,0.807682395,0.807682395,0.8981323242,,,,,,,mode_07,mode_01,,,,,,,0,1,,,,,,
EGFR/HER2,EH120_076,A_only,0.2533412874,0.4827498198,0.577532053,0.4827498198,,,,,,,mode_08,mode_08,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_077,A_only,0.0900872946,0.3289752007,0.3289752007,0.5478336215,,,,,,,mode_03,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_078,A_only,0.0334165618,0.0975356996,0.218609482,0.0975356996,,,,,,,mode_04,mode_03,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_079,A_only,0.163490653,0.6454520226,0.6454520226,0.9086981416,,,,,,,mode_03,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_080,B_only,0.0675732493,0.494966805,0.494966805,0.8451513648,,,,,,,mode_08,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_081,B_only,0.9023982882,0.9023982882,0.9138985872,0.9023982882,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,,,
EGFR/HER2,EH120_082,B_only,0.2694380283,0.8800990582,0.9495227337,0.8800990582,,,,,,,mode_03,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_083,B_only,0.7666980624,0.7738403082,0.7852312922,0.7738403082,,,,,,,mode_01,mode_04,,,,,,,1,0,,,,,,
EGFR/HER2,EH120_084,B_only,0.7442518473,0.8238812089,0.9233541489,0.8238812089,,,,,,,mode_01,mode_02,,,,,,,1,0,,,,,,
EGFR/HER2,EH120_085,B_only,0.8457440734,0.8457440734,0.8457440734,0.9207874537,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,,,
EGFR/HER2,EH120_086,B_only,0.3154217005,0.4000811875,0.499796927,0.4000811875,,,,,,,mode_04,mode_02,,,,,,,0,0,,,,,,
EGFR/HER2,EH120_087,B_only,0.7500246167,0.7500246167,0.9319669008,0.7500246167,,,,,,,mode_01,mode_01,,,,,,,1,1,,,,,,
