pair,arm,ligand_id,scaffold,fold_id,class,n_splits
JAK1/JAK2,D_vs_A,J1J2_095,O=c1[nH]ccc2c1c(Nc1ccc3c(c1)CNS3(=O)=O)nn2C1CCNCC1,4,dual,5
JAK1/JAK2,D_vs_A,J1J2_096,O=C(Nc1cn(CC(=O)N2CCNCC2)nc1-c1ccc2ccccc2c1)c1cnn2cccnc12,2,dual,5
JAK1/JAK2,D_vs_B,J1J2_033,C1=CCn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)COC1,0,B_only,5
JAK1/JAK2,D_vs_B,J1J2_034,C1=CCOCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)COC1,2,B_only,5
JAK1/JAK2,D_vs_B,J1J2_035,C1=CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)COC1,1,B_only,5
JAK1/JAK2,D_vs_B,J1J2_036,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,3,B_only,5
JAK1/JAK2,D_vs_B,J1J2_037,C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)COC1,1,B_only,5
JAK1/JAK2,D_vs_B,J1J2_038,C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)COC1,1,B_only,5
JAK1/JAK2,D_vs_B,J1J2_039,c1cc(-c2cncs2)nc(Nc2ccc(N3CCOCC3)cc2)n1,4,B_only,5
JAK1/JAK2,D_vs_B,J1J2_040,c1cc2c(NC3CCNCC3)c(-c3cn[nH]c3)cnc2[nH]1,0,B_only,5
JAK1/JAK2,D_vs_B,J1J2_041,C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)COC1,1,B_only,5
JAK1/JAK2,D_vs_B,J1J2_042,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,3,B_only,5
JAK1/JAK2,D_vs_B,J1J2_043,c1cnc2cc(-c3ccn4ccnc4c3)nc(-c3ccn(C4CNC4)n3)c2c1,3,B_only,5
JAK1/JAK2,D_vs_B,J1J2_044,c1cc2c(-c3cn[nH]c3)nc(-c3cn[nH]c3)cn2n1,0,B_only,5
JAK1/JAK2,D_vs_B,J1J2_045,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(C4CCCO4)c3)cn2n1,3,B_only,5
JAK1/JAK2,D_vs_B,J1J2_046,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(C4CCNCC4)c3)cn2n1,4,B_only,5
JAK1/JAK2,D_vs_B,J1J2_047,O=c1[nH][nH]cc1-c1cn2nccc2c(-c2cnn(C3CCC3)c2)n1,2,B_only,5
JAK1/JAK2,D_vs_B,J1J2_048,O=C1NCCC1NCCn1cc(-c2cn3nccc3c(-c3cn[nH]c3)n2)cn1,4,B_only,5
JAK1/JAK2,D_vs_B,J1J2_049,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(CC4CCCN4)c3)cn2n1,3,B_only,5
JAK1/JAK2,D_vs_B,J1J2_050,c1cc2c(-c3cn[nH]c3)nc(-c3cn[nH]c3)cn2n1,0,B_only,5
JAK1/JAK2,D_vs_B,J1J2_051,c1cc2c(-c3cn[nH]c3)nc(-c3cn[nH]c3)cn2n1,0,B_only,5
JAK1/JAK2,D_vs_B,J1J2_052,c1cnc2cc(-c3cc[nH]n3)nc(-c3ccn(C4CCC4)n3)c2c1,0,B_only,5
JAK1/JAK2,D_vs_B,J1J2_053,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(CCN4CCCCC4)c3)cn2n1,2,B_only,5
JAK1/JAK2,D_vs_B,J1J2_054,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(CCN4CCCC4)c3)cn2n1,1,B_only,5
JAK1/JAK2,D_vs_B,J1J2_055,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(C4CCCC4)c3)cn2n1,2,B_only,5
JAK1/JAK2,D_vs_B,J1J2_056,O=S1(=O)CCC(n2cc(-c3cn4nccc4c(-c4cn[nH]c4)n3)cn2)CC1,3,B_only,5
JAK1/JAK2,D_vs_B,J1J2_057,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(CCN4CCOCC4)c3)cn2n1,4,B_only,5
JAK1/JAK2,D_vs_B,J1J2_058,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(CC4CCCN4)c3)cn2n1,3,B_only,5
JAK1/JAK2,D_vs_B,J1J2_059,O=C1CNCCN1CCn1cc(-c2cn3nccc3c(-c3cn[nH]c3)n2)cn1,0,B_only,5
JAK1/JAK2,D_vs_B,J1J2_060,O=C(Nc1ccc2cnccc2c1)C1CC1c1ccc(S(=O)(=O)Nc2ccccn2)cc1,2,B_only,5
JAK1/JAK2,D_vs_B,J1J2_061,c1cc2c(-c3cn[nH]c3)nc(-c3cn[nH]c3)cn2n1,0,B_only,5
JAK1/JAK2,D_vs_B,J1J2_062,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(CCCN4CCC4)c3)cn2n1,3,B_only,5
JAK1/JAK2,D_vs_B,J1J2_063,c1cc2c(-c3cn[nH]c3)nc(-c3cn[nH]c3)cn2n1,0,B_only,5
JAK1/JAK2,D_vs_B,J1J2_064,c1cnc2cc(-c3c[nH]nn3)cc(-c3cnn(C4CCC4)n3)c2c1,1,B_only,5
JAK1/JAK2,D_vs_B,J1J2_065,c1cc(C2CC2)ccc1Nc1ccn(C2CCCCC2)n1,0,dual,5
JAK1/JAK2,D_vs_B,J1J2_066,c1ccc(Nc2ccn(C3CCCCC3)n2)cc1,2,dual,5
JAK1/JAK2,D_vs_B,J1J2_067,O=S(=O)(CC1CCC(Nc2ncnc3[nH]ccc23)CC1)N1CCCC1,2,dual,5
JAK1/JAK2,D_vs_B,J1J2_068,O=S(=O)(CC1CCC(Nc2ncnc3[nH]ccc23)CC1)N1CCCCC1,3,dual,5
JAK1/JAK2,D_vs_B,J1J2_069,O=S1(=O)C=Cc2cc(Nc3ccn(C4CCCCC4)n3)ccc21,0,dual,5
JAK1/JAK2,D_vs_B,J1J2_070,c1ccc(Nc2ccn(C3CCC(N4CCC4)CC3)n2)cc1,3,dual,5
JAK1/JAK2,D_vs_B,J1J2_071,O=c1[nH]cc(-c2cc(C3CCOCC3)[nH]n2)c2[nH]ncc12,1,dual,5
JAK1/JAK2,D_vs_B,J1J2_072,c1ccc2ncc(CN3CCC(N4CC(n5cc(-c6ncnc7[nH]ccc67)cn5)C4)CC3)cc2c1,4,dual,5
JAK1/JAK2,D_vs_B,J1J2_073,O=C(Nc1cn(CC(=O)N2CC3CNCC3C2)nc1-c1ccccc1)c1cnn2cccnc12,0,dual,5
JAK1/JAK2,D_vs_B,J1J2_074,O=C(Nc1ccccn1)N1CCC(N2CC(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)CC1,0,dual,5
JAK1/JAK2,D_vs_B,J1J2_075,O=C(c1ccccc1)N1CCC(N2CC(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)CC1,2,dual,5
JAK1/JAK2,D_vs_B,J1J2_076,O=C(Nc1nc2cccc(C3CCC(NC(=O)C4CC4)CC3)n2n1)C1CC1,4,dual,5
JAK1/JAK2,D_vs_B,J1J2_077,c1ccc(Nc2ccnc(Nc3ccccn3)c2)cc1,4,dual,5
JAK1/JAK2,D_vs_B,J1J2_078,c1ccc(CN2CCC(Nc3ccnc4[nH]ccc34)CC2)cc1,2,dual,5
JAK1/JAK2,D_vs_B,J1J2_079,O=C(NC1CCNCC1)c1ccc(Nc2nc3c(C4=CCN(C(=O)C5CCCC5)CC4)cccn3n2)cc1,4,dual,5
JAK1/JAK2,D_vs_B,J1J2_080,O=C(NCCc1ccccn1)C1CCN(c2ncnc3[nH]ccc23)CC12CC2,1,dual,5
JAK1/JAK2,D_vs_B,J1J2_081,O=C(c1ccccc1)N1CCC(N2CC(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)CC1,2,dual,5
JAK1/JAK2,D_vs_B,J1J2_082,c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1,1,dual,5
JAK1/JAK2,D_vs_B,J1J2_083,c1ccn2ncc(-c3nccc(NC4CCCNC4)n3)c2c1,4,dual,5
JAK1/JAK2,D_vs_B,J1J2_084,c1ccc(-c2nc(NCc3cnccn3)c3cn[nH]c3n2)cc1,3,dual,5
JAK1/JAK2,D_vs_B,J1J2_085,O=S(=O)(Nc1ccccc1CNc1nc(-c2ccccc2)cc2[nH]ncc12)c1ccccc1,1,dual,5
JAK1/JAK2,D_vs_B,J1J2_086,O=C(NCC1CCCC1)C1CCN(c2ncnc3[nH]ccc23)CC12CC2,2,dual,5
JAK1/JAK2,D_vs_B,J1J2_087,O=C(c1ccc(Nc2nc3c(C4=CCNCC4)cccn3n2)cc1)N1CCCCC1c1cccnc1,3,dual,5
JAK1/JAK2,D_vs_B,J1J2_088,O=C(Cn1cc(Nc2nc3c(N4CC5CCC(C4)N5C(=O)C4CCCC4)cccn3n2)cn1)N1CCNCC1,3,dual,5
JAK1/JAK2,D_vs_B,J1J2_089,c1ccc(Nc2cnc(-c3ccccc3)o2)cc1,1,dual,5
JAK1/JAK2,D_vs_B,J1J2_090,c1nc(NC2CC3CNCC3C2)c2cc[nH]c2n1,2,dual,5
JAK1/JAK2,D_vs_B,J1J2_091,O=C(Nc1c[nH]nc1-c1ccccc1)c1cncc2[nH]cnc12,4,dual,5
JAK1/JAK2,D_vs_B,J1J2_092,c1ccc(-c2ccc(-c3ccncn3)[nH]2)cc1,4,dual,5
JAK1/JAK2,D_vs_B,J1J2_093,O=c1[nH]ccc2c1c(Nc1ccc(CN3CCC3)cc1)nn2C1CCCOC1,2,dual,5
JAK1/JAK2,D_vs_B,J1J2_094,O=C(c1ccc(Nc2nc3c(C4=CCNCC4)cccn3n2)cc1)N1CCN(Cc2cccnc2)CC1,1,dual,5
JAK1/JAK2,D_vs_B,J1J2_095,O=c1[nH]ccc2c1c(Nc1ccc3c(c1)CNS3(=O)=O)nn2C1CCNCC1,4,dual,5
JAK1/JAK2,D_vs_B,J1J2_096,O=C(Nc1cn(CC(=O)N2CCNCC2)nc1-c1ccc2ccccc2c1)c1cnn2cccnc12,1,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_001,O=C1CCN(c2nccc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)n2)CC1,3,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_002,O=S(=O)(NC1CC(Nc2ncnc3[nH]ccc23)C1)C1CCC1,2,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_003,O=S(=O)(NC1CC(Nc2ncnc3[nH]ccc23)C1)N1CCCC1,1,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_004,c1nc(NC2CCC2)c2cc[nH]c2n1,0,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_005,c1ccc(-c2nc3c(NCC4CCNCC4)ccnc3[nH]2)cc1,0,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_006,O=C(Nc1ccccc1)c1cccc(Nc2nc(-c3cccnc3)nc3[nH]ncc23)c1,1,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_007,c1nc(-c2ccc3c(c2)CCC3)c2cc[nH]c2n1,0,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_008,c1nc(-c2ccc3c(c2)CCC3)c2cc[nH]c2n1,0,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_009,c1ccc(CN2CCC(Nc3c(-c4cc[nH]c4)cnc4[nH]ccc34)CC2)cc1,3,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_010,O=C(NCCc1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC12CC2,3,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_011,c1ccc(OC2CN(c3cccc(-c4ccccc4)n3)C2)cc1,1,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_012,c1ccc(-c2nccc(NCCC3CC3)n2)cc1,4,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_013,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)NC1CCOC1,2,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_014,c1ccc(N2CCC3CCN(c4ncnc5[nH]ccc45)CC3C2)nc1,1,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_015,c1ccc(-c2nc(NCc3cnccn3)c3cn[nH]c3n2)cc1,1,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_016,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)N1CC2(COC2)C1,3,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_017,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)N1CC2CC2C1,2,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_018,c1ccc(-c2nc(NCCC3CC3)c3cn[nH]c3n2)cc1,2,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_019,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)N1CCCC1,0,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_020,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)N1CCNCC1,3,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_021,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)N1CC2(CCO2)C1,4,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_022,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)N1CCC2(CC1)CC2,1,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_023,c1ccc(N2CCC3CCN(c4ncnc5[nH]ccc45)CC3C2)nc1,1,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_024,O=S(=O)(Nc1ccccc1CNc1nc(-c2ccccc2)nc2[nH]ncc12)c1ccccc1,0,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_025,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)C1CN(C2CCC2)C1,0,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_026,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)NCc1ccncc1,1,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_027,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)N1CCCCC1,4,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_028,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,3,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_029,O=S(=O)(CCC1CCCC1)CC1CC(Nc2ncnc3[nH]ccc23)C1,3,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_030,c1ccc(-c2cc3[nH]ncc3c(NCc3cccnc3)n2)cc1,0,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_031,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)NCc1cnccn1,0,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_032,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1,3,A_only,5
JAK1/TYK2,D_vs_A,J1TYK2_065,C1=CCOCc2ccc(s2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)CNC1,2,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_066,c1ccc(CN2CCC(n3cnc4cnc5[nH]ccc5c43)CC2)cc1,2,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_067,c1cc2c(ncc3nnn(C4CCCCC4)c32)[nH]1,3,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_068,O=C(Nc1scnc1-c1ccccc1)c1cnn2cccnc12,4,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_069,c1ccc(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,0,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_070,O=C1NCN(C2CCCCC2)c2c1cnc1[nH]ccc21,1,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_071,c1cc2c(ncn3nnc(C4CCC(CNC5CC5)CC4)c23)[nH]1,2,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_072,c1cc(NC2CC3CNCC3C2)nc(Nc2cn[nH]c2)n1,2,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_073,c1cc2c(ncn3nnc(C4CCCCC4)c23)[nH]1,1,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_074,O=C1NCN(C2CCC(CNC3CC3)CC2)c2c1cnc1[nH]ccc21,2,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_075,c1ccc(-c2cc3c(NC4CCCC4)ccnn3c2)cc1,4,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_076,c1cc(-c2cc3c(NC4CCCC4)ccnn3c2)ccn1,4,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_077,c1ccc(-c2ccc3cn[nH]c3c2)cc1,3,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_078,c1ccc(Nc2ccnc(Nc3ccccn3)c2)cc1,3,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_079,O=C(CNC(=O)C1CCN(c2ncnc3[nH]ccc23)CC12CC2)OCc1ccccc1,1,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_080,c1cc(N2CC3CCC(C2)N3)nc(Nc2cn[nH]c2)n1,3,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_081,O=C(Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1)NC1CCCCC1,0,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_082,c1ccc(Nc2ccnc(Nc3cn[nH]c3)n2)cc1,2,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_083,c1cc2c(-c3cn[nH]c3)nc(-c3cn[nH]c3)cn2n1,0,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_084,O=C(Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1)Nc1ccccc1,4,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_085,c1cncc(CN2C3CCC2CC(Nc2nc(Nc4cc[nH]n4)cc4ncccc24)C3)c1,4,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_086,c1ccc(CNc2cccc(-c3ccccc3)n2)cc1,1,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_087,c1cnc2cc(Nc3cc[nH]n3)nc(NC3CC4CCCC(C3)N4)c2c1,4,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_088,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(C4CCC4)c3)cn2n1,4,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_089,O=S(=O)(CC1CC(Nc2ncnc3[nH]ccc23)C1)c1ccccc1,4,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_090,O=C(NCc1ccccn1)C1CCN(c2ncnc3[nH]ccc23)CC12CC2,2,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_091,c1cnc2cc(-c3cn[nH]c3)nc(-c3cc(C4CNC4)no3)c2c1,4,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_093,c1cc(Nc2cc3nc(CN4CCOCC4)ccc3c(NC3CC4CCCC(C3)N4)n2)n[nH]1,1,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_094,c1cnc2cc(Nc3cc[nH]n3)nc(NC3CC4CCC(C3)N4)c2c1,2,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_095,c1cnc2cc(Nc3cc[nH]n3)nc(NC3CC4CCC(C3)N4)c2c1,2,dual,5
JAK1/TYK2,D_vs_A,J1TYK2_096,O=C(Nc1nc(Nc2ccccc2)cc2[nH]cnc12)C1CC1,0,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_033,C1=CCn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)COC1,4,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_034,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,2,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_035,c1cc(-c2cncs2)nc(Nc2ccc(N3CCOCC3)cc2)n1,4,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_036,c1ccc(-c2c[nH]c3cnccc23)nc1,1,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_037,c1cc(-c2c[nH]c3cnccc23)nc(C2CCOC2)c1,1,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_038,c1ccc(-c2c[nH]c3cnccc23)nc1,1,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_039,C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)COC1,0,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_040,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,3,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_041,c1cnc2cc(-c3ncc[nH]3)nc(-c3ccn(C4CNC4)n3)c2c1,4,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_042,c1cnc2cc(-c3ccn4ccnc4c3)nc(-c3ccn(C4CNC4)n3)c2c1,2,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_043,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(C4CCCO4)c3)cn2n1,2,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_044,c1cc2c(-c3cn[nH]c3)nc(-c3cn[nH]c3)cn2n1,0,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_045,c1cnc2cc(-c3c[nH]cn3)nc(-c3ccn(C4CNC4)n3)c2c1,1,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_046,c1cnc2cc(-c3cn[nH]c3)cc(-c3cnn(C4CCC4)n3)c2c1,1,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_047,O=C(C1CC1)N1C2CC1CN(c1ccnc(Nc3ccccc3)n1)C2,3,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_048,c1cnc2cc(-c3cnco3)nc(-c3ccn(C4CNC4)n3)c2c1,4,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_049,c1cc2c(-c3cn[nH]c3)nc(-c3cn[nH]c3)cn2n1,0,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_050,c1cnc2cc(-c3cc[nH]n3)cc(-c3ccn(C4CNC4)n3)c2c1,0,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_051,O=S1(=O)CCC(Cn2cc(-c3cn4nccc4c(-c4cn[nH]c4)n3)cn2)CC1,2,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_052,c1cnc2cc(-c3cn[nH]c3)nc(-n3ccc(C4CNC4)n3)c2c1,3,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_053,c1cc2c(-c3cnn(C4CCC4)c3)nc(-c3c[nH]nn3)cn2n1,3,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_054,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(CCN4CCCC4)c3)cn2n1,0,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_055,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(C4CCCC4)c3)cn2n1,4,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_056,c1cnc2cc(-c3ccncn3)cc(-c3cnn(C4CCC4)n3)c2c1,2,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_057,c1cnc2cc(-c3cn[nH]n3)nc(-c3ccn(C4CNC4)n3)c2c1,2,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_058,c1ccc(-c2cc(-c3cnn(C4CNC4)n3)c3cccnc3c2)cc1,1,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_059,c1cnc2cc(-c3cc[nH]n3)nc(-c3ccn(C4CCC4)n3)c2c1,4,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_060,c1cncc(-c2cc3ncccc3c(-c3ccn(C4CNC4)n3)n2)c1,4,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_061,c1cnc2cc(-c3cnn(C4CCCCO4)n3)nc(-c3ccn(C4CNC4)n3)c2c1,3,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_062,c1cc2c(-c3cn[nH]c3)nc(-c3cnn(CCCN4CCC4)c3)cn2n1,1,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_063,c1cnc2cc(-c3cn[nH]c3)cc(-c3ccn(C4CNC4)n3)c2c1,3,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_064,c1cnc2cc(-c3cnc4[nH]cnc4c3)nc(-c3ccn(C4CNC4)n3)c2c1,1,B_only,5
JAK1/TYK2,D_vs_B,J1TYK2_065,C1=CCOCc2ccc(s2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)CNC1,1,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_066,c1ccc(CN2CCC(n3cnc4cnc5[nH]ccc5c43)CC2)cc1,2,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_067,c1cc2c(ncc3nnn(C4CCCCC4)c32)[nH]1,3,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_068,O=C(Nc1scnc1-c1ccccc1)c1cnn2cccnc12,1,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_069,c1ccc(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,1,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_070,O=C1NCN(C2CCCCC2)c2c1cnc1[nH]ccc21,4,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_071,c1cc2c(ncn3nnc(C4CCC(CNC5CC5)CC4)c23)[nH]1,4,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_072,c1cc(NC2CC3CNCC3C2)nc(Nc2cn[nH]c2)n1,2,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_073,c1cc2c(ncn3nnc(C4CCCCC4)c23)[nH]1,2,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_074,O=C1NCN(C2CCC(CNC3CC3)CC2)c2c1cnc1[nH]ccc21,0,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_075,c1ccc(-c2cc3c(NC4CCCC4)ccnn3c2)cc1,4,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_076,c1cc(-c2cc3c(NC4CCCC4)ccnn3c2)ccn1,0,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_077,c1ccc(-c2ccc3cn[nH]c3c2)cc1,3,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_078,c1ccc(Nc2ccnc(Nc3ccccn3)c2)cc1,4,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_079,O=C(CNC(=O)C1CCN(c2ncnc3[nH]ccc23)CC12CC2)OCc1ccccc1,2,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_080,c1cc(N2CC3CCC(C2)N3)nc(Nc2cn[nH]c2)n1,3,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_081,O=C(Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1)NC1CCCCC1,1,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_082,c1ccc(Nc2ccnc(Nc3cn[nH]c3)n2)cc1,3,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_083,c1cc2c(-c3cn[nH]c3)nc(-c3cn[nH]c3)cn2n1,0,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_084,O=C(Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1)Nc1ccccc1,0,dual,5
JAK1/TYK2,D_vs_B,J1TYK2_085,c1cncc(CN2C3CCC2CC(Nc2nc(Nc4cc[nH]n4)cc4ncccc24)C3)c1,0,dual,5
