pair,ligand_id,molecule_chembl_id,analysis_set,pA,pB,class,class_from_pchembl,score_A,score_B,score_mean,score_worst,complete_case,score_source
AChE/BChE,AB_004,CHEMBL3216777,main,8.88,6.88,dual,dual,13.025,11.1,12.0625,11.1,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_005,CHEMBL3326699,main,7.35,7.53,dual,dual,12.595,10.593,11.594000000000001,10.593,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_006,CHEMBL557405,main,8.17,7.6,dual,dual,11.127,10.122,10.624500000000001,10.122,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_007,CHEMBL374981,main,8.29,8.86,dual,dual,11.484,9.76,10.622,9.76,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_008,CHEMBL189906,main,7.52,7.23,dual,dual,9.327,8.118,8.7225,8.118,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_009,CHEMBL6151573,main,6.8,7.15,dual,dual,10.631,8.845,9.738,8.845,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_010,CHEMBL4749805,main,6.84,6.81,dual,dual,9.541,9.224,9.3825,9.224,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_011,CHEMBL4781117,main,6.51,6.67,dual,dual,10.958,10.85,10.904,10.85,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_012,CHEMBL4212275,main,7.33,7.91,dual,dual,9.742,8.209,8.9755,8.209,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_013,CHEMBL80221,main,6.79,7.66,dual,dual,9.239,9.171,9.205,9.171,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_014,CHEMBL4866930,main,8.74,7.5,dual,dual,11.676,10.316,10.996,10.316,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_015,CHEMBL2064464,main,9.5,7.2,dual,dual,10.839,11.108,10.973500000000001,10.839,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_016,CHEMBL273051,main,7.45,7.82,dual,dual,10.706,9.764,10.235,9.764,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_017,CHEMBL3753850,main,7.61,7.99,dual,dual,11.945,11.139,11.542,11.139,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_018,CHEMBL659,main,7.21,7.29,dual,dual,7.006,7.105,7.0555,7.006,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_019,CHEMBL3642049,main,8.34,9.6,dual,dual,12.056,10.448,11.251999999999999,10.448,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_020,CHEMBL334395,main,6.52,7.0,dual,dual,9.364,7.433,8.3985,7.433,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_021,CHEMBL4535585,main,7.0,7.13,dual,dual,10.721,9.653,10.187000000000001,9.653,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_022,CHEMBL2019044,main,9.0,8.82,dual,dual,11.864,10.181,11.0225,10.181,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_023,CHEMBL4207101,main,8.12,8.63,dual,dual,11.293,10.06,10.6765,10.06,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_024,CHEMBL5276955,main,7.96,7.26,dual,dual,10.283,8.926,9.6045,8.926,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_025,CHEMBL6150640,main,6.85,7.44,dual,dual,10.609,8.952,9.7805,8.952,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_026,CHEMBL1080386,main,8.22,8.22,dual,dual,12.539,10.459,11.498999999999999,10.459,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_027,CHEMBL3326708,main,7.25,7.51,dual,dual,12.257,10.5,11.378499999999999,10.5,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_028,CHEMBL1783515,main,8.05,6.66,dual,dual,7.749,11.346,9.5475,7.749,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_029,CHEMBL3985059,main,7.39,5.09,A_only,A_only,12.498,9.843,11.1705,9.843,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_030,CHEMBL3425895,main,6.52,5.46,A_only,A_only,13.815,9.57,11.692499999999999,9.57,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_031,CHEMBL2419687,main,7.27,5.08,A_only,A_only,11.574,9.353,10.4635,9.353,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_032,CHEMBL5281758,main,6.52,4.5,A_only,A_only,10.807,8.264,9.535499999999999,8.264,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_033,CHEMBL4283450,main,6.77,5.19,A_only,A_only,11.821,9.536,10.6785,9.536,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_034,CHEMBL1773487,main,6.84,4.98,A_only,A_only,10.878,9.64,10.259,9.64,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_035,CHEMBL3952144,main,6.57,5.09,A_only,A_only,11.291,10.082,10.6865,10.082,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_036,CHEMBL1773489,main,6.68,5.01,A_only,A_only,10.483,9.479,9.981,9.479,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_037,CHEMBL597794,main,6.96,4.04,A_only,A_only,12.441,10.081,11.261,10.081,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_038,CHEMBL599644,main,7.28,5.3,A_only,A_only,11.232,9.505,10.368500000000001,9.505,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_039,CHEMBL597188,main,7.25,5.09,A_only,A_only,10.369,7.811,9.09,7.811,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_040,CHEMBL222904,main,8.48,5.07,A_only,A_only,10.009,8.669,9.339,8.669,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_041,CHEMBL164,main,7.92,4.15,A_only,A_only,9.936,9.213,9.5745,9.213,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_042,CHEMBL3910513,main,6.83,4.41,A_only,A_only,11.504,8.371,9.9375,8.371,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_043,CHEMBL1678,main,7.94,5.14,A_only,A_only,11.888,9.691,10.7895,9.691,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_044,CHEMBL3900968,main,7.02,4.92,A_only,A_only,11.23,9.71,10.47,9.71,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_045,CHEMBL206093,main,7.44,4.44,A_only,A_only,11.381,10.174,10.7775,10.174,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_046,CHEMBL254016,main,8.48,5.07,A_only,A_only,10.009,8.669,9.339,8.669,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_047,CHEMBL4292477,main,7.39,5.37,A_only,A_only,12.196,9.917,11.0565,9.917,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_048,CHEMBL3933395,main,7.01,4.73,A_only,A_only,12.774,9.869,11.3215,9.869,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_049,CHEMBL378404,main,7.42,4.28,A_only,A_only,11.248,10.522,10.885,10.522,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_050,CHEMBL3093795,main,6.85,5.11,A_only,A_only,9.954,8.68,9.317,8.68,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_051,CHEMBL5280980,main,9.3,5.3,A_only,A_only,10.822,9.494,10.158,9.494,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_052,CHEMBL5566300,main,7.8,4.32,A_only,A_only,8.428,7.544,7.986000000000001,7.544,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_055,CHEMBL572532,main,6.82,4.68,A_only,A_only,8.796,8.059,8.427499999999998,8.059,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_056,CHEMBL3960861,main,6.94,4.3,A_only,A_only,12.777,9.05,10.913499999999999,9.05,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_057,CHEMBL3754694,main,5.12,8.64,B_only,B_only,11.874,11.713,11.7935,11.713,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_058,CHEMBL3892118,main,5.39,7.1,B_only,B_only,11.041,10.394,10.717500000000001,10.394,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_059,CHEMBL5435599,main,5.25,7.88,B_only,B_only,7.329,6.578,6.9535,6.578,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_060,CHEMBL224469,main,4.99,7.1,B_only,B_only,10.865,9.942,10.403500000000001,9.942,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_061,CHEMBL382207,main,5.41,7.77,B_only,B_only,11.078,9.487,10.282499999999999,9.487,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_062,CHEMBL543711,main,4.33,6.51,B_only,B_only,11.035,10.579,10.807,10.579,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_063,CHEMBL5590844,main,5.38,6.82,B_only,B_only,9.254,12.319,10.7865,9.254,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_064,CHEMBL5283238,main,4.22,6.58,B_only,B_only,9.749,8.07,8.909500000000001,8.07,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_065,CHEMBL3818250,main,5.27,6.54,B_only,B_only,11.135,9.995,10.565,9.995,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_066,CHEMBL4640945,main,4.26,6.55,B_only,B_only,9.434,11.168,10.300999999999998,9.434,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_067,CHEMBL5428978,main,5.27,7.09,B_only,B_only,7.805,6.896,7.3505,6.896,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_068,CHEMBL4085222,main,5.42,7.16,B_only,B_only,12.07,10.066,11.068000000000001,10.066,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_069,CHEMBL5411758,main,5.42,8.19,B_only,B_only,9.707,8.703,9.205,8.703,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_070,CHEMBL5178828,main,5.11,7.53,B_only,B_only,10.477,9.567,10.022,9.567,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_071,CHEMBL5170719,main,5.02,7.12,B_only,B_only,10.845,10.179,10.512,10.179,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_072,CHEMBL3822670,main,5.31,6.54,B_only,B_only,11.431,10.877,11.154,10.877,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_073,CHEMBL5201804,main,5.0,7.04,B_only,B_only,9.536,10.291,9.913499999999999,9.536,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_074,CHEMBL5184276,main,4.63,8.64,B_only,B_only,8.259,6.904,7.5815,6.904,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_075,CHEMBL497755,main,4.49,6.55,B_only,B_only,10.154,8.704,9.429,8.704,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_076,CHEMBL4101886,main,5.17,7.16,B_only,B_only,10.373,9.351,9.862,9.351,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_077,CHEMBL5220560,main,4.7,7.3,B_only,B_only,8.4,7.807,8.1035,7.807,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_078,CHEMBL5421921,main,5.12,7.66,B_only,B_only,7.662,6.744,7.202999999999999,6.744,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_079,CHEMBL4277879,main,5.14,8.96,B_only,B_only,11.475,10.598,11.0365,10.598,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_080,CHEMBL4792208,main,4.82,6.93,B_only,B_only,10.759,8.793,9.776,8.793,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_081,CHEMBL3823197,main,5.08,6.92,B_only,B_only,11.336,10.148,10.742,10.148,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_082,CHEMBL5189830,main,5.07,8.72,B_only,B_only,7.888,7.659,7.7735,7.659,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_083,CHEMBL4072478,main,5.46,6.82,B_only,B_only,10.999,9.674,10.336500000000001,9.674,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_084,CHEMBL3972214,main,5.48,8.7,B_only,B_only,11.785,10.678,11.2315,10.678,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_085,CHEMBL3337471,main,5.12,4.5,neither,neither,9.59,7.561,8.5755,7.561,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_086,CHEMBL1801815,main,5.0,5.03,neither,neither,10.419,9.758,10.0885,9.758,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_087,CHEMBL344593,main,5.19,5.47,neither,neither,11.395,9.668,10.5315,9.668,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_088,CHEMBL4079345,main,5.12,4.82,neither,neither,10.266,8.479,9.372499999999999,8.479,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_089,CHEMBL4792013,main,4.78,5.12,neither,neither,11.528,8.907,10.217500000000001,8.907,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_090,CHEMBL5205468,main,4.51,5.46,neither,neither,10.336,8.445,9.3905,8.445,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_091,CHEMBL4787165,main,4.76,5.19,neither,neither,10.594,8.735,9.6645,8.735,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_092,CHEMBL4084714,main,5.05,4.98,neither,neither,9.566,7.713,8.6395,7.713,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_093,CHEMBL4874487,main,4.17,4.21,neither,neither,10.324,10.2,10.262,10.2,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_094,CHEMBL4761179,main,4.71,5.29,neither,neither,10.472,8.896,9.684000000000001,8.896,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_095,CHEMBL3407583,main,4.81,5.15,neither,neither,10.85,9.456,10.152999999999999,9.456,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_096,CHEMBL4101703,main,4.45,4.9,neither,neither,10.472,8.055,9.2635,8.055,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_098,CHEMBL3335049,main,5.21,4.74,neither,neither,11.784,11.206,11.495000000000001,11.206,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_099,CHEMBL3407584,main,5.31,5.14,neither,neither,10.939,8.751,9.844999999999999,8.751,1,ache_bche_panel_v0/ablation_ligand_scores.csv
AChE/BChE,AB_100,CHEMBL4788885,main,5.03,4.44,neither,neither,9.776,8.384,9.08,8.384,1,ache_bche_panel_v0/ablation_ligand_scores.csv
F2/F10,F2F10_001,,main,8.64,5.19,A_only,A_only,8.879,9.624,9.2515,8.879,1,review_scored_membership_v1
F2/F10,F2F10_002,,main,6.8,4.16,A_only,A_only,8.738,8.783,8.7605,8.738,1,review_scored_membership_v1
F2/F10,F2F10_003,,main,6.84,4.58,A_only,A_only,8.845,9.169,9.007000000000001,8.845,1,review_scored_membership_v1
F2/F10,F2F10_004,,main,7.37,5.28,A_only,A_only,9.875,9.818,9.846499999999999,9.818,1,review_scored_membership_v1
F2/F10,F2F10_005,,main,7.32,5.35,A_only,A_only,9.67,9.823,9.746500000000001,9.67,1,review_scored_membership_v1
F2/F10,F2F10_006,,main,6.52,5.31,A_only,A_only,9.533,9.633,9.582999999999998,9.533,1,review_scored_membership_v1
F2/F10,F2F10_007,,main,6.54,5.22,A_only,A_only,9.743,9.08,9.4115,9.08,1,review_scored_membership_v1
F2/F10,F2F10_008,,main,6.9,4.06,A_only,A_only,7.327,8.402,7.8645,7.327,1,review_scored_membership_v1
F2/F10,F2F10_009,,main,6.58,5.11,A_only,A_only,10.681,9.91,10.2955,9.91,1,review_scored_membership_v1
F2/F10,F2F10_010,,main,6.7,4.98,A_only,A_only,9.956,9.308,9.632,9.308,1,review_scored_membership_v1
F2/F10,F2F10_011,,main,6.72,4.89,A_only,A_only,8.432,9.468,8.95,8.432,1,review_scored_membership_v1
F2/F10,F2F10_012,,main,6.71,5.22,A_only,A_only,9.974,9.585,9.7795,9.585,1,review_scored_membership_v1
F2/F10,F2F10_013,,main,7.05,5.17,A_only,A_only,8.434,8.942,8.687999999999999,8.434,1,review_scored_membership_v1
F2/F10,F2F10_014,,main,7.8,5.25,A_only,A_only,8.551,8.837,8.693999999999999,8.551,1,review_scored_membership_v1
F2/F10,F2F10_015,,main,10.25,4.02,A_only,A_only,9.111,9.834,9.4725,9.111,1,review_scored_membership_v1
F2/F10,F2F10_016,,main,7.57,4.34,A_only,A_only,9.851,10.171,10.011,9.851,1,review_scored_membership_v1
F2/F10,F2F10_017,,main,7.5,5.41,A_only,A_only,7.921,8.23,8.0755,7.921,1,review_scored_membership_v1
F2/F10,F2F10_018,,main,7.96,4.28,A_only,A_only,8.68,8.802,8.741,8.68,1,review_scored_membership_v1
F2/F10,F2F10_019,,main,6.52,5.5,A_only,A_only,8.309,9.135,8.722,8.309,1,review_scored_membership_v1
F2/F10,F2F10_020,,main,6.58,5.08,A_only,A_only,8.757,9.028,8.8925,8.757,1,review_scored_membership_v1
F2/F10,F2F10_021,,main,7.02,4.18,A_only,A_only,10.111,10.836,10.473500000000001,10.111,1,review_scored_membership_v1
F2/F10,F2F10_022,,main,8.34,4.1,A_only,A_only,10.266,9.801,10.0335,9.801,1,review_scored_membership_v1
F2/F10,F2F10_023,,main,9.09,5.08,A_only,A_only,9.083,9.751,9.417,9.083,1,review_scored_membership_v1
F2/F10,F2F10_024,,main,7.29,5.25,A_only,A_only,8.697,9.93,9.3135,8.697,1,review_scored_membership_v1
F2/F10,F2F10_025,,main,8.92,5.42,A_only,A_only,9.342,9.402,9.372,9.342,1,review_scored_membership_v1
F2/F10,F2F10_026,,main,6.96,5.36,A_only,A_only,9.523,9.568,9.5455,9.523,1,review_scored_membership_v1
F2/F10,F2F10_027,,main,6.62,5.47,A_only,A_only,9.092,8.964,9.028,8.964,1,review_scored_membership_v1
F2/F10,F2F10_028,,main,8.15,5.03,A_only,A_only,8.933,8.255,8.594000000000001,8.255,1,review_scored_membership_v1
F2/F10,F2F10_029,,main,8.4,5.17,A_only,A_only,9.214,9.282,9.248000000000001,9.214,1,review_scored_membership_v1
F2/F10,F2F10_030,,main,8.3,5.19,A_only,A_only,9.267,8.922,9.0945,8.922,1,review_scored_membership_v1
F2/F10,F2F10_031,,main,7.54,4.17,A_only,A_only,8.156,8.653,8.4045,8.156,1,review_scored_membership_v1
F2/F10,F2F10_032,,main,8.22,4.92,A_only,A_only,9.247,10.334,9.7905,9.247,1,review_scored_membership_v1
F2/F10,F2F10_033,,main,5.2,7.15,B_only,B_only,8.159,8.77,8.464500000000001,8.159,1,review_scored_membership_v1
F2/F10,F2F10_034,,main,5.1,8.1,B_only,B_only,9.939,9.741,9.84,9.741,1,review_scored_membership_v1
F2/F10,F2F10_035,,main,5.48,7.3,B_only,B_only,9.623,8.54,9.081499999999998,8.54,1,review_scored_membership_v1
F2/F10,F2F10_036,,main,5.5,8.96,B_only,B_only,9.755,9.062,9.4085,9.062,1,review_scored_membership_v1
F2/F10,F2F10_037,,main,5.4,8.4,B_only,B_only,9.108,8.962,9.035,8.962,1,review_scored_membership_v1
F2/F10,F2F10_038,,main,4.7,8.2,B_only,B_only,9.781,9.49,9.6355,9.49,1,review_scored_membership_v1
F2/F10,F2F10_039,,main,4.75,8.31,B_only,B_only,8.886,9.122,9.004,8.886,1,review_scored_membership_v1
F2/F10,F2F10_040,,main,4.62,7.46,B_only,B_only,9.11,8.203,8.6565,8.203,1,review_scored_membership_v1
F2/F10,F2F10_041,,main,5.49,9.25,B_only,B_only,10.124,10.367,10.2455,10.124,1,review_scored_membership_v1
F2/F10,F2F10_042,,main,5.3,7.0,B_only,B_only,9.737,10.095,9.916,9.737,1,review_scored_membership_v1
F2/F10,F2F10_043,,main,5.05,8.64,B_only,B_only,10.643,9.945,10.294,9.945,1,review_scored_membership_v1
F2/F10,F2F10_044,,main,5.11,8.89,B_only,B_only,8.865,9.579,9.222000000000001,8.865,1,review_scored_membership_v1
F2/F10,F2F10_045,,main,5.41,7.43,B_only,B_only,9.159,8.794,8.976500000000001,8.794,1,review_scored_membership_v1
F2/F10,F2F10_046,,main,4.89,8.28,B_only,B_only,11.127,9.881,10.504000000000001,9.881,1,review_scored_membership_v1
F2/F10,F2F10_047,,main,5.4,9.15,B_only,B_only,9.534,9.738,9.636,9.534,1,review_scored_membership_v1
F2/F10,F2F10_048,,main,4.32,7.64,B_only,B_only,9.476,9.083,9.2795,9.083,1,review_scored_membership_v1
F2/F10,F2F10_049,,main,4.82,7.52,B_only,B_only,9.719,9.547,9.633,9.547,1,review_scored_membership_v1
F2/F10,F2F10_050,,main,4.89,6.7,B_only,B_only,8.655,9.001,8.828,8.655,1,review_scored_membership_v1
F2/F10,F2F10_051,,main,5.3,8.4,B_only,B_only,8.684,9.196,8.94,8.684,1,review_scored_membership_v1
F2/F10,F2F10_052,,main,5.48,7.24,B_only,B_only,8.673,9.281,8.977,8.673,1,review_scored_membership_v1
F2/F10,F2F10_053,,main,5.42,9.2,B_only,B_only,10.522,10.273,10.3975,10.273,1,review_scored_membership_v1
F2/F10,F2F10_054,,main,4.89,8.6,B_only,B_only,10.254,10.385,10.3195,10.254,1,review_scored_membership_v1
F2/F10,F2F10_055,,main,4.45,6.62,B_only,B_only,9.943,10.657,10.3,9.943,1,review_scored_membership_v1
F2/F10,F2F10_056,,main,5.4,9.19,B_only,B_only,8.25,8.298,8.274000000000001,8.25,1,review_scored_membership_v1
F2/F10,F2F10_057,,main,5.12,8.59,B_only,B_only,9.471,9.782,9.6265,9.471,1,review_scored_membership_v1
F2/F10,F2F10_058,,main,5.42,8.38,B_only,B_only,10.741,10.427,10.584,10.427,1,review_scored_membership_v1
F2/F10,F2F10_059,,main,5.4,8.1,B_only,B_only,7.927,8.692,8.3095,7.927,1,review_scored_membership_v1
F2/F10,F2F10_060,,main,4.82,6.6,B_only,B_only,9.043,9.454,9.2485,9.043,1,review_scored_membership_v1
F2/F10,F2F10_061,,main,5.41,8.21,B_only,B_only,11.085,11.04,11.0625,11.04,1,review_scored_membership_v1
F2/F10,F2F10_062,,main,4.42,7.58,B_only,B_only,9.371,10.028,9.6995,9.371,1,review_scored_membership_v1
F2/F10,F2F10_063,,main,5.2,8.8,B_only,B_only,9.432,9.862,9.647,9.432,1,review_scored_membership_v1
F2/F10,F2F10_064,,main,4.85,7.82,B_only,B_only,7.997,8.766,8.381499999999999,7.997,1,review_scored_membership_v1
F2/F10,F2F10_065,,main,9.02,7.03,dual,dual,6.948,7.261,7.1045,6.948,1,review_scored_membership_v1
F2/F10,F2F10_066,,main,9.27,7.4,dual,dual,6.918,6.726,6.822,6.726,1,review_scored_membership_v1
F2/F10,F2F10_067,,main,8.77,8.15,dual,dual,9.118,9.797,9.4575,9.118,1,review_scored_membership_v1
F2/F10,F2F10_068,,main,10.22,8.92,dual,dual,10.627,10.358,10.4925,10.358,1,review_scored_membership_v1
F2/F10,F2F10_069,,main,7.5,6.54,dual,dual,9.152,9.289,9.2205,9.152,1,review_scored_membership_v1
F2/F10,F2F10_070,,main,6.75,9.7,dual,dual,10.171,9.995,10.082999999999998,9.995,1,review_scored_membership_v1
F2/F10,F2F10_071,,main,8.82,6.78,dual,dual,7.425,8.631,8.028,7.425,1,review_scored_membership_v1
F2/F10,F2F10_072,,main,6.92,9.3,dual,dual,9.407,9.41,9.4085,9.407,1,review_scored_membership_v1
F2/F10,F2F10_073,,main,7.14,8.85,dual,dual,9.318,7.925,8.6215,7.925,1,review_scored_membership_v1
F2/F10,F2F10_074,,main,6.62,7.11,dual,dual,8.749,8.12,8.4345,8.12,1,review_scored_membership_v1
F2/F10,F2F10_075,,main,6.58,8.1,dual,dual,9.319,9.738,9.528500000000001,9.319,1,review_scored_membership_v1
F2/F10,F2F10_076,,main,6.52,10.43,dual,dual,10.499,10.072,10.285499999999999,10.072,1,review_scored_membership_v1
F2/F10,F2F10_077,,main,9.15,7.69,dual,dual,6.445,6.733,6.589,6.445,1,review_scored_membership_v1
F2/F10,F2F10_078,,main,6.52,8.34,dual,dual,7.389,5.837,6.6129999999999995,5.837,1,review_scored_membership_v1
F2/F10,F2F10_079,,main,6.7,7.68,dual,dual,8.853,9.208,9.0305,8.853,1,review_scored_membership_v1
F2/F10,F2F10_081,,main,6.6,10.0,dual,dual,10.072,10.66,10.366,10.072,1,review_scored_membership_v1
F2/F10,F2F10_082,,main,6.92,9.51,dual,dual,9.383,10.359,9.870999999999999,9.383,1,review_scored_membership_v1
F2/F10,F2F10_083,,main,6.8,10.92,dual,dual,9.149,9.29,9.2195,9.149,1,review_scored_membership_v1
F2/F10,F2F10_084,,main,6.7,6.89,dual,dual,7.689,7.561,7.625,7.561,1,review_scored_membership_v1
F2/F10,F2F10_085,,main,6.64,10.7,dual,dual,9.674,10.326,10.0,9.674,1,review_scored_membership_v1
F2/F10,F2F10_086,,main,7.32,10.34,dual,dual,10.672,10.548,10.61,10.548,1,review_scored_membership_v1
F2/F10,F2F10_087,,main,7.3,9.19,dual,dual,8.243,8.53,8.3865,8.243,1,review_scored_membership_v1
F2/F10,F2F10_088,,main,7.79,9.92,dual,dual,8.938,8.369,8.653500000000001,8.369,1,review_scored_membership_v1
F2/F10,F2F10_089,,main,8.7,9.09,dual,dual,8.937,8.059,8.498,8.059,1,review_scored_membership_v1
F2/F10,F2F10_090,,main,8.89,9.09,dual,dual,8.578,7.835,8.2065,7.835,1,review_scored_membership_v1
F2/F10,F2F10_091,,main,8.31,9.17,dual,dual,8.404,8.909,8.656500000000001,8.404,1,review_scored_membership_v1
F2/F10,F2F10_092,,main,9.72,9.02,dual,dual,8.585,8.216,8.400500000000001,8.216,1,review_scored_membership_v1
F2/F10,F2F10_093,,main,8.38,9.3,dual,dual,8.848,8.758,8.803,8.758,1,review_scored_membership_v1
F2/F10,F2F10_094,,main,10.7,6.7,dual,dual,8.517,10.044,9.2805,8.517,1,review_scored_membership_v1
F2/F10,F2F10_095,,main,6.57,7.0,dual,dual,9.076,9.168,9.122,9.076,1,review_scored_membership_v1
F2/F10,F2F10_096,,main,7.12,7.54,dual,dual,10.86,10.723,10.7915,10.723,1,review_scored_membership_v1
