pair,delta,ci_lo,ci_hi,ci_excludes_0
EGFR/HER2,0.05580357142857145,-0.029045758928571436,0.15736607142857142,False
JAK1/JAK2,-0.01904296875,-0.08984375,0.052734375,False
JAK1/TYK2,-0.06451612903225806,-0.15625,0.032283266129032144,False
PIK3CA/mTOR,0.09027777777777779,-0.11475694444444441,0.26388888888888884,False
AChE/BChE,0.17704517704517703,0.05279049654049652,0.29059829059829057,True
F2/F10,-0.030745967741935443,-0.11442792338709674,0.04233870967741937,False
PPARG/PPARA,0.029564642137096753,-0.08033250378024194,0.15625236265120962,False
PPARA/PPARD,0.01171875,-0.0859375,0.1416015625,False
