pair,summary_min,ci_lo,ci_hi,n_boot,seed,bootstrap
EGFR/HER2,0.3236607142857143,0.19193638392857143,0.463197544642857,2000,20260729,class-stratified; summary_min and matched-mismatch share dual draws; B=2000 seed=20260729
JAK1/JAK2,0.58837890625,0.4482421875,0.7158325195312499,2000,20260729,class-stratified; summary_min and matched-mismatch share dual draws; B=2000 seed=20260729
JAK1/TYK2,0.3649193548387097,0.23286290322580644,0.5050907258064513,2000,20260729,class-stratified; summary_min and matched-mismatch share dual draws; B=2000 seed=20260729
PIK3CA/mTOR,0.6921296296296297,0.4801339285714286,0.8015873015873016,2000,20260729,class-stratified; summary_min and matched-mismatch share dual draws; B=2000 seed=20260729
AChE/BChE,0.6058201058201058,0.43915343915343913,0.7354497354497355,2000,20260729,class-stratified; summary_min and matched-mismatch share dual draws; B=2000 seed=20260729
F2/F10,0.34475806451612906,0.2157258064516129,0.48185483870967744,2000,20260729,class-stratified; summary_min and matched-mismatch share dual draws; B=2000 seed=20260729
PPARG/PPARA,0.6491935483870968,0.5110887096774194,0.7459677419354839,2000,20260729,class-stratified; summary_min and matched-mismatch share dual draws; B=2000 seed=20260729
PPARA/PPARD,0.4462890625,0.30078125,0.58984375,2000,20260729,class-stratified; summary_min and matched-mismatch share dual draws; B=2000 seed=20260729
