seed,n_poses,cnn_top1_mode,cnn_top1_CNNscore,cnn_top1_CNNaffinity,cnn_top1_rmsd,cnn_top3_min_rmsd,best_of_9_rmsd,best_of_9_mode,aff_top1_mode,aff_top1_rmsd,pass_cnn_top1_le_2,best9_le_2
42,9,1,0.966074467,7.67246675,3.585375725207765,1.110232858458081,1.110232858458081,3,1,3.585375725207765,False,True
43,9,1,0.966175914,7.66800165,3.603307962515454,1.0870610712960318,1.0870610712960318,3,1,3.603307962515454,False,True
44,9,1,0.965928435,7.67238045,3.5953747370754017,1.108933066264393,1.108933066264393,3,1,3.5953747370754017,False,True
