id,rtmscore,target,ligand,vina_mode,vina_score
EH40_01_mode5-4,53.24179094019385,3RCD,EH40_01,5,-9.115
EH40_01_mode6-5,18.543223775417182,3RCD,EH40_01,6,-9.004
EH40_01_mode7-6,47.30872028969289,3RCD,EH40_01,7,-9.003
EH40_01_mode8-7,38.83932647998858,3RCD,EH40_01,8,-9.0
EH40_01_mode9-8,29.43640593845529,3RCD,EH40_01,9,-8.886
EH40_02_mode1-9,111.0680380629325,3RCD,EH40_02,1,-10.571
EH40_02_mode2-10,98.11265146126884,3RCD,EH40_02,2,-10.192
EH40_02_mode3-11,47.558643279460014,3RCD,EH40_02,3,-9.565
EH40_02_mode4-12,106.38190624812532,3RCD,EH40_02,4,-9.508
EH40_02_mode5-13,97.03463754934394,3RCD,EH40_02,5,-9.481
EH40_02_mode6-14,59.34756459121611,3RCD,EH40_02,6,-9.4
EH40_02_mode7-15,23.131948689741503,3RCD,EH40_02,7,-9.285
EH40_02_mode8-16,47.87741175835384,3RCD,EH40_02,8,-9.135
EH40_02_mode9-17,35.11283966773618,3RCD,EH40_02,9,-9.066
EH40_03_mode1-18,30.20380346607584,3RCD,EH40_03,1,-10.215
EH40_03_mode2-19,17.50191646071536,3RCD,EH40_03,2,-9.863
EH40_03_mode3-20,28.786294871831508,3RCD,EH40_03,3,-9.491
EH40_03_mode4-21,22.33919448563923,3RCD,EH40_03,4,-9.086
EH40_03_mode5-22,24.210375885602787,3RCD,EH40_03,5,-8.99
EH40_03_mode6-23,18.252370073065908,3RCD,EH40_03,6,-8.681
EH40_03_mode7-24,15.713761935448932,3RCD,EH40_03,7,-8.436
EH40_03_mode8-25,22.682832833852984,3RCD,EH40_03,8,-8.32
EH40_03_mode9-26,14.800724496629137,3RCD,EH40_03,9,-8.234
EH40_04_mode1-27,52.882618971059706,3RCD,EH40_04,1,-11.632
EH40_04_mode2-28,51.11746084008091,3RCD,EH40_04,2,-11.554
EH40_04_mode3-29,17.869659900520496,3RCD,EH40_04,3,-11.537
EH40_04_mode4-30,42.60254770906423,3RCD,EH40_04,4,-11.368
EH40_04_mode5-31,25.136023770985226,3RCD,EH40_04,5,-11.172
EH40_04_mode6-32,34.32572046494833,3RCD,EH40_04,6,-11.086
EH40_04_mode7-33,12.935779187393017,3RCD,EH40_04,7,-10.904
EH40_04_mode8-34,17.69390457863292,3RCD,EH40_04,8,-10.869
EH40_04_mode9-35,19.71694093951561,3RCD,EH40_04,9,-10.724
EH40_05_mode1-36,74.40973559455284,3RCD,EH40_05,1,-9.98
EH40_05_mode2-37,84.5164657961141,3RCD,EH40_05,2,-9.668
EH40_05_mode3-38,81.32788574005916,3RCD,EH40_05,3,-9.497
EH40_05_mode4-39,29.25869947437519,3RCD,EH40_05,4,-9.276
EH40_05_mode5-40,50.921932135076354,3RCD,EH40_05,5,-8.933
EH40_05_mode6-41,64.01268099487001,3RCD,EH40_05,6,-8.904
EH40_05_mode7-42,25.23621562017707,3RCD,EH40_05,7,-8.794
EH40_05_mode8-43,25.86638285933837,3RCD,EH40_05,8,-8.497
EH40_05_mode9-44,21.55014626412204,3RCD,EH40_05,9,-8.383
EH40_06_mode1-45,86.27678212704363,3RCD,EH40_06,1,-10.024
EH40_06_mode2-46,39.29959211327328,3RCD,EH40_06,2,-9.993
EH40_06_mode3-47,70.613219395112,3RCD,EH40_06,3,-9.775
EH40_06_mode4-48,56.14585383287394,3RCD,EH40_06,4,-9.759
EH40_06_mode5-49,57.43672812861886,3RCD,EH40_06,5,-9.588
EH40_06_mode6-50,35.40931329792877,3RCD,EH40_06,6,-9.475
EH40_06_mode7-51,37.83280192446013,3RCD,EH40_06,7,-9.465
EH40_06_mode8-52,66.45625261826197,3RCD,EH40_06,8,-9.409
EH40_06_mode9-53,29.89823813963556,3RCD,EH40_06,9,-9.245
EH40_07_mode1-54,20.09812036050903,3RCD,EH40_07,1,-9.65
EH40_07_mode2-55,21.344044270183048,3RCD,EH40_07,2,-9.461
EH40_07_mode3-56,66.7547403122953,3RCD,EH40_07,3,-9.264
EH40_07_mode4-57,51.087612644659,3RCD,EH40_07,4,-9.123
EH40_07_mode5-58,52.45319135925159,3RCD,EH40_07,5,-9.122
EH40_07_mode6-59,42.06388296700284,3RCD,EH40_07,6,-8.868
EH40_07_mode7-60,42.52329805055915,3RCD,EH40_07,7,-8.846
EH40_07_mode8-61,19.3029879575381,3RCD,EH40_07,8,-8.696
EH40_07_mode9-62,33.64220554735808,3RCD,EH40_07,9,-8.514
EH40_08_mode1-63,59.29611829881623,3RCD,EH40_08,1,-9.707
EH40_08_mode2-64,52.31982354516228,3RCD,EH40_08,2,-9.702
EH40_08_mode3-65,56.6791631456394,3RCD,EH40_08,3,-9.7
EH40_08_mode4-66,49.03880520943581,3RCD,EH40_08,4,-9.677
EH40_08_mode5-67,45.51621103504463,3RCD,EH40_08,5,-9.21
EH40_08_mode6-68,25.137879906801025,3RCD,EH40_08,6,-9.094
EH40_08_mode7-69,23.134673582261595,3RCD,EH40_08,7,-9.047
EH40_08_mode8-70,47.65579775600451,3RCD,EH40_08,8,-8.876
EH40_08_mode9-71,22.882997867534563,3RCD,EH40_08,9,-8.721
EH40_09_mode1-72,37.331713420075,3RCD,EH40_09,1,-9.963
EH40_09_mode2-73,42.7157938942717,3RCD,EH40_09,2,-9.686
EH40_09_mode3-74,32.0632669123359,3RCD,EH40_09,3,-9.579
EH40_09_mode4-75,47.85476269359207,3RCD,EH40_09,4,-9.493
EH40_09_mode5-76,43.15715761474464,3RCD,EH40_09,5,-9.405
EH40_09_mode6-77,46.75557078486951,3RCD,EH40_09,6,-9.284
EH40_09_mode7-78,40.80168212430959,3RCD,EH40_09,7,-9.012
EH40_09_mode8-79,23.186152034556304,3RCD,EH40_09,8,-8.678
EH40_09_mode9-80,27.46167112095521,3RCD,EH40_09,9,-8.676
EH40_10_mode1-81,74.07164214808073,3RCD,EH40_10,1,-8.321
EH40_10_mode2-82,18.39986497819484,3RCD,EH40_10,2,-7.695
EH40_10_mode3-83,25.82872619186091,3RCD,EH40_10,3,-7.66
EH40_10_mode4-84,36.9662003612816,3RCD,EH40_10,4,-7.628
EH40_10_mode5-85,29.04278185638065,3RCD,EH40_10,5,-7.619
EH40_10_mode6-86,24.78099722893881,3RCD,EH40_10,6,-7.426
EH40_10_mode7-87,21.459576479664506,3RCD,EH40_10,7,-7.416
EH40_10_mode8-88,18.42615942929192,3RCD,EH40_10,8,-7.352
EH40_10_mode9-89,24.715424228306976,3RCD,EH40_10,9,-7.247
EH40_11_mode1-90,67.6118656115756,3RCD,EH40_11,1,-10.275
EH40_11_mode2-91,56.44876783588363,3RCD,EH40_11,2,-10.161
EH40_11_mode3-92,19.3399989989922,3RCD,EH40_11,3,-10.143
EH40_11_mode4-93,38.92274210527312,3RCD,EH40_11,4,-9.936
EH40_11_mode5-94,47.6410745039594,3RCD,EH40_11,5,-9.79
EH40_11_mode6-95,27.44264415174151,3RCD,EH40_11,6,-9.38
EH40_11_mode7-96,24.61067300068698,3RCD,EH40_11,7,-9.293
EH40_11_mode8-97,24.96710468023953,3RCD,EH40_11,8,-8.734
EH40_11_mode9-98,15.611359242495489,3RCD,EH40_11,9,-8.205
EH40_12_mode1-99,58.92318310559581,3RCD,EH40_12,1,-10.467
EH40_12_mode2-100,50.73080992607616,3RCD,EH40_12,2,-10.159
EH40_12_mode3-101,42.16134293403236,3RCD,EH40_12,3,-9.485
EH40_12_mode4-102,57.83013539005489,3RCD,EH40_12,4,-9.135
EH40_12_mode5-103,22.85958523282303,3RCD,EH40_12,5,-8.858
EH40_12_mode6-104,41.877369617973656,3RCD,EH40_12,6,-8.746
EH40_12_mode7-105,19.389373313361684,3RCD,EH40_12,7,-8.223
EH40_12_mode8-106,33.90627659969683,3RCD,EH40_12,8,-8.194
EH40_12_mode9-107,21.293229099164627,3RCD,EH40_12,9,-8.119
EH40_13_mode1-108,29.668654758379173,3RCD,EH40_13,1,-9.203
EH40_13_mode2-109,17.99656405072228,3RCD,EH40_13,2,-8.798
EH40_13_mode3-110,30.050845809001803,3RCD,EH40_13,3,-8.692
EH40_13_mode4-111,17.778917718142417,3RCD,EH40_13,4,-8.654
EH40_13_mode5-112,26.40193784012383,3RCD,EH40_13,5,-8.616
EH40_13_mode6-113,33.827735005770705,3RCD,EH40_13,6,-8.599
EH40_13_mode7-114,27.146522535664523,3RCD,EH40_13,7,-8.256
EH40_13_mode8-115,45.96176683356803,3RCD,EH40_13,8,-8.216
EH40_13_mode9-116,24.89976663422756,3RCD,EH40_13,9,-8.194
EH40_14_mode1-117,31.3120379646536,3RCD,EH40_14,1,-7.55
EH40_14_mode2-118,27.718009861562194,3RCD,EH40_14,2,-7.471
EH40_14_mode3-119,24.31561647104234,3RCD,EH40_14,3,-7.33
EH40_14_mode4-120,32.88815810725417,3RCD,EH40_14,4,-7.052
EH40_14_mode5-121,23.528738193889605,3RCD,EH40_14,5,-6.87
EH40_14_mode6-122,19.91698349428069,3RCD,EH40_14,6,-6.749
EH40_14_mode7-123,22.38779728493771,3RCD,EH40_14,7,-6.719
EH40_14_mode8-124,17.264153086464457,3RCD,EH40_14,8,-6.437
EH40_14_mode9-125,6.115928828240243,3RCD,EH40_14,9,-6.297
EH40_15_mode1-126,62.44476584273104,3RCD,EH40_15,1,-8.259
EH40_15_mode2-127,28.142168850274334,3RCD,EH40_15,2,-7.551
EH40_15_mode3-128,10.668427418630824,3RCD,EH40_15,3,-7.541
EH40_15_mode4-129,17.226045077196325,3RCD,EH40_15,4,-7.328
EH40_15_mode5-130,26.55557810699084,3RCD,EH40_15,5,-7.28
EH40_15_mode6-131,63.53350848862702,3RCD,EH40_15,6,-7.247
EH40_15_mode7-132,25.189968968646788,3RCD,EH40_15,7,-7.16
EH40_15_mode8-133,21.16931874662724,3RCD,EH40_15,8,-6.919
EH40_15_mode9-134,29.1462986408092,3RCD,EH40_15,9,-6.845
EH40_16_mode1-135,33.36898810859153,3RCD,EH40_16,1,-10.072
EH40_16_mode2-136,14.927897206376937,3RCD,EH40_16,2,-9.916
EH40_16_mode3-137,28.945239990262,3RCD,EH40_16,3,-9.909
EH40_16_mode4-138,37.489631733571656,3RCD,EH40_16,4,-9.855
EH40_16_mode5-139,25.434157409589893,3RCD,EH40_16,5,-9.341
EH40_16_mode6-140,14.434370314051836,3RCD,EH40_16,6,-8.846
EH40_16_mode7-141,18.54920361063157,3RCD,EH40_16,7,-8.79
EH40_16_mode8-142,18.94233086190465,3RCD,EH40_16,8,-8.762
EH40_16_mode9-143,16.903081362538483,3RCD,EH40_16,9,-7.797
EH40_17_mode1-144,43.246742050601526,3RCD,EH40_17,1,-8.576
EH40_17_mode2-145,20.730017037866496,3RCD,EH40_17,2,-8.388
EH40_17_mode3-146,30.063201365093533,3RCD,EH40_17,3,-8.233
EH40_17_mode4-147,20.34185138053845,3RCD,EH40_17,4,-7.839
EH40_17_mode5-148,24.292852770007645,3RCD,EH40_17,5,-7.81
EH40_17_mode6-149,27.99279970815412,3RCD,EH40_17,6,-7.81
EH40_17_mode7-150,19.15710195839099,3RCD,EH40_17,7,-7.713
EH40_17_mode8-151,21.024566630120493,3RCD,EH40_17,8,-7.68
EH40_17_mode9-152,24.800117414286355,3RCD,EH40_17,9,-7.655
EH40_18_mode1-153,46.31521006750866,3RCD,EH40_18,1,-12.292
EH40_18_mode2-154,42.02947246016993,3RCD,EH40_18,2,-11.936
EH40_18_mode3-155,27.68539273479727,3RCD,EH40_18,3,-10.596
EH40_18_mode4-156,38.2609137009654,3RCD,EH40_18,4,-10.581
EH40_18_mode5-157,31.38084983152764,3RCD,EH40_18,5,-10.419
EH40_18_mode6-158,19.73919576531484,3RCD,EH40_18,6,-10.351
EH40_18_mode7-159,21.478576775616272,3RCD,EH40_18,7,-10.131
EH40_18_mode8-160,21.268064647424133,3RCD,EH40_18,8,-9.635
EH40_18_mode9-161,30.066854522722476,3RCD,EH40_18,9,-9.465
EH40_19_mode1-162,32.40408833485009,3RCD,EH40_19,1,-8.225
EH40_19_mode2-163,31.33551564385529,3RCD,EH40_19,2,-8.037
EH40_19_mode3-164,27.055298349148664,3RCD,EH40_19,3,-7.931
EH40_19_mode4-165,29.886457057853736,3RCD,EH40_19,4,-7.838
EH40_19_mode5-166,25.624713480157872,3RCD,EH40_19,5,-7.739
EH40_19_mode6-167,19.027236527824307,3RCD,EH40_19,6,-7.609
EH40_19_mode7-168,21.598871016793836,3RCD,EH40_19,7,-7.557
EH40_19_mode8-169,32.33641124772412,3RCD,EH40_19,8,-7.551
EH40_19_mode9-170,23.41074869473383,3RCD,EH40_19,9,-7.434
EH40_20_mode1-171,21.301910116649463,3RCD,EH40_20,1,-9.624
EH40_20_mode2-172,29.344424256097344,3RCD,EH40_20,2,-9.106
EH40_20_mode3-173,32.06136929274093,3RCD,EH40_20,3,-9.094
EH40_20_mode4-174,24.00880422643711,3RCD,EH40_20,4,-9.047
EH40_20_mode5-175,47.38378665113735,3RCD,EH40_20,5,-8.944
EH40_20_mode6-176,35.34264104970423,3RCD,EH40_20,6,-8.894
EH40_20_mode7-177,31.527454313788397,3RCD,EH40_20,7,-8.68
EH40_20_mode8-178,38.18171109324573,3RCD,EH40_20,8,-8.638
EH40_20_mode9-179,12.802533872764586,3RCD,EH40_20,9,-8.548
EH40_21_mode1-180,35.95136932663302,3RCD,EH40_21,1,-9.132
EH40_21_mode2-181,24.01449231866944,3RCD,EH40_21,2,-9.005
EH40_21_mode3-182,24.627775153197074,3RCD,EH40_21,3,-8.794
EH40_21_mode4-183,30.02182571852256,3RCD,EH40_21,4,-8.426
EH40_21_mode5-184,53.03011942242215,3RCD,EH40_21,5,-8.318
EH40_21_mode6-185,20.3805556465876,3RCD,EH40_21,6,-8.277
EH40_21_mode7-186,23.40317753323045,3RCD,EH40_21,7,-8.205
EH40_21_mode8-187,25.12418233805916,3RCD,EH40_21,8,-8.116
EH40_21_mode9-188,41.83177797337618,3RCD,EH40_21,9,-8.093
EH40_22_mode1-189,46.446744329867705,3RCD,EH40_22,1,-10.127
EH40_22_mode2-190,41.43916084013532,3RCD,EH40_22,2,-10.037
EH40_22_mode3-191,42.87043149173478,3RCD,EH40_22,3,-9.914
EH40_22_mode4-192,30.810661623498017,3RCD,EH40_22,4,-9.373
EH40_22_mode5-193,21.110238566763307,3RCD,EH40_22,5,-9.365
EH40_22_mode6-194,34.64134759683925,3RCD,EH40_22,6,-9.139
EH40_22_mode7-195,32.41404982783237,3RCD,EH40_22,7,-8.812
EH40_22_mode8-196,27.67150928142879,3RCD,EH40_22,8,-8.777
EH40_22_mode9-197,36.44496446260914,3RCD,EH40_22,9,-8.753
EH40_23_mode1-198,98.65327741610484,3RCD,EH40_23,1,-10.764
EH40_23_mode2-199,110.07054170594876,3RCD,EH40_23,2,-10.691
EH40_23_mode3-200,89.95452245249182,3RCD,EH40_23,3,-10.402
EH40_23_mode4-201,61.44030861356632,3RCD,EH40_23,4,-10.285
EH40_23_mode5-202,57.47701172056873,3RCD,EH40_23,5,-10.24
EH40_23_mode6-203,30.050738278489145,3RCD,EH40_23,6,-9.878
EH40_23_mode7-204,53.25637019414068,3RCD,EH40_23,7,-9.633
EH40_23_mode8-205,36.372664531261385,3RCD,EH40_23,8,-9.633
EH40_23_mode9-206,28.261210219869117,3RCD,EH40_23,9,-9.385
EH40_24_mode1-207,13.736271060515508,3RCD,EH40_24,1,-6.886
EH40_24_mode2-208,15.593479827175608,3RCD,EH40_24,2,-6.59
EH40_24_mode3-209,15.971710124987396,3RCD,EH40_24,3,-6.588
EH40_24_mode4-210,17.286711620899954,3RCD,EH40_24,4,-6.579
EH40_24_mode5-211,27.859641949801155,3RCD,EH40_24,5,-6.52
EH40_24_mode6-212,13.020120039699808,3RCD,EH40_24,6,-6.492
EH40_24_mode7-213,15.51864731681094,3RCD,EH40_24,7,-6.481
EH40_24_mode8-214,17.48083197970787,3RCD,EH40_24,8,-6.473
EH40_24_mode9-215,14.036111993613469,3RCD,EH40_24,9,-6.444
EH40_25_mode1-216,11.423020582646195,3RCD,EH40_25,1,-8.044
EH40_25_mode2-217,16.275296848561553,3RCD,EH40_25,2,-7.909
EH40_25_mode3-218,68.95868938010331,3RCD,EH40_25,3,-7.307
EH40_25_mode4-219,16.12839660001814,3RCD,EH40_25,4,-7.228
EH40_25_mode5-220,25.495323531931305,3RCD,EH40_25,5,-7.153
EH40_25_mode6-221,19.2662177315853,3RCD,EH40_25,6,-7.079
EH40_25_mode7-222,17.43654097405923,3RCD,EH40_25,7,-6.884
EH40_25_mode8-223,13.614407030694696,3RCD,EH40_25,8,-6.795
EH40_25_mode9-224,13.713123682171569,3RCD,EH40_25,9,-6.772
EH40_26_mode1-225,54.869685837467465,3RCD,EH40_26,1,-7.472
EH40_26_mode2-226,42.67337315739209,3RCD,EH40_26,2,-7.417
EH40_26_mode3-227,32.10242126107777,3RCD,EH40_26,3,-7.375
EH40_26_mode4-228,27.502559355933503,3RCD,EH40_26,4,-7.348
EH40_26_mode5-229,26.234189043901598,3RCD,EH40_26,5,-7.347
EH40_26_mode6-230,17.962971745882157,3RCD,EH40_26,6,-6.968
EH40_26_mode7-231,40.463809052826825,3RCD,EH40_26,7,-6.94
EH40_26_mode8-232,23.783791014384523,3RCD,EH40_26,8,-6.926
EH40_26_mode9-233,26.815562393249724,3RCD,EH40_26,9,-6.859
EH40_27_mode1-234,43.87973911799656,3RCD,EH40_27,1,-9.216
EH40_27_mode2-235,30.611351507462388,3RCD,EH40_27,2,-8.798
EH40_27_mode3-236,25.771372987648416,3RCD,EH40_27,3,-8.119
EH40_27_mode4-237,20.03719587467766,3RCD,EH40_27,4,-8.023
EH40_27_mode5-238,13.702070966310632,3RCD,EH40_27,5,-7.96
EH40_27_mode6-239,25.31249334003741,3RCD,EH40_27,6,-7.802
EH40_27_mode7-240,20.20033347323973,3RCD,EH40_27,7,-7.756
EH40_27_mode8-241,11.09033472468174,3RCD,EH40_27,8,-7.591
EH40_27_mode9-242,18.018734601463304,3RCD,EH40_27,9,-7.433
EH40_28_mode1-243,90.21798541547348,3RCD,EH40_28,1,-11.53
EH40_28_mode2-244,90.34379194742112,3RCD,EH40_28,2,-10.967
EH40_28_mode3-245,54.795110064600976,3RCD,EH40_28,3,-10.925
EH40_28_mode4-246,33.596032538745895,3RCD,EH40_28,4,-10.444
EH40_28_mode5-247,39.326334681834894,3RCD,EH40_28,5,-9.925
EH40_28_mode6-248,37.80622111428985,3RCD,EH40_28,6,-9.501
EH40_28_mode7-249,32.614810651922845,3RCD,EH40_28,7,-9.28
EH40_28_mode8-250,23.60643232865353,3RCD,EH40_28,8,-9.153
EH40_28_mode9-251,25.200015961932685,3RCD,EH40_28,9,-9.121
EH40_29_mode1-252,45.75656641035413,3RCD,EH40_29,1,-9.331
EH40_29_mode2-253,33.16777343901297,3RCD,EH40_29,2,-9.245
EH40_29_mode3-254,44.26887330542336,3RCD,EH40_29,3,-9.155
EH40_29_mode4-255,34.592318035421144,3RCD,EH40_29,4,-9.003
EH40_29_mode5-256,17.40002176079009,3RCD,EH40_29,5,-8.957
EH40_29_mode6-257,19.4194911747733,3RCD,EH40_29,6,-8.887
EH40_29_mode7-258,29.610427414758213,3RCD,EH40_29,7,-8.456
EH40_29_mode8-259,24.622491201601743,3RCD,EH40_29,8,-8.424
EH40_29_mode9-260,23.96438332407187,3RCD,EH40_29,9,-8.275
EH40_30_mode1-261,23.060093975817377,3RCD,EH40_30,1,-9.628
EH40_30_mode2-262,13.365954254329417,3RCD,EH40_30,2,-8.501
EH40_30_mode3-263,19.701973955316063,3RCD,EH40_30,3,-8.485
EH40_30_mode4-264,33.80610210320214,3RCD,EH40_30,4,-8.221
EH40_30_mode5-265,11.093993356361167,3RCD,EH40_30,5,-8.208
EH40_30_mode6-266,9.335843694375775,3RCD,EH40_30,6,-8.176
EH40_30_mode7-267,14.67797420181492,3RCD,EH40_30,7,-8.04
EH40_30_mode8-268,11.30459515570784,3RCD,EH40_30,8,-7.995
EH40_30_mode9-269,16.524343271605943,3RCD,EH40_30,9,-7.882
EH40_31_mode1-270,54.99252866989251,3RCD,EH40_31,1,-9.812
EH40_31_mode2-271,49.71291660903683,3RCD,EH40_31,2,-9.605
EH40_31_mode3-272,16.577390853640733,3RCD,EH40_31,3,-9.445
EH40_31_mode4-273,25.0743804750438,3RCD,EH40_31,4,-9.204
EH40_31_mode5-274,43.40383987637651,3RCD,EH40_31,5,-9.047
EH40_31_mode6-275,25.42110062032693,3RCD,EH40_31,6,-8.722
EH40_31_mode7-276,39.152992664885645,3RCD,EH40_31,7,-8.699
EH40_31_mode8-277,21.04503544260253,3RCD,EH40_31,8,-8.563
EH40_31_mode9-278,36.28173861130805,3RCD,EH40_31,9,-8.321
EH40_32_mode1-279,53.16749708806958,3RCD,EH40_32,1,-9.76
EH40_32_mode2-280,57.69628806835225,3RCD,EH40_32,2,-9.736
EH40_32_mode3-281,48.779282165049295,3RCD,EH40_32,3,-9.318
EH40_32_mode4-282,36.65636182704397,3RCD,EH40_32,4,-9.071
EH40_32_mode5-283,42.84646492930551,3RCD,EH40_32,5,-8.677
EH40_32_mode6-284,21.60586973456515,3RCD,EH40_32,6,-8.653
EH40_32_mode7-285,17.146810906201644,3RCD,EH40_32,7,-8.412
EH40_32_mode8-286,21.98447165506196,3RCD,EH40_32,8,-8.23
EH40_32_mode9-287,23.272682768799104,3RCD,EH40_32,9,-8.09
EH40_33_mode1-288,102.41821967516064,3RCD,EH40_33,1,-10.591
EH40_33_mode2-289,55.32128012750629,3RCD,EH40_33,2,-10.086
EH40_33_mode3-290,62.0737956360973,3RCD,EH40_33,3,-10.067
EH40_33_mode4-291,27.37551467394083,3RCD,EH40_33,4,-10.004
EH40_33_mode5-292,25.092202029490487,3RCD,EH40_33,5,-9.921
EH40_33_mode6-293,43.16785444007797,3RCD,EH40_33,6,-9.704
EH40_33_mode7-294,23.232709276932532,3RCD,EH40_33,7,-9.475
EH40_33_mode8-295,64.41077012691893,3RCD,EH40_33,8,-9.392
EH40_33_mode9-296,18.388397306465144,3RCD,EH40_33,9,-9.2
EH40_34_mode1-297,51.97878519917269,3RCD,EH40_34,1,-9.184
EH40_34_mode2-298,23.15132018825061,3RCD,EH40_34,2,-9.143
EH40_34_mode3-299,53.36655916347368,3RCD,EH40_34,3,-9.128
EH40_34_mode4-300,32.24853510122374,3RCD,EH40_34,4,-8.497
EH40_34_mode5-301,26.735212463890992,3RCD,EH40_34,5,-8.345
EH40_34_mode6-302,24.624016512202207,3RCD,EH40_34,6,-8.188
EH40_34_mode7-303,20.10618333147909,3RCD,EH40_34,7,-8.072
EH40_34_mode8-304,24.504211187431945,3RCD,EH40_34,8,-8.07
EH40_34_mode9-305,23.73011421455733,3RCD,EH40_34,9,-7.955
EH40_35_mode1-306,76.0252299316338,3RCD,EH40_35,1,-10.562
EH40_35_mode2-307,72.58282989475723,3RCD,EH40_35,2,-10.294
EH40_35_mode3-308,32.541852402113335,3RCD,EH40_35,3,-10.101
EH40_35_mode4-309,73.32330403975854,3RCD,EH40_35,4,-9.943
EH40_35_mode5-310,61.82380749684736,3RCD,EH40_35,5,-9.788
EH40_35_mode6-311,24.41048954061491,3RCD,EH40_35,6,-9.647
EH40_35_mode7-312,51.338021007870125,3RCD,EH40_35,7,-9.526
EH40_35_mode8-313,49.17215108117711,3RCD,EH40_35,8,-9.497
EH40_35_mode9-314,70.25792881483422,3RCD,EH40_35,9,-9.399
EH40_36_mode1-315,44.66863650466588,3RCD,EH40_36,1,-10.678
EH40_36_mode2-316,31.595698856580118,3RCD,EH40_36,2,-10.345
EH40_36_mode3-317,40.99117565235585,3RCD,EH40_36,3,-10.225
EH40_36_mode4-318,33.74008984590875,3RCD,EH40_36,4,-9.639
EH40_36_mode5-319,31.97896674546203,3RCD,EH40_36,5,-9.188
EH40_36_mode6-320,36.3889515446107,3RCD,EH40_36,6,-9.136
EH40_36_mode7-321,23.57747944422675,3RCD,EH40_36,7,-9.085
EH40_36_mode8-322,35.05681599882197,3RCD,EH40_36,8,-9.034
EH40_36_mode9-323,24.147174690281,3RCD,EH40_36,9,-9.008
EH40_37_mode1-324,75.81864762501719,3RCD,EH40_37,1,-10.758
EH40_37_mode2-325,29.78198058174653,3RCD,EH40_37,2,-10.219
EH40_37_mode3-326,30.48149629623229,3RCD,EH40_37,3,-10.168
EH40_37_mode4-327,30.44386644922744,3RCD,EH40_37,4,-9.928
EH40_37_mode5-328,24.457960602584286,3RCD,EH40_37,5,-9.538
EH40_37_mode6-329,29.455288466976388,3RCD,EH40_37,6,-9.401
EH40_37_mode7-330,34.09694425891306,3RCD,EH40_37,7,-9.382
EH40_37_mode8-331,26.08901535380861,3RCD,EH40_37,8,-9.189
EH40_37_mode9-332,30.69244246978568,3RCD,EH40_37,9,-9.188
EH40_38_mode1-333,27.456495870261588,3RCD,EH40_38,1,-9.687
EH40_38_mode2-334,23.36537529960104,3RCD,EH40_38,2,-9.651
EH40_38_mode3-335,22.544243796119694,3RCD,EH40_38,3,-9.387
EH40_38_mode4-336,14.198998259041195,3RCD,EH40_38,4,-9.274
EH40_38_mode5-337,27.142266063504465,3RCD,EH40_38,5,-8.841
EH40_38_mode6-338,15.732237181110897,3RCD,EH40_38,6,-8.83
EH40_38_mode7-339,20.7094322322549,3RCD,EH40_38,7,-8.56
EH40_38_mode8-340,29.9522076584144,3RCD,EH40_38,8,-8.48
EH40_38_mode9-341,17.396516285954043,3RCD,EH40_38,9,-8.332
EH40_39_mode1-342,25.264106787972665,3RCD,EH40_39,1,-10.12
EH40_39_mode2-343,21.14830817956297,3RCD,EH40_39,2,-9.905
EH40_39_mode3-344,51.04605860750196,3RCD,EH40_39,3,-9.904
EH40_39_mode4-345,38.8952466200272,3RCD,EH40_39,4,-9.689
EH40_39_mode5-346,43.425482659873246,3RCD,EH40_39,5,-9.653
EH40_39_mode6-347,20.81364089115509,3RCD,EH40_39,6,-9.353
EH40_39_mode7-348,22.452402018036597,3RCD,EH40_39,7,-9.305
EH40_39_mode8-349,15.367621646774198,3RCD,EH40_39,8,-9.01
EH40_39_mode9-350,13.8069167018256,3RCD,EH40_39,9,-8.784
EH40_40_mode1-351,17.791444295050418,3RCD,EH40_40,1,-8.612
EH40_40_mode2-352,15.237526399195056,3RCD,EH40_40,2,-8.394
EH40_40_mode3-353,19.697215360248418,3RCD,EH40_40,3,-8.161
EH40_40_mode4-354,24.440529531934743,3RCD,EH40_40,4,-8.064
EH40_40_mode5-355,37.47506587281941,3RCD,EH40_40,5,-8.056
EH40_40_mode6-356,26.113369584637205,3RCD,EH40_40,6,-7.948
EH40_40_mode7-357,23.545499263489024,3RCD,EH40_40,7,-7.746
EH40_40_mode8-358,20.650775399982265,3RCD,EH40_40,8,-7.658
EH40_40_mode9-359,25.28318336424496,3RCD,EH40_40,9,-7.624
