panel_id,pair,class,pref_name,amino_triazine_like,morpholine,morpholine_ATP_like,high_MCS_to_cognate,mcs_atoms_to_cognate,tanimoto_to_cognate,anilinoquinazoline,warhead_covalent,warning_flags,flags_enter_score,note
EH40_01,EGFR_HER2,dual,TAK-285,0,0,0,1,38,1.0,0,0,high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_02,EGFR_HER2,dual,LAPATINIB,0,0,0,1,15,0.2973,1,0,anilinoquinazoline|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_03,EGFR_HER2,dual,,0,0,0,0,7,0.0783,0,0,,0,diagnostic only; do not gate score in v0
EH40_04,EGFR_HER2,dual,,0,0,0,0,8,0.1587,0,0,,0,diagnostic only; do not gate score in v0
EH40_05,EGFR_HER2,dual,CP-724714,0,0,0,1,15,0.2897,1,0,anilinoquinazoline|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_06,EGFR_HER2,dual,,0,0,0,1,15,0.3333,1,0,anilinoquinazoline|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_07,EGFR_HER2,dual,,0,0,0,1,13,0.2453,0,0,high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_08,EGFR_HER2,dual,,0,0,0,0,8,0.2479,0,0,,0,diagnostic only; do not gate score in v0
EH40_09,EGFR_HER2,dual,,0,1,0,0,10,0.2339,0,1,warhead_covalent|morpholine,0,diagnostic only; do not gate score in v0
EH40_10,EGFR_HER2,dual,,0,0,0,1,14,0.3263,1,0,anilinoquinazoline|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_11,EGFR_HER2,dual,,0,0,0,1,13,0.3107,1,0,anilinoquinazoline|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_12,EGFR_HER2,dual,,0,0,0,1,13,0.2523,1,0,anilinoquinazoline|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_13,EGFR_HER2,dual,,0,0,0,1,14,0.2703,1,1,anilinoquinazoline|warhead_covalent|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_14,EGFR_HER2,dual,,0,1,0,0,6,0.0991,0,0,morpholine,0,diagnostic only; do not gate score in v0
EH40_15,EGFR_HER2,dual,,0,0,0,0,8,0.1635,0,0,,0,diagnostic only; do not gate score in v0
EH40_16,EGFR_HER2,A_only,,0,0,0,0,7,0.1078,0,0,,0,diagnostic only; do not gate score in v0
EH40_17,EGFR_HER2,A_only,,0,0,0,1,13,0.2451,1,1,anilinoquinazoline|warhead_covalent|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_18,EGFR_HER2,A_only,,0,0,0,0,7,0.1379,0,0,T1_anchor,0,diagnostic only; do not gate score in v0
EH40_19,EGFR_HER2,A_only,,0,0,0,0,8,0.1287,0,0,,0,diagnostic only; do not gate score in v0
EH40_20,EGFR_HER2,A_only,,0,1,0,1,14,0.2542,1,0,anilinoquinazoline|morpholine|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_21,EGFR_HER2,A_only,,0,0,0,1,13,0.2432,1,1,anilinoquinazoline|warhead_covalent|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_22,EGFR_HER2,A_only,,0,0,0,0,10,0.2931,0,0,,0,diagnostic only; do not gate score in v0
EH40_23,EGFR_HER2,A_only,,0,0,0,1,15,0.3232,1,0,anilinoquinazoline|high_MCS_to_cognate|T2_anchor,0,diagnostic only; do not gate score in v0
EH40_24,EGFR_HER2,A_only,,0,0,0,0,7,0.1111,0,0,,0,diagnostic only; do not gate score in v0
EH40_25,EGFR_HER2,A_only,,0,0,0,1,13,0.1975,1,0,anilinoquinazoline|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_26,EGFR_HER2,A_only,,0,0,0,0,7,0.1881,0,0,,0,diagnostic only; do not gate score in v0
EH40_27,EGFR_HER2,A_only,ALVOCIDIB,0,0,0,0,7,0.1161,0,0,,0,diagnostic only; do not gate score in v0
EH40_28,EGFR_HER2,B_only,,0,0,0,1,15,0.2632,1,0,anilinoquinazoline|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_29,EGFR_HER2,B_only,,0,0,0,0,10,0.2804,0,0,,0,diagnostic only; do not gate score in v0
EH40_30,EGFR_HER2,B_only,SOTRASTAURIN,0,0,0,0,6,0.0909,0,0,,0,diagnostic only; do not gate score in v0
EH40_31,EGFR_HER2,B_only,,0,0,0,1,15,0.2523,0,0,high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_32,EGFR_HER2,B_only,,0,0,0,0,8,0.2115,0,0,,0,diagnostic only; do not gate score in v0
EH40_33,EGFR_HER2,B_only,,0,0,0,1,15,0.3689,1,0,anilinoquinazoline|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_34,EGFR_HER2,B_only,,0,0,0,1,26,0.4945,0,0,high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_35,EGFR_HER2,B_only,,0,1,0,0,8,0.2031,0,0,morpholine,0,diagnostic only; do not gate score in v0
EH40_36,EGFR_HER2,B_only,,0,0,0,1,15,0.2479,1,0,anilinoquinazoline|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_37,EGFR_HER2,B_only,,0,0,0,1,14,0.2269,0,1,warhead_covalent|high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_38,EGFR_HER2,neither,,0,0,0,0,7,0.1207,0,0,,0,diagnostic only; do not gate score in v0
EH40_39,EGFR_HER2,neither,,0,0,0,1,15,0.2737,0,0,high_MCS_to_cognate,0,diagnostic only; do not gate score in v0
EH40_40,EGFR_HER2,neither,,0,0,0,0,8,0.1284,0,0,,0,diagnostic only; do not gate score in v0
