layer,ligand,pdb,seed,self_dock,sdf,status,native_like_cutoff_A,n_poses,CNNscore_top1,top1_pose_rmsd_A,best_of_9_pose_rmsd_A,best_rmsd_cnnscore_rank,success_at_1,success_at_3,success_at_5,success_at_9,capability_class,rmsd_errors
d2,dotinurad,9B1G,42,True,data/campaigns/c5/06_capability_dock/d2/9b1g/seed42/dotinurad_out.sdf,ok,2.0,9,0.926149547,7.017266221775595,0.9460017778188176,4,False,False,True,True,search_ok_selection_fail,
d2,dotinurad,9B1G,43,True,data/campaigns/c5/06_capability_dock/d2/9b1g/seed43/dotinurad_out.sdf,ok,2.0,9,0.926814735,7.016250053852258,1.0010989189158803,4,False,False,True,True,search_ok_selection_fail,
d2,dotinurad,9B1G,44,True,data/campaigns/c5/06_capability_dock/d2/9b1g/seed44/dotinurad_out.sdf,ok,2.0,9,0.92754513,7.032164502548922,1.0174231264237208,6,False,False,True,True,search_ok_selection_fail,
d2,verinurad,9IRY,42,True,data/campaigns/c5/06_capability_dock/d2/9iry/seed42/verinurad_out.sdf,ok,2.0,9,0.88624388,0.8436378606961661,0.8436378606961661,1,True,True,True,True,selection_ok,
d2,verinurad,9IRY,43,True,data/campaigns/c5/06_capability_dock/d2/9iry/seed43/verinurad_out.sdf,ok,2.0,9,0.879339635,0.7740661987194645,0.7740661987194645,1,True,True,True,True,selection_ok,['no RMSD match']
d2,verinurad,9IRY,44,True,data/campaigns/c5/06_capability_dock/d2/9iry/seed44/verinurad_out.sdf,ok,2.0,9,0.883768857,0.7809378976589616,0.7809378976589616,1,True,True,True,True,selection_ok,
d2,lesinurad,9B1H,42,True,data/campaigns/c5/06_capability_dock/d2/9b1h/seed42/lesinurad_out.sdf,ok,2.0,9,0.897919595,3.7294821077016445,2.7881929706651687,6,False,False,False,False,search_incomplete,
d2,lesinurad,9B1H,43,True,data/campaigns/c5/06_capability_dock/d2/9b1h/seed43/lesinurad_out.sdf,ok,2.0,9,0.900841951,6.336324743098319,4.781632557680133,8,False,False,False,False,search_incomplete,
d2,lesinurad,9B1H,44,True,data/campaigns/c5/06_capability_dock/d2/9b1h/seed44/lesinurad_out.sdf,ok,2.0,9,0.913253248,5.547005040259717,3.729021749511977,2,False,False,False,False,search_incomplete,
