ligand_id,sdf,n_poses,keep_urat1_ifp,keep_urat1_ifp_best_of_9,selected_mode_cnn,acid_arg477_min_A,pocket_overlap_frac,ifp_jaccard_vs_crystal_union,n_key_contacts,key_frac,clash,pass_arg,pass_overlap,pass_ifp,pass_key,pass_clash,CNNscore,CNNaffinity,ifp_bits,best_of_9_mode,best_of_9_ifp_jaccard,seed,sdf_exists
REP_06875,/workspace/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06875_out.sdf,9,True,True,1,6.878127942979834,0.6,0.7083333333333334,7,0.6363636363636364,False,True,True,True,True,True,0.605334997,6.95511198,AROMATIC:PHE241;AROMATIC:PHE360;AROMATIC:PHE365;AROMATIC:PHE449;CONTACT:ARG477;CONTACT:GLN473;CONTACT:MET214;CONTACT:PHE241;CONTACT:PHE360;CONTACT:PHE365;CONTACT:PHE449;HYDROPHOBIC:MET214;HYDROPHOBIC:PHE241;HYDROPHOBIC:PHE360;HYDROPHOBIC:PHE365;HYDROPHOBIC:PHE449;POLAR:ARG477,9,0.8461538461538461,42,True
REP_06875,/workspace/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/urat1_9dkb/seed43/REP_06875_out.sdf,9,True,True,1,6.898808157935688,0.6285714285714286,0.7083333333333334,7,0.6363636363636364,False,True,True,True,True,True,0.596922159,6.92989492,AROMATIC:PHE241;AROMATIC:PHE360;AROMATIC:PHE365;AROMATIC:PHE449;CONTACT:ARG477;CONTACT:GLN473;CONTACT:MET214;CONTACT:PHE241;CONTACT:PHE360;CONTACT:PHE365;CONTACT:PHE449;HYDROPHOBIC:MET214;HYDROPHOBIC:PHE241;HYDROPHOBIC:PHE360;HYDROPHOBIC:PHE365;HYDROPHOBIC:PHE449;POLAR:ARG477,4,0.7692307692307693,43,True
REP_06875,/workspace/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual_a2/urat1_9dkb/seed44/REP_06875_out.sdf,9,True,False,1,6.790570005529726,0.6285714285714286,0.7083333333333334,7,0.6363636363636364,False,True,True,True,True,True,0.590929091,6.93022776,AROMATIC:PHE241;AROMATIC:PHE360;AROMATIC:PHE365;AROMATIC:PHE449;CONTACT:ARG477;CONTACT:GLN473;CONTACT:MET214;CONTACT:PHE241;CONTACT:PHE360;CONTACT:PHE365;CONTACT:PHE449;HYDROPHOBIC:MET214;HYDROPHOBIC:PHE241;HYDROPHOBIC:PHE360;HYDROPHOBIC:PHE365;HYDROPHOBIC:PHE449;POLAR:ARG477,7,0.76,44,True
