ligand_id,name,chembl_id,max_phase,p_active_nlrp3,qed,mw,canonical_smiles,n_seed_pass,pains_any,brenk,soft_excluded,tier,beta_lactam_flag,is_structural_control_not_candidate,w2_ifp_seed42,w2_ifp_seed43,w2_ifp_seed44,w2_ifp_n_seeds,w2_ifp_ge_2of3,acid_arg477_min_A_seed42,ifp_jaccard_seed42,n_key_contacts_seed42,excluded_reason,reportable,inchi_key_recomputed,murcko_scaffold,mw_recomputed,clogp,tpsa,hbd,hba,rotatable_bonds,qed_recomputed,acid_types,chemistry_soft_pass,rdkit_version,inchi_key_source,nomination_status,structural_seed_passes,historical_n_seed_pass_meaning,nlrp3_keep_nlrp3_structural_seed42,nlrp3_selected_mode_seed42,nlrp3_pocket_overlap_frac_seed42,nlrp3_n_key_contacts_seed42,nlrp3_ifp_jaccard_vs_np3146_seed42,nlrp3_keep_nlrp3_structural_seed43,nlrp3_selected_mode_seed43,nlrp3_pocket_overlap_frac_seed43,nlrp3_n_key_contacts_seed43,nlrp3_ifp_jaccard_vs_np3146_seed43,nlrp3_keep_nlrp3_structural_seed44,nlrp3_selected_mode_seed44,nlrp3_pocket_overlap_frac_seed44,nlrp3_n_key_contacts_seed44,nlrp3_ifp_jaccard_vs_np3146_seed44
REP_06470,DEFERITRIN,CHEMBL432481,2.0,0.91666675,0.7415115684565626,253.28,C[C@]1(C(=O)O)CSC(c2ccc(O)cc2O)=N1,3,False,False,False,tier2,False,False,False,False,False,0,False,14.70747378036078,0.6153846153846154,7,,True,OEUUFNIKLCFNLN-LLVKDONJSA-N,c1ccc(C2=NCCS2)cc1,253.27900000000002,1.4344999999999999,90.12,3,5,2,0.7415115684565626,carboxylate,True,2026.03.6,OEUUFNIKLCFNLN-LLVKDONJSA-N,reserve_admissible,2,"A2 dual loose geometry, not A1 or W2 consistency",True,1,0.8823529411764706,5,0.65,True,1.0,0.9411764705882352,5.0,0.6842105263157895,False,1.0,1.0,4.0,0.5
REP_06583,POSENACAFTOR,CHEMBL4594274,2.0,0.9166667,0.3963222166289621,445.52,Cc1c(-c2cc(C(=O)O)c3c(O[C@H](C)C4CCOCC4)ccc(C)c3n2)oc2ccccc12,3,False,False,False,tier2,False,False,False,True,True,2,True,8.707932533041355,0.76,8,,True,QUDOHCFOJCNKPK-QGZVFWFLSA-N,c1ccc2oc(-c3ccc4c(OCC5CCOCC5)cccc4n3)cc2c1,445.5150000000002,6.156940000000006,81.79,1,5,5,0.3963222166289621,carboxylate,True,2026.03.6,QUDOHCFOJCNKPK-QGZVFWFLSA-N,reserve_admissible,3,"A2 dual loose geometry, not A1 or W2 consistency",True,1,0.8787878787878788,6,0.8421052631578947,True,1.0,0.8484848484848485,6.0,0.8421052631578947,True,1.0,0.8787878787878788,6.0,0.8421052631578947
REP_07015,PULIGINURAD,CHEMBL5314438,2.0,0.5188651,0.7616184758396128,336.42,CC(C)(Cc1cc2c(-c3ccc(C#N)cc3)cncc2s1)C(=O)O,3,False,False,False,tier2,False,False,False,False,False,0,False,14.54511168743644,0.8076923076923077,9,,True,QWCZAFGDQBUAFT-UHFFFAOYSA-N,c1ccc(-c2cncc3sccc23)cc1,336.4160000000001,4.488280000000003,73.98,1,4,4,0.7616184758396128,carboxylate,True,2026.03.6,QWCZAFGDQBUAFT-UHFFFAOYSA-N,reserve_admissible,3,"A2 dual loose geometry, not A1 or W2 consistency",True,1,1.0,6,0.8,True,1.0,1.0,6.0,0.8,True,1.0,1.0,6.0,0.8
REP_07040,POCENBRODIB,CHEMBL5314476,2.0,0.9166667,0.4824228194581857,525.58,COC(=O)N1c2ccc3c(nc([C@H](O)c4cc(F)ccc4OC)n3[C@@H]3CCC[C@@H](C(=O)O)C3)c2CC[C@@H]1C,3,False,False,False,tier2,False,False,False,True,True,2,True,11.720665040858387,0.92,10,,True,NOUKMOKAEKAWKS-FSEQIFNCSA-N,c1ccc(Cc2nc3c4c(ccc3n2C2CCCCC2)NCCC4)cc1,525.5770000000005,4.989100000000004,114.11999999999999,2,6,5,0.48242281945818577,carboxylate,True,2026.03.6,NOUKMOKAEKAWKS-FSEQIFNCSA-N,reserve_admissible,3,"A2 dual loose geometry, not A1 or W2 consistency",True,1,0.6052631578947368,5,0.6842105263157895,True,1.0,0.6052631578947368,5.0,0.631578947368421,True,1.0,0.5789473684210527,5.0,0.6842105263157895
REP_07838,TAS-119,CHEMBL3692206,1.0,1.0,0.4409008198803385,506.37,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,2,False,False,False,tier2,False,False,False,False,False,0,False,8.15654461153741,0.8,9,,True,PLAVWQHGBMTMFR-UHFFFAOYSA-N,O=C(c1ccccc1)N1CCC(Cc2cccc(Nc3cc[nH]n3)n2)CC1,506.3650000000002,4.852320000000003,111.21000000000001,3,5,6,0.4409008198803385,carboxylate,True,2026.03.6,PLAVWQHGBMTMFR-UHFFFAOYSA-N,reserve_admissible,2,"A2 dual loose geometry, not A1 or W2 consistency",True,1,0.7647058823529411,5,0.65,True,1.0,0.7941176470588235,5.0,0.6842105263157895,False,1.0,0.7647058823529411,4.0,0.5789473684210527
REP_07969,GSK-2018682,CHEMBL4297542,1.0,0.91666675,0.4080659335982796,440.89,CC(C)Oc1ncc(-c2nc(-c3cccc4c3ccn4CCCC(=O)O)no2)cc1Cl,2,False,False,False,tier2,False,False,False,False,False,0,False,14.823258514914995,0.7407407407407407,9,,True,NFIGDBFIDKDNIG-UHFFFAOYSA-N,c1cncc(-c2nc(-c3cccc4[nH]ccc34)no2)c1,440.8870000000003,5.0587000000000035,103.27000000000001,1,6,8,0.4080659335982796,carboxylate,True,2026.03.6,NFIGDBFIDKDNIG-UHFFFAOYSA-N,reserve_admissible,2,"A2 dual loose geometry, not A1 or W2 consistency",True,1,0.8064516129032258,6,0.7894736842105263,True,1.0,0.8064516129032258,6.0,0.7894736842105263,True,1.0,0.8064516129032258,6.0,0.7894736842105263
REP_07977,ORE-1001,CHEMBL429844,1.0,0.91666675,0.536471851928435,428.32,CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O,2,False,False,False,tier2,False,False,False,False,False,0,False,7.9702840601825375,0.88,10,,True,NTCCRGGIJNDEAB-IRXDYDNUSA-N,c1ccc(Cn2ccnc2)cc1,428.31600000000014,3.322800000000001,104.45,3,4,10,0.536471851928435,carboxylate,True,2026.03.6,NTCCRGGIJNDEAB-IRXDYDNUSA-N,reserve_admissible,2,"A2 dual loose geometry, not A1 or W2 consistency",True,1,1.0,6,0.8947368421052632,False,1.0,0.9642857142857144,6.0,0.8421052631578947,True,1.0,1.0,6.0,0.8421052631578947
REP_08103,AGG-523,CHEMBL4859268,1.0,0.7615863,0.3987683866386758,476.55,CC(C)(Cc1ccc(F)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)c1ccc(-c2ccccc2)cc1,3,False,False,False,tier2,False,False,False,False,False,0,False,10.04335008849138,0.7083333333333334,7,,True,JWQMTWCFNZSLNR-DEOSSOPVSA-N,O=C(CNC(=O)c1ccc(-c2ccccc2)cc1)NCCc1ccccc1,476.5480000000002,4.593400000000003,95.5,3,3,10,0.39876838663867586,carboxylate,True,2026.03.6,JWQMTWCFNZSLNR-DEOSSOPVSA-N,reserve_admissible,3,"A2 dual loose geometry, not A1 or W2 consistency",True,1,0.6857142857142857,6,0.7894736842105263,True,1.0,0.6857142857142857,6.0,0.7894736842105263,True,1.0,0.7142857142857143,7.0,1.0
REP_08143,AZD-8075,CHEMBL5095222,1.0,0.9166667,0.787452865381539,405.85,CC1(C)CCCN1C(=O)c1ccc(-c2cc(F)ccc2OCC(=O)O)cc1Cl,3,False,False,False,tier2,False,False,False,False,False,0,False,11.05293336630597,0.68,7,,True,JBWZKSTUPNBNIT-UHFFFAOYSA-N,O=C(c1ccc(-c2ccccc2)cc1)N1CCCC1,405.8530000000002,4.624100000000004,66.84,1,3,5,0.787452865381539,carboxylate,True,2026.03.6,JBWZKSTUPNBNIT-UHFFFAOYSA-N,reserve_admissible,3,"A2 dual loose geometry, not A1 or W2 consistency",True,1,0.8928571428571429,6,0.7894736842105263,True,1.0,0.8571428571428571,6.0,0.7894736842105263,True,1.0,1.0,6.0,0.8421052631578947
REP_08161,CHOLYLSARCOSINE,CHEMBL5095508,1.0,0.9166667,0.4652328531274995,479.66,C[C@H](CCC(=O)N(C)CC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,2,False,False,False,tier2,False,False,False,False,False,0,False,14.516933767156203,0.7407407407407407,9,,True,DRRMEMPJCIGHMB-ZNLOGFMMSA-N,C1CCC2C(C1)CCC1C3CCCC3CCC21,479.65800000000036,2.9071,118.30000000000001,4,5,6,0.46523285312749957,carboxylate,True,2026.03.6,DRRMEMPJCIGHMB-ZNLOGFMMSA-N,reserve_admissible,2,"A2 dual loose geometry, not A1 or W2 consistency",True,1,0.5882352941176471,5,0.65,True,1.0,0.5294117647058824,6.0,0.75,True,1.0,0.8529411764705882,5.0,0.7
REP_08266,ASP-7657,CHEMBL6068537,1.0,0.91666675,0.3401889322668794,509.53,O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)c1cc(C(F)(F)F)cc2ccn(Cc3ccc4ccccc4n3)c12,3,False,False,False,tier2,False,False,False,False,False,0,False,15.02666729517893,0.8846153846153846,11,,True,HBDTYYZZYCVTIJ-UAPYVXQJSA-N,O=C(NCC1CCCCC1)c1cccc2ccn(Cc3ccc4ccccc4n3)c12,509.5280000000002,5.877400000000004,84.22000000000001,2,3,6,0.3401889322668794,carboxylate,True,2026.03.6,HBDTYYZZYCVTIJ-UAPYVXQJSA-N,reserve_admissible,3,"A2 dual loose geometry, not A1 or W2 consistency",True,1,0.7567567567567568,6,0.8421052631578947,True,1.0,0.8648648648648649,5.0,0.7368421052631579,True,1.0,0.8378378378378378,5.0,0.6842105263157895
