repurposing_id,canonical_smiles,dock_score,glide_score_xp,docking_status,pdb_id,docking_engine,pose_file,log_file
MCC950,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,-7.018,-7.018,docked,7ALV,gnina_cpu,data/si/mcc950_7alv/dock/poses/MCC950_out.sdf,data/si/mcc950_7alv/dock/poses/MCC950_out.log
