target,ligand,mode,status,cnn_score,cnn_affinity,reason
3POZ,EH120_041,mode_02,success,0.1902349293,6.751013279,
3POZ,EH120_041,mode_01,success,0.0779228508,6.1081900597,
3POZ,EH120_041,mode_03,success,0.183430329,6.087474823,
3POZ,EH120_041,mode_04,success,0.391605407,6.6973938942,
3POZ,EH120_041,mode_05,success,0.4232717752,7.1749520302,
3POZ,EH120_041,mode_06,success,0.7281530499,7.5783829689,
3POZ,EH120_041,mode_08,success,0.1605147868,6.8165421486,
3POZ,EH120_041,mode_07,success,0.153667599,5.9071578979,
3POZ,EH120_041,mode_09,success,0.0998217613,6.4853463173,
3POZ,EH120_042,mode_01,success,0.3009469211,6.2316241264,
3POZ,EH120_042,mode_02,success,0.2981435657,6.1014709473,
3POZ,EH120_042,mode_03,success,0.1892276257,5.9527535439,
3POZ,EH120_042,mode_04,success,0.2474015951,5.776661396,
3POZ,EH120_042,mode_05,success,0.9380737543,7.1244983673,
3POZ,EH120_042,mode_06,success,0.4962389171,6.5999388695,
3POZ,EH120_042,mode_07,success,0.6534389257,6.8246321678,
3POZ,EH120_042,mode_08,success,0.2692945004,6.0158214569,
3POZ,EH120_042,mode_09,success,0.7054883242,6.881421566,
3POZ,EH120_043,mode_01,success,0.3485700786,6.4138083458,
3POZ,EH120_043,mode_02,success,0.1080402285,5.3048663139,
3POZ,EH120_043,mode_03,success,0.1174266711,5.8179221153,
3POZ,EH120_043,mode_04,success,0.0924653858,4.7896866798,
3POZ,EH120_043,mode_05,success,0.2601062655,6.1675028801,
3POZ,EH120_043,mode_06,success,0.1389700174,5.1579527855,
3POZ,EH120_043,mode_07,success,0.075053066,5.5824751854,
3POZ,EH120_043,mode_08,success,0.0779855475,5.6937279701,
3POZ,EH120_043,mode_09,success,0.0524589643,4.8249287605,
3POZ,EH120_044,mode_01,success,0.2313729674,6.3330807686,
3POZ,EH120_044,mode_02,success,0.1867025197,6.6637969017,
3POZ,EH120_044,mode_03,success,0.109694317,5.9073524475,
3POZ,EH120_044,mode_04,success,0.1177030206,6.1509490013,
3POZ,EH120_044,mode_05,success,0.0328219868,5.0695700645,
3POZ,EH120_044,mode_06,success,0.1134224162,5.7383751869,
3POZ,EH120_044,mode_07,success,0.0427278653,5.4161324501,
3POZ,EH120_044,mode_08,success,0.2660886943,6.7251763344,
3POZ,EH120_044,mode_09,success,0.0305673182,5.220480442,
3POZ,EH120_045,mode_01,success,0.4534842074,6.8066678047,
3POZ,EH120_045,mode_02,success,0.1355680823,5.869451046,
3POZ,EH120_045,mode_03,success,0.1758496612,6.613401413,
3POZ,EH120_045,mode_04,success,0.955742538,8.1061372757,
3POZ,EH120_045,mode_05,success,0.2565951943,6.6528429985,
3POZ,EH120_045,mode_06,success,0.9239284992,7.7992444038,
3POZ,EH120_045,mode_07,success,0.1542959511,6.1687016487,
3POZ,EH120_045,mode_08,success,0.1311206669,6.2116885185,
3POZ,EH120_046,mode_01,success,0.3005983233,6.7188601494,
3POZ,EH120_045,mode_09,success,0.1933190823,6.6357207298,
3POZ,EH120_046,mode_02,success,0.0487156101,6.0124268532,
3POZ,EH120_046,mode_03,success,0.078036055,6.5549616814,
3POZ,EH120_046,mode_04,success,0.5714275837,7.5253443718,
3POZ,EH120_046,mode_05,success,0.0788506344,6.5450234413,
3POZ,EH120_046,mode_06,success,0.5972930193,7.7324638367,
3POZ,EH120_046,mode_07,success,0.0441945493,5.9186997414,
3POZ,EH120_046,mode_08,success,0.068910785,5.8962197304,
3POZ,EH120_046,mode_09,success,0.0885695666,6.7976965904,
3POZ,EH120_047,mode_01,success,0.3229995668,7.3258681297,
3POZ,EH120_047,mode_02,success,0.1328107566,6.7681307793,
3POZ,EH120_047,mode_04,success,0.1112422645,6.4206428528,
3POZ,EH120_047,mode_03,success,0.2966442704,7.1401772499,
3POZ,EH120_047,mode_06,success,0.0857764184,6.806804657,
3POZ,EH120_047,mode_05,success,0.1763433367,6.2505507469,
3POZ,EH120_047,mode_07,success,0.0420582853,5.8368258476,
3POZ,EH120_047,mode_08,success,0.088901259,5.7313599586,
3POZ,EH120_047,mode_09,success,0.0766649395,6.1011543274,
3POZ,EH120_048,mode_01,success,0.254411608,5.9664859772,
3POZ,EH120_048,mode_02,success,0.1288359761,5.3536782265,
3POZ,EH120_048,mode_03,success,0.1070117578,5.327958107,
3POZ,EH120_048,mode_04,success,0.1062844396,5.4750199318,
3POZ,EH120_048,mode_05,success,0.1049140319,5.2817511559,
3POZ,EH120_048,mode_06,success,0.251111716,5.7425742149,
3POZ,EH120_048,mode_07,success,0.1436597258,5.7501168251,
3POZ,EH120_048,mode_09,success,0.4511214495,6.1311554909,
3POZ,EH120_048,mode_08,success,0.0681539029,5.0710673332,
3POZ,EH120_049,mode_01,success,0.1906665564,6.2276115417,
3POZ,EH120_049,mode_02,success,0.0638651326,5.5825805664,
3POZ,EH120_049,mode_03,success,0.1929816902,6.5584015846,
3POZ,EH120_049,mode_04,success,0.2695346475,6.9022088051,
3POZ,EH120_049,mode_05,success,0.0674881339,6.217010498,
3POZ,EH120_049,mode_06,success,0.1023669541,5.507589817,
3POZ,EH120_049,mode_07,success,0.0758914128,5.7549266815,
3POZ,EH120_049,mode_08,success,0.0439005718,5.6210875511,
3POZ,EH120_049,mode_09,success,0.0511599183,5.6164574623,
3POZ,EH120_050,mode_01,success,0.1496098042,5.7350234985,
3POZ,EH120_050,mode_02,success,0.1560448259,6.9046082497,
3POZ,EH120_050,mode_03,success,0.0978384316,6.7127709389,
3POZ,EH120_050,mode_05,success,0.361232996,7.1872620583,
3POZ,EH120_050,mode_04,success,0.2559020221,7.0117321014,
3POZ,EH120_050,mode_07,success,0.2388448268,6.9773106575,
3POZ,EH120_050,mode_06,success,0.1250319779,6.3054409027,
3POZ,EH120_050,mode_09,success,0.217490077,6.7889766693,
3POZ,EH120_050,mode_08,success,0.0846831948,6.2585468292,
3POZ,EH120_051,mode_02,success,0.1240706369,5.3610019684,
3POZ,EH120_051,mode_01,success,0.2624421418,5.9565315247,
3POZ,EH120_051,mode_04,success,0.3960407674,6.0536780357,
3POZ,EH120_051,mode_03,success,0.8420957923,6.7204813957,
3POZ,EH120_051,mode_05,success,0.1632654965,5.695250988,
3POZ,EH120_051,mode_06,success,0.1027706712,5.2096829414,
3POZ,EH120_051,mode_07,success,0.0852532387,5.3774247169,
3POZ,EH120_051,mode_08,success,0.0819678679,4.7795262337,
3POZ,EH120_051,mode_09,success,0.1379015297,5.6886630058,
3POZ,EH120_052,mode_01,success,0.192342639,5.9972877502,
3POZ,EH120_052,mode_03,success,0.2137063444,6.6529622078,
3POZ,EH120_052,mode_02,success,0.0843343511,5.7079048157,
3POZ,EH120_052,mode_04,success,0.0827332437,5.6707763672,
3POZ,EH120_052,mode_05,success,0.0628536865,5.6507630348,
3POZ,EH120_052,mode_06,success,0.0447365157,5.5836315155,
