canonical_smiles,fold,split
Cc1ccc(F)cc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
Cc1ccc(NS(=O)(=O)c2ccc(Oc3ccc(C#N)c(Cl)c3)c(C#N)c2)nc1,2,train
Cc1ccc(NS(=O)(=O)c2ccccc2C(F)(F)F)cn1,2,train
Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(C)c1Cl,2,train
Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(Cl)c1,2,train
Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1,2,train
Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,2,train
Cc1ccc2c(c1C/C=C/S(=O)(=O)c1ccccc1)OC(c1ccsc1)CC2=O,2,train
Cc1ccc2c(cnn2C(=O)c2cc(Cl)c(O)c(Cl)c2)c1,2,train
Cc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,2,train
Cc1cccc(-c2cc(C(=O)Nc3ccccc3C(=O)O)nn2Cc2ccccn2)c1,2,train
Cc1cccc(C)c1CN1CC(C)(C)c2ccc(CC(=O)O)cc21,2,train
Cc1cccc(C)c1CN1CC(C)c2ccc(CC(=O)O)cc21,2,train
Cc1cccc(C)c1CN1CCc2ccc(CC(=O)O)cc21,2,train
Cc1cccc(C)c1COc1cccc(-c2nnn[nH]2)c1,2,train
Cc1cccc(C)c1COc1cccc(CCc2nnn[nH]2)c1,2,train
Cc1cccc(C)c1COc1cccc(Cc2nnn[nH]2)c1,2,train
Cc1cccc(C)c1Cn1c(=O)n(C(C)C)c2ccc(C(=O)O)cc21,2,train
Cc1cccc(C)c1Cn1nc(C(C)C)c2ccc(CC(=O)O)cc21,2,train
Cc1cccc(C)c1Cn1nc(C)c2ccc(C(=O)O)cc21,2,train
Cc1cccc(C)c1Cn1nc(C)c2ccc(CC(=O)O)cc21,2,train
Cc1cccc(C)c1Cn1nc(C)c2ccc(CCC(=O)O)cc21,2,train
Cc1cccc(C)c1Cn1nc(Cl)c2ccc(C(=O)O)cc21,2,train
Cc1cccc(C)c1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
Cc1cccc(Cl)c1Cn1nc(C)c2ccc(CC(=O)O)cc21,2,train
Cc1cccc(Cl)c1Cn1nc(Cl)c2ncc(C(=O)O)cc21,2,train
Cc1cccc(Cl)c1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
Cc1cccc(N(CCCC(=O)O)c2ccnc3ccc(C(F)(F)F)cc23)c1,2,train
Cc1cccc(Oc2cncc(-c3ccc(C(=O)O)c(O)c3)c2)c1,2,train
Cc1ccccc1-c1cc(C(=O)Nc2ccccc2C(=O)O)nn1Cc1ccccn1,2,train
Cc1ccccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
Cc1cccnc1NS(=O)(=O)c1ccc(Oc2ccc(C#N)c(Cl)c2)c(C#N)c1,2,train
Cc1ccncc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
Cc1cn(Cc2cc3c(cc2Cl)OCO3)c2cc(CC(=O)O)ccc12,2,train
Cc1cncc(NS(=O)(=O)c2ccccc2C(F)(F)F)c1,2,train
Cc1ncc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,2,train
Cc1ncccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
Cc1nn(Cc2c(Cl)cccc2C#N)c2cc(CC(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2C#N)c2cc(CCC(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2C2CC2)c2cc(-c3nnn[nH]3)cnc12,2,train
Cc1nn(Cc2c(Cl)cccc2C2CC2)c2cc(CCC(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(=O)CCC(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(=O)O)cnc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(C)(C)C(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(C)C(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(F)(F)C(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(O)C(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(CC(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(CCC(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(CCC(N)=O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(CCCC(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(CS(=O)(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(Cc3n[nH]c(=O)o3)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(Cc3n[nH]c(=S)o3)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(Cc3nnn[nH]3)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(OCC(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(SC(C)(C)C(=O)O)ccc12,2,train
Cc1nn(Cc2c(Cl)cccc2Cl)c2nc(Cc3nnn[nH]3)ccc12,2,train
Cc1nn(Cc2c(F)cccc2Cl)c2cc(CC(=O)O)ccc12,2,train
Cc1nn(Cc2cccc(Cl)c2Cl)c2cc(C(=O)O)ccc12,2,train
Cc1nn(Cc2cccc(Cl)c2Cl)c2cc(CC(=O)O)ccc12,2,train
Cc1nn(Cc2cccc3ccccc23)c2cc(CC(=O)O)ccc12,2,train
Cc1nn(Cc2cccc3cccnc23)c2cc(CC(=O)O)ccc12,2,train
Cc1nn(Cc2csc3ccc(Cl)cc23)c2cc(CC(=O)O)ccc12,2,train
Cc1nn(Cc2csc3ccc(Cl)cc23)c2cc(CCC(=O)O)ccc12,2,train
Cc1nsc2c(-c3ccc(C#N)cc3)c(SC3(C(=O)O)CCC3)ccc12,2,train
Cn1c(C(F)(F)F)cc2c(-c3ccc(C(=O)O)c(O)c3)cc(C#N)cc21,2,train
N#CCCc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,2,train
N#CCOc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,2,train
N#Cc1cc(-c2ccc(C(=O)O)c(O)c2)c2ccccc2c1,2,train
N#Cc1cc(-c2ccc(C(=O)O)c(O)c2)c2nccn2c1,2,train
N#Cc1cc(-c2ccc(C(=O)O)c(O)c2)c2ncsc2c1,2,train
N#Cc1cc(-c2ccc(C(=O)O)c(O)c2)c2oc(C(F)(F)F)cc2c1,2,train
N#Cc1cc(-c2ccc(C(=O)O)c(O)c2)c2oc(Cl)cc2c1,2,train
N#Cc1cc(-c2ccc(C(=O)O)c(O)c2)c2oc(F)cc2c1,2,train
N#Cc1cc(-c2ccc(C(=O)O)c(O)c2)c2occ(C(F)(F)F)c2c1,2,train
N#Cc1cc(-c2ccc(C(=O)O)c(O)c2)c2occc2c1,2,train
N#Cc1cc(-c2ccc(C(=O)O)c(O)c2)c2sccc2c1,2,train
N#Cc1cc(-c2ccc(C(=O)O)cc2)c2occc2c1,2,train
N#Cc1cc(C(=O)N2CCc3ccccc32)cc(C#N)c1O,2,train
N#Cc1cc(C(=O)N2CCc3ccccc32)cc(C2CC2)c1O,2,train
N#Cc1cc(C(=O)N2CCc3ccccc32)cc(Cl)c1O,2,train
N#Cc1cc(C(=O)N2CCc3ccccc32)cc(I)c1O,2,train
N#Cc1cc(C(=O)N2CCc3ccccc32)ccc1O,2,train
N#Cc1cc(C(=O)N2CS(=O)(=O)c3ccccc32)cc(C2CC2)c1O,2,train
N#Cc1cc(Cl)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
N#Cc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
N#Cc1cc(F)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1F,2,train
N#Cc1cc(F)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
N#Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1Cl,2,train
N#Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1F,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1c(Cl)cccc1C#N,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(Cl)c(C#N)c(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(Cl)c(F)cc1Cl,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(Cl)ccc1C#N,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(Cl)ccc1Cl,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)c(C#N)c(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)c(F)cc1Cl,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)c(F)cc1F,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)cc(C(F)(F)F)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)cc(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)cc(F)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)cc(F)c1Cl,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)ccc1Cl,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)ccc1F,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(C#N)c(C(F)(F)F)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(C#N)c(C2CC2)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(CO)c(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(Cl)c(CO)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(Cl)c(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(Cl)c(F)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(Cl)cc1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(Cl)cc1Cl,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(Cl)cc1F,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(Cl)cc1I,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)c(C(F)(F)F)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)c(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)c(Cl)c1Cl,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)c(F)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)c(F)c1Cl,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)c(F)c1F,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)cc1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)cc1Cl,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)cc1F,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(C#N)c1F,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(Cl)c1Cl,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(Cl)c1F,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(F)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(F)c1F,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1Br,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1C(F)(F)F,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1Cl,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1F,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1OC(F)(F)F,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cnc(C#N)c(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cnc(C2CC2)c(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cnc(N)c(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cnc(N2CCC2)c(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cnc(OC(F)F)c(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cncc(Cl)c1,2,train
N#Cc1cc(S(=O)(=O)Nc2ccccn2)ccc1Oc1ccc(Cl)cc1I,2,train
N#Cc1cc2c(C#N)ccc(-c3cnccc3SC3(C(=O)O)CCC3)n2c1,2,train
N#Cc1cc2c(c(-c3ccc(C(=O)O)c(O)c3)c1)CCC2,2,train
N#Cc1cc2c(c(-c3ccc(C(=O)O)c(O)c3)c1)OCC2,2,train
N#Cc1cc2c(c(-c3ccc(C(=O)O)c(O)c3)c1)OCO2,2,train
N#Cc1ccc(-c2c(SC3(C(=O)O)CCC3)ccc3cnsc23)cc1,2,train
N#Cc1ccc(-c2c(SC3(C(=O)O)CCCC3)ccc3cnsc23)cc1,2,train
N#Cc1ccc(-c2c(SC3(C(=O)O)CCCCC3)ccc3cnsc23)cc1,2,train
N#Cc1ccc(-c2cncc3cc(C(=O)O)sc23)c2ccccc12,2,train
N#Cc1ccc(-c2cncc3cc(CC(=O)O)sc23)c2ccccc12,2,train
N#Cc1ccc(-c2cncc3cc(CC(=O)O)sc23)cc1,2,train
N#Cc1ccc(-c2cncc3cc(CCC(=O)O)sc23)c2ccccc12,2,train
N#Cc1ccc(-c2cncc3ccc(/C=C/C(=O)O)cc23)c2ccccc12,2,train
N#Cc1ccc(-c2cncc3ccc(C(=O)O)cc23)cc1,2,train
N#Cc1ccc(-c2cncc3ccc(CC(=O)O)cc23)c2ccccc12,2,train
N#Cc1ccc(-c2cncc3ccc(CCC(=O)O)cc23)cc1,2,train
N#Cc1ccc(-c2cncc3sc(CCC(=O)O)cc23)c2ccccc12,2,train
N#Cc1ccc(-c2cnccc2NS(=O)(=O)C(F)(F)F)cc1,2,train
N#Cc1ccc(-c2cnccc2NS(=O)(=O)c2ccc(F)cc2)c2ccccc12,2,train
N#Cc1ccc(-c2cnccc2NS(=O)(=O)c2ccc(F)cc2)cc1,2,train
N#Cc1ccc(-c2cnccc2NS(=O)(=O)c2ccccc2)c2ccccc12,2,train
N#Cc1ccc(-c2cnccc2NS(=O)(=O)c2ccccc2)cc1,2,train
N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)c2cc(Cl)cn12,2,train
N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)c2cc(F)cn12,2,train
N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)c2cccn12,2,train
N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2c(Cl)ccc12,2,train
N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2c(F)ccc12,2,train
N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2cc(Br)cc12,2,train
N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2cc(C(F)(F)F)cc12,2,train
N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2cc(Cl)cc12,2,train
N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2ccc(F)c12,2,train
N#Cc1ccc(-c2cnccc2SC2(C(=O)O)CCC2)n2cccc12,2,train
N#Cc1ccc(-c2cnccc2SC2CC(C(=O)O)C2)c2ccccc12,2,train
N#Cc1ccc(-c2cnccc2SCC2CC(C(=O)O)C2)c2ccccc12,2,train
N#Cc1ccc(Cl)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
N#Cc1ccc(F)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
N#Cc1ccc(NS(=O)(=O)c2ccc(Oc3ccc(F)c(Cl)c3)c(C#N)c2)nc1,2,train
N#Cc1ccc(Nc2cnccc2SCCCC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Nc2cnccc2SCCCCC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Nc2cnccc2SCCCCCC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Nc2cnccc2SCCCCCCC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Nc2cnccc2SCc2ccc(C(=O)[O-])cc2)c2ccccc12.[Na+],2,train
N#Cc1ccc(Nc2cnccc2SCc2cccc(C(=O)[O-])c2)c2ccccc12.[Na+],2,train
N#Cc1ccc(Nc2cnccc2SCc2ccccc2C(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Nc2cnccc2Sc2ccc(Br)cc2CC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Nc2cnccc2Sc2cccc([N+](=O)[O-])c2CC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Oc2c(F)cc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cc(F)ccn3)cc2C#N)cc1Cl,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(Cl)cn3)cc2C#N)cc1Cl,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)c(F)c2)cc1F,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2)cc1F,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(Cl)c1,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(F)c1,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(OC(F)F)c1,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1F,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cn1,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2Cl)cc1F,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2F)cc1F,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccccn3)cc2C#N)cc1Cl,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cccnn3)cc2C#N)cc1Cl,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cccnn3)cc2C#N)cc1F,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccncn3)cc2C#N)cc1Cl,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cnccn3)cc2C#N)cc1Cl,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cscn3)cc2C#N)cc1Cl,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ncccc3F)cc2C#N)cc1Cl,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3nccs3)cc2C#N)cc1Cl,2,train
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3nncs3)cc2C#N)cc1Cl,2,train
N#Cc1ccc(Oc2cnccc2SCC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Oc2cnccc2SCCCC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Oc2cnccc2SCCCCC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Oc2cnccc2SCCCCCC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Oc2cnccc2SCCCCCCC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Oc2cnccc2SCc2ccc(C(=O)[O-])cc2)c2ccccc12.[Na+],2,train
N#Cc1ccc(Oc2cnccc2SCc2cccc(C(=O)[O-])c2)c2ccccc12.[Na+],2,train
N#Cc1ccc(Oc2cnccc2SCc2ccccc2C(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Oc2cnccc2Sc2ccc(Br)cc2CC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(Oc2cnccc2Sc2cccc([N+](=O)[O-])c2CC(=O)[O-])c2ccccc12.[Na+],2,train
N#Cc1ccc(S(=O)(=O)Nc2ccncc2-c2ccc(C#N)c3ccccc23)cc1,2,train
N#Cc1ccc(SC2(C(=O)O)CCC2)c2ccccc12,2,train
N#Cc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,2,train
N#Cc1cccc(-c2ccc(C(=O)O)c(O)c2)c1,2,train
N#Cc1cccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
N#Cc1ccccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,2,train
N#Cc1ccnc(NS(=O)(=O)c2ccc(Oc3ccc(F)c(Cl)c3)c(C#N)c2)c1,2,train
N#Cc1cncc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,2,train
Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,2,train
Nc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,2,train
O/N=C(\Cc1ccc(Br)cc1)c1ccc(O)cc1O,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)C1CC1,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1cc(F)cc(F)c1,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(Br)cc1,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(C(F)(F)F)cc1,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(Cl)cc1,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(Cl)s1,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(F)cc1,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(F)cc1F,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(O)cc1,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1cccc([N+](=O)[O-])c1,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1,2,train
O=C(CSc1nc2sccc2c(=O)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccccc1[N+](=O)[O-],2,train
O=C(CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(Br)cc1,2,train
O=C(CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12)NS(=O)(=O)c1ccc(F)cc1F,2,train
O=C(CSc1nnc(Br)n1Cc1ccc(Br)c2ccccc12)NO,2,train
O=C(Nc1ccc(-c2[nH]nnc2-c2ccccc2)cc1)c1c(O)[nH]c(=O)[nH]c1=O,2,train
O=C(Nc1ccc(-c2c[nH]nn2)c(C(F)(F)F)c1)c1c(O)[nH]c(=O)[nH]c1=O,2,train
O=C(Nc1ccc(-c2c[nH]nn2)cc1C(F)(F)F)c1c(O)[nH]c(=O)[nH]c1=O,2,train
O=C(Nc1ccc(-c2cc(O)n[nH]2)cc1)c1c(O)[nH]c(=O)[nH]c1=O,2,train
O=C(Nc1ccc(-c2cnn[nH]2)cc1)c1c(O)[nH]c(=S)[nH]c1=O,2,train
O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1c(O)[nH]c(=O)[nH]c1=O,2,train
O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1c(O)[nH]c(=S)[nH]c1=O,2,train
O=C(Nc1ccc(-c2noc(=O)[nH]2)cc1)c1c(O)[nH]c(=O)[nH]c1=O,2,train
O=C(Nc1ccc(O)cc1)c1c(O)[nH]c(=S)[nH]c1=O,2,train
O=C(Nc1ccc(O)cc1F)c1c(O)[nH]c(=S)[nH]c1=O,2,train
O=C(Nc1ccccc1C(=O)O)c1cc(-c2ccc(Br)cc2)n(Cc2ccccn2)n1,2,train
O=C(Nc1ccccc1C(=O)O)c1cc(-c2ccc(C(F)(F)F)cc2)n(Cc2ccccn2)n1,2,train
O=C(Nc1ccccc1C(=O)O)c1cc(-c2ccc(Cl)cc2)n(Cc2ccccn2)n1,2,train
