target,ligand,mode,vina_score,sdf_name,pose_path
4L23,PM48_34,6,-7.664,PM48_34_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_34/mode_06.pdbqt
4L23,PM48_34,7,-7.477,PM48_34_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_34/mode_07.pdbqt
4L23,PM48_34,8,-7.476,PM48_34_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_34/mode_08.pdbqt
4L23,PM48_34,9,-7.371,PM48_34_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_34/mode_09.pdbqt
4L23,PM48_35,1,-9.383,PM48_35_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_35/mode_01.pdbqt
4L23,PM48_35,2,-9.359,PM48_35_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_35/mode_02.pdbqt
4L23,PM48_35,3,-9.214,PM48_35_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_35/mode_03.pdbqt
4L23,PM48_35,4,-9.08,PM48_35_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_35/mode_04.pdbqt
4L23,PM48_35,5,-9.054,PM48_35_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_35/mode_05.pdbqt
4L23,PM48_35,6,-8.824,PM48_35_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_35/mode_06.pdbqt
4L23,PM48_35,7,-8.443,PM48_35_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_35/mode_07.pdbqt
4L23,PM48_35,8,-8.385,PM48_35_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_35/mode_08.pdbqt
4L23,PM48_35,9,-8.326,PM48_35_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_35/mode_09.pdbqt
4L23,PM48_36,1,-8.272,PM48_36_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_36/mode_01.pdbqt
4L23,PM48_36,2,-7.978,PM48_36_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_36/mode_02.pdbqt
4L23,PM48_36,3,-7.818,PM48_36_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_36/mode_03.pdbqt
4L23,PM48_36,4,-7.475,PM48_36_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_36/mode_04.pdbqt
4L23,PM48_36,5,-7.449,PM48_36_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_36/mode_05.pdbqt
4L23,PM48_36,6,-7.431,PM48_36_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_36/mode_06.pdbqt
4L23,PM48_36,7,-7.183,PM48_36_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_36/mode_07.pdbqt
4L23,PM48_36,8,-7.182,PM48_36_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_36/mode_08.pdbqt
4L23,PM48_36,9,-7.141,PM48_36_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_36/mode_09.pdbqt
4L23,PM48_37,1,-7.817,PM48_37_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_37/mode_01.pdbqt
4L23,PM48_37,2,-7.592,PM48_37_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_37/mode_02.pdbqt
4L23,PM48_37,3,-7.588,PM48_37_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_37/mode_03.pdbqt
4L23,PM48_37,4,-7.538,PM48_37_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_37/mode_04.pdbqt
4L23,PM48_37,5,-7.501,PM48_37_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_37/mode_05.pdbqt
4L23,PM48_37,6,-7.458,PM48_37_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_37/mode_06.pdbqt
4L23,PM48_37,7,-7.27,PM48_37_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_37/mode_07.pdbqt
4L23,PM48_37,8,-7.229,PM48_37_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_37/mode_08.pdbqt
4L23,PM48_37,9,-7.184,PM48_37_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_37/mode_09.pdbqt
4L23,PM48_38,1,-8.233,PM48_38_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_38/mode_01.pdbqt
4L23,PM48_38,2,-8.202,PM48_38_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_38/mode_02.pdbqt
4L23,PM48_38,3,-8.198,PM48_38_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_38/mode_03.pdbqt
4L23,PM48_38,4,-8.151,PM48_38_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_38/mode_04.pdbqt
4L23,PM48_38,5,-8.11,PM48_38_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_38/mode_05.pdbqt
4L23,PM48_38,6,-7.753,PM48_38_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_38/mode_06.pdbqt
4L23,PM48_38,7,-7.641,PM48_38_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_38/mode_07.pdbqt
4L23,PM48_38,8,-7.36,PM48_38_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_38/mode_08.pdbqt
4L23,PM48_38,9,-7.3,PM48_38_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_38/mode_09.pdbqt
4L23,PM48_39,1,-8.107,PM48_39_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_39/mode_01.pdbqt
4L23,PM48_39,2,-7.493,PM48_39_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_39/mode_02.pdbqt
4L23,PM48_39,3,-7.472,PM48_39_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_39/mode_03.pdbqt
4L23,PM48_39,4,-7.469,PM48_39_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_39/mode_04.pdbqt
4L23,PM48_39,5,-7.463,PM48_39_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_39/mode_05.pdbqt
4L23,PM48_39,6,-7.403,PM48_39_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_39/mode_06.pdbqt
4L23,PM48_39,7,-7.368,PM48_39_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_39/mode_07.pdbqt
4L23,PM48_39,8,-7.295,PM48_39_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_39/mode_08.pdbqt
4L23,PM48_39,9,-7.098,PM48_39_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_39/mode_09.pdbqt
4L23,PM48_40,1,-7.296,PM48_40_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_40/mode_01.pdbqt
4L23,PM48_40,2,-7.211,PM48_40_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_40/mode_02.pdbqt
4L23,PM48_40,3,-6.504,PM48_40_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_40/mode_03.pdbqt
4L23,PM48_40,4,-6.354,PM48_40_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_40/mode_04.pdbqt
4L23,PM48_40,5,-6.293,PM48_40_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_40/mode_05.pdbqt
4L23,PM48_40,6,-6.039,PM48_40_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_40/mode_06.pdbqt
4L23,PM48_40,7,-6.03,PM48_40_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_40/mode_07.pdbqt
4L23,PM48_40,8,-6.015,PM48_40_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_40/mode_08.pdbqt
4L23,PM48_40,9,-5.999,PM48_40_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_40/mode_09.pdbqt
4L23,PM48_41,1,-8.3,PM48_41_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_41/mode_01.pdbqt
4L23,PM48_41,2,-7.439,PM48_41_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_41/mode_02.pdbqt
4L23,PM48_41,3,-7.072,PM48_41_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_41/mode_03.pdbqt
4L23,PM48_41,4,-6.996,PM48_41_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_41/mode_04.pdbqt
4L23,PM48_41,5,-6.927,PM48_41_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_41/mode_05.pdbqt
4L23,PM48_41,6,-6.67,PM48_41_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_41/mode_06.pdbqt
4L23,PM48_41,7,-6.55,PM48_41_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_41/mode_07.pdbqt
4L23,PM48_41,8,-6.419,PM48_41_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_41/mode_08.pdbqt
4L23,PM48_41,9,-6.235,PM48_41_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_41/mode_09.pdbqt
4L23,PM48_42,1,-7.815,PM48_42_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_42/mode_01.pdbqt
4L23,PM48_42,2,-7.597,PM48_42_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_42/mode_02.pdbqt
4L23,PM48_42,3,-7.177,PM48_42_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_42/mode_03.pdbqt
4L23,PM48_42,4,-7.137,PM48_42_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_42/mode_04.pdbqt
4L23,PM48_42,5,-7.032,PM48_42_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_42/mode_05.pdbqt
4L23,PM48_42,6,-6.982,PM48_42_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_42/mode_06.pdbqt
4L23,PM48_42,7,-6.931,PM48_42_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_42/mode_07.pdbqt
4L23,PM48_42,8,-6.894,PM48_42_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_42/mode_08.pdbqt
4L23,PM48_42,9,-6.756,PM48_42_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_42/mode_09.pdbqt
4L23,PM48_43,1,-9.208,PM48_43_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_43/mode_01.pdbqt
4L23,PM48_43,2,-8.386,PM48_43_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_43/mode_02.pdbqt
4L23,PM48_43,3,-7.947,PM48_43_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_43/mode_03.pdbqt
4L23,PM48_43,4,-7.831,PM48_43_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_43/mode_04.pdbqt
4L23,PM48_43,5,-7.728,PM48_43_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_43/mode_05.pdbqt
4L23,PM48_43,6,-7.542,PM48_43_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_43/mode_06.pdbqt
4L23,PM48_43,7,-7.353,PM48_43_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_43/mode_07.pdbqt
4L23,PM48_43,8,-7.344,PM48_43_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_43/mode_08.pdbqt
4L23,PM48_43,9,-7.221,PM48_43_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_43/mode_09.pdbqt
4L23,PM48_44,1,-7.881,PM48_44_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_44/mode_01.pdbqt
4L23,PM48_44,2,-7.763,PM48_44_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_44/mode_02.pdbqt
4L23,PM48_44,3,-7.638,PM48_44_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_44/mode_03.pdbqt
4L23,PM48_44,4,-7.602,PM48_44_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_44/mode_04.pdbqt
4L23,PM48_44,5,-7.56,PM48_44_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_44/mode_05.pdbqt
4L23,PM48_44,6,-7.347,PM48_44_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_44/mode_06.pdbqt
4L23,PM48_44,7,-7.081,PM48_44_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_44/mode_07.pdbqt
4L23,PM48_44,8,-6.979,PM48_44_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_44/mode_08.pdbqt
4L23,PM48_44,9,-6.895,PM48_44_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_44/mode_09.pdbqt
4L23,PM48_45,1,-9.597,PM48_45_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_45/mode_01.pdbqt
4L23,PM48_45,2,-9.041,PM48_45_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_45/mode_02.pdbqt
4L23,PM48_45,3,-8.905,PM48_45_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_45/mode_03.pdbqt
4L23,PM48_45,4,-8.886,PM48_45_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_45/mode_04.pdbqt
4L23,PM48_45,5,-8.463,PM48_45_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_45/mode_05.pdbqt
4L23,PM48_45,6,-8.287,PM48_45_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_45/mode_06.pdbqt
4L23,PM48_45,7,-8.202,PM48_45_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_45/mode_07.pdbqt
4L23,PM48_45,8,-8.166,PM48_45_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_45/mode_08.pdbqt
4L23,PM48_45,9,-7.77,PM48_45_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_45/mode_09.pdbqt
4L23,PM48_46,1,-8.595,PM48_46_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_46/mode_01.pdbqt
4L23,PM48_46,2,-8.355,PM48_46_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_46/mode_02.pdbqt
4L23,PM48_46,3,-8.302,PM48_46_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_46/mode_03.pdbqt
4L23,PM48_46,4,-7.967,PM48_46_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_46/mode_04.pdbqt
4L23,PM48_46,5,-7.915,PM48_46_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_46/mode_05.pdbqt
4L23,PM48_46,6,-7.885,PM48_46_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_46/mode_06.pdbqt
4L23,PM48_46,7,-7.842,PM48_46_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_46/mode_07.pdbqt
4L23,PM48_46,8,-7.756,PM48_46_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_46/mode_08.pdbqt
4L23,PM48_46,9,-7.405,PM48_46_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_46/mode_09.pdbqt
4L23,PM48_47,1,-8.562,PM48_47_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_47/mode_01.pdbqt
4L23,PM48_47,2,-8.436,PM48_47_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_47/mode_02.pdbqt
4L23,PM48_47,3,-8.07,PM48_47_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_47/mode_03.pdbqt
4L23,PM48_47,4,-7.795,PM48_47_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_47/mode_04.pdbqt
4L23,PM48_47,5,-7.78,PM48_47_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_47/mode_05.pdbqt
4L23,PM48_47,6,-7.77,PM48_47_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_47/mode_06.pdbqt
4L23,PM48_47,7,-7.614,PM48_47_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_47/mode_07.pdbqt
4L23,PM48_47,8,-7.595,PM48_47_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_47/mode_08.pdbqt
4L23,PM48_47,9,-7.033,PM48_47_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_47/mode_09.pdbqt
4L23,PM48_48,1,-8.174,PM48_48_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_48/mode_01.pdbqt
4L23,PM48_48,2,-7.748,PM48_48_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_48/mode_02.pdbqt
4L23,PM48_48,3,-7.716,PM48_48_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_48/mode_03.pdbqt
4L23,PM48_48,4,-7.5,PM48_48_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_48/mode_04.pdbqt
4L23,PM48_48,5,-7.325,PM48_48_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_48/mode_05.pdbqt
4L23,PM48_48,6,-7.269,PM48_48_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_48/mode_06.pdbqt
4L23,PM48_48,7,-7.09,PM48_48_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_48/mode_07.pdbqt
4L23,PM48_48,8,-7.05,PM48_48_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_48/mode_08.pdbqt
4L23,PM48_48,9,-6.89,PM48_48_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_48/mode_09.pdbqt
4JT6,PM48_01,1,-9.453,PM48_01_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_01/mode_01.pdbqt
4JT6,PM48_01,2,-9.407,PM48_01_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_01/mode_02.pdbqt
4JT6,PM48_01,3,-9.151,PM48_01_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_01/mode_03.pdbqt
4JT6,PM48_01,4,-8.707,PM48_01_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_01/mode_04.pdbqt
4JT6,PM48_01,5,-8.596,PM48_01_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_01/mode_05.pdbqt
4JT6,PM48_01,6,-8.511,PM48_01_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_01/mode_06.pdbqt
4JT6,PM48_01,7,-8.49,PM48_01_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_01/mode_07.pdbqt
4JT6,PM48_01,8,-8.367,PM48_01_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_01/mode_08.pdbqt
4JT6,PM48_01,9,-8.164,PM48_01_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_01/mode_09.pdbqt
4JT6,PM48_02,1,-10.969,PM48_02_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_02/mode_01.pdbqt
4JT6,PM48_02,2,-9.866,PM48_02_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_02/mode_02.pdbqt
4JT6,PM48_02,3,-9.29,PM48_02_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_02/mode_03.pdbqt
4JT6,PM48_02,4,-9.153,PM48_02_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_02/mode_04.pdbqt
4JT6,PM48_02,5,-9.122,PM48_02_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_02/mode_05.pdbqt
4JT6,PM48_02,6,-9.076,PM48_02_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_02/mode_06.pdbqt
4JT6,PM48_02,7,-9.027,PM48_02_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_02/mode_07.pdbqt
4JT6,PM48_02,8,-8.875,PM48_02_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_02/mode_08.pdbqt
4JT6,PM48_02,9,-8.823,PM48_02_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_02/mode_09.pdbqt
4JT6,PM48_03,1,-6.711,PM48_03_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_03/mode_01.pdbqt
4JT6,PM48_03,2,-6.678,PM48_03_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_03/mode_02.pdbqt
4JT6,PM48_03,3,-6.574,PM48_03_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4JT6/PM48_03/mode_03.pdbqt
