target,ligand,mode,vina_score,sdf_name,pose_path
4L23,PM48_17,8,-7.366,PM48_17_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_17/mode_08.pdbqt
4L23,PM48_17,9,-7.152,PM48_17_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_17/mode_09.pdbqt
4L23,PM48_18,1,-9.333,PM48_18_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_18/mode_01.pdbqt
4L23,PM48_18,2,-9.206,PM48_18_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_18/mode_02.pdbqt
4L23,PM48_18,3,-8.425,PM48_18_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_18/mode_03.pdbqt
4L23,PM48_18,4,-8.404,PM48_18_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_18/mode_04.pdbqt
4L23,PM48_18,5,-8.324,PM48_18_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_18/mode_05.pdbqt
4L23,PM48_18,6,-8.317,PM48_18_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_18/mode_06.pdbqt
4L23,PM48_18,7,-8.095,PM48_18_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_18/mode_07.pdbqt
4L23,PM48_18,8,-8.08,PM48_18_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_18/mode_08.pdbqt
4L23,PM48_18,9,-7.94,PM48_18_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_18/mode_09.pdbqt
4L23,PM48_19,1,-6.422,PM48_19_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_19/mode_01.pdbqt
4L23,PM48_19,2,-6.064,PM48_19_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_19/mode_02.pdbqt
4L23,PM48_19,3,-6.058,PM48_19_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_19/mode_03.pdbqt
4L23,PM48_19,4,-6.037,PM48_19_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_19/mode_04.pdbqt
4L23,PM48_19,5,-5.881,PM48_19_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_19/mode_05.pdbqt
4L23,PM48_19,6,-5.742,PM48_19_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_19/mode_06.pdbqt
4L23,PM48_19,7,-5.699,PM48_19_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_19/mode_07.pdbqt
4L23,PM48_19,8,-5.652,PM48_19_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_19/mode_08.pdbqt
4L23,PM48_19,9,-5.558,PM48_19_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_19/mode_09.pdbqt
4L23,PM48_20,1,-9.057,PM48_20_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_20/mode_01.pdbqt
4L23,PM48_20,2,-8.01,PM48_20_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_20/mode_02.pdbqt
4L23,PM48_20,3,-7.566,PM48_20_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_20/mode_03.pdbqt
4L23,PM48_20,4,-7.439,PM48_20_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_20/mode_04.pdbqt
4L23,PM48_20,5,-7.332,PM48_20_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_20/mode_05.pdbqt
4L23,PM48_20,6,-7.168,PM48_20_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_20/mode_06.pdbqt
4L23,PM48_20,7,-7.004,PM48_20_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_20/mode_07.pdbqt
4L23,PM48_20,8,-6.985,PM48_20_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_20/mode_08.pdbqt
4L23,PM48_20,9,-6.883,PM48_20_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_20/mode_09.pdbqt
4L23,PM48_21,1,-8.346,PM48_21_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_21/mode_01.pdbqt
4L23,PM48_21,2,-8.089,PM48_21_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_21/mode_02.pdbqt
4L23,PM48_21,3,-7.978,PM48_21_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_21/mode_03.pdbqt
4L23,PM48_21,4,-7.957,PM48_21_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_21/mode_04.pdbqt
4L23,PM48_21,5,-7.592,PM48_21_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_21/mode_05.pdbqt
4L23,PM48_21,6,-7.509,PM48_21_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_21/mode_06.pdbqt
4L23,PM48_21,7,-7.482,PM48_21_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_21/mode_07.pdbqt
4L23,PM48_21,8,-7.385,PM48_21_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_21/mode_08.pdbqt
4L23,PM48_21,9,-7.35,PM48_21_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_21/mode_09.pdbqt
4L23,PM48_22,1,-7.529,PM48_22_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_22/mode_01.pdbqt
4L23,PM48_22,2,-7.39,PM48_22_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_22/mode_02.pdbqt
4L23,PM48_22,3,-7.373,PM48_22_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_22/mode_03.pdbqt
4L23,PM48_22,4,-7.321,PM48_22_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_22/mode_04.pdbqt
4L23,PM48_22,5,-7.304,PM48_22_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_22/mode_05.pdbqt
4L23,PM48_22,6,-7.218,PM48_22_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_22/mode_06.pdbqt
4L23,PM48_22,7,-7.128,PM48_22_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_22/mode_07.pdbqt
4L23,PM48_22,8,-7.09,PM48_22_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_22/mode_08.pdbqt
4L23,PM48_22,9,-7.08,PM48_22_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_22/mode_09.pdbqt
4L23,PM48_23,1,-7.866,PM48_23_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_23/mode_01.pdbqt
4L23,PM48_23,2,-7.848,PM48_23_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_23/mode_02.pdbqt
4L23,PM48_23,3,-7.173,PM48_23_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_23/mode_03.pdbqt
4L23,PM48_23,4,-7.155,PM48_23_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_23/mode_04.pdbqt
4L23,PM48_23,5,-7.058,PM48_23_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_23/mode_05.pdbqt
4L23,PM48_23,6,-6.849,PM48_23_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_23/mode_06.pdbqt
4L23,PM48_23,7,-6.812,PM48_23_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_23/mode_07.pdbqt
4L23,PM48_23,8,-6.782,PM48_23_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_23/mode_08.pdbqt
4L23,PM48_23,9,-6.646,PM48_23_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_23/mode_09.pdbqt
4L23,PM48_24,1,-7.978,PM48_24_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_24/mode_01.pdbqt
4L23,PM48_24,2,-6.784,PM48_24_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_24/mode_02.pdbqt
4L23,PM48_24,3,-6.747,PM48_24_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_24/mode_03.pdbqt
4L23,PM48_24,4,-6.556,PM48_24_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_24/mode_04.pdbqt
4L23,PM48_24,5,-6.481,PM48_24_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_24/mode_05.pdbqt
4L23,PM48_24,6,-6.458,PM48_24_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_24/mode_06.pdbqt
4L23,PM48_24,7,-6.322,PM48_24_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_24/mode_07.pdbqt
4L23,PM48_24,8,-6.307,PM48_24_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_24/mode_08.pdbqt
4L23,PM48_24,9,-6.202,PM48_24_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_24/mode_09.pdbqt
4L23,PM48_25,1,-6.818,PM48_25_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_25/mode_01.pdbqt
4L23,PM48_25,2,-6.635,PM48_25_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_25/mode_02.pdbqt
4L23,PM48_25,3,-6.462,PM48_25_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_25/mode_03.pdbqt
4L23,PM48_25,4,-6.396,PM48_25_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_25/mode_04.pdbqt
4L23,PM48_25,5,-6.388,PM48_25_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_25/mode_05.pdbqt
4L23,PM48_25,6,-6.122,PM48_25_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_25/mode_06.pdbqt
4L23,PM48_25,7,-5.808,PM48_25_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_25/mode_07.pdbqt
4L23,PM48_25,8,-5.753,PM48_25_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_25/mode_08.pdbqt
4L23,PM48_25,9,-5.721,PM48_25_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_25/mode_09.pdbqt
4L23,PM48_26,1,-8.611,PM48_26_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_26/mode_01.pdbqt
4L23,PM48_26,2,-8.605,PM48_26_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_26/mode_02.pdbqt
4L23,PM48_26,3,-8.556,PM48_26_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_26/mode_03.pdbqt
4L23,PM48_26,4,-8.476,PM48_26_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_26/mode_04.pdbqt
4L23,PM48_26,5,-7.646,PM48_26_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_26/mode_05.pdbqt
4L23,PM48_26,6,-7.645,PM48_26_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_26/mode_06.pdbqt
4L23,PM48_26,7,-7.436,PM48_26_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_26/mode_07.pdbqt
4L23,PM48_26,8,-7.426,PM48_26_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_26/mode_08.pdbqt
4L23,PM48_26,9,-7.361,PM48_26_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_26/mode_09.pdbqt
4L23,PM48_27,1,-7.924,PM48_27_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_27/mode_01.pdbqt
4L23,PM48_27,2,-7.902,PM48_27_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_27/mode_02.pdbqt
4L23,PM48_27,3,-7.69,PM48_27_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_27/mode_03.pdbqt
4L23,PM48_27,4,-7.644,PM48_27_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_27/mode_04.pdbqt
4L23,PM48_27,5,-7.416,PM48_27_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_27/mode_05.pdbqt
4L23,PM48_27,6,-7.406,PM48_27_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_27/mode_06.pdbqt
4L23,PM48_27,7,-7.361,PM48_27_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_27/mode_07.pdbqt
4L23,PM48_27,8,-7.183,PM48_27_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_27/mode_08.pdbqt
4L23,PM48_27,9,-6.934,PM48_27_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_27/mode_09.pdbqt
4L23,PM48_28,1,-8.532,PM48_28_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_28/mode_01.pdbqt
4L23,PM48_28,2,-8.328,PM48_28_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_28/mode_02.pdbqt
4L23,PM48_28,3,-8.321,PM48_28_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_28/mode_03.pdbqt
4L23,PM48_28,4,-7.956,PM48_28_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_28/mode_04.pdbqt
4L23,PM48_28,5,-7.859,PM48_28_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_28/mode_05.pdbqt
4L23,PM48_28,6,-7.783,PM48_28_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_28/mode_06.pdbqt
4L23,PM48_28,7,-7.609,PM48_28_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_28/mode_07.pdbqt
4L23,PM48_28,8,-7.569,PM48_28_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_28/mode_08.pdbqt
4L23,PM48_28,9,-7.394,PM48_28_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_28/mode_09.pdbqt
4L23,PM48_29,1,-8.209,PM48_29_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_29/mode_01.pdbqt
4L23,PM48_29,2,-8.141,PM48_29_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_29/mode_02.pdbqt
4L23,PM48_29,3,-8.12,PM48_29_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_29/mode_03.pdbqt
4L23,PM48_29,4,-8.054,PM48_29_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_29/mode_04.pdbqt
4L23,PM48_29,5,-8.022,PM48_29_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_29/mode_05.pdbqt
4L23,PM48_29,6,-7.936,PM48_29_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_29/mode_06.pdbqt
4L23,PM48_29,7,-7.724,PM48_29_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_29/mode_07.pdbqt
4L23,PM48_29,8,-7.642,PM48_29_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_29/mode_08.pdbqt
4L23,PM48_29,9,-7.295,PM48_29_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_29/mode_09.pdbqt
4L23,PM48_30,1,-8.409,PM48_30_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_30/mode_01.pdbqt
4L23,PM48_30,2,-8.29,PM48_30_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_30/mode_02.pdbqt
4L23,PM48_30,3,-7.945,PM48_30_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_30/mode_03.pdbqt
4L23,PM48_30,4,-7.844,PM48_30_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_30/mode_04.pdbqt
4L23,PM48_30,5,-7.843,PM48_30_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_30/mode_05.pdbqt
4L23,PM48_30,6,-7.805,PM48_30_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_30/mode_06.pdbqt
4L23,PM48_30,7,-7.687,PM48_30_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_30/mode_07.pdbqt
4L23,PM48_30,8,-7.659,PM48_30_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_30/mode_08.pdbqt
4L23,PM48_30,9,-7.597,PM48_30_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_30/mode_09.pdbqt
4L23,PM48_31,1,-8.677,PM48_31_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_31/mode_01.pdbqt
4L23,PM48_31,2,-8.312,PM48_31_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_31/mode_02.pdbqt
4L23,PM48_31,3,-8.252,PM48_31_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_31/mode_03.pdbqt
4L23,PM48_31,4,-8.205,PM48_31_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_31/mode_04.pdbqt
4L23,PM48_31,5,-8.173,PM48_31_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_31/mode_05.pdbqt
4L23,PM48_31,6,-8.039,PM48_31_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_31/mode_06.pdbqt
4L23,PM48_31,7,-7.992,PM48_31_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_31/mode_07.pdbqt
4L23,PM48_31,8,-7.8,PM48_31_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_31/mode_08.pdbqt
4L23,PM48_31,9,-7.742,PM48_31_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_31/mode_09.pdbqt
4L23,PM48_32,1,-7.579,PM48_32_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_32/mode_01.pdbqt
4L23,PM48_32,2,-7.449,PM48_32_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_32/mode_02.pdbqt
4L23,PM48_32,3,-7.233,PM48_32_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_32/mode_03.pdbqt
4L23,PM48_32,4,-7.223,PM48_32_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_32/mode_04.pdbqt
4L23,PM48_32,5,-7.106,PM48_32_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_32/mode_05.pdbqt
4L23,PM48_32,6,-7.001,PM48_32_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_32/mode_06.pdbqt
4L23,PM48_32,7,-6.986,PM48_32_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_32/mode_07.pdbqt
4L23,PM48_32,8,-6.851,PM48_32_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_32/mode_08.pdbqt
4L23,PM48_32,9,-6.803,PM48_32_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_32/mode_09.pdbqt
4L23,PM48_33,1,-7.671,PM48_33_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_33/mode_01.pdbqt
4L23,PM48_33,2,-7.61,PM48_33_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_33/mode_02.pdbqt
4L23,PM48_33,3,-7.572,PM48_33_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_33/mode_03.pdbqt
4L23,PM48_33,4,-7.378,PM48_33_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_33/mode_04.pdbqt
4L23,PM48_33,5,-7.314,PM48_33_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_33/mode_05.pdbqt
4L23,PM48_33,6,-6.963,PM48_33_mode6,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_33/mode_06.pdbqt
4L23,PM48_33,7,-6.947,PM48_33_mode7,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_33/mode_07.pdbqt
4L23,PM48_33,8,-6.713,PM48_33_mode8,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_33/mode_08.pdbqt
4L23,PM48_33,9,-6.574,PM48_33_mode9,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_33/mode_09.pdbqt
4L23,PM48_34,1,-8.616,PM48_34_mode1,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_34/mode_01.pdbqt
4L23,PM48_34,2,-8.539,PM48_34_mode2,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_34/mode_02.pdbqt
4L23,PM48_34,3,-8.178,PM48_34_mode3,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_34/mode_03.pdbqt
4L23,PM48_34,4,-7.794,PM48_34_mode4,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_34/mode_04.pdbqt
4L23,PM48_34,5,-7.727,PM48_34_mode5,/mnt/d/CADD paper exercise/dual target docking/results/pik3ca_mtor_panel48_v0/poses/4L23/PM48_34/mode_05.pdbqt
