panel_id,target,mode,vina_score,seed,exhaustiveness
PM48_19,4JT6,6,-6.448,20260727,16
PM48_19,4JT6,7,-6.404,20260727,16
PM48_19,4JT6,8,-6.332,20260727,16
PM48_19,4JT6,9,-6.051,20260727,16
PM48_20,4JT6,1,-9.101,20260727,16
PM48_20,4JT6,2,-8.74,20260727,16
PM48_20,4JT6,3,-8.66,20260727,16
PM48_20,4JT6,4,-8.333,20260727,16
PM48_20,4JT6,5,-8.326,20260727,16
PM48_20,4JT6,6,-8.158,20260727,16
PM48_20,4JT6,7,-8.129,20260727,16
PM48_20,4JT6,8,-8.085,20260727,16
PM48_20,4JT6,9,-7.94,20260727,16
PM48_21,4JT6,1,-9.299,20260727,16
PM48_21,4JT6,2,-9.042,20260727,16
PM48_21,4JT6,3,-8.66,20260727,16
PM48_21,4JT6,4,-8.602,20260727,16
PM48_21,4JT6,5,-8.591,20260727,16
PM48_21,4JT6,6,-8.189,20260727,16
PM48_21,4JT6,7,-8.17,20260727,16
PM48_21,4JT6,8,-7.882,20260727,16
PM48_21,4JT6,9,-7.837,20260727,16
PM48_22,4JT6,1,-8.082,20260727,16
PM48_22,4JT6,2,-7.901,20260727,16
PM48_22,4JT6,3,-7.839,20260727,16
PM48_22,4JT6,4,-7.825,20260727,16
PM48_22,4JT6,5,-7.768,20260727,16
PM48_22,4JT6,6,-7.62,20260727,16
PM48_22,4JT6,7,-7.612,20260727,16
PM48_22,4JT6,8,-7.538,20260727,16
PM48_22,4JT6,9,-7.449,20260727,16
PM48_23,4JT6,1,-8.222,20260727,16
PM48_23,4JT6,2,-7.591,20260727,16
PM48_23,4JT6,3,-7.138,20260727,16
PM48_23,4JT6,4,-7.096,20260727,16
PM48_23,4JT6,5,-7.059,20260727,16
PM48_23,4JT6,6,-7.011,20260727,16
PM48_23,4JT6,7,-6.971,20260727,16
PM48_23,4JT6,8,-6.743,20260727,16
PM48_23,4JT6,9,-6.71,20260727,16
PM48_24,4JT6,1,-7.017,20260727,16
PM48_24,4JT6,2,-6.958,20260727,16
PM48_24,4JT6,3,-6.816,20260727,16
PM48_24,4JT6,4,-6.782,20260727,16
PM48_24,4JT6,5,-6.666,20260727,16
PM48_24,4JT6,6,-6.66,20260727,16
PM48_24,4JT6,7,-6.544,20260727,16
PM48_24,4JT6,8,-6.496,20260727,16
PM48_24,4JT6,9,-6.186,20260727,16
PM48_25,4JT6,1,-6.559,20260727,16
PM48_25,4JT6,2,-6.504,20260727,16
PM48_25,4JT6,3,-6.501,20260727,16
PM48_25,4JT6,4,-6.293,20260727,16
PM48_25,4JT6,5,-6.173,20260727,16
PM48_25,4JT6,6,-5.982,20260727,16
PM48_25,4JT6,7,-5.955,20260727,16
PM48_25,4JT6,8,-5.932,20260727,16
PM48_25,4JT6,9,-5.917,20260727,16
PM48_26,4JT6,1,-8.892,20260727,16
PM48_26,4JT6,2,-8.77,20260727,16
PM48_26,4JT6,3,-8.556,20260727,16
PM48_26,4JT6,4,-8.536,20260727,16
PM48_26,4JT6,5,-8.512,20260727,16
PM48_26,4JT6,6,-8.365,20260727,16
PM48_26,4JT6,7,-8.364,20260727,16
PM48_26,4JT6,8,-8.321,20260727,16
PM48_26,4JT6,9,-8.211,20260727,16
PM48_27,4JT6,1,-7.991,20260727,16
PM48_27,4JT6,2,-7.806,20260727,16
PM48_27,4JT6,3,-7.728,20260727,16
PM48_27,4JT6,4,-7.716,20260727,16
PM48_27,4JT6,5,-7.701,20260727,16
PM48_27,4JT6,6,-7.682,20260727,16
PM48_27,4JT6,7,-7.42,20260727,16
PM48_27,4JT6,8,-7.392,20260727,16
PM48_27,4JT6,9,-7.323,20260727,16
PM48_28,4JT6,1,-9.655,20260727,16
PM48_28,4JT6,2,-8.917,20260727,16
PM48_28,4JT6,3,-8.817,20260727,16
PM48_28,4JT6,4,-8.485,20260727,16
PM48_28,4JT6,5,-8.362,20260727,16
PM48_28,4JT6,6,-8.325,20260727,16
PM48_28,4JT6,7,-8.111,20260727,16
PM48_28,4JT6,8,-8.078,20260727,16
PM48_28,4JT6,9,-7.994,20260727,16
PM48_29,4JT6,1,-7.693,20260727,16
PM48_29,4JT6,2,-7.551,20260727,16
PM48_29,4JT6,3,-7.467,20260727,16
PM48_29,4JT6,4,-7.435,20260727,16
PM48_29,4JT6,5,-7.256,20260727,16
PM48_29,4JT6,6,-7.181,20260727,16
PM48_29,4JT6,7,-7.179,20260727,16
PM48_29,4JT6,8,-7.134,20260727,16
PM48_29,4JT6,9,-7.124,20260727,16
PM48_30,4JT6,1,-8.319,20260727,16
PM48_30,4JT6,2,-8.091,20260727,16
PM48_30,4JT6,3,-8.057,20260727,16
PM48_30,4JT6,4,-8.021,20260727,16
PM48_30,4JT6,5,-8.006,20260727,16
PM48_30,4JT6,6,-7.987,20260727,16
PM48_30,4JT6,7,-7.98,20260727,16
PM48_30,4JT6,8,-7.786,20260727,16
PM48_30,4JT6,9,-7.781,20260727,16
PM48_31,4JT6,1,-10.079,20260727,16
PM48_31,4JT6,2,-10.069,20260727,16
PM48_31,4JT6,3,-10.022,20260727,16
PM48_31,4JT6,4,-9.839,20260727,16
PM48_31,4JT6,5,-9.694,20260727,16
PM48_31,4JT6,6,-9.688,20260727,16
PM48_31,4JT6,7,-9.655,20260727,16
PM48_31,4JT6,8,-9.653,20260727,16
PM48_31,4JT6,9,-9.415,20260727,16
PM48_32,4JT6,1,-8.236,20260727,16
PM48_32,4JT6,2,-7.699,20260727,16
PM48_32,4JT6,3,-7.378,20260727,16
PM48_32,4JT6,4,-7.3,20260727,16
PM48_32,4JT6,5,-7.286,20260727,16
PM48_32,4JT6,6,-7.231,20260727,16
PM48_32,4JT6,7,-7.09,20260727,16
PM48_32,4JT6,8,-7.089,20260727,16
PM48_32,4JT6,9,-6.959,20260727,16
PM48_33,4JT6,1,-9.387,20260727,16
PM48_33,4JT6,2,-8.645,20260727,16
PM48_33,4JT6,3,-7.861,20260727,16
PM48_33,4JT6,4,-7.466,20260727,16
PM48_33,4JT6,5,-7.464,20260727,16
PM48_33,4JT6,6,-7.42,20260727,16
PM48_33,4JT6,7,-7.38,20260727,16
PM48_33,4JT6,8,-7.327,20260727,16
PM48_33,4JT6,9,-7.322,20260727,16
PM48_34,4JT6,1,-9.846,20260727,16
PM48_34,4JT6,2,-9.548,20260727,16
PM48_34,4JT6,3,-9.256,20260727,16
PM48_34,4JT6,4,-9.163,20260727,16
PM48_34,4JT6,5,-8.746,20260727,16
PM48_34,4JT6,6,-8.63,20260727,16
PM48_34,4JT6,7,-8.595,20260727,16
PM48_34,4JT6,8,-8.584,20260727,16
PM48_35,4JT6,1,-9.964,20260727,16
PM48_35,4JT6,2,-8.823,20260727,16
PM48_35,4JT6,3,-8.702,20260727,16
PM48_35,4JT6,4,-8.656,20260727,16
PM48_35,4JT6,5,-8.495,20260727,16
PM48_35,4JT6,6,-8.211,20260727,16
PM48_35,4JT6,7,-8.188,20260727,16
PM48_35,4JT6,8,-8.053,20260727,16
PM48_35,4JT6,9,-7.818,20260727,16
PM48_36,4JT6,1,-9.673,20260727,16
PM48_36,4JT6,2,-7.891,20260727,16
PM48_36,4JT6,3,-7.642,20260727,16
PM48_36,4JT6,4,-7.583,20260727,16
PM48_36,4JT6,5,-7.327,20260727,16
PM48_36,4JT6,6,-7.188,20260727,16
PM48_36,4JT6,7,-7.012,20260727,16
PM48_36,4JT6,8,-6.801,20260727,16
PM48_36,4JT6,9,-6.772,20260727,16
PM48_37,4JT6,1,-8.118,20260727,16
PM48_37,4JT6,2,-7.935,20260727,16
PM48_37,4JT6,3,-7.787,20260727,16
PM48_37,4JT6,4,-7.742,20260727,16
PM48_37,4JT6,5,-7.573,20260727,16
PM48_37,4JT6,6,-7.541,20260727,16
PM48_37,4JT6,7,-7.314,20260727,16
PM48_37,4JT6,8,-7.171,20260727,16
PM48_37,4JT6,9,-7.162,20260727,16
PM48_38,4JT6,1,-9.316,20260727,16
PM48_38,4JT6,2,-9.153,20260727,16
PM48_38,4JT6,3,-8.706,20260727,16
PM48_38,4JT6,4,-8.404,20260727,16
PM48_38,4JT6,5,-8.072,20260727,16
PM48_38,4JT6,6,-8.069,20260727,16
PM48_38,4JT6,7,-7.893,20260727,16
PM48_38,4JT6,8,-7.816,20260727,16
PM48_38,4JT6,9,-7.793,20260727,16
PM48_39,4JT6,1,-8.144,20260727,16
PM48_39,4JT6,2,-7.945,20260727,16
PM48_39,4JT6,3,-7.867,20260727,16
PM48_39,4JT6,4,-7.781,20260727,16
PM48_39,4JT6,5,-7.569,20260727,16
PM48_39,4JT6,6,-7.565,20260727,16
PM48_39,4JT6,7,-7.461,20260727,16
PM48_39,4JT6,8,-7.399,20260727,16
PM48_39,4JT6,9,-7.379,20260727,16
PM48_40,4JT6,1,-7.53,20260727,16
PM48_40,4JT6,2,-7.297,20260727,16
PM48_40,4JT6,3,-7.004,20260727,16
PM48_40,4JT6,4,-6.939,20260727,16
PM48_40,4JT6,5,-6.937,20260727,16
PM48_40,4JT6,6,-6.812,20260727,16
PM48_40,4JT6,7,-6.768,20260727,16
PM48_40,4JT6,8,-6.712,20260727,16
PM48_40,4JT6,9,-6.662,20260727,16
PM48_41,4JT6,1,-8.96,20260727,16
PM48_41,4JT6,2,-8.899,20260727,16
PM48_41,4JT6,3,-8.362,20260727,16
PM48_41,4JT6,4,-7.793,20260727,16
PM48_41,4JT6,5,-7.749,20260727,16
PM48_41,4JT6,6,-7.719,20260727,16
PM48_41,4JT6,7,-7.697,20260727,16
PM48_41,4JT6,8,-7.546,20260727,16
PM48_41,4JT6,9,-7.497,20260727,16
PM48_42,4JT6,1,-7.558,20260727,16
PM48_42,4JT6,2,-7.542,20260727,16
PM48_42,4JT6,3,-7.47,20260727,16
PM48_42,4JT6,4,-7.365,20260727,16
PM48_42,4JT6,5,-7.349,20260727,16
PM48_42,4JT6,6,-7.348,20260727,16
PM48_42,4JT6,7,-6.989,20260727,16
PM48_42,4JT6,8,-6.866,20260727,16
PM48_42,4JT6,9,-6.864,20260727,16
PM48_43,4JT6,1,-9.726,20260727,16
PM48_43,4JT6,2,-8.593,20260727,16
PM48_43,4JT6,3,-8.206,20260727,16
PM48_43,4JT6,4,-7.963,20260727,16
PM48_43,4JT6,5,-7.948,20260727,16
PM48_43,4JT6,6,-7.542,20260727,16
PM48_43,4JT6,7,-7.387,20260727,16
PM48_43,4JT6,8,-7.095,20260727,16
PM48_43,4JT6,9,-7.02,20260727,16
PM48_44,4JT6,1,-8.301,20260727,16
PM48_44,4JT6,2,-8.121,20260727,16
PM48_44,4JT6,3,-7.936,20260727,16
PM48_44,4JT6,4,-7.733,20260727,16
PM48_44,4JT6,5,-7.532,20260727,16
PM48_44,4JT6,6,-7.437,20260727,16
PM48_44,4JT6,7,-7.402,20260727,16
PM48_44,4JT6,8,-7.305,20260727,16
PM48_44,4JT6,9,-7.173,20260727,16
PM48_45,4JT6,1,-9.257,20260727,16
PM48_45,4JT6,2,-9.041,20260727,16
PM48_45,4JT6,3,-8.716,20260727,16
PM48_45,4JT6,4,-8.487,20260727,16
PM48_45,4JT6,5,-8.486,20260727,16
PM48_45,4JT6,6,-8.34,20260727,16
PM48_45,4JT6,7,-8.242,20260727,16
PM48_45,4JT6,8,-8.208,20260727,16
PM48_45,4JT6,9,-8.17,20260727,16
PM48_46,4JT6,1,-9.285,20260727,16
PM48_46,4JT6,2,-9.128,20260727,16
PM48_46,4JT6,3,-8.854,20260727,16
PM48_46,4JT6,4,-8.787,20260727,16
PM48_46,4JT6,5,-8.745,20260727,16
PM48_46,4JT6,6,-8.474,20260727,16
PM48_46,4JT6,7,-8.317,20260727,16
PM48_46,4JT6,8,-8.174,20260727,16
PM48_46,4JT6,9,-8.145,20260727,16
PM48_47,4JT6,1,-8.442,20260727,16
PM48_47,4JT6,2,-8.256,20260727,16
PM48_47,4JT6,3,-8.187,20260727,16
PM48_47,4JT6,4,-7.94,20260727,16
PM48_47,4JT6,5,-7.883,20260727,16
PM48_47,4JT6,6,-7.774,20260727,16
PM48_47,4JT6,7,-7.765,20260727,16
PM48_47,4JT6,8,-7.568,20260727,16
PM48_47,4JT6,9,-7.55,20260727,16
PM48_48,4JT6,1,-8.321,20260727,16
PM48_48,4JT6,2,-8.225,20260727,16
PM48_48,4JT6,3,-8.197,20260727,16
PM48_48,4JT6,4,-7.938,20260727,16
PM48_48,4JT6,5,-7.858,20260727,16
PM48_48,4JT6,6,-7.726,20260727,16
PM48_48,4JT6,7,-7.677,20260727,16
PM48_48,4JT6,8,-7.661,20260727,16
PM48_48,4JT6,9,-7.606,20260727,16
