target,ligand,mode,rtmscore,vina_score
4JT6,PM48_48,8,37.64296971904327,-7.661
4JT6,PM48_14,3,37.40170870065282,-7.594
4JT6,PM48_40,5,37.21668432750557,-6.937
4JT6,PM48_43,6,36.92395422829122,-7.542
4JT6,PM48_35,2,36.56706176672515,-8.823
4JT6,PM48_43,5,36.50883538859701,-7.948
4JT6,PM48_40,9,36.50764749268888,-6.662
4JT6,PM48_04,1,36.48802656567403,-11.045
4JT6,PM48_02,3,36.27383887833241,-9.29
4JT6,PM48_05,6,36.1150325239778,-9.141
4JT6,PM48_02,8,36.04339735162664,-8.875
4JT6,PM48_21,5,36.031886155563605,-8.591
4JT6,PM48_46,6,36.02470366553491,-8.474
4JT6,PM48_15,4,35.93929310518082,-8.276
4JT6,PM48_10,2,35.880301176509164,-10.573
4JT6,PM48_08,2,35.82543019932768,-8.18
4JT6,PM48_23,3,35.765089333438496,-7.138
4JT6,PM48_01,9,35.745632550219945,-8.164
4JT6,PM48_31,8,35.60878221561493,-9.653
4JT6,PM48_39,3,35.26872062293608,-7.867
4JT6,PM48_43,4,35.20708174051015,-7.963
4JT6,PM48_28,5,34.78732932069105,-8.362
4JT6,PM48_07,1,34.7441750868289,-10.314
4JT6,PM48_06,3,34.659755950766026,-8.46
4JT6,PM48_11,5,34.59264215380446,-8.449
4JT6,PM48_38,8,34.36142614340544,-7.816
4JT6,PM48_32,2,34.09626727545208,-7.699
4JT6,PM48_45,8,34.05447678376117,-8.208
4JT6,PM48_29,3,33.95041841969488,-7.467
4JT6,PM48_14,4,33.918492379333415,-7.527
4JT6,PM48_31,5,33.78269172079334,-9.694
4JT6,PM48_38,5,33.76236297955796,-8.072
4JT6,PM48_15,5,33.72644827886887,-8.255
4JT6,PM48_28,4,33.601796579577844,-8.485
4JT6,PM48_33,5,33.46824142772423,-7.464
4JT6,PM48_04,4,33.34482309554411,-10.459
4JT6,PM48_02,9,33.30472460861964,-8.823
4JT6,PM48_17,8,33.21294167341728,-7.374
4JT6,PM48_23,6,33.17016226378148,-7.011
4JT6,PM48_02,5,32.90919540918522,-9.122
4JT6,PM48_17,5,32.69942967892055,-7.512
4JT6,PM48_28,6,32.684020117110485,-8.325
4JT6,PM48_29,4,32.659067953480616,-7.435
4JT6,PM48_04,2,32.57932292980808,-10.802
4JT6,PM48_12,8,32.56430269015688,-6.864
4JT6,PM48_07,4,32.368128150883095,-9.157
4JT6,PM48_06,9,32.28517176673176,-7.513
4JT6,PM48_06,4,32.16667451181257,-8.314
4JT6,PM48_31,6,32.138075285255475,-9.688
4JT6,PM48_18,6,31.745578871838752,-7.995
4JT6,PM48_34,3,31.63700712828902,-9.256
4JT6,PM48_47,6,31.584600867448305,-7.774
4JT6,PM48_07,9,31.51057346166866,-8.511
4JT6,PM48_02,7,31.504034803101824,-9.027
4JT6,PM48_48,9,31.474815624824004,-7.606
4JT6,PM48_37,6,31.413658236242387,-7.541
4JT6,PM48_39,6,31.374918198902797,-7.565
4JT6,PM48_33,4,31.248806212428995,-7.466
4JT6,PM48_31,4,31.20454142184712,-9.839
4JT6,PM48_11,7,31.08545559414017,-8.197
4JT6,PM48_28,2,30.984181589669195,-8.917
4JT6,PM48_46,3,30.96694338508678,-8.854
4JT6,PM48_37,2,30.9561247492527,-7.935
4JT6,PM48_18,5,30.939675342766765,-8.004
4JT6,PM48_33,3,30.89349152870908,-7.861
4JT6,PM48_45,2,30.73552840353036,-9.041
4JT6,PM48_35,7,30.64920864655553,-8.188
4JT6,PM48_09,7,30.601049742660923,-6.806
4JT6,PM48_32,8,30.585793967085877,-7.089
4JT6,PM48_17,3,30.55738842315617,-7.78
4JT6,PM48_08,6,30.530738648370484,-7.422
4JT6,PM48_29,7,30.500776846840395,-7.179
4JT6,PM48_20,8,30.483049071861743,-8.085
4JT6,PM48_27,5,30.36419103227014,-7.701
4JT6,PM48_35,5,30.32204794547419,-8.495
4JT6,PM48_07,8,30.319274172821032,-8.637
4JT6,PM48_07,5,30.173465356824742,-8.838
4JT6,PM48_06,5,30.09351511193545,-8.153
4JT6,PM48_20,2,30.07373331310865,-8.74
4JT6,PM48_04,6,30.04892857654884,-9.982
4JT6,PM48_16,1,29.95144243269674,-7.86
4JT6,PM48_21,6,29.939446935562707,-8.189
4JT6,PM48_40,3,29.8116761880468,-7.004
4JT6,PM48_47,9,29.737440060479653,-7.55
4JT6,PM48_06,8,29.649109089645258,-7.569
4JT6,PM48_21,8,29.644291460239163,-7.882
4JT6,PM48_09,8,29.54513967789869,-6.805
4JT6,PM48_17,1,29.47257482806511,-8.522
4JT6,PM48_37,9,29.41544750626748,-7.162
4JT6,PM48_35,3,29.394996977610106,-8.702
4JT6,PM48_10,6,29.374574349028997,-9.62
4JT6,PM48_20,7,29.28097218333186,-8.129
4JT6,PM48_32,4,29.27095353080289,-7.3
4JT6,PM48_16,5,29.232762264544217,-7.061
4JT6,PM48_29,9,29.12270616201035,-7.124
4JT6,PM48_45,7,29.07887589612651,-8.242
4JT6,PM48_08,8,28.99883814254901,-7.197
4JT6,PM48_24,4,28.9604820649636,-6.782
4JT6,PM48_23,8,28.91747650151219,-6.743
4JT6,PM48_16,8,28.87999072816441,-6.84
4JT6,PM48_33,9,28.84608490419235,-7.322
4JT6,PM48_30,9,28.809441105027396,-7.781
4JT6,PM48_17,6,28.764302887473345,-7.491
4JT6,PM48_05,2,28.710651768096163,-9.289
4JT6,PM48_04,5,28.695176752716662,-10.057
4JT6,PM48_43,8,28.611345986309317,-7.095
4JT6,PM48_23,7,28.58387062600932,-6.971
4JT6,PM48_15,9,28.403371234875163,-7.655
4JT6,PM48_12,9,28.242306202129267,-6.764
4JT6,PM48_26,8,28.193354010879144,-8.321
4JT6,PM48_47,5,28.118857096998205,-7.883
4JT6,PM48_06,6,28.040642749419767,-8.022
4JT6,PM48_11,4,28.0291491918568,-8.47
4JT6,PM48_48,2,27.953992019545616,-8.225
4JT6,PM48_08,4,27.91517890748093,-7.849
4JT6,PM48_19,8,27.79702890161004,-6.332
4JT6,PM48_17,4,27.777062042255057,-7.569
4JT6,PM48_14,6,27.73759642462249,-7.2
4JT6,PM48_05,7,27.70923402000381,-9.131
4JT6,PM48_46,4,27.623089314027684,-8.787
4JT6,PM48_10,5,27.57420419155229,-9.771
4JT6,PM48_34,8,27.507252286207496,-8.584
4JT6,PM48_41,7,27.2987092851845,-7.697
4JT6,PM48_16,3,27.298704302608645,-7.454
4JT6,PM48_24,2,27.263927220483197,-6.958
4JT6,PM48_42,7,27.234296699252862,-6.989
4JT6,PM48_44,8,26.948928211677504,-7.305
4JT6,PM48_26,9,26.938187220567382,-8.211
4JT6,PM48_32,3,26.89216173114612,-7.378
4JT6,PM48_21,4,26.890367254088048,-8.602
4JT6,PM48_02,6,26.85233407763116,-9.076
4JT6,PM48_16,4,26.83544955355768,-7.322
4JT6,PM48_45,1,26.8057816639806,-9.257
4JT6,PM48_29,1,26.685807870728624,-7.693
4JT6,PM48_44,7,26.529758827179037,-7.402
4JT6,PM48_08,3,26.51008545549024,-7.907
4JT6,PM48_30,4,26.476460553936278,-8.021
4JT6,PM48_47,4,26.461254365802915,-7.94
4JT6,PM48_07,7,26.416861337067065,-8.768
4JT6,PM48_39,5,26.39730057327959,-7.569
4JT6,PM48_13,9,26.392032667324557,-7.456
4JT6,PM48_04,7,26.38386966299728,-9.935
4JT6,PM48_16,6,26.32384398679459,-6.911
4JT6,PM48_21,7,26.321384504174187,-8.17
4JT6,PM48_42,2,26.23033385371414,-7.542
4JT6,PM48_15,8,26.20479424082922,-7.71
4JT6,PM48_22,8,26.201420384261773,-7.538
4JT6,PM48_33,7,26.18158469448115,-7.38
4JT6,PM48_30,7,26.1625347253156,-7.98
4JT6,PM48_30,1,26.146117370693148,-8.319
4JT6,PM48_44,1,26.11349339706197,-8.301
4JT6,PM48_40,6,26.087271003032928,-6.812
4JT6,PM48_01,8,26.014257246414832,-8.367
4JT6,PM48_45,6,25.84013432498996,-8.34
4JT6,PM48_43,7,25.737968026683824,-7.387
4JT6,PM48_44,9,25.71966496985273,-7.173
4JT6,PM48_39,7,25.44037402657276,-7.461
4JT6,PM48_31,9,25.43478640804506,-9.415
4JT6,PM48_33,8,25.358179113431447,-7.327
4JT6,PM48_17,7,25.34444446262222,-7.477
4JT6,PM48_24,8,25.33057350106256,-6.496
4JT6,PM48_42,9,25.302683473267944,-6.864
4JT6,PM48_29,6,25.19628742282107,-7.181
4JT6,PM48_05,4,25.039470117291607,-9.224
4JT6,PM48_37,3,24.949909345361544,-7.787
4JT6,PM48_33,6,24.922530235395225,-7.42
4JT6,PM48_38,9,24.78779628204646,-7.793
4JT6,PM48_46,7,24.737736972802924,-8.317
4JT6,PM48_24,5,24.66380660933644,-6.666
4JT6,PM48_05,9,24.65392947366232,-8.794
4JT6,PM48_22,2,24.52408146916893,-7.901
4JT6,PM48_10,8,24.44402764482729,-9.413
4JT6,PM48_16,7,24.38043199949444,-6.863
4JT6,PM48_11,3,24.243405942780115,-8.488
4JT6,PM48_40,7,24.11462733449832,-6.768
4JT6,PM48_48,3,24.095093723418103,-8.197
4JT6,PM48_26,4,24.05868124497277,-8.536
4JT6,PM48_45,9,23.981029886380725,-8.17
4JT6,PM48_20,9,23.912038749416944,-7.94
4JT6,PM48_48,5,23.899885295288097,-7.858
4JT6,PM48_10,7,23.795238769665588,-9.44
4JT6,PM48_08,7,23.76646682111843,-7.25
4JT6,PM48_39,1,23.59985444677305,-8.144
4JT6,PM48_41,3,23.541296458178856,-8.362
4JT6,PM48_11,6,23.425059818498102,-8.402
4JT6,PM48_13,8,23.36328023298006,-7.753
4JT6,PM48_36,2,23.35555083098111,-7.891
4JT6,PM48_27,7,23.14687862991146,-7.42
4JT6,PM48_43,3,23.06910891621098,-8.206
4JT6,PM48_30,6,23.03126513253183,-7.987
4JT6,PM48_12,6,22.91121194987919,-6.977
4JT6,PM48_29,2,22.907420096435757,-7.551
4JT6,PM48_12,4,22.766140946638934,-6.998
4JT6,PM48_44,5,22.757377980385616,-7.532
4JT6,PM48_17,9,22.673840533831736,-7.346
4JT6,PM48_29,8,22.66465531878277,-7.134
4JT6,PM48_41,6,22.544403942890987,-7.719
4JT6,PM48_48,4,22.51289490893954,-7.938
4JT6,PM48_04,8,22.29460545209501,-9.908
4JT6,PM48_15,3,22.285397440681564,-8.51
4JT6,PM48_27,2,22.163798415001565,-7.806
4JT6,PM48_23,9,22.137111341739654,-6.71
4JT6,PM48_08,9,22.11247937355075,-7.146
4JT6,PM48_22,9,22.072939954041647,-7.449
4JT6,PM48_46,5,22.048526064451927,-8.745
4JT6,PM48_27,1,21.866489529842816,-7.991
4JT6,PM48_22,3,21.84518620830151,-7.839
4JT6,PM48_08,5,21.72373824506673,-7.56
4JT6,PM48_34,7,21.669327449290567,-8.595
4JT6,PM48_14,2,21.58358376755128,-7.626
4JT6,PM48_13,2,21.568087940722137,-8.52
4JT6,PM48_35,6,21.33954617901468,-8.211
4JT6,PM48_22,1,21.301505526166554,-8.082
4JT6,PM48_22,4,21.299067732839177,-7.825
4JT6,PM48_47,7,21.280496576194103,-7.765
4JT6,PM48_44,2,21.270900410601417,-8.121
4JT6,PM48_44,6,21.188424472203227,-7.437
4JT6,PM48_32,5,21.17129047893731,-7.286
4JT6,PM48_25,7,21.17059320819122,-5.955
4JT6,PM48_41,5,21.167951647399544,-7.749
4JT6,PM48_27,8,21.06873114590301,-7.392
4JT6,PM48_13,1,20.97866026592268,-8.528
4JT6,PM48_13,7,20.88258145238732,-7.799
4JT6,PM48_36,4,20.68082659857908,-7.583
4JT6,PM48_19,2,20.665749212084723,-6.652
4JT6,PM48_27,6,20.655990461854618,-7.682
4JT6,PM48_29,5,20.583693546647226,-7.256
4JT6,PM48_42,4,20.567773961725315,-7.365
4JT6,PM48_19,5,20.543309550077804,-6.484
4JT6,PM48_36,8,20.48837082155024,-6.801
4JT6,PM48_36,6,20.42738013955229,-7.188
4JT6,PM48_40,1,20.41451134018289,-7.53
4JT6,PM48_36,3,20.33847188574016,-7.642
4JT6,PM48_05,3,20.260305364190977,-9.248
4JT6,PM48_37,4,20.134791492684744,-7.742
4JT6,PM48_11,8,20.08945989180883,-8.191
4JT6,PM48_48,7,20.050057352794525,-7.677
4JT6,PM48_01,7,19.88706951875805,-8.49
4JT6,PM48_46,9,19.87705084797015,-8.145
4JT6,PM48_22,6,19.876103273366294,-7.62
4JT6,PM48_27,9,19.826906183802876,-7.323
4JT6,PM48_42,5,19.72930862444209,-7.349
4JT6,PM48_37,5,19.70744654259712,-7.573
4JT6,PM48_44,4,19.60713939380705,-7.733
4JT6,PM48_34,4,19.51507090422496,-9.163
4JT6,PM48_21,9,19.486855436363804,-7.837
4JT6,PM48_37,1,19.42947979844342,-8.118
4JT6,PM48_32,9,19.354287447744632,-6.959
4JT6,PM48_15,7,19.352225563247,-7.806
4JT6,PM48_40,4,19.230221285139887,-6.939
4JT6,PM48_42,1,19.151643979578704,-7.558
4JT6,PM48_44,3,19.096688964771417,-7.936
4JT6,PM48_39,4,19.071820201637912,-7.781
4JT6,PM48_35,8,18.989944530076645,-8.053
4JT6,PM48_03,9,18.88532377580159,-5.369
4JT6,PM48_27,4,18.760360143698254,-7.716
4JT6,PM48_16,9,18.686733907708906,-6.646
4JT6,PM48_35,9,18.67772583089252,-7.818
4JT6,PM48_40,2,18.55839531547748,-7.297
4JT6,PM48_36,9,18.538607092720277,-6.772
4JT6,PM48_42,3,18.507374575767937,-7.47
4JT6,PM48_39,9,18.444305843111117,-7.379
4JT6,PM48_24,1,18.406436669826235,-7.017
4JT6,PM48_42,8,18.37306227838823,-6.866
4JT6,PM48_19,6,18.359582454529548,-6.448
4JT6,PM48_42,6,18.314300910602395,-7.348
4JT6,PM48_25,5,18.15970104995269,-6.173
4JT6,PM48_20,6,18.13872860542161,-8.158
4JT6,PM48_13,3,18.013044143324283,-8.505
4JT6,PM48_22,7,17.971168322335465,-7.612
4JT6,PM48_43,9,17.963865796209273,-7.02
4JT6,PM48_17,2,17.92293539677787,-8.088
4JT6,PM48_45,4,17.882570374044853,-8.487
4JT6,PM48_22,5,17.80472202067411,-7.768
4JT6,PM48_03,5,17.727300994502727,-6.345
4JT6,PM48_32,6,17.647975693841964,-7.231
4JT6,PM48_13,5,17.412479528609598,-8.318
4JT6,PM48_11,9,17.40694400801286,-8.055
4JT6,PM48_32,7,17.40675380543298,-7.09
4JT6,PM48_27,3,17.24905345499232,-7.728
4JT6,PM48_13,4,16.760556508326452,-8.417
4JT6,PM48_47,8,16.59166584958422,-7.568
4JT6,PM48_07,6,16.559428895145437,-8.78
4JT6,PM48_39,8,16.49332593480486,-7.399
4JT6,PM48_34,5,16.27490473465318,-8.746
4JT6,PM48_41,8,16.029940034946424,-7.546
4JT6,PM48_36,7,15.865751524188363,-7.012
4JT6,PM48_13,6,15.85047366654432,-8.037
4JT6,PM48_03,4,15.815872370525572,-6.464
4JT6,PM48_24,3,15.706413538648974,-6.816
4JT6,PM48_36,5,15.449183944980652,-7.327
4JT6,PM48_24,9,14.861042948576952,-6.186
4JT6,PM48_34,6,14.279481865830162,-8.63
4JT6,PM48_19,4,14.190402881013032,-6.534
4JT6,PM48_25,1,13.740018702666204,-6.559
4JT6,PM48_24,7,13.3530356649264,-6.544
4JT6,PM48_25,2,12.983732435205964,-6.504
4JT6,PM48_19,9,12.786183950184109,-6.051
4JT6,PM48_25,9,12.29627360845463,-5.917
4JT6,PM48_25,4,12.039518539726314,-6.293
4JT6,PM48_41,9,11.950996078720056,-7.497
4JT6,PM48_25,3,11.725602102486222,-6.501
4JT6,PM48_37,7,10.337177233840302,-7.314
4JT6,PM48_24,6,10.197673712822931,-6.66
4JT6,PM48_25,6,9.715953213851217,-5.982
4JT6,PM48_03,3,9.663017230492107,-6.574
4JT6,PM48_25,8,9.568020573161602,-5.932
4JT6,PM48_37,8,9.475667931608806,-7.171
4JT6,PM48_19,7,9.36286198914521,-6.404
4JT6,PM48_03,1,8.346158745542427,-6.711
4JT6,PM48_03,8,7.281567596946131,-5.375
4JT6,PM48_03,7,6.11533105898632,-5.58
4JT6,PM48_03,6,6.085862659685967,-5.941
