pair,seed,ligand,class,pdb,status,vina_mode1,seconds,reason
EGFR/HER2,20260813,EH120_065,A_only,3POZ,ok,-8.39,24.8,
EGFR/HER2,20260813,EH120_066,A_only,3POZ,ok,-8.714,104.0,
EGFR/HER2,20260813,EH120_067,A_only,3POZ,ok,-8.499,22.1,
EGFR/HER2,20260813,EH120_068,A_only,3POZ,ok,-8.994,418.9,
EGFR/HER2,20260813,EH120_069,A_only,3POZ,ok,-8.767,47.4,
EGFR/HER2,20260813,EH120_070,A_only,3POZ,ok,-8.325,24.0,
EGFR/HER2,20260813,EH120_071,A_only,3POZ,ok,-9.768,60.6,
EGFR/HER2,20260813,EH120_072,A_only,3POZ,ok,-11.162,78.9,
EGFR/HER2,20260813,EH120_073,A_only,3POZ,ok,-10.157,84.6,
EGFR/HER2,20260813,EH120_074,A_only,3POZ,ok,-8.258,23.6,
EGFR/HER2,20260813,EH120_075,A_only,3POZ,ok,-7.986,29.3,
EGFR/HER2,20260813,EH120_076,A_only,3POZ,ok,-8.433,17.4,
EGFR/HER2,20260813,EH120_077,A_only,3POZ,ok,-8.631,24.4,
EGFR/HER2,20260813,EH120_078,A_only,3POZ,ok,-9.956,126.9,
EGFR/HER2,20260813,EH120_079,A_only,3POZ,ok,-7.874,25.3,
EGFR/HER2,20260813,EH120_080,B_only,3POZ,ok,-9.835,139.6,
EGFR/HER2,20260813,EH120_081,B_only,3POZ,ok,-10.599,117.4,
EGFR/HER2,20260813,EH120_082,B_only,3POZ,ok,-8.76,146.7,
EGFR/HER2,20260813,EH120_083,B_only,3POZ,ok,-11.182,117.0,
EGFR/HER2,20260813,EH120_084,B_only,3POZ,ok,-10.445,92.5,
EGFR/HER2,20260813,EH120_085,B_only,3POZ,ok,-10.725,92.0,
EGFR/HER2,20260813,EH120_086,B_only,3POZ,ok,-10.478,113.8,
EGFR/HER2,20260813,EH120_087,B_only,3POZ,ok,-10.656,112.8,
EGFR/HER2,20260813,EH120_088,B_only,3POZ,ok,-10.947,92.1,
EGFR/HER2,20260813,EH120_089,B_only,3POZ,ok,-9.213,143.9,
EGFR/HER2,20260813,EH120_090,B_only,3POZ,ok,-9.225,165.5,
EGFR/HER2,20260813,EH120_091,B_only,3POZ,ok,-9.848,70.9,
EGFR/HER2,20260813,EH120_092,B_only,3POZ,ok,-10.769,98.8,
EGFR/HER2,20260813,EH120_093,B_only,3POZ,ok,-10.454,130.9,
EGFR/HER2,20260813,EH120_094,B_only,3POZ,ok,-8.744,41.5,
EGFR/HER2,20260813,EH120_095,B_only,3POZ,ok,-10.233,85.2,
EGFR/HER2,20260813,EH120_096,B_only,3POZ,ok,-10.593,71.6,
EGFR/HER2,20260813,EH120_097,B_only,3POZ,ok,-9.917,67.2,
EGFR/HER2,20260813,EH120_098,B_only,3POZ,ok,-10.163,71.2,
EGFR/HER2,20260813,EH120_099,B_only,3POZ,ok,-10.441,118.7,
EGFR/HER2,20260813,EH120_100,B_only,3POZ,ok,-10.13,72.0,
EGFR/HER2,20260813,EH120_101,B_only,3POZ,ok,-10.698,75.1,
EGFR/HER2,20260813,EH120_102,neither,3POZ,ok,-7.466,27.1,
EGFR/HER2,20260813,EH120_103,neither,3POZ,ok,-8.72,24.4,
EGFR/HER2,20260813,EH120_104,neither,3POZ,ok,-10.233,32.3,
EGFR/HER2,20260813,EH120_105,neither,3POZ,ok,-9.189,20.1,
EGFR/HER2,20260813,EH120_106,neither,3POZ,ok,-9.041,16.6,
EGFR/HER2,20260813,EH120_107,neither,3POZ,ok,-8.187,62.6,
EGFR/HER2,20260813,EH120_108,neither,3POZ,ok,-7.286,56.4,
EGFR/HER2,20260813,EH120_109,neither,3POZ,ok,-4.832,22.3,
EGFR/HER2,20260813,EH120_110,neither,3POZ,ok,-6.811,15.7,
EGFR/HER2,20260813,EH40_01,dual,3POZ,ok,-10.464,0.0,cached
EGFR/HER2,20260813,EH40_02,dual,3POZ,ok,-10.466,0.0,cached
EGFR/HER2,20260813,EH40_03,dual,3POZ,ok,-8.993,142.8,
EGFR/HER2,20260813,EH40_04,dual,3POZ,ok,-11.943,232.4,
EGFR/HER2,20260813,EH40_05,dual,3POZ,ok,-9.773,137.1,
EGFR/HER2,20260813,EH40_06,dual,3POZ,ok,-9.74,365.1,
EGFR/HER2,20260813,EH40_07,dual,3POZ,ok,-9.277,64.1,
EGFR/HER2,20260813,EH40_08,dual,3POZ,ok,-9.478,204.9,
EGFR/HER2,20260813,EH40_09,dual,3POZ,ok,-10.66,283.9,
EGFR/HER2,20260813,EH40_10,dual,3POZ,ok,-8.569,182.5,
EGFR/HER2,20260813,EH40_11,dual,3POZ,ok,-9.693,131.5,
EGFR/HER2,20260813,EH40_12,dual,3POZ,ok,-9.809,179.2,
EGFR/HER2,20260813,EH40_13,dual,3POZ,ok,-9.999,164.0,
EGFR/HER2,20260813,EH40_14,dual,3POZ,ok,-7.019,50.6,
EGFR/HER2,20260813,EH40_15,dual,3POZ,ok,-7.941,50.3,
EGFR/HER2,20260813,EH40_16,A_only,3POZ,ok,-10.861,46.6,
EGFR/HER2,20260813,EH40_17,A_only,3POZ,ok,-8.555,86.4,
EGFR/HER2,20260813,EH40_18,A_only,3POZ,ok,-10.786,106.6,
EGFR/HER2,20260813,EH40_19,A_only,3POZ,ok,-8.322,83.7,
EGFR/HER2,20260813,EH40_20,A_only,3POZ,ok,-10.096,173.2,
EGFR/HER2,20260813,EH40_21,A_only,3POZ,ok,-9.041,103.4,
EGFR/HER2,20260813,EH40_22,A_only,3POZ,ok,-9.821,273.4,
EGFR/HER2,20260813,EH40_23,A_only,3POZ,ok,-11.319,151.5,
EGFR/HER2,20260813,EH40_24,A_only,3POZ,ok,-7.298,18.0,
EGFR/HER2,20260813,EH40_25,A_only,3POZ,ok,-7.988,13.6,
EGFR/HER2,20260813,EH40_26,A_only,3POZ,ok,-7.334,41.6,
EGFR/HER2,20260813,EH40_27,A_only,3POZ,ok,-9.01,45.9,
EGFR/HER2,20260813,EH40_28,B_only,3POZ,ok,-11.099,146.2,
EGFR/HER2,20260813,EH40_29,B_only,3POZ,ok,-9.293,98.7,
EGFR/HER2,20260813,EH40_30,B_only,3POZ,ok,-10.017,76.1,
EGFR/HER2,20260813,EH40_31,B_only,3POZ,timeout_skipped,,600.5,timeout_600s
EGFR/HER2,20260813,EH40_32,B_only,3POZ,ok,-9.274,428.2,
EGFR/HER2,20260813,EH40_33,B_only,3POZ,ok,-10.58,136.1,
EGFR/HER2,20260813,EH40_34,B_only,3POZ,ok,-9.534,57.3,
EGFR/HER2,20260813,EH40_35,B_only,3POZ,ok,-10.52,154.2,
EGFR/HER2,20260813,EH40_36,B_only,3POZ,ok,-10.205,112.2,
EGFR/HER2,20260813,EH40_37,B_only,3POZ,ok,-10.19,80.1,
EGFR/HER2,20260813,EH40_38,neither,3POZ,ok,-9.487,49.9,
EGFR/HER2,20260813,EH40_39,neither,3POZ,ok,-10.27,46.7,
EGFR/HER2,20260813,EH40_40,neither,3POZ,ok,-7.809,42.4,
EGFR/HER2,20260813,EH120_041,dual,3RCD,ok,-10.952,76.6,
EGFR/HER2,20260813,EH120_042,dual,3RCD,ok,-9.439,23.6,
EGFR/HER2,20260813,EH120_043,dual,3RCD,ok,-9.031,64.0,
EGFR/HER2,20260813,EH120_044,dual,3RCD,ok,-9.452,65.9,
EGFR/HER2,20260813,EH120_045,dual,3RCD,ok,-9.587,47.0,
EGFR/HER2,20260813,EH120_046,dual,3RCD,ok,-9.676,89.7,
EGFR/HER2,20260813,EH120_047,dual,3RCD,ok,-9.295,141.5,
EGFR/HER2,20260813,EH120_048,dual,3RCD,ok,-8.325,21.4,
EGFR/HER2,20260813,EH120_049,dual,3RCD,ok,-9.677,59.0,
EGFR/HER2,20260813,EH120_050,dual,3RCD,ok,-10.392,115.5,
EGFR/HER2,20260813,EH120_051,dual,3RCD,ok,-8.21,21.3,
EGFR/HER2,20260813,EH120_052,dual,3RCD,ok,-9.828,46.3,
EGFR/HER2,20260813,EH120_053,dual,3RCD,ok,-10.661,64.5,
EGFR/HER2,20260813,EH120_054,A_only,3RCD,ok,-7.661,16.2,
EGFR/HER2,20260813,EH120_055,A_only,3RCD,ok,-8.373,19.4,
EGFR/HER2,20260813,EH120_056,A_only,3RCD,ok,-7.406,167.9,
EGFR/HER2,20260813,EH120_057,A_only,3RCD,ok,-7.316,13.2,
EGFR/HER2,20260813,EH120_058,A_only,3RCD,ok,-9.22,61.6,
EGFR/HER2,20260813,EH120_059,A_only,3RCD,ok,-8.697,34.8,
EGFR/HER2,20260813,EH120_060,A_only,3RCD,ok,-9.145,36.8,
EGFR/HER2,20260813,EH120_061,A_only,3RCD,ok,-10.896,101.7,
EGFR/HER2,20260813,EH120_062,A_only,3RCD,ok,-10.831,125.1,
EGFR/HER2,20260813,EH120_063,A_only,3RCD,ok,-10.096,66.5,
EGFR/HER2,20260813,EH120_064,A_only,3RCD,ok,-8.142,32.6,
EGFR/HER2,20260813,EH120_065,A_only,3RCD,ok,-8.551,20.6,
EGFR/HER2,20260813,EH120_066,A_only,3RCD,ok,-8.666,91.5,
EGFR/HER2,20260813,EH120_067,A_only,3RCD,ok,-8.842,20.7,
EGFR/HER2,20260813,EH120_068,A_only,3RCD,ok,-9.089,382.1,
EGFR/HER2,20260813,EH120_069,A_only,3RCD,ok,-8.926,39.6,
EGFR/HER2,20260813,EH120_070,A_only,3RCD,ok,-9.257,22.5,
EGFR/HER2,20260813,EH120_071,A_only,3RCD,ok,-10.138,52.2,
EGFR/HER2,20260813,EH120_072,A_only,3RCD,ok,-11.025,72.3,
EGFR/HER2,20260813,EH120_073,A_only,3RCD,ok,-9.367,89.3,
EGFR/HER2,20260813,EH120_074,A_only,3RCD,ok,-8.519,22.2,
EGFR/HER2,20260813,EH120_075,A_only,3RCD,ok,-8.274,26.5,
EGFR/HER2,20260813,EH120_076,A_only,3RCD,ok,-8.801,16.3,
EGFR/HER2,20260813,EH120_077,A_only,3RCD,ok,-9.625,22.7,
EGFR/HER2,20260813,EH120_078,A_only,3RCD,ok,-9.494,112.1,
EGFR/HER2,20260813,EH120_079,A_only,3RCD,ok,-7.467,23.7,
EGFR/HER2,20260813,EH120_080,B_only,3RCD,ok,-10.169,130.1,
EGFR/HER2,20260813,EH120_081,B_only,3RCD,ok,-10.633,128.1,
EGFR/HER2,20260813,EH120_082,B_only,3RCD,ok,-9.613,128.6,
EGFR/HER2,20260813,EH120_083,B_only,3RCD,ok,-10.786,146.0,
EGFR/HER2,20260813,EH120_084,B_only,3RCD,ok,-10.646,85.7,
EGFR/HER2,20260813,EH120_085,B_only,3RCD,ok,-11.446,74.7,
EGFR/HER2,20260813,EH120_086,B_only,3RCD,ok,-10.725,130.1,
EGFR/HER2,20260813,EH120_087,B_only,3RCD,ok,-10.791,129.4,
EGFR/HER2,20260813,EH120_088,B_only,3RCD,ok,-12.199,77.5,
EGFR/HER2,20260813,EH120_089,B_only,3RCD,ok,-9.316,122.1,
EGFR/HER2,20260813,EH120_090,B_only,3RCD,ok,-9.779,140.0,
EGFR/HER2,20260813,EH120_091,B_only,3RCD,ok,-10.56,63.8,
EGFR/HER2,20260813,EH120_092,B_only,3RCD,ok,-11.018,94.7,
EGFR/HER2,20260813,EH120_093,B_only,3RCD,ok,-10.626,156.9,
EGFR/HER2,20260813,EH120_094,B_only,3RCD,ok,-8.522,40.0,
EGFR/HER2,20260813,EH120_095,B_only,3RCD,ok,-10.537,80.2,
EGFR/HER2,20260813,EH120_096,B_only,3RCD,ok,-10.817,75.2,
EGFR/HER2,20260813,EH120_097,B_only,3RCD,ok,-10.408,57.6,
EGFR/HER2,20260813,EH120_098,B_only,3RCD,ok,-11.048,67.1,
EGFR/HER2,20260813,EH120_099,B_only,3RCD,ok,-10.179,98.8,
EGFR/HER2,20260813,EH120_100,B_only,3RCD,ok,-10.431,69.7,
EGFR/HER2,20260813,EH120_101,B_only,3RCD,ok,-10.627,89.0,
EGFR/HER2,20260813,EH120_102,neither,3RCD,ok,-7.772,24.5,
EGFR/HER2,20260813,EH120_103,neither,3RCD,ok,-9.204,21.3,
EGFR/HER2,20260813,EH120_104,neither,3RCD,ok,-11.175,31.1,
EGFR/HER2,20260813,EH120_105,neither,3RCD,ok,-9.237,17.7,
EGFR/HER2,20260813,EH120_106,neither,3RCD,ok,-9.605,14.6,
EGFR/HER2,20260813,EH120_107,neither,3RCD,ok,-7.932,56.1,
EGFR/HER2,20260813,EH120_108,neither,3RCD,ok,-7.923,51.2,
EGFR/HER2,20260813,EH120_109,neither,3RCD,ok,-5.086,22.2,
EGFR/HER2,20260813,EH120_110,neither,3RCD,ok,-7.045,15.2,
EGFR/HER2,20260813,EH40_01,dual,3RCD,ok,-9.899,0.0,cached
EGFR/HER2,20260813,EH40_02,dual,3RCD,ok,-10.622,0.0,cached
EGFR/HER2,20260813,EH40_03,dual,3RCD,ok,-9.591,144.7,
EGFR/HER2,20260813,EH40_04,dual,3RCD,ok,-11.816,248.5,
EGFR/HER2,20260813,EH40_05,dual,3RCD,ok,-9.871,113.3,
EGFR/HER2,20260813,EH40_06,dual,3RCD,ok,-10.039,328.4,
EGFR/HER2,20260813,EH40_07,dual,3RCD,ok,-9.607,55.4,
EGFR/HER2,20260813,EH40_08,dual,3RCD,ok,-10.093,193.2,
EGFR/HER2,20260813,EH40_09,dual,3RCD,ok,-9.766,281.5,
EGFR/HER2,20260813,EH40_10,dual,3RCD,ok,-8.333,185.4,
EGFR/HER2,20260813,EH40_11,dual,3RCD,ok,-10.405,119.0,
EGFR/HER2,20260813,EH40_12,dual,3RCD,ok,-10.345,158.7,
EGFR/HER2,20260813,EH40_13,dual,3RCD,ok,-9.581,145.2,
EGFR/HER2,20260813,EH40_14,dual,3RCD,ok,-7.389,47.5,
EGFR/HER2,20260813,EH40_15,dual,3RCD,ok,-9.227,49.2,
EGFR/HER2,20260813,EH40_16,A_only,3RCD,ok,-10.591,46.1,
EGFR/HER2,20260813,EH40_17,A_only,3RCD,ok,-8.499,74.5,
EGFR/HER2,20260813,EH40_18,A_only,3RCD,ok,-12.301,87.8,
EGFR/HER2,20260813,EH40_19,A_only,3RCD,ok,-8.185,83.6,
EGFR/HER2,20260813,EH40_20,A_only,3RCD,ok,-9.993,143.2,
EGFR/HER2,20260813,EH40_21,A_only,3RCD,ok,-9.137,98.3,
EGFR/HER2,20260813,EH40_22,A_only,3RCD,ok,-10.11,247.0,
EGFR/HER2,20260813,EH40_23,A_only,3RCD,ok,-11.006,130.4,
EGFR/HER2,20260813,EH40_24,A_only,3RCD,ok,-7.405,16.7,
EGFR/HER2,20260813,EH40_25,A_only,3RCD,ok,-8.218,12.9,
EGFR/HER2,20260813,EH40_26,A_only,3RCD,ok,-7.135,37.2,
EGFR/HER2,20260813,EH40_27,A_only,3RCD,ok,-9.302,47.5,
EGFR/HER2,20260813,EH40_28,B_only,3RCD,ok,-11.189,146.3,
EGFR/HER2,20260813,EH40_29,B_only,3RCD,ok,-9.019,89.2,
EGFR/HER2,20260813,EH40_30,B_only,3RCD,ok,-9.716,90.6,
EGFR/HER2,20260813,EH40_31,B_only,3RCD,timeout_skipped,,600.6,timeout_600s
EGFR/HER2,20260813,EH40_32,B_only,3RCD,ok,-9.904,412.0,
EGFR/HER2,20260813,EH40_33,B_only,3RCD,ok,-10.702,124.6,
EGFR/HER2,20260813,EH40_34,B_only,3RCD,ok,-8.892,54.2,
EGFR/HER2,20260813,EH40_35,B_only,3RCD,ok,-10.813,157.7,
EGFR/HER2,20260813,EH40_36,B_only,3RCD,ok,-10.496,123.0,
EGFR/HER2,20260813,EH40_37,B_only,3RCD,ok,-11.019,84.5,
EGFR/HER2,20260813,EH40_38,neither,3RCD,ok,-9.459,40.8,
EGFR/HER2,20260813,EH40_39,neither,3RCD,ok,-9.861,39.0,
EGFR/HER2,20260813,EH40_40,neither,3RCD,ok,-8.327,41.6,
EGFR/HER2,20260814,EH120_041,dual,3POZ,ok,-10.45,98.7,
EGFR/HER2,20260814,EH120_042,dual,3POZ,ok,-9.329,25.1,
EGFR/HER2,20260814,EH120_043,dual,3POZ,ok,-8.603,66.5,
EGFR/HER2,20260814,EH120_044,dual,3POZ,ok,-10.622,68.2,
EGFR/HER2,20260814,EH120_045,dual,3POZ,ok,-9.428,52.6,
EGFR/HER2,20260814,EH120_046,dual,3POZ,ok,-9.652,94.1,
EGFR/HER2,20260814,EH120_047,dual,3POZ,ok,-9.907,134.1,
EGFR/HER2,20260814,EH120_048,dual,3POZ,ok,-9.636,24.4,
EGFR/HER2,20260814,EH120_049,dual,3POZ,ok,-10.311,67.6,
EGFR/HER2,20260814,EH120_050,dual,3POZ,ok,-10.977,120.3,
EGFR/HER2,20260814,EH120_051,dual,3POZ,ok,-8.671,24.0,
EGFR/HER2,20260814,EH120_052,dual,3POZ,ok,-9.768,56.7,
EGFR/HER2,20260814,EH120_053,dual,3POZ,ok,-10.109,62.9,
EGFR/HER2,20260814,EH120_054,A_only,3POZ,ok,-7.502,18.1,
EGFR/HER2,20260814,EH120_055,A_only,3POZ,ok,-9.1,26.1,
EGFR/HER2,20260814,EH120_056,A_only,3POZ,ok,-7.531,149.5,
EGFR/HER2,20260814,EH120_057,A_only,3POZ,ok,-7.955,13.5,
EGFR/HER2,20260814,EH120_058,A_only,3POZ,ok,-9.701,59.3,
EGFR/HER2,20260814,EH120_059,A_only,3POZ,ok,-9.165,36.0,
EGFR/HER2,20260814,EH120_060,A_only,3POZ,ok,-8.751,45.3,
EGFR/HER2,20260814,EH120_061,A_only,3POZ,ok,-10.801,111.6,
EGFR/HER2,20260814,EH120_062,A_only,3POZ,ok,-10.432,153.8,
EGFR/HER2,20260814,EH120_063,A_only,3POZ,ok,-9.526,60.5,
EGFR/HER2,20260814,EH120_064,A_only,3POZ,ok,-7.785,35.1,
EGFR/HER2,20260814,EH120_065,A_only,3POZ,ok,-8.373,24.2,
EGFR/HER2,20260814,EH120_066,A_only,3POZ,ok,-8.618,100.3,
EGFR/HER2,20260814,EH120_067,A_only,3POZ,ok,-8.487,24.1,
EGFR/HER2,20260814,EH120_068,A_only,3POZ,ok,-9.085,379.1,
EGFR/HER2,20260814,EH120_069,A_only,3POZ,ok,-8.728,48.6,
EGFR/HER2,20260814,EH120_070,A_only,3POZ,ok,-8.304,24.9,
EGFR/HER2,20260814,EH120_071,A_only,3POZ,ok,-10.526,64.2,
EGFR/HER2,20260814,EH120_072,A_only,3POZ,ok,-11.146,80.5,
EGFR/HER2,20260814,EH120_073,A_only,3POZ,ok,-10.167,85.1,
EGFR/HER2,20260814,EH120_074,A_only,3POZ,ok,-8.402,24.3,
EGFR/HER2,20260814,EH120_075,A_only,3POZ,ok,-8.002,28.3,
EGFR/HER2,20260814,EH120_076,A_only,3POZ,ok,-8.403,16.3,
EGFR/HER2,20260814,EH120_077,A_only,3POZ,ok,-8.63,26.0,
EGFR/HER2,20260814,EH120_078,A_only,3POZ,ok,-9.966,120.5,
EGFR/HER2,20260814,EH120_079,A_only,3POZ,ok,-7.571,24.5,
EGFR/HER2,20260814,EH120_080,B_only,3POZ,ok,-9.709,138.3,
EGFR/HER2,20260814,EH120_081,B_only,3POZ,ok,-10.589,142.7,
EGFR/HER2,20260814,EH120_082,B_only,3POZ,ok,-9.19,150.4,
EGFR/HER2,20260814,EH120_083,B_only,3POZ,ok,-11.176,125.6,
EGFR/HER2,20260814,EH120_084,B_only,3POZ,ok,-10.698,90.6,
EGFR/HER2,20260814,EH120_085,B_only,3POZ,ok,-10.652,91.5,
EGFR/HER2,20260814,EH120_086,B_only,3POZ,ok,-10.444,109.2,
EGFR/HER2,20260814,EH120_087,B_only,3POZ,ok,-10.612,112.0,
EGFR/HER2,20260814,EH120_088,B_only,3POZ,ok,-10.957,93.6,
EGFR/HER2,20260814,EH120_089,B_only,3POZ,ok,-9.029,142.0,
EGFR/HER2,20260814,EH120_090,B_only,3POZ,ok,-9.26,159.4,
EGFR/HER2,20260814,EH120_091,B_only,3POZ,ok,-10.319,72.3,
EGFR/HER2,20260814,EH120_092,B_only,3POZ,ok,-10.754,92.0,
EGFR/HER2,20260814,EH120_093,B_only,3POZ,ok,-10.473,132.2,
EGFR/HER2,20260814,EH120_094,B_only,3POZ,ok,-8.676,41.6,
EGFR/HER2,20260814,EH120_095,B_only,3POZ,ok,-10.206,86.9,
EGFR/HER2,20260814,EH120_096,B_only,3POZ,ok,-10.562,69.2,
EGFR/HER2,20260814,EH120_097,B_only,3POZ,ok,-9.802,65.8,
EGFR/HER2,20260814,EH120_098,B_only,3POZ,ok,-10.186,67.0,
EGFR/HER2,20260814,EH120_099,B_only,3POZ,ok,-10.358,114.8,
EGFR/HER2,20260814,EH120_100,B_only,3POZ,ok,-10.038,73.2,
EGFR/HER2,20260814,EH120_101,B_only,3POZ,ok,-10.757,73.9,
EGFR/HER2,20260814,EH120_102,neither,3POZ,ok,-7.442,26.1,
EGFR/HER2,20260814,EH120_103,neither,3POZ,ok,-8.716,24.6,
EGFR/HER2,20260814,EH120_104,neither,3POZ,ok,-10.198,33.5,
EGFR/HER2,20260814,EH120_105,neither,3POZ,ok,-9.221,20.7,
EGFR/HER2,20260814,EH120_106,neither,3POZ,ok,-9.066,16.2,
EGFR/HER2,20260814,EH120_107,neither,3POZ,ok,-8.351,59.2,
EGFR/HER2,20260814,EH120_108,neither,3POZ,ok,-7.968,57.5,
EGFR/HER2,20260814,EH120_109,neither,3POZ,ok,-4.444,22.4,
EGFR/HER2,20260814,EH120_110,neither,3POZ,ok,-6.658,15.5,
EGFR/HER2,20260814,EH40_01,dual,3POZ,ok,-10.397,0.0,cached
EGFR/HER2,20260814,EH40_02,dual,3POZ,ok,-10.611,300.6,
EGFR/HER2,20260814,EH40_03,dual,3POZ,ok,-9.003,148.1,
EGFR/HER2,20260814,EH40_04,dual,3POZ,ok,-11.861,254.5,
EGFR/HER2,20260814,EH40_05,dual,3POZ,ok,-9.805,147.8,
EGFR/HER2,20260814,EH40_06,dual,3POZ,ok,-9.415,337.5,
EGFR/HER2,20260814,EH40_07,dual,3POZ,ok,-9.262,64.3,
EGFR/HER2,20260814,EH40_08,dual,3POZ,ok,-9.184,210.2,
EGFR/HER2,20260814,EH40_09,dual,3POZ,ok,-10.983,287.4,
EGFR/HER2,20260814,EH40_10,dual,3POZ,ok,-8.629,191.2,
EGFR/HER2,20260814,EH40_11,dual,3POZ,ok,-9.67,128.3,
EGFR/HER2,20260814,EH40_12,dual,3POZ,ok,-9.817,169.1,
EGFR/HER2,20260814,EH40_13,dual,3POZ,ok,-9.814,160.0,
EGFR/HER2,20260814,EH40_14,dual,3POZ,ok,-7.009,50.9,
EGFR/HER2,20260814,EH40_15,dual,3POZ,ok,-7.809,50.1,
EGFR/HER2,20260814,EH40_16,A_only,3POZ,ok,-10.85,44.1,
EGFR/HER2,20260814,EH40_17,A_only,3POZ,ok,-8.597,94.2,
EGFR/HER2,20260814,EH40_18,A_only,3POZ,ok,-10.907,113.1,
EGFR/HER2,20260814,EH40_19,A_only,3POZ,ok,-8.27,81.1,
EGFR/HER2,20260814,EH40_20,A_only,3POZ,ok,-10.124,165.1,
EGFR/HER2,20260814,EH40_21,A_only,3POZ,ok,-9.187,102.4,
EGFR/HER2,20260814,EH40_22,A_only,3POZ,ok,-9.597,260.1,
EGFR/HER2,20260814,EH40_23,A_only,3POZ,ok,-11.186,136.4,
EGFR/HER2,20260814,EH40_24,A_only,3POZ,ok,-7.291,17.1,
EGFR/HER2,20260814,EH40_25,A_only,3POZ,ok,-8.015,12.1,
EGFR/HER2,20260814,EH40_26,A_only,3POZ,ok,-7.342,40.8,
EGFR/HER2,20260814,EH40_27,A_only,3POZ,ok,-8.724,45.8,
EGFR/HER2,20260814,EH40_28,B_only,3POZ,ok,-11.095,134.4,
EGFR/HER2,20260814,EH40_29,B_only,3POZ,ok,-9.098,98.2,
EGFR/HER2,20260814,EH40_30,B_only,3POZ,ok,-10.015,348.2,
EGFR/HER2,20260814,EH40_31,B_only,3POZ,timeout_skipped,,600.6,timeout_600s
EGFR/HER2,20260814,EH40_32,B_only,3POZ,ok,-9.207,433.1,
EGFR/HER2,20260814,EH40_33,B_only,3POZ,ok,-10.758,131.4,
EGFR/HER2,20260814,EH40_34,B_only,3POZ,ok,-9.77,60.1,
EGFR/HER2,20260814,EH40_35,B_only,3POZ,ok,-10.319,149.2,
EGFR/HER2,20260814,EH40_36,B_only,3POZ,ok,-10.242,109.1,
EGFR/HER2,20260814,EH40_37,B_only,3POZ,ok,-10.157,74.6,
EGFR/HER2,20260814,EH40_38,neither,3POZ,ok,-9.489,50.7,
EGFR/HER2,20260814,EH40_39,neither,3POZ,ok,-10.316,47.0,
EGFR/HER2,20260814,EH40_40,neither,3POZ,ok,-7.665,42.7,
EGFR/HER2,20260814,EH120_041,dual,3RCD,ok,-10.942,75.8,
EGFR/HER2,20260814,EH120_042,dual,3RCD,ok,-9.461,23.2,
EGFR/HER2,20260814,EH120_043,dual,3RCD,ok,-9.029,65.6,
EGFR/HER2,20260814,EH120_044,dual,3RCD,ok,-9.329,65.7,
EGFR/HER2,20260814,EH120_045,dual,3RCD,ok,-9.614,50.6,
EGFR/HER2,20260814,EH120_046,dual,3RCD,ok,-9.756,88.7,
EGFR/HER2,20260814,EH120_047,dual,3RCD,ok,-9.153,128.6,
EGFR/HER2,20260814,EH120_048,dual,3RCD,ok,-8.313,21.4,
EGFR/HER2,20260814,EH120_049,dual,3RCD,ok,-9.648,67.0,
EGFR/HER2,20260814,EH120_050,dual,3RCD,ok,-10.129,107.6,
EGFR/HER2,20260814,EH120_051,dual,3RCD,ok,-8.291,22.1,
EGFR/HER2,20260814,EH120_052,dual,3RCD,ok,-9.82,49.4,
EGFR/HER2,20260814,EH120_053,dual,3RCD,ok,-10.678,65.6,
EGFR/HER2,20260814,EH120_054,A_only,3RCD,ok,-7.678,17.1,
EGFR/HER2,20260814,EH120_055,A_only,3RCD,ok,-8.36,20.1,
EGFR/HER2,20260814,EH120_056,A_only,3RCD,ok,-7.814,164.7,
EGFR/HER2,20260814,EH120_057,A_only,3RCD,ok,-7.701,12.8,
EGFR/HER2,20260814,EH120_058,A_only,3RCD,ok,-9.173,58.7,
EGFR/HER2,20260814,EH120_059,A_only,3RCD,ok,-8.714,35.4,
EGFR/HER2,20260814,EH120_060,A_only,3RCD,ok,-9.147,37.8,
EGFR/HER2,20260814,EH120_061,A_only,3RCD,ok,-10.874,98.6,
EGFR/HER2,20260814,EH120_062,A_only,3RCD,ok,-10.853,129.6,
EGFR/HER2,20260814,EH120_063,A_only,3RCD,ok,-10.169,66.5,
EGFR/HER2,20260814,EH120_064,A_only,3RCD,ok,-8.148,31.9,
EGFR/HER2,20260814,EH120_065,A_only,3RCD,ok,-8.93,20.8,
EGFR/HER2,20260814,EH120_066,A_only,3RCD,ok,-8.743,108.2,
EGFR/HER2,20260814,EH120_067,A_only,3RCD,ok,-8.819,22.0,
EGFR/HER2,20260814,EH120_068,A_only,3RCD,ok,-9.093,406.5,
EGFR/HER2,20260814,EH120_069,A_only,3RCD,ok,-8.991,40.1,
EGFR/HER2,20260814,EH120_070,A_only,3RCD,ok,-9.255,22.6,
EGFR/HER2,20260814,EH120_071,A_only,3RCD,ok,-10.134,53.6,
EGFR/HER2,20260814,EH120_072,A_only,3RCD,ok,-11.024,72.0,
EGFR/HER2,20260814,EH120_073,A_only,3RCD,ok,-9.652,88.4,
EGFR/HER2,20260814,EH120_074,A_only,3RCD,ok,-8.358,22.5,
EGFR/HER2,20260814,EH120_075,A_only,3RCD,ok,-8.274,26.5,
EGFR/HER2,20260814,EH120_076,A_only,3RCD,ok,-8.787,16.3,
