repurposing_id,canonical_smiles,status,pdbqt
MCC950,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,prepared,/workspace/URAT1_NLRP3_DualTarget_AIDD_Project/data/si/mcc950_7alv/ligand/MCC950.pdbqt
