id,score
PM48_08_mode1-63,96.14088075280102
PM48_26_mode4-228,92.75209579542694
PM48_20_mode2-172,90.24613126236603
PM48_20_mode1-171,89.55885654177895
PM48_26_mode2-226,87.47255358435356
PM48_26_mode3-227,85.22032870684241
PM48_29_mode2-253,84.42231159979659
PM48_26_mode1-225,81.9713326068917
PM48_35_mode1-306,81.88107678343292
PM48_11_mode6-95,81.65453636231862
PM48_05_mode8-43,80.74225080599463
PM48_47_mode4-417,78.12244474361685
PM48_45_mode2-397,77.53413514589381
PM48_01_mode1-0,77.23778825989864
PM48_28_mode1-243,76.65678747018342
PM48_06_mode2-46,76.54093508481547
PM48_05_mode6-41,75.96398707703548
PM48_21_mode1-180,75.93059313578856
PM48_06_mode6-50,75.64762895150788
PM48_26_mode7-231,74.18739418638212
PM48_06_mode3-47,73.91734059904421
PM48_15_mode1-126,73.35384037668408
PM48_05_mode1-36,72.73473069776907
PM48_18_mode1-153,72.09198441515892
PM48_28_mode3-245,71.70628121327633
PM48_28_mode2-244,71.07512268649894
PM48_23_mode2-199,70.8401602587047
PM48_48_mode1-423,69.44727285949588
PM48_23_mode1-198,69.42405930616775
PM48_06_mode1-45,68.16543636958623
PM48_05_mode4-39,68.06504273305853
PM48_12_mode1-99,66.07736512982643
PM48_14_mode2-118,65.3185995803189
PM48_16_mode1-135,65.23302952461296
PM48_16_mode5-139,65.2029528338561
PM48_18_mode2-154,65.18704912224557
PM48_09_mode2-73,63.91597116044423
PM48_09_mode1-72,63.66399761980046
PM48_48_mode2-424,62.519962788463076
PM48_07_mode3-56,61.40965925170185
PM48_12_mode2-100,61.110357056169626
PM48_28_mode5-247,60.27882009510924
PM48_04_mode3-29,58.99639495460502
PM48_23_mode4-201,57.12429090394898
PM48_09_mode7-78,57.06698536495203
PM48_18_mode9-161,56.62065046285476
PM48_42_mode6-374,55.79498463993498
PM48_01_mode2-1,55.444662264128915
PM48_09_mode6-77,55.07484365003875
PM48_07_mode2-55,54.30038383138768
PM48_14_mode1-117,53.6860475162071
PM48_04_mode2-28,53.243127460560245
PM48_42_mode7-375,53.19580728592814
PM48_38_mode5-337,53.18507580643974
PM48_38_mode3-335,52.365904088990675
PM48_29_mode5-256,52.28870953913562
PM48_38_mode1-333,52.03174141984782
PM48_08_mode4-66,51.85057556480743
PM48_47_mode2-415,51.828048354729106
PM48_47_mode1-414,50.474981198580856
PM48_11_mode3-92,50.44566269301913
PM48_18_mode5-157,50.12501934741056
PM48_43_mode1-378,50.09324482700831
PM48_01_mode5-4,49.77980183930341
PM48_31_mode2-271,49.39026783156765
PM48_48_mode8-430,49.35251646486225
PM48_18_mode6-158,48.93600298510317
PM48_08_mode7-69,48.89434371381387
PM48_40_mode4-354,48.75090383045425
PM48_42_mode2-370,48.51973190337957
PM48_33_mode2-289,48.487910195241454
PM48_45_mode8-403,48.39056024590613
PM48_46_mode5-409,47.87429975358511
PM48_45_mode7-402,47.35962322646549
PM48_38_mode2-334,47.10191280549589
PM48_41_mode1-360,47.064806896715886
PM48_30_mode5-265,46.99018205543808
PM48_24_mode1-207,46.80160487481944
PM48_31_mode6-275,46.53685158792809
PM48_41_mode2-361,46.53269242570418
PM48_33_mode6-293,46.42936624036466
PM48_43_mode2-379,45.85582230538619
PM48_28_mode4-246,45.59406917244099
PM48_28_mode9-251,45.524052540069135
PM48_46_mode8-412,45.48580651062627
PM48_02_mode7-15,44.95772099170031
PM48_08_mode2-64,44.67096417784814
PM48_23_mode5-202,44.6186286805478
PM48_46_mode2-406,43.95486896688906
PM48_18_mode3-155,43.85910870565954
PM48_04_mode7-33,43.7636169910667
PM48_10_mode7-87,43.43454715668428
PM48_38_mode4-336,43.331660291021365
PM48_44_mode5-391,43.158577308498465
PM48_18_mode4-156,43.0863822551146
PM48_09_mode4-75,42.91827650643015
PM48_06_mode4-48,42.89966095971746
PM48_12_mode6-104,42.802866290229424
PM48_44_mode4-390,42.53804652009529
