id,score
PM48_02_mode1-9,68.68437134073935
PM48_41_mode1-359,66.7698692815284
PM48_26_mode1-225,65.44864079122357
PM48_26_mode2-226,64.85117430321822
PM48_21_mode1-180,63.912679354298525
PM48_12_mode3-101,62.71232948733748
PM48_01_mode3-2,61.639916335774195
PM48_20_mode5-175,60.64939542610173
PM48_08_mode1-63,59.648149797946324
PM48_26_mode5-229,58.654268108823935
PM48_20_mode1-171,58.36843160657457
PM48_38_mode1-332,57.31621258064796
PM48_15_mode1-126,57.05362878820549
PM48_12_mode5-103,56.77198682387287
PM48_23_mode2-199,56.57466303581314
PM48_23_mode1-198,56.160541846677276
PM48_06_mode2-46,55.99513556772442
PM48_06_mode1-45,55.64915711246472
PM48_18_mode7-159,55.48104013916507
PM48_18_mode8-160,55.02356103288039
PM48_05_mode1-36,54.2487693974435
PM48_14_mode1-117,54.1989993294479
PM48_38_mode2-333,53.69412844947758
PM48_10_mode1-81,52.991911705767095
PM48_28_mode3-245,52.84606419217715
PM48_28_mode1-243,52.64081968655984
PM48_18_mode1-153,51.77083385498176
PM48_01_mode2-1,51.37288924045532
PM48_18_mode3-155,51.12209838180233
PM48_18_mode2-154,51.08250563767082
PM48_11_mode1-90,50.8997467255053
PM48_18_mode4-156,50.77989777453502
PM48_20_mode3-173,50.64979782899662
PM48_34_mode1-297,50.56883331669451
PM48_43_mode1-377,50.50758271727211
PM48_45_mode3-397,50.370292222711434
PM48_09_mode3-74,50.317912914420326
PM48_31_mode7-276,49.77477579433524
PM48_33_mode2-289,49.7216153473036
PM48_20_mode4-174,49.66311465730409
PM48_35_mode1-305,49.3444533873399
PM48_46_mode2-405,49.19501554812199
PM48_09_mode2-73,49.173266394853854
PM48_04_mode9-35,49.02758645238258
PM48_45_mode5-399,48.94532023103714
PM48_28_mode7-249,48.94261845237399
PM48_41_mode2-360,48.681614739550696
PM48_01_mode4-3,48.58793804353031
PM48_26_mode6-230,48.48685787025101
PM48_04_mode3-29,48.109246683117306
PM48_46_mode1-404,48.03738998246741
PM48_39_mode2-342,48.028026304114306
PM48_33_mode1-288,47.855592274782325
PM48_09_mode6-77,47.71375190610224
PM48_19_mode3-164,47.413027692631125
PM48_12_mode1-99,47.39264090583762
PM48_01_mode6-5,47.12801031420048
PM48_03_mode2-19,47.07570295924519
PM48_11_mode2-91,46.8958494641366
PM48_14_mode5-121,46.5778903698036
