id,score
PM48_26_mode3-227,46.27783217487847
PM48_34_mode2-298,46.272648113743344
PM48_07_mode3-56,46.23331256676998
PM48_38_mode7-338,45.38097173155425
PM48_09_mode1-72,44.941007071584124
PM48_21_mode2-181,44.900076024239546
PM48_38_mode4-335,44.76909712462021
PM48_01_mode1-0,44.57712533320008
PM48_09_mode5-76,44.54649046183299
PM48_15_mode2-127,44.49480195076396
PM48_26_mode7-231,44.27046343932239
PM48_01_mode5-4,43.645903586336985
PM48_31_mode2-271,43.60262860701261
PM48_48_mode1-422,43.25820190522297
PM48_47_mode1-413,42.99240408956482
PM48_28_mode8-250,42.44449365311659
PM48_31_mode3-272,42.32578830940247
PM48_23_mode5-202,42.17273484722281
PM48_10_mode4-84,42.10256491350338
PM48_38_mode3-334,42.012863358763305
PM48_46_mode8-411,41.96932015123885
PM48_18_mode9-161,41.93800371658139
PM48_12_mode2-100,41.731254048086804
PM48_31_mode1-270,41.39282559899842
PM48_30_mode3-263,41.13532464132667
PM48_05_mode8-43,41.115269801671126
PM48_30_mode5-265,40.932417630360064
PM48_09_mode4-75,40.91084668158117
PM48_19_mode1-162,40.89888156905005
PM48_14_mode7-123,40.797311473048374
PM48_06_mode7-51,40.62359384824743
PM48_41_mode4-362,40.59411775591997
PM48_48_mode6-427,40.12100680631306
PM48_05_mode5-40,40.08061308389597
PM48_10_mode3-83,40.02836044206648
PM48_32_mode1-279,39.985473920007365
PM48_47_mode2-414,39.94551747371817
PM48_35_mode4-308,39.85481157886954
PM48_16_mode2-136,39.78961488202975
PM48_10_mode9-89,39.64217046582836
PM48_36_mode1-314,39.64028091998699
PM48_07_mode2-55,39.38505479638705
PM48_12_mode7-105,39.36719606650135
PM48_30_mode8-268,39.0907899072101
PM48_14_mode8-124,39.05152901289192
PM48_30_mode2-262,38.884512583086234
PM48_23_mode4-201,38.83381973411303
PM48_09_mode9-80,38.63597019289582
PM48_14_mode9-125,38.50574578012636
PM48_02_mode4-12,38.44876349206557
PM48_02_mode2-10,38.36372439369547
PM48_38_mode6-337,38.289990308341515
PM48_28_mode9-251,38.24144677281482
PM48_15_mode6-131,38.17789248027807
PM48_43_mode2-378,38.05409645569892
PM48_21_mode3-182,38.04515794119859
PM48_47_mode3-415,38.03423201072053
PM48_40_mode8-357,38.01861117695259
PM48_48_mode8-429,37.642969719043265
PM48_14_mode3-119,37.40170870065282
PM48_40_mode5-354,37.21668432750557
PM48_43_mode6-382,36.92395422829122
PM48_35_mode2-306,36.56706176672515
PM48_43_mode5-381,36.508835388597014
PM48_40_mode9-358,36.50764749268888
PM48_04_mode1-27,36.48802656567403
PM48_02_mode3-11,36.27383887833241
PM48_05_mode6-41,36.1150325239778
PM48_02_mode8-16,36.04339735162664
PM48_21_mode5-184,36.031886155563605
PM48_46_mode6-409,36.02470366553491
PM48_15_mode4-129,35.93929310518082
PM48_10_mode2-82,35.880301176509164
PM48_08_mode2-64,35.82543019932768
PM48_23_mode3-200,35.765089333438496
PM48_01_mode9-8,35.745632550219945
PM48_31_mode8-277,35.60878221561493
PM48_39_mode3-343,35.26872062293608
PM48_43_mode4-380,35.20708174051015
PM48_28_mode5-247,34.78732932069105
PM48_07_mode1-54,34.7441750868289
PM48_06_mode3-47,34.659755950766026
PM48_11_mode5-94,34.59264215380446
PM48_38_mode8-339,34.36142614340544
PM48_32_mode2-280,34.09626727545208
PM48_45_mode8-402,34.05447678376117
PM48_29_mode3-254,33.95041841969488
PM48_14_mode4-120,33.918492379333415
PM48_31_mode5-274,33.78269172079334
PM48_38_mode5-336,33.762362979557956
PM48_15_mode5-130,33.72644827886887
PM48_28_mode4-246,33.601796579577844
PM48_33_mode5-292,33.46824142772423
PM48_04_mode4-30,33.34482309554411
PM48_02_mode9-17,33.30472460861964
PM48_17_mode8-151,33.212941673417276
PM48_23_mode6-203,33.17016226378148
PM48_02_mode5-13,32.90919540918522
PM48_17_mode5-148,32.69942967892055
PM48_28_mode6-248,32.684020117110485
PM48_29_mode4-255,32.659067953480616
PM48_04_mode2-28,32.57932292980808
PM48_12_mode8-106,32.56430269015688
PM48_07_mode4-57,32.368128150883095
PM48_06_mode9-53,32.28517176673176
PM48_06_mode4-48,32.16667451181257
PM48_31_mode6-275,32.138075285255475
PM48_18_mode6-158,31.745578871838752
PM48_34_mode3-299,31.63700712828902
PM48_47_mode6-418,31.584600867448305
PM48_07_mode9-62,31.51057346166866
PM48_02_mode7-15,31.504034803101824
PM48_48_mode9-430,31.474815624824004
PM48_37_mode6-328,31.413658236242387
PM48_39_mode6-346,31.374918198902794
PM48_33_mode4-291,31.248806212428995
PM48_31_mode4-273,31.20454142184712
PM48_11_mode7-96,31.08545559414017
PM48_28_mode2-244,30.984181589669195
PM48_46_mode3-406,30.96694338508678
PM48_37_mode2-324,30.9561247492527
PM48_18_mode5-157,30.939675342766765
PM48_33_mode3-290,30.893491528709077
PM48_45_mode2-396,30.735528403530356
PM48_35_mode7-311,30.649208646555532
PM48_09_mode7-78,30.601049742660923
PM48_32_mode8-286,30.585793967085873
PM48_17_mode3-146,30.557388423156166
PM48_08_mode6-68,30.530738648370484
PM48_29_mode7-258,30.500776846840395
PM48_20_mode8-178,30.483049071861746
PM48_27_mode5-238,30.36419103227014
PM48_35_mode5-309,30.32204794547419
PM48_07_mode8-61,30.319274172821032
PM48_07_mode5-58,30.173465356824742
PM48_06_mode5-49,30.09351511193545
PM48_20_mode2-172,30.073733313108654
PM48_04_mode6-32,30.04892857654884
PM48_16_mode1-135,29.95144243269674
PM48_21_mode6-185,29.939446935562707
PM48_40_mode3-352,29.811676188046796
PM48_47_mode9-421,29.737440060479653
PM48_06_mode8-52,29.649109089645258
PM48_21_mode8-187,29.644291460239163
PM48_09_mode8-79,29.54513967789869
PM48_17_mode1-144,29.47257482806511
PM48_37_mode9-331,29.41544750626748
PM48_35_mode3-307,29.394996977610106
PM48_10_mode6-86,29.374574349028993
PM48_20_mode7-177,29.28097218333186
PM48_32_mode4-282,29.27095353080289
PM48_16_mode5-139,29.232762264544217
PM48_29_mode9-260,29.12270616201035
PM48_45_mode7-401,29.07887589612651
PM48_08_mode8-70,28.99883814254901
PM48_24_mode4-210,28.960482064963596
PM48_23_mode8-205,28.91747650151219
PM48_16_mode8-142,28.87999072816441
PM48_33_mode9-296,28.84608490419235
PM48_30_mode9-269,28.809441105027393
PM48_17_mode6-149,28.764302887473345
PM48_05_mode2-37,28.710651768096163
PM48_04_mode5-31,28.695176752716666
PM48_43_mode8-384,28.611345986309313
PM48_23_mode7-204,28.58387062600932
PM48_15_mode9-134,28.403371234875163
PM48_12_mode9-107,28.242306202129267
PM48_26_mode8-232,28.193354010879144
PM48_47_mode5-417,28.118857096998205
PM48_06_mode6-50,28.040642749419767
PM48_11_mode4-93,28.029149191856796
PM48_48_mode2-423,27.953992019545616
PM48_08_mode4-66,27.915178907480932
PM48_19_mode8-169,27.797028901610037
PM48_17_mode4-147,27.777062042255057
PM48_14_mode6-122,27.73759642462249
PM48_05_mode7-42,27.70923402000381
PM48_46_mode4-407,27.623089314027684
PM48_10_mode5-85,27.57420419155229
PM48_34_mode8-304,27.507252286207496
PM48_41_mode7-365,27.2987092851845
PM48_16_mode3-137,27.298704302608645
PM48_24_mode2-208,27.263927220483193
PM48_42_mode7-374,27.234296699252866
PM48_44_mode8-393,26.948928211677504
PM48_26_mode9-233,26.938187220567386
PM48_32_mode3-281,26.892161731146118
PM48_21_mode4-183,26.890367254088048
PM48_02_mode6-14,26.85233407763116
PM48_16_mode4-138,26.835449553557677
PM48_45_mode1-395,26.805781663980596
PM48_29_mode1-252,26.685807870728624
PM48_44_mode7-392,26.529758827179034
PM48_08_mode3-65,26.510085455490238
PM48_30_mode4-264,26.476460553936274
PM48_47_mode4-416,26.461254365802915
PM48_07_mode7-60,26.416861337067065
PM48_39_mode5-345,26.39730057327959
PM48_13_mode9-116,26.392032667324553
PM48_04_mode7-33,26.383869662997277
PM48_16_mode6-140,26.32384398679459
PM48_21_mode7-186,26.321384504174187
PM48_42_mode2-369,26.23033385371414
PM48_15_mode8-133,26.20479424082922
PM48_22_mode8-196,26.201420384261773
PM48_33_mode7-294,26.18158469448115
PM48_30_mode7-267,26.1625347253156
PM48_30_mode1-261,26.146117370693148
PM48_44_mode1-386,26.113493397061966
PM48_40_mode6-355,26.087271003032928
PM48_01_mode8-7,26.014257246414832
PM48_45_mode6-400,25.840134324989958
PM48_43_mode7-383,25.737968026683824
PM48_44_mode9-394,25.71966496985273
PM48_39_mode7-347,25.440374026572762
PM48_31_mode9-278,25.43478640804506
PM48_33_mode8-295,25.358179113431447
PM48_17_mode7-150,25.34444446262222
PM48_24_mode8-214,25.330573501062556
PM48_42_mode9-376,25.302683473267944
PM48_29_mode6-257,25.19628742282107
PM48_05_mode4-39,25.039470117291607
PM48_37_mode3-325,24.949909345361544
PM48_33_mode6-293,24.922530235395225
PM48_38_mode9-340,24.78779628204646
PM48_46_mode7-410,24.737736972802924
PM48_24_mode5-211,24.663806609336437
PM48_05_mode9-44,24.653929473662316
PM48_22_mode2-190,24.52408146916893
PM48_10_mode8-88,24.44402764482729
PM48_16_mode7-141,24.380431999494437
PM48_11_mode3-92,24.243405942780115
PM48_40_mode7-356,24.11462733449832
PM48_48_mode3-424,24.095093723418106
PM48_26_mode4-228,24.058681244972774
PM48_45_mode9-403,23.981029886380725
PM48_20_mode9-179,23.912038749416944
PM48_48_mode5-426,23.899885295288097
PM48_10_mode7-87,23.795238769665588
PM48_08_mode7-69,23.76646682111843
PM48_39_mode1-341,23.59985444677305
PM48_41_mode3-361,23.541296458178856
PM48_11_mode6-95,23.425059818498106
PM48_13_mode8-115,23.36328023298006
PM48_36_mode2-315,23.35555083098111
PM48_27_mode7-240,23.14687862991146
PM48_43_mode3-379,23.06910891621098
PM48_30_mode6-266,23.03126513253183
PM48_12_mode6-104,22.91121194987919
PM48_29_mode2-253,22.907420096435754
PM48_12_mode4-102,22.766140946638938
PM48_44_mode5-390,22.757377980385616
PM48_17_mode9-152,22.673840533831736
PM48_29_mode8-259,22.664655318782774
PM48_41_mode6-364,22.544403942890987
PM48_48_mode4-425,22.51289490893954
PM48_04_mode8-34,22.294605452095006
PM48_15_mode3-128,22.285397440681564
PM48_27_mode2-235,22.163798415001565
PM48_23_mode9-206,22.137111341739658
PM48_08_mode9-71,22.11247937355075
PM48_22_mode9-197,22.072939954041647
PM48_46_mode5-408,22.048526064451927
PM48_27_mode1-234,21.866489529842816
PM48_22_mode3-191,21.84518620830151
PM48_08_mode5-67,21.72373824506673
PM48_34_mode7-303,21.669327449290567
PM48_14_mode2-118,21.583583767551282
PM48_13_mode2-109,21.568087940722137
PM48_35_mode6-310,21.33954617901468
PM48_22_mode1-189,21.301505526166554
PM48_22_mode4-192,21.299067732839177
PM48_47_mode7-419,21.280496576194103
PM48_44_mode2-387,21.270900410601417
PM48_44_mode6-391,21.188424472203227
PM48_32_mode5-283,21.17129047893731
PM48_25_mode7-222,21.17059320819122
PM48_41_mode5-363,21.167951647399544
PM48_27_mode8-241,21.06873114590301
PM48_13_mode1-108,20.97866026592268
PM48_13_mode7-114,20.882581452387317
PM48_36_mode4-317,20.68082659857908
PM48_19_mode2-163,20.665749212084723
PM48_27_mode6-239,20.655990461854618
PM48_29_mode5-256,20.583693546647222
PM48_42_mode4-371,20.567773961725315
PM48_19_mode5-166,20.543309550077804
PM48_36_mode8-321,20.488370821550237
PM48_36_mode6-319,20.427380139552294
PM48_40_mode1-350,20.414511340182894
PM48_36_mode3-316,20.33847188574016
PM48_05_mode3-38,20.260305364190977
PM48_37_mode4-326,20.134791492684744
PM48_11_mode8-97,20.08945989180883
PM48_48_mode7-428,20.050057352794525
PM48_01_mode7-6,19.88706951875805
PM48_46_mode9-412,19.87705084797015
PM48_22_mode6-194,19.876103273366294
PM48_27_mode9-242,19.826906183802873
PM48_42_mode5-372,19.72930862444209
PM48_37_mode5-327,19.707446542597122
PM48_44_mode4-389,19.60713939380705
PM48_34_mode4-300,19.515070904224956
PM48_21_mode9-188,19.486855436363804
PM48_37_mode1-323,19.42947979844342
PM48_32_mode9-287,19.354287447744632
PM48_15_mode7-132,19.352225563246996
PM48_40_mode4-353,19.230221285139887
PM48_42_mode1-368,19.151643979578704
PM48_44_mode3-388,19.096688964771417
PM48_39_mode4-344,19.071820201637912
PM48_35_mode8-312,18.989944530076645
PM48_03_mode9-26,18.88532377580159
PM48_27_mode4-237,18.760360143698254
PM48_16_mode9-143,18.686733907708906
PM48_35_mode9-313,18.67772583089252
PM48_40_mode2-351,18.55839531547748
PM48_36_mode9-322,18.538607092720273
PM48_42_mode3-370,18.507374575767937
PM48_39_mode9-349,18.444305843111113
PM48_24_mode1-207,18.406436669826235
PM48_42_mode8-375,18.37306227838823
PM48_19_mode6-167,18.359582454529548
PM48_42_mode6-373,18.314300910602395
PM48_25_mode5-220,18.159701049952695
PM48_20_mode6-176,18.13872860542161
PM48_13_mode3-110,18.013044143324283
PM48_22_mode7-195,17.971168322335465
PM48_43_mode9-385,17.963865796209273
PM48_17_mode2-145,17.92293539677787
PM48_45_mode4-398,17.882570374044853
PM48_22_mode5-193,17.80472202067411
PM48_03_mode5-22,17.727300994502727
PM48_32_mode6-284,17.647975693841964
PM48_13_mode5-112,17.412479528609598
PM48_11_mode9-98,17.40694400801286
PM48_32_mode7-285,17.40675380543298
PM48_27_mode3-236,17.24905345499232
PM48_13_mode4-111,16.760556508326452
PM48_47_mode8-420,16.59166584958422
PM48_07_mode6-59,16.559428895145437
PM48_39_mode8-348,16.49332593480486
PM48_34_mode5-301,16.27490473465318
PM48_41_mode8-366,16.029940034946424
PM48_36_mode7-320,15.865751524188363
PM48_13_mode6-113,15.85047366654432
PM48_03_mode4-21,15.815872370525573
PM48_24_mode3-209,15.706413538648974
PM48_36_mode5-318,15.449183944980653
PM48_24_mode9-215,14.861042948576952
PM48_34_mode6-302,14.279481865830162
PM48_19_mode4-165,14.190402881013032
PM48_25_mode1-216,13.740018702666204
PM48_24_mode7-213,13.353035664926399
PM48_25_mode2-217,12.983732435205965
PM48_19_mode9-170,12.786183950184107
PM48_25_mode9-224,12.29627360845463
PM48_25_mode4-219,12.039518539726314
PM48_41_mode9-367,11.950996078720056
PM48_25_mode3-218,11.725602102486222
PM48_37_mode7-329,10.337177233840302
PM48_24_mode6-212,10.197673712822931
PM48_25_mode6-221,9.715953213851215
PM48_03_mode3-20,9.663017230492107
PM48_25_mode8-223,9.568020573161602
PM48_37_mode8-330,9.475667931608806
PM48_19_mode7-168,9.36286198914521
PM48_03_mode1-18,8.346158745542427
PM48_03_mode8-25,7.281567596946131
PM48_03_mode7-24,6.11533105898632
PM48_03_mode6-23,6.085862659685967
