repurposing_id,canonical_smiles,status,pdbqt,n_microspecies,selected_smiles,formal_charge,has_carboxylate,all_microspecies,mw
NP3-146,CC(C)c1cc(Cl)cc(C(C)C)c1NC(=O)NS(=O)(=O)c1cc(C(C)(C)O)co1,prepared,data/campaigns/c1/01_ligand_prep/np3_146/pdbqt/NP3-146.pdbqt,1,CC(C)c1cc(Cl)cc(C(C)C)c1NC(=O)[N-]S(=O)(=O)c1cc(C(C)(C)O)co1,-1,False,CC(C)c1cc(Cl)cc(C(C)C)c1NC(=O)[N-]S(=O)(=O)c1cc(C(C)(C)O)co1,441.95700000000016
