molecule_chembl_id,canonical_smiles,pActivity,n_measurements
CHEMBL1682001,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCC2)cc1,5.59,1
CHEMBL1682002,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cc[nH]c12,5.38,1
CHEMBL1682003,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2nccnc12,6.12,1
CHEMBL1682004,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2ncccc12,6.39,1
CHEMBL1682005,COC(=O)c1c(C)csc1NC(=O)CN1C(=O)CCc2ccccc21,6.15,1
CHEMBL1682006,COc1ccc(CC(=O)Nc2scc(C)c2-c2nc(C)n[nH]2)cc1,5.6899999999999995,2
CHEMBL1682007,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2ccc(-c3ccncc3)cc2)n1,5.595,2
CHEMBL1682008,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2ccc(OCCCN3CCCCC3)cc2)n1,5.545,2
CHEMBL1682009,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3nccnc23)n1,5.97,2
CHEMBL1682010,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3ncccc23)n1,6.195,2
CHEMBL1682011,Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1,6.1,2
CHEMBL1682012,Cc1n[nH]c(-c2c(C)csc2NC(=O)CN2C(=O)CCc3ccccc32)n1,7.38,1
CHEMBL1682013,O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Br)c1-c1ncn[nH]1,7.38,2
CHEMBL1682014,O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Cl)c1-c1ncn[nH]1,8.05,1
CHEMBL1682015,N#Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1,8.1,1
CHEMBL1682016,O=C(Cc1cccc2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,7.3,1
CHEMBL1682017,O=C(Cc1cccc2cnccc12)Nc1scc(Cl)c1-c1ncn[nH]1,7.37,1
CHEMBL1682018,N#Cc1csc(NC(=O)Cc2cccc3cnccc23)c1-c1ncn[nH]1,7.58,1
CHEMBL1682019,O=C(Cc1cccc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,7.05,1
CHEMBL1682020,O=C(Cc1cccc2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,7.38,1
CHEMBL1682021,N#Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1,7.39,1
CHEMBL1725279,Oc1c2ccccc2c2c3c(cccc13)N=N2,7.400000000000001,3
CHEMBL1738757,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,6.62,1
CHEMBL1761554,Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)cn1,7.05,1
CHEMBL1773329,NS(=O)(=O)N1CCC(Nc2nccc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)n2)CC1,5.72,1
CHEMBL1784644,Cc1cc(-c2n[nH]c(=S)n2-c2ccc3ccccc3c2)ccn1,4.82,1
CHEMBL1784646,Fc1cnccc1-c1n[nH]c(=S)n1-c1ccc2ccccc2c1,4.46,1
CHEMBL1784649,Nc1cc(-c2n[nH]c(=S)n2-c2ccc3ccccc3c2)ccn1,6.3,1
CHEMBL1784650,S=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,7.18,1
CHEMBL1784651,S=c1[nH]nc(-c2ccnc(NCC3CC3)c2)n1-c1ccc2ccccc2c1,5.65,1
CHEMBL1784653,c1ccc2cc(-n3cnnc3-c3ccncc3)ccc2c1,4.72,1
CHEMBL1784654,Cc1nnc(-c2ccncc2)n1-c1ccc2ccccc2c1,4.33,1
CHEMBL1784657,N/N=c1\[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1,4.47,1
CHEMBL1784658,Clc1nnn(-c2ccncc2)c1-c1ccc2ccccc2c1,4.42,1
CHEMBL1784659,c1ccc2cc(-c3cnnn3-c3ccncc3)ccc2c1,4.73,1
CHEMBL1784660,c1ccc2cc(-c3ccnn3-c3ccncc3)ccc2c1,5.03,1
CHEMBL1784661,c1ccc2cc(-n3nccc3-c3ccncc3)ccc2c1,5.31,1
CHEMBL1784663,c1ccc2cc(-n3ccnc3-c3ccncc3)ccc2c1,5.19,1
CHEMBL1784664,c1ccc2cc(-n3nncc3-c3ccncc3)ccc2c1,5.04,1
CHEMBL1784665,c1ccc2cc(-c3nn[nH]c3-c3ccncc3)ccc2c1,5.91,1
CHEMBL1784666,c1ccc2cc(-c3[nH]ncc3-c3ccncc3)ccc2c1,6.06,1
CHEMBL1784667,c1ccc2cc(-c3ncncc3-c3ccncc3)ccc2c1,4.74,1
CHEMBL1788116,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,6.66,1
CHEMBL1801089,O=C1NCCCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21,5.5,1
CHEMBL1801090,COCCOc1cncc(-c2cc3c(ccc4c5c([nH]c43)CCCNC5=O)cn2)c1,5.57,1
CHEMBL1801316,COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CN(C)NC5=O)cn2)cc1,6.26,1
CHEMBL1801373,O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5ccccc5)cc43)c21,8.7,1
CHEMBL1801374,O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21,7.66,1
CHEMBL1801375,O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5cccc(CCN6CCOCC6)c5)cc43)c21,7.47,1
CHEMBL1801376,O=C1NCc2[nH]c3c(ccc4cnc(Nc5cccc(F)c5)cc43)c21,9.0,1
CHEMBL1801378,O=C1NCc2[nH]c3c(ccc4cnc(-c5ccccc5F)cc43)c21,7.52,1
CHEMBL1801380,O=C1NCc2[nH]c3c(ccc4cnc(-c5cccc(OCCN6CCOCC6)c5)cc43)c21,7.96,1
CHEMBL1801381,O=C1NCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21,7.12,1
CHEMBL1801382,COCCOc1cncc(-c2cc3c(ccc4c5c([nH]c43)CNC5=O)cn2)c1,7.42,1
CHEMBL1801384,O=C1NCCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21,6.7,1
CHEMBL1801385,O=C1NCCc2[nH]c3c(ccc4cnc(/C=C/c5cccc(CCN6CCOCC6)c5)cc43)c21,7.12,1
CHEMBL1801386,COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CCNC5=O)cn2)cc1F,5.85,1
CHEMBL1801387,O=C1NCCc2[nH]c3c(ccc4cnc(-c5cccc(OCCN6CCOCC6)c5)cc43)c21,6.57,1
CHEMBL1801388,O=C1NCCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21,6.38,1
CHEMBL1801389,COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CCC5=O)cn2)cc1F,5.66,1
CHEMBL1801390,O=C1NCCCc2[nH]c3c(ccc4cnc(/C=C/c5ccccc5)cc43)c21,7.07,1
CHEMBL1801391,O=C1NCCCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21,6.01,1
CHEMBL1801392,O=C1NCCCc2[nH]c3c(ccc4cnc(/C=C/c5cccc(CCN6CCOCC6)c5)cc43)c21,6.16,1
CHEMBL1822132,O=C(Cc1ccc(F)c2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,7.17,1
CHEMBL1822133,O=C(Cc1cccc2ncc(F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,7.04,1
CHEMBL1822134,O=C(Cc1cc(F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,6.074999999999999,2
CHEMBL1822135,O=C(Cc1cccc2ncc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,6.045,2
CHEMBL1822136,O=C(Cc1cc(C(F)(F)F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,5.885,2
CHEMBL1822137,O=C(Cc1ccc(C(F)(F)F)c2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,6.46,2
CHEMBL1822138,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1,7.5,1
CHEMBL1822139,N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1ncn[nH]1,7.75,1
CHEMBL1822140,O=C(Cn1c(=O)ccc2cnccc21)Nc1scc(Br)c1-c1ncn[nH]1,8.1,1
CHEMBL1822141,O=C(Cn1c(=O)ccc2cnc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,7.68,1
CHEMBL1822142,O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,7.42,1
CHEMBL1822143,O=C(Cn1c(=O)ccn2nccc12)Nc1scc(Br)c1-c1ncn[nH]1,7.13,1
CHEMBL1822144,O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,7.44,1
CHEMBL1822145,O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,7.82,1
CHEMBL1822146,O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,8.3,1
CHEMBL1822147,O=C(Cn1c(=O)ccc2ccc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,7.68,1
CHEMBL1822148,O=C(Cn1c(=O)ccc2c(C(F)(F)F)cccc21)Nc1scc(Br)c1-c1ncn[nH]1,6.005,2
CHEMBL1822149,O=C(Cn1c(=O)ccc2cc(OC(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,7.92,1
CHEMBL1822150,O=C(Cn1c(=O)ccc2ccc(OC(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,7.17,1
CHEMBL1822151,N#Cc1ccc2c(ccc(=O)n2CC(=O)Nc2scc(Br)c2-c2ncn[nH]2)c1,8.0,1
CHEMBL1822152,N#Cc1ccc2ccc(=O)n(CC(=O)Nc3scc(Br)c3-c3ncn[nH]3)c2c1,8.0,1
CHEMBL1822153,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncco1,7.18,1
CHEMBL1822154,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1nccs1,6.07,2
CHEMBL1822305,Cn1cnc(-c2c(Br)csc2NC(=O)CN2C(=O)CCc3ncccc32)n1,7.89,1
CHEMBL1822306,N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1nccs1,7.21,1
CHEMBL1822307,N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1ncco1,7.54,1
CHEMBL1822308,N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1nccs1,7.28,1
CHEMBL1822309,N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1cscn1,7.77,1
CHEMBL191384,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,6.206666666666667,3
CHEMBL1929238,CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,5.01,1
CHEMBL1946324,COc1ccc(Nc2ncc3nc(Nc4ccccc4)n(C4CCCC4)c3n2)cc1,6.1,1
CHEMBL1946325,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)cc1,6.92,1
CHEMBL1946327,COc1ccc(Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)cc1,6.89,1
CHEMBL1946328,COc1ccc(Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)cc1,7.34,1
CHEMBL1946329,CNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,6.44,1
CHEMBL1946330,CCNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,6.85,1
CHEMBL1946331,CC(C)Nc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,7.18,1
CHEMBL1946332,Fc1ccccc1Nc1nc2cnc(NC3CCCCC3)nc2n1C1CCCC1,7.34,1
CHEMBL1946333,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,8.0,1
CHEMBL1946334,N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,7.58,1
CHEMBL1946335,CCn1c(Nc2ccccc2F)nc2cnc(Nc3ccc(OC)cc3)nc21,6.37,1
CHEMBL1946336,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C(C)C)c3n2)cc1,7.08,1
CHEMBL1946337,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCCC4)c3n2)cc1,6.85,1
CHEMBL1946338,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(-c4ccccc4)c3n2)cc1,6.0,1
CHEMBL1946339,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@H](N)CC4)c3n2)cc1,6.62,1
CHEMBL1946340,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@@H](O)CC4)c3n2)cc1,7.85,1
CHEMBL1946341,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCOCC4)c3n2)cc1,7.28,1
CHEMBL1946495,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@@H](C(N)=O)CC4)c3n2)cc1,7.66,1
CHEMBL1946646,N[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)CC1,8.05,1
CHEMBL1946647,N[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCCC4)c3n2)CC1,7.96,1
CHEMBL1946837,N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,7.6,1
CHEMBL1950289,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,7.71875,8
CHEMBL1950303,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@@H]4CCOC4)c3n2)CC1,7.42,1
CHEMBL1950304,CNC(=O)[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,8.0,1
CHEMBL1969923,NC(=S)N/N=C1\NC(=O)/C(=C/c2ccc3c(c2)OCO3)S1,5.984999999999999,2
CHEMBL1980140,C[C@@H]1[C@H](C)[C@H](c2ccc3c(c2)OCO3)O[C@H]1c1ccc2c(c1)OCO2,5.6,1
CHEMBL1981814,COc1cccc(C2c3cc4c(cc3OC(NCCO)C2C)OCO4)c1OC,5.66,2
CHEMBL1991853,N#CC(c1ccnc(Cl)n1)c1nc2ccccc2s1,6.3,1
CHEMBL2000337,O=C(CC(C(=O)O)c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,4.67,2
CHEMBL2006765,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,6.36,1
CHEMBL200820,COc1ccc(C#CC(C)(C)N)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ccc12,4.0,1
CHEMBL2031893,COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)c2cc1OC,4.0,1
CHEMBL207228,Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O,5.51,1
CHEMBL207400,Cn1nc(C(F)(F)F)c2c(=O)c3cc(Cl)ccc3n(O)c21,5.52,1
CHEMBL208447,CCOc1nc(NC(=O)Cc2cccc(C)c2)cc(N)c1C#N,6.1,1
CHEMBL208558,CCOc1nc(NC(=O)Cc2ccccc2C)cc(N)c1C#N,6.13,1
CHEMBL208637,CCOc1nc(NC(C)=O)cc(N)c1C#N,5.96,1
CHEMBL208877,CCOc1nc(NC(=O)CN2CCOCC2)cc(N)c1C#N,5.92,1
CHEMBL209082,CCOc1nc(NC(=O)C(C)C)cc(N)c1C#N,5.08,1
CHEMBL209136,CC(=O)Nc1cc(N)c(C#N)c(NC(C)C)n1,5.52,1
CHEMBL209192,CCOc1nc(NC(=O)Cc2ccc(C)cc2)cc(N)c1C#N,6.44,1
CHEMBL209291,CCOc1nc(NC(=O)Cc2cccc(OC)c2)cc(N)c1C#N,6.51,1
CHEMBL209292,CCOc1nc(NC(=O)Cc2ccc(Cl)cc2)cc(N)c1C#N,6.21,1
CHEMBL209299,CCOc1nc(NC(=O)CN(CC)CC)cc(N)c1C#N,5.2,1
