molecule_chembl_id,canonical_smiles,pActivity,n_measurements
CHEMBL1644638,O=c1n(CC2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,6.38,1
CHEMBL1644639,O=c1n(C2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,6.38,1
CHEMBL1644640,O=c1n(C2CCOC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,5.42,1
CHEMBL1644641,O=c1n(-c2ccccn2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,5.85,1
CHEMBL1644642,O=c1n(Cc2ccncc2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,6.16,1
CHEMBL1644643,O=c1n(C2CCNCC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,5.35,1
CHEMBL1644645,O=c1n(C2CCN(CC(F)(F)F)CC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,6.05,1
CHEMBL1644646,COC(=O)N1CCC(n2nc(-c3ccnc(NC4CCOCC4)c3)n(-c3ccc4ccccc4c3)c2=O)CC1,6.44,1
CHEMBL1681791,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cnccc12,7.51,1
CHEMBL1681992,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OC)cc1,6.23,1
CHEMBL1681993,CCc1csc(NC(=O)Cc2ccc(OC)cc2)c1C(=O)OC,4.71,1
CHEMBL1681994,CCOC(=O)c1c(C2CC2)csc1NC(=O)Cc1ccc(OC)cc1,4.81,1
CHEMBL1681995,CCOC(=O)c1c(C(F)(F)F)csc1NC(=O)Cc1ccc(OC)cc1,4.72,1
CHEMBL1681996,CCOC(=O)c1c(C#N)csc1NC(=O)Cc1ccc(OC)cc1,6.46,1
CHEMBL1681997,C#Cc1csc(NC(=O)Cc2ccc(OC)cc2)c1C(=O)OCC,5.98,1
CHEMBL1681998,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(-c2ccncc2)cc1,6.55,1
CHEMBL1681999,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCn2ccnc2)cc1,6.22,1
CHEMBL1682000,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCCC2)cc1,6.53,1
CHEMBL1682001,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCC2)cc1,6.55,1
CHEMBL1682002,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cc[nH]c12,6.16,1
CHEMBL1682003,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2nccnc12,7.02,1
CHEMBL1682004,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2ncccc12,7.26,1
CHEMBL1682005,COC(=O)c1c(C)csc1NC(=O)CN1C(=O)CCc2ccccc21,7.11,1
CHEMBL1682006,COc1ccc(CC(=O)Nc2scc(C)c2-c2nc(C)n[nH]2)cc1,5.890000000000001,2
CHEMBL1682007,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2ccc(-c3ccncc3)cc2)n1,5.975,2
CHEMBL1682008,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2ccc(OCCCN3CCCCC3)cc2)n1,5.8149999999999995,2
CHEMBL1682009,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3nccnc23)n1,5.915,2
CHEMBL1682010,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3ncccc23)n1,7.35,1
CHEMBL1682011,Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1,6.140000000000001,2
CHEMBL1682012,Cc1n[nH]c(-c2c(C)csc2NC(=O)CN2C(=O)CCc3ccccc32)n1,7.82,1
CHEMBL1682013,O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Br)c1-c1ncn[nH]1,7.6,2
CHEMBL1682014,O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Cl)c1-c1ncn[nH]1,8.4,1
CHEMBL1682015,N#Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1,8.05,1
CHEMBL1682016,O=C(Cc1cccc2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,7.55,1
CHEMBL1682017,O=C(Cc1cccc2cnccc12)Nc1scc(Cl)c1-c1ncn[nH]1,7.85,1
CHEMBL1682018,N#Cc1csc(NC(=O)Cc2cccc3cnccc23)c1-c1ncn[nH]1,7.96,1
CHEMBL1682019,O=C(Cc1cccc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,7.38,1
CHEMBL1682020,O=C(Cc1cccc2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,7.82,1
CHEMBL1682021,N#Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1,7.92,1
CHEMBL168418,O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1,5.5,1
CHEMBL1684800,COc1ccc(Cn2ncc(NC(=O)c3cc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)c2N)cc1,5.8,1
CHEMBL1725279,Oc1c2ccccc2c2c3c(cccc13)N=N2,6.802,5
CHEMBL1734241,NC(=O)c1ccsc1NC(=O)CN1CCN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1,4.12,1
CHEMBL1761554,Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)cn1,7.3,2
CHEMBL1761555,c1cc(-n2cnc(N3CCOCC3)n2)ccc1Nc1ncc2ccc(-c3cn[nH]c3)cc2n1,7.4,1
CHEMBL1761562,Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(-c6ccccn6)n5)cc4)nc3c2)cn1,7.0,1
CHEMBL1761563,Cc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cn1,7.7,1
CHEMBL1761564,Cn1cc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cn1,8.0,1
CHEMBL1761565,COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cc1F,7.05,1
CHEMBL1761566,c1cc(-c2nccs2)c2nc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2c1,7.52,1
CHEMBL1761567,c1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cc1,7.3,1
CHEMBL1761569,Cc1ncn(-c2ccc(Nc3ncc4cccc(-c5nccs5)c4n3)cc2)n1,8.0,1
CHEMBL1765112,NC(=O)c1ccsc1NC(=O)Cc1cccc(F)c1,5.03,1
CHEMBL1767126,Cc1sc(NC(=O)Cc2cccc3ccccc23)c(C(N)=O)c1C,4.58,1
CHEMBL1767236,NC(=O)c1ccsc1NC(=O)Cc1cccc2ccccc12,5.27,1
CHEMBL1767237,NC(=O)c1ccsc1NC(=O)Cc1ccccc1,5.44,1
CHEMBL1767238,NC(=O)c1ccsc1NC(=O)c1ccccc1,5.23,1
CHEMBL1767243,NC(=O)c1ccsc1NC(=O)Cc1cccs1,5.5,1
CHEMBL1767244,Cc1cc(C)cc(CC(=O)Nc2sccc2C(N)=O)c1,5.57,1
CHEMBL1767247,NC(=O)c1ccsc1NC(=O)Cc1ccc2c(c1)OCCO2,5.57,1
CHEMBL1767248,NC(=O)c1ccsc1NC(=O)Cc1ccc2c(c1)OCO2,5.75,1
CHEMBL1767251,COc1ccc(C)cc1CC(=O)Nc1sccc1C(N)=O,5.64,1
CHEMBL1767254,NC(=O)c1ccsc1NC(=O)Cc1csc2ccccc12,5.609999999999999,2
CHEMBL1767255,NC(=O)c1ccsc1NC(=O)Cc1ccccc1Cl,5.85,1
CHEMBL1767256,NC(=O)c1ccsc1NC(=O)Cc1cccc(Cl)c1,5.58,1
CHEMBL1767257,NC(=O)c1ccsc1NC(=O)Cc1ccc(Cl)cc1,4.73,1
CHEMBL1767258,NC(=O)c1ccsc1NC(=O)Cc1ccccc1F,5.08,1
CHEMBL1767259,NC(=O)c1ccsc1NC(=O)Cc1ccc(F)cc1,5.29,1
CHEMBL1767260,NC(=O)c1ccsc1NC(=O)Cc1ccccc1Br,5.54,1
CHEMBL1767261,NC(=O)c1ccsc1NC(=O)Cc1cccc(Br)c1,5.75,1
CHEMBL1767263,NC(=O)c1ccsc1NC(=O)Cc1ccccc1I,5.47,1
CHEMBL1767264,NC(=O)c1ccsc1NC(=O)Cc1cccc(I)c1,5.75,1
CHEMBL1767265,COc1ccccc1CC(=O)Nc1sccc1C(N)=O,4.92,1
CHEMBL1767266,COc1cccc(CC(=O)Nc2sccc2C(N)=O)c1,5.58,1
CHEMBL1767267,COc1ccc(CC(=O)Nc2sccc2C(N)=O)cc1,5.24,1
CHEMBL1767268,Cc1ccccc1CC(=O)Nc1sccc1C(N)=O,5.22,1
CHEMBL1767269,Cc1cccc(CC(=O)Nc2sccc2C(N)=O)c1,5.27,1
CHEMBL1767270,Cc1ccc(CC(=O)Nc2sccc2C(N)=O)cc1,5.37,1
CHEMBL1767272,NC(=O)c1ccsc1NC(=O)Cc1cccc(C(F)(F)F)c1,5.12,1
CHEMBL1767273,NC(=O)c1ccsc1NC(=O)Cc1ccc(C(F)(F)F)cc1,5.19,1
CHEMBL1767274,NC(=O)c1ccsc1NC(=O)Cc1ccc(OC(F)(F)F)cc1,5.24,1
CHEMBL1767275,N#Cc1cccc(CC(=O)Nc2sccc2C(N)=O)c1,4.68,1
CHEMBL1767276,N#Cc1ccc(CC(=O)Nc2sccc2C(N)=O)cc1,5.47,1
CHEMBL1767278,CCOc1ccc(CC(=O)Nc2sccc2C(N)=O)cc1,5.72,1
CHEMBL1767279,NC(=O)c1ccsc1NC(=O)Cc1cc(F)cc(F)c1,5.09,1
CHEMBL1767280,NC(=O)c1ccsc1NC(=O)Cc1ccc(F)c(F)c1,4.99,1
CHEMBL1767281,NC(=O)c1ccsc1NC(=O)Cc1ccc(F)cc1F,5.01,1
CHEMBL1767282,NC(=O)c1ccsc1NC(=O)Cc1c(F)cccc1F,5.13,1
CHEMBL1767283,NC(=O)c1ccsc1NC(=O)Cc1cc(F)ccc1F,5.24,1
CHEMBL1767284,NC(=O)c1ccsc1NC(=O)Cc1c(F)cccc1Cl,4.9,1
CHEMBL1767286,COc1cc(CC(=O)Nc2sccc2C(N)=O)cc(OC)c1,5.51,1
CHEMBL1767288,NC(=O)c1ccsc1NC(=O)Cc1cccnc1,5.09,1
CHEMBL1767290,NC(=O)c1ccsc1NC(=O)Cc1c[nH]c2ccccc12,5.03,1
CHEMBL1767292,CC1CN(CC(=O)Nc2sccc2C(N)=O)CC(C)O1,4.18,1
CHEMBL1767293,NC(=O)c1ccsc1NC(=O)CN1CCN(Cc2ccco2)CC1,5.12,1
CHEMBL1767294,NC(=O)c1ccsc1NC(=O)CN1CCN(C(=O)C2CC2)CC1,4.08,1
CHEMBL1767295,NC(=O)c1ccsc1NC(=O)Cc1ccc2c(c1)CCCC2,5.44,1
CHEMBL1767296,NC(=O)c1ccsc1NC(=O)Cc1ccc2c(c1)CCC2,5.6,1
CHEMBL1767297,NC(=O)c1ccsc1NC(=O)Cc1cc(F)cc2c1OCOC2,5.31,1
CHEMBL1767298,NC(=O)c1ccsc1NC(=O)Cc1csc2nc(-c3cccs3)cn12,5.6,1
CHEMBL1767299,NC(=O)c1ccsc1NC(=O)Cc1cc(Cl)c2c(c1)OCCCO2,5.72,1
CHEMBL1767300,Cc1cnc2sc(CC(=O)Nc3sccc3C(N)=O)cn12,5.6,1
CHEMBL1773329,NS(=O)(=O)N1CCC(Nc2nccc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)n2)CC1,6.32,1
CHEMBL1773334,O=S(=O)(c1ccc(-c2ccnc(NC3CCNCC3)n2)cc1)N1CCNCC1,4.71,1
CHEMBL1783492,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cnc(Br)s2)CC1,6.48,1
CHEMBL1783493,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2nc(Br)cs2)CC1,5.75,1
CHEMBL1783496,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc[nH]2)CC1,5.35,1
CHEMBL1783583,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(C)n2)CC1,5.75,1
CHEMBL1783584,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(Br)c2)CC1,5.15,1
CHEMBL1783587,Cc1cccc(NC(=O)c2ccc(Br)o2)c1N1CCC2(CC1)OCCO2,7.05,1
CHEMBL1783588,Cc1cccc(NC(=O)c2ccc(Cl)o2)c1N1CCC2(CC1)OCCO2,7.4,1
CHEMBL1783589,Cc1cccc(NC(=O)c2ccc(F)o2)c1N1CCC2(CC1)OCCO2,6.68,1
CHEMBL1783590,Cc1cccc(NC(=O)c2ccc(C#N)o2)c1N1CCC2(CC1)OCCO2,6.64,1
CHEMBL1783591,Cc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,6.48,1
CHEMBL1783592,Cc1cccc(NC(=O)c2ccc(C(F)F)o2)c1N1CCC2(CC1)OCCO2,6.58,1
CHEMBL1783593,CCc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,5.85,1
CHEMBL1783594,CC#Cc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,6.96,1
CHEMBL1783595,Cc1cccc(NC(=O)c2ccc(Cc3ccccc3)o2)c1N1CCC2(CC1)OCCO2,5.5,1
CHEMBL1783596,COc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,6.35,1
CHEMBL1783597,CC(=O)Nc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,5.24,1
CHEMBL1784082,O=C(Nc1cccc(Cl)c1N1CCNCC1)c1ccc(Br)o1,5.39,1
CHEMBL1784083,CN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,6.44,1
CHEMBL1784084,CCCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,6.2,1
CHEMBL1784085,CC(C)N1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,5.82,1
CHEMBL1784086,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,6.62,1
CHEMBL1784087,C=C(C)CN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,6.4,1
CHEMBL1784088,O=C(Nc1cccc(Cl)c1N1CCN(C2CC2)CC1)c1ccc(Br)o1,6.75,1
CHEMBL1784089,O=C(Nc1cccc(Cl)c1N1CCN(Cc2ccco2)CC1)c1ccc(Br)o1,6.57,1
CHEMBL1784090,O=C(Nc1cccc(Cl)c1N1CCN(Cc2ccccc2)CC1)c1ccc(Br)o1,6.06,1
CHEMBL1784091,O=C(Nc1cccc(Cl)c1N1CCN(CCc2ccccc2)CC1)c1ccc(Br)o1,6.05,1
CHEMBL1784092,O=C(Nc1cccc(Cl)c1N1CCN(c2ccccn2)CC1)c1ccc(Br)o1,5.92,1
CHEMBL1784093,CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,6.22,1
CHEMBL1784095,CC(C)(C)OC(=O)N1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,5.2,1
CHEMBL1784096,C=CCN1CCN(c2c(C)cccc2NC(=O)c2ccc(Br)o2)CC1,6.75,1
CHEMBL1784097,C#CCN1CCN(c2c(F)cccc2NC(=O)c2ccc(Br)o2)CC1,6.96,1
CHEMBL1784649,Nc1cc(-c2n[nH]c(=S)n2-c2ccc3ccccc3c2)ccn1,4.61,1
CHEMBL1784660,c1ccc2cc(-c3ccnn3-c3ccncc3)ccc2c1,4.38,1
CHEMBL1784665,c1ccc2cc(-c3nn[nH]c3-c3ccncc3)ccc2c1,5.16,1
CHEMBL1784666,c1ccc2cc(-c3[nH]ncc3-c3ccncc3)ccc2c1,5.15,1
CHEMBL1788116,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,6.82,1
CHEMBL1822132,O=C(Cc1ccc(F)c2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,7.8,1
CHEMBL1822133,O=C(Cc1cccc2ncc(F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,7.77,1
CHEMBL1822134,O=C(Cc1cc(F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,7.85,1
CHEMBL1822135,O=C(Cc1cccc2ncc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,7.68,1
CHEMBL1822136,O=C(Cc1cc(C(F)(F)F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,6.025,2
CHEMBL1822137,O=C(Cc1ccc(C(F)(F)F)c2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,7.09,1
CHEMBL1822138,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1,8.05,1
CHEMBL1822139,N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1ncn[nH]1,8.3,1
CHEMBL1822140,O=C(Cn1c(=O)ccc2cnccc21)Nc1scc(Br)c1-c1ncn[nH]1,8.4,1
CHEMBL1822141,O=C(Cn1c(=O)ccc2cnc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,8.4,1
CHEMBL1822142,O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,8.1,1
CHEMBL1822143,O=C(Cn1c(=O)ccn2nccc12)Nc1scc(Br)c1-c1ncn[nH]1,8.1,1
CHEMBL1822144,O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,8.52,1
CHEMBL1822145,O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,8.52,1
CHEMBL1822146,O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,8.7,1
CHEMBL1822147,O=C(Cn1c(=O)ccc2ccc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,8.22,1
CHEMBL1822148,O=C(Cn1c(=O)ccc2c(C(F)(F)F)cccc21)Nc1scc(Br)c1-c1ncn[nH]1,7.51,1
CHEMBL1822149,O=C(Cn1c(=O)ccc2cc(OC(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,8.7,1
