smiles,pAct_JNK1,pAct_JNK2,pAct_JNK3
S=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,,7.18,7.28
S=c1[nH]nc(-c2ccnc(NCC3CC3)c2)n1-c1ccc2ccccc2c1,,5.65,6.03
c1ccc2cc(-n3cnnc3-c3ccncc3)ccc2c1,,4.72,5.35
Cc1nnc(-c2ccncc2)n1-c1ccc2ccccc2c1,,4.33,4.74
c1ccc2cc(-n3nnnc3-c3ccncc3)ccc2c1,,,4.31
Clc1nnc(-c2ccncc2)n1-c1ccc2ccccc2c1,,,4.52
N/N=c1\[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1,,4.47,4.83
Clc1nnn(-c2ccncc2)c1-c1ccc2ccccc2c1,,4.42,4.9
c1ccc2cc(-c3cnnn3-c3ccncc3)ccc2c1,,4.73,5.32
c1ccc2cc(-c3ccnn3-c3ccncc3)ccc2c1,4.38,5.03,5.61
c1ccc2cc(-n3nccc3-c3ccncc3)ccc2c1,,5.31,5.91
c1ccc2cc(-n3ccnc3-c3ccncc3)ccc2c1,,5.19,5.72
c1ccc2cc(-n3nncc3-c3ccncc3)ccc2c1,,5.04,5.57
c1ccc2cc(-c3nn[nH]c3-c3ccncc3)ccc2c1,5.16,5.91,6.44
c1ccc2cc(-c3[nH]ncc3-c3ccncc3)ccc2c1,5.15,6.06,6.61
c1ccc2cc(-c3ncncc3-c3ccncc3)ccc2c1,,4.74,5.38
N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,6.82,6.66,7.16
O=C1NCCCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21,,5.5,
COCCOc1cncc(-c2cc3c(ccc4c5c([nH]c43)CCCNC5=O)cn2)c1,,5.57,
COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CN(C)NC5=O)cn2)cc1,,6.26,
O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5ccccc5)cc43)c21,,8.7,
O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21,,7.66,
O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5cccc(CCN6CCOCC6)c5)cc43)c21,,7.47,
O=C1NCc2[nH]c3c(ccc4cnc(Nc5cccc(F)c5)cc43)c21,,9.0,
O=C1NCc2[nH]c3c(ccc4cnc(-c5ccccc5F)cc43)c21,,7.52,
O=C1NCc2[nH]c3c(ccc4cnc(-c5cccc(OCCN6CCOCC6)c5)cc43)c21,,7.96,
O=C1NCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21,,7.12,
COCCOc1cncc(-c2cc3c(ccc4c5c([nH]c43)CNC5=O)cn2)c1,,7.42,
O=C1NCCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21,,6.7,
O=C1NCCc2[nH]c3c(ccc4cnc(/C=C/c5cccc(CCN6CCOCC6)c5)cc43)c21,,7.12,
COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CCNC5=O)cn2)cc1F,,5.85,
O=C1NCCc2[nH]c3c(ccc4cnc(-c5cccc(OCCN6CCOCC6)c5)cc43)c21,,6.57,
O=C1NCCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21,,6.38,
COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CCC5=O)cn2)cc1F,,5.66,
O=C1NCCCc2[nH]c3c(ccc4cnc(/C=C/c5ccccc5)cc43)c21,,7.07,
O=C1NCCCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21,,6.01,
O=C1NCCCc2[nH]c3c(ccc4cnc(/C=C/c5cccc(CCN6CCOCC6)c5)cc43)c21,,6.16,
O=C(Cc1ccc(F)c2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,7.8,7.17,7.62
O=C(Cc1cccc2ncc(F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,7.77,7.04,7.52
O=C(Cc1cc(F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,7.85,6.074999999999999,7.39
O=C(Cc1cccc2ncc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,7.68,6.045,7.28
O=C(Cc1cc(C(F)(F)F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,6.025,5.885,5.925
O=C(Cc1ccc(C(F)(F)F)c2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,7.09,6.46,6.02
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1,8.05,7.5,7.85
N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1ncn[nH]1,8.3,7.75,8.22
O=C(Cn1c(=O)ccc2cnccc21)Nc1scc(Br)c1-c1ncn[nH]1,8.4,8.1,8.15
O=C(Cn1c(=O)ccc2cnc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,8.4,7.68,8.22
O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,8.1,7.42,7.85
O=C(Cn1c(=O)ccn2nccc12)Nc1scc(Br)c1-c1ncn[nH]1,8.1,7.13,8.1
O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,8.52,7.44,7.85
O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,8.52,7.82,8.3
O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,8.7,8.3,8.05
O=C(Cn1c(=O)ccc2ccc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,8.22,7.68,8.05
O=C(Cn1c(=O)ccc2c(C(F)(F)F)cccc21)Nc1scc(Br)c1-c1ncn[nH]1,7.51,6.005,7.15
O=C(Cn1c(=O)ccc2cc(OC(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,8.7,7.92,8.22
O=C(Cn1c(=O)ccc2ccc(OC(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,7.96,7.17,7.72
N#Cc1ccc2c(ccc(=O)n2CC(=O)Nc2scc(Br)c2-c2ncn[nH]2)c1,9.0,8.0,8.7
N#Cc1ccc2ccc(=O)n(CC(=O)Nc3scc(Br)c3-c3ncn[nH]3)c2c1,9.0,8.0,8.7
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncco1,8.15,7.18,8.22
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1nccs1,7.89,6.07,7.82
Cn1cnc(-c2c(Br)csc2NC(=O)CN2C(=O)CCc3ncccc32)n1,9.0,7.89,8.52
N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1nccs1,8.0,7.21,7.96
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1ncco1,8.4,7.54,8.1
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1nccs1,8.15,7.28,8.05
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1cscn1,8.7,7.77,8.1
CC(=O)N[C@@H](C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CO)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C(=O)N[C@H](CCC(N)=O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(N)=O)[C@H](C)O)[C@H](C)O)C(C)C)[C@@H](C)O,5.0,,
NCCCNC(=O)c1ccc(-c2n[nH]c3ccccc23)cc1,4.85,,
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)NCCCNC(=O)c1ccc(-c2n[nH]c3ccccc23)cc1,9.100000000000001,,
CC(C)C[C@@H](NC(=O)CNC(=O)CNC(=O)CCCNC(=O)c1ccc(-c2n[nH]c3ccccc23)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)NCC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(N)=O)[C@H](C)O)[C@H](C)O,7.545,,
CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)cc1,6.1,,
O=C(NCc1ccccc1Cl)c1cccnc1Oc1ccccc1,5.4,,
O=C(NCc1ccccc1Cl)c1ccccc1Oc1ccccc1,5.5,,
O=C(NCc1ccccc1Cl)c1cccnc1Oc1ccccc1F,5.8,,
Clc1cccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)c1,5.9,,
COc1ccc(Oc2ncccc2C(=O)NCc2ccccc2Cl)cc1,5.4,,
Nc1ccc2[nH]nc(NCc3ccccc3Cl)c2c1Oc1ccccc1,5.3,,
COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)c1,6.4,,
O=[N+]([O-])c1ccc2[nH]nc(NCc3ccccc3Cl)c2c1Oc1ccccc1,5.8,,
Clc1ccc(Cl)c(CNc2[nH]nc3cccc(Oc4ccccc4)c23)c1,6.1,,
CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)cc1,6.3,,
COc1ccc(OC)c(CNc2[nH]nc3ccc([N+](=O)[O-])c(Oc4ccccc4)c23)c1,6.1,,
COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1,7.0,,
C[C@H](NC(=O)c1cccnc1Oc1ccccc1)c1ccccc1,5.2,,
COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)c1,6.7,,
N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,6.51,6.206666666666667,7.1
CC(=O)Nc1ccc(CNc2[nH]nc3ccnc(Oc4ccccc4)c23)cc1,6.8,,
NC(=O)c1ccccc1Nc1cc(Oc2ccc(Cl)c(Cl)c2)ncc1C(F)(F)F,6.17,,7.0
NC(=O)c1ccccc1Nc1ccnc(Oc2ccccc2)c1,6.48,,6.28
NC(=O)c1ccccc1Nc1ccnc(Oc2ccc(N3CCNCC3)cc2)c1,6.51,,7.16
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(F)cn2)cc1,7.58,,7.32
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(Cl)cn2)cc1,8.1,,7.82
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,7.57,,7.43
COc1cccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)c1,7.42,,7.16
COc1ccccc1Oc1cc(Nc2ccccc2C(N)=O)c(C(F)(F)F)cn1,5.5,,5.46
NC(=O)c1ccccc1Nc1cc(Oc2ccc(OC(F)(F)F)cc2)ncc1C(F)(F)F,7.46,,7.46
CCOc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,7.46,,6.96
CCCOc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,7.0,,6.85
CC(C)(C)Oc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,7.66,,7.57
NC(=O)c1ccccc1Nc1cc(Oc2ccc(F)cc2)ncc1C(F)(F)F,7.0,,6.7
NC(=O)c1ccccc1Nc1cc(Oc2ccc(Br)cc2)ncc1C(F)(F)F,6.32,,6.42
NC(=O)c1ccccc1Nc1cc(Oc2cccc(Cl)c2)ncc1C(F)(F)F,,,6.7
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)c(Cl)c1,6.13,,7.0
NC(=O)c1ccccc1Nc1cc(Oc2cccc3ccccc23)ncc1C(F)(F)F,6.19,,6.0
NC(=O)c1ccccc1Nc1cc(Oc2ccc3ccccc3c2)ncc1C(F)(F)F,,,6.5
NC(=O)c1ccccc1Nc1cc(Oc2ccc3c(c2)OCO3)ncc1C(F)(F)F,7.36,,7.32
NC(=O)c1ccccc1Nc1cc(Oc2ccc(-n3cncn3)cc2)ncc1C(F)(F)F,,,7.1
NC(=O)c1ccccc1Nc1cc(Oc2ccc(N3CCNCC3)cc2)ncc1C(F)(F)F,,,7.47
NC(=O)c1ccccc1Nc1cc(Oc2ccc(-c3cccnc3)cc2)ncc1C(F)(F)F,7.28,,7.14
COc1ccc(Oc2cc(Nc3cccc(Cl)c3C(N)=O)c(C(F)(F)F)cn2)cc1,,,5.66
COc1ccc(Oc2cc(Nc3cccc(OC)c3C(N)=O)c(C(F)(F)F)cn2)cc1,,,5.66
COc1ccc(Oc2cc(Nc3ccc(F)cc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.35
COc1ccc(Oc2cc(Nc3ccc(Cl)cc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.52
COc1ccc(Oc2cc(Nc3cc(F)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.31
COc1ccc(Oc2cc(Nc3cc(Cl)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.11
COc1ccc(Oc2cc(Nc3cc(OC)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.77
COc1ccc(Oc2cc(Nc3c(F)cccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,7.22
COc1ccc(Oc2cc(Nc3c(Cl)cccc3C(N)=O)c(C(F)(F)F)cn2)cc1,,,6.8
CNC(=O)c1ccccc1Nc1cc(Oc2ccc(OC)cc2)ncc1Cl,6.03,,6.77
COc1ccc(Oc2cc(Nc3ccccc3-c3nc[nH]n3)c(Cl)cn2)cc1,6.92,,6.85
COc1ccc(Oc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,8.4,,8.15
CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,,5.01,
COc1ccc(Nc2ncc3nc(Nc4ccccc4)n(C4CCCC4)c3n2)cc1,,6.1,
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)cc1,5.96,6.92,6.68
COc1ccc(Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)cc1,5.6,6.89,6.85
COc1ccc(Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)cc1,5.96,7.34,6.89
CNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,5.2,6.44,6.17
CCNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,5.75,6.85,6.58
CC(C)Nc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,6.1,7.18,6.96
Fc1ccccc1Nc1nc2cnc(NC3CCCCC3)nc2n1C1CCCC1,6.24,7.34,7.3
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,7.12,8.0,7.92
N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,6.64,7.58,7.51
CCn1c(Nc2ccccc2F)nc2cnc(Nc3ccc(OC)cc3)nc21,5.44,6.37,6.44
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C(C)C)c3n2)cc1,6.08,7.08,7.02
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCCC4)c3n2)cc1,5.54,6.85,6.44
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(-c4ccccc4)c3n2)cc1,,6.0,
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@H](N)CC4)c3n2)cc1,5.58,6.62,6.62
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@@H](O)CC4)c3n2)cc1,6.8,7.85,7.77
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCOCC4)c3n2)cc1,6.31,7.28,7.2
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@@H](C(N)=O)CC4)c3n2)cc1,6.75,7.66,7.62
N[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)CC1,7.04,8.05,7.89
N[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCCC4)c3n2)CC1,6.82,7.96,7.8
N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,6.57,7.6,7.62
O=C(NC1CCNCC1)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,7.125,,8.875
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,6.95375,7.71875,7.685714285714286
CC(C)Nc1ncc2nc(Nc3c(F)cccc3F)n([C@H]3CC[C@@H](O)CC3)c2n1,6.8,,
CC(C)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@H]3CC[C@@H](C(N)=O)CC3)c2n1,6.92,,
CC(C)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@H]3CC[C@@H](C(=O)NC4CC4)CC3)c2n1,7.1,,
CC(C)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@H]3CC[C@@H](C(=O)N4CCOCC4)CC3)c2n1,7.2,,
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,6.92,,
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1,6.41,,
Fc1ccc(Nc2nc3cnc(C4CCOCC4)nc3n2C2CCCC2)c(F)c1,6.05,,
CC(C)(O)[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,6.77,,
CC(C)(O)[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1,6.5,,
CCO[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1,6.27,,
CS(=O)(=O)N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1,6.06,,
C[C@]1(O)CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1,5.92,,
CC(C)(O)[C@H]1CC[C@@H](c2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)C1,5.89,,
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@@H]4CCOC4)c3n2)CC1,6.4,7.42,7.5
CNC(=O)[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,7.29,8.0,8.15
Cc1c[nH]c2ncnc(-c3ccc(NC(=O)Nc4cccc(C(=O)NC(C)C)c4)cc3)c12,,,5.11
CCn1c(C)cs/c1=N/C(=O)c1ccccc1O,,,4.39
NC(=S)N/N=C1\NC(=O)/C(=C/c2ccc3c(c2)OCO3)S1,,5.984999999999999,
C/C(=N/Cc1ccco1)C1=C(O)c2ccccc2C1=O,,,4.51
O=C(O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,7.21,,8.28
O=C(O)c1ccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)cc1,6.61,,7.5
C[C@@H]1[C@H](C)[C@H](c2ccc3c(c2)OCO3)O[C@H]1c1ccc2c(c1)OCO2,,5.6,
COc1cccc(C2c3cc4c(cc3OC(NCCO)C2C)OCO4)c1OC,,5.66,
CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@@H](COCc2ccc(OC)cc2)CC3)n1,,,6.63
COc1ccc(COC[C@H]2CCc3nc(-c4ccc(F)cc4)c(-c4ccnc(N)n4)n32)cc1,,,6.57
O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,6.64,,8.47
CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@H](CO)CC3)n1,,,8.6
CN(C)CCNC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,6.16,,7.68
NC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,7.09,,8.48
N#CC(c1ccnc(Cl)n1)c1nc2ccccc2s1,,6.3,6.54
O=C(NCCCn1cnc(-c2ccc(F)cc2)c1-c1ccncc1)c1ccccc1,,,6.89
CCOC(=O)c1cccc2c1-c1ccccc1/C2=N/O,,,4.94
O=C(CC(C(=O)O)c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,,4.67,
COC(=O)c1cccc2c1-c1ccccc1/C2=N/O,,,5.05
CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,7.09,6.36,
COc1ccc(C#CC(C)(C)N)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ccc12,,4.0,
CC(=O)N1CCC[C@@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,7.13,,8.3
CC(=O)N1CCC[C@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,6.9,,8.0
CO[C@H]1CC[C@@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,7.06,,7.82
CCOc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3OCC)c2)ccn1,,,6.16
COC1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)CC1,6.97,,7.5
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,6.91,,8.1
COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)c2cc1OC,,4.0,
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)C1,7.09,,8.05
Fc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3F)c2)ccn1,,,7.5
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOC1,6.413333333333334,,8.166666666666666
CO[C@H]1CC[C@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,5.89,,6.63
Nc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3N)c2)ccn1,,,6.97
O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOC1,7.29,,8.285
CC(=O)N1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)CC1,6.66,,7.36
O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,6.82,,8.22
Cc1cnc(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)cn1,6.58,,7.48
Cc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3C)c2)ccn1,,,6.19
Fc1ccc(Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)cc1,,,7.77
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,7.07,,7.82
COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CC[C@@H](N1CCOCC1)CC2,6.95,,
Cn1nc(CCCC(=O)O)c2c(=O)c3cc(Cl)ccc3n(O)c21,5.56,,
CNC(=O)Cn1nc(C)c2c(=O)c3cc(Cl)ccc3n(O)c21,5.06,,
Cc1nn(CCO)c2c1c(=O)c1cc(Cl)ccc1n2O,5.12,,
Cn1nc(C(F)(F)F)c2c(=O)c3cc(Cl)c(Cl)cc3n(O)c21,5.29,,
Cn1nc(CCN)c2c(=O)c3cc(Cl)ccc3n(O)c21,5.55,,
CCc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O,6.02,,
Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O,5.91,5.51,
CCCOn1c2ccc(Cl)cc2c(=O)c2c(C)nn(C)c21,5.26,,
Cn1nc(C(F)(F)F)c2c(=O)c3cc(Cl)ccc3n(O)c21,6.01,5.52,
CCNC(=O)NCCCc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O,6.3,,
Cn1c2[n+]([O-])c3ccc(Cl)cc3c(=O)c-2c2n1C(=O)NCC2,6.54,,
CCOC(=O)Cn1nc(C)c2c(=O)c3cc(Cl)ccc3n(O)c21,5.12,,
Cc1nn(CC(=O)O)c2c1c(=O)c1cc(Cl)ccc1n2O,5.36,,
CCOn1c2ccc(Cl)cc2c(=O)c2c(C)nn(C)c21,5.56,,
CC(C)c1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O,5.58,,
CCOc1nc(NC(=O)Cc2cccc(C)c2)cc(N)c1C#N,6.38,6.1,
CCOc1nc(NC(=O)Cc2cc(C)ccc2C)cc(N)c1C#N,5.36,,
CCOc1nc(NC(=O)Cc2ccccc2C)cc(N)c1C#N,6.4,6.13,
CCOc1nc(NC(C)=O)cc(N)c1C#N,6.1,5.96,
CCOc1nc(NC(=O)CN2CCOCC2)cc(N)c1C#N,6.57,5.92,
CCOc1nc(Nc2ccccc2)cc(N)c1C#N,5.99,,
CCOc1nc(Nc2ccc(C(N)=O)cc2)cc(N)c1C#N,6.72,,
CC(C)(C)Nc1nc(Nc2ccc(C(N)=O)cc2)cc(N)c1C#N,6.64,,
CCOc1nc(NC(=O)C(C)C)cc(N)c1C#N,5.4,5.08,
CC(=O)Nc1cc(N)c(C#N)c(NC(C)C)n1,6.04,5.52,
CCOc1nc(NC(=O)Cc2ccc(C)cc2)cc(N)c1C#N,6.72,6.44,
