molecule_chembl_id,canonical_smiles,pAct_JNK1,pAct_JNK2,pAct_JNK3,n_isoforms,delta_12,delta_13,delta_min,sel_class
CHEMBL1428357,COc1ccc(C2=NOC(C(=O)Nc3ccc(C(C)=O)cc3)C2)cc1OC,,,4.49,1,,,,unknown
CHEMBL1429270,COC(=O)c1ccccc1NC(=O)CN1CCC(NC(=O)c2ccccc2C)CC1,,,5.38,1,,,,unknown
CHEMBL1429633,COc1cccc(OCC(=O)Nc2ccccc2C(N)=O)c1,,,4.26,1,,,,unknown
CHEMBL1429706,Cc1cc(NC(=O)CSC2=Nc3ccccc3C3=NC(Cc4ccccc4)C(=O)N23)[nH]n1,,,4.95,1,,,,unknown
CHEMBL1432163,COc1ccc(C(C)=O)cc1COC(=O)c1cc(C)oc1C,,,4.21,1,,,,unknown
CHEMBL1432472,CCOC(=O)c1c(C)nsc1S,,,4.51,1,,,,unknown
CHEMBL1439313,CC(=O)Nc1cccc(-c2nc3ccccc3c(=O)o2)c1,,,4.38,1,,,,unknown
CHEMBL1439904,N#Cc1c(O)nc(SCC(=O)Nc2cccc(Cl)c2)nc1-c1ccco1,,,4.53,1,,,,unknown
CHEMBL1440703,CC(=O)Nc1cc(OC(C)=O)c2nonc2c1OC(C)=O,,,4.33,1,,,,unknown
CHEMBL1445111,O=C(C1CCC(Cn2c(=O)[nH]c3ccccc3c2=O)CC1)N1CCN(c2ccccc2)CC1,,,6.3,1,,,,unknown
CHEMBL1446875,CC1=CC(=C2C(=O)c3ccccc3C2=O)C=C(C)N1C,,,4.38,1,,,,unknown
CHEMBL1447733,Fc1cccc(Nc2cc(-n3cccn3)ncn2)c1,,,5.16,1,,,,unknown
CHEMBL1449655,c1ccc(-n2nc3ccc4c[nH]nc4c3n2)cc1,,,4.37,1,,,,unknown
CHEMBL1451996,O=C(C1CCC(Cn2c(=S)[nH]c3ccccc3c2=O)CC1)N1CCOCC1,,,4.78,1,,,,unknown
CHEMBL1452914,COC(=O)c1ccccc1NC(=O)CN1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1,,,4.62,1,,,,unknown
CHEMBL1454081,O=c1c2ccccc2[nH]c(=S)n1Cc1cccnc1,,,4.62,1,,,,unknown
CHEMBL1454264,O=C1NC(=O)c2c(NC(=O)C3CCCO3)cccc21,,,4.25,1,,,,unknown
CHEMBL1454594,COC(=O)c1ccsc1NC(=O)C1COc2ccccc2O1,,,4.57,1,,,,unknown
CHEMBL1454635,NC(=O)c1ccsc1NC(=O)C1CC1,,,4.48,1,,,,unknown
CHEMBL1454779,O=C(CCCCCn1c(SCC(=O)c2ccccc2)nc2ccccc2c1=O)NCc1ccco1,,,4.41,1,,,,unknown
CHEMBL1455269,CCOC(=O)c1ccccc1NC(=O)COc1ccccc1,,,4.53,1,,,,unknown
CHEMBL1455874,CCOC(=O)c1c(-c2ccc(OC)cc2)n[nH]c1N,,,4.2,1,,,,unknown
CHEMBL1457783,c1ccc(-c2onc3cc4c(cc23)OCCO4)cc1,,,4.3,1,,,,unknown
CHEMBL1458153,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCC2(CC1)OCCO2,,,4.53,1,,,,unknown
CHEMBL1458559,CCCc1cc(O)n2c(n1)nc1ccccc12,,,4.46,1,,,,unknown
CHEMBL1459123,Cc1ccc2c(CC(=O)Nc3sccc3C(N)=O)coc2c1,,,4.68,1,,,,unknown
CHEMBL1461003,COc1ccc(NC(=O)CCCCn2c(=O)[nH]c3ccccc3c2=O)cc1,,,4.26,1,,,,unknown
CHEMBL1461987,COc1ccc(CC(=O)Nc2cc(C)ccn2)cc1,,,4.67,1,,,,unknown
CHEMBL1462110,COC(=O)c1ccccc1NC(=O)C1CC(c2ccc(F)cc2)=NO1,,,5.04,1,,,,unknown
CHEMBL1462869,COc1cc(CN/C(C)=C(\C#N)C(N)=O)cc(OC)c1OC,,,5.14,1,,,,unknown
CHEMBL1463060,COc1cccc(C2=NOC(C(=O)Nc3ccc(OC)c(OC)c3)C2)c1,,,5.34,1,,,,unknown
CHEMBL1465291,COC(=O)c1cc(Br)c(=O)n(Cc2ccc(OC)c(OC)c2)c1,,,5.17,1,,,,unknown
CHEMBL1466356,CSCCC(Nc1ncnc2ccc(Br)cc12)C(=O)O.Cl,,,4.35,1,,,,unknown
CHEMBL1470122,CCOc1ccccc1NC(=O)COc1cccc(-n2cnnn2)c1,,,4.16,1,,,,unknown
CHEMBL1471674,COc1ccc(C(=O)n2nc(-c3ccccc3)nc2N)cc1OC,,,4.72,1,,,,unknown
CHEMBL1472407,Cc1nc2cccc(C(=O)NCc3ccccc3)c2o1,,,4.34,1,,,,unknown
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,3.769551078621726,,,1,,,,non-selective
CHEMBL1477311,O=C(c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cc1)N1CCN(c2ccccc2)CC1,,,5.1,1,,,,unknown
CHEMBL1477887,O=C(c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cc1)N1CCN(c2ccccn2)CC1,,,4.98,1,,,,unknown
CHEMBL1480089,COC(=O)c1sccc1NC(=O)C1CC=CCC1C(=O)O,,,4.7,1,,,,unknown
CHEMBL1480110,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)NC1CCCC1,,,4.19,1,,,,unknown
CHEMBL1480223,COc1cccc(C(=O)Nc2c(C(N)=O)oc3ccccc23)c1,,,4.49,1,,,,unknown
CHEMBL1481517,Fc1cc2nccnc2cc1N1CCSCC1,,,4.3,1,,,,unknown
CHEMBL1483570,Cc1cc(NC(=O)C2CC(c3ccc(F)cc3)=NO2)no1,,,4.55,1,,,,unknown
CHEMBL1486096,COCCCNC(=O)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cc1,,,5.21,1,,,,unknown
CHEMBL1486228,CCOC(=O)c1ccc(Cn2cnc3ccccc3c2=O)cc1,,,4.91,1,,,,unknown
CHEMBL1486831,Fc1ccc2[nH]c3nc4ccccc4c-3nc2c1,,,4.74,1,,,,unknown
CHEMBL1488035,CCn1nc(-c2ccccc2)nc2c(=O)n(C)c(=O)nc1-2,,,4.44,1,,,,unknown
CHEMBL1490070,COC(=O)c1ccccc1NC(=O)CN1C(=O)C2CCCN2c2ncc(Cl)cc21,,,4.74,1,,,,unknown
CHEMBL1490940,C/C(Nc1ccc(F)cc1)=C(/C#N)C(N)=O,,,4.57,1,,,,unknown
CHEMBL1491318,Cn1c(=O)c2c(-c3ccccc3)n3c4ccccc4ncc3c2n(C)c1=O,,,5.03,1,,,,unknown
CHEMBL1492324,N#Cc1c(O)nc(SCc2ccc(F)cc2)nc1-c1ccco1,,,4.87,1,,,,unknown
CHEMBL1492532,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccc([N+](=O)[O-])c1,,5.11,,1,,,,unknown
CHEMBL1492655,O=c1c2c(nc3n1CCCCC3)sc1c(O)cccc12,,,4.25,1,,,,unknown
CHEMBL1492799,CS(=O)(=O)N1CCN(c2ccccc2NC(=O)CSc2ccc(Cl)cc2)CC1,,,4.04,1,,,,unknown
CHEMBL1494345,NC(=O)c1ccsc1NC(=O)COc1ccccc1,,,4.42,1,,,,unknown
CHEMBL1494965,COc1ccc2c(c1)c1ncn(Cc3ccco3)c(=O)c1n2C,,,4.05,1,,,,unknown
CHEMBL1495244,COc1ccc(CC(=O)Nc2nc(C)cs2)cc1OC,,,4.55,1,,,,unknown
CHEMBL1496523,Cn1c(C(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc2c(=O)n(C)c3ccccc3c21,,,4.14,1,,,,unknown
CHEMBL1498547,Cn1nnnc1SCc1ccc(C(=O)Nc2nccs2)cc1,,,4.25,1,,,,unknown
CHEMBL1498885,COc1cc(C(=O)NCc2cn3ccccc3n2)cc(OC)c1OC,,,5.1,1,,,,unknown
CHEMBL1499974,CCOC(=O)C1CCN(C(=O)CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,,,4.54,1,,,,unknown
CHEMBL1500025,COc1cccc(C2=NOC(C(=O)Nc3ccc(C(C)=O)cc3)C2)c1,,,5.1,1,,,,unknown
CHEMBL1501724,CC1=CC(=C2C(=O)c3ccccc3C2=O)C=C(C)N1Cc1ccco1,,,4.64,1,,,,unknown
CHEMBL1502894,CCc1ccc(-n2c(SCC(=O)Nc3cc(C)[nH]n3)nc3nncc-3c2O)cc1,,,5.39,1,,,,unknown
CHEMBL1505364,Br.CC(=O)c1sc(Nc2ccccn2)nc1C,,,4.39,1,,,,unknown
CHEMBL150894,CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,6.35,,,1,,,,non-selective
CHEMBL1511773,O=C(CCn1cnc2ccccc2c1=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,,,4.42,1,,,,unknown
CHEMBL1517409,COC(=O)c1cc(Br)c(=O)n(-c2nccs2)c1,,,4.11,1,,,,unknown
CHEMBL1518163,O=C(COC(=O)c1[nH]nc2ccccc12)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,,,5.17,1,,,,unknown
CHEMBL1519409,COC(=O)c1ccccc1NC(=O)COC(=O)c1ccco1,,,4.25,1,,,,unknown
CHEMBL1520065,COC(=O)c1sccc1NC(=O)c1ccc(Br)o1,,,4.7,1,,,,unknown
CHEMBL1520998,CC(=O)c1ccc(NC(=O)C2CC(c3ccc(F)cc3)=NO2)cc1,,,5.16,1,,,,unknown
CHEMBL1522377,CCCC(=O)Nc1ccc(Cl)c(NC(=O)c2ccc(Br)o2)c1,,,4.43,1,,,,unknown
CHEMBL1522425,COC(=O)c1sccc1NC(=O)CN1CCN(c2ccc(F)cc2)CC1,,,4.81,1,,,,unknown
CHEMBL1524448,COC(=O)c1c(NC(=O)Cc2cccs2)sc(C)c1C,,,4.46,1,,,,unknown
CHEMBL1524458,CCCc1nc(SCC(=O)N2CCCC2)c2ccccc2n1,,,4.3,1,,,,unknown
CHEMBL1525187,N#Cc1c(NCc2ccccc2)ccnc1NCc1cccnc1,,,5.4,1,,,,unknown
CHEMBL1525418,COc1cccc(C2=NOC(C(=O)Nc3cccc(C(C)=O)c3)C2)c1OC,,,4.61,1,,,,unknown
CHEMBL1525902,Cc1ccccc1-c1nnc(S)o1,,,4.26,1,,,,unknown
CHEMBL1526703,CCOC(=O)N1CCN(C(=O)C2CCC(Cn3c(=S)[nH]c4ccccc4c3=O)CC2)CC1,,,5.49,1,,,,unknown
CHEMBL1527065,CCCn1cc(NC(=O)C2CC(c3cccc(Br)c3)=NO2)cn1,,,5.13,1,,,,unknown
CHEMBL1527108,CCC1S/C(=C(\C#N)C(N)=O)N(c2ccc(F)cc2)C1=O,,,4.49,1,,,,unknown
CHEMBL1527476,COc1cc(NC(=O)c2ccc(COc3ccccc3Br)o2)cc(OC)c1OC,,,4.48,1,,,,unknown
CHEMBL1527654,COc1ccccc1NC(=O)COc1ccc(CO)cc1Cl,,,4.16,1,,,,unknown
CHEMBL1528299,Cc1cn(S(=O)(=O)c2ccc(Br)c3ccccc23)cn1,,,4.81,1,,,,unknown
CHEMBL1529808,CCCN1Cc2cccc(C(=O)NCc3ccccc3)c2C1=O,,,4.24,1,,,,unknown
CHEMBL1536681,c1ccc(-c2[nH]nc3c2CCC3)cc1,,,4.29,1,,,,unknown
CHEMBL1536771,C/C(NC1CCCC1)=C(/C#N)C(N)=O,,,4.48,1,,,,unknown
CHEMBL1537195,Cc1nc(SCCC(=O)O)c2ccccc2n1,,,5.22,1,,,,unknown
CHEMBL1540020,O=C(NCc1nc2ccccc2[nH]1)c1cccs1,,,4.37,1,,,,unknown
CHEMBL1540545,COc1ccc(C(C)=O)cc1COC(=O)c1c(C)noc1C,,,4.4,1,,,,unknown
CHEMBL1540912,COc1ccc(-c2c(C#N)c(S)nc3c2CCC3)cc1,,,4.75,1,,,,unknown
CHEMBL1542195,Cc1cc(NC(=O)COC(=O)c2[nH]nc3ccccc23)no1,,,4.2,1,,,,unknown
CHEMBL1543571,COC(=O)c1ccccc1NC(=O)CN1CCC(NC(=O)c2ccc(C)cc2)CC1,,,5.5,1,,,,unknown
CHEMBL1545025,COC(=O)c1ccccc1NC(=O)CSc1ccccn1,,,4.45,1,,,,unknown
CHEMBL1545185,O=C(O)CCSc1ccc2ccccc2n1,,,4.46,1,,,,unknown
CHEMBL1545599,COC(=O)c1cccc(NC(=O)CN2CCC(NC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)c1,,,5.77,1,,,,unknown
CHEMBL1545746,NC(=O)c1oc2ccccc2c1NC(=O)c1ccc(F)cc1,,,4.62,1,,,,unknown
CHEMBL1547674,CCOc1ccc(C(=O)Nc2c(C(N)=O)oc3ccccc23)cc1,,,4.46,1,,,,unknown
CHEMBL1548061,COC(=O)c1cccc(Cn2nnc3ccccc3c2=O)c1,,,4.1,1,,,,unknown
CHEMBL1548293,Cc1ccc(Nc2cc(-n3nc(C)cc3C)ncn2)c(C)c1,,,4.75,1,,,,unknown
CHEMBL1549692,N#Cc1sc2nc3c(c(-c4ccco4)c2c1N)CCCC3,,,4.16,1,,,,unknown
CHEMBL1555581,Cc1cc(C(F)F)n2ncc(C(=O)NCc3ccccc3C(F)(F)F)c2n1,,,4.58,1,,,,unknown
CHEMBL1555880,COc1ccc2nc(NC(=O)Cc3ccc(OC)c(S(=O)(=O)N4CCOCC4)c3)sc2c1,,,4.55,1,,,,unknown
CHEMBL1558177,COc1ccc(COC(=O)C2=C(C)NC(=O)NC2c2ccc(O)c(OC)c2)cc1,,,4.47,1,,,,unknown
CHEMBL1559474,CCOC(=O)c1ccccc1NC(=O)CSc1ncc(C(=O)OCC)c(N)n1,,,5.18,1,,,,unknown
CHEMBL1561032,Cc1ccccc1Nc1nn2c(=O)c3ccccc3nc2s1,,,4.41,1,,,,unknown
CHEMBL1561325,CCCOc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCCn2ccnc2)cc1,,,4.71,1,,,,unknown
CHEMBL1562951,NC(=O)c1ccsc1NC(=O)c1cccs1,,,5.58,1,,,,unknown
CHEMBL1563069,COC(=O)c1ccsc1NC(=O)CN1CCN(c2ccc(F)cc2)CC1,,,4.81,1,,,,unknown
CHEMBL1563647,COC(=O)c1c(C#N)c(N)nc2c1CCCC2,,,4.22,1,,,,unknown
CHEMBL1565318,NC(=O)c1oc2ccccc2c1NC(=O)c1ccco1,,,5.0,1,,,,unknown
CHEMBL1566655,O=C(CSc1ncccc1-c1nc2ccccc2[nH]1)N1CCN(c2ccccc2F)CC1,,,4.25,1,,,,unknown
CHEMBL1567258,O=C1NC2=C(C(=O)c3ccccc32)C(c2ccccc2)N1,,,4.42,1,,,,unknown
CHEMBL1568840,Cc1nc(CSc2nc3nncc-3c(O)n2-c2ccccc2)cs1,,,6.09,1,,,,unknown
CHEMBL1569232,O=C1c2ccccc2-c2onc3ccc(NCc4ccco4)c1c23,,,4.62,1,,,,unknown
CHEMBL1570276,Cc1ccc2nc(Cc3ccc(N)cc3)oc2c1,,,4.3,1,,,,unknown
CHEMBL1570672,CCOC(=O)CSc1nc2ccccc2c(=O)n1CCCCCC(=O)NCc1ccco1,,,4.36,1,,,,unknown
CHEMBL1572205,CCCCC(=O)Nc1ncc(Br)s1,,,4.26,1,,,,unknown
CHEMBL1572342,CCCCC(=O)Nc1sc2c(c1C(N)=O)CCC2,,,4.79,1,,,,unknown
CHEMBL1574263,Cc1ccc(C)c(N2CCN(C(=O)c3ccc(Cn4c(=O)[nH]c5ccccc5c4=O)cc3)CC2)c1,,,4.17,1,,,,unknown
CHEMBL1577147,CCOC(=O)c1c(-c2ccccc2)[nH]c2ccc(O)cc12,,,4.65,1,,,,unknown
CHEMBL1577637,Cc1ccc2[nH]c3c(c2c1)CCc1c[nH]nc1-3,,,4.78,1,,,,unknown
CHEMBL1578957,COc1cc(CC(=O)Nc2ncc(C)s2)cc(OC)c1OC,,,4.88,1,,,,unknown
CHEMBL1579427,COC(=O)c1cc(Br)c(=O)n(Cc2ccc3c(c2)OCO3)c1,,,5.17,1,,,,unknown
CHEMBL1579483,COc1cccc(C2=NOC(C(=O)Nc3cc(OC)c(OC)c(OC)c3)C2)c1,,,5.69,1,,,,unknown
CHEMBL1582724,COC(=O)c1sccc1NC(=O)c1ccncc1,,,4.48,1,,,,unknown
CHEMBL1583874,NC(=O)c1cc(Br)cc2c3c([nH]c12)CCCC3,,,4.9,1,,,,unknown
CHEMBL1584161,NC(=O)c1ccsc1NC(=O)Cc1ccc([N+](=O)[O-])cc1,5.54,,,1,,,,non-selective
CHEMBL1584518,Cc1ccc(NC(=O)C2CC(c3ccc(F)cc3)=NO2)cc1,,,4.49,1,,,,unknown
CHEMBL1586967,CC(=O)c1c(C)[nH]c(C(=O)OCn2nnc3ccccc3c2=O)c1C,,,4.47,1,,,,unknown
CHEMBL1588030,CCCN1Cc2cccc(C(=O)NCc3ccc4c(c3)OCO4)c2C1=O,,,4.5,1,,,,unknown
CHEMBL1588937,O=C(CCCCCn1c(=O)[nH]c2ccccc2c1=O)NCCCN1CCN(c2ccccc2F)CC1,,,4.45,1,,,,unknown
CHEMBL1589110,COc1ccc(S(=O)(=O)N2CCC(n3cnc4cc(C(F)(F)F)ccc43)CC2)cc1,,,4.26,1,,,,unknown
CHEMBL1595580,COCCNC(=O)C1CCC(Cn2c(=S)[nH]c3ccccc3c2=O)CC1,,,5.01,1,,,,unknown
CHEMBL1598218,COc1cc(CC(=O)Nc2sccc2C(N)=O)cc(OC)c1OC,,,5.23,1,,,,unknown
CHEMBL1599435,COc1ccc(C(=O)NCc2nc3ccccc3[nH]2)cc1OC,,,4.63,1,,,,unknown
CHEMBL1599919,CS(=O)(=O)N1CCN(c2ccccc2NC(=O)Cc2ccccc2)CC1,,,4.16,1,,,,unknown
CHEMBL1600077,COC(=O)c1c(-c2cccs2)csc1NC(=O)CN1CCOCC1,,,4.25,1,,,,unknown
CHEMBL1600661,O=c1[nH]c(=S)c2c(n1-c1ccccc1)CCC2,,,4.12,1,,,,unknown
CHEMBL1604166,Cc1sc(NC(=O)c2cccs2)c(C(N)=O)c1C,,,4.51,1,,,,unknown
CHEMBL1606045,CNC(=O)c1ccsc1NC(=O)c1ccccc1,,,5.26,1,,,,unknown
CHEMBL1606230,Oc1nc2ccccc2c2nc3ccccn3c12,,,4.86,1,,,,unknown
CHEMBL1606939,O=C1c2ccccc2NC2=NCCCCN12,,,4.4,1,,,,unknown
CHEMBL1607473,COc1cc(C2NC(=O)NC(C)=C2C(=O)OC2CCCC(C)C2)ccc1O,,,4.4,1,,,,unknown
CHEMBL1607477,O=C(Nc1cccnc1)C1CC(c2ccc(Cl)c(Cl)c2)=NO1,,,4.64,1,,,,unknown
CHEMBL1613269,O=C1Nc2cccnc2Sc2ccccc21,,,5.3,1,,,,unknown
CHEMBL1614820,Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1,7.5,6.404999999999999,7.6,3,1.0950000000000006,-0.09999999999999964,-0.09999999999999964,pan-JNK
CHEMBL1614995,COCCOc1cncc(-c2cc3c(ccc4c5c([nH]c43)CCNC5=O)cn2)c1,,6.19,,1,,,,unknown
CHEMBL162295,C[C@H](Nc1nccc(-c2cc(N3CCOCC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1,,5.97,,1,,,,unknown
CHEMBL1644615,O=c1n(Cc2ccccn2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,6.0,7.03,7.27,3,-1.0300000000000002,-1.2699999999999996,-1.2699999999999996,non-selective
CHEMBL1644616,S=c1[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1,4.9,5.53,6.25,3,-0.6299999999999999,-1.3499999999999996,-1.3499999999999996,non-selective
CHEMBL1644617,O=c1[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1,,4.5,4.8,2,,,,unknown
CHEMBL1644618,O=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,6.0,7.16,7.62,3,-1.1600000000000001,-1.62,-1.62,non-selective
CHEMBL1644619,O=c1[nH]nc(-c2ccnc(NC3CCCOC3)c2)n1-c1ccc2ccccc2c1,6.13,6.89,7.5,3,-0.7599999999999998,-1.37,-1.37,non-selective
CHEMBL1644620,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,5.75,6.6,7.07,3,-0.8499999999999996,-1.3200000000000003,-1.3200000000000003,non-selective
CHEMBL1644621,O=c1[nH]nc(-c2ccnc(NC3CCCC3)c2)n1-c1ccc2ccccc2c1,,6.46,6.89,2,,,,unknown
CHEMBL1644622,O=c1[nH]nc(-c2ccnc(NC3CCC3)c2)n1-c1ccc2ccccc2c1,5.75,6.66,7.16,3,-0.9100000000000001,-1.4100000000000001,-1.4100000000000001,non-selective
CHEMBL1644623,O=c1[nH]nc(-c2ccnc(NC3CC3)c2)n1-c1ccc2ccccc2c1,5.41,6.41,6.89,3,-1.0,-1.4799999999999995,-1.4799999999999995,non-selective
CHEMBL1644624,O=c1[nH]nc(-c2ccnc(Nc3ccccc3)c2)n1-c1ccc2ccccc2c1,5.24,6.33,7.21,3,-1.0899999999999999,-1.9699999999999998,-1.9699999999999998,non-selective
CHEMBL1644625,O=c1[nH]nc(-c2ccnc(Nc3ccccn3)c2)n1-c1ccc2ccccc2c1,5.66,6.96,7.4,3,-1.2999999999999998,-1.7400000000000002,-1.7400000000000002,non-selective
CHEMBL1644626,O=c1[nH]nc(-c2ccnc(Nc3cccnc3)c2)n1-c1ccc2ccccc2c1,5.48,6.02,6.6,3,-0.5399999999999991,-1.1199999999999992,-1.1199999999999992,non-selective
CHEMBL1644627,O=c1[nH]nc(-c2ccnc(Nc3nccs3)c2)n1-c1ccc2ccccc2c1,,6.19,6.68,2,,,,unknown
CHEMBL1644628,C[C@H](Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)c1ccccc1,,,5.41,1,,,,unknown
CHEMBL1644629,CC(=O)Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1,5.14,5.82,6.39,3,-0.6800000000000006,-1.25,-1.25,non-selective
CHEMBL1644630,O=C(Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)C1CC1,5.34,6.36,6.92,3,-1.0200000000000005,-1.58,-1.58,non-selective
CHEMBL1644631,O=C(Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)c1ccccc1,,5.36,6.23,2,,,,unknown
CHEMBL1644632,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cc(F)ccc2c1,6.13,6.72,7.16,3,-0.5899999999999999,-1.0300000000000002,-1.0300000000000002,non-selective
CHEMBL1644633,Nc1ccc2cc(-n3c(-c4ccnc(NC5CCOCC5)c4)n[nH]c3=O)ccc2c1,5.77,5.28,6.02,3,0.4899999999999993,-0.25,-0.25,non-selective
CHEMBL1644634,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cc(Br)ccc2c1,5.38,6.11,6.37,3,-0.7300000000000004,-0.9900000000000002,-0.9900000000000002,non-selective
CHEMBL1644635,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cccc(F)c2c1,,6.42,7.27,2,,,,unknown
CHEMBL1644636,Nc1cccc2ccc(-n3c(-c4ccnc(NC5CCOCC5)c4)n[nH]c3=O)cc12,5.58,6.24,7.03,3,-0.6600000000000001,-1.4500000000000002,-1.4500000000000002,non-selective
CHEMBL1644637,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cccc(Cl)c2c1,6.96,6.82,7.85,3,0.13999999999999968,-0.8899999999999997,-0.8899999999999997,pan-JNK
CHEMBL1644638,O=c1n(CC2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,6.38,7.21,7.66,3,-0.8300000000000001,-1.2800000000000002,-1.2800000000000002,non-selective
CHEMBL1644639,O=c1n(C2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,6.38,7.01,7.8,3,-0.6299999999999999,-1.42,-1.42,non-selective
CHEMBL1644640,O=c1n(C2CCOC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,5.42,6.5,7.04,3,-1.08,-1.62,-1.62,non-selective
CHEMBL1644641,O=c1n(-c2ccccn2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,5.85,6.82,7.0,3,-0.9700000000000006,-1.1500000000000004,-1.1500000000000004,non-selective
CHEMBL1644642,O=c1n(Cc2ccncc2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,6.16,7.01,7.54,3,-0.8499999999999996,-1.38,-1.38,non-selective
CHEMBL1644643,O=c1n(C2CCNCC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,5.35,6.28,6.8,3,-0.9300000000000006,-1.4500000000000002,-1.4500000000000002,non-selective
CHEMBL1644644,CCN1CCC(n2nc(-c3ccnc(NC4CCOCC4)c3)n(-c3ccc4ccccc4c3)c2=O)CC1,,5.7,6.55,2,,,,unknown
CHEMBL1644645,O=c1n(C2CCN(CC(F)(F)F)CC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,6.05,6.77,7.44,3,-0.7199999999999998,-1.3900000000000006,-1.3900000000000006,non-selective
CHEMBL1644646,COC(=O)N1CCC(n2nc(-c3ccnc(NC4CCOCC4)c3)n(-c3ccc4ccccc4c3)c2=O)CC1,6.44,7.24,7.62,3,-0.7999999999999998,-1.1799999999999997,-1.1799999999999997,non-selective
CHEMBL1681791,COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cnccc12,7.51,6.06,7.21,3,1.4500000000000002,0.2999999999999998,0.2999999999999998,pan-JNK
CHEMBL1681992,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OC)cc1,6.23,5.5,6.16,3,0.7300000000000004,0.07000000000000028,0.07000000000000028,non-selective
CHEMBL1681993,CCc1csc(NC(=O)Cc2ccc(OC)cc2)c1C(=O)OC,4.71,4.65,5.04,3,0.05999999999999961,-0.33000000000000007,-0.33000000000000007,non-selective
CHEMBL1681994,CCOC(=O)c1c(C2CC2)csc1NC(=O)Cc1ccc(OC)cc1,4.81,5.2,5.02,3,-0.39000000000000057,-0.20999999999999996,-0.39000000000000057,non-selective
CHEMBL1681995,CCOC(=O)c1c(C(F)(F)F)csc1NC(=O)Cc1ccc(OC)cc1,4.72,,4.41,2,,0.3099999999999996,0.3099999999999996,non-selective
CHEMBL1681996,CCOC(=O)c1c(C#N)csc1NC(=O)Cc1ccc(OC)cc1,6.46,6.03,6.51,3,0.4299999999999997,-0.04999999999999982,-0.04999999999999982,non-selective
CHEMBL1681997,C#Cc1csc(NC(=O)Cc2ccc(OC)cc2)c1C(=O)OCC,5.98,4.55,5.52,3,1.4300000000000006,0.46000000000000085,0.46000000000000085,non-selective
CHEMBL1681998,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(-c2ccncc2)cc1,6.55,5.74,6.58,3,0.8099999999999996,-0.03000000000000025,-0.03000000000000025,pan-JNK
CHEMBL1681999,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCn2ccnc2)cc1,6.22,5.34,6.3,3,0.8799999999999999,-0.08000000000000007,-0.08000000000000007,non-selective
