name,pains_any,brenk,nih,aggregation_risk_heuristic
GW-328267,False,False,False,False
RUNCACIGUAT,False,False,False,False
MEVASTATIN,False,False,False,False
ETORICOXIB,False,False,False,False
PX-102,False,False,False,True
TASELISIB,False,False,False,False
RISELCAFTOR,False,False,False,False
EDATREXATE,False,False,False,False
BEMNIFOSBUVIR,False,True,True,False
EMBECONAZOLE,False,True,False,False
TROGLITAZONE,False,True,False,False
BI-2536,False,False,False,False
EVOBRUTINIB,False,True,True,False
MOLIBRESIB BESYLATE,False,True,False,False
MONLUNABANT,False,True,False,False
NT-0796,False,False,False,False
RG6341,False,False,False,False
RADIPRODIL,False,True,True,False
ABAFUNGIN,False,True,False,False
LANIFIBRANOR,False,False,False,False
SELONABANT,False,False,False,False
DORAMAPIMOD,False,False,False,True
EMZADIRIB,False,False,False,False
BARDOXOLONE,False,False,False,False
TAK-715,False,False,False,True
DAREXABAN,False,True,False,False
DAGROCORAT,False,False,False,False
DOCONAZOLE,False,False,False,True
GW-870086,False,False,False,False
RABUSERTIB,False,False,False,False
FOSDEVIRINE,False,True,False,False
RAMNODIGIN,False,True,False,False
CEFOVECIN,False,True,True,False
TIOMERGINE,False,False,False,False
AVUTOMETINIB,False,True,False,False
EPROTIROME,False,True,False,False
EDECESERTIB,False,False,True,False
ZATONACAFTOR,False,False,False,False
EDELINONTRINE,False,False,False,False
ZUNSEMETINIB,False,False,False,False
TIGILANOL TIGLATE,False,True,False,False
SITOGLUSIDE,False,True,False,False
LOTIGLIPRON TROMETHAMINE,False,False,False,False
TULMIMETOSTAT,False,False,False,False
CT-1578,False,True,False,False
AUT-00206,False,True,False,False
POVORCITINIB,False,False,False,False
SAPERCONAZOLE,True,False,False,False
NERIGLIATIN,False,False,False,False
AZM-475271,False,False,False,False
LAROPROVSTAT,False,False,False,False
DILMAPIMOD,False,False,False,False
GSK2798745,False,False,False,False
BMS-741672,False,False,False,False
PECAVAPTAN,False,False,False,False
IMLUNESTRANT,False,False,False,True
BAY-1161909,False,False,False,True
ADOZELESIN,False,False,False,True
TALETRECTINIB,False,False,False,False
ACT-774312,False,True,False,False
METHOSERPIDINE,True,False,False,False
TISOCALCITATE,False,True,False,False
ONO-8539,False,False,False,False
ROCEPAFANT,False,True,False,True
CEP-11981,True,False,False,False
XL-281,False,False,False,False
GW493838,False,False,False,False
TALETRECTINIB ADIPATE,False,True,False,True
AMXT-1501,False,True,True,False
RABACFOSADINE,False,True,True,False
BFH-772,False,False,False,True
ETIZOLAM,False,False,False,False
DEMECOLCINE,False,False,False,False
PUMECITINIB,False,False,False,False
SULICRINAT,False,False,False,False
FLURALANER,False,False,False,False
CHF4227,False,True,False,False
VS-5584,False,False,False,False
LESINURAD,False,False,False,False
LOMEDEUCITINIB,False,False,False,False
PF-03882845,False,False,False,False
PELIGLITAZAR,False,False,False,True
FISOGATINIB,False,True,True,False
SAR-125844,False,False,False,False
ULIXERTINIB,False,False,False,False
BRIVANIB ALANINATE,False,False,False,False
CLN-081,False,True,True,False
BEROTERKIB ANHYDROUS,False,False,False,False
LEXIBULIN,False,False,False,False
XELAGLIFAM,False,True,False,False
EXEPORFINIUM CHLORIDE,False,True,True,True
LUFENURON,False,False,False,False
NISTERIME ACETATE,False,True,True,False
RALANITEN ACETATE,False,True,True,False
CHOLYLSARCOSINE,False,False,False,False
IOTRIZOIC ACID,False,True,True,False
LINAGLIPTIN,False,True,False,False
AZELNIDIPINE,False,True,False,False
GRAPIPRANT,False,False,False,False
PLECONARIL,False,True,False,False
TEFINOSTAT,False,True,True,False
NEDISERTIB,False,False,False,False
OSUGACESTAT,False,False,False,False
ILANTIMOD,False,False,False,False
TIANEPTINE,False,True,False,False
TALOTREXIN,False,True,False,False
BRIMARAFENIB,False,True,False,False
CEMDOMESPIB,False,False,False,False
AZD-4017,False,False,False,False
SURINABANT,False,False,False,False
ASERIPIDE,False,False,False,False
LEPZACITINIB,False,False,False,False
MEVIDALEN HYDROXYBENZOATE,False,False,False,False
PKI-166,False,False,False,False
EDRALBRUTINIB,False,True,True,False
CVN-766,False,False,False,False
IZENCITINIB,False,False,False,False
RSV-604,False,False,False,False
ZANZALINTINIB,False,True,False,False
ENMD-2076,False,False,False,False
SULINDAC,False,True,False,False
SIPAGLADENANT,False,False,False,False
BMS-929075,False,False,False,True
PELABRESIB,False,False,False,False
REMOGLIFLOZIN ETABONATE,False,False,False,False
PF-00610355,False,True,False,False
PALUPIPRANT,False,False,False,False
POCENBRODIB,False,False,False,False
VICASINABIN,False,False,False,False
POZTINURAD,False,False,False,False
CHLOROSERPIDINE,True,False,False,False
ZIRESOVIR,False,False,False,False
FLUAZACORT,False,False,False,False
4SC-203,False,True,False,True
GLOVADALEN,False,False,False,False
OLORINAB,False,True,False,False
ETAVOPIVAT,False,True,False,False
EMRICASAN,False,True,True,False
OLEANDRIN,False,True,False,False
IKT-001PRO,False,True,True,True
VX-702,False,False,False,False
CEFAPAROLE,False,False,True,False
DANICAMTIV,False,False,False,False
SELADELPAR,False,False,False,False
JI-101,False,False,False,True
TEPROSULVOSE,False,True,True,False
MK-8245,False,False,False,False
RILAPINE,False,True,False,False
VP-14637,True,True,False,False
PEROSPIRONE,False,True,False,False
TOTROMBOPAG,True,True,False,False
FIDRISERTIB,False,False,False,False
LEVOTOFISOPAM,False,False,False,False
R-406,False,False,False,False
XL-999,False,True,False,False
BMS-813160,False,False,False,False
MK3207,False,False,False,False
AMG-517,False,False,False,True
CMS-121,True,True,False,False
ENPIROLINE,False,False,False,False
IRPAGRATINIB,False,True,True,False
RITOLUKAST,False,False,False,False
TAK-020,False,True,True,False
MK-1064,False,False,False,False
AGG-523,False,False,False,False
FEZOLINETANT,False,False,False,False
ICLAPRIM,False,False,False,False
CEP-32496,False,False,False,True
BALINATUNFIB,False,False,False,False
ALEGLITAZAR,False,False,False,True
LEMILDIPINE,False,True,False,False
IZORLISIB,False,False,False,False
ABT-384,False,False,False,False
CILOFEXOR,False,False,False,True
AZELOPRAZOLE SODIUM,False,True,False,False
ISOMETAMIDIUM CHLORIDE,True,True,True,True
LEDOXANTRONE,False,False,False,False
PRAZOCILLIN,False,False,True,False
TIMEGADINE,False,True,False,False
BATIMASTAT,False,True,True,False
BETAMETHASONE ACIBUTATE,False,False,False,False
CLOSANTEL,False,True,False,False
SETILEUTON,False,True,False,False
APADENOSON,False,True,False,False
NACRESERTIB,False,True,False,False
TUSPETINIB,False,False,False,True
METHYLPREDNISOLONE ACEPONATE,False,False,False,False
TEGAVIVINT,True,True,True,False
EPACADOSTAT,False,True,True,False
SELONSERTIB,False,False,False,False
ENOBOSARM,False,False,False,False
CHOLYLSARCOSINE C-11,False,False,False,False
GW590735,False,False,False,False
GEDATOLISIB,False,False,False,False
CITARINOSTAT,False,True,True,False
ETHYL DIRAZEPATE,False,True,False,False
ALOGLIPTIN,False,False,False,False
ADL-5747,False,False,False,False
EGANELISIB,False,True,False,False
NIMUCITINIB,False,False,False,False
PF-07059013,False,False,False,False
BMS-777607,False,False,False,True
ILACIRNON,False,False,True,False
PF-00489791,False,True,False,False
VALEMETOSTAT TOSYLATE,False,False,False,False
AZD-7451,False,False,False,False
NIVOCASAN,False,False,False,False
GIVINOSTAT,False,True,True,False
FOSTROXACITABINE BRALPAMIDE,False,True,True,False
VB-201,False,True,True,False
FRESELESTAT,False,False,True,False
PRANIDIPINE,False,True,False,False
AMCINAFAL,False,False,False,False
PHYTONADIOL SODIUM DIPHOSPHATE,False,True,True,False
NELADALKIB,False,False,False,False
BISBENDAZOLE,False,True,False,True
MK0686,False,False,False,False
AZELOPRAZOLE,False,True,False,False
WITHANOLIDE D,False,True,False,False
CAMONSERTIB,False,False,False,False
HEPRONICATE,False,True,False,False
ANAZOLENE SODIUM,True,True,True,False
BROMOXANIDE,False,True,False,False
MOCETINOSTAT,False,True,False,False
DISOGLUSIDE,False,True,False,False
BALCINRENONE,False,False,False,False
TOSUFLOXACIN,False,False,False,False
RADALBUVIR,False,True,False,False
ZELASUDIL,False,False,False,False
CINOBUFOTALIN,False,True,False,False
AZD-7648,False,False,False,False
MK-8189,False,False,False,False
GOLIDOCITINIB,False,False,False,False
TERBOGREL,False,True,False,False
POZDEUTINURAD,False,False,False,False
ENRASENTAN,False,False,False,False
DAPIVIRINE,False,False,False,False
ME-344,False,False,False,False
SAFIMALTIB,False,False,False,False
DEXTOFISOPAM,False,False,False,False
SOTULETINIB,False,False,False,False
FENEBRUTINIB,False,False,False,False
POTRASERTIB,True,False,False,False
TOBUTEROL,False,True,False,False
ONO-2333MS,False,False,False,False
CEFTERAM,False,True,True,False
ADP-597,False,False,False,False
MB-07803,False,True,True,False
INE-963,False,False,False,False
TEMUTERKIB,False,False,False,False
FLORZOLOTAU,False,True,False,False
PROSCILLARIDIN,False,True,False,False
EXISULIND,False,True,False,False
PHYTONADIOL DIPHOSPHATE,False,True,True,False
CARBOXYAMIDOTRIAZOLE,False,False,False,False
ENVUCITINIB,False,False,False,False
SIVIFENE,True,True,False,False
BERBERINE URSODEOXYCHOLATE,False,True,False,False
ITX-5061 FREE BASE,False,True,True,False
SIRPIGLENASTAT,True,True,True,False
MINZASOLMIN,False,False,False,False
MASOFANITEN,False,True,True,False
S-3304,False,True,False,False
DENIFANSTAT,False,False,False,False
SALANTEL,False,True,False,False
SUDEXANOX,False,True,False,False
GSK-3494245,False,False,False,False
PEMRAMETOSTAT,False,False,False,False
DANUSERTIB,False,False,False,False
PULIGINURAD,False,False,False,False
CC-115,False,False,False,False
DELOXOLONE,False,True,False,False
AVORALSTAT,False,True,False,False
AMG-900,False,False,False,True
MARBOFLOXACIN,False,False,False,False
SELVIGALTIN,False,True,False,False
BMS-582949,False,False,False,False
LNP-1892,False,False,False,True
ADRIXETINIB,False,False,False,True
AC-480,False,False,False,False
AZD-7295,False,False,False,False
WITHAFERIN A,False,True,False,False
CCX354,False,False,False,False
COLURACETAM,False,False,False,False
FUMOXICILLIN,False,True,True,False
ILACIRNON SODIUM,False,False,True,False
OXYCLOZANIDE,False,True,True,False
SEOCALCITOL,False,True,False,False
SAROLANER,False,True,False,False
TUVUSERTIB,False,False,False,False
LUXABENDAZOLE,False,True,False,False
PF-06842874,False,False,False,False
GLYBURIDE,False,False,False,False
RAFOXANIDE,False,True,False,False
PANOMIFENE,False,True,False,False
CARBENOXOLONE,False,False,False,False
TOMIVOSERTIB,False,False,False,False
CEFMINOX,False,True,True,False
RODATRISTAT,False,False,False,False
TRALONIDE,False,True,True,False
TOLPADOL,False,False,False,False
EMZELTRECTINIB,False,False,False,False
ZAMAPORVINT,False,False,False,False
AC-430,False,False,False,False
QUABODEPISTAT,False,False,False,False
AZD-8835,False,False,False,False
SGR-1505,False,False,False,False
LY-2886721,False,False,False,False
ORISMILAST,False,True,False,False
LUCITANIB,False,False,False,False
TIXOCORTOL PIVALATE,False,True,True,False
PAGOCLONE,False,True,False,False
ICOTINIB,False,True,True,False
LINAPRAZAN GLURATE,False,True,False,False
LIMAPROST,False,True,False,False
AMP579,False,False,False,False
C-188-9,True,True,False,True
OSI-027,False,False,False,False
DS-1971,False,False,False,False
BITHIONOLOXIDE,False,True,True,False
CEPEROGNASTAT,False,False,False,False
AMDIZALISIB,False,False,False,False
IFIDANCITINIB,False,False,False,False
PYRINOLINE,False,False,False,False
VONAFEXOR,False,False,False,False
BUQUINERAN,False,True,False,False
RTI-336,False,False,False,False
HALOPREDONE ACETATE,True,False,False,False
CICLOTIZOLAM,False,False,False,False
AMINOPTERIN,False,False,False,False
CADISEGLIATIN,False,False,False,False
VOCIPROTAFIB,False,False,False,False
OBERADILOL,False,False,False,False
ELENBECESTAT,False,False,False,False
TOPIXANTRONE,True,True,False,False
NEMIRALISIB,False,False,False,False
BRANEBRUTINIB,False,True,True,False
BRANAPLAM,False,False,False,False
ORNOPROSTIL,False,True,False,False
PF-00477736,False,False,False,False
SPIROGLUMIDE,False,False,False,False
CUDC-305,True,True,False,False
BENAFENTRINE,False,False,False,False
LY2624803,False,False,False,False
DANUGLIPRON,False,False,False,False
DENIBULIN,False,False,False,False
BROVANEXINE,False,True,False,False
LIRIMILAST,False,True,False,False
ASP-7962,False,False,False,False
CENERIMOD,False,False,False,False
CROLIBULIN,False,True,False,False
ACORAFLOXACIN,False,False,False,False
CG-200745,False,True,True,False
GLESATINIB,False,True,False,True
TIMELOTEM,False,False,False,False
OCADUSERTIB,False,True,False,False
TERN-101,False,False,False,True
TAFETINIB,False,True,False,False
ALOGABAT,False,False,False,False
LOSMAPIMOD,False,False,False,False
GLPG-0259,False,False,False,False
CLINAFLOXACIN,False,False,False,False
ABEDITEROL,False,True,False,False
LOTAMILAST,False,False,False,False
PUQUITINIB MESYLATE DIHYDRATE,False,False,False,False
TOFISOPAM,False,False,False,False
LIDORESTAT,False,True,False,False
TRICLONIDE,False,True,True,False
AZD-1208,False,True,False,False
NEZULCITINIB,False,False,False,False
PRADIGASTAT SODIUM,False,False,False,False
LUFURADOM,False,False,False,False
LAS101057,False,False,False,False
PREGABALIN NAPROXENCARBIL,False,True,True,False
VERCIRNON,True,True,False,False
GSK-3179106,False,False,False,False
GUMELUTAMIDE,False,False,False,False
CP-461 FREE BASE,False,False,False,False
E-7820,False,False,False,False
ASCORBYL GAMOLENATE,False,True,False,False
ROFLEPONIDE,False,False,False,False
CM-4307,False,False,False,False
PAXALISIB,False,False,False,False
FLEZURAFENIB,False,False,False,True
ELINOGREL,False,False,False,False
AZD-6703,False,False,False,False
PAVINETANT,False,False,False,True
DAVELIZOMIB,False,True,True,False
DANUGLIPRON TROMETHAMINE,False,False,False,False
AFP-464 FREE BASE,False,True,False,False
BMS-690514,False,False,False,False
RADEZOLID,False,False,False,False
ATABECESTAT,False,False,False,False
ILOMASTAT,False,True,True,False
SAPANISERTIB,False,False,False,False
CAMIBIRSTAT,False,False,False,False
JAB-3068,False,False,False,False
PF-04991532,False,False,False,False
VAPENDAVIR,False,False,False,False
FUNOBACTAM,False,True,False,False
IVARMACITINIB,False,False,False,False
SEVITERONEL,False,False,False,False
DAPOLSERTIB,False,True,False,False
CLOXACEPRIDE,False,False,False,False
PETRICHLORAL,False,True,True,False
LANOPEPDEN,False,True,False,False
ACUMAPIMOD,False,False,False,False
CAFICRESTAT,False,False,False,False
ZILURGISERTIB,False,False,False,False
KIO-100,False,True,False,False
7-ETHYL-10-HYDROXYCAMPTOTHECIN,False,False,False,False
LXR-623,False,False,False,True
DARIGABAT,False,False,False,False
E-7090,False,True,False,False
RIVOCERANIB,False,False,False,False
RG-7602,False,False,False,False
LIFIRAFENIB,False,False,False,True
VODOBATINIB,False,True,False,False
TOMEGLOVIR,False,False,False,False
ZEGOCRACTIN,False,False,False,False
MIGOPROTAFIB,False,False,False,False
NERANDOMILAST,False,True,False,False
SLV-334,False,False,False,False
BMS-794833,False,False,False,False
GALICAFTOR,False,False,False,False
CERTOCICLIB,False,False,False,False
LEUCOVORIN SODIUM,False,True,False,False
VORUCICLIB,False,False,False,False
CEFCAPENE,False,True,True,False
PF-05089771,False,False,False,True
GSK-369796,True,False,False,False
TEGOBUVIR,False,False,False,False
PCI-27483,False,True,False,False
TACACICLIB,False,True,False,False
PRADIGASTAT,False,False,False,False
POSELTINIB,True,True,True,False
OPANIXIL,False,False,False,False
ICOVAMENIB,False,True,True,False
CULMERCICLIB,False,False,False,False
COH-29,True,True,False,False
FLUMOXONIDE,False,True,True,False
SGI-1776,False,False,False,False
PEFCALCITOL,False,True,False,False
CHLORHEXIDINE,False,True,False,False
TAS-115,False,True,False,False
CONTEZOLID,False,True,False,False
DIPROTRIZOATE SODIUM,False,True,True,False
ANAZOLENE,True,True,True,True
AZD-1480,False,False,False,False
AMINOPTERIN SODIUM,False,False,False,False
ORE-1001,False,False,False,False
GCC-4401C,False,False,False,False
ASP-7657,False,False,False,True
PF-03814735,False,False,False,False
PIMODIVIR,False,False,False,False
PF-05241328,False,False,False,False
ILORASERTIB,False,False,False,True
EMAVUSERTIB,False,False,False,False
SISAPRONIL,False,False,False,False
STREPTONIGRIN,True,False,False,False
ELANZEPINE,False,False,False,False
CRONIDIPINE,False,True,False,False
PICLOXYDINE,False,True,False,False
BUTOBENDINE,False,False,False,False
TANZISERTIB,False,False,False,False
DROCINONIDE,False,False,False,False
AVN-944,False,False,False,False
IFETROBAN SODIUM,False,True,False,False
LINRODOSTAT,False,False,False,False
UCN-01,False,False,False,False
UREDOFOS,False,True,True,False
HYPERICIN,False,True,True,True
SU-014813,False,True,False,False
PEVONEDISTAT,False,False,False,False
PARECOXIB,False,False,False,False
ZOTICASONE,False,True,True,False
BMS-223131,False,False,False,False
MITOPODOZIDE,False,True,False,False
PF-00337210,False,False,False,False
CYC-116,True,False,False,False
SELODENOSON,False,False,False,False
STILBAZIUM IODIDE,True,True,False,False
CORMETHASONE ACETATE,False,False,False,False
BI-671800,False,False,False,False
VELIFLAPON,False,False,False,False
SP-420,False,True,False,False
CLAZURIL,False,False,False,False
PF-04531083,False,False,False,False
VAREGACESTAT,False,False,False,False
FELCISETRAG,False,False,False,False
IMIGLITAZAR,False,True,False,True
TAURODEOXYCHOLIC ACID,False,True,False,False
MILCICLIB,True,False,False,False
ALVOCIDIB,False,False,False,False
MECLOCYCLINE,False,True,False,False
LABUXTINIB,False,False,False,False
OMIPALISIB,False,False,False,False
TELATINIB,False,False,False,False
APOMINE,False,True,False,False
LUXEPTINIB,False,False,False,True
AMEBUCORT,False,False,False,False
UDENAFIL,False,False,False,False
TENOFOVIR EXALIDEX,False,True,True,False
TAUROLITHOCHOLIC ACID,False,True,False,False
ACRIHELLIN,False,True,True,False
SORNIDIPINE,False,True,False,False
SALPROTOSIDE,False,False,False,False
AMBRUTICIN,False,True,False,False
TOREFORANT TARTRATE,False,True,False,True
AFICAMTEN,False,False,False,False
LUFOTRELVIR,False,True,False,False
VOLASERTIB,False,False,False,False
TAK-243,False,False,False,False
IFETROBAN,False,True,False,False
INZOMELID,False,False,False,False
TONAPOFYLLINE,False,False,False,False
JNJ-41443532,False,False,False,False
DEULORLATINIB,False,False,False,False
LORUNDROSTAT,False,False,False,False
CERDULATINIB,True,False,False,False
FULIMETIBANT,False,False,False,False
GANETESPIB,False,False,False,False
SUSALIMOD,False,True,False,False
JNJ-18038683,False,False,True,False
HALOMETASONE,True,False,False,False
PSI-697,False,False,False,False
VLX-600,False,True,False,False
ATUVECICLIB,False,False,False,False
INGENOL DISOXATE,False,True,False,False
GW842166X,False,False,False,False
ETRUMADENANT,False,False,False,False
BMS-986299,False,False,False,False
AZD-8075,False,False,False,False
E-7766,False,True,True,False
BAY-1082439,False,False,False,False
BAXDROSTAT,False,False,False,False
VENGLUSTAT MALATE,False,False,False,False
MUVADENANT,False,False,False,False
TAURURSODIOL,False,True,False,False
ENCLOMIPHENE CITRATE,False,True,True,False
FASIGLIFAM,False,True,False,False
BMS-986310,False,False,False,False
ELCUBRAGISTAT,False,False,False,False
PRETAMAZIUM IODIDE,True,True,False,True
ALEXIDINE,False,True,False,False
FOLITIXORIN CALCIUM,False,False,False,False
RAZPIPADON,False,False,False,False
LORPIPRAZOLE,False,False,False,False
POSIZOLID,False,False,False,False
CIVOREBRUTINIB,False,True,False,False
MOXIRAPRINE,False,False,False,False
SALAZOSULFADIMIDINE,True,True,True,False
CRENOLANIB BESYLATE,False,True,False,False
ZETELETINIB,False,False,False,True
ONO-7579,False,False,False,True
LANABECESTAT,False,True,False,False
VEBICORVIR,False,False,False,False
ANTHRAMYCIN,False,True,False,False
DALPICICLIB,False,False,False,False
SALAZOSULFATHIAZOLE,True,True,True,False
ETIBENDAZOLE,False,False,False,False
SD-0006,False,False,False,False
SALAZODINE,True,True,True,False
URSULCHOLIC ACID,False,True,False,False
LINERIXIBAT,False,False,False,False
JT-001,False,False,False,False
VILANTEROL .ALPHA.-PHENYL CINNAMATE,False,True,False,True
SULPROSTONE,False,True,False,False
PIKETOPROFEN,False,False,False,False
AZD-6482,False,False,False,False
FAMPRONIL,False,False,False,False
EXATECAN,False,False,False,False
TOREFORANT,False,True,False,False
ETIPREDNOL DICLOACETATE,False,True,True,False
REPAGLINIDE,False,False,False,False
FOSIGOTIFATOR,False,True,True,False
TIOCLOMAROL,False,True,False,True
FANDOSENTAN,False,False,False,False
ASP-4058,False,False,False,True
OFIRNOFLAST,False,False,False,True
FLORZOLOTAU (18F),False,True,False,False
BREZIVAPTAN,False,False,False,False
XL-019,True,False,False,False
CANAGLIFLOZIN,False,False,False,False
SRA-737,False,False,False,False
ROVAFOVIR ETALAFENAMIDE CITRATE,False,True,True,False
"THIOUREA, N-(5-BROMO-2-PYRIDINYL)-N'-(2-(2-CHLORO-3-ETHOXY-6-FLUOROPHENYL)ETHYL)-",False,True,False,False
ONAMETOSTAT,False,False,False,False
MEDORUBICIN,True,True,False,False
RICOLINOSTAT,False,True,True,False
NERACORVIR,False,False,False,False
BMS-963272,False,True,False,False
CRENOLANIB,False,False,False,False
ALISERTIB,False,False,False,True
CEFTEZOLE,False,False,True,False
BALOFLOXACIN,False,False,False,False
MRX-4,False,True,True,False
GIROCITINIB,False,False,False,False
BMS-986224,False,False,False,False
BI-224436,False,False,False,True
PRADEFOVIR,False,True,False,False
GSK-1292263,False,False,False,False
CHLORTETRACYCLINE,False,True,False,False
TONABERSAT,False,False,False,False
RIMACALIB,False,True,False,False
INTOPLICINE,False,True,False,False
R-1487,False,False,False,False
PF-06865571,False,False,False,False
MIVOBULIN,False,False,False,False
DIPROTRIZOATE,False,True,True,False
SC-43,False,False,False,False
OSI-930,False,False,False,True
ECENOFLOXACIN,False,False,False,False
SR-13668,False,False,False,True
ZALUNFIBAN,False,False,False,False
BMS-986094,False,True,True,False
TERUTROBAN,False,False,False,False
PRX-08066,False,False,False,False
SX-682,False,True,True,False
CTS-1027,False,True,True,False
GW468816,True,True,False,False
TETRAHYDROFOLATE,False,False,False,False
LITOMEGLOVIR,False,False,False,False
ZEMIRCICLIB,False,False,False,False
LINTITRIPT,False,False,False,False
PF-07284892,False,False,False,False
PEXACERFONT,False,False,False,False
POSENACAFTOR,False,False,False,True
ASAPIPRANT,False,False,False,False
FLURANTEL,False,True,True,False
LY-295501,False,False,False,False
BENCIANOL,False,False,False,False
BMS-984923,False,True,False,False
ENOLICAM,False,False,False,False
MK-6913,False,False,False,False
AG-24322,False,False,True,False
FLUTAFURANOL F 18,False,True,False,False
TALNETANT,False,False,False,True
ALMURTIDE,False,False,False,False
EVODENOSON,False,True,False,False
GALOCITABINE,False,False,False,False
FLOMOXEF,False,True,True,False
AMBROXOL ACEFYLLINATE,False,True,False,False
ZD-6126,False,True,True,False
HYPERICIN SODIUM,False,True,True,False
CLOMOCYCLINE,False,True,True,False
PELITREXOL,False,False,False,False
ODENTEGRAVIR,False,False,False,False
CEFIVITRIL,False,True,True,False
LOMECITINIB,False,False,False,False
TILORONE,False,False,False,False
DELANZOMIB,False,True,True,False
APTO-253,False,True,False,True
NRX195183,False,False,False,False
TABILAUTIDE,False,True,True,False
PSI-352938,False,True,False,False
TALAMPICILLIN,False,False,True,False
GLYCOCHOLIC ACID,False,False,False,False
IXAZOMIB,False,True,True,False
PIRODOMAST,False,False,False,False
IMD-0354,False,False,False,False
MK-7145,False,False,False,False
TRIMEBUTINE 3-THIOCARBAMOYLBENZENESULFONATE,False,True,False,False
NICLOFOLAN,False,True,False,False
FENDOSAL,True,False,False,True
VAMAGLOXISTAT,False,False,False,False
GEMLAPODECT,False,False,False,False
CLOFEZONE,True,True,False,False
IOWH-032,False,False,False,True
NIZUBAGLUSTAT,False,True,False,False
ACOTIAMIDE HYDROCHLORIDE,False,False,False,False
GOSSYPOL,True,True,True,True
CAPESEROD,False,True,False,False
DANIRIXIN,False,True,False,False
PINADOLINE,False,True,True,False
NESBUVIR,False,False,False,False
PICLIDENOSON,False,True,False,False
CIAFTALAN,False,False,False,True
BMS-830216,False,True,False,True
BROMOFENOFOS,False,True,True,False
DIFAMILAST,False,False,False,False
ETC-159,False,False,False,False
CAVOSONSTAT,False,False,False,False
AZD2066,False,False,False,False
VOTOPLAM,False,False,False,False
TEGTOCICLIB,False,False,False,False
EMIDURDAR,False,False,False,False
BI 639667,False,False,False,False
MLN-8054,False,False,False,True
VIBEGRON,False,False,False,False
BERZOSERTIB,False,False,False,False
BASMISANIL,False,False,False,False
FOVINACICLIB,False,False,False,False
QUEMLICLUSTAT,False,True,True,False
CEFCANEL,False,False,True,False
LERAMISTAT,False,False,False,False
MAVATREP,False,False,False,True
NAMODENOSON,False,True,False,False
DEFERITRIN,False,False,False,False
JTS-653,False,False,False,False
GRC-6211,False,False,False,False
HALOFUGINONE,False,False,False,False
MERIMEPODIB,False,False,False,False
MG-S-2525,True,False,False,False
TAVAPADON,False,False,False,False
BUCLADESINE,False,True,False,False
AFTOBETIN,False,True,True,False
SULFASALAZINE,True,True,True,False
IBIPINABANT,False,True,False,False
FLORANTYRONE,False,False,False,False
LY-2880070,False,False,False,False
TP-1287,False,True,True,False
FLUTAFURANOL,False,True,False,False
DROBULINE,False,False,False,False
ISPRONICLINE,False,False,False,False
TOSEDOSTAT,False,True,True,False
SCH-900776,False,False,False,False
KETAZOCINE,False,False,False,False
REGRELOR DISODIUM,False,True,False,False
MOTUGIVATREP,False,True,False,False
ALILUSEM,False,True,False,False
BATOPROTAFIB,False,False,False,False
FEBANTEL,False,True,False,False
AMRUBICIN,True,True,False,False
GS-6620,False,True,True,False
CARUMONAM,False,True,True,False
CETOCYCLINE,False,True,False,False
THIOCOLCHICOSIDE,False,False,False,False
CHLORSULFAQUINOXALINE,False,True,False,False
ALOXISTATIN,False,True,False,False
AR-67,False,True,False,False
ZELATRIAZIN,False,False,False,False
SEPIMOSTAT,False,True,False,False
LINIFANIB,False,False,False,False
IMDATIFAN,False,True,False,False
SABIZABULIN,False,False,False,False
KRN5500,False,True,True,False
SULFACECOLE,False,False,False,False
ELUBRIXIN,False,True,False,False
IZUFORANT,False,False,False,False
XIPAMIDE,False,False,False,False
GLPG-1205,False,True,False,False
ROVAFOVIR ETALAFENAMIDE,False,True,True,False
ESFLURBIPROFEN,False,False,False,False
EVETIFATOR,False,False,False,False
FOSDESDENOSINE SIPALABENAMIDE,False,True,True,False
TREPROSTINIL PHOSPHATE,False,True,True,False
LY-2334737,False,False,False,False
VERINURAD,False,False,False,False
SB-705498,False,False,False,False
THENIUM CLOSYLATE,False,True,False,False
EPIGALOCATECHIN GALLATE,True,True,True,False
ASN007,False,False,False,False
FLURBIPROFEN,False,False,False,False
CENTHAQUINE CITRATE,False,False,True,False
BIIB-028,False,True,False,False
AMOXYDRAMINE CAMSILATE,False,True,False,False
TOREZOLID PHOSPHATE DISODIUM,False,True,False,False
CEFAZAFLUR,False,False,True,False
ESAFLOXACIN,False,False,False,False
LORNOXICAM,False,False,False,False
ORC-13661,False,False,False,False
REGRELOR,False,True,False,False
BREQUINAR,False,False,False,True
METRIFUDIL,False,False,False,False
TARENFLURBIL,False,False,False,False
BINODENOSON,False,True,False,False
AMINOQUINURIDE,False,False,False,False
PIROMIDIC ACID,False,False,False,False
NIKKOMYCIN,False,False,False,False
DENOTIVIR,False,False,False,False
GAVESTINEL,False,True,False,False
TERODILINE,False,False,False,False
SLC-391,False,False,False,False
TEOPRANITOL,False,True,False,False
IMANIXIL,False,False,False,False
TANSHINONE IIA SULFONIC ACID,True,True,False,False
ETHYL BISCOUMACETATE,False,True,False,False
AMLEXANOX,False,True,False,False
SCARLET RED,True,True,True,True
TRIMETHYLDIPHENYLPROPYLAMINE,False,False,False,False
PHTHALYLSULFAMETHIZOLE,False,False,False,False
PHTHALYLSULFATHIAZOLE,False,False,False,False
IBROLIPIM,False,True,False,False
ENDIXAPRINE,False,False,False,False
